exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
About,does stun,173,173_M_him,m,Match,obj,The newspaper article about Andrew does stun,him
About,does stun,173,173_F_him,f,Mismatch,obj,The newspaper article about Ann does stun,him
About,does stun,173,173_M_his,m,Match,poss,The newspaper article about Andrew does stun,his
About,does stun,173,173_F_his,f,Mismatch,poss,The newspaper article about Ann does stun,his
About,hadn't astounded,174,174_M_him,m,Match,obj,The story about Russell hadn't astounded,him
About,hadn't astounded,174,174_F_him,f,Mismatch,obj,The story about that ex-girlfriend hadn't astounded,him
About,hadn't astounded,174,174_M_his,m,Match,poss,The story about Russell hadn't astounded,his
About,hadn't astounded,174,174_F_his,f,Mismatch,poss,The story about that ex-girlfriend hadn't astounded,his
About,astounds,175,175_M_him,m,Match,obj,The essay about Edward astounds,him
About,astounds,175,175_F_him,f,Mismatch,obj,The essay about Julie astounds,him
About,astounds,175,175_M_his,m,Match,poss,The essay about Edward astounds,his
About,astounds,175,175_F_his,f,Mismatch,poss,The essay about Julie astounds,his
About,isn't aggravating,176,176_M_him,m,Match,obj,The report about Dan isn't aggravating,him
About,isn't aggravating,176,176_F_him,f,Mismatch,obj,The report about this niece isn't aggravating,him
About,isn't aggravating,176,176_M_his,m,Match,poss,The report about Dan isn't aggravating,his
About,isn't aggravating,176,176_F_his,f,Mismatch,poss,The report about this niece isn't aggravating,his
About,had embarrassed,177,177_M_him,m,Match,obj,The documentary about the boy had embarrassed,him
About,had embarrassed,177,177_F_him,f,Mismatch,obj,The documentary about Laura had embarrassed,him
About,had embarrassed,177,177_M_his,m,Match,poss,The documentary about the boy had embarrassed,his
About,had embarrassed,177,177_F_his,f,Mismatch,poss,The documentary about Laura had embarrassed,his
About,hadn't astounded,178,178_M_him,m,Match,obj,The commentary about Travis hadn't astounded,him
About,hadn't astounded,178,178_F_him,f,Mismatch,obj,The commentary about Maria hadn't astounded,him
About,hadn't astounded,178,178_M_his,m,Match,poss,The commentary about Travis hadn't astounded,his
About,hadn't astounded,178,178_F_his,f,Mismatch,poss,The commentary about Maria hadn't astounded,his
About,hurts,179,179_M_him,m,Match,obj,The show about Alexander hurts,him
About,hurts,179,179_F_him,f,Mismatch,obj,The show about Grace hurts,him
About,hurts,179,179_M_his,m,Match,poss,The show about Alexander hurts,his
About,hurts,179,179_F_his,f,Mismatch,poss,The show about Grace hurts,his
About,can upset,180,180_M_him,m,Match,obj,The book about Brett can upset,him
About,can upset,180,180_F_him,f,Mismatch,obj,The book about Diana can upset,him
About,can upset,180,180_M_his,m,Match,poss,The book about Brett can upset,his
About,can upset,180,180_F_his,f,Mismatch,poss,The book about Diana can upset,his
About,does hinder,181,181_M_him,m,Match,obj,The pamphlet about Aaron does hinder,him
About,does hinder,181,181_F_him,f,Mismatch,obj,The pamphlet about the grandmother does hinder,him
About,does hinder,181,181_M_his,m,Match,poss,The pamphlet about Aaron does hinder,his
About,does hinder,181,181_F_his,f,Mismatch,poss,The pamphlet about the grandmother does hinder,his
About,embarrasses,182,182_M_him,m,Match,obj,The brochure about Patrick embarrasses,him
About,embarrasses,182,182_F_him,f,Mismatch,obj,The brochure about Cindy embarrasses,him
About,embarrasses,182,182_M_his,m,Match,poss,The brochure about Patrick embarrasses,his
About,embarrasses,182,182_F_his,f,Mismatch,poss,The brochure about Cindy embarrasses,his
About,bores,183,183_M_him,m,Match,obj,The play about Rodney bores,him
About,bores,183,183_F_him,f,Mismatch,obj,The play about Elaine bores,him
About,bores,183,183_M_his,m,Match,poss,The play about Rodney bores,his
About,bores,183,183_F_his,f,Mismatch,poss,The play about Elaine bores,his
About,has disgusted,184,184_M_him,m,Match,obj,The movie about Brad has disgusted,him
About,has disgusted,184,184_F_him,f,Mismatch,obj,The movie about Melissa has disgusted,him
About,has disgusted,184,184_M_his,m,Match,poss,The movie about Brad has disgusted,his
About,has disgusted,184,184_F_his,f,Mismatch,poss,The movie about Melissa has disgusted,his
About,hasn't aggravated,185,185_M_him,m,Match,obj,The newspaper article about Charles hasn't aggravated,him
About,hasn't aggravated,185,185_F_him,f,Mismatch,obj,The newspaper article about Carol hasn't aggravated,him
About,hasn't aggravated,185,185_M_his,m,Match,poss,The newspaper article about Charles hasn't aggravated,his
About,hasn't aggravated,185,185_F_his,f,Mismatch,poss,The newspaper article about Carol hasn't aggravated,his
About,might alarm,186,186_M_him,m,Match,obj,The story about Bradley might alarm,him
About,might alarm,186,186_F_him,f,Mismatch,obj,The story about this niece might alarm,him
About,might alarm,186,186_M_his,m,Match,poss,The story about Bradley might alarm,his
About,might alarm,186,186_F_his,f,Mismatch,poss,The story about this niece might alarm,his
About,had shocked,187,187_M_him,m,Match,obj,The essay about Craig had shocked,him
About,had shocked,187,187_F_him,f,Mismatch,obj,The essay about Denise had shocked,him
About,had shocked,187,187_M_his,m,Match,poss,The essay about Craig had shocked,his
About,had shocked,187,187_F_his,f,Mismatch,poss,The essay about Denise had shocked,his
About,hadn't embarrassed,188,188_M_him,m,Match,obj,The report about this boy hadn't embarrassed,him
About,hadn't embarrassed,188,188_F_him,f,Mismatch,obj,The report about Claire hadn't embarrassed,him
About,hadn't embarrassed,188,188_M_his,m,Match,poss,The report about this boy hadn't embarrassed,his
About,hadn't embarrassed,188,188_F_his,f,Mismatch,poss,The report about Claire hadn't embarrassed,his
About,had bothered,189,189_M_him,m,Match,obj,The documentary about Brett had bothered,him
About,had bothered,189,189_F_him,f,Mismatch,obj,The documentary about Claire had bothered,him
About,had bothered,189,189_M_his,m,Match,poss,The documentary about Brett had bothered,his
About,had bothered,189,189_F_his,f,Mismatch,poss,The documentary about Claire had bothered,his
About,isn't underwhelming,190,190_M_him,m,Match,obj,The commentary about Gary isn't underwhelming,him
About,isn't underwhelming,190,190_F_him,f,Mismatch,obj,The commentary about the wife isn't underwhelming,him
About,isn't underwhelming,190,190_M_his,m,Match,poss,The commentary about Gary isn't underwhelming,his
About,isn't underwhelming,190,190_F_his,f,Mismatch,poss,The commentary about the wife isn't underwhelming,his
About,has upset,191,191_M_him,m,Match,obj,The show about that husband has upset,him
About,has upset,191,191_F_him,f,Mismatch,obj,The show about Samantha has upset,him
About,has upset,191,191_M_his,m,Match,poss,The show about that husband has upset,his
About,has upset,191,191_F_his,f,Mismatch,poss,The show about Samantha has upset,his
About,hadn't helped,192,192_M_him,m,Match,obj,The book about the boy hadn't helped,him
About,hadn't helped,192,192_F_him,f,Mismatch,obj,The book about Catherine hadn't helped,him
About,hadn't helped,192,192_M_his,m,Match,poss,The book about the boy hadn't helped,his
About,hadn't helped,192,192_F_his,f,Mismatch,poss,The book about Catherine hadn't helped,his
About,stunned,193,193_M_him,m,Match,obj,The pamphlet about Bill stunned,him
About,stunned,193,193_F_him,f,Mismatch,obj,The pamphlet about Melissa stunned,him
About,stunned,193,193_M_his,m,Match,poss,The pamphlet about Bill stunned,his
About,stunned,193,193_F_his,f,Mismatch,poss,The pamphlet about Melissa stunned,his
About,alarmed,194,194_M_him,m,Match,obj,The brochure about Benjamin alarmed,him
About,alarmed,194,194_F_him,f,Mismatch,obj,The brochure about the ex-wife alarmed,him
About,alarmed,194,194_M_his,m,Match,poss,The brochure about Benjamin alarmed,his
About,alarmed,194,194_F_his,f,Mismatch,poss,The brochure about the ex-wife alarmed,his
About,had aggravated,195,195_M_him,m,Match,obj,The play about Timothy had aggravated,him
About,had aggravated,195,195_F_him,f,Mismatch,obj,The play about Melanie had aggravated,him
About,had aggravated,195,195_M_his,m,Match,poss,The play about Timothy had aggravated,his
About,had aggravated,195,195_F_his,f,Mismatch,poss,The play about Melanie had aggravated,his
About,aided,196,196_M_him,m,Match,obj,The movie about Liam aided,him
About,aided,196,196_F_him,f,Mismatch,obj,The movie about Lisa aided,him
About,aided,196,196_M_his,m,Match,poss,The movie about Liam aided,his
About,aided,196,196_F_his,f,Mismatch,poss,The movie about Lisa aided,his
About,hasn't aggravated,197,197_M_him,m,Match,obj,The newspaper article about Dan hasn't aggravated,him
About,hasn't aggravated,197,197_F_him,f,Mismatch,obj,The newspaper article about Caroline hasn't aggravated,him
About,hasn't aggravated,197,197_M_his,m,Match,poss,The newspaper article about Dan hasn't aggravated,his
About,hasn't aggravated,197,197_F_his,f,Mismatch,poss,The newspaper article about Caroline hasn't aggravated,his
About,couldn't astound,198,198_M_him,m,Match,obj,The story about this son couldn't astound,him
About,couldn't astound,198,198_F_him,f,Mismatch,obj,The story about the waitress couldn't astound,him
About,couldn't astound,198,198_M_his,m,Match,poss,The story about this son couldn't astound,his
About,couldn't astound,198,198_F_his,f,Mismatch,poss,The story about the waitress couldn't astound,his
About,astounds,199,199_M_him,m,Match,obj,The essay about Aaron astounds,him
About,astounds,199,199_F_him,f,Mismatch,obj,The essay about that niece astounds,him
About,astounds,199,199_M_his,m,Match,poss,The essay about Aaron astounds,his
About,astounds,199,199_F_his,f,Mismatch,poss,The essay about that niece astounds,his
About,aggravates,200,200_M_him,m,Match,obj,The report about Donald aggravates,him
About,aggravates,200,200_F_him,f,Mismatch,obj,The report about Donna aggravates,him
About,aggravates,200,200_M_his,m,Match,poss,The report about Donald aggravates,his
About,aggravates,200,200_F_his,f,Mismatch,poss,The report about Donna aggravates,his
About,helped,201,201_M_him,m,Match,obj,The documentary about Carlos helped,him
About,helped,201,201_F_him,f,Mismatch,obj,The documentary about that wife helped,him
About,helped,201,201_M_his,m,Match,poss,The documentary about Carlos helped,his
About,helped,201,201_F_his,f,Mismatch,poss,The documentary about that wife helped,his
About,hasn't overwhelmed,202,202_M_him,m,Match,obj,The commentary about that man hasn't overwhelmed,him
About,hasn't overwhelmed,202,202_F_him,f,Mismatch,obj,The commentary about the grandmother hasn't overwhelmed,him
About,hasn't overwhelmed,202,202_M_his,m,Match,poss,The commentary about that man hasn't overwhelmed,his
About,hasn't overwhelmed,202,202_F_his,f,Mismatch,poss,The commentary about the grandmother hasn't overwhelmed,his
About,had alarmed,203,203_M_him,m,Match,obj,The show about Raymond had alarmed,him
About,had alarmed,203,203_F_him,f,Mismatch,obj,The show about Janice had alarmed,him
About,had alarmed,203,203_M_his,m,Match,poss,The show about Raymond had alarmed,his
About,had alarmed,203,203_F_his,f,Mismatch,poss,The show about Janice had alarmed,his
About,hadn't alarmed,204,204_M_him,m,Match,obj,The book about Michael hadn't alarmed,him
About,hadn't alarmed,204,204_F_him,f,Mismatch,obj,The book about Tara hadn't alarmed,him
About,hadn't alarmed,204,204_M_his,m,Match,poss,The book about Michael hadn't alarmed,his
About,hadn't alarmed,204,204_F_his,f,Mismatch,poss,The book about Tara hadn't alarmed,his
About,hadn't helped,205,205_M_him,m,Match,obj,The pamphlet about Steven hadn't helped,him
About,hadn't helped,205,205_F_him,f,Mismatch,obj,The pamphlet about Natalie hadn't helped,him
About,hadn't helped,205,205_M_his,m,Match,poss,The pamphlet about Steven hadn't helped,his
About,hadn't helped,205,205_F_his,f,Mismatch,poss,The pamphlet about Natalie hadn't helped,his
About,has alarmed,206,206_M_him,m,Match,obj,The brochure about Mark has alarmed,him
About,has alarmed,206,206_F_him,f,Mismatch,obj,The brochure about Kimberley has alarmed,him
About,has alarmed,206,206_M_his,m,Match,poss,The brochure about Mark has alarmed,his
About,has alarmed,206,206_F_his,f,Mismatch,poss,The brochure about Kimberley has alarmed,his
About,hasn't disgusted,207,207_M_him,m,Match,obj,The play about Eric hasn't disgusted,him
About,hasn't disgusted,207,207_F_him,f,Mismatch,obj,The play about Veronica hasn't disgusted,him
About,hasn't disgusted,207,207_M_his,m,Match,poss,The play about Eric hasn't disgusted,his
About,hasn't disgusted,207,207_F_his,f,Mismatch,poss,The play about Veronica hasn't disgusted,his
About,is shocking,208,208_M_him,m,Match,obj,The movie about Douglas is shocking,him
About,is shocking,208,208_F_him,f,Mismatch,obj,The movie about Jennifer is shocking,him
About,is shocking,208,208_M_his,m,Match,poss,The movie about Douglas is shocking,his
About,is shocking,208,208_F_his,f,Mismatch,poss,The movie about Jennifer is shocking,his
About,wouldn't disturb,209,209_M_him,m,Match,obj,The newspaper article about Donald wouldn't disturb,him
About,wouldn't disturb,209,209_F_him,f,Mismatch,obj,The newspaper article about Sonia wouldn't disturb,him
About,wouldn't disturb,209,209_M_his,m,Match,poss,The newspaper article about Donald wouldn't disturb,his
About,wouldn't disturb,209,209_F_his,f,Mismatch,poss,The newspaper article about Sonia wouldn't disturb,his
About,harms,210,210_M_him,m,Match,obj,The story about Adam harms,him
About,harms,210,210_F_him,f,Mismatch,obj,The story about Nicole harms,him
About,harms,210,210_M_his,m,Match,poss,The story about Adam harms,his
About,harms,210,210_F_his,f,Mismatch,poss,The story about Nicole harms,his
About,embarrassed,211,211_M_him,m,Match,obj,The essay about Joseph embarrassed,him
About,embarrassed,211,211_F_him,f,Mismatch,obj,The essay about Donna embarrassed,him
About,embarrassed,211,211_M_his,m,Match,poss,The essay about Joseph embarrassed,his
About,embarrassed,211,211_F_his,f,Mismatch,poss,The essay about Donna embarrassed,his
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his
About,shouldn't hurt,215,215_F_his,f,Mismatch,poss,The show about Nicole shouldn't hurt,his
About,will aid,216,216_M_him,m,Match,obj,The book about Dan will aid,him
About,will aid,216,216_F_him,f,Mismatch,obj,The book about Carla will aid,him
About,will aid,216,216_M_his,m,Match,poss,The book about Dan will aid,his
About,will aid,216,216_F_his,f,Mismatch,poss,The book about Carla will aid,his
About,isn't hurting,217,217_M_him,m,Match,obj,The pamphlet about Guy isn't hurting,him
About,isn't hurting,217,217_F_him,f,Mismatch,obj,The pamphlet about Donna isn't hurting,him
About,isn't hurting,217,217_M_his,m,Match,poss,The pamphlet about Guy isn't hurting,his
About,isn't hurting,217,217_F_his,f,Mismatch,poss,The pamphlet about Donna isn't hurting,his
About,annoyed,218,218_M_him,m,Match,obj,The brochure about Curtis annoyed,him
About,annoyed,218,218_F_him,f,Mismatch,obj,The brochure about Monica annoyed,him
About,annoyed,218,218_M_his,m,Match,poss,The brochure about Curtis annoyed,his
About,annoyed,218,218_F_his,f,Mismatch,poss,The brochure about Monica annoyed,his
About,hasn't alarmed,219,219_M_him,m,Match,obj,The play about Ronald hasn't alarmed,him
About,hasn't alarmed,219,219_F_him,f,Mismatch,obj,The play about Bethany hasn't alarmed,him
About,hasn't alarmed,219,219_M_his,m,Match,poss,The play about Ronald hasn't alarmed,his
About,hasn't alarmed,219,219_F_his,f,Mismatch,poss,The play about Bethany hasn't alarmed,his
About,might stun,220,220_M_him,m,Match,obj,The movie about Kevin might stun,him
About,might stun,220,220_F_him,f,Mismatch,obj,The movie about this waitress might stun,him
About,might stun,220,220_M_his,m,Match,poss,The movie about Kevin might stun,his
About,might stun,220,220_F_his,f,Mismatch,poss,The movie about this waitress might stun,his
About,overwhelms,221,221_M_him,m,Match,obj,The newspaper article about Bradley overwhelms,him
About,overwhelms,221,221_F_him,f,Mismatch,obj,The newspaper article about Danielle overwhelms,him
About,overwhelms,221,221_M_his,m,Match,poss,The newspaper article about Bradley overwhelms,his
About,overwhelms,221,221_F_his,f,Mismatch,poss,The newspaper article about Danielle overwhelms,his
About,impressed,222,222_M_him,m,Match,obj,The story about the father impressed,him
About,impressed,222,222_F_him,f,Mismatch,obj,The story about Sheila impressed,him
About,impressed,222,222_M_his,m,Match,poss,The story about the father impressed,his
About,impressed,222,222_F_his,f,Mismatch,poss,The story about Sheila impressed,his
About,does underwhelm,223,223_M_him,m,Match,obj,The essay about Brian does underwhelm,him
About,does underwhelm,223,223_F_him,f,Mismatch,obj,The essay about Melissa does underwhelm,him
About,does underwhelm,223,223_M_his,m,Match,poss,The essay about Brian does underwhelm,his
About,does underwhelm,223,223_F_his,f,Mismatch,poss,The essay about Melissa does underwhelm,his
About,aided,224,224_M_him,m,Match,obj,The report about Roger aided,him
About,aided,224,224_F_him,f,Mismatch,obj,The report about this granddaughter aided,him
About,aided,224,224_M_his,m,Match,poss,The report about Roger aided,his
About,aided,224,224_F_his,f,Mismatch,poss,The report about this granddaughter aided,his
About,hasn't impressed,225,225_M_him,m,Match,obj,The documentary about Peter hasn't impressed,him
About,hasn't impressed,225,225_F_him,f,Mismatch,obj,The documentary about Vanessa hasn't impressed,him
About,hasn't impressed,225,225_M_his,m,Match,poss,The documentary about Peter hasn't impressed,his
About,hasn't impressed,225,225_F_his,f,Mismatch,poss,The documentary about Vanessa hasn't impressed,his
About,confuses,226,226_M_him,m,Match,obj,The commentary about Phillip confuses,him
About,confuses,226,226_F_him,f,Mismatch,obj,The commentary about this sister confuses,him
About,confuses,226,226_M_his,m,Match,poss,The commentary about Phillip confuses,his
About,confuses,226,226_F_his,f,Mismatch,poss,The commentary about this sister confuses,his
About,might astound,227,227_M_him,m,Match,obj,The show about Roger might astound,him
About,might astound,227,227_F_him,f,Mismatch,obj,The show about Sabrina might astound,him
About,might astound,227,227_M_his,m,Match,poss,The show about Roger might astound,his
About,might astound,227,227_F_his,f,Mismatch,poss,The show about Sabrina might astound,his
About,bothers,228,228_M_him,m,Match,obj,The book about Brett bothers,him
About,bothers,228,228_F_him,f,Mismatch,obj,The book about Susan bothers,him
About,bothers,228,228_M_his,m,Match,poss,The book about Brett bothers,his
About,bothers,228,228_F_his,f,Mismatch,poss,The book about Susan bothers,his
About,overwhelms,229,229_M_him,m,Match,obj,The pamphlet about Matt overwhelms,him
About,overwhelms,229,229_F_him,f,Mismatch,obj,The pamphlet about Beth overwhelms,him
About,overwhelms,229,229_M_his,m,Match,poss,The pamphlet about Matt overwhelms,his
About,overwhelms,229,229_F_his,f,Mismatch,poss,The pamphlet about Beth overwhelms,his
About,wasn't disturbing,230,230_M_him,m,Match,obj,The brochure about Jeffrey wasn't disturbing,him
About,wasn't disturbing,230,230_F_him,f,Mismatch,obj,The brochure about Marie wasn't disturbing,him
About,wasn't disturbing,230,230_M_his,m,Match,poss,The brochure about Jeffrey wasn't disturbing,his
About,wasn't disturbing,230,230_F_his,f,Mismatch,poss,The brochure about Marie wasn't disturbing,his
About,hasn't shocked,231,231_M_him,m,Match,obj,The play about Carl hasn't shocked,him
About,hasn't shocked,231,231_F_him,f,Mismatch,obj,The play about Suzanne hasn't shocked,him
About,hasn't shocked,231,231_M_his,m,Match,poss,The play about Carl hasn't shocked,his
About,hasn't shocked,231,231_F_his,f,Mismatch,poss,The play about Suzanne hasn't shocked,his
About,shocks,232,232_M_him,m,Match,obj,The movie about Noah shocks,him
About,shocks,232,232_F_him,f,Mismatch,obj,The movie about Colleen shocks,him
About,shocks,232,232_M_his,m,Match,poss,The movie about Noah shocks,his
About,shocks,232,232_F_his,f,Mismatch,poss,The movie about Colleen shocks,his
About,hadn't disgusted,233,233_M_him,m,Match,obj,The newspaper article about Scott hadn't disgusted,him
About,hadn't disgusted,233,233_F_him,f,Mismatch,obj,The newspaper article about Jane hadn't disgusted,him
About,hadn't disgusted,233,233_M_his,m,Match,poss,The newspaper article about Scott hadn't disgusted,his
About,hadn't disgusted,233,233_F_his,f,Mismatch,poss,The newspaper article about Jane hadn't disgusted,his
About,wasn't stunning,234,234_M_him,m,Match,obj,The story about Timothy wasn't stunning,him
About,wasn't stunning,234,234_F_him,f,Mismatch,obj,The story about Heather wasn't stunning,him
About,wasn't stunning,234,234_M_his,m,Match,poss,The story about Timothy wasn't stunning,his
About,wasn't stunning,234,234_F_his,f,Mismatch,poss,The story about Heather wasn't stunning,his
About,could hinder,235,235_M_him,m,Match,obj,The essay about the grandson could hinder,him
About,could hinder,235,235_F_him,f,Mismatch,obj,The essay about Martha could hinder,him
About,could hinder,235,235_M_his,m,Match,poss,The essay about the grandson could hinder,his
About,could hinder,235,235_F_his,f,Mismatch,poss,The essay about Martha could hinder,his
About,did impress,236,236_M_him,m,Match,obj,The report about Stephen did impress,him
About,did impress,236,236_F_him,f,Mismatch,obj,The report about this mother did impress,him
About,did impress,236,236_M_his,m,Match,poss,The report about Stephen did impress,his
About,did impress,236,236_F_his,f,Mismatch,poss,The report about this mother did impress,his
About,can embarrass,237,237_M_him,m,Match,obj,The documentary about Walter can embarrass,him
About,can embarrass,237,237_F_him,f,Mismatch,obj,The documentary about Jodi can embarrass,him
About,can embarrass,237,237_M_his,m,Match,poss,The documentary about Walter can embarrass,his
About,can embarrass,237,237_F_his,f,Mismatch,poss,The documentary about Jodi can embarrass,his
About,has distracted,238,238_M_him,m,Match,obj,The commentary about Bill has distracted,him
About,has distracted,238,238_F_him,f,Mismatch,obj,The commentary about Lori has distracted,him
About,has distracted,238,238_M_his,m,Match,poss,The commentary about Bill has distracted,his
About,has distracted,238,238_F_his,f,Mismatch,poss,The commentary about Lori has distracted,his
About,is overwhelming,239,239_M_him,m,Match,obj,The show about that man is overwhelming,him
About,is overwhelming,239,239_F_him,f,Mismatch,obj,The show about Anne is overwhelming,him
About,is overwhelming,239,239_M_his,m,Match,poss,The show about that man is overwhelming,his
About,is overwhelming,239,239_F_his,f,Mismatch,poss,The show about Anne is overwhelming,his
About,annoys,240,240_M_him,m,Match,obj,The book about the ex-husband annoys,him
About,annoys,240,240_F_him,f,Mismatch,obj,The book about Colleen annoys,him
About,annoys,240,240_M_his,m,Match,poss,The book about the ex-husband annoys,his
About,annoys,240,240_F_his,f,Mismatch,poss,The book about Colleen annoys,his
About,wasn't confusing,241,241_M_him,m,Match,obj,The pamphlet about Alan wasn't confusing,him
About,wasn't confusing,241,241_F_him,f,Mismatch,obj,The pamphlet about Rebecca wasn't confusing,him
About,wasn't confusing,241,241_M_his,m,Match,poss,The pamphlet about Alan wasn't confusing,his
About,wasn't confusing,241,241_F_his,f,Mismatch,poss,The pamphlet about Rebecca wasn't confusing,his
About,has astounded,242,242_M_him,m,Match,obj,The brochure about Brad has astounded,him
About,has astounded,242,242_F_him,f,Mismatch,obj,The brochure about Lisa has astounded,him
About,has astounded,242,242_M_his,m,Match,poss,The brochure about Brad has astounded,his
About,has astounded,242,242_F_his,f,Mismatch,poss,The brochure about Lisa has astounded,his
About,scares,243,243_M_him,m,Match,obj,The play about Dennis scares,him
About,scares,243,243_F_him,f,Mismatch,obj,The play about Ellen scares,him
About,scares,243,243_M_his,m,Match,poss,The play about Dennis scares,his
About,scares,243,243_F_his,f,Mismatch,poss,The play about Ellen scares,his
About,confused,244,244_M_him,m,Match,obj,The movie about Brad confused,him
About,confused,244,244_F_him,f,Mismatch,obj,The movie about Veronica confused,him
About,confused,244,244_M_his,m,Match,poss,The movie about Brad confused,his
About,confused,244,244_F_his,f,Mismatch,poss,The movie about Veronica confused,his
About,didn't hinder,245,245_M_him,m,Match,obj,The newspaper article about Rodney didn't hinder,him
About,didn't hinder,245,245_F_him,f,Mismatch,obj,The newspaper article about Laurie didn't hinder,him
About,didn't hinder,245,245_M_his,m,Match,poss,The newspaper article about Rodney didn't hinder,his
About,didn't hinder,245,245_F_his,f,Mismatch,poss,The newspaper article about Laurie didn't hinder,his
About,wasn't disgusting,246,246_M_him,m,Match,obj,The story about Walter wasn't disgusting,him
About,wasn't disgusting,246,246_F_him,f,Mismatch,obj,The story about Vanessa wasn't disgusting,him
About,wasn't disgusting,246,246_M_his,m,Match,poss,The story about Walter wasn't disgusting,his
About,wasn't disgusting,246,246_F_his,f,Mismatch,poss,The story about Vanessa wasn't disgusting,his
About,isn't embarrassing,247,247_M_him,m,Match,obj,The essay about Derek isn't embarrassing,him
About,isn't embarrassing,247,247_F_him,f,Mismatch,obj,The essay about Florence isn't embarrassing,him
About,isn't embarrassing,247,247_M_his,m,Match,poss,The essay about Derek isn't embarrassing,his
About,isn't embarrassing,247,247_F_his,f,Mismatch,poss,The essay about Florence isn't embarrassing,his
About,can't overwhelm,248,248_M_him,m,Match,obj,The report about John can't overwhelm,him
About,can't overwhelm,248,248_F_him,f,Mismatch,obj,The report about Emily can't overwhelm,him
About,can't overwhelm,248,248_M_his,m,Match,poss,The report about John can't overwhelm,his
About,can't overwhelm,248,248_F_his,f,Mismatch,poss,The report about Emily can't overwhelm,his
About,wasn't astounding,249,249_M_him,m,Match,obj,The documentary about Alexander wasn't astounding,him
About,wasn't astounding,249,249_F_him,f,Mismatch,obj,The documentary about Tamara wasn't astounding,him
About,wasn't astounding,249,249_M_his,m,Match,poss,The documentary about Alexander wasn't astounding,his
About,wasn't astounding,249,249_F_his,f,Mismatch,poss,The documentary about Tamara wasn't astounding,his
About,disgusts,250,250_M_him,m,Match,obj,The commentary about that guy disgusts,him
About,disgusts,250,250_F_him,f,Mismatch,obj,The commentary about Angela disgusts,him
About,disgusts,250,250_M_his,m,Match,poss,The commentary about that guy disgusts,his
About,disgusts,250,250_F_his,f,Mismatch,poss,The commentary about Angela disgusts,his
About,is embarrassing,251,251_M_him,m,Match,obj,The show about the boy is embarrassing,him
About,is embarrassing,251,251_F_him,f,Mismatch,obj,The show about Kendra is embarrassing,him
About,is embarrassing,251,251_M_his,m,Match,poss,The show about the boy is embarrassing,his
About,is embarrassing,251,251_F_his,f,Mismatch,poss,The show about Kendra is embarrassing,his
About,embarrasses,252,252_M_him,m,Match,obj,The book about Kenneth embarrasses,him
About,embarrasses,252,252_F_him,f,Mismatch,obj,The book about Cynthia embarrasses,him
About,embarrasses,252,252_M_his,m,Match,poss,The book about Kenneth embarrasses,his
About,embarrasses,252,252_F_his,f,Mismatch,poss,The book about Cynthia embarrasses,his
About,couldn't disgust,253,253_M_him,m,Match,obj,The pamphlet about Bill couldn't disgust,him
About,couldn't disgust,253,253_F_him,f,Mismatch,obj,The pamphlet about Laura couldn't disgust,him
About,couldn't disgust,253,253_M_his,m,Match,poss,The pamphlet about Bill couldn't disgust,his
About,couldn't disgust,253,253_F_his,f,Mismatch,poss,The pamphlet about Laura couldn't disgust,his
About,won't confuse,254,254_M_him,m,Match,obj,The brochure about the husband won't confuse,him
About,won't confuse,254,254_F_him,f,Mismatch,obj,The brochure about Heather won't confuse,him
About,won't confuse,254,254_M_his,m,Match,poss,The brochure about the husband won't confuse,his
About,won't confuse,254,254_F_his,f,Mismatch,poss,The brochure about Heather won't confuse,his
About,should hinder,255,255_M_him,m,Match,obj,The play about Theodore should hinder,him
About,should hinder,255,255_F_him,f,Mismatch,obj,The play about Veronica should hinder,him
About,should hinder,255,255_M_his,m,Match,poss,The play about Theodore should hinder,his
About,should hinder,255,255_F_his,f,Mismatch,poss,The play about Veronica should hinder,his
About,hasn't harmed,256,256_M_him,m,Match,obj,The movie about the ex-husband hasn't harmed,him
About,hasn't harmed,256,256_F_him,f,Mismatch,obj,The movie about Sheila hasn't harmed,him
About,hasn't harmed,256,256_M_his,m,Match,poss,The movie about the ex-husband hasn't harmed,his
