exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target
OneEmbedding,did expect,didn't hide,309,309_MM_him,mm,MatchMatch,obj,Wayne did expect that the ex-boyfriend didn't hide,him
OneEmbedding,did expect,didn't hide,309,309_MF_him,mf,MatchMismatch,obj,Wayne did expect that Eva didn't hide,him
OneEmbedding,did expect,didn't hide,309,309_FM_him,fm,MismatchMatch,obj,Debra did expect that the ex-boyfriend didn't hide,him
OneEmbedding,did expect,didn't hide,309,309_FF_him,ff,MismatchMismatch,obj,Debra did expect that Eva didn't hide,him
OneEmbedding,did expect,didn't hide,309,309_MM_his,mm,MatchMatch,poss,Wayne did expect that the ex-boyfriend didn't hide,his
OneEmbedding,did expect,didn't hide,309,309_MF_his,mf,MatchMismatch,poss,Wayne did expect that Eva didn't hide,his
OneEmbedding,did expect,didn't hide,309,309_FM_his,fm,MismatchMatch,poss,Debra did expect that the ex-boyfriend didn't hide,his
OneEmbedding,did expect,didn't hide,309,309_FF_his,ff,MismatchMismatch,poss,Debra did expect that Eva didn't hide,his
OneEmbedding,wrote,wasn't scanning,310,310_MM_him,mm,MatchMatch,obj,Curtis wrote that Martin wasn't scanning,him
OneEmbedding,wrote,wasn't scanning,310,310_MF_him,mf,MatchMismatch,obj,Curtis wrote that that wife wasn't scanning,him
OneEmbedding,wrote,wasn't scanning,310,310_FM_him,fm,MismatchMatch,obj,Amy wrote that Martin wasn't scanning,him
OneEmbedding,wrote,wasn't scanning,310,310_FF_him,ff,MismatchMismatch,obj,Amy wrote that that wife wasn't scanning,him
OneEmbedding,wrote,wasn't scanning,310,310_MM_his,mm,MatchMatch,poss,Curtis wrote that Martin wasn't scanning,his
OneEmbedding,wrote,wasn't scanning,310,310_MF_his,mf,MatchMismatch,poss,Curtis wrote that that wife wasn't scanning,his
OneEmbedding,wrote,wasn't scanning,310,310_FM_his,fm,MismatchMatch,poss,Amy wrote that Martin wasn't scanning,his
OneEmbedding,wrote,wasn't scanning,310,310_FF_his,ff,MismatchMismatch,poss,Amy wrote that that wife wasn't scanning,his
OneEmbedding,hadn't thought,isn't understanding,311,311_MM_him,mm,MatchMatch,obj,Kevin hadn't thought that Patrick isn't understanding,him
OneEmbedding,hadn't thought,isn't understanding,311,311_MF_him,mf,MatchMismatch,obj,Kevin hadn't thought that Maria isn't understanding,him
OneEmbedding,hadn't thought,isn't understanding,311,311_FM_him,fm,MismatchMatch,obj,This woman hadn't thought that Patrick isn't understanding,him
OneEmbedding,hadn't thought,isn't understanding,311,311_FF_him,ff,MismatchMismatch,obj,This woman hadn't thought that Maria isn't understanding,him
OneEmbedding,hadn't thought,isn't understanding,311,311_MM_his,mm,MatchMatch,poss,Kevin hadn't thought that Patrick isn't understanding,his
OneEmbedding,hadn't thought,isn't understanding,311,311_MF_his,mf,MatchMismatch,poss,Kevin hadn't thought that Maria isn't understanding,his
OneEmbedding,hadn't thought,isn't understanding,311,311_FM_his,fm,MismatchMatch,poss,This woman hadn't thought that Patrick isn't understanding,his
OneEmbedding,hadn't thought,isn't understanding,311,311_FF_his,ff,MismatchMismatch,poss,This woman hadn't thought that Maria isn't understanding,his
OneEmbedding,remembered,has lost,312,312_MM_him,mm,MatchMatch,obj,Martin remembered that James has lost,him
OneEmbedding,remembered,has lost,312,312_MF_him,mf,MatchMismatch,obj,Martin remembered that Ann has lost,him
OneEmbedding,remembered,has lost,312,312_FM_him,fm,MismatchMatch,obj,The ex-girlfriend remembered that James has lost,him
OneEmbedding,remembered,has lost,312,312_FF_him,ff,MismatchMismatch,obj,The ex-girlfriend remembered that Ann has lost,him
OneEmbedding,remembered,has lost,312,312_MM_his,mm,MatchMatch,poss,Martin remembered that James has lost,his
OneEmbedding,remembered,has lost,312,312_MF_his,mf,MatchMismatch,poss,Martin remembered that Ann has lost,his
OneEmbedding,remembered,has lost,312,312_FM_his,fm,MismatchMatch,poss,The ex-girlfriend remembered that James has lost,his
OneEmbedding,remembered,has lost,312,312_FF_his,ff,MismatchMismatch,poss,The ex-girlfriend remembered that Ann has lost,his
OneEmbedding,was arguing,upset,313,313_MM_him,mm,MatchMatch,obj,Scott was arguing that Joseph upset,him
OneEmbedding,was arguing,upset,313,313_MF_him,mf,MatchMismatch,obj,Scott was arguing that Cheryl upset,him
OneEmbedding,was arguing,upset,313,313_FM_him,fm,MismatchMatch,obj,The lady was arguing that Joseph upset,him
OneEmbedding,was arguing,upset,313,313_FF_him,ff,MismatchMismatch,obj,The lady was arguing that Cheryl upset,him
OneEmbedding,was arguing,upset,313,313_MM_his,mm,MatchMatch,poss,Scott was arguing that Joseph upset,his
OneEmbedding,was arguing,upset,313,313_MF_his,mf,MatchMismatch,poss,Scott was arguing that Cheryl upset,his
OneEmbedding,was arguing,upset,313,313_FM_his,fm,MismatchMatch,poss,The lady was arguing that Joseph upset,his
OneEmbedding,was arguing,upset,313,313_FF_his,ff,MismatchMismatch,poss,The lady was arguing that Cheryl upset,his
OneEmbedding,shouldn't admit,had confused,314,314_MM_him,mm,MatchMatch,obj,Walter shouldn't admit that Roger had confused,him
OneEmbedding,shouldn't admit,had confused,314,314_MF_him,mf,MatchMismatch,obj,Walter shouldn't admit that Jodi had confused,him
OneEmbedding,shouldn't admit,had confused,314,314_FM_him,fm,MismatchMatch,obj,Cindy shouldn't admit that Roger had confused,him
OneEmbedding,shouldn't admit,had confused,314,314_FF_him,ff,MismatchMismatch,obj,Cindy shouldn't admit that Jodi had confused,him
OneEmbedding,shouldn't admit,had confused,314,314_MM_his,mm,MatchMatch,poss,Walter shouldn't admit that Roger had confused,his
OneEmbedding,shouldn't admit,had confused,314,314_MF_his,mf,MatchMismatch,poss,Walter shouldn't admit that Jodi had confused,his
OneEmbedding,shouldn't admit,had confused,314,314_FM_his,fm,MismatchMatch,poss,Cindy shouldn't admit that Roger had confused,his
OneEmbedding,shouldn't admit,had confused,314,314_FF_his,ff,MismatchMismatch,poss,Cindy shouldn't admit that Jodi had confused,his
OneEmbedding,finds out,draws,315,315_MM_him,mm,MatchMatch,obj,Walter finds out that William draws,him
OneEmbedding,finds out,draws,315,315_MF_him,mf,MatchMismatch,obj,Walter finds out that Lori draws,him
OneEmbedding,finds out,draws,315,315_FM_him,fm,MismatchMatch,obj,Rachel finds out that William draws,him
OneEmbedding,finds out,draws,315,315_FF_him,ff,MismatchMismatch,obj,Rachel finds out that Lori draws,him
OneEmbedding,finds out,draws,315,315_MM_his,mm,MatchMatch,poss,Walter finds out that William draws,his
OneEmbedding,finds out,draws,315,315_MF_his,mf,MatchMismatch,poss,Walter finds out that Lori draws,his
OneEmbedding,finds out,draws,315,315_FM_his,fm,MismatchMatch,poss,Rachel finds out that William draws,his
OneEmbedding,finds out,draws,315,315_FF_his,ff,MismatchMismatch,poss,Rachel finds out that Lori draws,his
OneEmbedding,should suggest,might heal,316,316_MM_him,mm,MatchMatch,obj,George should suggest that Lawrence might heal,him
OneEmbedding,should suggest,might heal,316,316_MF_him,mf,MatchMismatch,obj,George should suggest that the girlfriend might heal,him
OneEmbedding,should suggest,might heal,316,316_FM_him,fm,MismatchMatch,obj,Nancy should suggest that Lawrence might heal,him
OneEmbedding,should suggest,might heal,316,316_FF_him,ff,MismatchMismatch,obj,Nancy should suggest that the girlfriend might heal,him
OneEmbedding,should suggest,might heal,316,316_MM_his,mm,MatchMatch,poss,George should suggest that Lawrence might heal,his
OneEmbedding,should suggest,might heal,316,316_MF_his,mf,MatchMismatch,poss,George should suggest that the girlfriend might heal,his
OneEmbedding,should suggest,might heal,316,316_FM_his,fm,MismatchMatch,poss,Nancy should suggest that Lawrence might heal,his
OneEmbedding,should suggest,might heal,316,316_FF_his,ff,MismatchMismatch,poss,Nancy should suggest that the girlfriend might heal,his
OneEmbedding,wasn't confessing,was curing,317,317_MM_him,mm,MatchMatch,obj,Roger wasn't confessing that Joseph was curing,him
OneEmbedding,wasn't confessing,was curing,317,317_MF_him,mf,MatchMismatch,obj,Roger wasn't confessing that Susan was curing,him
OneEmbedding,wasn't confessing,was curing,317,317_FM_him,fm,MismatchMatch,obj,This daughter wasn't confessing that Joseph was curing,him
OneEmbedding,wasn't confessing,was curing,317,317_FF_him,ff,MismatchMismatch,obj,This daughter wasn't confessing that Susan was curing,him
OneEmbedding,wasn't confessing,was curing,317,317_MM_his,mm,MatchMatch,poss,Roger wasn't confessing that Joseph was curing,his
OneEmbedding,wasn't confessing,was curing,317,317_MF_his,mf,MatchMismatch,poss,Roger wasn't confessing that Susan was curing,his
OneEmbedding,wasn't confessing,was curing,317,317_FM_his,fm,MismatchMatch,poss,This daughter wasn't confessing that Joseph was curing,his
OneEmbedding,wasn't confessing,was curing,317,317_FF_his,ff,MismatchMismatch,poss,This daughter wasn't confessing that Susan was curing,his
OneEmbedding,would reveal,might leave,318,318_MM_him,mm,MatchMatch,obj,Gary would reveal that Donald might leave,him
OneEmbedding,would reveal,might leave,318,318_MF_him,mf,MatchMismatch,obj,Gary would reveal that Jennifer might leave,him
OneEmbedding,would reveal,might leave,318,318_FM_him,fm,MismatchMatch,obj,Karen would reveal that Donald might leave,him
OneEmbedding,would reveal,might leave,318,318_FF_him,ff,MismatchMismatch,obj,Karen would reveal that Jennifer might leave,him
OneEmbedding,would reveal,might leave,318,318_MM_his,mm,MatchMatch,poss,Gary would reveal that Donald might leave,his
OneEmbedding,would reveal,might leave,318,318_MF_his,mf,MatchMismatch,poss,Gary would reveal that Jennifer might leave,his
OneEmbedding,would reveal,might leave,318,318_FM_his,fm,MismatchMatch,poss,Karen would reveal that Donald might leave,his
OneEmbedding,would reveal,might leave,318,318_FF_his,ff,MismatchMismatch,poss,Karen would reveal that Jennifer might leave,his
OneEmbedding,wasn't proposing,references,319,319_MM_him,mm,MatchMatch,obj,Steve wasn't proposing that Noah references,him
OneEmbedding,wasn't proposing,references,319,319_MF_him,mf,MatchMismatch,obj,Steve wasn't proposing that Cynthia references,him
OneEmbedding,wasn't proposing,references,319,319_FM_him,fm,MismatchMatch,obj,Tamara wasn't proposing that Noah references,him
OneEmbedding,wasn't proposing,references,319,319_FF_him,ff,MismatchMismatch,obj,Tamara wasn't proposing that Cynthia references,him
OneEmbedding,wasn't proposing,references,319,319_MM_his,mm,MatchMatch,poss,Steve wasn't proposing that Noah references,his
OneEmbedding,wasn't proposing,references,319,319_MF_his,mf,MatchMismatch,poss,Steve wasn't proposing that Cynthia references,his
OneEmbedding,wasn't proposing,references,319,319_FM_his,fm,MismatchMatch,poss,Tamara wasn't proposing that Noah references,his
OneEmbedding,wasn't proposing,references,319,319_FF_his,ff,MismatchMismatch,poss,Tamara wasn't proposing that Cynthia references,his
OneEmbedding,found out,couldn't harm,320,320_MM_him,mm,MatchMatch,obj,The nephew found out that Larry couldn't harm,him
OneEmbedding,found out,couldn't harm,320,320_MF_him,mf,MatchMismatch,obj,The nephew found out that Renee couldn't harm,him
OneEmbedding,found out,couldn't harm,320,320_FM_him,fm,MismatchMatch,obj,Jane found out that Larry couldn't harm,him
OneEmbedding,found out,couldn't harm,320,320_FF_him,ff,MismatchMismatch,obj,Jane found out that Renee couldn't harm,him
OneEmbedding,found out,couldn't harm,320,320_MM_his,mm,MatchMatch,poss,The nephew found out that Larry couldn't harm,his
OneEmbedding,found out,couldn't harm,320,320_MF_his,mf,MatchMismatch,poss,The nephew found out that Renee couldn't harm,his
OneEmbedding,found out,couldn't harm,320,320_FM_his,fm,MismatchMatch,poss,Jane found out that Larry couldn't harm,his
OneEmbedding,found out,couldn't harm,320,320_FF_his,ff,MismatchMismatch,poss,Jane found out that Renee couldn't harm,his
OneEmbedding,was disliking,wasn't revealing,321,321_MM_him,mm,MatchMatch,obj,Dennis was disliking that Derek wasn't revealing,him
OneEmbedding,was disliking,wasn't revealing,321,321_MF_him,mf,MatchMismatch,obj,Dennis was disliking that Stacey wasn't revealing,him
OneEmbedding,was disliking,wasn't revealing,321,321_FM_him,fm,MismatchMatch,obj,Angela was disliking that Derek wasn't revealing,him
OneEmbedding,was disliking,wasn't revealing,321,321_FF_him,ff,MismatchMismatch,obj,Angela was disliking that Stacey wasn't revealing,him
OneEmbedding,was disliking,wasn't revealing,321,321_MM_his,mm,MatchMatch,poss,Dennis was disliking that Derek wasn't revealing,his
OneEmbedding,was disliking,wasn't revealing,321,321_MF_his,mf,MatchMismatch,poss,Dennis was disliking that Stacey wasn't revealing,his
OneEmbedding,was disliking,wasn't revealing,321,321_FM_his,fm,MismatchMatch,poss,Angela was disliking that Derek wasn't revealing,his
OneEmbedding,was disliking,wasn't revealing,321,321_FF_his,ff,MismatchMismatch,poss,Angela was disliking that Stacey wasn't revealing,his
OneEmbedding,demonstrated,did aid,322,322_MM_him,mm,MatchMatch,obj,Timothy demonstrated that Guy did aid,him
OneEmbedding,demonstrated,did aid,322,322_MF_him,mf,MatchMismatch,obj,Timothy demonstrated that Emily did aid,him
OneEmbedding,demonstrated,did aid,322,322_FM_him,fm,MismatchMatch,obj,That girl demonstrated that Guy did aid,him
OneEmbedding,demonstrated,did aid,322,322_FF_him,ff,MismatchMismatch,obj,That girl demonstrated that Emily did aid,him
OneEmbedding,demonstrated,did aid,322,322_MM_his,mm,MatchMatch,poss,Timothy demonstrated that Guy did aid,his
OneEmbedding,demonstrated,did aid,322,322_MF_his,mf,MatchMismatch,poss,Timothy demonstrated that Emily did aid,his
OneEmbedding,demonstrated,did aid,322,322_FM_his,fm,MismatchMatch,poss,That girl demonstrated that Guy did aid,his
OneEmbedding,demonstrated,did aid,322,322_FF_his,ff,MismatchMismatch,poss,That girl demonstrated that Emily did aid,his
OneEmbedding,denied,shocks,323,323_MM_him,mm,MatchMatch,obj,Chad denied that Brian shocks,him
OneEmbedding,denied,shocks,323,323_MF_him,mf,MatchMismatch,obj,Chad denied that Rebecca shocks,him
OneEmbedding,denied,shocks,323,323_FM_him,fm,MismatchMatch,obj,Veronica denied that Brian shocks,him
OneEmbedding,denied,shocks,323,323_FF_him,ff,MismatchMismatch,obj,Veronica denied that Rebecca shocks,him
OneEmbedding,denied,shocks,323,323_MM_his,mm,MatchMatch,poss,Chad denied that Brian shocks,his
OneEmbedding,denied,shocks,323,323_MF_his,mf,MatchMismatch,poss,Chad denied that Rebecca shocks,his
OneEmbedding,denied,shocks,323,323_FM_his,fm,MismatchMatch,poss,Veronica denied that Brian shocks,his
OneEmbedding,denied,shocks,323,323_FF_his,ff,MismatchMismatch,poss,Veronica denied that Rebecca shocks,his
OneEmbedding,wouldn't conceal,investigates,324,324_MM_him,mm,MatchMatch,obj,The ex-boyfriend wouldn't conceal that that boyfriend investigates,him
OneEmbedding,wouldn't conceal,investigates,324,324_MF_him,mf,MatchMismatch,obj,The ex-boyfriend wouldn't conceal that Monica investigates,him
OneEmbedding,wouldn't conceal,investigates,324,324_FM_him,fm,MismatchMatch,obj,That mother wouldn't conceal that that boyfriend investigates,him
OneEmbedding,wouldn't conceal,investigates,324,324_FF_him,ff,MismatchMismatch,obj,That mother wouldn't conceal that Monica investigates,him
OneEmbedding,wouldn't conceal,investigates,324,324_MM_his,mm,MatchMatch,poss,The ex-boyfriend wouldn't conceal that that boyfriend investigates,his
OneEmbedding,wouldn't conceal,investigates,324,324_MF_his,mf,MatchMismatch,poss,The ex-boyfriend wouldn't conceal that Monica investigates,his
OneEmbedding,wouldn't conceal,investigates,324,324_FM_his,fm,MismatchMatch,poss,That mother wouldn't conceal that that boyfriend investigates,his
OneEmbedding,wouldn't conceal,investigates,324,324_FF_his,ff,MismatchMismatch,poss,That mother wouldn't conceal that Monica investigates,his
OneEmbedding,does conclude,does listen to,325,325_MM_him,mm,MatchMatch,obj,Todd does conclude that Charles does listen to,him
OneEmbedding,does conclude,does listen to,325,325_MF_him,mf,MatchMismatch,obj,Todd does conclude that that ex-wife does listen to,him
OneEmbedding,does conclude,does listen to,325,325_FM_him,fm,MismatchMatch,obj,Carrie does conclude that Charles does listen to,him
OneEmbedding,does conclude,does listen to,325,325_FF_him,ff,MismatchMismatch,obj,Carrie does conclude that that ex-wife does listen to,him
OneEmbedding,does conclude,does listen to,325,325_MM_his,mm,MatchMatch,poss,Todd does conclude that Charles does listen to,his
OneEmbedding,does conclude,does listen to,325,325_MF_his,mf,MatchMismatch,poss,Todd does conclude that that ex-wife does listen to,his
OneEmbedding,does conclude,does listen to,325,325_FM_his,fm,MismatchMatch,poss,Carrie does conclude that Charles does listen to,his
OneEmbedding,does conclude,does listen to,325,325_FF_his,ff,MismatchMismatch,poss,Carrie does conclude that that ex-wife does listen to,his
OneEmbedding,insists,heard,326,326_MM_him,mm,MatchMatch,obj,Douglas insists that Bill heard,him
OneEmbedding,insists,heard,326,326_MF_him,mf,MatchMismatch,obj,Douglas insists that Mary heard,him
OneEmbedding,insists,heard,326,326_FM_him,fm,MismatchMatch,obj,Ella insists that Bill heard,him
OneEmbedding,insists,heard,326,326_FF_him,ff,MismatchMismatch,obj,Ella insists that Mary heard,him
OneEmbedding,insists,heard,326,326_MM_his,mm,MatchMatch,poss,Douglas insists that Bill heard,his
OneEmbedding,insists,heard,326,326_MF_his,mf,MatchMismatch,poss,Douglas insists that Mary heard,his
OneEmbedding,insists,heard,326,326_FM_his,fm,MismatchMatch,poss,Ella insists that Bill heard,his
OneEmbedding,insists,heard,326,326_FF_his,ff,MismatchMismatch,poss,Ella insists that Mary heard,his
OneEmbedding,does argue,confuses,327,327_MM_him,mm,MatchMatch,obj,William does argue that Charles confuses,him
OneEmbedding,does argue,confuses,327,327_MF_him,mf,MatchMismatch,obj,William does argue that Bethany confuses,him
OneEmbedding,does argue,confuses,327,327_FM_him,fm,MismatchMatch,obj,Brenda does argue that Charles confuses,him
OneEmbedding,does argue,confuses,327,327_FF_him,ff,MismatchMismatch,obj,Brenda does argue that Bethany confuses,him
OneEmbedding,does argue,confuses,327,327_MM_his,mm,MatchMatch,poss,William does argue that Charles confuses,his
OneEmbedding,does argue,confuses,327,327_MF_his,mf,MatchMismatch,poss,William does argue that Bethany confuses,his
OneEmbedding,does argue,confuses,327,327_FM_his,fm,MismatchMatch,poss,Brenda does argue that Charles confuses,his
OneEmbedding,does argue,confuses,327,327_FF_his,ff,MismatchMismatch,poss,Brenda does argue that Bethany confuses,his
OneEmbedding,might pray,hadn't cured,328,328_MM_him,mm,MatchMatch,obj,David might pray that this husband hadn't cured,him
OneEmbedding,might pray,hadn't cured,328,328_MF_him,mf,MatchMismatch,obj,David might pray that Leslie hadn't cured,him
OneEmbedding,might pray,hadn't cured,328,328_FM_him,fm,MismatchMatch,obj,Victoria might pray that this husband hadn't cured,him
OneEmbedding,might pray,hadn't cured,328,328_FF_him,ff,MismatchMismatch,obj,Victoria might pray that Leslie hadn't cured,him
OneEmbedding,might pray,hadn't cured,328,328_MM_his,mm,MatchMatch,poss,David might pray that this husband hadn't cured,his
OneEmbedding,might pray,hadn't cured,328,328_MF_his,mf,MatchMismatch,poss,David might pray that Leslie hadn't cured,his
OneEmbedding,might pray,hadn't cured,328,328_FM_his,fm,MismatchMatch,poss,Victoria might pray that this husband hadn't cured,his
OneEmbedding,might pray,hadn't cured,328,328_FF_his,ff,MismatchMismatch,poss,Victoria might pray that Leslie hadn't cured,his
OneEmbedding,had said,hid,329,329_MM_him,mm,MatchMatch,obj,Lawrence had said that Todd hid,him
OneEmbedding,had said,hid,329,329_MF_him,mf,MatchMismatch,obj,Lawrence had said that Claire hid,him
OneEmbedding,had said,hid,329,329_FM_him,fm,MismatchMatch,obj,Jane had said that Todd hid,him
OneEmbedding,had said,hid,329,329_FF_him,ff,MismatchMismatch,obj,Jane had said that Claire hid,him
OneEmbedding,had said,hid,329,329_MM_his,mm,MatchMatch,poss,Lawrence had said that Todd hid,his
OneEmbedding,had said,hid,329,329_MF_his,mf,MatchMismatch,poss,Lawrence had said that Claire hid,his
OneEmbedding,had said,hid,329,329_FM_his,fm,MismatchMatch,poss,Jane had said that Todd hid,his
OneEmbedding,had said,hid,329,329_FF_his,ff,MismatchMismatch,poss,Jane had said that Claire hid,his
OneEmbedding,had known,shot,330,330_MM_him,mm,MatchMatch,obj,Michael had known that this man shot,him
OneEmbedding,had known,shot,330,330_MF_him,mf,MatchMismatch,obj,Michael had known that the lady shot,him
OneEmbedding,had known,shot,330,330_FM_him,fm,MismatchMatch,obj,Sabrina had known that this man shot,him
OneEmbedding,had known,shot,330,330_FF_him,ff,MismatchMismatch,obj,Sabrina had known that the lady shot,him
OneEmbedding,had known,shot,330,330_MM_his,mm,MatchMatch,poss,Michael had known that this man shot,his
OneEmbedding,had known,shot,330,330_MF_his,mf,MatchMismatch,poss,Michael had known that the lady shot,his
OneEmbedding,had known,shot,330,330_FM_his,fm,MismatchMatch,poss,Sabrina had known that this man shot,his
OneEmbedding,had known,shot,330,330_FF_his,ff,MismatchMismatch,poss,Sabrina had known that the lady shot,his
OneEmbedding,hated,liked,331,331_MM_him,mm,MatchMatch,obj,The man hated that Thomas liked,him
OneEmbedding,hated,liked,331,331_MF_him,mf,MatchMismatch,obj,The man hated that Sabrina liked,him
OneEmbedding,hated,liked,331,331_FM_him,fm,MismatchMatch,obj,Elaine hated that Thomas liked,him
OneEmbedding,hated,liked,331,331_FF_him,ff,MismatchMismatch,obj,Elaine hated that Sabrina liked,him
OneEmbedding,hated,liked,331,331_MM_his,mm,MatchMatch,poss,The man hated that Thomas liked,his
OneEmbedding,hated,liked,331,331_MF_his,mf,MatchMismatch,poss,The man hated that Sabrina liked,his
OneEmbedding,hated,liked,331,331_FM_his,fm,MismatchMatch,poss,Elaine hated that Thomas liked,his
OneEmbedding,hated,liked,331,331_FF_his,ff,MismatchMismatch,poss,Elaine hated that Sabrina liked,his
OneEmbedding,shouts,had insulted,332,332_MM_him,mm,MatchMatch,obj,John shouts that Liam had insulted,him
OneEmbedding,shouts,had insulted,332,332_MF_him,mf,MatchMismatch,obj,John shouts that Meredith had insulted,him
OneEmbedding,shouts,had insulted,332,332_FM_him,fm,MismatchMatch,obj,Andrea shouts that Liam had insulted,him
OneEmbedding,shouts,had insulted,332,332_FF_him,ff,MismatchMismatch,obj,Andrea shouts that Meredith had insulted,him
OneEmbedding,shouts,had insulted,332,332_MM_his,mm,MatchMatch,poss,John shouts that Liam had insulted,his
OneEmbedding,shouts,had insulted,332,332_MF_his,mf,MatchMismatch,poss,John shouts that Meredith had insulted,his
OneEmbedding,shouts,had insulted,332,332_FM_his,fm,MismatchMatch,poss,Andrea shouts that Liam had insulted,his
OneEmbedding,shouts,had insulted,332,332_FF_his,ff,MismatchMismatch,poss,Andrea shouts that Meredith had insulted,his
OneEmbedding,was arguing,might lose,333,333_MM_him,mm,MatchMatch,obj,Gary was arguing that Joseph might lose,him
OneEmbedding,was arguing,might lose,333,333_MF_him,mf,MatchMismatch,obj,Gary was arguing that Sheila might lose,him
OneEmbedding,was arguing,might lose,333,333_FM_him,fm,MismatchMatch,obj,Melanie was arguing that Joseph might lose,him
OneEmbedding,was arguing,might lose,333,333_FF_him,ff,MismatchMismatch,obj,Melanie was arguing that Sheila might lose,him
OneEmbedding,was arguing,might lose,333,333_MM_his,mm,MatchMatch,poss,Gary was arguing that Joseph might lose,his
OneEmbedding,was arguing,might lose,333,333_MF_his,mf,MatchMismatch,poss,Gary was arguing that Sheila might lose,his
OneEmbedding,was arguing,might lose,333,333_FM_his,fm,MismatchMatch,poss,Melanie was arguing that Joseph might lose,his
OneEmbedding,was arguing,might lose,333,333_FF_his,ff,MismatchMismatch,poss,Melanie was arguing that Sheila might lose,his
OneEmbedding,feels,remembered,334,334_MM_him,mm,MatchMatch,obj,Brett feels that that man remembered,him
OneEmbedding,feels,remembered,334,334_MF_him,mf,MatchMismatch,obj,Brett feels that Deanna remembered,him
OneEmbedding,feels,remembered,334,334_FM_him,fm,MismatchMatch,obj,Carrie feels that that man remembered,him
OneEmbedding,feels,remembered,334,334_FF_him,ff,MismatchMismatch,obj,Carrie feels that Deanna remembered,him
OneEmbedding,feels,remembered,334,334_MM_his,mm,MatchMatch,poss,Brett feels that that man remembered,his
OneEmbedding,feels,remembered,334,334_MF_his,mf,MatchMismatch,poss,Brett feels that Deanna remembered,his
OneEmbedding,feels,remembered,334,334_FM_his,fm,MismatchMatch,poss,Carrie feels that that man remembered,his
OneEmbedding,feels,remembered,334,334_FF_his,ff,MismatchMismatch,poss,Carrie feels that Deanna remembered,his
OneEmbedding,finds out,did annoy,335,335_MM_him,mm,MatchMatch,obj,Gerald finds out that Ronald did annoy,him
OneEmbedding,finds out,did annoy,335,335_MF_him,mf,MatchMismatch,obj,Gerald finds out that the girl did annoy,him
OneEmbedding,finds out,did annoy,335,335_FM_him,fm,MismatchMatch,obj,Stephanie finds out that Ronald did annoy,him
OneEmbedding,finds out,did annoy,335,335_FF_him,ff,MismatchMismatch,obj,Stephanie finds out that the girl did annoy,him
OneEmbedding,finds out,did annoy,335,335_MM_his,mm,MatchMatch,poss,Gerald finds out that Ronald did annoy,his
OneEmbedding,finds out,did annoy,335,335_MF_his,mf,MatchMismatch,poss,Gerald finds out that the girl did annoy,his
OneEmbedding,finds out,did annoy,335,335_FM_his,fm,MismatchMatch,poss,Stephanie finds out that Ronald did annoy,his
OneEmbedding,finds out,did annoy,335,335_FF_his,ff,MismatchMismatch,poss,Stephanie finds out that the girl did annoy,his
OneEmbedding,hasn't insisted,isn't revealing,336,336_MM_him,mm,MatchMatch,obj,Stephen hasn't insisted that that nephew isn't revealing,him
OneEmbedding,hasn't insisted,isn't revealing,336,336_MF_him,mf,MatchMismatch,obj,Stephen hasn't insisted that that lady isn't revealing,him
OneEmbedding,hasn't insisted,isn't revealing,336,336_FM_him,fm,MismatchMatch,obj,Ann hasn't insisted that that nephew isn't revealing,him
OneEmbedding,hasn't insisted,isn't revealing,336,336_FF_him,ff,MismatchMismatch,obj,Ann hasn't insisted that that lady isn't revealing,him
OneEmbedding,hasn't insisted,isn't revealing,336,336_MM_his,mm,MatchMatch,poss,Stephen hasn't insisted that that nephew isn't revealing,his
OneEmbedding,hasn't insisted,isn't revealing,336,336_MF_his,mf,MatchMismatch,poss,Stephen hasn't insisted that that lady isn't revealing,his
OneEmbedding,hasn't insisted,isn't revealing,336,336_FM_his,fm,MismatchMatch,poss,Ann hasn't insisted that that nephew isn't revealing,his
OneEmbedding,hasn't insisted,isn't revealing,336,336_FF_his,ff,MismatchMismatch,poss,Ann hasn't insisted that that lady isn't revealing,his
OneEmbedding,confessed,met,337,337_MM_him,mm,MatchMatch,obj,Ronald confessed that Patrick met,him
OneEmbedding,confessed,met,337,337_MF_him,mf,MatchMismatch,obj,Ronald confessed that Teresa met,him
OneEmbedding,confessed,met,337,337_FM_him,fm,MismatchMatch,obj,Stephanie confessed that Patrick met,him
OneEmbedding,confessed,met,337,337_FF_him,ff,MismatchMismatch,obj,Stephanie confessed that Teresa met,him
OneEmbedding,confessed,met,337,337_MM_his,mm,MatchMatch,poss,Ronald confessed that Patrick met,his
OneEmbedding,confessed,met,337,337_MF_his,mf,MatchMismatch,poss,Ronald confessed that Teresa met,his
OneEmbedding,confessed,met,337,337_FM_his,fm,MismatchMatch,poss,Stephanie confessed that Patrick met,his
OneEmbedding,confessed,met,337,337_FF_his,ff,MismatchMismatch,poss,Stephanie confessed that Teresa met,his
OneEmbedding,isn't concealing,might alarm,338,338_MM_him,mm,MatchMatch,obj,Gerald isn't concealing that Carl might alarm,him
OneEmbedding,isn't concealing,might alarm,338,338_MF_him,mf,MatchMismatch,obj,Gerald isn't concealing that Helen might alarm,him
OneEmbedding,isn't concealing,might alarm,338,338_FM_him,fm,MismatchMatch,obj,This granddaughter isn't concealing that Carl might alarm,him
OneEmbedding,isn't concealing,might alarm,338,338_FF_him,ff,MismatchMismatch,obj,This granddaughter isn't concealing that Helen might alarm,him
