exp,verb,frameNum,uid,gender,cond,pronoun,sent,target
simple,discovered,188,188_F_his,f,Mismatch,poss,Irene discovered,his
simple,was astounding,189,189_M_him,m,Match,obj,Adam was astounding,him
simple,was astounding,189,189_M_his,m,Match,poss,Adam was astounding,his
simple,was astounding,189,189_F_him,f,Mismatch,obj,Natalie was astounding,him
simple,was astounding,189,189_F_his,f,Mismatch,poss,Natalie was astounding,his
simple,has cared for,190,190_M_him,m,Match,obj,Joel has cared for,him
simple,has cared for,190,190_M_his,m,Match,poss,Joel has cared for,his
simple,has cared for,190,190_F_him,f,Mismatch,obj,Carmen has cared for,him
simple,has cared for,190,190_F_his,f,Mismatch,poss,Carmen has cared for,his
simple,met,191,191_M_him,m,Match,obj,Dan met,him
simple,met,191,191_M_his,m,Match,poss,Dan met,his
simple,met,191,191_F_him,f,Mismatch,obj,Margaret met,him
simple,met,191,191_F_his,f,Mismatch,poss,Margaret met,his
simple,is disgusting,192,192_M_him,m,Match,obj,Lawrence is disgusting,him
simple,is disgusting,192,192_M_his,m,Match,poss,Lawrence is disgusting,his
simple,is disgusting,192,192_F_him,f,Mismatch,obj,Ann is disgusting,him
simple,is disgusting,192,192_F_his,f,Mismatch,poss,Ann is disgusting,his
simple,had chosen,193,193_M_him,m,Match,obj,Douglas had chosen,him
simple,had chosen,193,193_M_his,m,Match,poss,Douglas had chosen,his
simple,had chosen,193,193_F_him,f,Mismatch,obj,The daughter had chosen,him
simple,had chosen,193,193_F_his,f,Mismatch,poss,The daughter had chosen,his
simple,has disagreed with,194,194_M_him,m,Match,obj,This nephew has disagreed with,him
simple,has disagreed with,194,194_M_his,m,Match,poss,This nephew has disagreed with,his
simple,has disagreed with,194,194_F_him,f,Mismatch,obj,That daughter has disagreed with,him
simple,has disagreed with,194,194_F_his,f,Mismatch,poss,That daughter has disagreed with,his
simple,exposes,195,195_M_him,m,Match,obj,The nephew exposes,him
simple,exposes,195,195_M_his,m,Match,poss,The nephew exposes,his
simple,exposes,195,195_F_him,f,Mismatch,obj,That waitress exposes,him
simple,exposes,195,195_F_his,f,Mismatch,poss,That waitress exposes,his
simple,scares,196,196_M_him,m,Match,obj,James scares,him
simple,scares,196,196_M_his,m,Match,poss,James scares,his
simple,scares,196,196_F_him,f,Mismatch,obj,Heidi scares,him
simple,scares,196,196_F_his,f,Mismatch,poss,Heidi scares,his
simple,shouldn't attack,197,197_M_him,m,Match,obj,Alan shouldn't attack,him
simple,shouldn't attack,197,197_M_his,m,Match,poss,Alan shouldn't attack,his
simple,shouldn't attack,197,197_F_him,f,Mismatch,obj,The dancer shouldn't attack,him
simple,shouldn't attack,197,197_F_his,f,Mismatch,poss,The dancer shouldn't attack,his
simple,hasn't found,198,198_M_him,m,Match,obj,Raymond hasn't found,him
simple,hasn't found,198,198_M_his,m,Match,poss,Raymond hasn't found,his
simple,hasn't found,198,198_F_him,f,Mismatch,obj,Janice hasn't found,him
simple,hasn't found,198,198_F_his,f,Mismatch,poss,Janice hasn't found,his
simple,forgot,199,199_M_him,m,Match,obj,Joel forgot,him
simple,forgot,199,199_M_his,m,Match,poss,Joel forgot,his
simple,forgot,199,199_F_him,f,Mismatch,obj,Heather forgot,him
simple,forgot,199,199_F_his,f,Mismatch,poss,Heather forgot,his
simple,leads,200,200_M_him,m,Match,obj,Noah leads,him
simple,leads,200,200_M_his,m,Match,poss,Noah leads,his
simple,leads,200,200_F_him,f,Mismatch,obj,Elizabeth leads,him
simple,leads,200,200_F_his,f,Mismatch,poss,Elizabeth leads,his
simple,hasn't escaped from,201,201_M_him,m,Match,obj,William hasn't escaped from,him
simple,hasn't escaped from,201,201_M_his,m,Match,poss,William hasn't escaped from,his
simple,hasn't escaped from,201,201_F_him,f,Mismatch,obj,Patricia hasn't escaped from,him
simple,hasn't escaped from,201,201_F_his,f,Mismatch,poss,Patricia hasn't escaped from,his
simple,didn't investigate,202,202_M_him,m,Match,obj,This father didn't investigate,him
simple,didn't investigate,202,202_M_his,m,Match,poss,This father didn't investigate,his
simple,didn't investigate,202,202_F_him,f,Mismatch,obj,Stacy didn't investigate,him
simple,didn't investigate,202,202_F_his,f,Mismatch,poss,Stacy didn't investigate,his
simple,distracts,203,203_M_him,m,Match,obj,George distracts,him
simple,distracts,203,203_M_his,m,Match,poss,George distracts,his
simple,distracts,203,203_F_him,f,Mismatch,obj,Jill distracts,him
simple,distracts,203,203_F_his,f,Mismatch,poss,Jill distracts,his
simple,exposes,204,204_M_him,m,Match,obj,Liam exposes,him
simple,exposes,204,204_M_his,m,Match,poss,Liam exposes,his
simple,exposes,204,204_F_him,f,Mismatch,obj,Barbara exposes,him
simple,exposes,204,204_F_his,f,Mismatch,poss,Barbara exposes,his
simple,isn't boasting about,205,205_M_him,m,Match,obj,This boy isn't boasting about,him
simple,isn't boasting about,205,205_M_his,m,Match,poss,This boy isn't boasting about,his
simple,isn't boasting about,205,205_F_him,f,Mismatch,obj,Sarah isn't boasting about,him
simple,isn't boasting about,205,205_F_his,f,Mismatch,poss,Sarah isn't boasting about,his
simple,would talk about,206,206_M_him,m,Match,obj,Alan would talk about,him
simple,would talk about,206,206_M_his,m,Match,poss,Alan would talk about,his
simple,would talk about,206,206_F_him,f,Mismatch,obj,That daughter would talk about,him
simple,would talk about,206,206_F_his,f,Mismatch,poss,That daughter would talk about,his
simple,will care for,207,207_M_him,m,Match,obj,That guy will care for,him
simple,will care for,207,207_M_his,m,Match,poss,That guy will care for,his
simple,will care for,207,207_F_him,f,Mismatch,obj,Leslie will care for,him
simple,will care for,207,207_F_his,f,Mismatch,poss,Leslie will care for,his
simple,disliked,208,208_M_him,m,Match,obj,Charles disliked,him
simple,disliked,208,208_M_his,m,Match,poss,Charles disliked,his
simple,disliked,208,208_F_him,f,Mismatch,obj,Tracy disliked,him
simple,disliked,208,208_F_his,f,Mismatch,poss,Tracy disliked,his
simple,thought about,209,209_M_him,m,Match,obj,Bruce thought about,him
simple,thought about,209,209_M_his,m,Match,poss,Bruce thought about,his
simple,thought about,209,209_F_him,f,Mismatch,obj,Judy thought about,him
simple,thought about,209,209_F_his,f,Mismatch,poss,Judy thought about,his
simple,hides,210,210_M_him,m,Match,obj,Ronald hides,him
simple,hides,210,210_M_his,m,Match,poss,Ronald hides,his
simple,hides,210,210_F_him,f,Mismatch,obj,Emily hides,him
simple,hides,210,210_F_his,f,Mismatch,poss,Emily hides,his
simple,hasn't chosen,211,211_M_him,m,Match,obj,Roger hasn't chosen,him
simple,hasn't chosen,211,211_M_his,m,Match,poss,Roger hasn't chosen,his
simple,hasn't chosen,211,211_F_him,f,Mismatch,obj,The niece hasn't chosen,him
simple,hasn't chosen,211,211_F_his,f,Mismatch,poss,The niece hasn't chosen,his
simple,might attack,212,212_M_him,m,Match,obj,Curtis might attack,him
simple,might attack,212,212_M_his,m,Match,poss,Curtis might attack,his
simple,might attack,212,212_F_him,f,Mismatch,obj,Stacey might attack,him
simple,might attack,212,212_F_his,f,Mismatch,poss,Stacey might attack,his
simple,had met,213,213_M_him,m,Match,obj,Peter had met,him
simple,had met,213,213_M_his,m,Match,poss,Peter had met,his
simple,had met,213,213_F_him,f,Mismatch,obj,Ella had met,him
simple,had met,213,213_F_his,f,Mismatch,poss,Ella had met,his
simple,was talking to,214,214_M_him,m,Match,obj,Todd was talking to,him
simple,was talking to,214,214_M_his,m,Match,poss,Todd was talking to,his
simple,was talking to,214,214_F_him,f,Mismatch,obj,Nicole was talking to,him
simple,was talking to,214,214_F_his,f,Mismatch,poss,Nicole was talking to,his
simple,is describing,215,215_M_him,m,Match,obj,Stephen is describing,him
simple,is describing,215,215_M_his,m,Match,poss,Stephen is describing,his
simple,is describing,215,215_F_him,f,Mismatch,obj,Pamela is describing,him
simple,is describing,215,215_F_his,f,Mismatch,poss,Pamela is describing,his
simple,would forgive,216,216_M_him,m,Match,obj,Wayne would forgive,him
simple,would forgive,216,216_M_his,m,Match,poss,Wayne would forgive,his
simple,would forgive,216,216_F_him,f,Mismatch,obj,Katherine would forgive,him
simple,would forgive,216,216_F_his,f,Mismatch,poss,Katherine would forgive,his
simple,isn't choosing,217,217_M_him,m,Match,obj,Steven isn't choosing,him
simple,isn't choosing,217,217_M_his,m,Match,poss,Steven isn't choosing,his
simple,isn't choosing,217,217_F_him,f,Mismatch,obj,Laura isn't choosing,him
simple,isn't choosing,217,217_F_his,f,Mismatch,poss,Laura isn't choosing,his
simple,isn't hurting,218,218_M_him,m,Match,obj,The boyfriend isn't hurting,him
simple,isn't hurting,218,218_M_his,m,Match,poss,The boyfriend isn't hurting,his
simple,isn't hurting,218,218_F_him,f,Mismatch,obj,Carolyn isn't hurting,him
simple,isn't hurting,218,218_F_his,f,Mismatch,poss,Carolyn isn't hurting,his
simple,won't heal,219,219_M_him,m,Match,obj,Stephen won't heal,him
simple,won't heal,219,219_M_his,m,Match,poss,Stephen won't heal,his
simple,won't heal,219,219_F_him,f,Mismatch,obj,Amelia won't heal,him
simple,won't heal,219,219_F_his,f,Mismatch,poss,Amelia won't heal,his
simple,has disliked,220,220_M_him,m,Match,obj,Richard has disliked,him
simple,has disliked,220,220_M_his,m,Match,poss,Richard has disliked,his
simple,has disliked,220,220_F_him,f,Mismatch,obj,Janice has disliked,him
simple,has disliked,220,220_F_his,f,Mismatch,poss,Janice has disliked,his
simple,might astound,221,221_M_him,m,Match,obj,That nephew might astound,him
simple,might astound,221,221_M_his,m,Match,poss,That nephew might astound,his
simple,might astound,221,221_F_him,f,Mismatch,obj,The girl might astound,him
simple,might astound,221,221_F_his,f,Mismatch,poss,The girl might astound,his
simple,hadn't revealed,222,222_M_him,m,Match,obj,Russell hadn't revealed,him
simple,hadn't revealed,222,222_M_his,m,Match,poss,Russell hadn't revealed,his
simple,hadn't revealed,222,222_F_him,f,Mismatch,obj,Tracy hadn't revealed,him
simple,hadn't revealed,222,222_F_his,f,Mismatch,poss,Tracy hadn't revealed,his
simple,lost,223,223_M_him,m,Match,obj,Edward lost,him
simple,lost,223,223_M_his,m,Match,poss,Edward lost,his
simple,lost,223,223_F_him,f,Mismatch,obj,Michelle lost,him
simple,lost,223,223_F_his,f,Mismatch,poss,Michelle lost,his
simple,had concealed,224,224_M_him,m,Match,obj,Derek had concealed,him
simple,had concealed,224,224_M_his,m,Match,poss,Derek had concealed,his
simple,had concealed,224,224_F_him,f,Mismatch,obj,That mother had concealed,him
simple,had concealed,224,224_F_his,f,Mismatch,poss,That mother had concealed,his
simple,can boast about,225,225_M_him,m,Match,obj,Theodore can boast about,him
simple,can boast about,225,225_M_his,m,Match,poss,Theodore can boast about,his
simple,can boast about,225,225_F_him,f,Mismatch,obj,Michelle can boast about,him
simple,can boast about,225,225_F_his,f,Mismatch,poss,Michelle can boast about,his
simple,aggravated,226,226_M_him,m,Match,obj,Timothy aggravated,him
simple,aggravated,226,226_M_his,m,Match,poss,Timothy aggravated,his
simple,aggravated,226,226_F_him,f,Mismatch,obj,Naomi aggravated,him
simple,aggravated,226,226_F_his,f,Mismatch,poss,Naomi aggravated,his
simple,fights,227,227_M_him,m,Match,obj,That ex-boyfriend fights,him
simple,fights,227,227_M_his,m,Match,poss,That ex-boyfriend fights,his
simple,fights,227,227_F_him,f,Mismatch,obj,Danielle fights,him
simple,fights,227,227_F_his,f,Mismatch,poss,Danielle fights,his
simple,might appreciate,228,228_M_him,m,Match,obj,This grandson might appreciate,him
simple,might appreciate,228,228_M_his,m,Match,poss,This grandson might appreciate,his
simple,might appreciate,228,228_F_him,f,Mismatch,obj,Irene might appreciate,him
simple,might appreciate,228,228_F_his,f,Mismatch,poss,Irene might appreciate,his
simple,fights,229,229_M_him,m,Match,obj,Kevin fights,him
simple,fights,229,229_M_his,m,Match,poss,Kevin fights,his
simple,fights,229,229_F_him,f,Mismatch,obj,Debra fights,him
simple,fights,229,229_F_his,f,Mismatch,poss,Debra fights,his
simple,wasn't hurting,230,230_M_him,m,Match,obj,Liam wasn't hurting,him
simple,wasn't hurting,230,230_M_his,m,Match,poss,Liam wasn't hurting,his
simple,wasn't hurting,230,230_F_him,f,Mismatch,obj,Suzanne wasn't hurting,him
simple,wasn't hurting,230,230_F_his,f,Mismatch,poss,Suzanne wasn't hurting,his
simple,won't notice,231,231_M_him,m,Match,obj,Christopher won't notice,him
simple,won't notice,231,231_M_his,m,Match,poss,Christopher won't notice,his
simple,won't notice,231,231_F_him,f,Mismatch,obj,That ex-girlfriend won't notice,him
simple,won't notice,231,231_F_his,f,Mismatch,poss,That ex-girlfriend won't notice,his
simple,visits,232,232_M_him,m,Match,obj,Rodney visits,him
simple,visits,232,232_M_his,m,Match,poss,Rodney visits,his
simple,visits,232,232_F_him,f,Mismatch,obj,That girl visits,him
simple,visits,232,232_F_his,f,Mismatch,poss,That girl visits,his
simple,disgusts,233,233_M_him,m,Match,obj,Bruce disgusts,him
simple,disgusts,233,233_M_his,m,Match,poss,Bruce disgusts,his
simple,disgusts,233,233_F_him,f,Mismatch,obj,Samantha disgusts,him
simple,disgusts,233,233_F_his,f,Mismatch,poss,Samantha disgusts,his
simple,forgets,234,234_M_him,m,Match,obj,Donald forgets,him
simple,forgets,234,234_M_his,m,Match,poss,Donald forgets,his
simple,forgets,234,234_F_him,f,Mismatch,obj,Susan forgets,him
simple,forgets,234,234_F_his,f,Mismatch,poss,Susan forgets,his
simple,might forget,235,235_M_him,m,Match,obj,Adam might forget,him
simple,might forget,235,235_M_his,m,Match,poss,Adam might forget,his
simple,might forget,235,235_F_him,f,Mismatch,obj,Brenda might forget,him
simple,might forget,235,235_F_his,f,Mismatch,poss,Brenda might forget,his
simple,hadn't revealed,236,236_M_him,m,Match,obj,Gregory hadn't revealed,him
simple,hadn't revealed,236,236_M_his,m,Match,poss,Gregory hadn't revealed,his
simple,hadn't revealed,236,236_F_him,f,Mismatch,obj,Janet hadn't revealed,him
simple,hadn't revealed,236,236_F_his,f,Mismatch,poss,Janet hadn't revealed,his
simple,shoots,237,237_M_him,m,Match,obj,The ex-boyfriend shoots,him
simple,shoots,237,237_M_his,m,Match,poss,The ex-boyfriend shoots,his
simple,shoots,237,237_F_him,f,Mismatch,obj,Nicole shoots,him
simple,shoots,237,237_F_his,f,Mismatch,poss,Nicole shoots,his
simple,might hurt,238,238_M_him,m,Match,obj,Wayne might hurt,him
simple,might hurt,238,238_M_his,m,Match,poss,Wayne might hurt,his
simple,might hurt,238,238_F_him,f,Mismatch,obj,Nicole might hurt,him
simple,might hurt,238,238_F_his,f,Mismatch,poss,Nicole might hurt,his
simple,couldn't choose,239,239_M_him,m,Match,obj,Steve couldn't choose,him
simple,couldn't choose,239,239_M_his,m,Match,poss,Steve couldn't choose,his
simple,couldn't choose,239,239_F_him,f,Mismatch,obj,Stacey couldn't choose,him
simple,couldn't choose,239,239_F_his,f,Mismatch,poss,Stacey couldn't choose,his
simple,had observed,240,240_M_him,m,Match,obj,The grandson had observed,him
simple,had observed,240,240_M_his,m,Match,poss,The grandson had observed,his
simple,had observed,240,240_F_him,f,Mismatch,obj,Mary had observed,him
simple,had observed,240,240_F_his,f,Mismatch,poss,Mary had observed,his
simple,had bored,241,241_M_him,m,Match,obj,This ex-husband had bored,him
simple,had bored,241,241_M_his,m,Match,poss,This ex-husband had bored,his
simple,had bored,241,241_F_him,f,Mismatch,obj,Samantha had bored,him
simple,had bored,241,241_F_his,f,Mismatch,poss,Samantha had bored,his
simple,isn't complaining about,242,242_M_him,m,Match,obj,This ex-boyfriend isn't complaining about,him
simple,isn't complaining about,242,242_M_his,m,Match,poss,This ex-boyfriend isn't complaining about,his
simple,isn't complaining about,242,242_F_him,f,Mismatch,obj,Bethany isn't complaining about,him
simple,isn't complaining about,242,242_F_his,f,Mismatch,poss,Bethany isn't complaining about,his
simple,could underwhelm,243,243_M_him,m,Match,obj,David could underwhelm,him
simple,could underwhelm,243,243_M_his,m,Match,poss,David could underwhelm,his
simple,could underwhelm,243,243_F_him,f,Mismatch,obj,Natalie could underwhelm,him
simple,could underwhelm,243,243_F_his,f,Mismatch,poss,Natalie could underwhelm,his
simple,strikes,244,244_M_him,m,Match,obj,Carlos strikes,him
simple,strikes,244,244_M_his,m,Match,poss,Carlos strikes,his
simple,strikes,244,244_F_him,f,Mismatch,obj,Ann strikes,him
simple,strikes,244,244_F_his,f,Mismatch,poss,Ann strikes,his
simple,was shooting,245,245_M_him,m,Match,obj,Vincent was shooting,him
simple,was shooting,245,245_M_his,m,Match,poss,Vincent was shooting,his
simple,was shooting,245,245_F_him,f,Mismatch,obj,Susan was shooting,him
simple,was shooting,245,245_F_his,f,Mismatch,poss,Susan was shooting,his
simple,visited,246,246_M_him,m,Match,obj,Frank visited,him
simple,visited,246,246_M_his,m,Match,poss,Frank visited,his
simple,visited,246,246_F_him,f,Mismatch,obj,Emily visited,him
simple,visited,246,246_F_his,f,Mismatch,poss,Emily visited,his
simple,is examining,247,247_M_him,m,Match,obj,Roger is examining,him
simple,is examining,247,247_M_his,m,Match,poss,Roger is examining,his
simple,is examining,247,247_F_him,f,Mismatch,obj,Jodi is examining,him
simple,is examining,247,247_F_his,f,Mismatch,poss,Jodi is examining,his
simple,can like,248,248_M_him,m,Match,obj,Rodney can like,him
simple,can like,248,248_M_his,m,Match,poss,Rodney can like,his
simple,can like,248,248_F_him,f,Mismatch,obj,Grace can like,him
simple,can like,248,248_F_his,f,Mismatch,poss,Grace can like,his
simple,questioned,249,249_M_him,m,Match,obj,The brother questioned,him
simple,questioned,249,249_M_his,m,Match,poss,The brother questioned,his
simple,questioned,249,249_F_him,f,Mismatch,obj,April questioned,him
simple,questioned,249,249_F_his,f,Mismatch,poss,April questioned,his
simple,distracted,250,250_M_him,m,Match,obj,Bradley distracted,him
simple,distracted,250,250_M_his,m,Match,poss,Bradley distracted,his
simple,distracted,250,250_F_him,f,Mismatch,obj,Anne distracted,him
simple,distracted,250,250_F_his,f,Mismatch,poss,Anne distracted,his
simple,had attacked,251,251_M_him,m,Match,obj,Omar had attacked,him
simple,had attacked,251,251_M_his,m,Match,poss,Omar had attacked,his
simple,had attacked,251,251_F_him,f,Mismatch,obj,Margaret had attacked,him
simple,had attacked,251,251_F_his,f,Mismatch,poss,Margaret had attacked,his
simple,couldn't forgive,252,252_M_him,m,Match,obj,William couldn't forgive,him
simple,couldn't forgive,252,252_M_his,m,Match,poss,William couldn't forgive,his
simple,couldn't forgive,252,252_F_him,f,Mismatch,obj,Marie couldn't forgive,him
simple,couldn't forgive,252,252_F_his,f,Mismatch,poss,Marie couldn't forgive,his
simple,hadn't listened to,253,253_M_him,m,Match,obj,Brian hadn't listened to,him
simple,hadn't listened to,253,253_M_his,m,Match,poss,Brian hadn't listened to,his
simple,hadn't listened to,253,253_F_him,f,Mismatch,obj,Eva hadn't listened to,him
simple,hadn't listened to,253,253_F_his,f,Mismatch,poss,Eva hadn't listened to,his
simple,shoots,254,254_M_him,m,Match,obj,Robert shoots,him
simple,shoots,254,254_M_his,m,Match,poss,Robert shoots,his
simple,shoots,254,254_F_him,f,Mismatch,obj,That niece shoots,him
simple,shoots,254,254_F_his,f,Mismatch,poss,That niece shoots,his
simple,couldn't discover,255,255_M_him,m,Match,obj,That husband couldn't discover,him
simple,couldn't discover,255,255_M_his,m,Match,poss,That husband couldn't discover,his
simple,couldn't discover,255,255_F_him,f,Mismatch,obj,Julie couldn't discover,him
simple,couldn't discover,255,255_F_his,f,Mismatch,poss,Julie couldn't discover,his
simple,won't lose,256,256_M_him,m,Match,obj,Eric won't lose,him
simple,won't lose,256,256_M_his,m,Match,poss,Eric won't lose,his
simple,won't lose,256,256_F_him,f,Mismatch,obj,Florence won't lose,him
simple,won't lose,256,256_F_his,f,Mismatch,poss,Florence won't lose,his
simple,isn't hiring,257,257_M_him,m,Match,obj,Thomas isn't hiring,him
simple,isn't hiring,257,257_M_his,m,Match,poss,Thomas isn't hiring,his
simple,isn't hiring,257,257_F_him,f,Mismatch,obj,Eva isn't hiring,him
simple,isn't hiring,257,257_F_his,f,Mismatch,poss,Eva isn't hiring,his
simple,won't kiss,258,258_M_him,m,Match,obj,Keith won't kiss,him
simple,won't kiss,258,258_M_his,m,Match,poss,Keith won't kiss,his
simple,won't kiss,258,258_F_him,f,Mismatch,obj,Elizabeth won't kiss,him
simple,won't kiss,258,258_F_his,f,Mismatch,poss,Elizabeth won't kiss,his
simple,wasn't hiding,259,259_M_him,m,Match,obj,That brother wasn't hiding,him
simple,wasn't hiding,259,259_M_his,m,Match,poss,That brother wasn't hiding,his
simple,wasn't hiding,259,259_F_him,f,Mismatch,obj,Tamara wasn't hiding,him
simple,wasn't hiding,259,259_F_his,f,Mismatch,poss,Tamara wasn't hiding,his
simple,leaves,260,260_M_him,m,Match,obj,Jeffrey leaves,him
simple,leaves,260,260_M_his,m,Match,poss,Jeffrey leaves,his
simple,leaves,260,260_F_him,f,Mismatch,obj,Laura leaves,him
simple,leaves,260,260_F_his,f,Mismatch,poss,Laura leaves,his
simple,might help,261,261_M_him,m,Match,obj,Christopher might help,him
simple,might help,261,261_M_his,m,Match,poss,Christopher might help,his
simple,might help,261,261_F_him,f,Mismatch,obj,Florence might help,him
simple,might help,261,261_F_his,f,Mismatch,poss,Florence might help,his
simple,remembers,262,262_M_him,m,Match,obj,Derek remembers,him
simple,remembers,262,262_M_his,m,Match,poss,Derek remembers,his
simple,remembers,262,262_F_him,f,Mismatch,obj,Ellen remembers,him
simple,remembers,262,262_F_his,f,Mismatch,poss,Ellen remembers,his
simple,thinks about,263,263_M_him,m,Match,obj,Curtis thinks about,him
simple,thinks about,263,263_M_his,m,Match,poss,Curtis thinks about,his
simple,thinks about,263,263_F_him,f,Mismatch,obj,Claire thinks about,him
simple,thinks about,263,263_F_his,f,Mismatch,poss,Claire thinks about,his
simple,hadn't upset,264,264_M_him,m,Match,obj,Adam hadn't upset,him
simple,hadn't upset,264,264_M_his,m,Match,poss,Adam hadn't upset,his
simple,hadn't upset,264,264_F_him,f,Mismatch,obj,Sally hadn't upset,him
simple,hadn't upset,264,264_F_his,f,Mismatch,poss,Sally hadn't upset,his
simple,visits,265,265_M_him,m,Match,obj,Alexander visits,him
simple,visits,265,265_M_his,m,Match,poss,Alexander visits,his
simple,visits,265,265_F_him,f,Mismatch,obj,Ann visits,him
simple,visits,265,265_F_his,f,Mismatch,poss,Ann visits,his
simple,has concealed,266,266_M_him,m,Match,obj,This guy has concealed,him
simple,has concealed,266,266_M_his,m,Match,poss,This guy has concealed,his
simple,has concealed,266,266_F_him,f,Mismatch,obj,Amanda has concealed,him
simple,has concealed,266,266_F_his,f,Mismatch,poss,Amanda has concealed,his
simple,shocks,267,267_M_him,m,Match,obj,Curtis shocks,him
simple,shocks,267,267_M_his,m,Match,poss,Curtis shocks,his
simple,shocks,267,267_F_him,f,Mismatch,obj,Sally shocks,him
simple,shocks,267,267_F_his,f,Mismatch,poss,Sally shocks,his
simple,will hinder,268,268_M_him,m,Match,obj,Paul will hinder,him
simple,will hinder,268,268_M_his,m,Match,poss,Paul will hinder,his
simple,will hinder,268,268_F_him,f,Mismatch,obj,That daughter will hinder,him
simple,will hinder,268,268_F_his,f,Mismatch,poss,That daughter will hinder,his
simple,had exposed,269,269_M_him,m,Match,obj,That ex-boyfriend had exposed,him
simple,had exposed,269,269_M_his,m,Match,poss,That ex-boyfriend had exposed,his
simple,had exposed,269,269_F_him,f,Mismatch,obj,The woman had exposed,him
simple,had exposed,269,269_F_his,f,Mismatch,poss,The woman had exposed,his
simple,fights,270,270_M_him,m,Match,obj,Scott fights,him
simple,fights,270,270_M_his,m,Match,poss,Scott fights,his
simple,fights,270,270_F_him,f,Mismatch,obj,Sarah fights,him
simple,fights,270,270_F_his,f,Mismatch,poss,Sarah fights,his
simple,had embarrassed,271,271_M_him,m,Match,obj,Charles had embarrassed,him
simple,had embarrassed,271,271_M_his,m,Match,poss,Charles had embarrassed,his
simple,had embarrassed,271,271_F_him,f,Mismatch,obj,Diane had embarrassed,him
simple,had embarrassed,271,271_F_his,f,Mismatch,poss,Diane had embarrassed,his
simple,can't dislike,272,272_M_him,m,Match,obj,Curtis can't dislike,him
simple,can't dislike,272,272_M_his,m,Match,poss,Curtis can't dislike,his
simple,can't dislike,272,272_F_him,f,Mismatch,obj,Dawn can't dislike,him
simple,can't dislike,272,272_F_his,f,Mismatch,poss,Dawn can't dislike,his
simple,boasts about,273,273_M_him,m,Match,obj,Patrick boasts about,him
simple,boasts about,273,273_M_his,m,Match,poss,Patrick boasts about,his
simple,boasts about,273,273_F_him,f,Mismatch,obj,Carrie boasts about,him
simple,boasts about,273,273_F_his,f,Mismatch,poss,Carrie boasts about,his
simple,isn't teaching,274,274_M_him,m,Match,obj,Mark isn't teaching,him
simple,isn't teaching,274,274_M_his,m,Match,poss,Mark isn't teaching,his
simple,isn't teaching,274,274_F_him,f,Mismatch,obj,Florence isn't teaching,him
simple,isn't teaching,274,274_F_his,f,Mismatch,poss,Florence isn't teaching,his
simple,hasn't fought,275,275_M_him,m,Match,obj,Gary hasn't fought,him
simple,hasn't fought,275,275_M_his,m,Match,poss,Gary hasn't fought,his
simple,hasn't fought,275,275_F_him,f,Mismatch,obj,The grandmother hasn't fought,him
simple,hasn't fought,275,275_F_his,f,Mismatch,poss,The grandmother hasn't fought,his
simple,can't aggravate,276,276_M_him,m,Match,obj,The grandson can't aggravate,him
simple,can't aggravate,276,276_M_his,m,Match,poss,The grandson can't aggravate,his
simple,can't aggravate,276,276_F_him,f,Mismatch,obj,Paula can't aggravate,him
simple,can't aggravate,276,276_F_his,f,Mismatch,poss,Paula can't aggravate,his
simple,wasn't describing,277,277_M_him,m,Match,obj,Dan wasn't describing,him
simple,wasn't describing,277,277_M_his,m,Match,poss,Dan wasn't describing,his
simple,wasn't describing,277,277_F_him,f,Mismatch,obj,Suzanne wasn't describing,him
simple,wasn't describing,277,277_F_his,f,Mismatch,poss,Suzanne wasn't describing,his
simple,can't impress,278,278_M_him,m,Match,obj,James can't impress,him
simple,can't impress,278,278_M_his,m,Match,poss,James can't impress,his
simple,can't impress,278,278_F_him,f,Mismatch,obj,Carrie can't impress,him
simple,can't impress,278,278_F_his,f,Mismatch,poss,Carrie can't impress,his
simple,stunned,279,279_M_him,m,Match,obj,Scott stunned,him
simple,stunned,279,279_M_his,m,Match,poss,Scott stunned,his
simple,stunned,279,279_F_him,f,Mismatch,obj,Angela stunned,him
simple,stunned,279,279_F_his,f,Mismatch,poss,Angela stunned,his
simple,disagreed with,280,280_M_him,m,Match,obj,This grandfather disagreed with,him
simple,disagreed with,280,280_M_his,m,Match,poss,This grandfather disagreed with,his
simple,disagreed with,280,280_F_him,f,Mismatch,obj,The grandmother disagreed with,him
simple,disagreed with,280,280_F_his,f,Mismatch,poss,The grandmother disagreed with,his
simple,had worked with,281,281_M_him,m,Match,obj,George had worked with,him
simple,had worked with,281,281_M_his,m,Match,poss,George had worked with,his
simple,had worked with,281,281_F_him,f,Mismatch,obj,Carrie had worked with,him
simple,had worked with,281,281_F_his,f,Mismatch,poss,Carrie had worked with,his
simple,might criticize,282,282_M_him,m,Match,obj,Marcus might criticize,him
simple,might criticize,282,282_M_his,m,Match,poss,Marcus might criticize,his
simple,might criticize,282,282_F_him,f,Mismatch,obj,Claire might criticize,him
simple,might criticize,282,282_F_his,f,Mismatch,poss,Claire might criticize,his
simple,won't lead,283,283_M_him,m,Match,obj,Curtis won't lead,him
simple,won't lead,283,283_M_his,m,Match,poss,Curtis won't lead,his
simple,won't lead,283,283_F_him,f,Mismatch,obj,Jessica won't lead,him
simple,won't lead,283,283_F_his,f,Mismatch,poss,Jessica won't lead,his
simple,bores,284,284_M_him,m,Match,obj,Bruce bores,him
simple,bores,284,284_M_his,m,Match,poss,Bruce bores,his
