exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
About,hasn't overwhelmed,265,265_M_his,m,Match,poss,The pamphlet about this man hasn't overwhelmed,his,7.323113441467285
About,hasn't overwhelmed,265,265_F_his,f,Mismatch,poss,The pamphlet about Rachel hasn't overwhelmed,his,7.068316459655762
About,will harm,266,266_M_him,m,Match,obj,The brochure about Noah will harm,him,5.667603492736816
About,will harm,266,266_F_him,f,Mismatch,obj,The brochure about Donna will harm,him,5.203335762023926
About,will harm,266,266_M_his,m,Match,poss,The brochure about Noah will harm,his,5.098094940185547
About,will harm,266,266_F_his,f,Mismatch,poss,The brochure about Donna will harm,his,4.975065231323242
About,hadn't bored,267,267_M_him,m,Match,obj,The play about Jerry hadn't bored,him,2.498433828353882
About,hadn't bored,267,267_F_him,f,Mismatch,obj,The play about Samantha hadn't bored,him,2.59370756149292
About,hadn't bored,267,267_M_his,m,Match,poss,The play about Jerry hadn't bored,his,7.566777229309082
About,hadn't bored,267,267_F_his,f,Mismatch,poss,The play about Samantha hadn't bored,his,8.393487930297852
About,is confusing,268,268_M_him,m,Match,obj,The movie about Jason is confusing,him,10.076973915100098
About,is confusing,268,268_F_him,f,Mismatch,obj,The movie about Natalie is confusing,him,11.2705078125
About,is confusing,268,268_M_his,m,Match,poss,The movie about Jason is confusing,his,12.159965515136719
About,is confusing,268,268_F_his,f,Mismatch,poss,The movie about Natalie is confusing,his,13.375040054321289
About,hasn't scared,269,269_M_him,m,Match,obj,The newspaper article about Mitchell hasn't scared,him,2.138819456100464
About,hasn't scared,269,269_F_him,f,Mismatch,obj,The newspaper article about Susan hasn't scared,him,3.207955837249756
About,hasn't scared,269,269_M_his,m,Match,poss,The newspaper article about Mitchell hasn't scared,his,8.209881782531738
About,hasn't scared,269,269_F_his,f,Mismatch,poss,The newspaper article about Susan hasn't scared,his,9.989274978637695
About,aided,270,270_M_him,m,Match,obj,The story about Benjamin aided,him,6.69009256362915
About,aided,270,270_F_him,f,Mismatch,obj,The story about Jill aided,him,6.220790386199951
About,aided,270,270_M_his,m,Match,poss,The story about Benjamin aided,his,5.503444194793701
About,aided,270,270_F_his,f,Mismatch,poss,The story about Jill aided,his,6.627399444580078
About,aids,271,271_M_him,m,Match,obj,The essay about this boyfriend aids,him,5.780595302581787
About,aids,271,271_F_him,f,Mismatch,obj,The essay about Denise aids,him,5.7405314445495605
About,aids,271,271_M_his,m,Match,poss,The essay about this boyfriend aids,his,3.992382049560547
About,aids,271,271_F_his,f,Mismatch,poss,The essay about Denise aids,his,4.6294097900390625
About,annoys,272,272_M_him,m,Match,obj,The report about Bruce annoys,him,2.744478464126587
About,annoys,272,272_F_him,f,Mismatch,obj,The report about Sally annoys,him,3.973820686340332
About,annoys,272,272_M_his,m,Match,poss,The report about Bruce annoys,his,7.123189926147461
About,annoys,272,272_F_his,f,Mismatch,poss,The report about Sally annoys,his,8.048380851745605
About,isn't hurting,273,273_M_him,m,Match,obj,The documentary about this husband isn't hurting,him,5.434014797210693
About,isn't hurting,273,273_F_him,f,Mismatch,obj,The documentary about this wife isn't hurting,him,6.3062825202941895
About,isn't hurting,273,273_M_his,m,Match,poss,The documentary about this husband isn't hurting,his,5.169055938720703
About,isn't hurting,273,273_F_his,f,Mismatch,poss,The documentary about this wife isn't hurting,his,6.968188762664795
About,isn't helping,274,274_M_him,m,Match,obj,The commentary about Stephen isn't helping,him,4.418087482452393
About,isn't helping,274,274_F_him,f,Mismatch,obj,The commentary about Brenda isn't helping,him,6.758236885070801
About,isn't helping,274,274_M_his,m,Match,poss,The commentary about Stephen isn't helping,his,5.119895935058594
About,isn't helping,274,274_F_his,f,Mismatch,poss,The commentary about Brenda isn't helping,his,7.424829483032227
About,confuses,275,275_M_him,m,Match,obj,The show about Derek confuses,him,4.226002216339111
About,confuses,275,275_F_him,f,Mismatch,obj,The show about Cindy confuses,him,5.77742338180542
About,confuses,275,275_M_his,m,Match,poss,The show about Derek confuses,his,6.054645538330078
About,confuses,275,275_F_his,f,Mismatch,poss,The show about Cindy confuses,his,7.460301399230957
About,isn't shocking,276,276_M_him,m,Match,obj,The book about Walter isn't shocking,him,14.419845581054688
About,isn't shocking,276,276_F_him,f,Mismatch,obj,The book about Elaine isn't shocking,him,14.798022270202637
About,isn't shocking,276,276_M_his,m,Match,poss,The book about Walter isn't shocking,his,14.12781047821045
About,isn't shocking,276,276_F_his,f,Mismatch,poss,The book about Elaine isn't shocking,his,14.667491912841797
About,won't scare,277,277_M_him,m,Match,obj,The pamphlet about Bruce won't scare,him,3.7966349124908447
About,won't scare,277,277_F_him,f,Mismatch,obj,The pamphlet about Alice won't scare,him,4.221790790557861
About,won't scare,277,277_M_his,m,Match,poss,The pamphlet about Bruce won't scare,his,9.15333080291748
About,won't scare,277,277_F_his,f,Mismatch,poss,The pamphlet about Alice won't scare,his,9.672588348388672
About,was worrying,278,278_M_him,m,Match,obj,The brochure about Douglas was worrying,him,4.346261501312256
About,was worrying,278,278_F_him,f,Mismatch,obj,The brochure about Judy was worrying,him,4.713654518127441
About,was worrying,278,278_M_his,m,Match,poss,The brochure about Douglas was worrying,his,8.498567581176758
About,was worrying,278,278_F_his,f,Mismatch,poss,The brochure about Judy was worrying,his,9.57753849029541
About,could disgust,279,279_M_him,m,Match,obj,The play about Benjamin could disgust,him,5.580849647521973
About,could disgust,279,279_F_him,f,Mismatch,obj,The play about Ella could disgust,him,5.396446228027344
About,could disgust,279,279_M_his,m,Match,poss,The play about Benjamin could disgust,his,6.773913383483887
About,could disgust,279,279_F_his,f,Mismatch,poss,The play about Ella could disgust,his,7.465569496154785
About,has aggravated,280,280_M_him,m,Match,obj,The movie about Alan has aggravated,him,4.3187971115112305
About,has aggravated,280,280_F_him,f,Mismatch,obj,The movie about Bethany has aggravated,him,5.357210636138916
About,has aggravated,280,280_M_his,m,Match,poss,The movie about Alan has aggravated,his,5.260082721710205
About,has aggravated,280,280_F_his,f,Mismatch,poss,The movie about Bethany has aggravated,his,6.137607574462891
About,couldn't hurt,281,281_M_him,m,Match,obj,The newspaper article about Jerry couldn't hurt,him,3.9352033138275146
About,couldn't hurt,281,281_F_him,f,Mismatch,obj,The newspaper article about Holly couldn't hurt,him,4.362727642059326
About,couldn't hurt,281,281_M_his,m,Match,poss,The newspaper article about Jerry couldn't hurt,his,4.818050384521484
About,couldn't hurt,281,281_F_his,f,Mismatch,poss,The newspaper article about Holly couldn't hurt,his,4.908114433288574
About,has annoyed,282,282_M_him,m,Match,obj,The story about Larry has annoyed,him,4.2469258308410645
About,has annoyed,282,282_F_him,f,Mismatch,obj,The story about Heidi has annoyed,him,5.098010540008545
About,has annoyed,282,282_M_his,m,Match,poss,The story about Larry has annoyed,his,6.756400108337402
About,has annoyed,282,282_F_his,f,Mismatch,poss,The story about Heidi has annoyed,his,7.882546901702881
About,has helped,283,283_M_him,m,Match,obj,The essay about Roger has helped,him,6.076923847198486
About,has helped,283,283_F_him,f,Mismatch,obj,The essay about this mother has helped,him,7.289369106292725
About,has helped,283,283_M_his,m,Match,poss,The essay about Roger has helped,his,9.207881927490234
About,has helped,283,283_F_his,f,Mismatch,poss,The essay about this mother has helped,his,10.47446060180664
About,was scaring,284,284_M_him,m,Match,obj,The report about Jeffrey was scaring,him,3.132086753845215
About,was scaring,284,284_F_him,f,Mismatch,obj,The report about Debra was scaring,him,3.6748671531677246
About,was scaring,284,284_M_his,m,Match,poss,The report about Jeffrey was scaring,his,6.659064769744873
About,was scaring,284,284_F_his,f,Mismatch,poss,The report about Debra was scaring,his,7.842319488525391
About,has aided,285,285_M_him,m,Match,obj,The documentary about Dan has aided,him,4.610758304595947
About,has aided,285,285_F_him,f,Mismatch,obj,The documentary about Margaret has aided,him,5.863354206085205
About,has aided,285,285_M_his,m,Match,poss,The documentary about Dan has aided,his,3.8643970489501953
About,has aided,285,285_F_his,f,Mismatch,poss,The documentary about Margaret has aided,his,5.034022808074951
About,had hurt,286,286_M_him,m,Match,obj,The commentary about Theodore had hurt,him,3.0872719287872314
About,had hurt,286,286_F_him,f,Mismatch,obj,The commentary about Sarah had hurt,him,4.622317790985107
About,had hurt,286,286_M_his,m,Match,poss,The commentary about Theodore had hurt,his,2.983598232269287
About,had hurt,286,286_F_his,f,Mismatch,poss,The commentary about Sarah had hurt,his,4.864957332611084
About,alarmed,287,287_M_him,m,Match,obj,The show about Frank alarmed,him,3.3658287525177
About,alarmed,287,287_F_him,f,Mismatch,obj,The show about Nina alarmed,him,4.5132222175598145
About,alarmed,287,287_M_his,m,Match,poss,The show about Frank alarmed,his,5.192968368530273
About,alarmed,287,287_F_his,f,Mismatch,poss,The show about Nina alarmed,his,6.629784107208252
About,hasn't bothered,288,288_M_him,m,Match,obj,The book about Richard hasn't bothered,him,6.303841590881348
About,hasn't bothered,288,288_F_him,f,Mismatch,obj,The book about Lori hasn't bothered,him,6.220583438873291
About,hasn't bothered,288,288_M_his,m,Match,poss,The book about Richard hasn't bothered,his,11.24246597290039
About,hasn't bothered,288,288_F_his,f,Mismatch,poss,The book about Lori hasn't bothered,his,11.420816421508789
About,hasn't underwhelmed,289,289_M_him,m,Match,obj,The pamphlet about Walter hasn't underwhelmed,him,6.572131633758545
About,hasn't underwhelmed,289,289_F_him,f,Mismatch,obj,The pamphlet about Dawn hasn't underwhelmed,him,6.919559001922607
About,hasn't underwhelmed,289,289_M_his,m,Match,poss,The pamphlet about Walter hasn't underwhelmed,his,9.529001235961914
About,hasn't underwhelmed,289,289_F_his,f,Mismatch,poss,The pamphlet about Dawn hasn't underwhelmed,his,9.991646766662598
About,bored,290,290_M_him,m,Match,obj,The brochure about Randolf bored,him,4.7242751121521
About,bored,290,290_F_him,f,Mismatch,obj,The brochure about Sarah bored,him,4.758028030395508
About,bored,290,290_M_his,m,Match,poss,The brochure about Randolf bored,his,8.418171882629395
About,bored,290,290_F_his,f,Mismatch,poss,The brochure about Sarah bored,his,8.93210220336914
About,hasn't hindered,291,291_M_him,m,Match,obj,The play about Edward hasn't hindered,him,3.986212730407715
About,hasn't hindered,291,291_F_him,f,Mismatch,obj,The play about Diana hasn't hindered,him,4.964559078216553
About,hasn't hindered,291,291_M_his,m,Match,poss,The play about Edward hasn't hindered,his,2.8908965587615967
About,hasn't hindered,291,291_F_his,f,Mismatch,poss,The play about Diana hasn't hindered,his,4.293021202087402
About,hadn't stunned,292,292_M_him,m,Match,obj,The movie about Aaron hadn't stunned,him,4.971248626708984
About,hadn't stunned,292,292_F_him,f,Mismatch,obj,The movie about Eva hadn't stunned,him,4.563971042633057
About,hadn't stunned,292,292_M_his,m,Match,poss,The movie about Aaron hadn't stunned,his,8.080451965332031
About,hadn't stunned,292,292_F_his,f,Mismatch,poss,The movie about Eva hadn't stunned,his,8.256980895996094
About,confuses,293,293_M_him,m,Match,obj,The newspaper article about Eric confuses,him,4.172450542449951
About,confuses,293,293_F_him,f,Mismatch,obj,The newspaper article about Diana confuses,him,5.693715572357178
About,confuses,293,293_M_his,m,Match,poss,The newspaper article about Eric confuses,his,5.776896953582764
About,confuses,293,293_F_his,f,Mismatch,poss,The newspaper article about Diana confuses,his,6.906193733215332
About,alarmed,294,294_M_him,m,Match,obj,The story about Christopher alarmed,him,3.4836013317108154
About,alarmed,294,294_F_him,f,Mismatch,obj,The story about Naomi alarmed,him,3.7151293754577637
About,alarmed,294,294_M_his,m,Match,poss,The story about Christopher alarmed,his,4.558184623718262
About,alarmed,294,294_F_his,f,Mismatch,poss,The story about Naomi alarmed,his,6.903059005737305
About,was scaring,295,295_M_him,m,Match,obj,The essay about Lawrence was scaring,him,3.580462694168091
About,was scaring,295,295_F_him,f,Mismatch,obj,The essay about Sharon was scaring,him,3.8696975708007812
About,was scaring,295,295_M_his,m,Match,poss,The essay about Lawrence was scaring,his,6.804715156555176
About,was scaring,295,295_F_his,f,Mismatch,poss,The essay about Sharon was scaring,his,7.446203231811523
About,distracts,296,296_M_him,m,Match,obj,The report about Christopher distracts,him,6.36672830581665
About,distracts,296,296_F_him,f,Mismatch,obj,The report about Christine distracts,him,7.251405715942383
About,distracts,296,296_M_his,m,Match,poss,The report about Christopher distracts,his,9.045836448669434
About,distracts,296,296_F_his,f,Mismatch,poss,The report about Christine distracts,his,10.12120532989502
About,won't scare,297,297_M_him,m,Match,obj,The documentary about Matt won't scare,him,3.213467597961426
About,won't scare,297,297_F_him,f,Mismatch,obj,The documentary about Melanie won't scare,him,4.3906660079956055
About,won't scare,297,297_M_his,m,Match,poss,The documentary about Matt won't scare,his,8.311728477478027
About,won't scare,297,297_F_his,f,Mismatch,poss,The documentary about Melanie won't scare,his,9.422584533691406
About,should underwhelm,298,298_M_him,m,Match,obj,The commentary about this father should underwhelm,him,4.932107925415039
About,should underwhelm,298,298_F_him,f,Mismatch,obj,The commentary about Christina should underwhelm,him,6.318595886230469
About,should underwhelm,298,298_M_his,m,Match,poss,The commentary about this father should underwhelm,his,6.267771244049072
About,should underwhelm,298,298_F_his,f,Mismatch,poss,The commentary about Christina should underwhelm,his,7.583001136779785
About,shocked,299,299_M_him,m,Match,obj,The show about Marcus shocked,him,4.9254984855651855
About,shocked,299,299_F_him,f,Mismatch,obj,The show about this granddaughter shocked,him,7.016463279724121
About,shocked,299,299_M_his,m,Match,poss,The show about Marcus shocked,his,6.176550388336182
About,shocked,299,299_F_his,f,Mismatch,poss,The show about this granddaughter shocked,his,8.360612869262695
About,harmed,300,300_M_him,m,Match,obj,The book about Alexander harmed,him,3.090473175048828
About,harmed,300,300_F_him,f,Mismatch,obj,The book about Monica harmed,him,4.703254699707031
About,harmed,300,300_M_his,m,Match,poss,The book about Alexander harmed,his,2.743957042694092
About,harmed,300,300_F_his,f,Mismatch,poss,The book about Monica harmed,his,4.688058376312256
About,alarms,301,301_M_him,m,Match,obj,The pamphlet about Alan alarms,him,3.9192187786102295
About,alarms,301,301_F_him,f,Mismatch,obj,The pamphlet about Meredith alarms,him,5.453886985778809
About,alarms,301,301_M_his,m,Match,poss,The pamphlet about Alan alarms,his,6.312756061553955
About,alarms,301,301_F_his,f,Mismatch,poss,The pamphlet about Meredith alarms,his,7.051300048828125
About,can bother,302,302_M_him,m,Match,obj,The brochure about the grandfather can bother,him,4.517759323120117
About,can bother,302,302_F_him,f,Mismatch,obj,The brochure about Eva can bother,him,5.288490295410156
About,can bother,302,302_M_his,m,Match,poss,The brochure about the grandfather can bother,his,7.74777364730835
About,can bother,302,302_F_his,f,Mismatch,poss,The brochure about Eva can bother,his,8.771862983703613
About,wouldn't harm,303,303_M_him,m,Match,obj,The play about Guy wouldn't harm,him,4.655911445617676
About,wouldn't harm,303,303_F_him,f,Mismatch,obj,The play about Valerie wouldn't harm,him,5.0313615798950195
About,wouldn't harm,303,303_M_his,m,Match,poss,The play about Guy wouldn't harm,his,5.023807048797607
About,wouldn't harm,303,303_F_his,f,Mismatch,poss,The play about Valerie wouldn't harm,his,5.697666645050049
About,was aggravating,304,304_M_him,m,Match,obj,The movie about Kevin was aggravating,him,6.999790191650391
About,was aggravating,304,304_F_him,f,Mismatch,obj,The movie about Leslie was aggravating,him,7.8957600593566895
About,was aggravating,304,304_M_his,m,Match,poss,The movie about Kevin was aggravating,his,10.130128860473633
About,was aggravating,304,304_F_his,f,Mismatch,poss,The movie about Leslie was aggravating,his,10.876690864562988
About,wasn't worrying,305,305_M_him,m,Match,obj,The newspaper article about Scott wasn't worrying,him,2.8410732746124268
About,wasn't worrying,305,305_F_him,f,Mismatch,obj,The newspaper article about Mary wasn't worrying,him,3.4117980003356934
About,wasn't worrying,305,305_M_his,m,Match,poss,The newspaper article about Scott wasn't worrying,his,7.571331024169922
About,wasn't worrying,305,305_F_his,f,Mismatch,poss,The newspaper article about Mary wasn't worrying,his,9.176016807556152
About,shocks,306,306_M_him,m,Match,obj,The story about Derek shocks,him,4.484135627746582
About,shocks,306,306_F_him,f,Mismatch,obj,The story about the actress shocks,him,4.703939437866211
About,shocks,306,306_M_his,m,Match,poss,The story about Derek shocks,his,6.051114559173584
About,shocks,306,306_F_his,f,Mismatch,poss,The story about the actress shocks,his,7.658256530761719
About,embarrassed,307,307_M_him,m,Match,obj,The essay about Robert embarrassed,him,3.6425299644470215
About,embarrassed,307,307_F_him,f,Mismatch,obj,The essay about Jill embarrassed,him,3.749591827392578
About,embarrassed,307,307_M_his,m,Match,poss,The essay about Robert embarrassed,his,6.191189765930176
About,embarrassed,307,307_F_his,f,Mismatch,poss,The essay about Jill embarrassed,his,7.263239860534668
About,is bothering,308,308_M_him,m,Match,obj,The report about Richard is bothering,him,3.6409852504730225
About,is bothering,308,308_F_him,f,Mismatch,obj,The report about Danielle is bothering,him,4.53511381149292
About,is bothering,308,308_M_his,m,Match,poss,The report about Richard is bothering,his,9.173884391784668
About,is bothering,308,308_F_his,f,Mismatch,poss,The report about Danielle is bothering,his,10.52608585357666
About,is aiding,309,309_M_him,m,Match,obj,The documentary about that grandson is aiding,him,4.157095432281494
About,is aiding,309,309_F_him,f,Mismatch,obj,The documentary about Grace is aiding,him,5.942352771759033
About,is aiding,309,309_M_his,m,Match,poss,The documentary about that grandson is aiding,his,4.003468990325928
About,is aiding,309,309_F_his,f,Mismatch,poss,The documentary about Grace is aiding,his,5.48971700668335
About,aggravated,310,310_M_him,m,Match,obj,The commentary about Phillip aggravated,him,3.7391443252563477
About,aggravated,310,310_F_him,f,Mismatch,obj,The commentary about Eva aggravated,him,4.6054487228393555
About,aggravated,310,310_M_his,m,Match,poss,The commentary about Phillip aggravated,his,4.411768436431885
About,aggravated,310,310_F_his,f,Mismatch,poss,The commentary about Eva aggravated,his,6.408195972442627
About,was scaring,311,311_M_him,m,Match,obj,The show about Ronald was scaring,him,3.630263090133667
About,was scaring,311,311_F_him,f,Mismatch,obj,The show about Jessica was scaring,him,4.518579483032227
About,was scaring,311,311_M_his,m,Match,poss,The show about Ronald was scaring,his,6.723956108093262
About,was scaring,311,311_F_his,f,Mismatch,poss,The show about Jessica was scaring,his,8.925390243530273
About,is scaring,312,312_M_him,m,Match,obj,The book about Aaron is scaring,him,5.143072605133057
About,is scaring,312,312_F_him,f,Mismatch,obj,The book about Helen is scaring,him,5.754916191101074
About,is scaring,312,312_M_his,m,Match,poss,The book about Aaron is scaring,his,7.762804985046387
About,is scaring,312,312_F_his,f,Mismatch,poss,The book about Helen is scaring,his,9.079472541809082
About,wouldn't disturb,313,313_M_him,m,Match,obj,The pamphlet about Paul wouldn't disturb,him,2.9807770252227783
About,wouldn't disturb,313,313_F_him,f,Mismatch,obj,The pamphlet about Lori wouldn't disturb,him,3.5068843364715576
About,wouldn't disturb,313,313_M_his,m,Match,poss,The pamphlet about Paul wouldn't disturb,his,5.0455708503723145
About,wouldn't disturb,313,313_F_his,f,Mismatch,poss,The pamphlet about Lori wouldn't disturb,his,5.993041515350342
About,hasn't bothered,314,314_M_him,m,Match,obj,The brochure about Martin hasn't bothered,him,6.152441024780273
About,hasn't bothered,314,314_F_him,f,Mismatch,obj,The brochure about Ella hasn't bothered,him,5.914405345916748
About,hasn't bothered,314,314_M_his,m,Match,poss,The brochure about Martin hasn't bothered,his,10.340331077575684
About,hasn't bothered,314,314_F_his,f,Mismatch,poss,The brochure about Ella hasn't bothered,his,10.656639099121094
About,aggravates,315,315_M_him,m,Match,obj,The play about that father aggravates,him,4.851179599761963
About,aggravates,315,315_F_him,f,Mismatch,obj,The play about that grandmother aggravates,him,4.850304126739502
About,aggravates,315,315_M_his,m,Match,poss,The play about that father aggravates,his,4.701685905456543
About,aggravates,315,315_F_his,f,Mismatch,poss,The play about that grandmother aggravates,his,5.79897928237915
About,can aggravate,316,316_M_him,m,Match,obj,The movie about Dan can aggravate,him,5.040703773498535
About,can aggravate,316,316_F_him,f,Mismatch,obj,The movie about Heather can aggravate,him,6.557827949523926
About,can aggravate,316,316_M_his,m,Match,poss,The movie about Dan can aggravate,his,5.8534088134765625
About,can aggravate,316,316_F_his,f,Mismatch,poss,The movie about Heather can aggravate,his,7.87683629989624
About,hadn't aggravated,317,317_M_him,m,Match,obj,The newspaper article about Lawrence hadn't aggravated,him,2.5589706897735596
About,hadn't aggravated,317,317_F_him,f,Mismatch,obj,The newspaper article about Maria hadn't aggravated,him,3.158393144607544
About,hadn't aggravated,317,317_M_his,m,Match,poss,The newspaper article about Lawrence hadn't aggravated,his,4.234675407409668
About,hadn't aggravated,317,317_F_his,f,Mismatch,poss,The newspaper article about Maria hadn't aggravated,his,4.823366165161133
About,helped,318,318_M_him,m,Match,obj,The story about Lawrence helped,him,3.7746384143829346
About,helped,318,318_F_him,f,Mismatch,obj,The story about Erin helped,him,5.804851055145264
About,helped,318,318_M_his,m,Match,poss,The story about Lawrence helped,his,6.917661666870117
About,helped,318,318_F_his,f,Mismatch,poss,The story about Erin helped,his,9.126765251159668
About,overwhelmed,319,319_M_him,m,Match,obj,The essay about the husband overwhelmed,him,8.835412979125977
About,overwhelmed,319,319_F_him,f,Mismatch,obj,The essay about Carolyn overwhelmed,him,4.668888092041016
About,overwhelmed,319,319_M_his,m,Match,poss,The essay about the husband overwhelmed,his,6.422573566436768
About,overwhelmed,319,319_F_his,f,Mismatch,poss,The essay about Carolyn overwhelmed,his,7.78839111328125
About,aggravated,320,320_M_him,m,Match,obj,The report about that boy aggravated,him,4.177809238433838
About,aggravated,320,320_F_him,f,Mismatch,obj,The report about Diana aggravated,him,4.341833591461182
About,aggravated,320,320_M_his,m,Match,poss,The report about that boy aggravated,his,4.497672080993652
About,aggravated,320,320_F_his,f,Mismatch,poss,The report about Diana aggravated,his,4.2836456298828125
About,disgusts,321,321_M_him,m,Match,obj,The documentary about Gregory disgusts,him,4.002017974853516
About,disgusts,321,321_F_him,f,Mismatch,obj,The documentary about Diane disgusts,him,5.008965492248535
About,disgusts,321,321_M_his,m,Match,poss,The documentary about Gregory disgusts,his,6.579994201660156
About,disgusts,321,321_F_his,f,Mismatch,poss,The documentary about Diane disgusts,his,7.848540306091309
About,distracted,322,322_M_him,m,Match,obj,The commentary about William distracted,him,3.7662837505340576
About,distracted,322,322_F_him,f,Mismatch,obj,The commentary about Denise distracted,him,4.4724249839782715
About,distracted,322,322_M_his,m,Match,poss,The commentary about William distracted,his,7.2290449142456055
About,distracted,322,322_F_his,f,Mismatch,poss,The commentary about Denise distracted,his,8.474069595336914
About,has hurt,323,323_M_him,m,Match,obj,The show about Mitchell has hurt,him,3.595780849456787
About,has hurt,323,323_F_him,f,Mismatch,obj,The show about Sharon has hurt,him,4.389629364013672
About,has hurt,323,323_M_his,m,Match,poss,The show about Mitchell has hurt,his,3.6959996223449707
About,has hurt,323,323_F_his,f,Mismatch,poss,The show about Sharon has hurt,his,5.146728038787842
About,had aided,324,324_M_him,m,Match,obj,The book about the brother had aided,him,4.087644577026367
About,had aided,324,324_F_him,f,Mismatch,obj,The book about that ex-wife had aided,him,3.471973419189453
About,had aided,324,324_M_his,m,Match,poss,The book about the brother had aided,his,4.407199859619141
About,had aided,324,324_F_his,f,Mismatch,poss,The book about that ex-wife had aided,his,4.013148307800293
About,wasn't impressing,325,325_M_him,m,Match,obj,The pamphlet about Randolf wasn't impressing,him,3.6309866905212402
About,wasn't impressing,325,325_F_him,f,Mismatch,obj,The pamphlet about that ex-girlfriend wasn't impressing,him,3.633551597595215
About,wasn't impressing,325,325_M_his,m,Match,poss,The pamphlet about Randolf wasn't impressing,his,7.274107933044434
About,wasn't impressing,325,325_F_his,f,Mismatch,poss,The pamphlet about that ex-girlfriend wasn't impressing,his,8.43619441986084
About,disgusted,326,326_M_him,m,Match,obj,The brochure about Gregory disgusted,him,3.951565742492676
About,disgusted,326,326_F_him,f,Mismatch,obj,The brochure about Katherine disgusted,him,3.7835168838500977
About,disgusted,326,326_M_his,m,Match,poss,The brochure about Gregory disgusted,his,7.467190742492676
About,disgusted,326,326_F_his,f,Mismatch,poss,The brochure about Katherine disgusted,his,8.411567687988281
About,aggravated,327,327_M_him,m,Match,obj,The play about that son aggravated,him,3.817751407623291
About,aggravated,327,327_F_him,f,Mismatch,obj,The play about that granddaughter aggravated,him,4.2172136306762695
About,aggravated,327,327_M_his,m,Match,poss,The play about that son aggravated,his,4.10768985748291
About,aggravated,327,327_F_his,f,Mismatch,poss,The play about that granddaughter aggravated,his,4.969834327697754
About,will alarm,328,328_M_him,m,Match,obj,The movie about Todd will alarm,him,6.6975836753845215
About,will alarm,328,328_F_him,f,Mismatch,obj,The movie about Michelle will alarm,him,7.889062881469727
About,will alarm,328,328_M_his,m,Match,poss,The movie about Todd will alarm,his,6.813100337982178
About,will alarm,328,328_F_his,f,Mismatch,poss,The movie about Michelle will alarm,his,7.961968421936035
About,was disturbing,329,329_M_him,m,Match,obj,The newspaper article about Jerry was disturbing,him,11.273269653320312
About,was disturbing,329,329_F_him,f,Mismatch,obj,The newspaper article about Lori was disturbing,him,12.282388687133789
About,was disturbing,329,329_M_his,m,Match,poss,The newspaper article about Jerry was disturbing,his,12.150040626525879
About,was disturbing,329,329_F_his,f,Mismatch,poss,The newspaper article about Lori was disturbing,his,12.997795104980469
About,can't help,330,330_M_him,m,Match,obj,The story about Jason can't help,him,8.326031684875488
About,can't help,330,330_F_him,f,Mismatch,obj,The story about this waitress can't help,him,10.154040336608887
About,can't help,330,330_M_his,m,Match,poss,The story about Jason can't help,his,9.935379981994629
About,can't help,330,330_F_his,f,Mismatch,poss,The story about this waitress can't help,his,11.804286003112793
About,stuns,331,331_M_him,m,Match,obj,The essay about Martin stuns,him,6.169491767883301
About,stuns,331,331_F_him,f,Mismatch,obj,The essay about Amelia stuns,him,6.180334568023682
About,stuns,331,331_M_his,m,Match,poss,The essay about Martin stuns,his,7.881831169128418
About,stuns,331,331_F_his,f,Mismatch,poss,The essay about Amelia stuns,his,8.774958610534668
About,hurts,332,332_M_him,m,Match,obj,The report about Phillip hurts,him,4.710662841796875
About,hurts,332,332_F_him,f,Mismatch,obj,The report about Judy hurts,him,5.606661319732666
About,hurts,332,332_M_his,m,Match,poss,The report about Phillip hurts,his,4.398531913757324
About,hurts,332,332_F_his,f,Mismatch,poss,The report about Judy hurts,his,6.130053997039795
About,harms,333,333_M_him,m,Match,obj,The documentary about Christopher harms,him,4.335464000701904
About,harms,333,333_F_him,f,Mismatch,obj,The documentary about the girlfriend harms,him,5.506224632263184
About,harms,333,333_M_his,m,Match,poss,The documentary about Christopher harms,his,3.564345121383667
About,harms,333,333_F_his,f,Mismatch,poss,The documentary about the girlfriend harms,his,4.569180488586426
About,is harming,334,334_M_him,m,Match,obj,The commentary about Brian is harming,him,2.8281567096710205
About,is harming,334,334_F_him,f,Mismatch,obj,The commentary about Diana is harming,him,6.78318977355957
About,is harming,334,334_M_his,m,Match,poss,The commentary about Brian is harming,his,2.7193586826324463
About,is harming,334,334_F_his,f,Mismatch,poss,The commentary about Diana is harming,his,6.905707359313965
About,has shocked,335,335_M_him,m,Match,obj,The show about Omar has shocked,him,7.158746242523193
About,has shocked,335,335_F_him,f,Mismatch,obj,The show about Theresa has shocked,him,8.06895923614502
About,has shocked,335,335_M_his,m,Match,poss,The show about Omar has shocked,his,7.755268573760986
About,has shocked,335,335_F_his,f,Mismatch,poss,The show about Theresa has shocked,his,8.720309257507324
About,shocks,336,336_M_him,m,Match,obj,The book about Eric shocks,him,6.19584321975708
About,shocks,336,336_F_him,f,Mismatch,obj,The book about Jacqueline shocks,him,6.108229160308838
About,shocks,336,336_M_his,m,Match,poss,The book about Eric shocks,his,7.372323989868164
About,shocks,336,336_F_his,f,Mismatch,poss,The book about Jacqueline shocks,his,7.6307172775268555
About,doesn't impress,337,337_M_him,m,Match,obj,The pamphlet about Vincent doesn't impress,him,4.444157123565674
