exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
OneEmbedding,discovers,was holding,106,106_FM_him,fm,MismatchMatch,obj,Donna discovers that Jason was holding,him,11.564708709716797
OneEmbedding,discovers,was holding,106,106_FF_him,ff,MismatchMismatch,obj,Donna discovers that Colleen was holding,him,12.9282865524292
OneEmbedding,discovers,was holding,106,106_MM_his,mm,MatchMatch,poss,The brother discovers that Jason was holding,his,4.024463653564453
OneEmbedding,discovers,was holding,106,106_MF_his,mf,MatchMismatch,poss,The brother discovers that Colleen was holding,his,4.925331115722656
OneEmbedding,discovers,was holding,106,106_FM_his,fm,MismatchMatch,poss,Donna discovers that Jason was holding,his,4.956890106201172
OneEmbedding,discovers,was holding,106,106_FF_his,ff,MismatchMismatch,poss,Donna discovers that Colleen was holding,his,11.272078514099121
OneEmbedding,has thought,was underwhelming,107,107_MM_him,mm,MatchMatch,obj,Jerry has thought that William was underwhelming,him,9.46743392944336
OneEmbedding,has thought,was underwhelming,107,107_MF_him,mf,MatchMismatch,obj,Jerry has thought that Jessica was underwhelming,him,7.6786041259765625
OneEmbedding,has thought,was underwhelming,107,107_FM_him,fm,MismatchMatch,obj,Sarah has thought that William was underwhelming,him,15.665102005004883
OneEmbedding,has thought,was underwhelming,107,107_FF_him,ff,MismatchMismatch,obj,Sarah has thought that Jessica was underwhelming,him,17.008058547973633
OneEmbedding,has thought,was underwhelming,107,107_MM_his,mm,MatchMatch,poss,Jerry has thought that William was underwhelming,his,7.3397064208984375
OneEmbedding,has thought,was underwhelming,107,107_MF_his,mf,MatchMismatch,poss,Jerry has thought that Jessica was underwhelming,his,8.741164207458496
OneEmbedding,has thought,was underwhelming,107,107_FM_his,fm,MismatchMatch,poss,Sarah has thought that William was underwhelming,his,10.489336967468262
OneEmbedding,has thought,was underwhelming,107,107_FF_his,ff,MismatchMismatch,poss,Sarah has thought that Jessica was underwhelming,his,14.384781837463379
OneEmbedding,had suggested,criticized,108,108_MM_him,mm,MatchMatch,obj,This boy had suggested that the nephew criticized,him,2.631077527999878
OneEmbedding,had suggested,criticized,108,108_MF_him,mf,MatchMismatch,obj,This boy had suggested that Eva criticized,him,2.2140276432037354
OneEmbedding,had suggested,criticized,108,108_FM_him,fm,MismatchMatch,obj,Kristen had suggested that the nephew criticized,him,5.452628135681152
OneEmbedding,had suggested,criticized,108,108_FF_him,ff,MismatchMismatch,obj,Kristen had suggested that Eva criticized,him,6.1750168800354
OneEmbedding,had suggested,criticized,108,108_MM_his,mm,MatchMatch,poss,This boy had suggested that the nephew criticized,his,2.2684764862060547
OneEmbedding,had suggested,criticized,108,108_MF_his,mf,MatchMismatch,poss,This boy had suggested that Eva criticized,his,2.8697338104248047
OneEmbedding,had suggested,criticized,108,108_FM_his,fm,MismatchMatch,poss,Kristen had suggested that the nephew criticized,his,2.029407501220703
OneEmbedding,had suggested,criticized,108,108_FF_his,ff,MismatchMismatch,poss,Kristen had suggested that Eva criticized,his,7.898900985717773
OneEmbedding,hasn't suggested,distracts,109,109_MM_him,mm,MatchMatch,obj,Gerald hasn't suggested that Matt distracts,him,0.6330910325050354
OneEmbedding,hasn't suggested,distracts,109,109_MF_him,mf,MatchMismatch,obj,Gerald hasn't suggested that Melissa distracts,him,0.4477282464504242
OneEmbedding,hasn't suggested,distracts,109,109_FM_him,fm,MismatchMatch,obj,Sharon hasn't suggested that Matt distracts,him,6.002564430236816
OneEmbedding,hasn't suggested,distracts,109,109_FF_him,ff,MismatchMismatch,obj,Sharon hasn't suggested that Melissa distracts,him,2.8373327255249023
OneEmbedding,hasn't suggested,distracts,109,109_MM_his,mm,MatchMatch,poss,Gerald hasn't suggested that Matt distracts,his,6.857662200927734
OneEmbedding,hasn't suggested,distracts,109,109_MF_his,mf,MatchMismatch,poss,Gerald hasn't suggested that Melissa distracts,his,7.005326747894287
OneEmbedding,hasn't suggested,distracts,109,109_FM_his,fm,MismatchMatch,poss,Sharon hasn't suggested that Matt distracts,his,9.12193489074707
OneEmbedding,hasn't suggested,distracts,109,109_FF_his,ff,MismatchMismatch,poss,Sharon hasn't suggested that Melissa distracts,his,7.469816207885742
OneEmbedding,should agree,kissed,110,110_MM_him,mm,MatchMatch,obj,Craig should agree that Wayne kissed,him,1.834822654724121
OneEmbedding,should agree,kissed,110,110_MF_him,mf,MatchMismatch,obj,Craig should agree that Diane kissed,him,0.5220610499382019
OneEmbedding,should agree,kissed,110,110_FM_him,fm,MismatchMatch,obj,Connie should agree that Wayne kissed,him,9.629420280456543
OneEmbedding,should agree,kissed,110,110_FF_him,ff,MismatchMismatch,obj,Connie should agree that Diane kissed,him,5.531013011932373
OneEmbedding,should agree,kissed,110,110_MM_his,mm,MatchMatch,poss,Craig should agree that Wayne kissed,his,4.1689605712890625
OneEmbedding,should agree,kissed,110,110_MF_his,mf,MatchMismatch,poss,Craig should agree that Diane kissed,his,5.373030185699463
OneEmbedding,should agree,kissed,110,110_FM_his,fm,MismatchMatch,poss,Connie should agree that Wayne kissed,his,8.203226089477539
OneEmbedding,should agree,kissed,110,110_FF_his,ff,MismatchMismatch,poss,Connie should agree that Diane kissed,his,8.628552436828613
OneEmbedding,isn't asserting,shoots,111,111_MM_him,mm,MatchMatch,obj,Eric isn't asserting that Dennis shoots,him,5.396730899810791
OneEmbedding,isn't asserting,shoots,111,111_MF_him,mf,MatchMismatch,obj,Eric isn't asserting that Elizabeth shoots,him,3.0496127605438232
OneEmbedding,isn't asserting,shoots,111,111_FM_him,fm,MismatchMatch,obj,Helen isn't asserting that Dennis shoots,him,9.10107707977295
OneEmbedding,isn't asserting,shoots,111,111_FF_him,ff,MismatchMismatch,obj,Helen isn't asserting that Elizabeth shoots,him,6.4244585037231445
OneEmbedding,isn't asserting,shoots,111,111_MM_his,mm,MatchMatch,poss,Eric isn't asserting that Dennis shoots,his,4.245987892150879
OneEmbedding,isn't asserting,shoots,111,111_MF_his,mf,MatchMismatch,poss,Eric isn't asserting that Elizabeth shoots,his,5.649112224578857
OneEmbedding,isn't asserting,shoots,111,111_FM_his,fm,MismatchMatch,poss,Helen isn't asserting that Dennis shoots,his,5.062868118286133
OneEmbedding,isn't asserting,shoots,111,111_FF_his,ff,MismatchMismatch,poss,Helen isn't asserting that Elizabeth shoots,his,9.208765029907227
OneEmbedding,was liking,talked about,112,112_MM_him,mm,MatchMatch,obj,Alexander was liking that Christopher talked about,him,4.491177558898926
OneEmbedding,was liking,talked about,112,112_MF_him,mf,MatchMismatch,obj,Alexander was liking that Sharon talked about,him,4.286457061767578
OneEmbedding,was liking,talked about,112,112_FM_him,fm,MismatchMatch,obj,Martha was liking that Christopher talked about,him,8.197080612182617
OneEmbedding,was liking,talked about,112,112_FF_him,ff,MismatchMismatch,obj,Martha was liking that Sharon talked about,him,8.331109046936035
OneEmbedding,was liking,talked about,112,112_MM_his,mm,MatchMatch,poss,Alexander was liking that Christopher talked about,his,2.947336435317993
OneEmbedding,was liking,talked about,112,112_MF_his,mf,MatchMismatch,poss,Alexander was liking that Sharon talked about,his,5.3230109214782715
OneEmbedding,was liking,talked about,112,112_FM_his,fm,MismatchMatch,poss,Martha was liking that Christopher talked about,his,2.492262840270996
OneEmbedding,was liking,talked about,112,112_FF_his,ff,MismatchMismatch,poss,Martha was liking that Sharon talked about,his,9.51990795135498
OneEmbedding,has shouted,distracted,113,113_MM_him,mm,MatchMatch,obj,The grandson has shouted that that man distracted,him,1.1218849420547485
OneEmbedding,has shouted,distracted,113,113_MF_him,mf,MatchMismatch,obj,The grandson has shouted that Deanna distracted,him,0.7744670510292053
OneEmbedding,has shouted,distracted,113,113_FM_him,fm,MismatchMatch,obj,Veronica has shouted that that man distracted,him,7.137625217437744
OneEmbedding,has shouted,distracted,113,113_FF_him,ff,MismatchMismatch,obj,Veronica has shouted that Deanna distracted,him,5.991779327392578
OneEmbedding,has shouted,distracted,113,113_MM_his,mm,MatchMatch,poss,The grandson has shouted that that man distracted,his,2.469834804534912
OneEmbedding,has shouted,distracted,113,113_MF_his,mf,MatchMismatch,poss,The grandson has shouted that Deanna distracted,his,4.161210060119629
OneEmbedding,has shouted,distracted,113,113_FM_his,fm,MismatchMatch,poss,Veronica has shouted that that man distracted,his,10.549580574035645
OneEmbedding,has shouted,distracted,113,113_FF_his,ff,MismatchMismatch,poss,Veronica has shouted that Deanna distracted,his,10.454224586486816
OneEmbedding,had speculated,has heard,114,114_MM_him,mm,MatchMatch,obj,Wayne had speculated that Donald has heard,him,6.798367023468018
OneEmbedding,had speculated,has heard,114,114_MF_him,mf,MatchMismatch,obj,Wayne had speculated that Caroline has heard,him,6.21334981918335
OneEmbedding,had speculated,has heard,114,114_FM_him,fm,MismatchMatch,obj,Caroline had speculated that Donald has heard,him,10.81940746307373
OneEmbedding,had speculated,has heard,114,114_FF_him,ff,MismatchMismatch,obj,Caroline had speculated that Caroline has heard,him,8.709085464477539
OneEmbedding,had speculated,has heard,114,114_MM_his,mm,MatchMatch,poss,Wayne had speculated that Donald has heard,his,4.926645755767822
OneEmbedding,had speculated,has heard,114,114_MF_his,mf,MatchMismatch,poss,Wayne had speculated that Caroline has heard,his,5.338443279266357
OneEmbedding,had speculated,has heard,114,114_FM_his,fm,MismatchMatch,poss,Caroline had speculated that Donald has heard,his,5.58947229385376
OneEmbedding,had speculated,has heard,114,114_FF_his,ff,MismatchMismatch,poss,Caroline had speculated that Caroline has heard,his,8.185861587524414
OneEmbedding,hadn't noticed,isn't teaching,115,115_MM_him,mm,MatchMatch,obj,Joel hadn't noticed that Gary isn't teaching,him,8.52249813079834
OneEmbedding,hadn't noticed,isn't teaching,115,115_MF_him,mf,MatchMismatch,obj,Joel hadn't noticed that Tracy isn't teaching,him,9.45346450805664
OneEmbedding,hadn't noticed,isn't teaching,115,115_FM_him,fm,MismatchMatch,obj,Sara hadn't noticed that Gary isn't teaching,him,11.248642921447754
OneEmbedding,hadn't noticed,isn't teaching,115,115_FF_him,ff,MismatchMismatch,obj,Sara hadn't noticed that Tracy isn't teaching,him,11.381891250610352
OneEmbedding,hadn't noticed,isn't teaching,115,115_MM_his,mm,MatchMatch,poss,Joel hadn't noticed that Gary isn't teaching,his,3.870361566543579
OneEmbedding,hadn't noticed,isn't teaching,115,115_MF_his,mf,MatchMismatch,poss,Joel hadn't noticed that Tracy isn't teaching,his,5.52318811416626
OneEmbedding,hadn't noticed,isn't teaching,115,115_FM_his,fm,MismatchMatch,poss,Sara hadn't noticed that Gary isn't teaching,his,3.5128910541534424
OneEmbedding,hadn't noticed,isn't teaching,115,115_FF_his,ff,MismatchMismatch,poss,Sara hadn't noticed that Tracy isn't teaching,his,7.542327880859375
OneEmbedding,liked,approaches,116,116_MM_him,mm,MatchMatch,obj,Travis liked that Rodney approaches,him,4.517459869384766
OneEmbedding,liked,approaches,116,116_MF_him,mf,MatchMismatch,obj,Travis liked that the girl approaches,him,0.8996508121490479
OneEmbedding,liked,approaches,116,116_FM_him,fm,MismatchMatch,obj,Martha liked that Rodney approaches,him,8.72024154663086
OneEmbedding,liked,approaches,116,116_FF_him,ff,MismatchMismatch,obj,Martha liked that the girl approaches,him,5.3873138427734375
OneEmbedding,liked,approaches,116,116_MM_his,mm,MatchMatch,poss,Travis liked that Rodney approaches,his,3.5179853439331055
OneEmbedding,liked,approaches,116,116_MF_his,mf,MatchMismatch,poss,Travis liked that the girl approaches,his,6.279299259185791
OneEmbedding,liked,approaches,116,116_FM_his,fm,MismatchMatch,poss,Martha liked that Rodney approaches,his,3.007211685180664
OneEmbedding,liked,approaches,116,116_FF_his,ff,MismatchMismatch,poss,Martha liked that the girl approaches,his,9.813028335571289
OneEmbedding,is demonstrating,had chosen,117,117_MM_him,mm,MatchMatch,obj,Roger is demonstrating that Timothy had chosen,him,5.927459239959717
OneEmbedding,is demonstrating,had chosen,117,117_MF_him,mf,MatchMismatch,obj,Roger is demonstrating that Martha had chosen,him,5.19499397277832
OneEmbedding,is demonstrating,had chosen,117,117_FM_him,fm,MismatchMatch,obj,Emily is demonstrating that Timothy had chosen,him,7.324806213378906
OneEmbedding,is demonstrating,had chosen,117,117_FF_him,ff,MismatchMismatch,obj,Emily is demonstrating that Martha had chosen,him,9.872920036315918
OneEmbedding,is demonstrating,had chosen,117,117_MM_his,mm,MatchMatch,poss,Roger is demonstrating that Timothy had chosen,his,5.047774791717529
OneEmbedding,is demonstrating,had chosen,117,117_MF_his,mf,MatchMismatch,poss,Roger is demonstrating that Martha had chosen,his,7.403943061828613
OneEmbedding,is demonstrating,had chosen,117,117_FM_his,fm,MismatchMatch,poss,Emily is demonstrating that Timothy had chosen,his,5.402347564697266
OneEmbedding,is demonstrating,had chosen,117,117_FF_his,ff,MismatchMismatch,poss,Emily is demonstrating that Martha had chosen,his,11.985363960266113
OneEmbedding,hadn't suggested,returns to,118,118_MM_him,mm,MatchMatch,obj,Michael hadn't suggested that Dan returns to,him,8.509395599365234
OneEmbedding,hadn't suggested,returns to,118,118_MF_him,mf,MatchMismatch,obj,Michael hadn't suggested that Amelia returns to,him,7.153781414031982
OneEmbedding,hadn't suggested,returns to,118,118_FM_him,fm,MismatchMatch,obj,Brenda hadn't suggested that Dan returns to,him,11.980096817016602
OneEmbedding,hadn't suggested,returns to,118,118_FF_him,ff,MismatchMismatch,obj,Brenda hadn't suggested that Amelia returns to,him,11.694283485412598
OneEmbedding,hadn't suggested,returns to,118,118_MM_his,mm,MatchMatch,poss,Michael hadn't suggested that Dan returns to,his,2.9717624187469482
OneEmbedding,hadn't suggested,returns to,118,118_MF_his,mf,MatchMismatch,poss,Michael hadn't suggested that Amelia returns to,his,4.3259406089782715
OneEmbedding,hadn't suggested,returns to,118,118_FM_his,fm,MismatchMatch,poss,Brenda hadn't suggested that Dan returns to,his,2.657292366027832
OneEmbedding,hadn't suggested,returns to,118,118_FF_his,ff,MismatchMismatch,poss,Brenda hadn't suggested that Amelia returns to,his,8.996415138244629
OneEmbedding,argued,was hiring,119,119_MM_him,mm,MatchMatch,obj,Andrew argued that Donald was hiring,him,6.0928635597229
OneEmbedding,argued,was hiring,119,119_MF_him,mf,MatchMismatch,obj,Andrew argued that Sharon was hiring,him,5.763012886047363
OneEmbedding,argued,was hiring,119,119_FM_him,fm,MismatchMatch,obj,Cynthia argued that Donald was hiring,him,9.666010856628418
OneEmbedding,argued,was hiring,119,119_FF_him,ff,MismatchMismatch,obj,Cynthia argued that Sharon was hiring,him,7.182676315307617
OneEmbedding,argued,was hiring,119,119_MM_his,mm,MatchMatch,poss,Andrew argued that Donald was hiring,his,6.73412561416626
OneEmbedding,argued,was hiring,119,119_MF_his,mf,MatchMismatch,poss,Andrew argued that Sharon was hiring,his,7.741234302520752
OneEmbedding,argued,was hiring,119,119_FM_his,fm,MismatchMatch,poss,Cynthia argued that Donald was hiring,his,7.137478351593018
OneEmbedding,argued,was hiring,119,119_FF_his,ff,MismatchMismatch,poss,Cynthia argued that Sharon was hiring,his,9.692411422729492
OneEmbedding,had disliked,revealed,120,120_MM_him,mm,MatchMatch,obj,That boyfriend had disliked that Walter revealed,him,5.666211128234863
OneEmbedding,had disliked,revealed,120,120_MF_him,mf,MatchMismatch,obj,That boyfriend had disliked that April revealed,him,6.144684791564941
OneEmbedding,had disliked,revealed,120,120_FM_him,fm,MismatchMatch,obj,Jodi had disliked that Walter revealed,him,9.360555648803711
OneEmbedding,had disliked,revealed,120,120_FF_him,ff,MismatchMismatch,obj,Jodi had disliked that April revealed,him,10.725497245788574
OneEmbedding,had disliked,revealed,120,120_MM_his,mm,MatchMatch,poss,That boyfriend had disliked that Walter revealed,his,1.511951208114624
OneEmbedding,had disliked,revealed,120,120_MF_his,mf,MatchMismatch,poss,That boyfriend had disliked that April revealed,his,2.263991117477417
OneEmbedding,had disliked,revealed,120,120_FM_his,fm,MismatchMatch,poss,Jodi had disliked that Walter revealed,his,2.369359254837036
OneEmbedding,had disliked,revealed,120,120_FF_his,ff,MismatchMismatch,poss,Jodi had disliked that April revealed,his,6.533056735992432
OneEmbedding,disliked,had fired,121,121_MM_him,mm,MatchMatch,obj,Timothy disliked that Randolf had fired,him,2.258721351623535
OneEmbedding,disliked,had fired,121,121_MF_him,mf,MatchMismatch,obj,Timothy disliked that Jill had fired,him,2.059033155441284
OneEmbedding,disliked,had fired,121,121_FM_him,fm,MismatchMatch,obj,Samantha disliked that Randolf had fired,him,7.019537448883057
OneEmbedding,disliked,had fired,121,121_FF_him,ff,MismatchMismatch,obj,Samantha disliked that Jill had fired,him,8.970197677612305
OneEmbedding,disliked,had fired,121,121_MM_his,mm,MatchMatch,poss,Timothy disliked that Randolf had fired,his,1.7065999507904053
OneEmbedding,disliked,had fired,121,121_MF_his,mf,MatchMismatch,poss,Timothy disliked that Jill had fired,his,3.748617172241211
OneEmbedding,disliked,had fired,121,121_FM_his,fm,MismatchMatch,poss,Samantha disliked that Randolf had fired,his,3.820894479751587
OneEmbedding,disliked,had fired,121,121_FF_his,ff,MismatchMismatch,poss,Samantha disliked that Jill had fired,his,8.952179908752441
OneEmbedding,was agreeing,isn't firing,122,122_MM_him,mm,MatchMatch,obj,This nephew was agreeing that Patrick isn't firing,him,8.090432167053223
OneEmbedding,was agreeing,isn't firing,122,122_MF_him,mf,MatchMismatch,obj,This nephew was agreeing that Martha isn't firing,him,7.832353591918945
OneEmbedding,was agreeing,isn't firing,122,122_FM_him,fm,MismatchMatch,obj,Vanessa was agreeing that Patrick isn't firing,him,7.150494575500488
OneEmbedding,was agreeing,isn't firing,122,122_FF_him,ff,MismatchMismatch,obj,Vanessa was agreeing that Martha isn't firing,him,8.251875877380371
OneEmbedding,was agreeing,isn't firing,122,122_MM_his,mm,MatchMatch,poss,This nephew was agreeing that Patrick isn't firing,his,6.983407974243164
OneEmbedding,was agreeing,isn't firing,122,122_MF_his,mf,MatchMismatch,poss,This nephew was agreeing that Martha isn't firing,his,9.977254867553711
OneEmbedding,was agreeing,isn't firing,122,122_FM_his,fm,MismatchMatch,poss,Vanessa was agreeing that Patrick isn't firing,his,5.375400543212891
OneEmbedding,was agreeing,isn't firing,122,122_FF_his,ff,MismatchMismatch,poss,Vanessa was agreeing that Martha isn't firing,his,11.660924911499023
OneEmbedding,isn't liking,investigated,123,123_MM_him,mm,MatchMatch,obj,Bradley isn't liking that Eric investigated,him,1.7748879194259644
OneEmbedding,isn't liking,investigated,123,123_MF_him,mf,MatchMismatch,obj,Bradley isn't liking that Elizabeth investigated,him,1.686895728111267
OneEmbedding,isn't liking,investigated,123,123_FM_him,fm,MismatchMatch,obj,Valerie isn't liking that Eric investigated,him,7.848230361938477
OneEmbedding,isn't liking,investigated,123,123_FF_him,ff,MismatchMismatch,obj,Valerie isn't liking that Elizabeth investigated,him,8.149922370910645
OneEmbedding,isn't liking,investigated,123,123_MM_his,mm,MatchMatch,poss,Bradley isn't liking that Eric investigated,his,2.1264963150024414
OneEmbedding,isn't liking,investigated,123,123_MF_his,mf,MatchMismatch,poss,Bradley isn't liking that Elizabeth investigated,his,1.7140328884124756
OneEmbedding,isn't liking,investigated,123,123_FM_his,fm,MismatchMatch,poss,Valerie isn't liking that Eric investigated,his,6.738834857940674
OneEmbedding,isn't liking,investigated,123,123_FF_his,ff,MismatchMismatch,poss,Valerie isn't liking that Elizabeth investigated,his,8.409093856811523
OneEmbedding,does learn,hugs,124,124_MM_him,mm,MatchMatch,obj,Alan does learn that Jason hugs,him,4.123488426208496
OneEmbedding,does learn,hugs,124,124_MF_him,mf,MatchMismatch,obj,Alan does learn that Jane hugs,him,3.8013229370117188
OneEmbedding,does learn,hugs,124,124_FM_him,fm,MismatchMatch,obj,Stacy does learn that Jason hugs,him,9.019585609436035
OneEmbedding,does learn,hugs,124,124_FF_him,ff,MismatchMismatch,obj,Stacy does learn that Jane hugs,him,7.3947553634643555
OneEmbedding,does learn,hugs,124,124_MM_his,mm,MatchMatch,poss,Alan does learn that Jason hugs,his,1.9824906587600708
OneEmbedding,does learn,hugs,124,124_MF_his,mf,MatchMismatch,poss,Alan does learn that Jane hugs,his,4.965378284454346
OneEmbedding,does learn,hugs,124,124_FM_his,fm,MismatchMatch,poss,Stacy does learn that Jason hugs,his,3.5449345111846924
OneEmbedding,does learn,hugs,124,124_FF_his,ff,MismatchMismatch,poss,Stacy does learn that Jane hugs,his,8.940400123596191
OneEmbedding,likes,hides,125,125_MM_him,mm,MatchMatch,obj,Travis likes that Derek hides,him,9.382792472839355
OneEmbedding,likes,hides,125,125_MF_him,mf,MatchMismatch,obj,Travis likes that Beth hides,him,8.82001781463623
OneEmbedding,likes,hides,125,125_FM_him,fm,MismatchMatch,obj,Brenda likes that Derek hides,him,13.716917991638184
OneEmbedding,likes,hides,125,125_FF_him,ff,MismatchMismatch,obj,Brenda likes that Beth hides,him,14.059513092041016
OneEmbedding,likes,hides,125,125_MM_his,mm,MatchMatch,poss,Travis likes that Derek hides,his,0.6624400019645691
OneEmbedding,likes,hides,125,125_MF_his,mf,MatchMismatch,poss,Travis likes that Beth hides,his,3.1695713996887207
OneEmbedding,likes,hides,125,125_FM_his,fm,MismatchMatch,poss,Brenda likes that Derek hides,his,0.6052861213684082
OneEmbedding,likes,hides,125,125_FF_his,ff,MismatchMismatch,poss,Brenda likes that Beth hides,his,8.610503196716309
OneEmbedding,found out,can escape from,126,126_MM_him,mm,MatchMatch,obj,Christopher found out that the man can escape from,him,9.375102043151855
OneEmbedding,found out,can escape from,126,126_MF_him,mf,MatchMismatch,obj,Christopher found out that Jennifer can escape from,him,9.79808235168457
OneEmbedding,found out,can escape from,126,126_FM_him,fm,MismatchMatch,obj,That ex-wife found out that the man can escape from,him,11.857308387756348
OneEmbedding,found out,can escape from,126,126_FF_him,ff,MismatchMismatch,obj,That ex-wife found out that Jennifer can escape from,him,10.497520446777344
OneEmbedding,found out,can escape from,126,126_MM_his,mm,MatchMatch,poss,Christopher found out that the man can escape from,his,4.667656421661377
OneEmbedding,found out,can escape from,126,126_MF_his,mf,MatchMismatch,poss,Christopher found out that Jennifer can escape from,his,6.643640041351318
OneEmbedding,found out,can escape from,126,126_FM_his,fm,MismatchMatch,poss,That ex-wife found out that the man can escape from,his,4.000899314880371
OneEmbedding,found out,can escape from,126,126_FF_his,ff,MismatchMismatch,poss,That ex-wife found out that Jennifer can escape from,his,8.817717552185059
OneEmbedding,is hating,isn't drawing,127,127_MM_him,mm,MatchMatch,obj,Travis is hating that Larry isn't drawing,him,3.1078431606292725
OneEmbedding,is hating,isn't drawing,127,127_MF_him,mf,MatchMismatch,obj,Travis is hating that Amelia isn't drawing,him,2.846614122390747
OneEmbedding,is hating,isn't drawing,127,127_FM_him,fm,MismatchMatch,obj,Colleen is hating that Larry isn't drawing,him,11.135640144348145
OneEmbedding,is hating,isn't drawing,127,127_FF_him,ff,MismatchMismatch,obj,Colleen is hating that Amelia isn't drawing,him,11.951445579528809
OneEmbedding,is hating,isn't drawing,127,127_MM_his,mm,MatchMatch,poss,Travis is hating that Larry isn't drawing,his,4.305289268493652
OneEmbedding,is hating,isn't drawing,127,127_MF_his,mf,MatchMismatch,poss,Travis is hating that Amelia isn't drawing,his,4.902111530303955
OneEmbedding,is hating,isn't drawing,127,127_FM_his,fm,MismatchMatch,poss,Colleen is hating that Larry isn't drawing,his,5.854888439178467
OneEmbedding,is hating,isn't drawing,127,127_FF_his,ff,MismatchMismatch,poss,Colleen is hating that Amelia isn't drawing,his,12.0448637008667
OneEmbedding,shouts,visits,128,128_MM_him,mm,MatchMatch,obj,Christopher shouts that Jason visits,him,2.9647610187530518
OneEmbedding,shouts,visits,128,128_MF_him,mf,MatchMismatch,obj,Christopher shouts that Danielle visits,him,2.115907907485962
OneEmbedding,shouts,visits,128,128_FM_him,fm,MismatchMatch,obj,Grace shouts that Jason visits,him,7.644464492797852
OneEmbedding,shouts,visits,128,128_FF_him,ff,MismatchMismatch,obj,Grace shouts that Danielle visits,him,6.151729106903076
OneEmbedding,shouts,visits,128,128_MM_his,mm,MatchMatch,poss,Christopher shouts that Jason visits,his,3.3794212341308594
OneEmbedding,shouts,visits,128,128_MF_his,mf,MatchMismatch,poss,Christopher shouts that Danielle visits,his,3.7780580520629883
OneEmbedding,shouts,visits,128,128_FM_his,fm,MismatchMatch,poss,Grace shouts that Jason visits,his,4.620586395263672
OneEmbedding,shouts,visits,128,128_FF_his,ff,MismatchMismatch,poss,Grace shouts that Danielle visits,his,7.764643669128418
OneEmbedding,demonstrated,won't talk about,129,129_MM_him,mm,MatchMatch,obj,Benjamin demonstrated that Todd won't talk about,him,9.944679260253906
OneEmbedding,demonstrated,won't talk about,129,129_MF_him,mf,MatchMismatch,obj,Benjamin demonstrated that Rebecca won't talk about,him,7.367839336395264
OneEmbedding,demonstrated,won't talk about,129,129_FM_him,fm,MismatchMatch,obj,Rose demonstrated that Todd won't talk about,him,6.559500694274902
OneEmbedding,demonstrated,won't talk about,129,129_FF_him,ff,MismatchMismatch,obj,Rose demonstrated that Rebecca won't talk about,him,6.291022300720215
OneEmbedding,demonstrated,won't talk about,129,129_MM_his,mm,MatchMatch,poss,Benjamin demonstrated that Todd won't talk about,his,2.6880059242248535
OneEmbedding,demonstrated,won't talk about,129,129_MF_his,mf,MatchMismatch,poss,Benjamin demonstrated that Rebecca won't talk about,his,7.852029800415039
OneEmbedding,demonstrated,won't talk about,129,129_FM_his,fm,MismatchMatch,poss,Rose demonstrated that Todd won't talk about,his,1.9333975315093994
OneEmbedding,demonstrated,won't talk about,129,129_FF_his,ff,MismatchMismatch,poss,Rose demonstrated that Rebecca won't talk about,his,7.945365905761719
OneEmbedding,couldn't love,can complain about,130,130_MM_him,mm,MatchMatch,obj,This grandson couldn't love that Ronald can complain about,him,5.275278091430664
OneEmbedding,couldn't love,can complain about,130,130_MF_him,mf,MatchMismatch,obj,This grandson couldn't love that Pamela can complain about,him,5.673457622528076
OneEmbedding,couldn't love,can complain about,130,130_FM_him,fm,MismatchMatch,obj,Carol couldn't love that Ronald can complain about,him,8.818981170654297
OneEmbedding,couldn't love,can complain about,130,130_FF_him,ff,MismatchMismatch,obj,Carol couldn't love that Pamela can complain about,him,10.43066692352295
OneEmbedding,couldn't love,can complain about,130,130_MM_his,mm,MatchMatch,poss,This grandson couldn't love that Ronald can complain about,his,2.1202428340911865
OneEmbedding,couldn't love,can complain about,130,130_MF_his,mf,MatchMismatch,poss,This grandson couldn't love that Pamela can complain about,his,3.9959309101104736
OneEmbedding,couldn't love,can complain about,130,130_FM_his,fm,MismatchMatch,poss,Carol couldn't love that Ronald can complain about,his,3.8981423377990723
OneEmbedding,couldn't love,can complain about,130,130_FF_his,ff,MismatchMismatch,poss,Carol couldn't love that Pamela can complain about,his,11.166478157043457
OneEmbedding,won't write,did see,131,131_MM_him,mm,MatchMatch,obj,Steve won't write that Carl did see,him,6.270235538482666
OneEmbedding,won't write,did see,131,131_MF_him,mf,MatchMismatch,obj,Steve won't write that Cheryl did see,him,4.410576820373535
OneEmbedding,won't write,did see,131,131_FM_him,fm,MismatchMatch,obj,The granddaughter won't write that Carl did see,him,6.5919575691223145
OneEmbedding,won't write,did see,131,131_FF_him,ff,MismatchMismatch,obj,The granddaughter won't write that Cheryl did see,him,5.690313816070557
OneEmbedding,won't write,did see,131,131_MM_his,mm,MatchMatch,poss,Steve won't write that Carl did see,his,5.499632835388184
OneEmbedding,won't write,did see,131,131_MF_his,mf,MatchMismatch,poss,Steve won't write that Cheryl did see,his,5.194813251495361
OneEmbedding,won't write,did see,131,131_FM_his,fm,MismatchMatch,poss,The granddaughter won't write that Carl did see,his,3.9760806560516357
OneEmbedding,won't write,did see,131,131_FF_his,ff,MismatchMismatch,poss,The granddaughter won't write that Cheryl did see,his,7.975251197814941
