exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
TwoEmbedding,informs,shocks,267,267_FMM_him,fmm,MismatchMatchMatch,obj,Nina informs Paul that Curtis shocks,him,2.247748374938965
TwoEmbedding,informs,shocks,267,267_FMF_him,fmf,MismatchMatchMismatch,obj,Nina informs Paul that Sally shocks,him,1.9354292154312134
TwoEmbedding,informs,shocks,267,267_FFM_him,ffm,MismatchMismatchMatch,obj,Nina informs Gina that Curtis shocks,him,4.8272318840026855
TwoEmbedding,informs,shocks,267,267_FFF_him,fff,MismatchMismatchMismatch,obj,Nina informs Gina that Sally shocks,him,3.5804476737976074
TwoEmbedding,informs,shocks,267,267_MMM_his,mmm,MatchMatchMatch,poss,Noah informs Paul that Curtis shocks,his,3.8400444984436035
TwoEmbedding,informs,shocks,267,267_MMF_his,mmf,MatchMatchMismatch,poss,Noah informs Paul that Sally shocks,his,5.119688987731934
TwoEmbedding,informs,shocks,267,267_MFM_his,mfm,MatchMismatchMatch,poss,Noah informs Gina that Curtis shocks,his,4.143589019775391
TwoEmbedding,informs,shocks,267,267_MFF_his,mff,MatchMismatchMismatch,poss,Noah informs Gina that Sally shocks,his,5.974572658538818
TwoEmbedding,informs,shocks,267,267_FMM_his,fmm,MismatchMatchMatch,poss,Nina informs Paul that Curtis shocks,his,3.9199483394622803
TwoEmbedding,informs,shocks,267,267_FMF_his,fmf,MismatchMatchMismatch,poss,Nina informs Paul that Sally shocks,his,5.869939804077148
TwoEmbedding,informs,shocks,267,267_FFM_his,ffm,MismatchMismatchMatch,poss,Nina informs Gina that Curtis shocks,his,4.56766414642334
TwoEmbedding,informs,shocks,267,267_FFF_his,fff,MismatchMismatchMismatch,poss,Nina informs Gina that Sally shocks,his,7.676280498504639
TwoEmbedding,shows,will hinder,268,268_MMM_him,mmm,MatchMatchMatch,obj,Keith shows William that Paul will hinder,him,2.791057825088501
TwoEmbedding,shows,will hinder,268,268_MMF_him,mmf,MatchMatchMismatch,obj,Keith shows William that that daughter will hinder,him,2.0212881565093994
TwoEmbedding,shows,will hinder,268,268_MFM_him,mfm,MatchMismatchMatch,obj,Keith shows Denise that Paul will hinder,him,4.352060317993164
TwoEmbedding,shows,will hinder,268,268_MFF_him,mff,MatchMismatchMismatch,obj,Keith shows Denise that that daughter will hinder,him,3.274163007736206
TwoEmbedding,shows,will hinder,268,268_FMM_him,fmm,MismatchMatchMatch,obj,Julia shows William that Paul will hinder,him,2.9015064239501953
TwoEmbedding,shows,will hinder,268,268_FMF_him,fmf,MismatchMatchMismatch,obj,Julia shows William that that daughter will hinder,him,1.8899929523468018
TwoEmbedding,shows,will hinder,268,268_FFM_him,ffm,MismatchMismatchMatch,obj,Julia shows Denise that Paul will hinder,him,5.256404876708984
TwoEmbedding,shows,will hinder,268,268_FFF_him,fff,MismatchMismatchMismatch,obj,Julia shows Denise that that daughter will hinder,him,4.543118953704834
TwoEmbedding,shows,will hinder,268,268_MMM_his,mmm,MatchMatchMatch,poss,Keith shows William that Paul will hinder,his,2.383826971054077
TwoEmbedding,shows,will hinder,268,268_MMF_his,mmf,MatchMatchMismatch,poss,Keith shows William that that daughter will hinder,his,2.2968103885650635
TwoEmbedding,shows,will hinder,268,268_MFM_his,mfm,MatchMismatchMatch,poss,Keith shows Denise that Paul will hinder,his,3.329697847366333
TwoEmbedding,shows,will hinder,268,268_MFF_his,mff,MatchMismatchMismatch,poss,Keith shows Denise that that daughter will hinder,his,3.9605398178100586
TwoEmbedding,shows,will hinder,268,268_FMM_his,fmm,MismatchMatchMatch,poss,Julia shows William that Paul will hinder,his,2.345108985900879
TwoEmbedding,shows,will hinder,268,268_FMF_his,fmf,MismatchMatchMismatch,poss,Julia shows William that that daughter will hinder,his,2.2636797428131104
TwoEmbedding,shows,will hinder,268,268_FFM_his,ffm,MismatchMismatchMatch,poss,Julia shows Denise that Paul will hinder,his,3.922527313232422
TwoEmbedding,shows,will hinder,268,268_FFF_his,fff,MismatchMismatchMismatch,poss,Julia shows Denise that that daughter will hinder,his,4.921932697296143
TwoEmbedding,shows,had exposed,269,269_MMM_him,mmm,MatchMatchMatch,obj,Gerald shows Michael that that ex-boyfriend had exposed,him,2.142049789428711
TwoEmbedding,shows,had exposed,269,269_MMF_him,mmf,MatchMatchMismatch,obj,Gerald shows Michael that the woman had exposed,him,5.915190696716309
TwoEmbedding,shows,had exposed,269,269_MFM_him,mfm,MatchMismatchMatch,obj,Gerald shows Carol that that ex-boyfriend had exposed,him,3.1047005653381348
TwoEmbedding,shows,had exposed,269,269_MFF_him,mff,MatchMismatchMismatch,obj,Gerald shows Carol that the woman had exposed,him,6.920383453369141
TwoEmbedding,shows,had exposed,269,269_FMM_him,fmm,MismatchMatchMatch,obj,Veronica shows Michael that that ex-boyfriend had exposed,him,2.913626194000244
TwoEmbedding,shows,had exposed,269,269_FMF_him,fmf,MismatchMatchMismatch,obj,Veronica shows Michael that the woman had exposed,him,6.276416778564453
TwoEmbedding,shows,had exposed,269,269_FFM_him,ffm,MismatchMismatchMatch,obj,Veronica shows Carol that that ex-boyfriend had exposed,him,4.346358776092529
TwoEmbedding,shows,had exposed,269,269_FFF_him,fff,MismatchMismatchMismatch,obj,Veronica shows Carol that the woman had exposed,him,6.925668239593506
TwoEmbedding,shows,had exposed,269,269_MMM_his,mmm,MatchMatchMatch,poss,Gerald shows Michael that that ex-boyfriend had exposed,his,2.9815268516540527
TwoEmbedding,shows,had exposed,269,269_MMF_his,mmf,MatchMatchMismatch,poss,Gerald shows Michael that the woman had exposed,his,6.476545810699463
TwoEmbedding,shows,had exposed,269,269_MFM_his,mfm,MatchMismatchMatch,poss,Gerald shows Carol that that ex-boyfriend had exposed,his,3.468217134475708
TwoEmbedding,shows,had exposed,269,269_MFF_his,mff,MatchMismatchMismatch,poss,Gerald shows Carol that the woman had exposed,his,7.3386006355285645
TwoEmbedding,shows,had exposed,269,269_FMM_his,fmm,MismatchMatchMatch,poss,Veronica shows Michael that that ex-boyfriend had exposed,his,3.238685131072998
TwoEmbedding,shows,had exposed,269,269_FMF_his,fmf,MismatchMatchMismatch,poss,Veronica shows Michael that the woman had exposed,his,6.6725897789001465
TwoEmbedding,shows,had exposed,269,269_FFM_his,ffm,MismatchMismatchMatch,poss,Veronica shows Carol that that ex-boyfriend had exposed,his,4.003824234008789
TwoEmbedding,shows,had exposed,269,269_FFF_his,fff,MismatchMismatchMismatch,poss,Veronica shows Carol that the woman had exposed,his,7.393702030181885
TwoEmbedding,shows,fights,270,270_MMM_him,mmm,MatchMatchMatch,obj,That ex-husband shows Adam that Scott fights,him,4.559450626373291
TwoEmbedding,shows,fights,270,270_MMF_him,mmf,MatchMatchMismatch,obj,That ex-husband shows Adam that Sarah fights,him,4.068155288696289
TwoEmbedding,shows,fights,270,270_MFM_him,mfm,MatchMismatchMatch,obj,That ex-husband shows Suzanne that Scott fights,him,5.021072864532471
TwoEmbedding,shows,fights,270,270_MFF_him,mff,MatchMismatchMismatch,obj,That ex-husband shows Suzanne that Sarah fights,him,4.780409812927246
TwoEmbedding,shows,fights,270,270_FMM_him,fmm,MismatchMatchMatch,obj,Dawn shows Adam that Scott fights,him,5.333813190460205
TwoEmbedding,shows,fights,270,270_FMF_him,fmf,MismatchMatchMismatch,obj,Dawn shows Adam that Sarah fights,him,4.481351852416992
TwoEmbedding,shows,fights,270,270_FFM_him,ffm,MismatchMismatchMatch,obj,Dawn shows Suzanne that Scott fights,him,6.656166076660156
TwoEmbedding,shows,fights,270,270_FFF_him,fff,MismatchMismatchMismatch,obj,Dawn shows Suzanne that Sarah fights,him,7.195483684539795
TwoEmbedding,shows,fights,270,270_MMM_his,mmm,MatchMatchMatch,poss,That ex-husband shows Adam that Scott fights,his,5.8468475341796875
TwoEmbedding,shows,fights,270,270_MMF_his,mmf,MatchMatchMismatch,poss,That ex-husband shows Adam that Sarah fights,his,6.375102996826172
TwoEmbedding,shows,fights,270,270_MFM_his,mfm,MatchMismatchMatch,poss,That ex-husband shows Suzanne that Scott fights,his,6.194349765777588
TwoEmbedding,shows,fights,270,270_MFF_his,mff,MatchMismatchMismatch,poss,That ex-husband shows Suzanne that Sarah fights,his,7.6168622970581055
TwoEmbedding,shows,fights,270,270_FMM_his,fmm,MismatchMatchMatch,poss,Dawn shows Adam that Scott fights,his,5.009009838104248
TwoEmbedding,shows,fights,270,270_FMF_his,fmf,MismatchMatchMismatch,poss,Dawn shows Adam that Sarah fights,his,6.535325527191162
TwoEmbedding,shows,fights,270,270_FFM_his,ffm,MismatchMismatchMatch,poss,Dawn shows Suzanne that Scott fights,his,4.870162487030029
TwoEmbedding,shows,fights,270,270_FFF_his,fff,MismatchMismatchMismatch,poss,Dawn shows Suzanne that Sarah fights,his,9.226861953735352
TwoEmbedding,alerted,had embarrassed,271,271_MMM_him,mmm,MatchMatchMatch,obj,Russell alerted the ex-boyfriend that Charles had embarrassed,him,1.4958192110061646
TwoEmbedding,alerted,had embarrassed,271,271_MMF_him,mmf,MatchMatchMismatch,obj,Russell alerted the ex-boyfriend that Diane had embarrassed,him,1.1809364557266235
TwoEmbedding,alerted,had embarrassed,271,271_MFM_him,mfm,MatchMismatchMatch,obj,Russell alerted Nancy that Charles had embarrassed,him,3.035902261734009
TwoEmbedding,alerted,had embarrassed,271,271_MFF_him,mff,MatchMismatchMismatch,obj,Russell alerted Nancy that Diane had embarrassed,him,2.2972917556762695
TwoEmbedding,alerted,had embarrassed,271,271_FMM_him,fmm,MismatchMatchMatch,obj,That girlfriend alerted the ex-boyfriend that Charles had embarrassed,him,2.9991469383239746
TwoEmbedding,alerted,had embarrassed,271,271_FMF_him,fmf,MismatchMatchMismatch,obj,That girlfriend alerted the ex-boyfriend that Diane had embarrassed,him,2.306859016418457
TwoEmbedding,alerted,had embarrassed,271,271_FFM_him,ffm,MismatchMismatchMatch,obj,That girlfriend alerted Nancy that Charles had embarrassed,him,4.133457660675049
TwoEmbedding,alerted,had embarrassed,271,271_FFF_him,fff,MismatchMismatchMismatch,obj,That girlfriend alerted Nancy that Diane had embarrassed,him,4.377638816833496
TwoEmbedding,alerted,had embarrassed,271,271_MMM_his,mmm,MatchMatchMatch,poss,Russell alerted the ex-boyfriend that Charles had embarrassed,his,4.964961528778076
TwoEmbedding,alerted,had embarrassed,271,271_MMF_his,mmf,MatchMatchMismatch,poss,Russell alerted the ex-boyfriend that Diane had embarrassed,his,6.922099590301514
TwoEmbedding,alerted,had embarrassed,271,271_MFM_his,mfm,MatchMismatchMatch,poss,Russell alerted Nancy that Charles had embarrassed,his,4.378203868865967
TwoEmbedding,alerted,had embarrassed,271,271_MFF_his,mff,MatchMismatchMismatch,poss,Russell alerted Nancy that Diane had embarrassed,his,7.986875534057617
TwoEmbedding,alerted,had embarrassed,271,271_FMM_his,fmm,MismatchMatchMatch,poss,That girlfriend alerted the ex-boyfriend that Charles had embarrassed,his,5.784091472625732
TwoEmbedding,alerted,had embarrassed,271,271_FMF_his,fmf,MismatchMatchMismatch,poss,That girlfriend alerted the ex-boyfriend that Diane had embarrassed,his,8.085562705993652
TwoEmbedding,alerted,had embarrassed,271,271_FFM_his,ffm,MismatchMismatchMatch,poss,That girlfriend alerted Nancy that Charles had embarrassed,his,5.664525032043457
TwoEmbedding,alerted,had embarrassed,271,271_FFF_his,fff,MismatchMismatchMismatch,poss,That girlfriend alerted Nancy that Diane had embarrassed,his,9.74507999420166
TwoEmbedding,advises,can't dislike,272,272_MMM_him,mmm,MatchMatchMatch,obj,Adam advises this grandfather that Curtis can't dislike,him,2.2422609329223633
TwoEmbedding,advises,can't dislike,272,272_MMF_him,mmf,MatchMatchMismatch,obj,Adam advises this grandfather that Dawn can't dislike,him,1.6353176832199097
TwoEmbedding,advises,can't dislike,272,272_MFM_him,mfm,MatchMismatchMatch,obj,Adam advises Debra that Curtis can't dislike,him,3.250129461288452
TwoEmbedding,advises,can't dislike,272,272_MFF_him,mff,MatchMismatchMismatch,obj,Adam advises Debra that Dawn can't dislike,him,2.517885446548462
TwoEmbedding,advises,can't dislike,272,272_FMM_him,fmm,MismatchMatchMatch,obj,Sabrina advises this grandfather that Curtis can't dislike,him,1.9803458452224731
TwoEmbedding,advises,can't dislike,272,272_FMF_him,fmf,MismatchMatchMismatch,obj,Sabrina advises this grandfather that Dawn can't dislike,him,1.1572712659835815
TwoEmbedding,advises,can't dislike,272,272_FFM_him,ffm,MismatchMismatchMatch,obj,Sabrina advises Debra that Curtis can't dislike,him,4.103103160858154
TwoEmbedding,advises,can't dislike,272,272_FFF_him,fff,MismatchMismatchMismatch,obj,Sabrina advises Debra that Dawn can't dislike,him,3.501260995864868
TwoEmbedding,advises,can't dislike,272,272_MMM_his,mmm,MatchMatchMatch,poss,Adam advises this grandfather that Curtis can't dislike,his,3.4368181228637695
TwoEmbedding,advises,can't dislike,272,272_MMF_his,mmf,MatchMatchMismatch,poss,Adam advises this grandfather that Dawn can't dislike,his,4.779118061065674
TwoEmbedding,advises,can't dislike,272,272_MFM_his,mfm,MatchMismatchMatch,poss,Adam advises Debra that Curtis can't dislike,his,5.5669636726379395
TwoEmbedding,advises,can't dislike,272,272_MFF_his,mff,MatchMismatchMismatch,poss,Adam advises Debra that Dawn can't dislike,his,7.091942310333252
TwoEmbedding,advises,can't dislike,272,272_FMM_his,fmm,MismatchMatchMatch,poss,Sabrina advises this grandfather that Curtis can't dislike,his,3.3343656063079834
TwoEmbedding,advises,can't dislike,272,272_FMF_his,fmf,MismatchMatchMismatch,poss,Sabrina advises this grandfather that Dawn can't dislike,his,4.695242404937744
TwoEmbedding,advises,can't dislike,272,272_FFM_his,ffm,MismatchMismatchMatch,poss,Sabrina advises Debra that Curtis can't dislike,his,5.877134323120117
TwoEmbedding,advises,can't dislike,272,272_FFF_his,fff,MismatchMismatchMismatch,poss,Sabrina advises Debra that Dawn can't dislike,his,8.147364616394043
TwoEmbedding,showed,boasts about,273,273_MMM_him,mmm,MatchMatchMatch,obj,Phillip showed James that Patrick boasts about,him,4.328079700469971
TwoEmbedding,showed,boasts about,273,273_MMF_him,mmf,MatchMatchMismatch,obj,Phillip showed James that Carrie boasts about,him,5.457516670227051
TwoEmbedding,showed,boasts about,273,273_MFM_him,mfm,MatchMismatchMatch,obj,Phillip showed Stacey that Patrick boasts about,him,4.425337314605713
TwoEmbedding,showed,boasts about,273,273_MFF_him,mff,MatchMismatchMismatch,obj,Phillip showed Stacey that Carrie boasts about,him,5.753026008605957
TwoEmbedding,showed,boasts about,273,273_FMM_him,fmm,MismatchMatchMatch,obj,Beth showed James that Patrick boasts about,him,5.194972515106201
TwoEmbedding,showed,boasts about,273,273_FMF_him,fmf,MismatchMatchMismatch,obj,Beth showed James that Carrie boasts about,him,5.995346546173096
TwoEmbedding,showed,boasts about,273,273_FFM_him,ffm,MismatchMismatchMatch,obj,Beth showed Stacey that Patrick boasts about,him,5.279935359954834
TwoEmbedding,showed,boasts about,273,273_FFF_him,fff,MismatchMismatchMismatch,obj,Beth showed Stacey that Carrie boasts about,him,6.679450511932373
TwoEmbedding,showed,boasts about,273,273_MMM_his,mmm,MatchMatchMatch,poss,Phillip showed James that Patrick boasts about,his,2.3248486518859863
TwoEmbedding,showed,boasts about,273,273_MMF_his,mmf,MatchMatchMismatch,poss,Phillip showed James that Carrie boasts about,his,4.497009754180908
TwoEmbedding,showed,boasts about,273,273_MFM_his,mfm,MatchMismatchMatch,poss,Phillip showed Stacey that Patrick boasts about,his,2.432263135910034
TwoEmbedding,showed,boasts about,273,273_MFF_his,mff,MatchMismatchMismatch,poss,Phillip showed Stacey that Carrie boasts about,his,5.333014011383057
TwoEmbedding,showed,boasts about,273,273_FMM_his,fmm,MismatchMatchMatch,poss,Beth showed James that Patrick boasts about,his,2.2760303020477295
TwoEmbedding,showed,boasts about,273,273_FMF_his,fmf,MismatchMatchMismatch,poss,Beth showed James that Carrie boasts about,his,4.964762210845947
TwoEmbedding,showed,boasts about,273,273_FFM_his,ffm,MismatchMismatchMatch,poss,Beth showed Stacey that Patrick boasts about,his,2.4075138568878174
TwoEmbedding,showed,boasts about,273,273_FFF_his,fff,MismatchMismatchMismatch,poss,Beth showed Stacey that Carrie boasts about,his,6.191429138183594
TwoEmbedding,shows,isn't teaching,274,274_MMM_him,mmm,MatchMatchMatch,obj,George shows the grandfather that Mark isn't teaching,him,2.1511411666870117
TwoEmbedding,shows,isn't teaching,274,274_MMF_him,mmf,MatchMatchMismatch,obj,George shows the grandfather that Florence isn't teaching,him,2.4519424438476562
TwoEmbedding,shows,isn't teaching,274,274_MFM_him,mfm,MatchMismatchMatch,obj,George shows this woman that Mark isn't teaching,him,4.904393672943115
TwoEmbedding,shows,isn't teaching,274,274_MFF_him,mff,MatchMismatchMismatch,obj,George shows this woman that Florence isn't teaching,him,3.2343196868896484
TwoEmbedding,shows,isn't teaching,274,274_FMM_him,fmm,MismatchMatchMatch,obj,Kimberley shows the grandfather that Mark isn't teaching,him,2.1989705562591553
TwoEmbedding,shows,isn't teaching,274,274_FMF_him,fmf,MismatchMatchMismatch,obj,Kimberley shows the grandfather that Florence isn't teaching,him,2.2441022396087646
TwoEmbedding,shows,isn't teaching,274,274_FFM_him,ffm,MismatchMismatchMatch,obj,Kimberley shows this woman that Mark isn't teaching,him,6.233748435974121
TwoEmbedding,shows,isn't teaching,274,274_FFF_him,fff,MismatchMismatchMismatch,obj,Kimberley shows this woman that Florence isn't teaching,him,4.210063457489014
TwoEmbedding,shows,isn't teaching,274,274_MMM_his,mmm,MatchMatchMatch,poss,George shows the grandfather that Mark isn't teaching,his,2.865950584411621
TwoEmbedding,shows,isn't teaching,274,274_MMF_his,mmf,MatchMatchMismatch,poss,George shows the grandfather that Florence isn't teaching,his,5.1249775886535645
TwoEmbedding,shows,isn't teaching,274,274_MFM_his,mfm,MatchMismatchMatch,poss,George shows this woman that Mark isn't teaching,his,4.37505578994751
TwoEmbedding,shows,isn't teaching,274,274_MFF_his,mff,MatchMismatchMismatch,poss,George shows this woman that Florence isn't teaching,his,7.003027439117432
TwoEmbedding,shows,isn't teaching,274,274_FMM_his,fmm,MismatchMatchMatch,poss,Kimberley shows the grandfather that Mark isn't teaching,his,2.3804848194122314
TwoEmbedding,shows,isn't teaching,274,274_FMF_his,fmf,MismatchMatchMismatch,poss,Kimberley shows the grandfather that Florence isn't teaching,his,4.343843936920166
TwoEmbedding,shows,isn't teaching,274,274_FFM_his,ffm,MismatchMismatchMatch,poss,Kimberley shows this woman that Mark isn't teaching,his,4.134526252746582
TwoEmbedding,shows,isn't teaching,274,274_FFF_his,fff,MismatchMismatchMismatch,poss,Kimberley shows this woman that Florence isn't teaching,his,7.522277355194092
TwoEmbedding,warns,hasn't fought,275,275_MMM_him,mmm,MatchMatchMatch,obj,John warns this nephew that Gary hasn't fought,him,4.760746479034424
TwoEmbedding,warns,hasn't fought,275,275_MMF_him,mmf,MatchMatchMismatch,obj,John warns this nephew that the grandmother hasn't fought,him,4.793116569519043
TwoEmbedding,warns,hasn't fought,275,275_MFM_him,mfm,MatchMismatchMatch,obj,John warns Kirsten that Gary hasn't fought,him,6.5881476402282715
TwoEmbedding,warns,hasn't fought,275,275_MFF_him,mff,MatchMismatchMismatch,obj,John warns Kirsten that the grandmother hasn't fought,him,6.086734294891357
TwoEmbedding,warns,hasn't fought,275,275_FMM_him,fmm,MismatchMatchMatch,obj,Kathleen warns this nephew that Gary hasn't fought,him,4.617237567901611
TwoEmbedding,warns,hasn't fought,275,275_FMF_him,fmf,MismatchMatchMismatch,obj,Kathleen warns this nephew that the grandmother hasn't fought,him,4.466568470001221
TwoEmbedding,warns,hasn't fought,275,275_FFM_him,ffm,MismatchMismatchMatch,obj,Kathleen warns Kirsten that Gary hasn't fought,him,6.515251636505127
TwoEmbedding,warns,hasn't fought,275,275_FFF_him,fff,MismatchMismatchMismatch,obj,Kathleen warns Kirsten that the grandmother hasn't fought,him,6.103296279907227
TwoEmbedding,warns,hasn't fought,275,275_MMM_his,mmm,MatchMatchMatch,poss,John warns this nephew that Gary hasn't fought,his,5.25324010848999
TwoEmbedding,warns,hasn't fought,275,275_MMF_his,mmf,MatchMatchMismatch,poss,John warns this nephew that the grandmother hasn't fought,his,6.684664249420166
TwoEmbedding,warns,hasn't fought,275,275_MFM_his,mfm,MatchMismatchMatch,poss,John warns Kirsten that Gary hasn't fought,his,4.467391014099121
TwoEmbedding,warns,hasn't fought,275,275_MFF_his,mff,MatchMismatchMismatch,poss,John warns Kirsten that the grandmother hasn't fought,his,7.505321502685547
TwoEmbedding,warns,hasn't fought,275,275_FMM_his,fmm,MismatchMatchMatch,poss,Kathleen warns this nephew that Gary hasn't fought,his,4.882377624511719
TwoEmbedding,warns,hasn't fought,275,275_FMF_his,fmf,MismatchMatchMismatch,poss,Kathleen warns this nephew that the grandmother hasn't fought,his,6.772604465484619
TwoEmbedding,warns,hasn't fought,275,275_FFM_his,ffm,MismatchMismatchMatch,poss,Kathleen warns Kirsten that Gary hasn't fought,his,4.377739429473877
TwoEmbedding,warns,hasn't fought,275,275_FFF_his,fff,MismatchMismatchMismatch,poss,Kathleen warns Kirsten that the grandmother hasn't fought,his,7.977494716644287
TwoEmbedding,warns,can't aggravate,276,276_MMM_him,mmm,MatchMatchMatch,obj,Andrew warns that guy that the grandson can't aggravate,him,3.735297918319702
TwoEmbedding,warns,can't aggravate,276,276_MMF_him,mmf,MatchMatchMismatch,obj,Andrew warns that guy that Paula can't aggravate,him,3.8478167057037354
TwoEmbedding,warns,can't aggravate,276,276_MFM_him,mfm,MatchMismatchMatch,obj,Andrew warns this niece that the grandson can't aggravate,him,5.011188983917236
TwoEmbedding,warns,can't aggravate,276,276_MFF_him,mff,MatchMismatchMismatch,obj,Andrew warns this niece that Paula can't aggravate,him,2.468559980392456
TwoEmbedding,warns,can't aggravate,276,276_FMM_him,fmm,MismatchMatchMatch,obj,Cindy warns that guy that the grandson can't aggravate,him,4.191137313842773
TwoEmbedding,warns,can't aggravate,276,276_FMF_him,fmf,MismatchMatchMismatch,obj,Cindy warns that guy that Paula can't aggravate,him,5.247387886047363
TwoEmbedding,warns,can't aggravate,276,276_FFM_him,ffm,MismatchMismatchMatch,obj,Cindy warns this niece that the grandson can't aggravate,him,5.572974681854248
TwoEmbedding,warns,can't aggravate,276,276_FFF_him,fff,MismatchMismatchMismatch,obj,Cindy warns this niece that Paula can't aggravate,him,3.5046393871307373
TwoEmbedding,warns,can't aggravate,276,276_MMM_his,mmm,MatchMatchMatch,poss,Andrew warns that guy that the grandson can't aggravate,his,3.9215731620788574
TwoEmbedding,warns,can't aggravate,276,276_MMF_his,mmf,MatchMatchMismatch,poss,Andrew warns that guy that Paula can't aggravate,his,6.629438400268555
TwoEmbedding,warns,can't aggravate,276,276_MFM_his,mfm,MatchMismatchMatch,poss,Andrew warns this niece that the grandson can't aggravate,his,2.692070960998535
TwoEmbedding,warns,can't aggravate,276,276_MFF_his,mff,MatchMismatchMismatch,poss,Andrew warns this niece that Paula can't aggravate,his,4.793293476104736
TwoEmbedding,warns,can't aggravate,276,276_FMM_his,fmm,MismatchMatchMatch,poss,Cindy warns that guy that the grandson can't aggravate,his,4.632035732269287
TwoEmbedding,warns,can't aggravate,276,276_FMF_his,fmf,MismatchMatchMismatch,poss,Cindy warns that guy that Paula can't aggravate,his,8.417494773864746
TwoEmbedding,warns,can't aggravate,276,276_FFM_his,ffm,MismatchMismatchMatch,poss,Cindy warns this niece that the grandson can't aggravate,his,3.034301519393921
TwoEmbedding,warns,can't aggravate,276,276_FFF_his,fff,MismatchMismatchMismatch,poss,Cindy warns this niece that Paula can't aggravate,his,6.250759124755859
TwoEmbedding,warned,wasn't describing,277,277_MMM_him,mmm,MatchMatchMatch,obj,Kenneth warned Randolf that Dan wasn't describing,him,4.963197231292725
TwoEmbedding,warned,wasn't describing,277,277_MMF_him,mmf,MatchMatchMismatch,obj,Kenneth warned Randolf that Suzanne wasn't describing,him,5.539543151855469
TwoEmbedding,warned,wasn't describing,277,277_MFM_him,mfm,MatchMismatchMatch,obj,Kenneth warned Nicole that Dan wasn't describing,him,7.066229820251465
TwoEmbedding,warned,wasn't describing,277,277_MFF_him,mff,MatchMismatchMismatch,obj,Kenneth warned Nicole that Suzanne wasn't describing,him,7.6015753746032715
TwoEmbedding,warned,wasn't describing,277,277_FMM_him,fmm,MismatchMatchMatch,obj,Denise warned Randolf that Dan wasn't describing,him,4.966377258300781
TwoEmbedding,warned,wasn't describing,277,277_FMF_him,fmf,MismatchMatchMismatch,obj,Denise warned Randolf that Suzanne wasn't describing,him,5.722967147827148
TwoEmbedding,warned,wasn't describing,277,277_FFM_him,ffm,MismatchMismatchMatch,obj,Denise warned Nicole that Dan wasn't describing,him,6.8508477210998535
TwoEmbedding,warned,wasn't describing,277,277_FFF_him,fff,MismatchMismatchMismatch,obj,Denise warned Nicole that Suzanne wasn't describing,him,7.610874176025391
TwoEmbedding,warned,wasn't describing,277,277_MMM_his,mmm,MatchMatchMatch,poss,Kenneth warned Randolf that Dan wasn't describing,his,4.419009685516357
TwoEmbedding,warned,wasn't describing,277,277_MMF_his,mmf,MatchMatchMismatch,poss,Kenneth warned Randolf that Suzanne wasn't describing,his,5.448121547698975
TwoEmbedding,warned,wasn't describing,277,277_MFM_his,mfm,MatchMismatchMatch,poss,Kenneth warned Nicole that Dan wasn't describing,his,4.641563892364502
TwoEmbedding,warned,wasn't describing,277,277_MFF_his,mff,MatchMismatchMismatch,poss,Kenneth warned Nicole that Suzanne wasn't describing,his,7.778028964996338
TwoEmbedding,warned,wasn't describing,277,277_FMM_his,fmm,MismatchMatchMatch,poss,Denise warned Randolf that Dan wasn't describing,his,4.569570541381836
TwoEmbedding,warned,wasn't describing,277,277_FMF_his,fmf,MismatchMatchMismatch,poss,Denise warned Randolf that Suzanne wasn't describing,his,5.805964946746826
TwoEmbedding,warned,wasn't describing,277,277_FFM_his,ffm,MismatchMismatchMatch,poss,Denise warned Nicole that Dan wasn't describing,his,4.731863021850586
TwoEmbedding,warned,wasn't describing,277,277_FFF_his,fff,MismatchMismatchMismatch,poss,Denise warned Nicole that Suzanne wasn't describing,his,7.972914695739746
TwoEmbedding,advised,can't impress,278,278_MMM_him,mmm,MatchMatchMatch,obj,Rodney advised Russell that James can't impress,him,4.125527381896973
TwoEmbedding,advised,can't impress,278,278_MMF_him,mmf,MatchMatchMismatch,obj,Rodney advised Russell that Carrie can't impress,him,2.1751019954681396
TwoEmbedding,advised,can't impress,278,278_MFM_him,mfm,MatchMismatchMatch,obj,Rodney advised Heidi that James can't impress,him,6.545508861541748
TwoEmbedding,advised,can't impress,278,278_MFF_him,mff,MatchMismatchMismatch,obj,Rodney advised Heidi that Carrie can't impress,him,2.928267002105713
TwoEmbedding,advised,can't impress,278,278_FMM_him,fmm,MismatchMatchMatch,obj,Theresa advised Russell that James can't impress,him,5.593321323394775
TwoEmbedding,advised,can't impress,278,278_FMF_him,fmf,MismatchMatchMismatch,obj,Theresa advised Russell that Carrie can't impress,him,2.6963002681732178
TwoEmbedding,advised,can't impress,278,278_FFM_him,ffm,MismatchMismatchMatch,obj,Theresa advised Heidi that James can't impress,him,7.320193290710449
TwoEmbedding,advised,can't impress,278,278_FFF_him,fff,MismatchMismatchMismatch,obj,Theresa advised Heidi that Carrie can't impress,him,3.953892707824707
TwoEmbedding,advised,can't impress,278,278_MMM_his,mmm,MatchMatchMatch,poss,Rodney advised Russell that James can't impress,his,4.017027854919434
TwoEmbedding,advised,can't impress,278,278_MMF_his,mmf,MatchMatchMismatch,poss,Rodney advised Russell that Carrie can't impress,his,6.6165771484375
