exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-1.3B_surp
simple,distracted,163,163_F_him,f,Mismatch,obj,Colleen distracted,him,3.5388224124908447
simple,distracted,163,163_F_his,f,Mismatch,poss,Colleen distracted,his,7.487269401550293
simple,was escaping from,164,164_M_him,m,Match,obj,Carlos was escaping from,him,6.397535800933838
simple,was escaping from,164,164_M_his,m,Match,poss,Carlos was escaping from,his,3.3364264965057373
simple,was escaping from,164,164_F_him,f,Mismatch,obj,Lisa was escaping from,him,5.7815985679626465
simple,was escaping from,164,164_F_his,f,Mismatch,poss,Lisa was escaping from,his,6.131838321685791
simple,insults,165,165_M_him,m,Match,obj,Carl insults,him,3.717567205429077
simple,insults,165,165_M_his,m,Match,poss,Carl insults,his,4.323681831359863
simple,insults,165,165_F_him,f,Mismatch,obj,Irene insults,him,4.127648830413818
simple,insults,165,165_F_his,f,Mismatch,poss,Irene insults,his,5.015196323394775
simple,forgave,166,166_M_him,m,Match,obj,Raymond forgave,him,4.228172302246094
simple,forgave,166,166_M_his,m,Match,poss,Raymond forgave,his,2.9308712482452393
simple,forgave,166,166_F_him,f,Mismatch,obj,Stephanie forgave,him,2.8629112243652344
simple,forgave,166,166_F_his,f,Mismatch,poss,Stephanie forgave,his,5.839513301849365
simple,hadn't returned to,167,167_M_him,m,Match,obj,Noah hadn't returned to,him,6.694491863250732
simple,hadn't returned to,167,167_M_his,m,Match,poss,Noah hadn't returned to,his,3.1874797344207764
simple,hadn't returned to,167,167_F_him,f,Mismatch,obj,Bethany hadn't returned to,him,6.866028308868408
simple,hadn't returned to,167,167_F_his,f,Mismatch,poss,Bethany hadn't returned to,his,5.698622226715088
simple,had struck,168,168_M_him,m,Match,obj,Douglas had struck,him,3.4563608169555664
simple,had struck,168,168_M_his,m,Match,poss,Douglas had struck,his,5.8419270515441895
simple,had struck,168,168_F_him,f,Mismatch,obj,Jill had struck,him,3.371812582015991
simple,had struck,168,168_F_his,f,Mismatch,poss,Jill had struck,his,6.680758953094482
simple,is researching,169,169_M_him,m,Match,obj,Rodney is researching,him,11.281975746154785
simple,is researching,169,169_M_his,m,Match,poss,Rodney is researching,his,5.023000717163086
simple,is researching,169,169_F_him,f,Mismatch,obj,Victoria is researching,him,12.384767532348633
simple,is researching,169,169_F_his,f,Mismatch,poss,Victoria is researching,his,7.5041046142578125
simple,isn't praising,170,170_M_him,m,Match,obj,Chad isn't praising,him,4.451400279998779
simple,isn't praising,170,170_M_his,m,Match,poss,Chad isn't praising,his,4.802552700042725
simple,isn't praising,170,170_F_him,f,Mismatch,obj,Tanya isn't praising,him,4.259856224060059
simple,isn't praising,170,170_F_his,f,Mismatch,poss,Tanya isn't praising,his,5.439463138580322
simple,annoys,171,171_M_him,m,Match,obj,Raymond annoys,him,5.132333755493164
simple,annoys,171,171_M_his,m,Match,poss,Raymond annoys,his,4.378257751464844
simple,annoys,171,171_F_him,f,Mismatch,obj,Tara annoys,him,4.612327575683594
simple,annoys,171,171_F_his,f,Mismatch,poss,Tara annoys,his,6.520153999328613
simple,fights,172,172_M_him,m,Match,obj,Kenneth fights,him,9.080828666687012
simple,fights,172,172_M_his,m,Match,poss,Kenneth fights,his,5.724970817565918
simple,fights,172,172_F_him,f,Mismatch,obj,April fights,him,12.140772819519043
simple,fights,172,172_F_his,f,Mismatch,poss,April fights,his,6.546504497528076
simple,overwhelmed,173,173_M_him,m,Match,obj,Paul overwhelmed,him,3.7731761932373047
simple,overwhelmed,173,173_M_his,m,Match,poss,Paul overwhelmed,his,5.222046852111816
simple,overwhelmed,173,173_F_him,f,Mismatch,obj,Janet overwhelmed,him,3.5762102603912354
simple,overwhelmed,173,173_F_his,f,Mismatch,poss,Janet overwhelmed,his,6.273832321166992
simple,insulted,174,174_M_him,m,Match,obj,Bruce insulted,him,3.391281843185425
simple,insulted,174,174_M_his,m,Match,poss,Bruce insulted,his,4.908998966217041
simple,insulted,174,174_F_him,f,Mismatch,obj,Kimberley insulted,him,3.1278717517852783
simple,insulted,174,174_F_his,f,Mismatch,poss,Kimberley insulted,his,5.302267074584961
simple,is returning to,175,175_M_him,m,Match,obj,Jerry is returning to,him,10.681833267211914
simple,is returning to,175,175_M_his,m,Match,poss,Jerry is returning to,his,3.759046792984009
simple,is returning to,175,175_F_him,f,Mismatch,obj,Maria is returning to,him,10.83991813659668
simple,is returning to,175,175_F_his,f,Mismatch,poss,Maria is returning to,his,7.159541130065918
simple,has scanned,176,176_M_him,m,Match,obj,Todd has scanned,him,9.288434982299805
simple,has scanned,176,176_M_his,m,Match,poss,Todd has scanned,his,4.822628974914551
simple,has scanned,176,176_F_him,f,Mismatch,obj,Monica has scanned,him,12.058633804321289
simple,has scanned,176,176_F_his,f,Mismatch,poss,Monica has scanned,his,9.345222473144531
simple,scared,177,177_M_him,m,Match,obj,Gary scared,him,8.660700798034668
simple,scared,177,177_M_his,m,Match,poss,Gary scared,his,9.89416217803955
simple,scared,177,177_F_him,f,Mismatch,obj,Tamara scared,him,7.364806175231934
simple,scared,177,177_F_his,f,Mismatch,poss,Tamara scared,his,9.50771713256836
simple,hasn't talked about,178,178_M_him,m,Match,obj,Noah hasn't talked about,him,6.85170841217041
simple,hasn't talked about,178,178_M_his,m,Match,poss,Noah hasn't talked about,his,3.6707234382629395
simple,hasn't talked about,178,178_F_him,f,Mismatch,obj,The woman hasn't talked about,him,5.164590358734131
simple,hasn't talked about,178,178_F_his,f,Mismatch,poss,The woman hasn't talked about,his,7.6046366691589355
simple,wasn't writing,179,179_M_him,m,Match,obj,Adam wasn't writing,him,9.483460426330566
simple,wasn't writing,179,179_M_his,m,Match,poss,Adam wasn't writing,his,6.051077365875244
simple,wasn't writing,179,179_F_him,f,Mismatch,obj,Maria wasn't writing,him,8.210044860839844
simple,wasn't writing,179,179_F_his,f,Mismatch,poss,Maria wasn't writing,his,8.627524375915527
simple,might lose,180,180_M_him,m,Match,obj,Scott might lose,him,6.731680870056152
simple,might lose,180,180_M_his,m,Match,poss,Scott might lose,his,1.5573842525482178
simple,might lose,180,180_F_him,f,Mismatch,obj,That ex-girlfriend might lose,him,6.349181175231934
simple,might lose,180,180_F_his,f,Mismatch,poss,That ex-girlfriend might lose,his,6.050926685333252
simple,wasn't referencing,181,181_M_him,m,Match,obj,Brad wasn't referencing,him,6.665471076965332
simple,wasn't referencing,181,181_M_his,m,Match,poss,Brad wasn't referencing,his,5.20337438583374
simple,wasn't referencing,181,181_F_him,f,Mismatch,obj,Ann wasn't referencing,him,6.411219596862793
simple,wasn't referencing,181,181_F_his,f,Mismatch,poss,Ann wasn't referencing,his,5.008486747741699
simple,meets,182,182_M_him,m,Match,obj,The boy meets,him,6.336795806884766
simple,meets,182,182_M_his,m,Match,poss,The boy meets,his,2.8986918926239014
simple,meets,182,182_F_him,f,Mismatch,obj,Meredith meets,him,6.232283592224121
simple,meets,182,182_F_his,f,Mismatch,poss,Meredith meets,his,6.4532084465026855
simple,is embarrassing,183,183_M_him,m,Match,obj,Frank is embarrassing,him,7.867581367492676
simple,is embarrassing,183,183_M_his,m,Match,poss,Frank is embarrassing,his,8.246269226074219
simple,is embarrassing,183,183_F_him,f,Mismatch,obj,Melanie is embarrassing,him,7.399585247039795
simple,is embarrassing,183,183_F_his,f,Mismatch,poss,Melanie is embarrassing,his,10.089832305908203
simple,knows,184,184_M_him,m,Match,obj,Carlos knows,him,8.210833549499512
simple,knows,184,184_M_his,m,Match,poss,Carlos knows,his,5.058145046234131
simple,knows,184,184_F_him,f,Mismatch,obj,Naomi knows,him,8.990081787109375
simple,knows,184,184_F_his,f,Mismatch,poss,Naomi knows,his,6.015364170074463
simple,upset,185,185_M_him,m,Match,obj,Noah upset,him,6.794990539550781
simple,upset,185,185_M_his,m,Match,poss,Noah upset,his,4.4732346534729
simple,upset,185,185_F_him,f,Mismatch,obj,Tara upset,him,7.0646491050720215
simple,upset,185,185_F_his,f,Mismatch,poss,Tara upset,his,7.340324878692627
simple,noticed,186,186_M_him,m,Match,obj,Curtis noticed,him,5.998340606689453
simple,noticed,186,186_M_his,m,Match,poss,Curtis noticed,his,5.963710784912109
simple,noticed,186,186_F_him,f,Mismatch,obj,Wendy noticed,him,6.857562065124512
simple,noticed,186,186_F_his,f,Mismatch,poss,Wendy noticed,his,7.292346477508545
simple,alarmed,187,187_M_him,m,Match,obj,George alarmed,him,6.759535312652588
simple,alarmed,187,187_M_his,m,Match,poss,George alarmed,his,6.667657375335693
simple,alarmed,187,187_F_him,f,Mismatch,obj,Martha alarmed,him,3.7364578247070312
simple,alarmed,187,187_F_his,f,Mismatch,poss,Martha alarmed,his,7.309419631958008
simple,discovered,188,188_M_him,m,Match,obj,Carl discovered,him,6.53387451171875
simple,discovered,188,188_M_his,m,Match,poss,Carl discovered,his,5.582794666290283
simple,discovered,188,188_F_him,f,Mismatch,obj,Irene discovered,him,7.838469505310059
simple,discovered,188,188_F_his,f,Mismatch,poss,Irene discovered,his,7.147458076477051
simple,was astounding,189,189_M_him,m,Match,obj,Adam was astounding,him,10.93327808380127
simple,was astounding,189,189_M_his,m,Match,poss,Adam was astounding,his,9.685458183288574
simple,was astounding,189,189_F_him,f,Mismatch,obj,Natalie was astounding,him,12.922419548034668
simple,was astounding,189,189_F_his,f,Mismatch,poss,Natalie was astounding,his,12.740981101989746
simple,has cared for,190,190_M_him,m,Match,obj,Joel has cared for,him,5.130470275878906
simple,has cared for,190,190_M_his,m,Match,poss,Joel has cared for,his,4.876109600067139
simple,has cared for,190,190_F_him,f,Mismatch,obj,Carmen has cared for,him,4.203496932983398
simple,has cared for,190,190_F_his,f,Mismatch,poss,Carmen has cared for,his,4.97721004486084
simple,met,191,191_M_him,m,Match,obj,Dan met,him,7.889111042022705
simple,met,191,191_M_his,m,Match,poss,Dan met,his,6.264933109283447
simple,met,191,191_F_him,f,Mismatch,obj,Margaret met,him,5.920334815979004
simple,met,191,191_F_his,f,Mismatch,poss,Margaret met,his,6.880773067474365
simple,is disgusting,192,192_M_him,m,Match,obj,Lawrence is disgusting,him,13.569841384887695
simple,is disgusting,192,192_M_his,m,Match,poss,Lawrence is disgusting,his,10.125678062438965
simple,is disgusting,192,192_F_him,f,Mismatch,obj,Ann is disgusting,him,13.93712043762207
simple,is disgusting,192,192_F_his,f,Mismatch,poss,Ann is disgusting,his,12.215170860290527
simple,had chosen,193,193_M_him,m,Match,obj,Douglas had chosen,him,7.04240608215332
simple,had chosen,193,193_M_his,m,Match,poss,Douglas had chosen,his,4.6389641761779785
simple,had chosen,193,193_F_him,f,Mismatch,obj,The daughter had chosen,him,4.478809833526611
simple,had chosen,193,193_F_his,f,Mismatch,poss,The daughter had chosen,his,7.3322601318359375
simple,has disagreed with,194,194_M_him,m,Match,obj,This nephew has disagreed with,him,5.0056071281433105
simple,has disagreed with,194,194_M_his,m,Match,poss,This nephew has disagreed with,his,3.67234206199646
simple,has disagreed with,194,194_F_him,f,Mismatch,obj,That daughter has disagreed with,him,3.876481294631958
simple,has disagreed with,194,194_F_his,f,Mismatch,poss,That daughter has disagreed with,his,5.128297328948975
simple,exposes,195,195_M_him,m,Match,obj,The nephew exposes,him,4.795917987823486
simple,exposes,195,195_M_his,m,Match,poss,The nephew exposes,his,2.75136137008667
simple,exposes,195,195_F_him,f,Mismatch,obj,That waitress exposes,him,5.480953216552734
simple,exposes,195,195_F_his,f,Mismatch,poss,That waitress exposes,his,6.260027885437012
simple,scares,196,196_M_him,m,Match,obj,James scares,him,6.379251956939697
simple,scares,196,196_M_his,m,Match,poss,James scares,his,6.210136413574219
simple,scares,196,196_F_him,f,Mismatch,obj,Heidi scares,him,3.6798055171966553
simple,scares,196,196_F_his,f,Mismatch,poss,Heidi scares,his,7.867941856384277
simple,shouldn't attack,197,197_M_him,m,Match,obj,Alan shouldn't attack,him,4.067054271697998
simple,shouldn't attack,197,197_M_his,m,Match,poss,Alan shouldn't attack,his,5.927852630615234
simple,shouldn't attack,197,197_F_him,f,Mismatch,obj,The dancer shouldn't attack,him,3.964421510696411
simple,shouldn't attack,197,197_F_his,f,Mismatch,poss,The dancer shouldn't attack,his,6.9079718589782715
simple,hasn't found,198,198_M_him,m,Match,obj,Raymond hasn't found,him,5.672234058380127
simple,hasn't found,198,198_M_his,m,Match,poss,Raymond hasn't found,his,4.387953758239746
simple,hasn't found,198,198_F_him,f,Mismatch,obj,Janice hasn't found,him,5.683062553405762
simple,hasn't found,198,198_F_his,f,Mismatch,poss,Janice hasn't found,his,6.642012596130371
simple,forgot,199,199_M_him,m,Match,obj,Joel forgot,him,9.044922828674316
simple,forgot,199,199_M_his,m,Match,poss,Joel forgot,his,3.7170023918151855
simple,forgot,199,199_F_him,f,Mismatch,obj,Heather forgot,him,8.42337703704834
simple,forgot,199,199_F_his,f,Mismatch,poss,Heather forgot,his,5.335129737854004
simple,leads,200,200_M_him,m,Match,obj,Noah leads,him,7.717093467712402
simple,leads,200,200_M_his,m,Match,poss,Noah leads,his,4.184004783630371
simple,leads,200,200_F_him,f,Mismatch,obj,Elizabeth leads,him,7.366422176361084
simple,leads,200,200_F_his,f,Mismatch,poss,Elizabeth leads,his,8.516570091247559
simple,hasn't escaped from,201,201_M_him,m,Match,obj,William hasn't escaped from,him,6.6145243644714355
simple,hasn't escaped from,201,201_M_his,m,Match,poss,William hasn't escaped from,his,3.4390671253204346
simple,hasn't escaped from,201,201_F_him,f,Mismatch,obj,Patricia hasn't escaped from,him,7.711201190948486
simple,hasn't escaped from,201,201_F_his,f,Mismatch,poss,Patricia hasn't escaped from,his,6.538333892822266
simple,didn't investigate,202,202_M_him,m,Match,obj,This father didn't investigate,him,6.761880397796631
simple,didn't investigate,202,202_M_his,m,Match,poss,This father didn't investigate,his,4.473081111907959
simple,didn't investigate,202,202_F_him,f,Mismatch,obj,Stacy didn't investigate,him,6.152168273925781
simple,didn't investigate,202,202_F_his,f,Mismatch,poss,Stacy didn't investigate,his,5.779536247253418
simple,distracts,203,203_M_him,m,Match,obj,George distracts,him,6.24762487411499
simple,distracts,203,203_M_his,m,Match,poss,George distracts,his,5.288756847381592
simple,distracts,203,203_F_him,f,Mismatch,obj,Jill distracts,him,4.169567584991455
simple,distracts,203,203_F_his,f,Mismatch,poss,Jill distracts,his,6.581496715545654
simple,exposes,204,204_M_him,m,Match,obj,Liam exposes,him,7.641325950622559
simple,exposes,204,204_M_his,m,Match,poss,Liam exposes,his,5.265315532684326
simple,exposes,204,204_F_him,f,Mismatch,obj,Barbara exposes,him,7.49507474899292
simple,exposes,204,204_F_his,f,Mismatch,poss,Barbara exposes,his,5.4677252769470215
simple,isn't boasting about,205,205_M_him,m,Match,obj,This boy isn't boasting about,him,9.333379745483398
simple,isn't boasting about,205,205_M_his,m,Match,poss,This boy isn't boasting about,his,1.7734771966934204
simple,isn't boasting about,205,205_F_him,f,Mismatch,obj,Sarah isn't boasting about,him,8.788064002990723
simple,isn't boasting about,205,205_F_his,f,Mismatch,poss,Sarah isn't boasting about,his,5.592336654663086
simple,would talk about,206,206_M_him,m,Match,obj,Alan would talk about,him,7.2415618896484375
simple,would talk about,206,206_M_his,m,Match,poss,Alan would talk about,his,3.5112252235412598
simple,would talk about,206,206_F_him,f,Mismatch,obj,That daughter would talk about,him,4.40104341506958
simple,would talk about,206,206_F_his,f,Mismatch,poss,That daughter would talk about,his,6.0890703201293945
simple,will care for,207,207_M_him,m,Match,obj,That guy will care for,him,4.865212440490723
simple,will care for,207,207_M_his,m,Match,poss,That guy will care for,his,4.05411434173584
simple,will care for,207,207_F_him,f,Mismatch,obj,Leslie will care for,him,4.082451343536377
simple,will care for,207,207_F_his,f,Mismatch,poss,Leslie will care for,his,5.6596784591674805
simple,disliked,208,208_M_him,m,Match,obj,Charles disliked,him,4.813857078552246
simple,disliked,208,208_M_his,m,Match,poss,Charles disliked,his,4.755602836608887
simple,disliked,208,208_F_him,f,Mismatch,obj,Tracy disliked,him,5.207226276397705
simple,disliked,208,208_F_his,f,Mismatch,poss,Tracy disliked,his,5.487626552581787
simple,thought about,209,209_M_him,m,Match,obj,Bruce thought about,him,7.394478797912598
simple,thought about,209,209_M_his,m,Match,poss,Bruce thought about,his,4.026132583618164
simple,thought about,209,209_F_him,f,Mismatch,obj,Judy thought about,him,6.57265043258667
simple,thought about,209,209_F_his,f,Mismatch,poss,Judy thought about,his,5.706894874572754
simple,hides,210,210_M_him,m,Match,obj,Ronald hides,him,8.170308113098145
simple,hides,210,210_M_his,m,Match,poss,Ronald hides,his,2.9163994789123535
simple,hides,210,210_F_him,f,Mismatch,obj,Emily hides,him,7.286831378936768
simple,hides,210,210_F_his,f,Mismatch,poss,Emily hides,his,4.51576566696167
simple,hasn't chosen,211,211_M_him,m,Match,obj,Roger hasn't chosen,him,7.376466274261475
simple,hasn't chosen,211,211_M_his,m,Match,poss,Roger hasn't chosen,his,3.866328477859497
simple,hasn't chosen,211,211_F_him,f,Mismatch,obj,The niece hasn't chosen,him,5.253699779510498
simple,hasn't chosen,211,211_F_his,f,Mismatch,poss,The niece hasn't chosen,his,8.284157752990723
simple,might attack,212,212_M_him,m,Match,obj,Curtis might attack,him,3.208242416381836
simple,might attack,212,212_M_his,m,Match,poss,Curtis might attack,his,6.126039028167725
simple,might attack,212,212_F_him,f,Mismatch,obj,Stacey might attack,him,3.1792502403259277
simple,might attack,212,212_F_his,f,Mismatch,poss,Stacey might attack,his,6.585300922393799
simple,had met,213,213_M_him,m,Match,obj,Peter had met,him,4.235640048980713
simple,had met,213,213_M_his,m,Match,poss,Peter had met,his,3.9397335052490234
simple,had met,213,213_F_him,f,Mismatch,obj,Ella had met,him,3.526740550994873
simple,had met,213,213_F_his,f,Mismatch,poss,Ella had met,his,4.403573036193848
simple,was talking to,214,214_M_him,m,Match,obj,Todd was talking to,him,4.465311527252197
simple,was talking to,214,214_M_his,m,Match,poss,Todd was talking to,his,4.209291458129883
simple,was talking to,214,214_F_him,f,Mismatch,obj,Nicole was talking to,him,3.451002359390259
simple,was talking to,214,214_F_his,f,Mismatch,poss,Nicole was talking to,his,5.914120197296143
simple,is describing,215,215_M_him,m,Match,obj,Stephen is describing,him,8.486942291259766
simple,is describing,215,215_M_his,m,Match,poss,Stephen is describing,his,4.92833137512207
simple,is describing,215,215_F_him,f,Mismatch,obj,Pamela is describing,him,8.842609405517578
simple,is describing,215,215_F_his,f,Mismatch,poss,Pamela is describing,his,7.042637348175049
simple,would forgive,216,216_M_him,m,Match,obj,Wayne would forgive,him,2.867671012878418
simple,would forgive,216,216_M_his,m,Match,poss,Wayne would forgive,his,4.168272495269775
simple,would forgive,216,216_F_him,f,Mismatch,obj,Katherine would forgive,him,1.8025859594345093
simple,would forgive,216,216_F_his,f,Mismatch,poss,Katherine would forgive,his,6.050890922546387
simple,isn't choosing,217,217_M_him,m,Match,obj,Steven isn't choosing,him,7.609081745147705
simple,isn't choosing,217,217_M_his,m,Match,poss,Steven isn't choosing,his,4.39504861831665
simple,isn't choosing,217,217_F_him,f,Mismatch,obj,Laura isn't choosing,him,6.479626655578613
simple,isn't choosing,217,217_F_his,f,Mismatch,poss,Laura isn't choosing,his,7.604767322540283
simple,isn't hurting,218,218_M_him,m,Match,obj,The boyfriend isn't hurting,him,3.8105382919311523
simple,isn't hurting,218,218_M_his,m,Match,poss,The boyfriend isn't hurting,his,6.52055549621582
simple,isn't hurting,218,218_F_him,f,Mismatch,obj,Carolyn isn't hurting,him,6.831231117248535
simple,isn't hurting,218,218_F_his,f,Mismatch,poss,Carolyn isn't hurting,his,9.12574577331543
simple,won't heal,219,219_M_him,m,Match,obj,Stephen won't heal,him,4.430461406707764
simple,won't heal,219,219_M_his,m,Match,poss,Stephen won't heal,his,6.004333019256592
simple,won't heal,219,219_F_him,f,Mismatch,obj,Amelia won't heal,him,6.797475337982178
simple,won't heal,219,219_F_his,f,Mismatch,poss,Amelia won't heal,his,9.002130508422852
simple,has disliked,220,220_M_him,m,Match,obj,Richard has disliked,him,6.553513526916504
simple,has disliked,220,220_M_his,m,Match,poss,Richard has disliked,his,5.384758949279785
simple,has disliked,220,220_F_him,f,Mismatch,obj,Janice has disliked,him,4.953631401062012
simple,has disliked,220,220_F_his,f,Mismatch,poss,Janice has disliked,his,6.057827472686768
simple,might astound,221,221_M_him,m,Match,obj,That nephew might astound,him,3.1454641819000244
simple,might astound,221,221_M_his,m,Match,poss,That nephew might astound,his,3.587669610977173
simple,might astound,221,221_F_him,f,Mismatch,obj,The girl might astound,him,2.325937271118164
simple,might astound,221,221_F_his,f,Mismatch,poss,The girl might astound,his,7.303492069244385
simple,hadn't revealed,222,222_M_him,m,Match,obj,Russell hadn't revealed,him,8.902389526367188
simple,hadn't revealed,222,222_M_his,m,Match,poss,Russell hadn't revealed,his,2.842214584350586
simple,hadn't revealed,222,222_F_him,f,Mismatch,obj,Tracy hadn't revealed,him,8.583486557006836
simple,hadn't revealed,222,222_F_his,f,Mismatch,poss,Tracy hadn't revealed,his,3.3715450763702393
simple,lost,223,223_M_him,m,Match,obj,Edward lost,him,9.254557609558105
simple,lost,223,223_M_his,m,Match,poss,Edward lost,his,1.8338595628738403
simple,lost,223,223_F_him,f,Mismatch,obj,Michelle lost,him,7.693604469299316
simple,lost,223,223_F_his,f,Mismatch,poss,Michelle lost,his,5.849461555480957
simple,had concealed,224,224_M_him,m,Match,obj,Derek had concealed,him,7.270300388336182
simple,had concealed,224,224_M_his,m,Match,poss,Derek had concealed,his,2.5940730571746826
simple,had concealed,224,224_F_him,f,Mismatch,obj,That mother had concealed,him,5.96519660949707
simple,had concealed,224,224_F_his,f,Mismatch,poss,That mother had concealed,his,5.762374401092529
simple,can boast about,225,225_M_him,m,Match,obj,Theodore can boast about,him,6.652406692504883
simple,can boast about,225,225_M_his,m,Match,poss,Theodore can boast about,his,2.3073432445526123
simple,can boast about,225,225_F_him,f,Mismatch,obj,Michelle can boast about,him,9.761665344238281
simple,can boast about,225,225_F_his,f,Mismatch,poss,Michelle can boast about,his,6.316006183624268
simple,aggravated,226,226_M_him,m,Match,obj,Timothy aggravated,him,7.037827014923096
simple,aggravated,226,226_M_his,m,Match,poss,Timothy aggravated,his,4.9186530113220215
simple,aggravated,226,226_F_him,f,Mismatch,obj,Naomi aggravated,him,7.531479358673096
simple,aggravated,226,226_F_his,f,Mismatch,poss,Naomi aggravated,his,2.6209774017333984
simple,fights,227,227_M_him,m,Match,obj,That ex-boyfriend fights,him,8.260164260864258
simple,fights,227,227_M_his,m,Match,poss,That ex-boyfriend fights,his,5.204686641693115
simple,fights,227,227_F_him,f,Mismatch,obj,Danielle fights,him,9.89345932006836
simple,fights,227,227_F_his,f,Mismatch,poss,Danielle fights,his,8.008150100708008
simple,might appreciate,228,228_M_him,m,Match,obj,This grandson might appreciate,him,7.629315376281738
simple,might appreciate,228,228_M_his,m,Match,poss,This grandson might appreciate,his,4.911630630493164
simple,might appreciate,228,228_F_him,f,Mismatch,obj,Irene might appreciate,him,7.730166912078857
simple,might appreciate,228,228_F_his,f,Mismatch,poss,Irene might appreciate,his,5.989497184753418
simple,fights,229,229_M_him,m,Match,obj,Kevin fights,him,9.236265182495117
simple,fights,229,229_M_his,m,Match,poss,Kevin fights,his,5.597534656524658
simple,fights,229,229_F_him,f,Mismatch,obj,Debra fights,him,10.179365158081055
simple,fights,229,229_F_his,f,Mismatch,poss,Debra fights,his,8.677943229675293
simple,wasn't hurting,230,230_M_him,m,Match,obj,Liam wasn't hurting,him,4.638149738311768
simple,wasn't hurting,230,230_M_his,m,Match,poss,Liam wasn't hurting,his,5.232644081115723
simple,wasn't hurting,230,230_F_him,f,Mismatch,obj,Suzanne wasn't hurting,him,4.8322248458862305
simple,wasn't hurting,230,230_F_his,f,Mismatch,poss,Suzanne wasn't hurting,his,7.845239639282227
simple,won't notice,231,231_M_him,m,Match,obj,Christopher won't notice,him,7.546741485595703
simple,won't notice,231,231_M_his,m,Match,poss,Christopher won't notice,his,6.777675151824951
simple,won't notice,231,231_F_him,f,Mismatch,obj,That ex-girlfriend won't notice,him,6.487300872802734
simple,won't notice,231,231_F_his,f,Mismatch,poss,That ex-girlfriend won't notice,his,6.693294525146484
simple,visits,232,232_M_him,m,Match,obj,Rodney visits,him,5.2494330406188965
simple,visits,232,232_M_his,m,Match,poss,Rodney visits,his,4.0823798179626465
simple,visits,232,232_F_him,f,Mismatch,obj,That girl visits,him,3.8441781997680664
simple,visits,232,232_F_his,f,Mismatch,poss,That girl visits,his,5.911504745483398
simple,disgusts,233,233_M_him,m,Match,obj,Bruce disgusts,him,5.1096625328063965
simple,disgusts,233,233_M_his,m,Match,poss,Bruce disgusts,his,5.1769022941589355
simple,disgusts,233,233_F_him,f,Mismatch,obj,Samantha disgusts,him,3.97748064994812
simple,disgusts,233,233_F_his,f,Mismatch,poss,Samantha disgusts,his,7.138116359710693
simple,forgets,234,234_M_him,m,Match,obj,Donald forgets,him,8.007852554321289
simple,forgets,234,234_M_his,m,Match,poss,Donald forgets,his,2.7272884845733643
simple,forgets,234,234_F_him,f,Mismatch,obj,Susan forgets,him,9.31283187866211
simple,forgets,234,234_F_his,f,Mismatch,poss,Susan forgets,his,5.590972423553467
simple,might forget,235,235_M_him,m,Match,obj,Adam might forget,him,7.127320289611816
simple,might forget,235,235_M_his,m,Match,poss,Adam might forget,his,3.153014898300171
simple,might forget,235,235_F_him,f,Mismatch,obj,Brenda might forget,him,8.450705528259277
simple,might forget,235,235_F_his,f,Mismatch,poss,Brenda might forget,his,5.044053077697754
simple,hadn't revealed,236,236_M_him,m,Match,obj,Gregory hadn't revealed,him,8.037933349609375
simple,hadn't revealed,236,236_M_his,m,Match,poss,Gregory hadn't revealed,his,2.7336509227752686
simple,hadn't revealed,236,236_F_him,f,Mismatch,obj,Janet hadn't revealed,him,8.038010597229004
simple,hadn't revealed,236,236_F_his,f,Mismatch,poss,Janet hadn't revealed,his,4.10921573638916
simple,shoots,237,237_M_him,m,Match,obj,The ex-boyfriend shoots,him,4.123013496398926
simple,shoots,237,237_M_his,m,Match,poss,The ex-boyfriend shoots,his,3.7204558849334717
simple,shoots,237,237_F_him,f,Mismatch,obj,Nicole shoots,him,10.416749954223633
simple,shoots,237,237_F_his,f,Mismatch,poss,Nicole shoots,his,7.991072177886963
simple,might hurt,238,238_M_him,m,Match,obj,Wayne might hurt,him,3.60923433303833
simple,might hurt,238,238_M_his,m,Match,poss,Wayne might hurt,his,3.7710459232330322
simple,might hurt,238,238_F_him,f,Mismatch,obj,Nicole might hurt,him,3.9316904544830322
simple,might hurt,238,238_F_his,f,Mismatch,poss,Nicole might hurt,his,4.0373945236206055
simple,couldn't choose,239,239_M_him,m,Match,obj,Steve couldn't choose,him,9.866607666015625
simple,couldn't choose,239,239_M_his,m,Match,poss,Steve couldn't choose,his,4.102264881134033
simple,couldn't choose,239,239_F_him,f,Mismatch,obj,Stacey couldn't choose,him,8.783392906188965
simple,couldn't choose,239,239_F_his,f,Mismatch,poss,Stacey couldn't choose,his,6.47572660446167
simple,had observed,240,240_M_him,m,Match,obj,The grandson had observed,him,5.337557792663574
simple,had observed,240,240_M_his,m,Match,poss,The grandson had observed,his,4.949427604675293
simple,had observed,240,240_F_him,f,Mismatch,obj,Mary had observed,him,6.060189247131348
simple,had observed,240,240_F_his,f,Mismatch,poss,Mary had observed,his,7.145990371704102
simple,had bored,241,241_M_him,m,Match,obj,This ex-husband had bored,him,2.882347822189331
simple,had bored,241,241_M_his,m,Match,poss,This ex-husband had bored,his,4.618205547332764
simple,had bored,241,241_F_him,f,Mismatch,obj,Samantha had bored,him,2.6161885261535645
simple,had bored,241,241_F_his,f,Mismatch,poss,Samantha had bored,his,8.06757926940918
