exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
simple,will cure,145,145_M_him,m,Match,obj,Scott will cure,him,5.725192546844482
simple,will cure,145,145_M_his,m,Match,poss,Scott will cure,his,5.396173477172852
simple,will cure,145,145_F_him,f,Mismatch,obj,Samantha will cure,him,4.0964274406433105
simple,will cure,145,145_F_his,f,Mismatch,poss,Samantha will cure,his,6.090639591217041
simple,hasn't led,146,146_M_him,m,Match,obj,Jason hasn't led,him,9.834914207458496
simple,hasn't led,146,146_M_his,m,Match,poss,Jason hasn't led,his,3.568835973739624
simple,hasn't led,146,146_F_him,f,Mismatch,obj,Valerie hasn't led,him,6.318380355834961
simple,hasn't led,146,146_F_his,f,Mismatch,poss,Valerie hasn't led,his,9.247214317321777
simple,insults,147,147_M_him,m,Match,obj,Douglas insults,him,4.475465297698975
simple,insults,147,147_M_his,m,Match,poss,Douglas insults,his,4.243525505065918
simple,insults,147,147_F_him,f,Mismatch,obj,Linda insults,him,3.5704994201660156
simple,insults,147,147_F_his,f,Mismatch,poss,Linda insults,his,5.902637004852295
simple,was complaining about,148,148_M_him,m,Match,obj,This boy was complaining about,him,8.261404037475586
simple,was complaining about,148,148_M_his,m,Match,poss,This boy was complaining about,his,2.7109313011169434
simple,was complaining about,148,148_F_him,f,Mismatch,obj,Erin was complaining about,him,7.261074542999268
simple,was complaining about,148,148_F_his,f,Mismatch,poss,Erin was complaining about,his,4.536489009857178
simple,fled from,149,149_M_him,m,Match,obj,Dennis fled from,him,7.940332412719727
simple,fled from,149,149_M_his,m,Match,poss,Dennis fled from,his,3.5636603832244873
simple,fled from,149,149_F_him,f,Mismatch,obj,Paula fled from,him,7.022246837615967
simple,fled from,149,149_F_his,f,Mismatch,poss,Paula fled from,his,5.195996284484863
simple,criticizes,150,150_M_him,m,Match,obj,Stephen criticizes,him,6.45659875869751
simple,criticizes,150,150_M_his,m,Match,poss,Stephen criticizes,his,5.2796125411987305
simple,criticizes,150,150_F_him,f,Mismatch,obj,The waitress criticizes,him,4.260873794555664
simple,criticizes,150,150_F_his,f,Mismatch,poss,The waitress criticizes,his,4.034142017364502
simple,had forgotten,151,151_M_him,m,Match,obj,Dennis had forgotten,him,9.16826057434082
simple,had forgotten,151,151_M_his,m,Match,poss,Dennis had forgotten,his,3.5667831897735596
simple,had forgotten,151,151_F_him,f,Mismatch,obj,Paula had forgotten,him,8.345597267150879
simple,had forgotten,151,151_F_his,f,Mismatch,poss,Paula had forgotten,his,5.103723526000977
simple,hadn't hugged,152,152_M_him,m,Match,obj,William hadn't hugged,him,3.819504737854004
simple,hadn't hugged,152,152_M_his,m,Match,poss,William hadn't hugged,his,3.8165040016174316
simple,hadn't hugged,152,152_F_him,f,Mismatch,obj,This girlfriend hadn't hugged,him,2.1122286319732666
simple,hadn't hugged,152,152_F_his,f,Mismatch,poss,This girlfriend hadn't hugged,his,7.984274387359619
simple,caught,153,153_M_him,m,Match,obj,Eric caught,him,5.065773963928223
simple,caught,153,153_M_his,m,Match,poss,Eric caught,his,4.684841632843018
simple,caught,153,153_F_him,f,Mismatch,obj,Diane caught,him,3.876629590988159
simple,caught,153,153_F_his,f,Mismatch,poss,Diane caught,his,6.1099534034729
simple,had stunned,154,154_M_him,m,Match,obj,Charles had stunned,him,4.63933801651001
simple,had stunned,154,154_M_his,m,Match,poss,Charles had stunned,his,4.762911319732666
simple,had stunned,154,154_F_him,f,Mismatch,obj,Kristin had stunned,him,3.822866201400757
simple,had stunned,154,154_F_his,f,Mismatch,poss,Kristin had stunned,his,7.607926368713379
simple,hasn't complained about,155,155_M_him,m,Match,obj,Alexander hasn't complained about,him,7.504778861999512
simple,hasn't complained about,155,155_M_his,m,Match,poss,Alexander hasn't complained about,his,3.536787509918213
simple,hasn't complained about,155,155_F_him,f,Mismatch,obj,Cindy hasn't complained about,him,6.377505779266357
simple,hasn't complained about,155,155_F_his,f,Mismatch,poss,Cindy hasn't complained about,his,6.245527744293213
simple,couldn't aggravate,156,156_M_him,m,Match,obj,Robert couldn't aggravate,him,5.486816883087158
simple,couldn't aggravate,156,156_M_his,m,Match,poss,Robert couldn't aggravate,his,3.3116424083709717
simple,couldn't aggravate,156,156_F_him,f,Mismatch,obj,Connie couldn't aggravate,him,3.5281171798706055
simple,couldn't aggravate,156,156_F_his,f,Mismatch,poss,Connie couldn't aggravate,his,5.658832550048828
simple,loses,157,157_M_him,m,Match,obj,Roger loses,him,8.837106704711914
simple,loses,157,157_M_his,m,Match,poss,Roger loses,his,3.0941524505615234
simple,loses,157,157_F_him,f,Mismatch,obj,Martha loses,him,7.800819396972656
simple,loses,157,157_F_his,f,Mismatch,poss,Martha loses,his,6.274387836456299
simple,sounds like,158,158_M_him,m,Match,obj,Guy sounds like,him,9.872607231140137
simple,sounds like,158,158_M_his,m,Match,poss,Guy sounds like,his,7.231734752655029
simple,sounds like,158,158_F_him,f,Mismatch,obj,The girlfriend sounds like,him,12.793240547180176
simple,sounds like,158,158_F_his,f,Mismatch,poss,The girlfriend sounds like,his,10.815367698669434
simple,is thinking about,159,159_M_him,m,Match,obj,Larry is thinking about,him,7.466329574584961
simple,is thinking about,159,159_M_his,m,Match,poss,Larry is thinking about,his,5.570047855377197
simple,is thinking about,159,159_F_him,f,Mismatch,obj,Christine is thinking about,him,6.08362340927124
simple,is thinking about,159,159_F_his,f,Mismatch,poss,Christine is thinking about,his,8.543560981750488
simple,hadn't talked about,160,160_M_him,m,Match,obj,Dan hadn't talked about,him,6.8398308753967285
simple,hadn't talked about,160,160_M_his,m,Match,poss,Dan hadn't talked about,his,3.5603833198547363
simple,hadn't talked about,160,160_F_him,f,Mismatch,obj,This wife hadn't talked about,him,4.7715277671813965
simple,hadn't talked about,160,160_F_his,f,Mismatch,poss,This wife hadn't talked about,his,7.119481086730957
simple,harms,161,161_M_him,m,Match,obj,Todd harms,him,5.722082614898682
simple,harms,161,161_M_his,m,Match,poss,Todd harms,his,3.2260782718658447
simple,harms,161,161_F_him,f,Mismatch,obj,This grandmother harms,him,5.801570415496826
simple,harms,161,161_F_his,f,Mismatch,poss,This grandmother harms,his,7.313542366027832
simple,had approached,162,162_M_him,m,Match,obj,This boyfriend had approached,him,4.310462474822998
simple,had approached,162,162_M_his,m,Match,poss,This boyfriend had approached,his,6.000568389892578
simple,had approached,162,162_F_him,f,Mismatch,obj,Naomi had approached,him,2.749433994293213
simple,had approached,162,162_F_his,f,Mismatch,poss,Naomi had approached,his,6.24213981628418
simple,distracted,163,163_M_him,m,Match,obj,Derek distracted,him,3.3309154510498047
simple,distracted,163,163_M_his,m,Match,poss,Derek distracted,his,6.181884765625
simple,distracted,163,163_F_him,f,Mismatch,obj,Colleen distracted,him,2.8546693325042725
simple,distracted,163,163_F_his,f,Mismatch,poss,Colleen distracted,his,7.787720203399658
simple,was escaping from,164,164_M_him,m,Match,obj,Carlos was escaping from,him,6.969882965087891
simple,was escaping from,164,164_M_his,m,Match,poss,Carlos was escaping from,his,4.137181758880615
simple,was escaping from,164,164_F_him,f,Mismatch,obj,Lisa was escaping from,him,6.057651042938232
simple,was escaping from,164,164_F_his,f,Mismatch,poss,Lisa was escaping from,his,6.767336368560791
simple,insults,165,165_M_him,m,Match,obj,Carl insults,him,3.870864152908325
simple,insults,165,165_M_his,m,Match,poss,Carl insults,his,4.116354942321777
simple,insults,165,165_F_him,f,Mismatch,obj,Irene insults,him,5.187804222106934
simple,insults,165,165_F_his,f,Mismatch,poss,Irene insults,his,5.594663619995117
simple,forgave,166,166_M_him,m,Match,obj,Raymond forgave,him,1.8146922588348389
simple,forgave,166,166_M_his,m,Match,poss,Raymond forgave,his,4.266403675079346
simple,forgave,166,166_F_him,f,Mismatch,obj,Stephanie forgave,him,1.988083839416504
simple,forgave,166,166_F_his,f,Mismatch,poss,Stephanie forgave,his,6.248756408691406
simple,hadn't returned to,167,167_M_him,m,Match,obj,Noah hadn't returned to,him,8.761819839477539
simple,hadn't returned to,167,167_M_his,m,Match,poss,Noah hadn't returned to,his,2.8125550746917725
simple,hadn't returned to,167,167_F_him,f,Mismatch,obj,Bethany hadn't returned to,him,8.791072845458984
simple,hadn't returned to,167,167_F_his,f,Mismatch,poss,Bethany hadn't returned to,his,6.68928861618042
simple,had struck,168,168_M_him,m,Match,obj,Douglas had struck,him,4.760008335113525
simple,had struck,168,168_M_his,m,Match,poss,Douglas had struck,his,5.052657127380371
simple,had struck,168,168_F_him,f,Mismatch,obj,Jill had struck,him,4.47864294052124
simple,had struck,168,168_F_his,f,Mismatch,poss,Jill had struck,his,7.787993431091309
simple,is researching,169,169_M_him,m,Match,obj,Rodney is researching,him,10.705982208251953
simple,is researching,169,169_M_his,m,Match,poss,Rodney is researching,his,5.419471263885498
simple,is researching,169,169_F_him,f,Mismatch,obj,Victoria is researching,him,11.62551498413086
simple,is researching,169,169_F_his,f,Mismatch,poss,Victoria is researching,his,7.969355583190918
simple,isn't praising,170,170_M_him,m,Match,obj,Chad isn't praising,him,4.725285053253174
simple,isn't praising,170,170_M_his,m,Match,poss,Chad isn't praising,his,4.970964431762695
simple,isn't praising,170,170_F_him,f,Mismatch,obj,Tanya isn't praising,him,3.732908248901367
simple,isn't praising,170,170_F_his,f,Mismatch,poss,Tanya isn't praising,his,6.404839992523193
simple,annoys,171,171_M_him,m,Match,obj,Raymond annoys,him,4.350465774536133
simple,annoys,171,171_M_his,m,Match,poss,Raymond annoys,his,4.9762468338012695
simple,annoys,171,171_F_him,f,Mismatch,obj,Tara annoys,him,3.4167580604553223
simple,annoys,171,171_F_his,f,Mismatch,poss,Tara annoys,his,6.472290992736816
simple,fights,172,172_M_him,m,Match,obj,Kenneth fights,him,6.745151042938232
simple,fights,172,172_M_his,m,Match,poss,Kenneth fights,his,5.755875587463379
simple,fights,172,172_F_him,f,Mismatch,obj,April fights,him,9.903499603271484
simple,fights,172,172_F_his,f,Mismatch,poss,April fights,his,7.285088539123535
simple,overwhelmed,173,173_M_him,m,Match,obj,Paul overwhelmed,him,4.5544962882995605
simple,overwhelmed,173,173_M_his,m,Match,poss,Paul overwhelmed,his,4.66298770904541
simple,overwhelmed,173,173_F_him,f,Mismatch,obj,Janet overwhelmed,him,5.115935325622559
simple,overwhelmed,173,173_F_his,f,Mismatch,poss,Janet overwhelmed,his,7.7521233558654785
simple,insulted,174,174_M_him,m,Match,obj,Bruce insulted,him,3.606135606765747
simple,insulted,174,174_M_his,m,Match,poss,Bruce insulted,his,4.6334757804870605
simple,insulted,174,174_F_him,f,Mismatch,obj,Kimberley insulted,him,5.179214954376221
simple,insulted,174,174_F_his,f,Mismatch,poss,Kimberley insulted,his,5.423165321350098
simple,is returning to,175,175_M_him,m,Match,obj,Jerry is returning to,him,11.622957229614258
simple,is returning to,175,175_M_his,m,Match,poss,Jerry is returning to,his,4.291622161865234
simple,is returning to,175,175_F_him,f,Mismatch,obj,Maria is returning to,him,10.820450782775879
simple,is returning to,175,175_F_his,f,Mismatch,poss,Maria is returning to,his,6.461337089538574
simple,has scanned,176,176_M_him,m,Match,obj,Todd has scanned,him,9.967351913452148
simple,has scanned,176,176_M_his,m,Match,poss,Todd has scanned,his,5.223353862762451
simple,has scanned,176,176_F_him,f,Mismatch,obj,Monica has scanned,him,7.815873146057129
simple,has scanned,176,176_F_his,f,Mismatch,poss,Monica has scanned,his,6.416520595550537
simple,scared,177,177_M_him,m,Match,obj,Gary scared,him,5.945584774017334
simple,scared,177,177_M_his,m,Match,poss,Gary scared,his,6.8658905029296875
simple,scared,177,177_F_him,f,Mismatch,obj,Tamara scared,him,4.4879045486450195
simple,scared,177,177_F_his,f,Mismatch,poss,Tamara scared,his,6.823860168457031
simple,hasn't talked about,178,178_M_him,m,Match,obj,Noah hasn't talked about,him,7.4134111404418945
simple,hasn't talked about,178,178_M_his,m,Match,poss,Noah hasn't talked about,his,3.657660961151123
simple,hasn't talked about,178,178_F_him,f,Mismatch,obj,The woman hasn't talked about,him,6.667516708374023
simple,hasn't talked about,178,178_F_his,f,Mismatch,poss,The woman hasn't talked about,his,7.8128862380981445
simple,wasn't writing,179,179_M_him,m,Match,obj,Adam wasn't writing,him,9.655007362365723
simple,wasn't writing,179,179_M_his,m,Match,poss,Adam wasn't writing,his,5.706801891326904
simple,wasn't writing,179,179_F_him,f,Mismatch,obj,Maria wasn't writing,him,8.828357696533203
simple,wasn't writing,179,179_F_his,f,Mismatch,poss,Maria wasn't writing,his,7.9544196128845215
simple,might lose,180,180_M_him,m,Match,obj,Scott might lose,him,8.58260726928711
simple,might lose,180,180_M_his,m,Match,poss,Scott might lose,his,2.217106819152832
simple,might lose,180,180_F_him,f,Mismatch,obj,That ex-girlfriend might lose,him,7.749207973480225
simple,might lose,180,180_F_his,f,Mismatch,poss,That ex-girlfriend might lose,his,6.702948093414307
simple,wasn't referencing,181,181_M_him,m,Match,obj,Brad wasn't referencing,him,7.497965335845947
simple,wasn't referencing,181,181_M_his,m,Match,poss,Brad wasn't referencing,his,5.260332107543945
simple,wasn't referencing,181,181_F_him,f,Mismatch,obj,Ann wasn't referencing,him,7.149328231811523
simple,wasn't referencing,181,181_F_his,f,Mismatch,poss,Ann wasn't referencing,his,5.7646026611328125
simple,meets,182,182_M_him,m,Match,obj,The boy meets,him,7.482306480407715
simple,meets,182,182_M_his,m,Match,poss,The boy meets,his,3.489938974380493
simple,meets,182,182_F_him,f,Mismatch,obj,Meredith meets,him,5.63962459564209
simple,meets,182,182_F_his,f,Mismatch,poss,Meredith meets,his,6.338046073913574
simple,is embarrassing,183,183_M_him,m,Match,obj,Frank is embarrassing,him,7.489402770996094
simple,is embarrassing,183,183_M_his,m,Match,poss,Frank is embarrassing,his,5.961340427398682
simple,is embarrassing,183,183_F_him,f,Mismatch,obj,Melanie is embarrassing,him,6.582117080688477
simple,is embarrassing,183,183_F_his,f,Mismatch,poss,Melanie is embarrassing,his,7.8647236824035645
simple,knows,184,184_M_him,m,Match,obj,Carlos knows,him,7.637845039367676
simple,knows,184,184_M_his,m,Match,poss,Carlos knows,his,6.0472517013549805
simple,knows,184,184_F_him,f,Mismatch,obj,Naomi knows,him,8.258890151977539
simple,knows,184,184_F_his,f,Mismatch,poss,Naomi knows,his,7.169130325317383
simple,upset,185,185_M_him,m,Match,obj,Noah upset,him,8.44699478149414
simple,upset,185,185_M_his,m,Match,poss,Noah upset,his,6.0566606521606445
simple,upset,185,185_F_him,f,Mismatch,obj,Tara upset,him,6.378050327301025
simple,upset,185,185_F_his,f,Mismatch,poss,Tara upset,his,5.861207962036133
simple,noticed,186,186_M_him,m,Match,obj,Curtis noticed,him,7.04842472076416
simple,noticed,186,186_M_his,m,Match,poss,Curtis noticed,his,5.594172477722168
simple,noticed,186,186_F_him,f,Mismatch,obj,Wendy noticed,him,6.284997940063477
simple,noticed,186,186_F_his,f,Mismatch,poss,Wendy noticed,his,6.320799350738525
simple,alarmed,187,187_M_him,m,Match,obj,George alarmed,him,4.991481781005859
simple,alarmed,187,187_M_his,m,Match,poss,George alarmed,his,5.005964279174805
simple,alarmed,187,187_F_him,f,Mismatch,obj,Martha alarmed,him,3.6122071743011475
simple,alarmed,187,187_F_his,f,Mismatch,poss,Martha alarmed,his,7.230863094329834
simple,discovered,188,188_M_him,m,Match,obj,Carl discovered,him,7.2318572998046875
simple,discovered,188,188_M_his,m,Match,poss,Carl discovered,his,5.464216232299805
simple,discovered,188,188_F_him,f,Mismatch,obj,Irene discovered,him,8.063889503479004
simple,discovered,188,188_F_his,f,Mismatch,poss,Irene discovered,his,6.034117698669434
simple,was astounding,189,189_M_him,m,Match,obj,Adam was astounding,him,9.957921981811523
simple,was astounding,189,189_M_his,m,Match,poss,Adam was astounding,his,9.309879302978516
simple,was astounding,189,189_F_him,f,Mismatch,obj,Natalie was astounding,him,12.621816635131836
simple,was astounding,189,189_F_his,f,Mismatch,poss,Natalie was astounding,his,11.780190467834473
simple,has cared for,190,190_M_him,m,Match,obj,Joel has cared for,him,5.256906509399414
simple,has cared for,190,190_M_his,m,Match,poss,Joel has cared for,his,3.8223860263824463
simple,has cared for,190,190_F_him,f,Mismatch,obj,Carmen has cared for,him,5.05111026763916
simple,has cared for,190,190_F_his,f,Mismatch,poss,Carmen has cared for,his,6.068747520446777
simple,met,191,191_M_him,m,Match,obj,Dan met,him,5.987846374511719
simple,met,191,191_M_his,m,Match,poss,Dan met,his,4.437052249908447
simple,met,191,191_F_him,f,Mismatch,obj,Margaret met,him,3.3098342418670654
simple,met,191,191_F_his,f,Mismatch,poss,Margaret met,his,6.375817775726318
simple,is disgusting,192,192_M_him,m,Match,obj,Lawrence is disgusting,him,15.03642463684082
simple,is disgusting,192,192_M_his,m,Match,poss,Lawrence is disgusting,his,12.663887023925781
simple,is disgusting,192,192_F_him,f,Mismatch,obj,Ann is disgusting,him,14.959784507751465
simple,is disgusting,192,192_F_his,f,Mismatch,poss,Ann is disgusting,his,13.082812309265137
simple,had chosen,193,193_M_him,m,Match,obj,Douglas had chosen,him,6.351149082183838
simple,had chosen,193,193_M_his,m,Match,poss,Douglas had chosen,his,5.333932876586914
simple,had chosen,193,193_F_him,f,Mismatch,obj,The daughter had chosen,him,5.265190124511719
simple,had chosen,193,193_F_his,f,Mismatch,poss,The daughter had chosen,his,7.666086196899414
simple,has disagreed with,194,194_M_him,m,Match,obj,This nephew has disagreed with,him,5.3432936668396
simple,has disagreed with,194,194_M_his,m,Match,poss,This nephew has disagreed with,his,3.3598384857177734
simple,has disagreed with,194,194_F_him,f,Mismatch,obj,That daughter has disagreed with,him,4.154094219207764
simple,has disagreed with,194,194_F_his,f,Mismatch,poss,That daughter has disagreed with,his,5.618413925170898
simple,exposes,195,195_M_him,m,Match,obj,The nephew exposes,him,5.2565107345581055
simple,exposes,195,195_M_his,m,Match,poss,The nephew exposes,his,2.1491525173187256
simple,exposes,195,195_F_him,f,Mismatch,obj,That waitress exposes,him,5.073533535003662
simple,exposes,195,195_F_his,f,Mismatch,poss,That waitress exposes,his,5.974486827850342
simple,scares,196,196_M_him,m,Match,obj,James scares,him,5.954290390014648
simple,scares,196,196_M_his,m,Match,poss,James scares,his,5.889802932739258
simple,scares,196,196_F_him,f,Mismatch,obj,Heidi scares,him,5.207134246826172
simple,scares,196,196_F_his,f,Mismatch,poss,Heidi scares,his,7.529672145843506
simple,shouldn't attack,197,197_M_him,m,Match,obj,Alan shouldn't attack,him,5.580028533935547
simple,shouldn't attack,197,197_M_his,m,Match,poss,Alan shouldn't attack,his,6.875852584838867
simple,shouldn't attack,197,197_F_him,f,Mismatch,obj,The dancer shouldn't attack,him,5.192065238952637
simple,shouldn't attack,197,197_F_his,f,Mismatch,poss,The dancer shouldn't attack,his,6.6066741943359375
simple,hasn't found,198,198_M_him,m,Match,obj,Raymond hasn't found,him,8.321803092956543
simple,hasn't found,198,198_M_his,m,Match,poss,Raymond hasn't found,his,2.709920883178711
simple,hasn't found,198,198_F_him,f,Mismatch,obj,Janice hasn't found,him,6.607872009277344
simple,hasn't found,198,198_F_his,f,Mismatch,poss,Janice hasn't found,his,7.9447503089904785
simple,forgot,199,199_M_him,m,Match,obj,Joel forgot,him,9.151847839355469
simple,forgot,199,199_M_his,m,Match,poss,Joel forgot,his,4.48075008392334
simple,forgot,199,199_F_him,f,Mismatch,obj,Heather forgot,him,7.703939914703369
simple,forgot,199,199_F_his,f,Mismatch,poss,Heather forgot,his,7.191554069519043
simple,leads,200,200_M_him,m,Match,obj,Noah leads,him,7.522636413574219
simple,leads,200,200_M_his,m,Match,poss,Noah leads,his,5.054619789123535
simple,leads,200,200_F_him,f,Mismatch,obj,Elizabeth leads,him,6.358501434326172
simple,leads,200,200_F_his,f,Mismatch,poss,Elizabeth leads,his,8.18051528930664
simple,hasn't escaped from,201,201_M_him,m,Match,obj,William hasn't escaped from,him,7.778308868408203
simple,hasn't escaped from,201,201_M_his,m,Match,poss,William hasn't escaped from,his,3.26997971534729
simple,hasn't escaped from,201,201_F_him,f,Mismatch,obj,Patricia hasn't escaped from,him,6.86912727355957
simple,hasn't escaped from,201,201_F_his,f,Mismatch,poss,Patricia hasn't escaped from,his,5.55381965637207
simple,didn't investigate,202,202_M_him,m,Match,obj,This father didn't investigate,him,7.744723796844482
simple,didn't investigate,202,202_M_his,m,Match,poss,This father didn't investigate,his,3.52424955368042
simple,didn't investigate,202,202_F_him,f,Mismatch,obj,Stacy didn't investigate,him,7.1762375831604
simple,didn't investigate,202,202_F_his,f,Mismatch,poss,Stacy didn't investigate,his,5.9334893226623535
simple,distracts,203,203_M_him,m,Match,obj,George distracts,him,4.208553791046143
simple,distracts,203,203_M_his,m,Match,poss,George distracts,his,5.004556655883789
simple,distracts,203,203_F_him,f,Mismatch,obj,Jill distracts,him,3.0299673080444336
simple,distracts,203,203_F_his,f,Mismatch,poss,Jill distracts,his,8.507340431213379
simple,exposes,204,204_M_him,m,Match,obj,Liam exposes,him,5.041161060333252
simple,exposes,204,204_M_his,m,Match,poss,Liam exposes,his,4.752769470214844
simple,exposes,204,204_F_him,f,Mismatch,obj,Barbara exposes,him,8.368667602539062
simple,exposes,204,204_F_his,f,Mismatch,poss,Barbara exposes,his,8.054764747619629
simple,isn't boasting about,205,205_M_him,m,Match,obj,This boy isn't boasting about,him,8.221311569213867
simple,isn't boasting about,205,205_M_his,m,Match,poss,This boy isn't boasting about,his,2.1458206176757812
simple,isn't boasting about,205,205_F_him,f,Mismatch,obj,Sarah isn't boasting about,him,8.883069038391113
simple,isn't boasting about,205,205_F_his,f,Mismatch,poss,Sarah isn't boasting about,his,6.137974739074707
simple,would talk about,206,206_M_him,m,Match,obj,Alan would talk about,him,7.663744926452637
simple,would talk about,206,206_M_his,m,Match,poss,Alan would talk about,his,3.4530603885650635
simple,would talk about,206,206_F_him,f,Mismatch,obj,That daughter would talk about,him,4.035343647003174
simple,would talk about,206,206_F_his,f,Mismatch,poss,That daughter would talk about,his,6.816761493682861
simple,will care for,207,207_M_him,m,Match,obj,That guy will care for,him,5.3377814292907715
simple,will care for,207,207_M_his,m,Match,poss,That guy will care for,his,4.120826721191406
simple,will care for,207,207_F_him,f,Mismatch,obj,Leslie will care for,him,4.102293014526367
simple,will care for,207,207_F_his,f,Mismatch,poss,Leslie will care for,his,4.468343257904053
simple,disliked,208,208_M_him,m,Match,obj,Charles disliked,him,5.084755897521973
simple,disliked,208,208_M_his,m,Match,poss,Charles disliked,his,4.9445481300354
simple,disliked,208,208_F_him,f,Mismatch,obj,Tracy disliked,him,4.870516777038574
simple,disliked,208,208_F_his,f,Mismatch,poss,Tracy disliked,his,5.181624412536621
simple,thought about,209,209_M_him,m,Match,obj,Bruce thought about,him,6.4436140060424805
simple,thought about,209,209_M_his,m,Match,poss,Bruce thought about,his,5.134659767150879
simple,thought about,209,209_F_him,f,Mismatch,obj,Judy thought about,him,5.7318196296691895
simple,thought about,209,209_F_his,f,Mismatch,poss,Judy thought about,his,7.530909538269043
simple,hides,210,210_M_him,m,Match,obj,Ronald hides,him,8.365082740783691
simple,hides,210,210_M_his,m,Match,poss,Ronald hides,his,2.801135301589966
simple,hides,210,210_F_him,f,Mismatch,obj,Emily hides,him,8.538535118103027
simple,hides,210,210_F_his,f,Mismatch,poss,Emily hides,his,5.3195719718933105
simple,hasn't chosen,211,211_M_him,m,Match,obj,Roger hasn't chosen,him,7.74376106262207
simple,hasn't chosen,211,211_M_his,m,Match,poss,Roger hasn't chosen,his,5.727585792541504
simple,hasn't chosen,211,211_F_him,f,Mismatch,obj,The niece hasn't chosen,him,6.925540447235107
simple,hasn't chosen,211,211_F_his,f,Mismatch,poss,The niece hasn't chosen,his,7.96023416519165
simple,might attack,212,212_M_him,m,Match,obj,Curtis might attack,him,4.984991550445557
simple,might attack,212,212_M_his,m,Match,poss,Curtis might attack,his,6.154682636260986
simple,might attack,212,212_F_him,f,Mismatch,obj,Stacey might attack,him,3.432842493057251
simple,might attack,212,212_F_his,f,Mismatch,poss,Stacey might attack,his,6.59756326675415
simple,had met,213,213_M_him,m,Match,obj,Peter had met,him,4.482216835021973
simple,had met,213,213_M_his,m,Match,poss,Peter had met,his,4.165067672729492
simple,had met,213,213_F_him,f,Mismatch,obj,Ella had met,him,4.17935848236084
simple,had met,213,213_F_his,f,Mismatch,poss,Ella had met,his,5.971668720245361
simple,was talking to,214,214_M_him,m,Match,obj,Todd was talking to,him,5.191830635070801
simple,was talking to,214,214_M_his,m,Match,poss,Todd was talking to,his,4.57057523727417
simple,was talking to,214,214_F_him,f,Mismatch,obj,Nicole was talking to,him,3.8360846042633057
simple,was talking to,214,214_F_his,f,Mismatch,poss,Nicole was talking to,his,7.115259170532227
simple,is describing,215,215_M_him,m,Match,obj,Stephen is describing,him,8.918099403381348
simple,is describing,215,215_M_his,m,Match,poss,Stephen is describing,his,5.5664544105529785
simple,is describing,215,215_F_him,f,Mismatch,obj,Pamela is describing,him,8.922029495239258
simple,is describing,215,215_F_his,f,Mismatch,poss,Pamela is describing,his,8.546038627624512
simple,would forgive,216,216_M_him,m,Match,obj,Wayne would forgive,him,2.5126476287841797
simple,would forgive,216,216_M_his,m,Match,poss,Wayne would forgive,his,5.356482028961182
simple,would forgive,216,216_F_him,f,Mismatch,obj,Katherine would forgive,him,2.552029848098755
simple,would forgive,216,216_F_his,f,Mismatch,poss,Katherine would forgive,his,7.042680740356445
simple,isn't choosing,217,217_M_him,m,Match,obj,Steven isn't choosing,him,7.962424278259277
simple,isn't choosing,217,217_M_his,m,Match,poss,Steven isn't choosing,his,4.099059104919434
simple,isn't choosing,217,217_F_him,f,Mismatch,obj,Laura isn't choosing,him,8.346561431884766
simple,isn't choosing,217,217_F_his,f,Mismatch,poss,Laura isn't choosing,his,8.305913925170898
simple,isn't hurting,218,218_M_him,m,Match,obj,The boyfriend isn't hurting,him,6.78812837600708
simple,isn't hurting,218,218_M_his,m,Match,poss,The boyfriend isn't hurting,his,6.368418216705322
simple,isn't hurting,218,218_F_him,f,Mismatch,obj,Carolyn isn't hurting,him,7.041585445404053
simple,isn't hurting,218,218_F_his,f,Mismatch,poss,Carolyn isn't hurting,his,8.18039608001709
simple,won't heal,219,219_M_him,m,Match,obj,Stephen won't heal,him,5.387228012084961
simple,won't heal,219,219_M_his,m,Match,poss,Stephen won't heal,his,5.261279582977295
simple,won't heal,219,219_F_him,f,Mismatch,obj,Amelia won't heal,him,6.948550224304199
simple,won't heal,219,219_F_his,f,Mismatch,poss,Amelia won't heal,his,8.27074146270752
simple,has disliked,220,220_M_him,m,Match,obj,Richard has disliked,him,5.404345989227295
simple,has disliked,220,220_M_his,m,Match,poss,Richard has disliked,his,4.890226364135742
simple,has disliked,220,220_F_him,f,Mismatch,obj,Janice has disliked,him,4.860360622406006
simple,has disliked,220,220_F_his,f,Mismatch,poss,Janice has disliked,his,7.157568454742432
simple,might astound,221,221_M_him,m,Match,obj,That nephew might astound,him,4.118335247039795
simple,might astound,221,221_M_his,m,Match,poss,That nephew might astound,his,4.294803142547607
simple,might astound,221,221_F_him,f,Mismatch,obj,The girl might astound,him,4.233883380889893
simple,might astound,221,221_F_his,f,Mismatch,poss,The girl might astound,his,8.94754409790039
simple,hadn't revealed,222,222_M_him,m,Match,obj,Russell hadn't revealed,him,9.036157608032227
simple,hadn't revealed,222,222_M_his,m,Match,poss,Russell hadn't revealed,his,3.0959222316741943
simple,hadn't revealed,222,222_F_him,f,Mismatch,obj,Tracy hadn't revealed,him,8.797429084777832
simple,hadn't revealed,222,222_F_his,f,Mismatch,poss,Tracy hadn't revealed,his,3.6180994510650635
simple,lost,223,223_M_him,m,Match,obj,Edward lost,him,9.034823417663574
simple,lost,223,223_M_his,m,Match,poss,Edward lost,his,1.7816821336746216
