exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
simple,has disagreed with,194,194_F_him,f,Mismatch,obj,That daughter has disagreed with,him,4.085400104522705
simple,has disagreed with,194,194_F_his,f,Mismatch,poss,That daughter has disagreed with,his,5.897431373596191
simple,exposes,195,195_M_him,m,Match,obj,The nephew exposes,him,5.438765048980713
simple,exposes,195,195_M_his,m,Match,poss,The nephew exposes,his,2.769627094268799
simple,exposes,195,195_F_him,f,Mismatch,obj,That waitress exposes,him,4.603562831878662
simple,exposes,195,195_F_his,f,Mismatch,poss,That waitress exposes,his,4.8456268310546875
simple,scares,196,196_M_him,m,Match,obj,James scares,him,6.567216396331787
simple,scares,196,196_M_his,m,Match,poss,James scares,his,7.501932621002197
simple,scares,196,196_F_him,f,Mismatch,obj,Heidi scares,him,5.298353672027588
simple,scares,196,196_F_his,f,Mismatch,poss,Heidi scares,his,6.059457778930664
simple,shouldn't attack,197,197_M_him,m,Match,obj,Alan shouldn't attack,him,4.373441219329834
simple,shouldn't attack,197,197_M_his,m,Match,poss,Alan shouldn't attack,his,6.1487531661987305
simple,shouldn't attack,197,197_F_him,f,Mismatch,obj,The dancer shouldn't attack,him,3.846895933151245
simple,shouldn't attack,197,197_F_his,f,Mismatch,poss,The dancer shouldn't attack,his,6.311460018157959
simple,hasn't found,198,198_M_him,m,Match,obj,Raymond hasn't found,him,6.611387729644775
simple,hasn't found,198,198_M_his,m,Match,poss,Raymond hasn't found,his,3.994819164276123
simple,hasn't found,198,198_F_him,f,Mismatch,obj,Janice hasn't found,him,6.4510111808776855
simple,hasn't found,198,198_F_his,f,Mismatch,poss,Janice hasn't found,his,5.957582950592041
simple,forgot,199,199_M_him,m,Match,obj,Joel forgot,him,8.650609016418457
simple,forgot,199,199_M_his,m,Match,poss,Joel forgot,his,4.1259846687316895
simple,forgot,199,199_F_him,f,Mismatch,obj,Heather forgot,him,7.770252227783203
simple,forgot,199,199_F_his,f,Mismatch,poss,Heather forgot,his,4.757127285003662
simple,leads,200,200_M_him,m,Match,obj,Noah leads,him,7.023291110992432
simple,leads,200,200_M_his,m,Match,poss,Noah leads,his,5.8391804695129395
simple,leads,200,200_F_him,f,Mismatch,obj,Elizabeth leads,him,7.290452480316162
simple,leads,200,200_F_his,f,Mismatch,poss,Elizabeth leads,his,8.195042610168457
simple,hasn't escaped from,201,201_M_him,m,Match,obj,William hasn't escaped from,him,8.466135025024414
simple,hasn't escaped from,201,201_M_his,m,Match,poss,William hasn't escaped from,his,3.1279921531677246
simple,hasn't escaped from,201,201_F_him,f,Mismatch,obj,Patricia hasn't escaped from,him,9.067282676696777
simple,hasn't escaped from,201,201_F_his,f,Mismatch,poss,Patricia hasn't escaped from,his,7.335590362548828
simple,didn't investigate,202,202_M_him,m,Match,obj,This father didn't investigate,him,5.185664653778076
simple,didn't investigate,202,202_M_his,m,Match,poss,This father didn't investigate,his,4.419453144073486
simple,didn't investigate,202,202_F_him,f,Mismatch,obj,Stacy didn't investigate,him,6.421493053436279
simple,didn't investigate,202,202_F_his,f,Mismatch,poss,Stacy didn't investigate,his,5.857334613800049
simple,distracts,203,203_M_him,m,Match,obj,George distracts,him,3.3471992015838623
simple,distracts,203,203_M_his,m,Match,poss,George distracts,his,5.325588703155518
simple,distracts,203,203_F_him,f,Mismatch,obj,Jill distracts,him,4.379456520080566
simple,distracts,203,203_F_his,f,Mismatch,poss,Jill distracts,his,5.911252975463867
simple,exposes,204,204_M_him,m,Match,obj,Liam exposes,him,6.390806198120117
simple,exposes,204,204_M_his,m,Match,poss,Liam exposes,his,3.8824243545532227
simple,exposes,204,204_F_him,f,Mismatch,obj,Barbara exposes,him,6.5182013511657715
simple,exposes,204,204_F_his,f,Mismatch,poss,Barbara exposes,his,5.159709453582764
simple,isn't boasting about,205,205_M_him,m,Match,obj,This boy isn't boasting about,him,7.258266448974609
simple,isn't boasting about,205,205_M_his,m,Match,poss,This boy isn't boasting about,his,2.1821746826171875
simple,isn't boasting about,205,205_F_him,f,Mismatch,obj,Sarah isn't boasting about,him,8.977606773376465
simple,isn't boasting about,205,205_F_his,f,Mismatch,poss,Sarah isn't boasting about,his,5.1884965896606445
simple,would talk about,206,206_M_him,m,Match,obj,Alan would talk about,him,7.332132339477539
simple,would talk about,206,206_M_his,m,Match,poss,Alan would talk about,his,3.6967546939849854
simple,would talk about,206,206_F_him,f,Mismatch,obj,That daughter would talk about,him,6.221591472625732
simple,would talk about,206,206_F_his,f,Mismatch,poss,That daughter would talk about,his,6.517930030822754
simple,will care for,207,207_M_him,m,Match,obj,That guy will care for,him,4.002142429351807
simple,will care for,207,207_M_his,m,Match,poss,That guy will care for,his,4.292934417724609
simple,will care for,207,207_F_him,f,Mismatch,obj,Leslie will care for,him,4.115050315856934
simple,will care for,207,207_F_his,f,Mismatch,poss,Leslie will care for,his,4.372347354888916
simple,disliked,208,208_M_him,m,Match,obj,Charles disliked,him,3.695394515991211
simple,disliked,208,208_M_his,m,Match,poss,Charles disliked,his,4.959920406341553
simple,disliked,208,208_F_him,f,Mismatch,obj,Tracy disliked,him,4.697591304779053
simple,disliked,208,208_F_his,f,Mismatch,poss,Tracy disliked,his,5.18199348449707
simple,thought about,209,209_M_him,m,Match,obj,Bruce thought about,him,5.962918281555176
simple,thought about,209,209_M_his,m,Match,poss,Bruce thought about,his,4.632086277008057
simple,thought about,209,209_F_him,f,Mismatch,obj,Judy thought about,him,5.603233814239502
simple,thought about,209,209_F_his,f,Mismatch,poss,Judy thought about,his,4.496325969696045
simple,hides,210,210_M_him,m,Match,obj,Ronald hides,him,7.390457630157471
simple,hides,210,210_M_his,m,Match,poss,Ronald hides,his,3.109537124633789
simple,hides,210,210_F_him,f,Mismatch,obj,Emily hides,him,7.850672721862793
simple,hides,210,210_F_his,f,Mismatch,poss,Emily hides,his,3.716176748275757
simple,hasn't chosen,211,211_M_him,m,Match,obj,Roger hasn't chosen,him,7.71782112121582
simple,hasn't chosen,211,211_M_his,m,Match,poss,Roger hasn't chosen,his,4.466760158538818
simple,hasn't chosen,211,211_F_him,f,Mismatch,obj,The niece hasn't chosen,him,6.545444488525391
simple,hasn't chosen,211,211_F_his,f,Mismatch,poss,The niece hasn't chosen,his,7.482229709625244
simple,might attack,212,212_M_him,m,Match,obj,Curtis might attack,him,4.5717058181762695
simple,might attack,212,212_M_his,m,Match,poss,Curtis might attack,his,5.729168891906738
simple,might attack,212,212_F_him,f,Mismatch,obj,Stacey might attack,him,3.867065668106079
simple,might attack,212,212_F_his,f,Mismatch,poss,Stacey might attack,his,6.6230034828186035
simple,had met,213,213_M_him,m,Match,obj,Peter had met,him,4.425008296966553
simple,had met,213,213_M_his,m,Match,poss,Peter had met,his,4.208645820617676
simple,had met,213,213_F_him,f,Mismatch,obj,Ella had met,him,4.432923793792725
simple,had met,213,213_F_his,f,Mismatch,poss,Ella had met,his,4.575034141540527
simple,was talking to,214,214_M_him,m,Match,obj,Todd was talking to,him,3.8790030479431152
simple,was talking to,214,214_M_his,m,Match,poss,Todd was talking to,his,4.435302257537842
simple,was talking to,214,214_F_him,f,Mismatch,obj,Nicole was talking to,him,3.9749035835266113
simple,was talking to,214,214_F_his,f,Mismatch,poss,Nicole was talking to,his,4.847848892211914
simple,is describing,215,215_M_him,m,Match,obj,Stephen is describing,him,7.691544055938721
simple,is describing,215,215_M_his,m,Match,poss,Stephen is describing,his,5.1152825355529785
simple,is describing,215,215_F_him,f,Mismatch,obj,Pamela is describing,him,7.530763149261475
simple,is describing,215,215_F_his,f,Mismatch,poss,Pamela is describing,his,5.96195125579834
simple,would forgive,216,216_M_him,m,Match,obj,Wayne would forgive,him,2.9726650714874268
simple,would forgive,216,216_M_his,m,Match,poss,Wayne would forgive,his,4.220152854919434
simple,would forgive,216,216_F_him,f,Mismatch,obj,Katherine would forgive,him,3.031869649887085
simple,would forgive,216,216_F_his,f,Mismatch,poss,Katherine would forgive,his,6.995571613311768
simple,isn't choosing,217,217_M_him,m,Match,obj,Steven isn't choosing,him,7.42322301864624
simple,isn't choosing,217,217_M_his,m,Match,poss,Steven isn't choosing,his,4.565812587738037
simple,isn't choosing,217,217_F_him,f,Mismatch,obj,Laura isn't choosing,him,7.628333568572998
simple,isn't choosing,217,217_F_his,f,Mismatch,poss,Laura isn't choosing,his,6.3393940925598145
simple,isn't hurting,218,218_M_him,m,Match,obj,The boyfriend isn't hurting,him,4.382185935974121
simple,isn't hurting,218,218_M_his,m,Match,poss,The boyfriend isn't hurting,his,4.648046970367432
simple,isn't hurting,218,218_F_him,f,Mismatch,obj,Carolyn isn't hurting,him,6.457150459289551
simple,isn't hurting,218,218_F_his,f,Mismatch,poss,Carolyn isn't hurting,his,7.198343276977539
simple,won't heal,219,219_M_him,m,Match,obj,Stephen won't heal,him,5.961048603057861
simple,won't heal,219,219_M_his,m,Match,poss,Stephen won't heal,his,4.792403221130371
simple,won't heal,219,219_F_him,f,Mismatch,obj,Amelia won't heal,him,7.472002029418945
simple,won't heal,219,219_F_his,f,Mismatch,poss,Amelia won't heal,his,7.47988224029541
simple,has disliked,220,220_M_him,m,Match,obj,Richard has disliked,him,5.148417949676514
simple,has disliked,220,220_M_his,m,Match,poss,Richard has disliked,his,4.559549331665039
simple,has disliked,220,220_F_him,f,Mismatch,obj,Janice has disliked,him,4.495240688323975
simple,has disliked,220,220_F_his,f,Mismatch,poss,Janice has disliked,his,5.538879871368408
simple,might astound,221,221_M_him,m,Match,obj,That nephew might astound,him,5.523358345031738
simple,might astound,221,221_M_his,m,Match,poss,That nephew might astound,his,5.477173328399658
simple,might astound,221,221_F_him,f,Mismatch,obj,The girl might astound,him,6.688520908355713
simple,might astound,221,221_F_his,f,Mismatch,poss,The girl might astound,his,9.852890968322754
simple,hadn't revealed,222,222_M_him,m,Match,obj,Russell hadn't revealed,him,9.089810371398926
simple,hadn't revealed,222,222_M_his,m,Match,poss,Russell hadn't revealed,his,3.179748058319092
simple,hadn't revealed,222,222_F_him,f,Mismatch,obj,Tracy hadn't revealed,him,7.658298492431641
simple,hadn't revealed,222,222_F_his,f,Mismatch,poss,Tracy hadn't revealed,his,4.589776039123535
simple,lost,223,223_M_him,m,Match,obj,Edward lost,him,8.09018611907959
simple,lost,223,223_M_his,m,Match,poss,Edward lost,his,2.9077024459838867
simple,lost,223,223_F_him,f,Mismatch,obj,Michelle lost,him,9.331421852111816
simple,lost,223,223_F_his,f,Mismatch,poss,Michelle lost,his,5.07330846786499
simple,had concealed,224,224_M_him,m,Match,obj,Derek had concealed,him,8.057334899902344
simple,had concealed,224,224_M_his,m,Match,poss,Derek had concealed,his,1.5255053043365479
simple,had concealed,224,224_F_him,f,Mismatch,obj,That mother had concealed,him,7.526916027069092
simple,had concealed,224,224_F_his,f,Mismatch,poss,That mother had concealed,his,5.824228286743164
simple,can boast about,225,225_M_him,m,Match,obj,Theodore can boast about,him,9.047107696533203
simple,can boast about,225,225_M_his,m,Match,poss,Theodore can boast about,his,2.1654796600341797
simple,can boast about,225,225_F_him,f,Mismatch,obj,Michelle can boast about,him,11.553075790405273
simple,can boast about,225,225_F_his,f,Mismatch,poss,Michelle can boast about,his,7.626973628997803
simple,aggravated,226,226_M_him,m,Match,obj,Timothy aggravated,him,6.313736915588379
simple,aggravated,226,226_M_his,m,Match,poss,Timothy aggravated,his,3.5279700756073
simple,aggravated,226,226_F_him,f,Mismatch,obj,Naomi aggravated,him,6.628052234649658
simple,aggravated,226,226_F_his,f,Mismatch,poss,Naomi aggravated,his,3.2445895671844482
simple,fights,227,227_M_him,m,Match,obj,That ex-boyfriend fights,him,6.205514907836914
simple,fights,227,227_M_his,m,Match,poss,That ex-boyfriend fights,his,6.416892051696777
simple,fights,227,227_F_him,f,Mismatch,obj,Danielle fights,him,6.769704818725586
simple,fights,227,227_F_his,f,Mismatch,poss,Danielle fights,his,6.176697731018066
simple,might appreciate,228,228_M_him,m,Match,obj,This grandson might appreciate,him,8.109370231628418
simple,might appreciate,228,228_M_his,m,Match,poss,This grandson might appreciate,his,5.2078776359558105
simple,might appreciate,228,228_F_him,f,Mismatch,obj,Irene might appreciate,him,8.98016357421875
simple,might appreciate,228,228_F_his,f,Mismatch,poss,Irene might appreciate,his,6.2901458740234375
simple,fights,229,229_M_him,m,Match,obj,Kevin fights,him,7.005478382110596
simple,fights,229,229_M_his,m,Match,poss,Kevin fights,his,5.366255760192871
simple,fights,229,229_F_him,f,Mismatch,obj,Debra fights,him,7.531191825866699
simple,fights,229,229_F_his,f,Mismatch,poss,Debra fights,his,6.7549309730529785
simple,wasn't hurting,230,230_M_him,m,Match,obj,Liam wasn't hurting,him,4.422134876251221
simple,wasn't hurting,230,230_M_his,m,Match,poss,Liam wasn't hurting,his,3.516267776489258
simple,wasn't hurting,230,230_F_him,f,Mismatch,obj,Suzanne wasn't hurting,him,4.805486679077148
simple,wasn't hurting,230,230_F_his,f,Mismatch,poss,Suzanne wasn't hurting,his,4.5679802894592285
simple,won't notice,231,231_M_him,m,Match,obj,Christopher won't notice,him,7.318089485168457
simple,won't notice,231,231_M_his,m,Match,poss,Christopher won't notice,his,5.132264137268066
simple,won't notice,231,231_F_him,f,Mismatch,obj,That ex-girlfriend won't notice,him,6.1154303550720215
simple,won't notice,231,231_F_his,f,Mismatch,poss,That ex-girlfriend won't notice,his,6.878098011016846
simple,visits,232,232_M_him,m,Match,obj,Rodney visits,him,6.130775451660156
simple,visits,232,232_M_his,m,Match,poss,Rodney visits,his,5.334404945373535
simple,visits,232,232_F_him,f,Mismatch,obj,That girl visits,him,4.0722551345825195
simple,visits,232,232_F_his,f,Mismatch,poss,That girl visits,his,6.343394756317139
simple,disgusts,233,233_M_him,m,Match,obj,Bruce disgusts,him,4.831027030944824
simple,disgusts,233,233_M_his,m,Match,poss,Bruce disgusts,his,6.986021995544434
simple,disgusts,233,233_F_him,f,Mismatch,obj,Samantha disgusts,him,3.82991886138916
simple,disgusts,233,233_F_his,f,Mismatch,poss,Samantha disgusts,his,7.093560695648193
simple,forgets,234,234_M_him,m,Match,obj,Donald forgets,him,9.866617202758789
simple,forgets,234,234_M_his,m,Match,poss,Donald forgets,his,5.061944484710693
simple,forgets,234,234_F_him,f,Mismatch,obj,Susan forgets,him,8.701388359069824
simple,forgets,234,234_F_his,f,Mismatch,poss,Susan forgets,his,4.071802616119385
simple,might forget,235,235_M_him,m,Match,obj,Adam might forget,him,7.651704788208008
simple,might forget,235,235_M_his,m,Match,poss,Adam might forget,his,5.027431964874268
simple,might forget,235,235_F_him,f,Mismatch,obj,Brenda might forget,him,7.886309623718262
simple,might forget,235,235_F_his,f,Mismatch,poss,Brenda might forget,his,6.2616376876831055
simple,hadn't revealed,236,236_M_him,m,Match,obj,Gregory hadn't revealed,him,8.401159286499023
simple,hadn't revealed,236,236_M_his,m,Match,poss,Gregory hadn't revealed,his,3.5783369541168213
simple,hadn't revealed,236,236_F_him,f,Mismatch,obj,Janet hadn't revealed,him,9.114936828613281
simple,hadn't revealed,236,236_F_his,f,Mismatch,poss,Janet hadn't revealed,his,3.7333717346191406
simple,shoots,237,237_M_him,m,Match,obj,The ex-boyfriend shoots,him,3.382105827331543
simple,shoots,237,237_M_his,m,Match,poss,The ex-boyfriend shoots,his,3.961981773376465
simple,shoots,237,237_F_him,f,Mismatch,obj,Nicole shoots,him,8.017168998718262
simple,shoots,237,237_F_his,f,Mismatch,poss,Nicole shoots,his,7.651564598083496
simple,might hurt,238,238_M_him,m,Match,obj,Wayne might hurt,him,4.281318664550781
simple,might hurt,238,238_M_his,m,Match,poss,Wayne might hurt,his,2.9778499603271484
simple,might hurt,238,238_F_him,f,Mismatch,obj,Nicole might hurt,him,6.245964050292969
simple,might hurt,238,238_F_his,f,Mismatch,poss,Nicole might hurt,his,5.1811137199401855
simple,couldn't choose,239,239_M_him,m,Match,obj,Steve couldn't choose,him,8.96265983581543
simple,couldn't choose,239,239_M_his,m,Match,poss,Steve couldn't choose,his,4.35243558883667
simple,couldn't choose,239,239_F_him,f,Mismatch,obj,Stacey couldn't choose,him,9.453829765319824
simple,couldn't choose,239,239_F_his,f,Mismatch,poss,Stacey couldn't choose,his,6.144520282745361
simple,had observed,240,240_M_him,m,Match,obj,The grandson had observed,him,5.286921501159668
simple,had observed,240,240_M_his,m,Match,poss,The grandson had observed,his,4.907316207885742
simple,had observed,240,240_F_him,f,Mismatch,obj,Mary had observed,him,6.620510578155518
simple,had observed,240,240_F_his,f,Mismatch,poss,Mary had observed,his,6.5453667640686035
simple,had bored,241,241_M_him,m,Match,obj,This ex-husband had bored,him,4.263553619384766
simple,had bored,241,241_M_his,m,Match,poss,This ex-husband had bored,his,2.9761221408843994
simple,had bored,241,241_F_him,f,Mismatch,obj,Samantha had bored,him,4.289044380187988
simple,had bored,241,241_F_his,f,Mismatch,poss,Samantha had bored,his,4.487696647644043
simple,isn't complaining about,242,242_M_him,m,Match,obj,This ex-boyfriend isn't complaining about,him,5.801252841949463
simple,isn't complaining about,242,242_M_his,m,Match,poss,This ex-boyfriend isn't complaining about,his,3.5137131214141846
simple,isn't complaining about,242,242_F_him,f,Mismatch,obj,Bethany isn't complaining about,him,7.506549835205078
simple,isn't complaining about,242,242_F_his,f,Mismatch,poss,Bethany isn't complaining about,his,6.119032382965088
simple,could underwhelm,243,243_M_him,m,Match,obj,David could underwhelm,him,6.085287570953369
simple,could underwhelm,243,243_M_his,m,Match,poss,David could underwhelm,his,4.786199569702148
simple,could underwhelm,243,243_F_him,f,Mismatch,obj,Natalie could underwhelm,him,6.0934834480285645
simple,could underwhelm,243,243_F_his,f,Mismatch,poss,Natalie could underwhelm,his,7.368642807006836
simple,strikes,244,244_M_him,m,Match,obj,Carlos strikes,him,6.139629364013672
simple,strikes,244,244_M_his,m,Match,poss,Carlos strikes,his,5.934824466705322
simple,strikes,244,244_F_him,f,Mismatch,obj,Ann strikes,him,7.6466803550720215
simple,strikes,244,244_F_his,f,Mismatch,poss,Ann strikes,his,7.163455486297607
simple,was shooting,245,245_M_him,m,Match,obj,Vincent was shooting,him,7.011504650115967
simple,was shooting,245,245_M_his,m,Match,poss,Vincent was shooting,his,5.478750705718994
simple,was shooting,245,245_F_him,f,Mismatch,obj,Susan was shooting,him,6.583252429962158
simple,was shooting,245,245_F_his,f,Mismatch,poss,Susan was shooting,his,4.794600486755371
simple,visited,246,246_M_him,m,Match,obj,Frank visited,him,7.449450492858887
simple,visited,246,246_M_his,m,Match,poss,Frank visited,his,5.331130504608154
simple,visited,246,246_F_him,f,Mismatch,obj,Emily visited,him,6.337540149688721
simple,visited,246,246_F_his,f,Mismatch,poss,Emily visited,his,5.9471588134765625
simple,is examining,247,247_M_him,m,Match,obj,Roger is examining,him,9.214262008666992
simple,is examining,247,247_M_his,m,Match,poss,Roger is examining,his,4.6591925621032715
simple,is examining,247,247_F_him,f,Mismatch,obj,Jodi is examining,him,8.179710388183594
simple,is examining,247,247_F_his,f,Mismatch,poss,Jodi is examining,his,4.4463934898376465
simple,can like,248,248_M_him,m,Match,obj,Rodney can like,him,6.509085178375244
simple,can like,248,248_M_his,m,Match,poss,Rodney can like,his,5.66340446472168
simple,can like,248,248_F_him,f,Mismatch,obj,Grace can like,him,6.861505031585693
simple,can like,248,248_F_his,f,Mismatch,poss,Grace can like,his,7.011936187744141
simple,questioned,249,249_M_him,m,Match,obj,The brother questioned,him,4.670508861541748
simple,questioned,249,249_M_his,m,Match,poss,The brother questioned,his,4.001124858856201
simple,questioned,249,249_F_him,f,Mismatch,obj,April questioned,him,5.23063325881958
simple,questioned,249,249_F_his,f,Mismatch,poss,April questioned,his,4.624032974243164
simple,distracted,250,250_M_him,m,Match,obj,Bradley distracted,him,4.707203388214111
simple,distracted,250,250_M_his,m,Match,poss,Bradley distracted,his,5.55246639251709
simple,distracted,250,250_F_him,f,Mismatch,obj,Anne distracted,him,4.731138229370117
simple,distracted,250,250_F_his,f,Mismatch,poss,Anne distracted,his,5.10232400894165
simple,had attacked,251,251_M_him,m,Match,obj,Omar had attacked,him,3.7568154335021973
simple,had attacked,251,251_M_his,m,Match,poss,Omar had attacked,his,4.707799911499023
simple,had attacked,251,251_F_him,f,Mismatch,obj,Margaret had attacked,him,3.813232421875
simple,had attacked,251,251_F_his,f,Mismatch,poss,Margaret had attacked,his,5.809342861175537
simple,couldn't forgive,252,252_M_him,m,Match,obj,William couldn't forgive,him,3.5106518268585205
simple,couldn't forgive,252,252_M_his,m,Match,poss,William couldn't forgive,his,4.287760257720947
simple,couldn't forgive,252,252_F_him,f,Mismatch,obj,Marie couldn't forgive,him,3.235053777694702
simple,couldn't forgive,252,252_F_his,f,Mismatch,poss,Marie couldn't forgive,his,4.699509620666504
simple,hadn't listened to,253,253_M_him,m,Match,obj,Brian hadn't listened to,him,4.020122051239014
simple,hadn't listened to,253,253_M_his,m,Match,poss,Brian hadn't listened to,his,4.036863327026367
simple,hadn't listened to,253,253_F_him,f,Mismatch,obj,Eva hadn't listened to,him,3.6788158416748047
simple,hadn't listened to,253,253_F_his,f,Mismatch,poss,Eva hadn't listened to,his,4.267937660217285
simple,shoots,254,254_M_him,m,Match,obj,Robert shoots,him,5.682245254516602
simple,shoots,254,254_M_his,m,Match,poss,Robert shoots,his,4.557825088500977
simple,shoots,254,254_F_him,f,Mismatch,obj,That niece shoots,him,3.4527792930603027
simple,shoots,254,254_F_his,f,Mismatch,poss,That niece shoots,his,6.7808003425598145
simple,couldn't discover,255,255_M_him,m,Match,obj,That husband couldn't discover,him,6.358623027801514
simple,couldn't discover,255,255_M_his,m,Match,poss,That husband couldn't discover,his,2.4981212615966797
simple,couldn't discover,255,255_F_him,f,Mismatch,obj,Julie couldn't discover,him,6.7262067794799805
simple,couldn't discover,255,255_F_his,f,Mismatch,poss,Julie couldn't discover,his,4.906481742858887
simple,won't lose,256,256_M_him,m,Match,obj,Eric won't lose,him,7.527947425842285
simple,won't lose,256,256_M_his,m,Match,poss,Eric won't lose,his,3.1217360496520996
simple,won't lose,256,256_F_him,f,Mismatch,obj,Florence won't lose,him,6.550601482391357
simple,won't lose,256,256_F_his,f,Mismatch,poss,Florence won't lose,his,4.072312355041504
simple,isn't hiring,257,257_M_him,m,Match,obj,Thomas isn't hiring,him,6.008387088775635
simple,isn't hiring,257,257_M_his,m,Match,poss,Thomas isn't hiring,his,7.5056538581848145
simple,isn't hiring,257,257_F_him,f,Mismatch,obj,Eva isn't hiring,him,6.196891784667969
simple,isn't hiring,257,257_F_his,f,Mismatch,poss,Eva isn't hiring,his,8.408649444580078
simple,won't kiss,258,258_M_him,m,Match,obj,Keith won't kiss,him,4.718845367431641
simple,won't kiss,258,258_M_his,m,Match,poss,Keith won't kiss,his,4.716742992401123
simple,won't kiss,258,258_F_him,f,Mismatch,obj,Elizabeth won't kiss,him,6.054890155792236
simple,won't kiss,258,258_F_his,f,Mismatch,poss,Elizabeth won't kiss,his,7.707056999206543
simple,wasn't hiding,259,259_M_him,m,Match,obj,That brother wasn't hiding,him,8.77434253692627
simple,wasn't hiding,259,259_M_his,m,Match,poss,That brother wasn't hiding,his,4.063063144683838
simple,wasn't hiding,259,259_F_him,f,Mismatch,obj,Tamara wasn't hiding,him,10.078153610229492
simple,wasn't hiding,259,259_F_his,f,Mismatch,poss,Tamara wasn't hiding,his,3.2767434120178223
simple,leaves,260,260_M_him,m,Match,obj,Jeffrey leaves,him,8.064166069030762
simple,leaves,260,260_M_his,m,Match,poss,Jeffrey leaves,his,5.299543380737305
simple,leaves,260,260_F_him,f,Mismatch,obj,Laura leaves,him,6.66276741027832
simple,leaves,260,260_F_his,f,Mismatch,poss,Laura leaves,his,5.709846019744873
simple,might help,261,261_M_him,m,Match,obj,Christopher might help,him,5.943038463592529
simple,might help,261,261_M_his,m,Match,poss,Christopher might help,his,6.587085247039795
simple,might help,261,261_F_him,f,Mismatch,obj,Florence might help,him,5.484518527984619
simple,might help,261,261_F_his,f,Mismatch,poss,Florence might help,his,7.528123378753662
simple,remembers,262,262_M_him,m,Match,obj,Derek remembers,him,5.905364036560059
simple,remembers,262,262_M_his,m,Match,poss,Derek remembers,his,4.736708164215088
simple,remembers,262,262_F_him,f,Mismatch,obj,Ellen remembers,him,6.249057769775391
simple,remembers,262,262_F_his,f,Mismatch,poss,Ellen remembers,his,4.768411636352539
simple,thinks about,263,263_M_him,m,Match,obj,Curtis thinks about,him,6.392269134521484
simple,thinks about,263,263_M_his,m,Match,poss,Curtis thinks about,his,4.452755451202393
simple,thinks about,263,263_F_him,f,Mismatch,obj,Claire thinks about,him,6.676701545715332
simple,thinks about,263,263_F_his,f,Mismatch,poss,Claire thinks about,his,4.847477436065674
simple,hadn't upset,264,264_M_him,m,Match,obj,Adam hadn't upset,him,3.484609842300415
simple,hadn't upset,264,264_M_his,m,Match,poss,Adam hadn't upset,his,4.334308624267578
simple,hadn't upset,264,264_F_him,f,Mismatch,obj,Sally hadn't upset,him,3.767566204071045
simple,hadn't upset,264,264_F_his,f,Mismatch,poss,Sally hadn't upset,his,4.865316390991211
simple,visits,265,265_M_him,m,Match,obj,Alexander visits,him,7.034974098205566
simple,visits,265,265_M_his,m,Match,poss,Alexander visits,his,5.090188503265381
simple,visits,265,265_F_him,f,Mismatch,obj,Ann visits,him,7.098827362060547
simple,visits,265,265_F_his,f,Mismatch,poss,Ann visits,his,5.105381011962891
simple,has concealed,266,266_M_him,m,Match,obj,This guy has concealed,him,8.083793640136719
simple,has concealed,266,266_M_his,m,Match,poss,This guy has concealed,his,1.5962110757827759
simple,has concealed,266,266_F_him,f,Mismatch,obj,Amanda has concealed,him,7.404187202453613
simple,has concealed,266,266_F_his,f,Mismatch,poss,Amanda has concealed,his,2.8348536491394043
simple,shocks,267,267_M_him,m,Match,obj,Curtis shocks,him,5.309981822967529
simple,shocks,267,267_M_his,m,Match,poss,Curtis shocks,his,5.146496772766113
simple,shocks,267,267_F_him,f,Mismatch,obj,Sally shocks,him,6.5760040283203125
simple,shocks,267,267_F_his,f,Mismatch,poss,Sally shocks,his,7.310933589935303
simple,will hinder,268,268_M_him,m,Match,obj,Paul will hinder,him,5.4938273429870605
simple,will hinder,268,268_M_his,m,Match,poss,Paul will hinder,his,4.149875640869141
simple,will hinder,268,268_F_him,f,Mismatch,obj,That daughter will hinder,him,3.9472391605377197
simple,will hinder,268,268_F_his,f,Mismatch,poss,That daughter will hinder,his,5.365179538726807
simple,had exposed,269,269_M_him,m,Match,obj,That ex-boyfriend had exposed,him,4.528454303741455
simple,had exposed,269,269_M_his,m,Match,poss,That ex-boyfriend had exposed,his,2.493478536605835
simple,had exposed,269,269_F_him,f,Mismatch,obj,The woman had exposed,him,6.596917152404785
simple,had exposed,269,269_F_his,f,Mismatch,poss,The woman had exposed,his,4.786372184753418
simple,fights,270,270_M_him,m,Match,obj,Scott fights,him,7.1607866287231445
simple,fights,270,270_M_his,m,Match,poss,Scott fights,his,5.557324409484863
simple,fights,270,270_F_him,f,Mismatch,obj,Sarah fights,him,6.417214870452881
simple,fights,270,270_F_his,f,Mismatch,poss,Sarah fights,his,6.662074089050293
simple,had embarrassed,271,271_M_him,m,Match,obj,Charles had embarrassed,him,2.9113872051239014
simple,had embarrassed,271,271_M_his,m,Match,poss,Charles had embarrassed,his,4.697662830352783
simple,had embarrassed,271,271_F_him,f,Mismatch,obj,Diane had embarrassed,him,3.57960844039917
simple,had embarrassed,271,271_F_his,f,Mismatch,poss,Diane had embarrassed,his,5.373411655426025
simple,can't dislike,272,272_M_him,m,Match,obj,Curtis can't dislike,him,4.607439041137695
simple,can't dislike,272,272_M_his,m,Match,poss,Curtis can't dislike,his,5.145147800445557
simple,can't dislike,272,272_F_him,f,Mismatch,obj,Dawn can't dislike,him,4.354537487030029
