exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-j-6B_surp
About,stunned,193,193_M_him,m,Match,obj,The pamphlet about Bill stunned,him,2.7208051681518555
About,stunned,193,193_F_him,f,Mismatch,obj,The pamphlet about Melissa stunned,him,3.723459482192993
About,stunned,193,193_M_his,m,Match,poss,The pamphlet about Bill stunned,his,5.899242877960205
About,stunned,193,193_F_his,f,Mismatch,poss,The pamphlet about Melissa stunned,his,8.051544189453125
About,alarmed,194,194_M_him,m,Match,obj,The brochure about Benjamin alarmed,him,2.5158584117889404
About,alarmed,194,194_F_him,f,Mismatch,obj,The brochure about the ex-wife alarmed,him,2.8352322578430176
About,alarmed,194,194_M_his,m,Match,poss,The brochure about Benjamin alarmed,his,6.077511787414551
About,alarmed,194,194_F_his,f,Mismatch,poss,The brochure about the ex-wife alarmed,his,8.606012344360352
About,had aggravated,195,195_M_him,m,Match,obj,The play about Timothy had aggravated,him,3.6007683277130127
About,had aggravated,195,195_F_him,f,Mismatch,obj,The play about Melanie had aggravated,him,3.7563462257385254
About,had aggravated,195,195_M_his,m,Match,poss,The play about Timothy had aggravated,his,2.045362949371338
About,had aggravated,195,195_F_his,f,Mismatch,poss,The play about Melanie had aggravated,his,2.5052592754364014
About,aided,196,196_M_him,m,Match,obj,The movie about Liam aided,him,4.630075454711914
About,aided,196,196_F_him,f,Mismatch,obj,The movie about Lisa aided,him,7.3099751472473145
About,aided,196,196_M_his,m,Match,poss,The movie about Liam aided,his,4.663888931274414
About,aided,196,196_F_his,f,Mismatch,poss,The movie about Lisa aided,his,7.941154479980469
About,hasn't aggravated,197,197_M_him,m,Match,obj,The newspaper article about Dan hasn't aggravated,him,2.497297763824463
About,hasn't aggravated,197,197_F_him,f,Mismatch,obj,The newspaper article about Caroline hasn't aggravated,him,3.244973659515381
About,hasn't aggravated,197,197_M_his,m,Match,poss,The newspaper article about Dan hasn't aggravated,his,3.196103096008301
About,hasn't aggravated,197,197_F_his,f,Mismatch,poss,The newspaper article about Caroline hasn't aggravated,his,4.157929420471191
About,couldn't astound,198,198_M_him,m,Match,obj,The story about this son couldn't astound,him,4.679303169250488
About,couldn't astound,198,198_F_him,f,Mismatch,obj,The story about the waitress couldn't astound,him,4.468396186828613
About,couldn't astound,198,198_M_his,m,Match,poss,The story about this son couldn't astound,his,6.234708786010742
About,couldn't astound,198,198_F_his,f,Mismatch,poss,The story about the waitress couldn't astound,his,8.3118257522583
About,astounds,199,199_M_him,m,Match,obj,The essay about Aaron astounds,him,8.326791763305664
About,astounds,199,199_F_him,f,Mismatch,obj,The essay about that niece astounds,him,6.816859245300293
About,astounds,199,199_M_his,m,Match,poss,The essay about Aaron astounds,his,7.086975574493408
About,astounds,199,199_F_his,f,Mismatch,poss,The essay about that niece astounds,his,9.476827621459961
About,aggravates,200,200_M_him,m,Match,obj,The report about Donald aggravates,him,3.603860378265381
About,aggravates,200,200_F_him,f,Mismatch,obj,The report about Donna aggravates,him,4.42518424987793
About,aggravates,200,200_M_his,m,Match,poss,The report about Donald aggravates,his,5.846800327301025
About,aggravates,200,200_F_his,f,Mismatch,poss,The report about Donna aggravates,his,7.197864055633545
About,helped,201,201_M_him,m,Match,obj,The documentary about Carlos helped,him,3.693230628967285
About,helped,201,201_F_him,f,Mismatch,obj,The documentary about that wife helped,him,4.183816909790039
About,helped,201,201_M_his,m,Match,poss,The documentary about Carlos helped,his,6.601163387298584
About,helped,201,201_F_his,f,Mismatch,poss,The documentary about that wife helped,his,7.813096523284912
About,hasn't overwhelmed,202,202_M_him,m,Match,obj,The commentary about that man hasn't overwhelmed,him,6.372498989105225
About,hasn't overwhelmed,202,202_F_him,f,Mismatch,obj,The commentary about the grandmother hasn't overwhelmed,him,7.412587642669678
About,hasn't overwhelmed,202,202_M_his,m,Match,poss,The commentary about that man hasn't overwhelmed,his,7.172744274139404
About,hasn't overwhelmed,202,202_F_his,f,Mismatch,poss,The commentary about the grandmother hasn't overwhelmed,his,8.2466459274292
About,had alarmed,203,203_M_him,m,Match,obj,The show about Raymond had alarmed,him,2.495952606201172
About,had alarmed,203,203_F_him,f,Mismatch,obj,The show about Janice had alarmed,him,2.862908124923706
About,had alarmed,203,203_M_his,m,Match,poss,The show about Raymond had alarmed,his,5.22354793548584
About,had alarmed,203,203_F_his,f,Mismatch,poss,The show about Janice had alarmed,his,6.683795928955078
About,hadn't alarmed,204,204_M_him,m,Match,obj,The book about Michael hadn't alarmed,him,1.5118337869644165
About,hadn't alarmed,204,204_F_him,f,Mismatch,obj,The book about Tara hadn't alarmed,him,2.101588487625122
About,hadn't alarmed,204,204_M_his,m,Match,poss,The book about Michael hadn't alarmed,his,6.876855373382568
About,hadn't alarmed,204,204_F_his,f,Mismatch,poss,The book about Tara hadn't alarmed,his,8.120331764221191
About,hadn't helped,205,205_M_him,m,Match,obj,The pamphlet about Steven hadn't helped,him,4.381110191345215
About,hadn't helped,205,205_F_him,f,Mismatch,obj,The pamphlet about Natalie hadn't helped,him,5.1093974113464355
About,hadn't helped,205,205_M_his,m,Match,poss,The pamphlet about Steven hadn't helped,his,5.023560047149658
About,hadn't helped,205,205_F_his,f,Mismatch,poss,The pamphlet about Natalie hadn't helped,his,6.022352695465088
About,has alarmed,206,206_M_him,m,Match,obj,The brochure about Mark has alarmed,him,4.829336643218994
About,has alarmed,206,206_F_him,f,Mismatch,obj,The brochure about Kimberley has alarmed,him,5.915960311889648
About,has alarmed,206,206_M_his,m,Match,poss,The brochure about Mark has alarmed,his,7.038463592529297
About,has alarmed,206,206_F_his,f,Mismatch,poss,The brochure about Kimberley has alarmed,his,9.297276496887207
About,hasn't disgusted,207,207_M_him,m,Match,obj,The play about Eric hasn't disgusted,him,4.332165718078613
About,hasn't disgusted,207,207_F_him,f,Mismatch,obj,The play about Veronica hasn't disgusted,him,4.44938325881958
About,hasn't disgusted,207,207_M_his,m,Match,poss,The play about Eric hasn't disgusted,his,7.8825483322143555
About,hasn't disgusted,207,207_F_his,f,Mismatch,poss,The play about Veronica hasn't disgusted,his,8.766197204589844
About,is shocking,208,208_M_him,m,Match,obj,The movie about Douglas is shocking,him,12.439970970153809
About,is shocking,208,208_F_him,f,Mismatch,obj,The movie about Jennifer is shocking,him,14.70124340057373
About,is shocking,208,208_M_his,m,Match,poss,The movie about Douglas is shocking,his,12.947169303894043
About,is shocking,208,208_F_his,f,Mismatch,poss,The movie about Jennifer is shocking,his,15.884703636169434
About,wouldn't disturb,209,209_M_him,m,Match,obj,The newspaper article about Donald wouldn't disturb,him,2.349961280822754
About,wouldn't disturb,209,209_F_him,f,Mismatch,obj,The newspaper article about Sonia wouldn't disturb,him,2.7959518432617188
About,wouldn't disturb,209,209_M_his,m,Match,poss,The newspaper article about Donald wouldn't disturb,his,4.457648754119873
About,wouldn't disturb,209,209_F_his,f,Mismatch,poss,The newspaper article about Sonia wouldn't disturb,his,5.095247268676758
About,harms,210,210_M_him,m,Match,obj,The story about Adam harms,him,7.204812526702881
About,harms,210,210_F_him,f,Mismatch,obj,The story about Nicole harms,him,6.1897149085998535
About,harms,210,210_M_his,m,Match,poss,The story about Adam harms,his,3.316298723220825
About,harms,210,210_F_his,f,Mismatch,poss,The story about Nicole harms,his,6.82089376449585
About,embarrassed,211,211_M_him,m,Match,obj,The essay about Joseph embarrassed,him,4.253498077392578
About,embarrassed,211,211_F_him,f,Mismatch,obj,The essay about Donna embarrassed,him,5.695446491241455
About,embarrassed,211,211_M_his,m,Match,poss,The essay about Joseph embarrassed,his,4.771966934204102
About,embarrassed,211,211_F_his,f,Mismatch,poss,The essay about Donna embarrassed,his,8.107452392578125
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him,4.035245895385742
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him,4.704764366149902
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his,5.72590446472168
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his,6.756096363067627
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him,4.3372368812561035
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him,5.881069183349609
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his,6.64780330657959
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his,8.845356941223145
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him,2.602475881576538
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him,4.32731819152832
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his,3.2111127376556396
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his,5.724928855895996
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him,3.834291696548462
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him,5.041451930999756
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his,3.992086410522461
About,shouldn't hurt,215,215_F_his,f,Mismatch,poss,The show about Nicole shouldn't hurt,his,5.9994916915893555
About,will aid,216,216_M_him,m,Match,obj,The book about Dan will aid,him,5.098231792449951
About,will aid,216,216_F_him,f,Mismatch,obj,The book about Carla will aid,him,6.029711723327637
About,will aid,216,216_M_his,m,Match,poss,The book about Dan will aid,his,5.492718696594238
About,will aid,216,216_F_his,f,Mismatch,poss,The book about Carla will aid,his,7.235714435577393
About,isn't hurting,217,217_M_him,m,Match,obj,The pamphlet about Guy isn't hurting,him,4.823379039764404
About,isn't hurting,217,217_F_him,f,Mismatch,obj,The pamphlet about Donna isn't hurting,him,5.911778450012207
About,isn't hurting,217,217_M_his,m,Match,poss,The pamphlet about Guy isn't hurting,his,5.725063800811768
About,isn't hurting,217,217_F_his,f,Mismatch,poss,The pamphlet about Donna isn't hurting,his,6.858546733856201
About,annoyed,218,218_M_him,m,Match,obj,The brochure about Curtis annoyed,him,2.637047052383423
About,annoyed,218,218_F_him,f,Mismatch,obj,The brochure about Monica annoyed,him,3.270453929901123
About,annoyed,218,218_M_his,m,Match,poss,The brochure about Curtis annoyed,his,7.596311092376709
About,annoyed,218,218_F_his,f,Mismatch,poss,The brochure about Monica annoyed,his,8.7594575881958
About,hasn't alarmed,219,219_M_him,m,Match,obj,The play about Ronald hasn't alarmed,him,3.95015811920166
About,hasn't alarmed,219,219_F_him,f,Mismatch,obj,The play about Bethany hasn't alarmed,him,4.048710346221924
About,hasn't alarmed,219,219_M_his,m,Match,poss,The play about Ronald hasn't alarmed,his,6.452332019805908
About,hasn't alarmed,219,219_F_his,f,Mismatch,poss,The play about Bethany hasn't alarmed,his,7.384942531585693
About,might stun,220,220_M_him,m,Match,obj,The movie about Kevin might stun,him,5.18547248840332
About,might stun,220,220_F_him,f,Mismatch,obj,The movie about this waitress might stun,him,8.164153099060059
About,might stun,220,220_M_his,m,Match,poss,The movie about Kevin might stun,his,6.583083152770996
About,might stun,220,220_F_his,f,Mismatch,poss,The movie about this waitress might stun,his,10.316925048828125
About,overwhelms,221,221_M_him,m,Match,obj,The newspaper article about Bradley overwhelms,him,3.3993725776672363
About,overwhelms,221,221_F_him,f,Mismatch,obj,The newspaper article about Danielle overwhelms,him,3.358362913131714
About,overwhelms,221,221_M_his,m,Match,poss,The newspaper article about Bradley overwhelms,his,6.014257431030273
About,overwhelms,221,221_F_his,f,Mismatch,poss,The newspaper article about Danielle overwhelms,his,7.55119514465332
About,impressed,222,222_M_him,m,Match,obj,The story about the father impressed,him,3.0987868309020996
About,impressed,222,222_F_him,f,Mismatch,obj,The story about Sheila impressed,him,3.573416233062744
About,impressed,222,222_M_his,m,Match,poss,The story about the father impressed,his,6.5702714920043945
About,impressed,222,222_F_his,f,Mismatch,poss,The story about Sheila impressed,his,7.901501178741455
About,does underwhelm,223,223_M_him,m,Match,obj,The essay about Brian does underwhelm,him,7.796030521392822
About,does underwhelm,223,223_F_him,f,Mismatch,obj,The essay about Melissa does underwhelm,him,8.382954597473145
About,does underwhelm,223,223_M_his,m,Match,poss,The essay about Brian does underwhelm,his,7.9989094734191895
About,does underwhelm,223,223_F_his,f,Mismatch,poss,The essay about Melissa does underwhelm,his,9.836920738220215
About,aided,224,224_M_him,m,Match,obj,The report about Roger aided,him,5.24389123916626
About,aided,224,224_F_him,f,Mismatch,obj,The report about this granddaughter aided,him,6.240326404571533
About,aided,224,224_M_his,m,Match,poss,The report about Roger aided,his,5.288975715637207
About,aided,224,224_F_his,f,Mismatch,poss,The report about this granddaughter aided,his,7.119468688964844
About,hasn't impressed,225,225_M_him,m,Match,obj,The documentary about Peter hasn't impressed,him,5.406574249267578
About,hasn't impressed,225,225_F_him,f,Mismatch,obj,The documentary about Vanessa hasn't impressed,him,5.9924445152282715
About,hasn't impressed,225,225_M_his,m,Match,poss,The documentary about Peter hasn't impressed,his,9.610677719116211
About,hasn't impressed,225,225_F_his,f,Mismatch,poss,The documentary about Vanessa hasn't impressed,his,10.275444984436035
About,confuses,226,226_M_him,m,Match,obj,The commentary about Phillip confuses,him,3.8366360664367676
About,confuses,226,226_F_him,f,Mismatch,obj,The commentary about this sister confuses,him,8.251087188720703
About,confuses,226,226_M_his,m,Match,poss,The commentary about Phillip confuses,his,6.913633823394775
About,confuses,226,226_F_his,f,Mismatch,poss,The commentary about this sister confuses,his,10.854701042175293
About,might astound,227,227_M_him,m,Match,obj,The show about Roger might astound,him,6.5218186378479
About,might astound,227,227_F_him,f,Mismatch,obj,The show about Sabrina might astound,him,7.301934719085693
About,might astound,227,227_M_his,m,Match,poss,The show about Roger might astound,his,7.119184494018555
About,might astound,227,227_F_his,f,Mismatch,poss,The show about Sabrina might astound,his,9.477248191833496
About,bothers,228,228_M_him,m,Match,obj,The book about Brett bothers,him,6.414107799530029
About,bothers,228,228_F_him,f,Mismatch,obj,The book about Susan bothers,him,6.038205623626709
About,bothers,228,228_M_his,m,Match,poss,The book about Brett bothers,his,9.16424560546875
About,bothers,228,228_F_his,f,Mismatch,poss,The book about Susan bothers,his,9.915448188781738
About,overwhelms,229,229_M_him,m,Match,obj,The pamphlet about Matt overwhelms,him,4.6634016036987305
About,overwhelms,229,229_F_him,f,Mismatch,obj,The pamphlet about Beth overwhelms,him,4.041217803955078
About,overwhelms,229,229_M_his,m,Match,poss,The pamphlet about Matt overwhelms,his,6.331517696380615
About,overwhelms,229,229_F_his,f,Mismatch,poss,The pamphlet about Beth overwhelms,his,7.3999924659729
About,wasn't disturbing,230,230_M_him,m,Match,obj,The brochure about Jeffrey wasn't disturbing,him,5.551258087158203
About,wasn't disturbing,230,230_F_him,f,Mismatch,obj,The brochure about Marie wasn't disturbing,him,4.846606731414795
About,wasn't disturbing,230,230_M_his,m,Match,poss,The brochure about Jeffrey wasn't disturbing,his,8.222497940063477
About,wasn't disturbing,230,230_F_his,f,Mismatch,poss,The brochure about Marie wasn't disturbing,his,8.126483917236328
About,hasn't shocked,231,231_M_him,m,Match,obj,The play about Carl hasn't shocked,him,5.917910575866699
About,hasn't shocked,231,231_F_him,f,Mismatch,obj,The play about Suzanne hasn't shocked,him,5.095875263214111
About,hasn't shocked,231,231_M_his,m,Match,poss,The play about Carl hasn't shocked,his,7.969242572784424
About,hasn't shocked,231,231_F_his,f,Mismatch,poss,The play about Suzanne hasn't shocked,his,8.240499496459961
About,shocks,232,232_M_him,m,Match,obj,The movie about Noah shocks,him,7.245331764221191
About,shocks,232,232_F_him,f,Mismatch,obj,The movie about Colleen shocks,him,7.956672668457031
About,shocks,232,232_M_his,m,Match,poss,The movie about Noah shocks,his,7.493295192718506
About,shocks,232,232_F_his,f,Mismatch,poss,The movie about Colleen shocks,his,10.977314949035645
About,hadn't disgusted,233,233_M_him,m,Match,obj,The newspaper article about Scott hadn't disgusted,him,1.3692622184753418
About,hadn't disgusted,233,233_F_him,f,Mismatch,obj,The newspaper article about Jane hadn't disgusted,him,1.995213508605957
About,hadn't disgusted,233,233_M_his,m,Match,poss,The newspaper article about Scott hadn't disgusted,his,8.199522018432617
About,hadn't disgusted,233,233_F_his,f,Mismatch,poss,The newspaper article about Jane hadn't disgusted,his,9.095977783203125
About,wasn't stunning,234,234_M_him,m,Match,obj,The story about Timothy wasn't stunning,him,11.083911895751953
About,wasn't stunning,234,234_F_him,f,Mismatch,obj,The story about Heather wasn't stunning,him,11.808431625366211
About,wasn't stunning,234,234_M_his,m,Match,poss,The story about Timothy wasn't stunning,his,13.16905689239502
About,wasn't stunning,234,234_F_his,f,Mismatch,poss,The story about Heather wasn't stunning,his,14.44022274017334
About,could hinder,235,235_M_him,m,Match,obj,The essay about the grandson could hinder,him,4.843996047973633
About,could hinder,235,235_F_him,f,Mismatch,obj,The essay about Martha could hinder,him,5.153923511505127
About,could hinder,235,235_M_his,m,Match,poss,The essay about the grandson could hinder,his,3.525282859802246
About,could hinder,235,235_F_his,f,Mismatch,poss,The essay about Martha could hinder,his,4.229697227478027
About,did impress,236,236_M_him,m,Match,obj,The report about Stephen did impress,him,3.7342889308929443
About,did impress,236,236_F_him,f,Mismatch,obj,The report about this mother did impress,him,5.463210582733154
About,did impress,236,236_M_his,m,Match,poss,The report about Stephen did impress,his,6.2364630699157715
About,did impress,236,236_F_his,f,Mismatch,poss,The report about this mother did impress,his,9.362995147705078
About,can embarrass,237,237_M_him,m,Match,obj,The documentary about Walter can embarrass,him,2.242729663848877
About,can embarrass,237,237_F_him,f,Mismatch,obj,The documentary about Jodi can embarrass,him,3.7303764820098877
About,can embarrass,237,237_M_his,m,Match,poss,The documentary about Walter can embarrass,his,4.6434645652771
About,can embarrass,237,237_F_his,f,Mismatch,poss,The documentary about Jodi can embarrass,his,6.503056049346924
About,has distracted,238,238_M_him,m,Match,obj,The commentary about Bill has distracted,him,5.8490729331970215
About,has distracted,238,238_F_him,f,Mismatch,obj,The commentary about Lori has distracted,him,5.941459655761719
About,has distracted,238,238_M_his,m,Match,poss,The commentary about Bill has distracted,his,9.658689498901367
About,has distracted,238,238_F_his,f,Mismatch,poss,The commentary about Lori has distracted,his,10.754199981689453
About,is overwhelming,239,239_M_him,m,Match,obj,The show about that man is overwhelming,him,11.05162525177002
About,is overwhelming,239,239_F_him,f,Mismatch,obj,The show about Anne is overwhelming,him,14.159261703491211
About,is overwhelming,239,239_M_his,m,Match,poss,The show about that man is overwhelming,his,12.009665489196777
About,is overwhelming,239,239_F_his,f,Mismatch,poss,The show about Anne is overwhelming,his,16.31203269958496
About,annoys,240,240_M_him,m,Match,obj,The book about the ex-husband annoys,him,5.415275573730469
About,annoys,240,240_F_him,f,Mismatch,obj,The book about Colleen annoys,him,6.5789031982421875
About,annoys,240,240_M_his,m,Match,poss,The book about the ex-husband annoys,his,7.985075950622559
About,annoys,240,240_F_his,f,Mismatch,poss,The book about Colleen annoys,his,9.227601051330566
About,wasn't confusing,241,241_M_him,m,Match,obj,The pamphlet about Alan wasn't confusing,him,5.625813961029053
About,wasn't confusing,241,241_F_him,f,Mismatch,obj,The pamphlet about Rebecca wasn't confusing,him,7.445676326751709
About,wasn't confusing,241,241_M_his,m,Match,poss,The pamphlet about Alan wasn't confusing,his,8.274511337280273
About,wasn't confusing,241,241_F_his,f,Mismatch,poss,The pamphlet about Rebecca wasn't confusing,his,10.714282035827637
About,has astounded,242,242_M_him,m,Match,obj,The brochure about Brad has astounded,him,7.432753562927246
About,has astounded,242,242_F_him,f,Mismatch,obj,The brochure about Lisa has astounded,him,7.712620258331299
About,has astounded,242,242_M_his,m,Match,poss,The brochure about Brad has astounded,his,9.360103607177734
About,has astounded,242,242_F_his,f,Mismatch,poss,The brochure about Lisa has astounded,his,10.924871444702148
About,scares,243,243_M_him,m,Match,obj,The play about Dennis scares,him,4.932402610778809
About,scares,243,243_F_him,f,Mismatch,obj,The play about Ellen scares,him,5.334039211273193
About,scares,243,243_M_his,m,Match,poss,The play about Dennis scares,his,6.330013275146484
About,scares,243,243_F_his,f,Mismatch,poss,The play about Ellen scares,his,8.354682922363281
About,confused,244,244_M_him,m,Match,obj,The movie about Brad confused,him,4.429511547088623
About,confused,244,244_F_him,f,Mismatch,obj,The movie about Veronica confused,him,6.064791202545166
About,confused,244,244_M_his,m,Match,poss,The movie about Brad confused,his,6.424488067626953
About,confused,244,244_F_his,f,Mismatch,poss,The movie about Veronica confused,his,8.397899627685547
About,didn't hinder,245,245_M_him,m,Match,obj,The newspaper article about Rodney didn't hinder,him,3.379483699798584
About,didn't hinder,245,245_F_him,f,Mismatch,obj,The newspaper article about Laurie didn't hinder,him,3.841566801071167
About,didn't hinder,245,245_M_his,m,Match,poss,The newspaper article about Rodney didn't hinder,his,2.556696891784668
About,didn't hinder,245,245_F_his,f,Mismatch,poss,The newspaper article about Laurie didn't hinder,his,3.4358088970184326
About,wasn't disgusting,246,246_M_him,m,Match,obj,The story about Walter wasn't disgusting,him,13.627080917358398
About,wasn't disgusting,246,246_F_him,f,Mismatch,obj,The story about Vanessa wasn't disgusting,him,15.197806358337402
About,wasn't disgusting,246,246_M_his,m,Match,poss,The story about Walter wasn't disgusting,his,14.342792510986328
About,wasn't disgusting,246,246_F_his,f,Mismatch,poss,The story about Vanessa wasn't disgusting,his,16.465801239013672
About,isn't embarrassing,247,247_M_him,m,Match,obj,The essay about Derek isn't embarrassing,him,10.135235786437988
About,isn't embarrassing,247,247_F_him,f,Mismatch,obj,The essay about Florence isn't embarrassing,him,11.050519943237305
About,isn't embarrassing,247,247_M_his,m,Match,poss,The essay about Derek isn't embarrassing,his,11.84843635559082
About,isn't embarrassing,247,247_F_his,f,Mismatch,poss,The essay about Florence isn't embarrassing,his,12.403047561645508
About,can't overwhelm,248,248_M_him,m,Match,obj,The report about John can't overwhelm,him,4.446016788482666
About,can't overwhelm,248,248_F_him,f,Mismatch,obj,The report about Emily can't overwhelm,him,4.666001319885254
About,can't overwhelm,248,248_M_his,m,Match,poss,The report about John can't overwhelm,his,5.933796405792236
About,can't overwhelm,248,248_F_his,f,Mismatch,poss,The report about Emily can't overwhelm,his,7.776812553405762
About,wasn't astounding,249,249_M_him,m,Match,obj,The documentary about Alexander wasn't astounding,him,11.869023323059082
About,wasn't astounding,249,249_F_him,f,Mismatch,obj,The documentary about Tamara wasn't astounding,him,13.076391220092773
About,wasn't astounding,249,249_M_his,m,Match,poss,The documentary about Alexander wasn't astounding,his,13.153923988342285
About,wasn't astounding,249,249_F_his,f,Mismatch,poss,The documentary about Tamara wasn't astounding,his,13.752654075622559
About,disgusts,250,250_M_him,m,Match,obj,The commentary about that guy disgusts,him,7.3774566650390625
About,disgusts,250,250_F_him,f,Mismatch,obj,The commentary about Angela disgusts,him,5.905029773712158
About,disgusts,250,250_M_his,m,Match,poss,The commentary about that guy disgusts,his,12.517058372497559
About,disgusts,250,250_F_his,f,Mismatch,poss,The commentary about Angela disgusts,his,10.72904109954834
About,is embarrassing,251,251_M_him,m,Match,obj,The show about the boy is embarrassing,him,8.931624412536621
About,is embarrassing,251,251_F_him,f,Mismatch,obj,The show about Kendra is embarrassing,him,11.715961456298828
About,is embarrassing,251,251_M_his,m,Match,poss,The show about the boy is embarrassing,his,9.957290649414062
About,is embarrassing,251,251_F_his,f,Mismatch,poss,The show about Kendra is embarrassing,his,13.998350143432617
About,embarrasses,252,252_M_him,m,Match,obj,The book about Kenneth embarrasses,him,2.8582136631011963
About,embarrasses,252,252_F_him,f,Mismatch,obj,The book about Cynthia embarrasses,him,4.809192180633545
About,embarrasses,252,252_M_his,m,Match,poss,The book about Kenneth embarrasses,his,5.044798374176025
About,embarrasses,252,252_F_his,f,Mismatch,poss,The book about Cynthia embarrasses,his,7.920003414154053
About,couldn't disgust,253,253_M_him,m,Match,obj,The pamphlet about Bill couldn't disgust,him,2.288374662399292
About,couldn't disgust,253,253_F_him,f,Mismatch,obj,The pamphlet about Laura couldn't disgust,him,2.48722243309021
About,couldn't disgust,253,253_M_his,m,Match,poss,The pamphlet about Bill couldn't disgust,his,7.597041606903076
About,couldn't disgust,253,253_F_his,f,Mismatch,poss,The pamphlet about Laura couldn't disgust,his,8.877910614013672
About,won't confuse,254,254_M_him,m,Match,obj,The brochure about the husband won't confuse,him,3.4463579654693604
About,won't confuse,254,254_F_him,f,Mismatch,obj,The brochure about Heather won't confuse,him,4.307522296905518
About,won't confuse,254,254_M_his,m,Match,poss,The brochure about the husband won't confuse,his,7.255974292755127
About,won't confuse,254,254_F_his,f,Mismatch,poss,The brochure about Heather won't confuse,his,9.841609954833984
About,should hinder,255,255_M_him,m,Match,obj,The play about Theodore should hinder,him,4.087887763977051
About,should hinder,255,255_F_him,f,Mismatch,obj,The play about Veronica should hinder,him,4.380258083343506
About,should hinder,255,255_M_his,m,Match,poss,The play about Theodore should hinder,his,4.132972240447998
About,should hinder,255,255_F_his,f,Mismatch,poss,The play about Veronica should hinder,his,4.177379131317139
About,hasn't harmed,256,256_M_him,m,Match,obj,The movie about the ex-husband hasn't harmed,him,4.132118225097656
About,hasn't harmed,256,256_F_him,f,Mismatch,obj,The movie about Sheila hasn't harmed,him,5.572073936462402
About,hasn't harmed,256,256_M_his,m,Match,poss,The movie about the ex-husband hasn't harmed,his,3.8390705585479736
About,hasn't harmed,256,256_F_his,f,Mismatch,poss,The movie about Sheila hasn't harmed,his,5.594615936279297
About,might aggravate,257,257_M_him,m,Match,obj,The newspaper article about Dan might aggravate,him,2.1521878242492676
About,might aggravate,257,257_F_him,f,Mismatch,obj,The newspaper article about Claire might aggravate,him,2.6491189002990723
About,might aggravate,257,257_M_his,m,Match,poss,The newspaper article about Dan might aggravate,his,3.053872585296631
About,might aggravate,257,257_F_his,f,Mismatch,poss,The newspaper article about Claire might aggravate,his,3.73114013671875
About,hindered,258,258_M_him,m,Match,obj,The story about Rodney hindered,him,3.8262362480163574
About,hindered,258,258_F_him,f,Mismatch,obj,The story about Melanie hindered,him,5.472170352935791
About,hindered,258,258_M_his,m,Match,poss,The story about Rodney hindered,his,4.2207231521606445
About,hindered,258,258_F_his,f,Mismatch,poss,The story about Melanie hindered,his,4.378878116607666
About,has impressed,259,259_M_him,m,Match,obj,The essay about Curtis has impressed,him,6.768953800201416
About,has impressed,259,259_F_him,f,Mismatch,obj,The essay about Christine has impressed,him,6.814158916473389
About,has impressed,259,259_M_his,m,Match,poss,The essay about Curtis has impressed,his,7.467759132385254
About,has impressed,259,259_F_his,f,Mismatch,poss,The essay about Christine has impressed,his,9.169809341430664
About,hasn't stunned,260,260_M_him,m,Match,obj,The report about this ex-boyfriend hasn't stunned,him,5.471510410308838
About,hasn't stunned,260,260_F_him,f,Mismatch,obj,The report about Alice hasn't stunned,him,4.240102291107178
About,hasn't stunned,260,260_M_his,m,Match,poss,The report about this ex-boyfriend hasn't stunned,his,9.360024452209473
About,hasn't stunned,260,260_F_his,f,Mismatch,poss,The report about Alice hasn't stunned,his,9.199366569519043
About,didn't upset,261,261_M_him,m,Match,obj,The documentary about that guy didn't upset,him,3.3930976390838623
About,didn't upset,261,261_F_him,f,Mismatch,obj,The documentary about Sandra didn't upset,him,4.955682277679443
About,didn't upset,261,261_M_his,m,Match,poss,The documentary about that guy didn't upset,his,7.597200870513916
About,didn't upset,261,261_F_his,f,Mismatch,poss,The documentary about Sandra didn't upset,his,9.362664222717285
About,hasn't aggravated,262,262_M_him,m,Match,obj,The commentary about Martin hasn't aggravated,him,4.181698799133301
About,hasn't aggravated,262,262_F_him,f,Mismatch,obj,The commentary about this waitress hasn't aggravated,him,5.249948024749756
About,hasn't aggravated,262,262_M_his,m,Match,poss,The commentary about Martin hasn't aggravated,his,5.939983367919922
