exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,model,surp
simple,has fled from,356,356_F_his,f,Mismatch,poss,Tracy has fled from,his,gpt-neo-2.7B,3.7015247344970703
simple,didn't bite,357,357_M_him,m,Match,obj,Aaron didn't bite,him,gpt-neo-2.7B,4.624934196472168
simple,didn't bite,357,357_M_his,m,Match,poss,Aaron didn't bite,his,gpt-neo-2.7B,6.27630090713501
simple,didn't bite,357,357_F_him,f,Mismatch,obj,Elizabeth didn't bite,him,gpt-neo-2.7B,4.538035869598389
simple,didn't bite,357,357_F_his,f,Mismatch,poss,Elizabeth didn't bite,his,gpt-neo-2.7B,6.692810535430908
simple,hugged,358,358_M_him,m,Match,obj,Peter hugged,him,gpt-neo-2.7B,3.194690465927124
simple,hugged,358,358_M_his,m,Match,poss,Peter hugged,his,gpt-neo-2.7B,2.814826488494873
simple,hugged,358,358_F_him,f,Mismatch,obj,Sally hugged,him,gpt-neo-2.7B,2.9688103199005127
simple,hugged,358,358_F_his,f,Mismatch,poss,Sally hugged,his,gpt-neo-2.7B,4.693162441253662
simple,praised,359,359_M_him,m,Match,obj,Stephen praised,him,gpt-neo-2.7B,4.539104461669922
simple,praised,359,359_M_his,m,Match,poss,Stephen praised,his,gpt-neo-2.7B,4.350834846496582
simple,praised,359,359_F_him,f,Mismatch,obj,The granddaughter praised,him,gpt-neo-2.7B,2.992794990539551
simple,praised,359,359_F_his,f,Mismatch,poss,The granddaughter praised,his,gpt-neo-2.7B,4.960010051727295
simple,hadn't hired,360,360_M_him,m,Match,obj,Carl hadn't hired,him,gpt-neo-2.7B,4.025034427642822
simple,hadn't hired,360,360_M_his,m,Match,poss,Carl hadn't hired,his,gpt-neo-2.7B,6.686574459075928
simple,hadn't hired,360,360_F_him,f,Mismatch,obj,This mother hadn't hired,him,gpt-neo-2.7B,4.316989421844482
simple,hadn't hired,360,360_F_his,f,Mismatch,poss,This mother hadn't hired,his,gpt-neo-2.7B,8.639603614807129
simple,underwhelms,361,361_M_him,m,Match,obj,That grandson underwhelms,him,gpt-neo-2.7B,5.278127670288086
simple,underwhelms,361,361_M_his,m,Match,poss,That grandson underwhelms,his,gpt-neo-2.7B,4.574085712432861
simple,underwhelms,361,361_F_him,f,Mismatch,obj,Judy underwhelms,him,gpt-neo-2.7B,6.657946586608887
simple,underwhelms,361,361_F_his,f,Mismatch,poss,Judy underwhelms,his,gpt-neo-2.7B,8.275824546813965
simple,isn't disturbing,362,362_M_him,m,Match,obj,Todd isn't disturbing,him,gpt-neo-2.7B,5.911312103271484
simple,isn't disturbing,362,362_M_his,m,Match,poss,Todd isn't disturbing,his,gpt-neo-2.7B,5.473085880279541
simple,isn't disturbing,362,362_F_him,f,Mismatch,obj,Amy isn't disturbing,him,gpt-neo-2.7B,5.45928955078125
simple,isn't disturbing,362,362_F_his,f,Mismatch,poss,Amy isn't disturbing,his,gpt-neo-2.7B,6.066808223724365
simple,can't visit,363,363_M_him,m,Match,obj,The grandson can't visit,him,gpt-neo-2.7B,4.103857040405273
simple,can't visit,363,363_M_his,m,Match,poss,The grandson can't visit,his,gpt-neo-2.7B,2.232152223587036
simple,can't visit,363,363_F_him,f,Mismatch,obj,Vanessa can't visit,him,gpt-neo-2.7B,4.1172308921813965
simple,can't visit,363,363_F_his,f,Mismatch,poss,Vanessa can't visit,his,gpt-neo-2.7B,8.106224060058594
simple,can't leave,364,364_M_him,m,Match,obj,Omar can't leave,him,gpt-neo-2.7B,5.796200275421143
simple,can't leave,364,364_M_his,m,Match,poss,Omar can't leave,his,gpt-neo-2.7B,3.604092359542847
simple,can't leave,364,364_F_him,f,Mismatch,obj,That sister can't leave,him,gpt-neo-2.7B,5.041941165924072
simple,can't leave,364,364_F_his,f,Mismatch,poss,That sister can't leave,his,gpt-neo-2.7B,7.860132694244385
simple,was helping,365,365_M_him,m,Match,obj,Douglas was helping,him,gpt-neo-2.7B,4.22075080871582
simple,was helping,365,365_M_his,m,Match,poss,Douglas was helping,his,gpt-neo-2.7B,4.605164527893066
simple,was helping,365,365_F_him,f,Mismatch,obj,This girlfriend was helping,him,gpt-neo-2.7B,2.8309664726257324
simple,was helping,365,365_F_his,f,Mismatch,poss,This girlfriend was helping,his,gpt-neo-2.7B,8.001758575439453
simple,researched,366,366_M_him,m,Match,obj,William researched,him,gpt-neo-2.7B,10.24902629852295
simple,researched,366,366_M_his,m,Match,poss,William researched,his,gpt-neo-2.7B,5.956031322479248
simple,researched,366,366_F_him,f,Mismatch,obj,Cheryl researched,him,gpt-neo-2.7B,9.586414337158203
simple,researched,366,366_F_his,f,Mismatch,poss,Cheryl researched,his,gpt-neo-2.7B,5.835162162780762
simple,describes,367,367_M_him,m,Match,obj,Benjamin describes,him,gpt-neo-2.7B,6.252716064453125
simple,describes,367,367_M_his,m,Match,poss,Benjamin describes,his,gpt-neo-2.7B,4.463010311126709
simple,describes,367,367_F_him,f,Mismatch,obj,Kristin describes,him,gpt-neo-2.7B,7.470578193664551
simple,describes,367,367_F_his,f,Mismatch,poss,Kristin describes,his,gpt-neo-2.7B,6.334232330322266
simple,was questioning,368,368_M_him,m,Match,obj,That boy was questioning,him,gpt-neo-2.7B,3.646986722946167
simple,was questioning,368,368_M_his,m,Match,poss,That boy was questioning,his,gpt-neo-2.7B,4.307538032531738
simple,was questioning,368,368_F_him,f,Mismatch,obj,Caroline was questioning,him,gpt-neo-2.7B,3.6272010803222656
simple,was questioning,368,368_F_his,f,Mismatch,poss,Caroline was questioning,his,gpt-neo-2.7B,5.039726734161377
simple,taught,369,369_M_him,m,Match,obj,Timothy taught,him,gpt-neo-2.7B,4.478909015655518
simple,taught,369,369_M_his,m,Match,poss,Timothy taught,his,gpt-neo-2.7B,6.205398082733154
simple,taught,369,369_F_him,f,Mismatch,obj,Valerie taught,him,gpt-neo-2.7B,3.638669967651367
simple,taught,369,369_F_his,f,Mismatch,poss,Valerie taught,his,gpt-neo-2.7B,6.612553119659424
simple,wouldn't understand,370,370_M_him,m,Match,obj,Travis wouldn't understand,him,gpt-neo-2.7B,9.71812629699707
simple,wouldn't understand,370,370_M_his,m,Match,poss,Travis wouldn't understand,his,gpt-neo-2.7B,8.9208402633667
simple,wouldn't understand,370,370_F_him,f,Mismatch,obj,Sally wouldn't understand,him,gpt-neo-2.7B,8.274999618530273
simple,wouldn't understand,370,370_F_his,f,Mismatch,poss,Sally wouldn't understand,his,gpt-neo-2.7B,8.571532249450684
simple,distracted,371,371_M_him,m,Match,obj,Larry distracted,him,gpt-neo-2.7B,3.993698120117188
simple,distracted,371,371_M_his,m,Match,poss,Larry distracted,his,gpt-neo-2.7B,6.830331325531006
simple,distracted,371,371_F_him,f,Mismatch,obj,Nancy distracted,him,gpt-neo-2.7B,5.012259006500244
simple,distracted,371,371_F_his,f,Mismatch,poss,Nancy distracted,his,gpt-neo-2.7B,8.679990768432617
simple,chooses,372,372_M_him,m,Match,obj,The son chooses,him,gpt-neo-2.7B,6.785878658294678
simple,chooses,372,372_M_his,m,Match,poss,The son chooses,his,gpt-neo-2.7B,3.7622416019439697
simple,chooses,372,372_F_him,f,Mismatch,obj,Denise chooses,him,gpt-neo-2.7B,7.120574951171875
simple,chooses,372,372_F_his,f,Mismatch,poss,Denise chooses,his,gpt-neo-2.7B,8.998684883117676
simple,is impressing,373,373_M_him,m,Match,obj,Michael is impressing,him,gpt-neo-2.7B,8.626126289367676
simple,is impressing,373,373_M_his,m,Match,poss,Michael is impressing,his,gpt-neo-2.7B,5.858455657958984
simple,is impressing,373,373_F_him,f,Mismatch,obj,Martha is impressing,him,gpt-neo-2.7B,4.641744136810303
simple,is impressing,373,373_F_his,f,Mismatch,poss,Martha is impressing,his,gpt-neo-2.7B,7.130316734313965
simple,hadn't hated,374,374_M_him,m,Match,obj,Scott hadn't hated,him,gpt-neo-2.7B,2.925543785095215
simple,hadn't hated,374,374_M_his,m,Match,poss,Scott hadn't hated,his,gpt-neo-2.7B,4.29502534866333
simple,hadn't hated,374,374_F_him,f,Mismatch,obj,Laurie hadn't hated,him,gpt-neo-2.7B,2.735898017883301
simple,hadn't hated,374,374_F_his,f,Mismatch,poss,Laurie hadn't hated,his,gpt-neo-2.7B,5.571435451507568
simple,questions,375,375_M_him,m,Match,obj,Lawrence questions,him,gpt-neo-2.7B,8.00133228302002
simple,questions,375,375_M_his,m,Match,poss,Lawrence questions,his,gpt-neo-2.7B,6.904831409454346
simple,questions,375,375_F_him,f,Mismatch,obj,Leslie questions,him,gpt-neo-2.7B,6.630578994750977
simple,questions,375,375_F_his,f,Mismatch,poss,Leslie questions,his,gpt-neo-2.7B,6.540007591247559
simple,might bite,376,376_M_him,m,Match,obj,Omar might bite,him,gpt-neo-2.7B,3.169848918914795
simple,might bite,376,376_M_his,m,Match,poss,Omar might bite,his,gpt-neo-2.7B,4.585619449615479
simple,might bite,376,376_F_him,f,Mismatch,obj,Linda might bite,him,gpt-neo-2.7B,3.834568500518799
simple,might bite,376,376_F_his,f,Mismatch,poss,Linda might bite,his,gpt-neo-2.7B,5.631285190582275
simple,is working with,377,377_M_him,m,Match,obj,Gerald is working with,him,gpt-neo-2.7B,8.091261863708496
simple,is working with,377,377_M_his,m,Match,poss,Gerald is working with,his,gpt-neo-2.7B,4.917643070220947
simple,is working with,377,377_F_him,f,Mismatch,obj,Florence is working with,him,gpt-neo-2.7B,7.268454551696777
simple,is working with,377,377_F_his,f,Mismatch,poss,Florence is working with,his,gpt-neo-2.7B,7.372636318206787
simple,shoots,378,378_M_him,m,Match,obj,Gary shoots,him,gpt-neo-2.7B,12.9766206741333
simple,shoots,378,378_M_his,m,Match,poss,Gary shoots,his,gpt-neo-2.7B,11.2422456741333
simple,shoots,378,378_F_him,f,Mismatch,obj,Carolyn shoots,him,gpt-neo-2.7B,5.051450729370117
simple,shoots,378,378_F_his,f,Mismatch,poss,Carolyn shoots,his,gpt-neo-2.7B,8.845067977905273
simple,should fire,379,379_M_him,m,Match,obj,Alexander should fire,him,gpt-neo-2.7B,3.4415223598480225
simple,should fire,379,379_M_his,m,Match,poss,Alexander should fire,his,gpt-neo-2.7B,4.652011394500732
simple,should fire,379,379_F_him,f,Mismatch,obj,The waitress should fire,him,gpt-neo-2.7B,2.4837119579315186
simple,should fire,379,379_F_his,f,Mismatch,poss,The waitress should fire,his,gpt-neo-2.7B,7.264296531677246
simple,isn't attacking,380,380_M_him,m,Match,obj,Carlos isn't attacking,him,gpt-neo-2.7B,4.652698993682861
simple,isn't attacking,380,380_M_his,m,Match,poss,Carlos isn't attacking,his,gpt-neo-2.7B,6.075541019439697
simple,isn't attacking,380,380_F_him,f,Mismatch,obj,Martha isn't attacking,him,gpt-neo-2.7B,4.596820831298828
simple,isn't attacking,380,380_F_his,f,Mismatch,poss,Martha isn't attacking,his,gpt-neo-2.7B,8.437119483947754
simple,could fire,381,381_M_him,m,Match,obj,Michael could fire,him,gpt-neo-2.7B,3.6555380821228023
simple,could fire,381,381_M_his,m,Match,poss,Michael could fire,his,gpt-neo-2.7B,5.065691947937012
simple,could fire,381,381_F_him,f,Mismatch,obj,Irene could fire,him,gpt-neo-2.7B,5.501399517059326
simple,could fire,381,381_F_his,f,Mismatch,poss,Irene could fire,his,gpt-neo-2.7B,6.354491710662842
simple,should find,382,382_M_him,m,Match,obj,Vincent should find,him,gpt-neo-2.7B,5.432493686676025
simple,should find,382,382_M_his,m,Match,poss,Vincent should find,his,gpt-neo-2.7B,5.014554500579834
simple,should find,382,382_F_him,f,Mismatch,obj,Ella should find,him,gpt-neo-2.7B,4.539426803588867
simple,should find,382,382_F_his,f,Mismatch,poss,Ella should find,his,gpt-neo-2.7B,7.016504287719727
simple,didn't fight,383,383_M_him,m,Match,obj,Omar didn't fight,him,gpt-neo-2.7B,5.133553504943848
simple,didn't fight,383,383_M_his,m,Match,poss,Omar didn't fight,his,gpt-neo-2.7B,6.304619789123535
simple,didn't fight,383,383_F_him,f,Mismatch,obj,Samantha didn't fight,him,gpt-neo-2.7B,5.006937503814697
simple,didn't fight,383,383_F_his,f,Mismatch,poss,Samantha didn't fight,his,gpt-neo-2.7B,9.13414478302002
simple,hadn't shocked,384,384_M_him,m,Match,obj,Rodney hadn't shocked,him,gpt-neo-2.7B,2.570200204849243
simple,hadn't shocked,384,384_M_his,m,Match,poss,Rodney hadn't shocked,his,gpt-neo-2.7B,5.498421669006348
simple,hadn't shocked,384,384_F_him,f,Mismatch,obj,Donna hadn't shocked,him,gpt-neo-2.7B,2.4757790565490723
simple,hadn't shocked,384,384_F_his,f,Mismatch,poss,Donna hadn't shocked,his,gpt-neo-2.7B,7.599518299102783
simple,had exposed,385,385_M_him,m,Match,obj,Michael had exposed,him,gpt-neo-2.7B,4.684776306152344
simple,had exposed,385,385_M_his,m,Match,poss,Michael had exposed,his,gpt-neo-2.7B,3.85849404335022
simple,had exposed,385,385_F_him,f,Mismatch,obj,Carmen had exposed,him,gpt-neo-2.7B,4.10483455657959
simple,had exposed,385,385_F_his,f,Mismatch,poss,Carmen had exposed,his,gpt-neo-2.7B,4.296176910400391
simple,is noticing,386,386_M_him,m,Match,obj,Scott is noticing,him,gpt-neo-2.7B,8.2997465133667
simple,is noticing,386,386_M_his,m,Match,poss,Scott is noticing,his,gpt-neo-2.7B,6.56365442276001
simple,is noticing,386,386_F_him,f,Mismatch,obj,That ex-girlfriend is noticing,him,gpt-neo-2.7B,5.303574562072754
simple,is noticing,386,386_F_his,f,Mismatch,poss,That ex-girlfriend is noticing,his,gpt-neo-2.7B,6.018719673156738
simple,left,387,387_M_him,m,Match,obj,Kenneth left,him,gpt-neo-2.7B,5.59867000579834
simple,left,387,387_M_his,m,Match,poss,Kenneth left,his,gpt-neo-2.7B,4.059825897216797
simple,left,387,387_F_him,f,Mismatch,obj,Diane left,him,gpt-neo-2.7B,4.830411434173584
simple,left,387,387_F_his,f,Mismatch,poss,Diane left,his,gpt-neo-2.7B,6.020987510681152
simple,has loved,388,388_M_him,m,Match,obj,Patrick has loved,him,gpt-neo-2.7B,8.748801231384277
simple,has loved,388,388_M_his,m,Match,poss,Patrick has loved,his,gpt-neo-2.7B,5.339785575866699
simple,has loved,388,388_F_him,f,Mismatch,obj,Victoria has loved,him,gpt-neo-2.7B,4.17277717590332
simple,has loved,388,388_F_his,f,Mismatch,poss,Victoria has loved,his,gpt-neo-2.7B,8.192604064941406
simple,shot,389,389_M_him,m,Match,obj,Mitchell shot,him,gpt-neo-2.7B,3.792778015136719
simple,shot,389,389_M_his,m,Match,poss,Mitchell shot,his,gpt-neo-2.7B,4.997636795043945
simple,shot,389,389_F_him,f,Mismatch,obj,Emily shot,him,gpt-neo-2.7B,4.966311454772949
simple,shot,389,389_F_his,f,Mismatch,poss,Emily shot,his,gpt-neo-2.7B,7.850420475006103
simple,can't investigate,390,390_M_him,m,Match,obj,Matt can't investigate,him,gpt-neo-2.7B,6.608090877532959
simple,can't investigate,390,390_M_his,m,Match,poss,Matt can't investigate,his,gpt-neo-2.7B,5.297770977020264
simple,can't investigate,390,390_F_him,f,Mismatch,obj,Caroline can't investigate,him,gpt-neo-2.7B,7.032283782958984
simple,can't investigate,390,390_F_his,f,Mismatch,poss,Caroline can't investigate,his,gpt-neo-2.7B,6.766205310821533
simple,hadn't impressed,391,391_M_him,m,Match,obj,Jerry hadn't impressed,him,gpt-neo-2.7B,2.237222194671631
simple,hadn't impressed,391,391_M_his,m,Match,poss,Jerry hadn't impressed,his,gpt-neo-2.7B,5.7854743003845215
simple,hadn't impressed,391,391_F_him,f,Mismatch,obj,Erin hadn't impressed,him,gpt-neo-2.7B,2.3674652576446533
simple,hadn't impressed,391,391_F_his,f,Mismatch,poss,Erin hadn't impressed,his,gpt-neo-2.7B,5.950976848602295
simple,will hug,392,392_M_him,m,Match,obj,The ex-boyfriend will hug,him,gpt-neo-2.7B,5.017004013061523
simple,will hug,392,392_M_his,m,Match,poss,The ex-boyfriend will hug,his,gpt-neo-2.7B,4.613140106201172
simple,will hug,392,392_F_him,f,Mismatch,obj,Kirsten will hug,him,gpt-neo-2.7B,5.488812446594238
simple,will hug,392,392_F_his,f,Mismatch,poss,Kirsten will hug,his,gpt-neo-2.7B,6.702297210693359
simple,approached,393,393_M_him,m,Match,obj,This brother approached,him,gpt-neo-2.7B,3.066493034362793
simple,approached,393,393_M_his,m,Match,poss,This brother approached,his,gpt-neo-2.7B,5.280280590057373
simple,approached,393,393_F_him,f,Mismatch,obj,Carol approached,him,gpt-neo-2.7B,4.596969127655029
simple,approached,393,393_F_his,f,Mismatch,poss,Carol approached,his,gpt-neo-2.7B,5.638008117675781
simple,is scaring,394,394_M_him,m,Match,obj,Daniel is scaring,him,gpt-neo-2.7B,7.079295635223389
simple,is scaring,394,394_M_his,m,Match,poss,Daniel is scaring,his,gpt-neo-2.7B,6.155803680419922
simple,is scaring,394,394_F_him,f,Mismatch,obj,Amy is scaring,him,gpt-neo-2.7B,5.260568141937256
simple,is scaring,394,394_F_his,f,Mismatch,poss,Amy is scaring,his,gpt-neo-2.7B,7.682040691375732
simple,is stunning,395,395_M_him,m,Match,obj,John is stunning,him,gpt-neo-2.7B,14.486681938171388
simple,is stunning,395,395_M_his,m,Match,poss,John is stunning,his,gpt-neo-2.7B,12.170526504516602
simple,is stunning,395,395_F_him,f,Mismatch,obj,Sonia is stunning,him,gpt-neo-2.7B,19.56886863708496
simple,is stunning,395,395_F_his,f,Mismatch,poss,Sonia is stunning,his,gpt-neo-2.7B,19.07103157043457
simple,wasn't hugging,396,396_M_him,m,Match,obj,William wasn't hugging,him,gpt-neo-2.7B,4.212169647216797
simple,wasn't hugging,396,396_M_his,m,Match,poss,William wasn't hugging,his,gpt-neo-2.7B,4.01100492477417
simple,wasn't hugging,396,396_F_him,f,Mismatch,obj,Judy wasn't hugging,him,gpt-neo-2.7B,3.56465482711792
simple,wasn't hugging,396,396_F_his,f,Mismatch,poss,Judy wasn't hugging,his,gpt-neo-2.7B,5.720847129821777
simple,draws,397,397_M_him,m,Match,obj,This grandson draws,him,gpt-neo-2.7B,7.292093276977539
simple,draws,397,397_M_his,m,Match,poss,This grandson draws,his,gpt-neo-2.7B,3.7442359924316406
simple,draws,397,397_F_him,f,Mismatch,obj,Beth draws,him,gpt-neo-2.7B,6.514939308166504
simple,draws,397,397_F_his,f,Mismatch,poss,Beth draws,his,gpt-neo-2.7B,5.381050109863281
simple,described,398,398_M_him,m,Match,obj,The father described,him,gpt-neo-2.7B,4.986844062805176
simple,described,398,398_M_his,m,Match,poss,The father described,his,gpt-neo-2.7B,3.534006834030152
simple,described,398,398_F_him,f,Mismatch,obj,Jacqueline described,him,gpt-neo-2.7B,5.170741081237793
simple,described,398,398_F_his,f,Mismatch,poss,Jacqueline described,his,gpt-neo-2.7B,7.036159038543701
simple,appreciates,399,399_M_him,m,Match,obj,Vincent appreciates,him,gpt-neo-2.7B,6.987898349761963
simple,appreciates,399,399_M_his,m,Match,poss,Vincent appreciates,his,gpt-neo-2.7B,5.102986812591553
simple,appreciates,399,399_F_him,f,Mismatch,obj,Wendy appreciates,him,gpt-neo-2.7B,9.2838716506958
simple,appreciates,399,399_F_his,f,Mismatch,poss,Wendy appreciates,his,gpt-neo-2.7B,5.652442455291748
simple,discovers,400,400_M_him,m,Match,obj,Matt discovers,him,gpt-neo-2.7B,8.587810516357422
simple,discovers,400,400_M_his,m,Match,poss,Matt discovers,his,gpt-neo-2.7B,4.212729454040527
simple,discovers,400,400_F_him,f,Mismatch,obj,Mary discovers,him,gpt-neo-2.7B,7.824817180633545
simple,discovers,400,400_F_his,f,Mismatch,poss,Mary discovers,his,gpt-neo-2.7B,7.030814170837402
simple,doesn't describe,401,401_M_him,m,Match,obj,That brother doesn't describe,him,gpt-neo-2.7B,4.135324478149414
simple,doesn't describe,401,401_M_his,m,Match,poss,That brother doesn't describe,his,gpt-neo-2.7B,3.840904712677002
simple,doesn't describe,401,401_F_him,f,Mismatch,obj,Vanessa doesn't describe,him,gpt-neo-2.7B,5.556840419769287
simple,doesn't describe,401,401_F_his,f,Mismatch,poss,Vanessa doesn't describe,his,gpt-neo-2.7B,6.8807477951049805
simple,would talk to,402,402_M_him,m,Match,obj,Lawrence would talk to,him,gpt-neo-2.7B,3.1653811931610107
simple,would talk to,402,402_M_his,m,Match,poss,Lawrence would talk to,his,gpt-neo-2.7B,4.675698280334473
simple,would talk to,402,402_F_him,f,Mismatch,obj,Laura would talk to,him,gpt-neo-2.7B,2.864814281463623
simple,would talk to,402,402_F_his,f,Mismatch,poss,Laura would talk to,his,gpt-neo-2.7B,7.1410813331604
simple,can scan,403,403_M_him,m,Match,obj,Dan can scan,him,gpt-neo-2.7B,9.161510467529297
simple,can scan,403,403_M_his,m,Match,poss,Dan can scan,his,gpt-neo-2.7B,5.790659427642822
simple,can scan,403,403_F_him,f,Mismatch,obj,Tara can scan,him,gpt-neo-2.7B,9.721732139587402
simple,can scan,403,403_F_his,f,Mismatch,poss,Tara can scan,his,gpt-neo-2.7B,8.146878242492676
simple,hasn't praised,404,404_M_him,m,Match,obj,Jeffrey hasn't praised,him,gpt-neo-2.7B,4.82170295715332
simple,hasn't praised,404,404_M_his,m,Match,poss,Jeffrey hasn't praised,his,gpt-neo-2.7B,5.48918342590332
simple,hasn't praised,404,404_F_him,f,Mismatch,obj,Stacy hasn't praised,him,gpt-neo-2.7B,3.983779191970825
simple,hasn't praised,404,404_F_his,f,Mismatch,poss,Stacy hasn't praised,his,gpt-neo-2.7B,5.432435035705566
simple,does see,405,405_M_him,m,Match,obj,That ex-husband does see,him,gpt-neo-2.7B,5.153486251831055
simple,does see,405,405_M_his,m,Match,poss,That ex-husband does see,his,gpt-neo-2.7B,3.709628582000733
simple,does see,405,405_F_him,f,Mismatch,obj,Christina does see,him,gpt-neo-2.7B,4.749330997467041
simple,does see,405,405_F_his,f,Mismatch,poss,Christina does see,his,gpt-neo-2.7B,7.898150444030762
simple,did admire,406,406_M_him,m,Match,obj,Noah did admire,him,gpt-neo-2.7B,3.215956211090088
simple,did admire,406,406_M_his,m,Match,poss,Noah did admire,his,gpt-neo-2.7B,4.3405866622924805
simple,did admire,406,406_F_him,f,Mismatch,obj,The sister did admire,him,gpt-neo-2.7B,2.35741925239563
simple,did admire,406,406_F_his,f,Mismatch,poss,The sister did admire,his,gpt-neo-2.7B,4.550439834594727
simple,confused,407,407_M_him,m,Match,obj,That boy confused,him,gpt-neo-2.7B,4.788220405578613
simple,confused,407,407_M_his,m,Match,poss,That boy confused,his,gpt-neo-2.7B,5.5978522300720215
simple,confused,407,407_F_him,f,Mismatch,obj,Carla confused,him,gpt-neo-2.7B,6.159891605377197
simple,confused,407,407_F_his,f,Mismatch,poss,Carla confused,his,gpt-neo-2.7B,9.292140007019045
simple,wasn't bothering,408,408_M_him,m,Match,obj,That boy wasn't bothering,him,gpt-neo-2.7B,4.754944801330566
simple,wasn't bothering,408,408_M_his,m,Match,poss,That boy wasn't bothering,his,gpt-neo-2.7B,6.303313255310059
simple,wasn't bothering,408,408_F_him,f,Mismatch,obj,Wendy wasn't bothering,him,gpt-neo-2.7B,4.294717788696289
simple,wasn't bothering,408,408_F_his,f,Mismatch,poss,Wendy wasn't bothering,his,gpt-neo-2.7B,8.115856170654297
simple,appreciates,409,409_M_him,m,Match,obj,Robert appreciates,him,gpt-neo-2.7B,8.05398941040039
simple,appreciates,409,409_M_his,m,Match,poss,Robert appreciates,his,gpt-neo-2.7B,5.2334394454956055
simple,appreciates,409,409_F_him,f,Mismatch,obj,Kendra appreciates,him,gpt-neo-2.7B,7.021146297454834
simple,appreciates,409,409_F_his,f,Mismatch,poss,Kendra appreciates,his,gpt-neo-2.7B,5.277379989624023
simple,bothers,410,410_M_him,m,Match,obj,Matt bothers,him,gpt-neo-2.7B,5.75689697265625
simple,bothers,410,410_M_his,m,Match,poss,Matt bothers,his,gpt-neo-2.7B,8.016855239868164
simple,bothers,410,410_F_him,f,Mismatch,obj,Catherine bothers,him,gpt-neo-2.7B,4.047025680541992
simple,bothers,410,410_F_his,f,Mismatch,poss,Catherine bothers,his,gpt-neo-2.7B,9.494291305541992
simple,did investigate,411,411_M_him,m,Match,obj,This son did investigate,him,gpt-neo-2.7B,6.298327922821045
simple,did investigate,411,411_M_his,m,Match,poss,This son did investigate,his,gpt-neo-2.7B,5.35817813873291
simple,did investigate,411,411_F_him,f,Mismatch,obj,That niece did investigate,him,gpt-neo-2.7B,6.643947601318359
simple,did investigate,411,411_F_his,f,Mismatch,poss,That niece did investigate,his,gpt-neo-2.7B,6.352399349212647
simple,hadn't left,412,412_M_him,m,Match,obj,Gary hadn't left,him,gpt-neo-2.7B,4.338596820831299
simple,hadn't left,412,412_M_his,m,Match,poss,Gary hadn't left,his,gpt-neo-2.7B,3.984861373901367
simple,hadn't left,412,412_F_him,f,Mismatch,obj,Emily hadn't left,him,gpt-neo-2.7B,4.223130702972412
simple,hadn't left,412,412_F_his,f,Mismatch,poss,Emily hadn't left,his,gpt-neo-2.7B,5.367609977722168
simple,helps,413,413_M_him,m,Match,obj,Thomas helps,him,gpt-neo-2.7B,6.565177440643311
simple,helps,413,413_M_his,m,Match,poss,Thomas helps,his,gpt-neo-2.7B,6.163792133331299
simple,helps,413,413_F_him,f,Mismatch,obj,Dana helps,him,gpt-neo-2.7B,6.5069499015808105
simple,helps,413,413_F_his,f,Mismatch,poss,Dana helps,his,gpt-neo-2.7B,8.172487258911133
simple,listens to,414,414_M_him,m,Match,obj,Daniel listens to,him,gpt-neo-2.7B,5.657314300537109
simple,listens to,414,414_M_his,m,Match,poss,Daniel listens to,his,gpt-neo-2.7B,4.06678581237793
simple,listens to,414,414_F_him,f,Mismatch,obj,Holly listens to,him,gpt-neo-2.7B,5.327346324920654
simple,listens to,414,414_F_his,f,Mismatch,poss,Holly listens to,his,gpt-neo-2.7B,5.175574779510498
simple,remembered,415,415_M_him,m,Match,obj,Derek remembered,him,gpt-neo-2.7B,5.58533239364624
simple,remembered,415,415_M_his,m,Match,poss,Derek remembered,his,gpt-neo-2.7B,5.217560768127441
simple,remembered,415,415_F_him,f,Mismatch,obj,Dawn remembered,him,gpt-neo-2.7B,5.826908111572266
simple,remembered,415,415_F_his,f,Mismatch,poss,Dawn remembered,his,gpt-neo-2.7B,6.201469898223877
simple,hasn't loved,416,416_M_him,m,Match,obj,That ex-husband hasn't loved,him,gpt-neo-2.7B,6.196743488311768
simple,hasn't loved,416,416_M_his,m,Match,poss,That ex-husband hasn't loved,his,gpt-neo-2.7B,4.774155616760254
simple,hasn't loved,416,416_F_him,f,Mismatch,obj,Angela hasn't loved,him,gpt-neo-2.7B,3.0568323135375977
simple,hasn't loved,416,416_F_his,f,Mismatch,poss,Angela hasn't loved,his,gpt-neo-2.7B,9.065569877624512
simple,thinks about,417,417_M_him,m,Match,obj,Russell thinks about,him,gpt-neo-2.7B,7.376762866973877
simple,thinks about,417,417_M_his,m,Match,poss,Russell thinks about,his,gpt-neo-2.7B,4.819396018981934
simple,thinks about,417,417_F_him,f,Mismatch,obj,The granddaughter thinks about,him,gpt-neo-2.7B,5.562404632568359
simple,thinks about,417,417_F_his,f,Mismatch,poss,The granddaughter thinks about,his,gpt-neo-2.7B,7.793886184692383
simple,wasn't describing,418,418_M_him,m,Match,obj,The husband wasn't describing,him,gpt-neo-2.7B,6.586814403533936
simple,wasn't describing,418,418_M_his,m,Match,poss,The husband wasn't describing,his,gpt-neo-2.7B,3.621732711791992
simple,wasn't describing,418,418_F_him,f,Mismatch,obj,Victoria wasn't describing,him,gpt-neo-2.7B,5.894996166229248
simple,wasn't describing,418,418_F_his,f,Mismatch,poss,Victoria wasn't describing,his,gpt-neo-2.7B,6.055370807647705
