exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
OneEmbedding,was writing,hides,210,210_FM_his,fm,MismatchMatch,poss,Elizabeth was writing that Ronald hides,his,2.2596285343170166
OneEmbedding,was writing,hides,210,210_FF_his,ff,MismatchMismatch,poss,Elizabeth was writing that Emily hides,his,7.929867267608643
OneEmbedding,found out,hasn't chosen,211,211_MM_him,mm,MatchMatch,obj,That brother found out that Roger hasn't chosen,him,3.2391321659088135
OneEmbedding,found out,hasn't chosen,211,211_MF_him,mf,MatchMismatch,obj,That brother found out that the niece hasn't chosen,him,3.4887099266052246
OneEmbedding,found out,hasn't chosen,211,211_FM_him,fm,MismatchMatch,obj,Beth found out that Roger hasn't chosen,him,5.5074968338012695
OneEmbedding,found out,hasn't chosen,211,211_FF_him,ff,MismatchMismatch,obj,Beth found out that the niece hasn't chosen,him,6.233874320983887
OneEmbedding,found out,hasn't chosen,211,211_MM_his,mm,MatchMatch,poss,That brother found out that Roger hasn't chosen,his,3.6214895248413086
OneEmbedding,found out,hasn't chosen,211,211_MF_his,mf,MatchMismatch,poss,That brother found out that the niece hasn't chosen,his,6.10315465927124
OneEmbedding,found out,hasn't chosen,211,211_FM_his,fm,MismatchMatch,poss,Beth found out that Roger hasn't chosen,his,4.501610279083252
OneEmbedding,found out,hasn't chosen,211,211_FF_his,ff,MismatchMismatch,poss,Beth found out that the niece hasn't chosen,his,8.390277862548828
OneEmbedding,had believed,might attack,212,212_MM_him,mm,MatchMatch,obj,Derek had believed that Curtis might attack,him,1.1292022466659546
OneEmbedding,had believed,might attack,212,212_MF_him,mf,MatchMismatch,obj,Derek had believed that Stacey might attack,him,0.6540263891220093
OneEmbedding,had believed,might attack,212,212_FM_him,fm,MismatchMatch,obj,Sonia had believed that Curtis might attack,him,2.352748155593872
OneEmbedding,had believed,might attack,212,212_FF_him,ff,MismatchMismatch,obj,Sonia had believed that Stacey might attack,him,1.3391247987747192
OneEmbedding,had believed,might attack,212,212_MM_his,mm,MatchMatch,poss,Derek had believed that Curtis might attack,his,4.681532859802246
OneEmbedding,had believed,might attack,212,212_MF_his,mf,MatchMismatch,poss,Derek had believed that Stacey might attack,his,5.450190544128418
OneEmbedding,had believed,might attack,212,212_FM_his,fm,MismatchMatch,poss,Sonia had believed that Curtis might attack,his,4.386336803436279
OneEmbedding,had believed,might attack,212,212_FF_his,ff,MismatchMismatch,poss,Sonia had believed that Stacey might attack,his,5.862120151519775
OneEmbedding,was liking,had met,213,213_MM_him,mm,MatchMatch,obj,Paul was liking that Peter had met,him,4.025371074676514
OneEmbedding,was liking,had met,213,213_MF_him,mf,MatchMismatch,obj,Paul was liking that Ella had met,him,2.9988887310028076
OneEmbedding,was liking,had met,213,213_FM_him,fm,MismatchMatch,obj,Ella was liking that Peter had met,him,5.6575751304626465
OneEmbedding,was liking,had met,213,213_FF_him,ff,MismatchMismatch,obj,Ella was liking that Ella had met,him,4.566709041595459
OneEmbedding,was liking,had met,213,213_MM_his,mm,MatchMatch,poss,Paul was liking that Peter had met,his,3.4145655632019043
OneEmbedding,was liking,had met,213,213_MF_his,mf,MatchMismatch,poss,Paul was liking that Ella had met,his,5.377334117889404
OneEmbedding,was liking,had met,213,213_FM_his,fm,MismatchMatch,poss,Ella was liking that Peter had met,his,3.767141580581665
OneEmbedding,was liking,had met,213,213_FF_his,ff,MismatchMismatch,poss,Ella was liking that Ella had met,his,6.6548919677734375
OneEmbedding,conceals,was talking to,214,214_MM_him,mm,MatchMatch,obj,The son conceals that Todd was talking to,him,2.814819574356079
OneEmbedding,conceals,was talking to,214,214_MF_him,mf,MatchMismatch,obj,The son conceals that Nicole was talking to,him,1.2076271772384644
OneEmbedding,conceals,was talking to,214,214_FM_him,fm,MismatchMatch,obj,April conceals that Todd was talking to,him,4.482851505279541
OneEmbedding,conceals,was talking to,214,214_FF_him,ff,MismatchMismatch,obj,April conceals that Nicole was talking to,him,3.2641220092773438
OneEmbedding,conceals,was talking to,214,214_MM_his,mm,MatchMatch,poss,The son conceals that Todd was talking to,his,2.7448267936706543
OneEmbedding,conceals,was talking to,214,214_MF_his,mf,MatchMismatch,poss,The son conceals that Nicole was talking to,his,4.368827819824219
OneEmbedding,conceals,was talking to,214,214_FM_his,fm,MismatchMatch,poss,April conceals that Todd was talking to,his,3.7510805130004883
OneEmbedding,conceals,was talking to,214,214_FF_his,ff,MismatchMismatch,poss,April conceals that Nicole was talking to,his,7.127044677734375
OneEmbedding,complains,is describing,215,215_MM_him,mm,MatchMatch,obj,David complains that Stephen is describing,him,4.643739223480225
OneEmbedding,complains,is describing,215,215_MF_him,mf,MatchMismatch,obj,David complains that Pamela is describing,him,4.100763320922852
OneEmbedding,complains,is describing,215,215_FM_him,fm,MismatchMatch,obj,Ruth complains that Stephen is describing,him,5.984118461608887
OneEmbedding,complains,is describing,215,215_FF_him,ff,MismatchMismatch,obj,Ruth complains that Pamela is describing,him,5.694682598114014
OneEmbedding,complains,is describing,215,215_MM_his,mm,MatchMatch,poss,David complains that Stephen is describing,his,3.916139841079712
OneEmbedding,complains,is describing,215,215_MF_his,mf,MatchMismatch,poss,David complains that Pamela is describing,his,5.016580581665039
OneEmbedding,complains,is describing,215,215_FM_his,fm,MismatchMatch,poss,Ruth complains that Stephen is describing,his,4.4003705978393555
OneEmbedding,complains,is describing,215,215_FF_his,ff,MismatchMismatch,poss,Ruth complains that Pamela is describing,his,6.468433856964111
OneEmbedding,knows,would forgive,216,216_MM_him,mm,MatchMatch,obj,Steven knows that Wayne would forgive,him,0.5828732252120972
OneEmbedding,knows,would forgive,216,216_MF_him,mf,MatchMismatch,obj,Steven knows that Katherine would forgive,him,0.4810854196548462
OneEmbedding,knows,would forgive,216,216_FM_him,fm,MismatchMatch,obj,Ruth knows that Wayne would forgive,him,0.9817540049552917
OneEmbedding,knows,would forgive,216,216_FF_him,ff,MismatchMismatch,obj,Ruth knows that Katherine would forgive,him,0.7558097243309021
OneEmbedding,knows,would forgive,216,216_MM_his,mm,MatchMatch,poss,Steven knows that Wayne would forgive,his,5.256805896759033
OneEmbedding,knows,would forgive,216,216_MF_his,mf,MatchMismatch,poss,Steven knows that Katherine would forgive,his,5.456914901733398
OneEmbedding,knows,would forgive,216,216_FM_his,fm,MismatchMatch,poss,Ruth knows that Wayne would forgive,his,4.903112411499023
OneEmbedding,knows,would forgive,216,216_FF_his,ff,MismatchMismatch,poss,Ruth knows that Katherine would forgive,his,5.417425632476807
OneEmbedding,wasn't praying,isn't choosing,217,217_MM_him,mm,MatchMatch,obj,Brett wasn't praying that Steven isn't choosing,him,5.487525939941406
OneEmbedding,wasn't praying,isn't choosing,217,217_MF_him,mf,MatchMismatch,obj,Brett wasn't praying that Laura isn't choosing,him,3.465955972671509
OneEmbedding,wasn't praying,isn't choosing,217,217_FM_him,fm,MismatchMatch,obj,Jodi wasn't praying that Steven isn't choosing,him,6.541881561279297
OneEmbedding,wasn't praying,isn't choosing,217,217_FF_him,ff,MismatchMismatch,obj,Jodi wasn't praying that Laura isn't choosing,him,5.337032318115234
OneEmbedding,wasn't praying,isn't choosing,217,217_MM_his,mm,MatchMatch,poss,Brett wasn't praying that Steven isn't choosing,his,3.7516074180603027
OneEmbedding,wasn't praying,isn't choosing,217,217_MF_his,mf,MatchMismatch,poss,Brett wasn't praying that Laura isn't choosing,his,6.912532329559326
OneEmbedding,wasn't praying,isn't choosing,217,217_FM_his,fm,MismatchMatch,poss,Jodi wasn't praying that Steven isn't choosing,his,4.385400772094727
OneEmbedding,wasn't praying,isn't choosing,217,217_FF_his,ff,MismatchMismatch,poss,Jodi wasn't praying that Laura isn't choosing,his,9.303948402404785
OneEmbedding,prays,isn't hurting,218,218_MM_him,mm,MatchMatch,obj,Craig prays that the boyfriend isn't hurting,him,3.8937649726867676
OneEmbedding,prays,isn't hurting,218,218_MF_him,mf,MatchMismatch,obj,Craig prays that Carolyn isn't hurting,him,2.5280373096466064
OneEmbedding,prays,isn't hurting,218,218_FM_him,fm,MismatchMatch,obj,Veronica prays that the boyfriend isn't hurting,him,6.824416160583496
OneEmbedding,prays,isn't hurting,218,218_FF_him,ff,MismatchMismatch,obj,Veronica prays that Carolyn isn't hurting,him,4.020287036895752
OneEmbedding,prays,isn't hurting,218,218_MM_his,mm,MatchMatch,poss,Craig prays that the boyfriend isn't hurting,his,3.519277572631836
OneEmbedding,prays,isn't hurting,218,218_MF_his,mf,MatchMismatch,poss,Craig prays that Carolyn isn't hurting,his,5.749093532562256
OneEmbedding,prays,isn't hurting,218,218_FM_his,fm,MismatchMatch,poss,Veronica prays that the boyfriend isn't hurting,his,4.563381195068359
OneEmbedding,prays,isn't hurting,218,218_FF_his,ff,MismatchMismatch,poss,Veronica prays that Carolyn isn't hurting,his,7.871861934661865
OneEmbedding,argued,won't heal,219,219_MM_him,mm,MatchMatch,obj,Ronald argued that Stephen won't heal,him,7.106320858001709
OneEmbedding,argued,won't heal,219,219_MF_him,mf,MatchMismatch,obj,Ronald argued that Amelia won't heal,him,5.801783561706543
OneEmbedding,argued,won't heal,219,219_FM_him,fm,MismatchMatch,obj,Katherine argued that Stephen won't heal,him,7.666018009185791
OneEmbedding,argued,won't heal,219,219_FF_him,ff,MismatchMismatch,obj,Katherine argued that Amelia won't heal,him,7.255181789398193
OneEmbedding,argued,won't heal,219,219_MM_his,mm,MatchMatch,poss,Ronald argued that Stephen won't heal,his,5.2493486404418945
OneEmbedding,argued,won't heal,219,219_MF_his,mf,MatchMismatch,poss,Ronald argued that Amelia won't heal,his,7.143523693084717
OneEmbedding,argued,won't heal,219,219_FM_his,fm,MismatchMatch,poss,Katherine argued that Stephen won't heal,his,5.470870018005371
OneEmbedding,argued,won't heal,219,219_FF_his,ff,MismatchMismatch,poss,Katherine argued that Amelia won't heal,his,8.395362854003906
OneEmbedding,had claimed,has disliked,220,220_MM_him,mm,MatchMatch,obj,Mark had claimed that Richard has disliked,him,2.5063462257385254
OneEmbedding,had claimed,has disliked,220,220_MF_him,mf,MatchMismatch,obj,Mark had claimed that Janice has disliked,him,1.5435786247253418
OneEmbedding,had claimed,has disliked,220,220_FM_him,fm,MismatchMatch,obj,Emily had claimed that Richard has disliked,him,3.09794545173645
OneEmbedding,had claimed,has disliked,220,220_FF_him,ff,MismatchMismatch,obj,Emily had claimed that Janice has disliked,him,1.8106343746185303
OneEmbedding,had claimed,has disliked,220,220_MM_his,mm,MatchMatch,poss,Mark had claimed that Richard has disliked,his,4.068521022796631
OneEmbedding,had claimed,has disliked,220,220_MF_his,mf,MatchMismatch,poss,Mark had claimed that Janice has disliked,his,4.514415264129639
OneEmbedding,had claimed,has disliked,220,220_FM_his,fm,MismatchMatch,poss,Emily had claimed that Richard has disliked,his,4.383142948150635
OneEmbedding,had claimed,has disliked,220,220_FF_his,ff,MismatchMismatch,poss,Emily had claimed that Janice has disliked,his,4.6641154289245605
OneEmbedding,didn't complain,might astound,221,221_MM_him,mm,MatchMatch,obj,Benjamin didn't complain that that nephew might astound,him,0.9552865624427795
OneEmbedding,didn't complain,might astound,221,221_MF_him,mf,MatchMismatch,obj,Benjamin didn't complain that the girl might astound,him,0.8829377889633179
OneEmbedding,didn't complain,might astound,221,221_FM_him,fm,MismatchMatch,obj,Diana didn't complain that that nephew might astound,him,4.111886501312256
OneEmbedding,didn't complain,might astound,221,221_FF_him,ff,MismatchMismatch,obj,Diana didn't complain that the girl might astound,him,3.7492926120758057
OneEmbedding,didn't complain,might astound,221,221_MM_his,mm,MatchMatch,poss,Benjamin didn't complain that that nephew might astound,his,3.7070860862731934
OneEmbedding,didn't complain,might astound,221,221_MF_his,mf,MatchMismatch,poss,Benjamin didn't complain that the girl might astound,his,5.474032402038574
OneEmbedding,didn't complain,might astound,221,221_FM_his,fm,MismatchMatch,poss,Diana didn't complain that that nephew might astound,his,5.170848369598389
OneEmbedding,didn't complain,might astound,221,221_FF_his,ff,MismatchMismatch,poss,Diana didn't complain that the girl might astound,his,9.432193756103516
OneEmbedding,shouldn't hate,hadn't revealed,222,222_MM_him,mm,MatchMatch,obj,Patrick shouldn't hate that Russell hadn't revealed,him,7.5007853507995605
OneEmbedding,shouldn't hate,hadn't revealed,222,222_MF_him,mf,MatchMismatch,obj,Patrick shouldn't hate that Tracy hadn't revealed,him,6.596431732177734
OneEmbedding,shouldn't hate,hadn't revealed,222,222_FM_him,fm,MismatchMatch,obj,Dawn shouldn't hate that Russell hadn't revealed,him,7.541243553161621
OneEmbedding,shouldn't hate,hadn't revealed,222,222_FF_him,ff,MismatchMismatch,obj,Dawn shouldn't hate that Tracy hadn't revealed,him,6.785717010498047
OneEmbedding,shouldn't hate,hadn't revealed,222,222_MM_his,mm,MatchMatch,poss,Patrick shouldn't hate that Russell hadn't revealed,his,1.511771559715271
OneEmbedding,shouldn't hate,hadn't revealed,222,222_MF_his,mf,MatchMismatch,poss,Patrick shouldn't hate that Tracy hadn't revealed,his,2.7728803157806396
OneEmbedding,shouldn't hate,hadn't revealed,222,222_FM_his,fm,MismatchMatch,poss,Dawn shouldn't hate that Russell hadn't revealed,his,1.610819697380066
OneEmbedding,shouldn't hate,hadn't revealed,222,222_FF_his,ff,MismatchMismatch,poss,Dawn shouldn't hate that Tracy hadn't revealed,his,3.5412492752075195
OneEmbedding,wasn't liking,lost,223,223_MM_him,mm,MatchMatch,obj,Scott wasn't liking that Edward lost,him,9.669769287109375
OneEmbedding,wasn't liking,lost,223,223_MF_him,mf,MatchMismatch,obj,Scott wasn't liking that Michelle lost,him,8.667969703674316
OneEmbedding,wasn't liking,lost,223,223_FM_him,fm,MismatchMatch,obj,Leslie wasn't liking that Edward lost,him,10.021930694580078
OneEmbedding,wasn't liking,lost,223,223_FF_him,ff,MismatchMismatch,obj,Leslie wasn't liking that Michelle lost,him,9.606830596923828
OneEmbedding,wasn't liking,lost,223,223_MM_his,mm,MatchMatch,poss,Scott wasn't liking that Edward lost,his,1.6035571098327637
OneEmbedding,wasn't liking,lost,223,223_MF_his,mf,MatchMismatch,poss,Scott wasn't liking that Michelle lost,his,5.55194091796875
OneEmbedding,wasn't liking,lost,223,223_FM_his,fm,MismatchMatch,poss,Leslie wasn't liking that Edward lost,his,1.4382747411727905
OneEmbedding,wasn't liking,lost,223,223_FF_his,ff,MismatchMismatch,poss,Leslie wasn't liking that Michelle lost,his,6.3182477951049805
OneEmbedding,said,had concealed,224,224_MM_him,mm,MatchMatch,obj,Noah said that Derek had concealed,him,9.165780067443848
OneEmbedding,said,had concealed,224,224_MF_him,mf,MatchMismatch,obj,Noah said that that mother had concealed,him,7.117613315582275
OneEmbedding,said,had concealed,224,224_FM_him,fm,MismatchMatch,obj,Janice said that Derek had concealed,him,9.56635570526123
OneEmbedding,said,had concealed,224,224_FF_him,ff,MismatchMismatch,obj,Janice said that that mother had concealed,him,8.15526294708252
OneEmbedding,said,had concealed,224,224_MM_his,mm,MatchMatch,poss,Noah said that Derek had concealed,his,1.927154541015625
OneEmbedding,said,had concealed,224,224_MF_his,mf,MatchMismatch,poss,Noah said that that mother had concealed,his,5.794992446899414
OneEmbedding,said,had concealed,224,224_FM_his,fm,MismatchMatch,poss,Janice said that Derek had concealed,his,1.8272573947906494
OneEmbedding,said,had concealed,224,224_FF_his,ff,MismatchMismatch,poss,Janice said that that mother had concealed,his,6.500553607940674
OneEmbedding,concludes,can boast about,225,225_MM_him,mm,MatchMatch,obj,Carlos concludes that Theodore can boast about,him,8.287022590637207
OneEmbedding,concludes,can boast about,225,225_MF_him,mf,MatchMismatch,obj,Carlos concludes that Michelle can boast about,him,9.911335945129395
OneEmbedding,concludes,can boast about,225,225_FM_him,fm,MismatchMatch,obj,Barbara concludes that Theodore can boast about,him,8.833211898803711
OneEmbedding,concludes,can boast about,225,225_FF_him,ff,MismatchMismatch,obj,Barbara concludes that Michelle can boast about,him,11.017016410827637
OneEmbedding,concludes,can boast about,225,225_MM_his,mm,MatchMatch,poss,Carlos concludes that Theodore can boast about,his,1.9166643619537354
OneEmbedding,concludes,can boast about,225,225_MF_his,mf,MatchMismatch,poss,Carlos concludes that Michelle can boast about,his,7.227394104003906
OneEmbedding,concludes,can boast about,225,225_FM_his,fm,MismatchMatch,poss,Barbara concludes that Theodore can boast about,his,1.8375413417816162
OneEmbedding,concludes,can boast about,225,225_FF_his,ff,MismatchMismatch,poss,Barbara concludes that Michelle can boast about,his,7.8775105476379395
OneEmbedding,hadn't asserting,aggravated,226,226_MM_him,mm,MatchMatch,obj,Samuel hadn't asserting that Timothy aggravated,him,5.744255542755127
OneEmbedding,hadn't asserting,aggravated,226,226_MF_him,mf,MatchMismatch,obj,Samuel hadn't asserting that Naomi aggravated,him,1.9173250198364258
OneEmbedding,hadn't asserting,aggravated,226,226_FM_him,fm,MismatchMatch,obj,Kimberley hadn't asserting that Timothy aggravated,him,8.067584037780762
OneEmbedding,hadn't asserting,aggravated,226,226_FF_him,ff,MismatchMismatch,obj,Kimberley hadn't asserting that Naomi aggravated,him,2.7585818767547607
OneEmbedding,hadn't asserting,aggravated,226,226_MM_his,mm,MatchMatch,poss,Samuel hadn't asserting that Timothy aggravated,his,2.746793270111084
OneEmbedding,hadn't asserting,aggravated,226,226_MF_his,mf,MatchMismatch,poss,Samuel hadn't asserting that Naomi aggravated,his,3.5802130699157715
OneEmbedding,hadn't asserting,aggravated,226,226_FM_his,fm,MismatchMatch,poss,Kimberley hadn't asserting that Timothy aggravated,his,2.8620288372039795
OneEmbedding,hadn't asserting,aggravated,226,226_FF_his,ff,MismatchMismatch,poss,Kimberley hadn't asserting that Naomi aggravated,his,3.9601707458496094
OneEmbedding,hasn't proposed,fights,227,227_MM_him,mm,MatchMatch,obj,That ex-boyfriend hasn't proposed that that ex-boyfriend fights,him,3.3680052757263184
OneEmbedding,hasn't proposed,fights,227,227_MF_him,mf,MatchMismatch,obj,That ex-boyfriend hasn't proposed that Danielle fights,him,1.9745090007781982
OneEmbedding,hasn't proposed,fights,227,227_FM_him,fm,MismatchMatch,obj,Danielle hasn't proposed that that ex-boyfriend fights,him,5.293558120727539
OneEmbedding,hasn't proposed,fights,227,227_FF_him,ff,MismatchMismatch,obj,Danielle hasn't proposed that Danielle fights,him,5.794878959655762
OneEmbedding,hasn't proposed,fights,227,227_MM_his,mm,MatchMatch,poss,That ex-boyfriend hasn't proposed that that ex-boyfriend fights,his,4.698484897613525
OneEmbedding,hasn't proposed,fights,227,227_MF_his,mf,MatchMismatch,poss,That ex-boyfriend hasn't proposed that Danielle fights,his,6.263861179351807
OneEmbedding,hasn't proposed,fights,227,227_FM_his,fm,MismatchMatch,poss,Danielle hasn't proposed that that ex-boyfriend fights,his,4.477991580963135
OneEmbedding,hasn't proposed,fights,227,227_FF_his,ff,MismatchMismatch,poss,Danielle hasn't proposed that Danielle fights,his,8.229789733886719
OneEmbedding,has suggested,might appreciate,228,228_MM_him,mm,MatchMatch,obj,That boyfriend has suggested that this grandson might appreciate,him,5.764829635620117
OneEmbedding,has suggested,might appreciate,228,228_MF_him,mf,MatchMismatch,obj,That boyfriend has suggested that Irene might appreciate,him,4.516842842102051
OneEmbedding,has suggested,might appreciate,228,228_FM_him,fm,MismatchMatch,obj,Sonia has suggested that this grandson might appreciate,him,7.393691062927246
OneEmbedding,has suggested,might appreciate,228,228_FF_him,ff,MismatchMismatch,obj,Sonia has suggested that Irene might appreciate,him,5.2246479988098145
OneEmbedding,has suggested,might appreciate,228,228_MM_his,mm,MatchMatch,poss,That boyfriend has suggested that this grandson might appreciate,his,3.9809207916259766
OneEmbedding,has suggested,might appreciate,228,228_MF_his,mf,MatchMismatch,poss,That boyfriend has suggested that Irene might appreciate,his,4.224202632904053
OneEmbedding,has suggested,might appreciate,228,228_FM_his,fm,MismatchMatch,poss,Sonia has suggested that this grandson might appreciate,his,4.434917449951172
OneEmbedding,has suggested,might appreciate,228,228_FF_his,ff,MismatchMismatch,poss,Sonia has suggested that Irene might appreciate,his,4.881959438323975
OneEmbedding,loves,fights,229,229_MM_him,mm,MatchMatch,obj,Steven loves that Kevin fights,him,5.898172378540039
OneEmbedding,loves,fights,229,229_MF_him,mf,MatchMismatch,obj,Steven loves that Debra fights,him,4.751853942871094
OneEmbedding,loves,fights,229,229_FM_him,fm,MismatchMatch,obj,Elaine loves that Kevin fights,him,6.307650566101074
OneEmbedding,loves,fights,229,229_FF_him,ff,MismatchMismatch,obj,Elaine loves that Debra fights,him,6.006035804748535
OneEmbedding,loves,fights,229,229_MM_his,mm,MatchMatch,poss,Steven loves that Kevin fights,his,5.568912029266357
OneEmbedding,loves,fights,229,229_MF_his,mf,MatchMismatch,poss,Steven loves that Debra fights,his,7.431458950042725
OneEmbedding,loves,fights,229,229_FM_his,fm,MismatchMatch,poss,Elaine loves that Kevin fights,his,6.026644706726074
OneEmbedding,loves,fights,229,229_FF_his,ff,MismatchMismatch,poss,Elaine loves that Debra fights,his,9.20722484588623
OneEmbedding,isn't knowing,wasn't hurting,230,230_MM_him,mm,MatchMatch,obj,Liam isn't knowing that Liam wasn't hurting,him,3.5545268058776855
OneEmbedding,isn't knowing,wasn't hurting,230,230_MF_him,mf,MatchMismatch,obj,Liam isn't knowing that Suzanne wasn't hurting,him,2.674901247024536
OneEmbedding,isn't knowing,wasn't hurting,230,230_FM_him,fm,MismatchMatch,obj,Sheila isn't knowing that Liam wasn't hurting,him,4.6587677001953125
OneEmbedding,isn't knowing,wasn't hurting,230,230_FF_him,ff,MismatchMismatch,obj,Sheila isn't knowing that Suzanne wasn't hurting,him,3.1428205966949463
OneEmbedding,isn't knowing,wasn't hurting,230,230_MM_his,mm,MatchMatch,poss,Liam isn't knowing that Liam wasn't hurting,his,4.670152187347412
OneEmbedding,isn't knowing,wasn't hurting,230,230_MF_his,mf,MatchMismatch,poss,Liam isn't knowing that Suzanne wasn't hurting,his,6.508545875549316
OneEmbedding,isn't knowing,wasn't hurting,230,230_FM_his,fm,MismatchMatch,poss,Sheila isn't knowing that Liam wasn't hurting,his,6.595165729522705
OneEmbedding,isn't knowing,wasn't hurting,230,230_FF_his,ff,MismatchMismatch,poss,Sheila isn't knowing that Suzanne wasn't hurting,his,7.670779705047607
OneEmbedding,notices,won't notice,231,231_MM_him,mm,MatchMatch,obj,David notices that Christopher won't notice,him,3.8343236446380615
OneEmbedding,notices,won't notice,231,231_MF_him,mf,MatchMismatch,obj,David notices that that ex-girlfriend won't notice,him,3.269984245300293
OneEmbedding,notices,won't notice,231,231_FM_him,fm,MismatchMatch,obj,Naomi notices that Christopher won't notice,him,4.6775312423706055
OneEmbedding,notices,won't notice,231,231_FF_him,ff,MismatchMismatch,obj,Naomi notices that that ex-girlfriend won't notice,him,3.2904765605926514
OneEmbedding,notices,won't notice,231,231_MM_his,mm,MatchMatch,poss,David notices that Christopher won't notice,his,4.5892863273620605
OneEmbedding,notices,won't notice,231,231_MF_his,mf,MatchMismatch,poss,David notices that that ex-girlfriend won't notice,his,4.9739274978637695
OneEmbedding,notices,won't notice,231,231_FM_his,fm,MismatchMatch,poss,Naomi notices that Christopher won't notice,his,5.258684158325195
OneEmbedding,notices,won't notice,231,231_FF_his,ff,MismatchMismatch,poss,Naomi notices that that ex-girlfriend won't notice,his,5.906792163848877
OneEmbedding,will hope,visits,232,232_MM_him,mm,MatchMatch,obj,Raymond will hope that Rodney visits,him,2.4733691215515137
OneEmbedding,will hope,visits,232,232_MF_him,mf,MatchMismatch,obj,Raymond will hope that that girl visits,him,1.3518860340118408
OneEmbedding,will hope,visits,232,232_FM_him,fm,MismatchMatch,obj,Jodi will hope that Rodney visits,him,4.4147114753723145
OneEmbedding,will hope,visits,232,232_FF_him,ff,MismatchMismatch,obj,Jodi will hope that that girl visits,him,3.6509811878204346
OneEmbedding,will hope,visits,232,232_MM_his,mm,MatchMatch,poss,Raymond will hope that Rodney visits,his,3.562731981277466
OneEmbedding,will hope,visits,232,232_MF_his,mf,MatchMismatch,poss,Raymond will hope that that girl visits,his,3.6706745624542236
OneEmbedding,will hope,visits,232,232_FM_his,fm,MismatchMatch,poss,Jodi will hope that Rodney visits,his,4.284466743469238
OneEmbedding,will hope,visits,232,232_FF_his,ff,MismatchMismatch,poss,Jodi will hope that that girl visits,his,6.242828369140625
OneEmbedding,hasn't found out,disgusts,233,233_MM_him,mm,MatchMatch,obj,Adam hasn't found out that Bruce disgusts,him,1.0480999946594238
OneEmbedding,hasn't found out,disgusts,233,233_MF_him,mf,MatchMismatch,obj,Adam hasn't found out that Samantha disgusts,him,0.5381750464439392
OneEmbedding,hasn't found out,disgusts,233,233_FM_him,fm,MismatchMatch,obj,Irene hasn't found out that Bruce disgusts,him,2.821584939956665
OneEmbedding,hasn't found out,disgusts,233,233_FF_him,ff,MismatchMismatch,obj,Irene hasn't found out that Samantha disgusts,him,1.2703585624694824
OneEmbedding,hasn't found out,disgusts,233,233_MM_his,mm,MatchMatch,poss,Adam hasn't found out that Bruce disgusts,his,4.378664016723633
OneEmbedding,hasn't found out,disgusts,233,233_MF_his,mf,MatchMismatch,poss,Adam hasn't found out that Samantha disgusts,his,5.253790378570557
OneEmbedding,hasn't found out,disgusts,233,233_FM_his,fm,MismatchMatch,poss,Irene hasn't found out that Bruce disgusts,his,5.189871311187744
OneEmbedding,hasn't found out,disgusts,233,233_FF_his,ff,MismatchMismatch,poss,Irene hasn't found out that Samantha disgusts,his,6.511454105377197
OneEmbedding,remembered,forgets,234,234_MM_him,mm,MatchMatch,obj,Douglas remembered that Donald forgets,him,9.810418128967285
OneEmbedding,remembered,forgets,234,234_MF_him,mf,MatchMismatch,obj,Douglas remembered that Susan forgets,him,8.270956039428711
OneEmbedding,remembered,forgets,234,234_FM_him,fm,MismatchMatch,obj,Sheila remembered that Donald forgets,him,9.113009452819824
OneEmbedding,remembered,forgets,234,234_FF_him,ff,MismatchMismatch,obj,Sheila remembered that Susan forgets,him,9.446466445922852
OneEmbedding,remembered,forgets,234,234_MM_his,mm,MatchMatch,poss,Douglas remembered that Donald forgets,his,3.7268991470336914
OneEmbedding,remembered,forgets,234,234_MF_his,mf,MatchMismatch,poss,Douglas remembered that Susan forgets,his,8.175615310668945
OneEmbedding,remembered,forgets,234,234_FM_his,fm,MismatchMatch,poss,Sheila remembered that Donald forgets,his,3.822481870651245
OneEmbedding,remembered,forgets,234,234_FF_his,ff,MismatchMismatch,poss,Sheila remembered that Susan forgets,his,9.782341003417969
OneEmbedding,had explained,might forget,235,235_MM_him,mm,MatchMatch,obj,James had explained that Adam might forget,him,6.854146957397461
OneEmbedding,had explained,might forget,235,235_MF_him,mf,MatchMismatch,obj,James had explained that Brenda might forget,him,7.033720016479492
OneEmbedding,had explained,might forget,235,235_FM_him,fm,MismatchMatch,obj,Meredith had explained that Adam might forget,him,8.0911283493042
OneEmbedding,had explained,might forget,235,235_FF_him,ff,MismatchMismatch,obj,Meredith had explained that Brenda might forget,him,9.185879707336426
OneEmbedding,had explained,might forget,235,235_MM_his,mm,MatchMatch,poss,James had explained that Adam might forget,his,3.1457715034484863
OneEmbedding,had explained,might forget,235,235_MF_his,mf,MatchMismatch,poss,James had explained that Brenda might forget,his,5.708072662353516
OneEmbedding,had explained,might forget,235,235_FM_his,fm,MismatchMatch,poss,Meredith had explained that Adam might forget,his,3.1825075149536133
OneEmbedding,had explained,might forget,235,235_FF_his,ff,MismatchMismatch,poss,Meredith had explained that Brenda might forget,his,7.707588195800781
OneEmbedding,concludes,hadn't revealed,236,236_MM_him,mm,MatchMatch,obj,Brian concludes that Gregory hadn't revealed,him,8.472335815429688
OneEmbedding,concludes,hadn't revealed,236,236_MF_him,mf,MatchMismatch,obj,Brian concludes that Janet hadn't revealed,him,9.043397903442383
