exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-j-6B_surp
OneEmbedding,has imagined,is returning to,175,175_FM_him,fm,MismatchMatch,obj,Deanna has imagined that Jerry is returning to,him,10.0217924118042
OneEmbedding,has imagined,is returning to,175,175_FF_him,ff,MismatchMismatch,obj,Deanna has imagined that Maria is returning to,him,6.7317352294921875
OneEmbedding,has imagined,is returning to,175,175_MM_his,mm,MatchMatch,poss,Jason has imagined that Jerry is returning to,his,2.9530446529388428
OneEmbedding,has imagined,is returning to,175,175_MF_his,mf,MatchMismatch,poss,Jason has imagined that Maria is returning to,his,5.970588207244873
OneEmbedding,has imagined,is returning to,175,175_FM_his,fm,MismatchMatch,poss,Deanna has imagined that Jerry is returning to,his,3.4733099937438965
OneEmbedding,has imagined,is returning to,175,175_FF_his,ff,MismatchMismatch,poss,Deanna has imagined that Maria is returning to,his,9.019759178161621
OneEmbedding,was noticing,has scanned,176,176_MM_him,mm,MatchMatch,obj,The man was noticing that Todd has scanned,him,3.367597818374634
OneEmbedding,was noticing,has scanned,176,176_MF_him,mf,MatchMismatch,obj,The man was noticing that Monica has scanned,him,2.790958881378174
OneEmbedding,was noticing,has scanned,176,176_FM_him,fm,MismatchMatch,obj,Theresa was noticing that Todd has scanned,him,8.993124961853027
OneEmbedding,was noticing,has scanned,176,176_FF_him,ff,MismatchMismatch,obj,Theresa was noticing that Monica has scanned,him,7.025295734405518
OneEmbedding,was noticing,has scanned,176,176_MM_his,mm,MatchMatch,poss,The man was noticing that Todd has scanned,his,2.8942134380340576
OneEmbedding,was noticing,has scanned,176,176_MF_his,mf,MatchMismatch,poss,The man was noticing that Monica has scanned,his,2.5429956912994385
OneEmbedding,was noticing,has scanned,176,176_FM_his,fm,MismatchMatch,poss,Theresa was noticing that Todd has scanned,his,4.180385112762451
OneEmbedding,was noticing,has scanned,176,176_FF_his,ff,MismatchMismatch,poss,Theresa was noticing that Monica has scanned,his,6.9802117347717285
OneEmbedding,argued,scared,177,177_MM_him,mm,MatchMatch,obj,This ex-husband argued that Gary scared,him,1.8122847080230713
OneEmbedding,argued,scared,177,177_MF_him,mf,MatchMismatch,obj,This ex-husband argued that Tamara scared,him,1.1095020771026611
OneEmbedding,argued,scared,177,177_FM_him,fm,MismatchMatch,obj,Laurie argued that Gary scared,him,5.000677585601807
OneEmbedding,argued,scared,177,177_FF_him,ff,MismatchMismatch,obj,Laurie argued that Tamara scared,him,3.6469993591308594
OneEmbedding,argued,scared,177,177_MM_his,mm,MatchMatch,poss,This ex-husband argued that Gary scared,his,3.3789613246917725
OneEmbedding,argued,scared,177,177_MF_his,mf,MatchMismatch,poss,This ex-husband argued that Tamara scared,his,4.648613452911377
OneEmbedding,argued,scared,177,177_FM_his,fm,MismatchMatch,poss,Laurie argued that Gary scared,his,5.10211706161499
OneEmbedding,argued,scared,177,177_FF_his,ff,MismatchMismatch,poss,Laurie argued that Tamara scared,his,8.764058113098145
OneEmbedding,has discovered,hasn't talked about,178,178_MM_him,mm,MatchMatch,obj,Benjamin has discovered that Noah hasn't talked about,him,5.679042816162109
OneEmbedding,has discovered,hasn't talked about,178,178_MF_him,mf,MatchMismatch,obj,Benjamin has discovered that the woman hasn't talked about,him,3.99653697013855
OneEmbedding,has discovered,hasn't talked about,178,178_FM_him,fm,MismatchMatch,obj,Emily has discovered that Noah hasn't talked about,him,7.877142429351807
OneEmbedding,has discovered,hasn't talked about,178,178_FF_him,ff,MismatchMismatch,obj,Emily has discovered that the woman hasn't talked about,him,5.01767110824585
OneEmbedding,has discovered,hasn't talked about,178,178_MM_his,mm,MatchMatch,poss,Benjamin has discovered that Noah hasn't talked about,his,1.9595947265625
OneEmbedding,has discovered,hasn't talked about,178,178_MF_his,mf,MatchMismatch,poss,Benjamin has discovered that the woman hasn't talked about,his,6.5212531089782715
OneEmbedding,has discovered,hasn't talked about,178,178_FM_his,fm,MismatchMatch,poss,Emily has discovered that Noah hasn't talked about,his,1.6217073202133179
OneEmbedding,has discovered,hasn't talked about,178,178_FF_his,ff,MismatchMismatch,poss,Emily has discovered that the woman hasn't talked about,his,8.207379341125488
OneEmbedding,says,wasn't writing,179,179_MM_him,mm,MatchMatch,obj,Vincent says that Adam wasn't writing,him,7.765722274780273
OneEmbedding,says,wasn't writing,179,179_MF_him,mf,MatchMismatch,obj,Vincent says that Maria wasn't writing,him,7.029181957244873
OneEmbedding,says,wasn't writing,179,179_FM_him,fm,MismatchMatch,obj,Kirsten says that Adam wasn't writing,him,10.430704116821289
OneEmbedding,says,wasn't writing,179,179_FF_him,ff,MismatchMismatch,obj,Kirsten says that Maria wasn't writing,him,9.208074569702148
OneEmbedding,says,wasn't writing,179,179_MM_his,mm,MatchMatch,poss,Vincent says that Adam wasn't writing,his,4.699995994567871
OneEmbedding,says,wasn't writing,179,179_MF_his,mf,MatchMismatch,poss,Vincent says that Maria wasn't writing,his,8.088661193847656
OneEmbedding,says,wasn't writing,179,179_FM_his,fm,MismatchMatch,poss,Kirsten says that Adam wasn't writing,his,5.031868934631348
OneEmbedding,says,wasn't writing,179,179_FF_his,ff,MismatchMismatch,poss,Kirsten says that Maria wasn't writing,his,10.763480186462402
OneEmbedding,hopes,might lose,180,180_MM_him,mm,MatchMatch,obj,Kevin hopes that Scott might lose,him,9.843425750732422
OneEmbedding,hopes,might lose,180,180_MF_him,mf,MatchMismatch,obj,Kevin hopes that that ex-girlfriend might lose,him,7.0020670890808105
OneEmbedding,hopes,might lose,180,180_FM_him,fm,MismatchMatch,obj,Naomi hopes that Scott might lose,him,9.491844177246094
OneEmbedding,hopes,might lose,180,180_FF_him,ff,MismatchMismatch,obj,Naomi hopes that that ex-girlfriend might lose,him,7.376992225646973
OneEmbedding,hopes,might lose,180,180_MM_his,mm,MatchMatch,poss,Kevin hopes that Scott might lose,his,1.9762294292449951
OneEmbedding,hopes,might lose,180,180_MF_his,mf,MatchMismatch,poss,Kevin hopes that that ex-girlfriend might lose,his,5.717166900634766
OneEmbedding,hopes,might lose,180,180_FM_his,fm,MismatchMatch,poss,Naomi hopes that Scott might lose,his,1.8726112842559814
OneEmbedding,hopes,might lose,180,180_FF_his,ff,MismatchMismatch,poss,Naomi hopes that that ex-girlfriend might lose,his,6.283699989318848
OneEmbedding,revealed,wasn't referencing,181,181_MM_him,mm,MatchMatch,obj,Vincent revealed that Brad wasn't referencing,him,4.627388000488281
OneEmbedding,revealed,wasn't referencing,181,181_MF_him,mf,MatchMismatch,obj,Vincent revealed that Ann wasn't referencing,him,4.800770282745361
OneEmbedding,revealed,wasn't referencing,181,181_FM_him,fm,MismatchMatch,obj,Elaine revealed that Brad wasn't referencing,him,7.144128322601318
OneEmbedding,revealed,wasn't referencing,181,181_FF_him,ff,MismatchMismatch,obj,Elaine revealed that Ann wasn't referencing,him,6.4793477058410645
OneEmbedding,revealed,wasn't referencing,181,181_MM_his,mm,MatchMatch,poss,Vincent revealed that Brad wasn't referencing,his,3.5791800022125244
OneEmbedding,revealed,wasn't referencing,181,181_MF_his,mf,MatchMismatch,poss,Vincent revealed that Ann wasn't referencing,his,4.845854759216309
OneEmbedding,revealed,wasn't referencing,181,181_FM_his,fm,MismatchMatch,poss,Elaine revealed that Brad wasn't referencing,his,3.6388301849365234
OneEmbedding,revealed,wasn't referencing,181,181_FF_his,ff,MismatchMismatch,poss,Elaine revealed that Ann wasn't referencing,his,6.704769134521484
OneEmbedding,had expected,meets,182,182_MM_him,mm,MatchMatch,obj,Eric had expected that the boy meets,him,8.055195808410645
OneEmbedding,had expected,meets,182,182_MF_him,mf,MatchMismatch,obj,Eric had expected that Meredith meets,him,3.7771668434143066
OneEmbedding,had expected,meets,182,182_FM_him,fm,MismatchMatch,obj,Florence had expected that the boy meets,him,13.177107810974121
OneEmbedding,had expected,meets,182,182_FF_him,ff,MismatchMismatch,obj,Florence had expected that Meredith meets,him,4.347395420074463
OneEmbedding,had expected,meets,182,182_MM_his,mm,MatchMatch,poss,Eric had expected that the boy meets,his,3.6031289100646973
OneEmbedding,had expected,meets,182,182_MF_his,mf,MatchMismatch,poss,Eric had expected that Meredith meets,his,4.306906223297119
OneEmbedding,had expected,meets,182,182_FM_his,fm,MismatchMatch,poss,Florence had expected that the boy meets,his,5.501519680023193
OneEmbedding,had expected,meets,182,182_FF_his,ff,MismatchMismatch,poss,Florence had expected that Meredith meets,his,4.595358371734619
OneEmbedding,isn't demonstrating,is embarrassing,183,183_MM_him,mm,MatchMatch,obj,Chad isn't demonstrating that Frank is embarrassing,him,3.920044422149658
OneEmbedding,isn't demonstrating,is embarrassing,183,183_MF_him,mf,MatchMismatch,obj,Chad isn't demonstrating that Melanie is embarrassing,him,2.7939562797546387
OneEmbedding,isn't demonstrating,is embarrassing,183,183_FM_him,fm,MismatchMatch,obj,Leslie isn't demonstrating that Frank is embarrassing,him,4.3457865715026855
OneEmbedding,isn't demonstrating,is embarrassing,183,183_FF_him,ff,MismatchMismatch,obj,Leslie isn't demonstrating that Melanie is embarrassing,him,3.269584894180298
OneEmbedding,isn't demonstrating,is embarrassing,183,183_MM_his,mm,MatchMatch,poss,Chad isn't demonstrating that Frank is embarrassing,his,4.799186706542969
OneEmbedding,isn't demonstrating,is embarrassing,183,183_MF_his,mf,MatchMismatch,poss,Chad isn't demonstrating that Melanie is embarrassing,his,7.550341606140137
OneEmbedding,isn't demonstrating,is embarrassing,183,183_FM_his,fm,MismatchMatch,poss,Leslie isn't demonstrating that Frank is embarrassing,his,4.729002475738525
OneEmbedding,isn't demonstrating,is embarrassing,183,183_FF_his,ff,MismatchMismatch,poss,Leslie isn't demonstrating that Melanie is embarrassing,his,8.262661933898926
OneEmbedding,hadn't noticed,knows,184,184_MM_him,mm,MatchMatch,obj,Carl hadn't noticed that Carlos knows,him,4.924600124359131
OneEmbedding,hadn't noticed,knows,184,184_MF_him,mf,MatchMismatch,obj,Carl hadn't noticed that Naomi knows,him,4.645986557006836
OneEmbedding,hadn't noticed,knows,184,184_FM_him,fm,MismatchMatch,obj,The girl hadn't noticed that Carlos knows,him,6.260142803192139
OneEmbedding,hadn't noticed,knows,184,184_FF_him,ff,MismatchMismatch,obj,The girl hadn't noticed that Naomi knows,him,5.4588212966918945
OneEmbedding,hadn't noticed,knows,184,184_MM_his,mm,MatchMatch,poss,Carl hadn't noticed that Carlos knows,his,5.3754425048828125
OneEmbedding,hadn't noticed,knows,184,184_MF_his,mf,MatchMismatch,poss,Carl hadn't noticed that Naomi knows,his,5.412417888641357
OneEmbedding,hadn't noticed,knows,184,184_FM_his,fm,MismatchMatch,poss,The girl hadn't noticed that Carlos knows,his,5.955824375152588
OneEmbedding,hadn't noticed,knows,184,184_FF_his,ff,MismatchMismatch,poss,The girl hadn't noticed that Naomi knows,his,7.104395389556885
OneEmbedding,learned,upset,185,185_MM_him,mm,MatchMatch,obj,Frank learned that Noah upset,him,4.960616111755371
OneEmbedding,learned,upset,185,185_MF_him,mf,MatchMismatch,obj,Frank learned that Tara upset,him,3.9287993907928467
OneEmbedding,learned,upset,185,185_FM_him,fm,MismatchMatch,obj,Ellen learned that Noah upset,him,6.315389156341553
OneEmbedding,learned,upset,185,185_FF_him,ff,MismatchMismatch,obj,Ellen learned that Tara upset,him,4.436220645904541
OneEmbedding,learned,upset,185,185_MM_his,mm,MatchMatch,poss,Frank learned that Noah upset,his,2.616236448287964
OneEmbedding,learned,upset,185,185_MF_his,mf,MatchMismatch,poss,Frank learned that Tara upset,his,4.312015533447266
OneEmbedding,learned,upset,185,185_FM_his,fm,MismatchMatch,poss,Ellen learned that Noah upset,his,2.539585828781128
OneEmbedding,learned,upset,185,185_FF_his,ff,MismatchMismatch,poss,Ellen learned that Tara upset,his,4.6841840744018555
OneEmbedding,hadn't written,noticed,186,186_MM_him,mm,MatchMatch,obj,Travis hadn't written that Curtis noticed,him,7.073359489440918
OneEmbedding,hadn't written,noticed,186,186_MF_him,mf,MatchMismatch,obj,Travis hadn't written that Wendy noticed,him,7.367757797241211
OneEmbedding,hadn't written,noticed,186,186_FM_him,fm,MismatchMatch,obj,Carla hadn't written that Curtis noticed,him,8.570182800292969
OneEmbedding,hadn't written,noticed,186,186_FF_him,ff,MismatchMismatch,obj,Carla hadn't written that Wendy noticed,him,8.9564847946167
OneEmbedding,hadn't written,noticed,186,186_MM_his,mm,MatchMatch,poss,Travis hadn't written that Curtis noticed,his,6.735227584838867
OneEmbedding,hadn't written,noticed,186,186_MF_his,mf,MatchMismatch,poss,Travis hadn't written that Wendy noticed,his,6.9169158935546875
OneEmbedding,hadn't written,noticed,186,186_FM_his,fm,MismatchMatch,poss,Carla hadn't written that Curtis noticed,his,6.6428327560424805
OneEmbedding,hadn't written,noticed,186,186_FF_his,ff,MismatchMismatch,poss,Carla hadn't written that Wendy noticed,his,8.516913414001465
OneEmbedding,prays,alarmed,187,187_MM_him,mm,MatchMatch,obj,Bruce prays that George alarmed,him,3.9075162410736084
OneEmbedding,prays,alarmed,187,187_MF_him,mf,MatchMismatch,obj,Bruce prays that Martha alarmed,him,3.2303481101989746
OneEmbedding,prays,alarmed,187,187_FM_him,fm,MismatchMatch,obj,This ex-wife prays that George alarmed,him,4.919406890869141
OneEmbedding,prays,alarmed,187,187_FF_him,ff,MismatchMismatch,obj,This ex-wife prays that Martha alarmed,him,3.744816303253174
OneEmbedding,prays,alarmed,187,187_MM_his,mm,MatchMatch,poss,Bruce prays that George alarmed,his,4.121666431427002
OneEmbedding,prays,alarmed,187,187_MF_his,mf,MatchMismatch,poss,Bruce prays that Martha alarmed,his,5.5634565353393555
OneEmbedding,prays,alarmed,187,187_FM_his,fm,MismatchMatch,poss,This ex-wife prays that George alarmed,his,4.19805908203125
OneEmbedding,prays,alarmed,187,187_FF_his,ff,MismatchMismatch,poss,This ex-wife prays that Martha alarmed,his,6.833085060119629
OneEmbedding,would believe,discovered,188,188_MM_him,mm,MatchMatch,obj,Steven would believe that Carl discovered,him,6.281586647033691
OneEmbedding,would believe,discovered,188,188_MF_him,mf,MatchMismatch,obj,Steven would believe that Irene discovered,him,5.130302429199219
OneEmbedding,would believe,discovered,188,188_FM_him,fm,MismatchMatch,obj,Ann would believe that Carl discovered,him,6.2155985832214355
OneEmbedding,would believe,discovered,188,188_FF_him,ff,MismatchMismatch,obj,Ann would believe that Irene discovered,him,5.358913421630859
OneEmbedding,would believe,discovered,188,188_MM_his,mm,MatchMatch,poss,Steven would believe that Carl discovered,his,4.523301601409912
OneEmbedding,would believe,discovered,188,188_MF_his,mf,MatchMismatch,poss,Steven would believe that Irene discovered,his,3.8792152404785156
OneEmbedding,would believe,discovered,188,188_FM_his,fm,MismatchMatch,poss,Ann would believe that Carl discovered,his,4.412229537963867
OneEmbedding,would believe,discovered,188,188_FF_his,ff,MismatchMismatch,poss,Ann would believe that Irene discovered,his,4.254349708557129
OneEmbedding,insists,was astounding,189,189_MM_him,mm,MatchMatch,obj,Edward insists that Adam was astounding,him,6.253612518310547
OneEmbedding,insists,was astounding,189,189_MF_him,mf,MatchMismatch,obj,Edward insists that Natalie was astounding,him,6.347067832946777
OneEmbedding,insists,was astounding,189,189_FM_him,fm,MismatchMatch,obj,Tiffany insists that Adam was astounding,him,6.958539009094238
OneEmbedding,insists,was astounding,189,189_FF_him,ff,MismatchMismatch,obj,Tiffany insists that Natalie was astounding,him,6.802011489868164
OneEmbedding,insists,was astounding,189,189_MM_his,mm,MatchMatch,poss,Edward insists that Adam was astounding,his,7.4483442306518555
OneEmbedding,insists,was astounding,189,189_MF_his,mf,MatchMismatch,poss,Edward insists that Natalie was astounding,his,10.122871398925781
OneEmbedding,insists,was astounding,189,189_FM_his,fm,MismatchMatch,poss,Tiffany insists that Adam was astounding,his,7.713699817657471
OneEmbedding,insists,was astounding,189,189_FF_his,ff,MismatchMismatch,poss,Tiffany insists that Natalie was astounding,his,9.777569770812988
OneEmbedding,didn't expect,has cared for,190,190_MM_him,mm,MatchMatch,obj,Vincent didn't expect that Joel has cared for,him,1.5215463638305664
OneEmbedding,didn't expect,has cared for,190,190_MF_him,mf,MatchMismatch,obj,Vincent didn't expect that Carmen has cared for,him,1.030853509902954
OneEmbedding,didn't expect,has cared for,190,190_FM_him,fm,MismatchMatch,obj,This daughter didn't expect that Joel has cared for,him,7.742975234985352
OneEmbedding,didn't expect,has cared for,190,190_FF_him,ff,MismatchMismatch,obj,This daughter didn't expect that Carmen has cared for,him,4.92844820022583
OneEmbedding,didn't expect,has cared for,190,190_MM_his,mm,MatchMatch,poss,Vincent didn't expect that Joel has cared for,his,3.967365264892578
OneEmbedding,didn't expect,has cared for,190,190_MF_his,mf,MatchMismatch,poss,Vincent didn't expect that Carmen has cared for,his,3.8937015533447266
OneEmbedding,didn't expect,has cared for,190,190_FM_his,fm,MismatchMatch,poss,This daughter didn't expect that Joel has cared for,his,5.128090858459473
OneEmbedding,didn't expect,has cared for,190,190_FF_his,ff,MismatchMismatch,poss,This daughter didn't expect that Carmen has cared for,his,7.160117149353027
OneEmbedding,wasn't revealing,met,191,191_MM_him,mm,MatchMatch,obj,Samuel wasn't revealing that Dan met,him,2.585696220397949
OneEmbedding,wasn't revealing,met,191,191_MF_him,mf,MatchMismatch,obj,Samuel wasn't revealing that Margaret met,him,2.7222561836242676
OneEmbedding,wasn't revealing,met,191,191_FM_him,fm,MismatchMatch,obj,The actress wasn't revealing that Dan met,him,6.386839866638184
OneEmbedding,wasn't revealing,met,191,191_FF_him,ff,MismatchMismatch,obj,The actress wasn't revealing that Margaret met,him,4.453199863433838
OneEmbedding,wasn't revealing,met,191,191_MM_his,mm,MatchMatch,poss,Samuel wasn't revealing that Dan met,his,3.521193742752075
OneEmbedding,wasn't revealing,met,191,191_MF_his,mf,MatchMismatch,poss,Samuel wasn't revealing that Margaret met,his,5.168075084686279
OneEmbedding,wasn't revealing,met,191,191_FM_his,fm,MismatchMatch,poss,The actress wasn't revealing that Dan met,his,3.2309443950653076
OneEmbedding,wasn't revealing,met,191,191_FF_his,ff,MismatchMismatch,poss,The actress wasn't revealing that Margaret met,his,7.1695237159729
OneEmbedding,forgets,is disgusting,192,192_MM_him,mm,MatchMatch,obj,Steven forgets that Lawrence is disgusting,him,11.26366138458252
OneEmbedding,forgets,is disgusting,192,192_MF_him,mf,MatchMismatch,obj,Steven forgets that Ann is disgusting,him,10.639841079711914
OneEmbedding,forgets,is disgusting,192,192_FM_him,fm,MismatchMatch,obj,Lisa forgets that Lawrence is disgusting,him,12.992905616760254
OneEmbedding,forgets,is disgusting,192,192_FF_him,ff,MismatchMismatch,obj,Lisa forgets that Ann is disgusting,him,12.631404876708984
OneEmbedding,forgets,is disgusting,192,192_MM_his,mm,MatchMatch,poss,Steven forgets that Lawrence is disgusting,his,11.398913383483887
OneEmbedding,forgets,is disgusting,192,192_MF_his,mf,MatchMismatch,poss,Steven forgets that Ann is disgusting,his,13.846456527709961
OneEmbedding,forgets,is disgusting,192,192_FM_his,fm,MismatchMatch,poss,Lisa forgets that Lawrence is disgusting,his,11.538939476013184
OneEmbedding,forgets,is disgusting,192,192_FF_his,ff,MismatchMismatch,poss,Lisa forgets that Ann is disgusting,his,16.311403274536133
OneEmbedding,isn't disliking,had chosen,193,193_MM_him,mm,MatchMatch,obj,James isn't disliking that Douglas had chosen,him,4.253243923187256
OneEmbedding,isn't disliking,had chosen,193,193_MF_him,mf,MatchMismatch,obj,James isn't disliking that the daughter had chosen,him,4.274074077606201
OneEmbedding,isn't disliking,had chosen,193,193_FM_him,fm,MismatchMatch,obj,Helen isn't disliking that Douglas had chosen,him,6.040166854858398
OneEmbedding,isn't disliking,had chosen,193,193_FF_him,ff,MismatchMismatch,obj,Helen isn't disliking that the daughter had chosen,him,5.02866268157959
OneEmbedding,isn't disliking,had chosen,193,193_MM_his,mm,MatchMatch,poss,James isn't disliking that Douglas had chosen,his,5.1774702072143555
OneEmbedding,isn't disliking,had chosen,193,193_MF_his,mf,MatchMismatch,poss,James isn't disliking that the daughter had chosen,his,6.607182502746582
OneEmbedding,isn't disliking,had chosen,193,193_FM_his,fm,MismatchMatch,poss,Helen isn't disliking that Douglas had chosen,his,5.5329694747924805
OneEmbedding,isn't disliking,had chosen,193,193_FF_his,ff,MismatchMismatch,poss,Helen isn't disliking that the daughter had chosen,his,7.857697486877441
OneEmbedding,hadn't prayed,has disagreed with,194,194_MM_him,mm,MatchMatch,obj,Bruce hadn't prayed that this nephew has disagreed with,him,3.6352341175079346
OneEmbedding,hadn't prayed,has disagreed with,194,194_MF_him,mf,MatchMismatch,obj,Bruce hadn't prayed that that daughter has disagreed with,him,3.16698956489563
OneEmbedding,hadn't prayed,has disagreed with,194,194_FM_him,fm,MismatchMatch,obj,Jacqueline hadn't prayed that this nephew has disagreed with,him,6.288940906524658
OneEmbedding,hadn't prayed,has disagreed with,194,194_FF_him,ff,MismatchMismatch,obj,Jacqueline hadn't prayed that that daughter has disagreed with,him,4.600452423095703
OneEmbedding,hadn't prayed,has disagreed with,194,194_MM_his,mm,MatchMatch,poss,Bruce hadn't prayed that this nephew has disagreed with,his,1.7304258346557617
OneEmbedding,hadn't prayed,has disagreed with,194,194_MF_his,mf,MatchMismatch,poss,Bruce hadn't prayed that that daughter has disagreed with,his,4.260282039642334
OneEmbedding,hadn't prayed,has disagreed with,194,194_FM_his,fm,MismatchMatch,poss,Jacqueline hadn't prayed that this nephew has disagreed with,his,1.7805190086364746
OneEmbedding,hadn't prayed,has disagreed with,194,194_FF_his,ff,MismatchMismatch,poss,Jacqueline hadn't prayed that that daughter has disagreed with,his,5.648660659790039
OneEmbedding,hopes,exposes,195,195_MM_him,mm,MatchMatch,obj,Eric hopes that the nephew exposes,him,3.732070207595825
OneEmbedding,hopes,exposes,195,195_MF_him,mf,MatchMismatch,obj,Eric hopes that that waitress exposes,him,3.9069807529449463
OneEmbedding,hopes,exposes,195,195_FM_him,fm,MismatchMatch,obj,Tiffany hopes that the nephew exposes,him,4.834103584289551
OneEmbedding,hopes,exposes,195,195_FF_him,ff,MismatchMismatch,obj,Tiffany hopes that that waitress exposes,him,5.079039573669434
OneEmbedding,hopes,exposes,195,195_MM_his,mm,MatchMatch,poss,Eric hopes that the nephew exposes,his,2.90928316116333
OneEmbedding,hopes,exposes,195,195_MF_his,mf,MatchMismatch,poss,Eric hopes that that waitress exposes,his,4.481804370880127
OneEmbedding,hopes,exposes,195,195_FM_his,fm,MismatchMatch,poss,Tiffany hopes that the nephew exposes,his,3.132174253463745
OneEmbedding,hopes,exposes,195,195_FF_his,ff,MismatchMismatch,poss,Tiffany hopes that that waitress exposes,his,5.1917500495910645
OneEmbedding,hadn't admitted,scares,196,196_MM_him,mm,MatchMatch,obj,Gerald hadn't admitted that James scares,him,0.896324634552002
OneEmbedding,hadn't admitted,scares,196,196_MF_him,mf,MatchMismatch,obj,Gerald hadn't admitted that Heidi scares,him,0.8293689489364624
OneEmbedding,hadn't admitted,scares,196,196_FM_him,fm,MismatchMatch,obj,Jill hadn't admitted that James scares,him,6.091057300567627
OneEmbedding,hadn't admitted,scares,196,196_FF_him,ff,MismatchMismatch,obj,Jill hadn't admitted that Heidi scares,him,4.741658687591553
OneEmbedding,hadn't admitted,scares,196,196_MM_his,mm,MatchMatch,poss,Gerald hadn't admitted that James scares,his,9.800457954406738
OneEmbedding,hadn't admitted,scares,196,196_MF_his,mf,MatchMismatch,poss,Gerald hadn't admitted that Heidi scares,his,10.173073768615723
OneEmbedding,hadn't admitted,scares,196,196_FM_his,fm,MismatchMatch,poss,Jill hadn't admitted that James scares,his,10.892526626586914
OneEmbedding,hadn't admitted,scares,196,196_FF_his,ff,MismatchMismatch,poss,Jill hadn't admitted that Heidi scares,his,12.721564292907715
OneEmbedding,wasn't remembering,shouldn't attack,197,197_MM_him,mm,MatchMatch,obj,Michael wasn't remembering that Alan shouldn't attack,him,3.9441747665405273
OneEmbedding,wasn't remembering,shouldn't attack,197,197_MF_him,mf,MatchMismatch,obj,Michael wasn't remembering that the dancer shouldn't attack,him,4.564093589782715
OneEmbedding,wasn't remembering,shouldn't attack,197,197_FM_him,fm,MismatchMatch,obj,Sarah wasn't remembering that Alan shouldn't attack,him,5.893304824829102
OneEmbedding,wasn't remembering,shouldn't attack,197,197_FF_him,ff,MismatchMismatch,obj,Sarah wasn't remembering that the dancer shouldn't attack,him,5.83518123626709
OneEmbedding,wasn't remembering,shouldn't attack,197,197_MM_his,mm,MatchMatch,poss,Michael wasn't remembering that Alan shouldn't attack,his,4.395017147064209
OneEmbedding,wasn't remembering,shouldn't attack,197,197_MF_his,mf,MatchMismatch,poss,Michael wasn't remembering that the dancer shouldn't attack,his,5.916619777679443
OneEmbedding,wasn't remembering,shouldn't attack,197,197_FM_his,fm,MismatchMatch,poss,Sarah wasn't remembering that Alan shouldn't attack,his,5.0705180168151855
OneEmbedding,wasn't remembering,shouldn't attack,197,197_FF_his,ff,MismatchMismatch,poss,Sarah wasn't remembering that the dancer shouldn't attack,his,7.210249900817871
OneEmbedding,hasn't known,hasn't found,198,198_MM_him,mm,MatchMatch,obj,Randolf hasn't known that Raymond hasn't found,him,4.005617141723633
OneEmbedding,hasn't known,hasn't found,198,198_MF_him,mf,MatchMismatch,obj,Randolf hasn't known that Janice hasn't found,him,3.0171241760253906
OneEmbedding,hasn't known,hasn't found,198,198_FM_him,fm,MismatchMatch,obj,Margaret hasn't known that Raymond hasn't found,him,7.951913356781006
OneEmbedding,hasn't known,hasn't found,198,198_FF_him,ff,MismatchMismatch,obj,Margaret hasn't known that Janice hasn't found,him,5.12054443359375
OneEmbedding,hasn't known,hasn't found,198,198_MM_his,mm,MatchMatch,poss,Randolf hasn't known that Raymond hasn't found,his,3.71256947517395
OneEmbedding,hasn't known,hasn't found,198,198_MF_his,mf,MatchMismatch,poss,Randolf hasn't known that Janice hasn't found,his,5.632009029388428
OneEmbedding,hasn't known,hasn't found,198,198_FM_his,fm,MismatchMatch,poss,Margaret hasn't known that Raymond hasn't found,his,4.581868648529053
OneEmbedding,hasn't known,hasn't found,198,198_FF_his,ff,MismatchMismatch,poss,Margaret hasn't known that Janice hasn't found,his,8.693469047546387
OneEmbedding,does confess,forgot,199,199_MM_him,mm,MatchMatch,obj,Marcus does confess that Joel forgot,him,6.59926176071167
OneEmbedding,does confess,forgot,199,199_MF_him,mf,MatchMismatch,obj,Marcus does confess that Heather forgot,him,6.718043804168701
OneEmbedding,does confess,forgot,199,199_FM_him,fm,MismatchMatch,obj,Denise does confess that Joel forgot,him,12.008942604064941
OneEmbedding,does confess,forgot,199,199_FF_him,ff,MismatchMismatch,obj,Denise does confess that Heather forgot,him,11.00359058380127
OneEmbedding,does confess,forgot,199,199_MM_his,mm,MatchMatch,poss,Marcus does confess that Joel forgot,his,3.8491244316101074
OneEmbedding,does confess,forgot,199,199_MF_his,mf,MatchMismatch,poss,Marcus does confess that Heather forgot,his,5.850172996520996
OneEmbedding,does confess,forgot,199,199_FM_his,fm,MismatchMatch,poss,Denise does confess that Joel forgot,his,3.5556514263153076
OneEmbedding,does confess,forgot,199,199_FF_his,ff,MismatchMismatch,poss,Denise does confess that Heather forgot,his,9.064969062805176
OneEmbedding,proposes,leads,200,200_MM_him,mm,MatchMatch,obj,That grandfather proposes that Noah leads,him,6.523064613342285
OneEmbedding,proposes,leads,200,200_MF_him,mf,MatchMismatch,obj,That grandfather proposes that Elizabeth leads,him,3.982576847076416
OneEmbedding,proposes,leads,200,200_FM_him,fm,MismatchMatch,obj,Danielle proposes that Noah leads,him,7.64137077331543
OneEmbedding,proposes,leads,200,200_FF_him,ff,MismatchMismatch,obj,Danielle proposes that Elizabeth leads,him,6.020742893218994
