exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
About,had bored,157,157_F_him,f,Mismatch,obj,The pamphlet about Christine had bored,him,4.100630760192871
About,had bored,157,157_M_his,m,Match,poss,The pamphlet about Wayne had bored,his,6.845743179321289
About,had bored,157,157_F_his,f,Mismatch,poss,The pamphlet about Christine had bored,his,8.189854621887207
About,alarms,158,158_M_him,m,Match,obj,The brochure about Patrick alarms,him,4.345010280609131
About,alarms,158,158_F_him,f,Mismatch,obj,The brochure about the wife alarms,him,5.739455699920654
About,alarms,158,158_M_his,m,Match,poss,The brochure about Patrick alarms,his,6.122072696685791
About,alarms,158,158_F_his,f,Mismatch,poss,The brochure about the wife alarms,his,8.521039962768555
About,had annoyed,159,159_M_him,m,Match,obj,The play about Richard had annoyed,him,3.0216286182403564
About,had annoyed,159,159_F_him,f,Mismatch,obj,The play about Leslie had annoyed,him,3.6231722831726074
About,had annoyed,159,159_M_his,m,Match,poss,The play about Richard had annoyed,his,5.692736625671387
About,had annoyed,159,159_F_his,f,Mismatch,poss,The play about Leslie had annoyed,his,6.453131675720215
About,bores,160,160_M_him,m,Match,obj,The movie about Raymond bores,him,5.56308126449585
About,bores,160,160_F_him,f,Mismatch,obj,The movie about Valerie bores,him,6.36616325378418
About,bores,160,160_M_his,m,Match,poss,The movie about Raymond bores,his,7.4263715744018555
About,bores,160,160_F_his,f,Mismatch,poss,The movie about Valerie bores,his,9.306654930114746
About,aided,161,161_M_him,m,Match,obj,The newspaper article about Keith aided,him,4.440394401550293
About,aided,161,161_F_him,f,Mismatch,obj,The newspaper article about Alice aided,him,4.536952972412109
About,aided,161,161_M_his,m,Match,poss,The newspaper article about Keith aided,his,4.27079439163208
About,aided,161,161_F_his,f,Mismatch,poss,The newspaper article about Alice aided,his,5.0270185470581055
About,is overwhelming,162,162_M_him,m,Match,obj,The story about that husband is overwhelming,him,10.071773529052734
About,is overwhelming,162,162_F_him,f,Mismatch,obj,The story about Grace is overwhelming,him,12.448121070861816
About,is overwhelming,162,162_M_his,m,Match,poss,The story about that husband is overwhelming,his,11.997417449951172
About,is overwhelming,162,162_F_his,f,Mismatch,poss,The story about Grace is overwhelming,his,13.718392372131348
About,was overwhelming,163,163_M_him,m,Match,obj,The essay about Edward was overwhelming,him,11.850848197937012
About,was overwhelming,163,163_F_him,f,Mismatch,obj,The essay about Cynthia was overwhelming,him,12.850887298583984
About,was overwhelming,163,163_M_his,m,Match,poss,The essay about Edward was overwhelming,his,12.330005645751953
About,was overwhelming,163,163_F_his,f,Mismatch,poss,The essay about Cynthia was overwhelming,his,13.376785278320312
About,impressed,164,164_M_him,m,Match,obj,The report about William impressed,him,2.881892204284668
About,impressed,164,164_F_him,f,Mismatch,obj,The report about Kathleen impressed,him,3.452699661254883
About,impressed,164,164_M_his,m,Match,poss,The report about William impressed,his,5.828579425811768
About,impressed,164,164_F_his,f,Mismatch,poss,The report about Kathleen impressed,his,7.695404052734375
About,can't distract,165,165_M_him,m,Match,obj,The documentary about Noah can't distract,him,7.100444793701172
About,can't distract,165,165_F_him,f,Mismatch,obj,The documentary about Natalie can't distract,him,7.165234565734863
About,can't distract,165,165_M_his,m,Match,poss,The documentary about Noah can't distract,his,9.894967079162598
About,can't distract,165,165_F_his,f,Mismatch,poss,The documentary about Natalie can't distract,his,10.562296867370605
About,isn't harming,166,166_M_him,m,Match,obj,The commentary about Marcus isn't harming,him,3.5600123405456543
About,isn't harming,166,166_F_him,f,Mismatch,obj,The commentary about Melissa isn't harming,him,5.44393253326416
About,isn't harming,166,166_M_his,m,Match,poss,The commentary about Marcus isn't harming,his,3.5167996883392334
About,isn't harming,166,166_F_his,f,Mismatch,poss,The commentary about Melissa isn't harming,his,5.663773059844971
About,hadn't hindered,167,167_M_him,m,Match,obj,The show about Aaron hadn't hindered,him,4.362115383148193
About,hadn't hindered,167,167_F_him,f,Mismatch,obj,The show about Tamara hadn't hindered,him,4.9795613288879395
About,hadn't hindered,167,167_M_his,m,Match,poss,The show about Aaron hadn't hindered,his,3.3276658058166504
About,hadn't hindered,167,167_F_his,f,Mismatch,poss,The show about Tamara hadn't hindered,his,4.537755966186523
About,is confusing,168,168_M_him,m,Match,obj,The book about Carlos is confusing,him,11.029735565185547
About,is confusing,168,168_F_him,f,Mismatch,obj,The book about Diane is confusing,him,10.115008354187012
About,is confusing,168,168_M_his,m,Match,poss,The book about Carlos is confusing,his,11.04997730255127
About,is confusing,168,168_F_his,f,Mismatch,poss,The book about Diane is confusing,his,10.841902732849121
About,hadn't aggravated,169,169_M_him,m,Match,obj,The pamphlet about James hadn't aggravated,him,2.7300686836242676
About,hadn't aggravated,169,169_F_him,f,Mismatch,obj,The pamphlet about Samantha hadn't aggravated,him,3.2293505668640137
About,hadn't aggravated,169,169_M_his,m,Match,poss,The pamphlet about James hadn't aggravated,his,3.4112634658813477
About,hadn't aggravated,169,169_F_his,f,Mismatch,poss,The pamphlet about Samantha hadn't aggravated,his,4.491268157958984
About,isn't confusing,170,170_M_him,m,Match,obj,The brochure about Joseph isn't confusing,him,6.391083717346191
About,isn't confusing,170,170_F_him,f,Mismatch,obj,The brochure about Florence isn't confusing,him,8.925785064697266
About,isn't confusing,170,170_M_his,m,Match,poss,The brochure about Joseph isn't confusing,his,9.270519256591797
About,isn't confusing,170,170_F_his,f,Mismatch,poss,The brochure about Florence isn't confusing,his,11.4918212890625
About,might underwhelm,171,171_M_him,m,Match,obj,The play about Edward might underwhelm,him,8.463935852050781
About,might underwhelm,171,171_F_him,f,Mismatch,obj,The play about Naomi might underwhelm,him,9.989121437072754
About,might underwhelm,171,171_M_his,m,Match,poss,The play about Edward might underwhelm,his,7.7356977462768555
About,might underwhelm,171,171_F_his,f,Mismatch,poss,The play about Naomi might underwhelm,his,9.68468189239502
About,could impress,172,172_M_him,m,Match,obj,The movie about the boy could impress,him,5.286296844482422
About,could impress,172,172_F_him,f,Mismatch,obj,The movie about Rose could impress,him,5.932504177093506
About,could impress,172,172_M_his,m,Match,poss,The movie about the boy could impress,his,5.867229461669922
About,could impress,172,172_F_his,f,Mismatch,poss,The movie about Rose could impress,his,7.51367712020874
About,does stun,173,173_M_him,m,Match,obj,The newspaper article about Andrew does stun,him,4.971695423126221
About,does stun,173,173_F_him,f,Mismatch,obj,The newspaper article about Ann does stun,him,5.253468036651611
About,does stun,173,173_M_his,m,Match,poss,The newspaper article about Andrew does stun,his,8.15625286102295
About,does stun,173,173_F_his,f,Mismatch,poss,The newspaper article about Ann does stun,his,8.507902145385742
About,hadn't astounded,174,174_M_him,m,Match,obj,The story about Russell hadn't astounded,him,3.018991708755493
About,hadn't astounded,174,174_F_him,f,Mismatch,obj,The story about that ex-girlfriend hadn't astounded,him,5.0261969566345215
About,hadn't astounded,174,174_M_his,m,Match,poss,The story about Russell hadn't astounded,his,8.143210411071777
About,hadn't astounded,174,174_F_his,f,Mismatch,poss,The story about that ex-girlfriend hadn't astounded,his,10.963233947753906
About,astounds,175,175_M_him,m,Match,obj,The essay about Edward astounds,him,5.625417709350586
About,astounds,175,175_F_him,f,Mismatch,obj,The essay about Julie astounds,him,7.618625164031982
About,astounds,175,175_M_his,m,Match,poss,The essay about Edward astounds,his,7.296769618988037
About,astounds,175,175_F_his,f,Mismatch,poss,The essay about Julie astounds,his,9.32604694366455
About,isn't aggravating,176,176_M_him,m,Match,obj,The report about Dan isn't aggravating,him,3.0901780128479004
About,isn't aggravating,176,176_F_him,f,Mismatch,obj,The report about this niece isn't aggravating,him,5.634768009185791
About,isn't aggravating,176,176_M_his,m,Match,poss,The report about Dan isn't aggravating,his,5.821591854095459
About,isn't aggravating,176,176_F_his,f,Mismatch,poss,The report about this niece isn't aggravating,his,8.134740829467773
About,had embarrassed,177,177_M_him,m,Match,obj,The documentary about the boy had embarrassed,him,3.5324294567108154
About,had embarrassed,177,177_F_him,f,Mismatch,obj,The documentary about Laura had embarrassed,him,4.156917095184326
About,had embarrassed,177,177_M_his,m,Match,poss,The documentary about the boy had embarrassed,his,5.118555068969727
About,had embarrassed,177,177_F_his,f,Mismatch,poss,The documentary about Laura had embarrassed,his,6.700366973876953
About,hadn't astounded,178,178_M_him,m,Match,obj,The commentary about Travis hadn't astounded,him,3.629737138748169
About,hadn't astounded,178,178_F_him,f,Mismatch,obj,The commentary about Maria hadn't astounded,him,3.8517489433288574
About,hadn't astounded,178,178_M_his,m,Match,poss,The commentary about Travis hadn't astounded,his,8.346397399902344
About,hadn't astounded,178,178_F_his,f,Mismatch,poss,The commentary about Maria hadn't astounded,his,9.720836639404297
About,hurts,179,179_M_him,m,Match,obj,The show about Alexander hurts,him,6.241420745849609
About,hurts,179,179_F_him,f,Mismatch,obj,The show about Grace hurts,him,6.786098003387451
About,hurts,179,179_M_his,m,Match,poss,The show about Alexander hurts,his,6.030220031738281
About,hurts,179,179_F_his,f,Mismatch,poss,The show about Grace hurts,his,6.677228927612305
About,can upset,180,180_M_him,m,Match,obj,The book about Brett can upset,him,5.875569820404053
About,can upset,180,180_F_him,f,Mismatch,obj,The book about Diana can upset,him,7.211643695831299
About,can upset,180,180_M_his,m,Match,poss,The book about Brett can upset,his,6.711256980895996
About,can upset,180,180_F_his,f,Mismatch,poss,The book about Diana can upset,his,7.963359355926514
About,does hinder,181,181_M_him,m,Match,obj,The pamphlet about Aaron does hinder,him,5.259832859039307
About,does hinder,181,181_F_him,f,Mismatch,obj,The pamphlet about the grandmother does hinder,him,6.282485008239746
About,does hinder,181,181_M_his,m,Match,poss,The pamphlet about Aaron does hinder,his,4.162170886993408
About,does hinder,181,181_F_his,f,Mismatch,poss,The pamphlet about the grandmother does hinder,his,5.356177806854248
About,embarrasses,182,182_M_him,m,Match,obj,The brochure about Patrick embarrasses,him,2.272284984588623
About,embarrasses,182,182_F_him,f,Mismatch,obj,The brochure about Cindy embarrasses,him,4.818604469299316
About,embarrasses,182,182_M_his,m,Match,poss,The brochure about Patrick embarrasses,his,6.073382377624512
About,embarrasses,182,182_F_his,f,Mismatch,poss,The brochure about Cindy embarrasses,his,8.152800559997559
About,bores,183,183_M_him,m,Match,obj,The play about Rodney bores,him,5.477128505706787
About,bores,183,183_F_him,f,Mismatch,obj,The play about Elaine bores,him,5.40837287902832
About,bores,183,183_M_his,m,Match,poss,The play about Rodney bores,his,8.050935745239258
About,bores,183,183_F_his,f,Mismatch,poss,The play about Elaine bores,his,8.662493705749512
About,has disgusted,184,184_M_him,m,Match,obj,The movie about Brad has disgusted,him,5.823705196380615
About,has disgusted,184,184_F_him,f,Mismatch,obj,The movie about Melissa has disgusted,him,6.830022811889648
About,has disgusted,184,184_M_his,m,Match,poss,The movie about Brad has disgusted,his,8.375630378723145
About,has disgusted,184,184_F_his,f,Mismatch,poss,The movie about Melissa has disgusted,his,9.167555809020996
About,hasn't aggravated,185,185_M_him,m,Match,obj,The newspaper article about Charles hasn't aggravated,him,3.1533968448638916
About,hasn't aggravated,185,185_F_him,f,Mismatch,obj,The newspaper article about Carol hasn't aggravated,him,4.3143696784973145
About,hasn't aggravated,185,185_M_his,m,Match,poss,The newspaper article about Charles hasn't aggravated,his,3.68845272064209
About,hasn't aggravated,185,185_F_his,f,Mismatch,poss,The newspaper article about Carol hasn't aggravated,his,4.9532647132873535
About,might alarm,186,186_M_him,m,Match,obj,The story about Bradley might alarm,him,7.659342288970947
About,might alarm,186,186_F_him,f,Mismatch,obj,The story about this niece might alarm,him,9.248621940612793
About,might alarm,186,186_M_his,m,Match,poss,The story about Bradley might alarm,his,7.797104358673096
About,might alarm,186,186_F_his,f,Mismatch,poss,The story about this niece might alarm,his,9.897555351257324
About,had shocked,187,187_M_him,m,Match,obj,The essay about Craig had shocked,him,3.532630681991577
About,had shocked,187,187_F_him,f,Mismatch,obj,The essay about Denise had shocked,him,4.709178924560547
About,had shocked,187,187_M_his,m,Match,poss,The essay about Craig had shocked,his,6.225619792938232
About,had shocked,187,187_F_his,f,Mismatch,poss,The essay about Denise had shocked,his,7.851393222808838
About,hadn't embarrassed,188,188_M_him,m,Match,obj,The report about this boy hadn't embarrassed,him,2.720634937286377
About,hadn't embarrassed,188,188_F_him,f,Mismatch,obj,The report about Claire hadn't embarrassed,him,3.3827896118164062
About,hadn't embarrassed,188,188_M_his,m,Match,poss,The report about this boy hadn't embarrassed,his,6.599055290222168
About,hadn't embarrassed,188,188_F_his,f,Mismatch,poss,The report about Claire hadn't embarrassed,his,8.174869537353516
About,had bothered,189,189_M_him,m,Match,obj,The documentary about Brett had bothered,him,1.987198829650879
About,had bothered,189,189_F_him,f,Mismatch,obj,The documentary about Claire had bothered,him,2.924315929412842
About,had bothered,189,189_M_his,m,Match,poss,The documentary about Brett had bothered,his,6.268130302429199
About,had bothered,189,189_F_his,f,Mismatch,poss,The documentary about Claire had bothered,his,7.534127712249756
About,isn't underwhelming,190,190_M_him,m,Match,obj,The commentary about Gary isn't underwhelming,him,15.408914566040039
About,isn't underwhelming,190,190_F_him,f,Mismatch,obj,The commentary about the wife isn't underwhelming,him,15.676440238952637
About,isn't underwhelming,190,190_M_his,m,Match,poss,The commentary about Gary isn't underwhelming,his,14.204948425292969
About,isn't underwhelming,190,190_F_his,f,Mismatch,poss,The commentary about the wife isn't underwhelming,his,14.885143280029297
About,has upset,191,191_M_him,m,Match,obj,The show about that husband has upset,him,5.2148966789245605
About,has upset,191,191_F_him,f,Mismatch,obj,The show about Samantha has upset,him,7.436580657958984
About,has upset,191,191_M_his,m,Match,poss,The show about that husband has upset,his,5.147049903869629
About,has upset,191,191_F_his,f,Mismatch,poss,The show about Samantha has upset,his,8.138940811157227
About,hadn't helped,192,192_M_him,m,Match,obj,The book about the boy hadn't helped,him,4.090863227844238
About,hadn't helped,192,192_F_him,f,Mismatch,obj,The book about Catherine hadn't helped,him,5.1817851066589355
About,hadn't helped,192,192_M_his,m,Match,poss,The book about the boy hadn't helped,his,5.118499279022217
About,hadn't helped,192,192_F_his,f,Mismatch,poss,The book about Catherine hadn't helped,his,6.144040107727051
About,stunned,193,193_M_him,m,Match,obj,The pamphlet about Bill stunned,him,3.7975950241088867
About,stunned,193,193_F_him,f,Mismatch,obj,The pamphlet about Melissa stunned,him,4.369919300079346
About,stunned,193,193_M_his,m,Match,poss,The pamphlet about Bill stunned,his,5.638761520385742
About,stunned,193,193_F_his,f,Mismatch,poss,The pamphlet about Melissa stunned,his,6.805634021759033
About,alarmed,194,194_M_him,m,Match,obj,The brochure about Benjamin alarmed,him,3.229771614074707
About,alarmed,194,194_F_him,f,Mismatch,obj,The brochure about the ex-wife alarmed,him,3.6654083728790283
About,alarmed,194,194_M_his,m,Match,poss,The brochure about Benjamin alarmed,his,5.572544097900391
About,alarmed,194,194_F_his,f,Mismatch,poss,The brochure about the ex-wife alarmed,his,6.860609531402588
About,had aggravated,195,195_M_him,m,Match,obj,The play about Timothy had aggravated,him,3.748074531555176
About,had aggravated,195,195_F_him,f,Mismatch,obj,The play about Melanie had aggravated,him,4.404803276062012
About,had aggravated,195,195_M_his,m,Match,poss,The play about Timothy had aggravated,his,3.3210289478302
About,had aggravated,195,195_F_his,f,Mismatch,poss,The play about Melanie had aggravated,his,4.369988918304443
About,aided,196,196_M_him,m,Match,obj,The movie about Liam aided,him,4.4124603271484375
About,aided,196,196_F_him,f,Mismatch,obj,The movie about Lisa aided,him,4.813760757446289
About,aided,196,196_M_his,m,Match,poss,The movie about Liam aided,his,5.917888641357422
About,aided,196,196_F_his,f,Mismatch,poss,The movie about Lisa aided,his,7.034317970275879
About,hasn't aggravated,197,197_M_him,m,Match,obj,The newspaper article about Dan hasn't aggravated,him,3.021519422531128
About,hasn't aggravated,197,197_F_him,f,Mismatch,obj,The newspaper article about Caroline hasn't aggravated,him,3.953331470489502
About,hasn't aggravated,197,197_M_his,m,Match,poss,The newspaper article about Dan hasn't aggravated,his,3.6411523818969727
About,hasn't aggravated,197,197_F_his,f,Mismatch,poss,The newspaper article about Caroline hasn't aggravated,his,4.962321758270264
About,couldn't astound,198,198_M_him,m,Match,obj,The story about this son couldn't astound,him,5.510592460632324
About,couldn't astound,198,198_F_him,f,Mismatch,obj,The story about the waitress couldn't astound,him,5.804733753204346
About,couldn't astound,198,198_M_his,m,Match,poss,The story about this son couldn't astound,his,9.36506175994873
About,couldn't astound,198,198_F_his,f,Mismatch,poss,The story about the waitress couldn't astound,his,10.208683967590332
About,astounds,199,199_M_him,m,Match,obj,The essay about Aaron astounds,him,6.715546607971191
About,astounds,199,199_F_him,f,Mismatch,obj,The essay about that niece astounds,him,6.799842357635498
About,astounds,199,199_M_his,m,Match,poss,The essay about Aaron astounds,his,8.119850158691406
About,astounds,199,199_F_his,f,Mismatch,poss,The essay about that niece astounds,his,9.207005500793457
About,aggravates,200,200_M_him,m,Match,obj,The report about Donald aggravates,him,5.219099044799805
About,aggravates,200,200_F_him,f,Mismatch,obj,The report about Donna aggravates,him,5.4987311363220215
About,aggravates,200,200_M_his,m,Match,poss,The report about Donald aggravates,his,5.197855472564697
About,aggravates,200,200_F_his,f,Mismatch,poss,The report about Donna aggravates,his,5.950750827789307
About,helped,201,201_M_him,m,Match,obj,The documentary about Carlos helped,him,3.3853421211242676
About,helped,201,201_F_him,f,Mismatch,obj,The documentary about that wife helped,him,5.174902439117432
About,helped,201,201_M_his,m,Match,poss,The documentary about Carlos helped,his,7.399246692657471
About,helped,201,201_F_his,f,Mismatch,poss,The documentary about that wife helped,his,8.674928665161133
About,hasn't overwhelmed,202,202_M_him,m,Match,obj,The commentary about that man hasn't overwhelmed,him,4.277851581573486
About,hasn't overwhelmed,202,202_F_him,f,Mismatch,obj,The commentary about the grandmother hasn't overwhelmed,him,4.1497883796691895
About,hasn't overwhelmed,202,202_M_his,m,Match,poss,The commentary about that man hasn't overwhelmed,his,6.295072555541992
About,hasn't overwhelmed,202,202_F_his,f,Mismatch,poss,The commentary about the grandmother hasn't overwhelmed,his,6.227184772491455
About,had alarmed,203,203_M_him,m,Match,obj,The show about Raymond had alarmed,him,4.3844194412231445
About,had alarmed,203,203_F_him,f,Mismatch,obj,The show about Janice had alarmed,him,5.206161975860596
About,had alarmed,203,203_M_his,m,Match,poss,The show about Raymond had alarmed,his,6.3010711669921875
About,had alarmed,203,203_F_his,f,Mismatch,poss,The show about Janice had alarmed,his,7.3026227951049805
About,hadn't alarmed,204,204_M_him,m,Match,obj,The book about Michael hadn't alarmed,him,3.020484209060669
About,hadn't alarmed,204,204_F_him,f,Mismatch,obj,The book about Tara hadn't alarmed,him,3.67768931388855
About,hadn't alarmed,204,204_M_his,m,Match,poss,The book about Michael hadn't alarmed,his,7.611688613891602
About,hadn't alarmed,204,204_F_his,f,Mismatch,poss,The book about Tara hadn't alarmed,his,8.696809768676758
About,hadn't helped,205,205_M_him,m,Match,obj,The pamphlet about Steven hadn't helped,him,4.1508636474609375
About,hadn't helped,205,205_F_him,f,Mismatch,obj,The pamphlet about Natalie hadn't helped,him,5.288833141326904
About,hadn't helped,205,205_M_his,m,Match,poss,The pamphlet about Steven hadn't helped,his,5.290659427642822
About,hadn't helped,205,205_F_his,f,Mismatch,poss,The pamphlet about Natalie hadn't helped,his,6.152939796447754
About,has alarmed,206,206_M_him,m,Match,obj,The brochure about Mark has alarmed,him,5.086522579193115
About,has alarmed,206,206_F_him,f,Mismatch,obj,The brochure about Kimberley has alarmed,him,6.6856794357299805
About,has alarmed,206,206_M_his,m,Match,poss,The brochure about Mark has alarmed,his,7.2150678634643555
About,has alarmed,206,206_F_his,f,Mismatch,poss,The brochure about Kimberley has alarmed,his,8.734424591064453
About,hasn't disgusted,207,207_M_him,m,Match,obj,The play about Eric hasn't disgusted,him,4.1163177490234375
About,hasn't disgusted,207,207_F_him,f,Mismatch,obj,The play about Veronica hasn't disgusted,him,7.391170978546143
About,hasn't disgusted,207,207_M_his,m,Match,poss,The play about Eric hasn't disgusted,his,8.121763229370117
About,hasn't disgusted,207,207_F_his,f,Mismatch,poss,The play about Veronica hasn't disgusted,his,11.44063949584961
About,is shocking,208,208_M_him,m,Match,obj,The movie about Douglas is shocking,him,14.227497100830078
About,is shocking,208,208_F_him,f,Mismatch,obj,The movie about Jennifer is shocking,him,14.271735191345215
About,is shocking,208,208_M_his,m,Match,poss,The movie about Douglas is shocking,his,13.769819259643555
About,is shocking,208,208_F_his,f,Mismatch,poss,The movie about Jennifer is shocking,his,14.194853782653809
About,wouldn't disturb,209,209_M_him,m,Match,obj,The newspaper article about Donald wouldn't disturb,him,3.5290420055389404
About,wouldn't disturb,209,209_F_him,f,Mismatch,obj,The newspaper article about Sonia wouldn't disturb,him,4.471945285797119
About,wouldn't disturb,209,209_M_his,m,Match,poss,The newspaper article about Donald wouldn't disturb,his,5.674680233001709
About,wouldn't disturb,209,209_F_his,f,Mismatch,poss,The newspaper article about Sonia wouldn't disturb,his,6.393868923187256
About,harms,210,210_M_him,m,Match,obj,The story about Adam harms,him,4.825873851776123
About,harms,210,210_F_him,f,Mismatch,obj,The story about Nicole harms,him,5.3236541748046875
About,harms,210,210_M_his,m,Match,poss,The story about Adam harms,his,4.229223251342773
About,harms,210,210_F_his,f,Mismatch,poss,The story about Nicole harms,his,6.44474983215332
About,embarrassed,211,211_M_him,m,Match,obj,The essay about Joseph embarrassed,him,2.2045726776123047
About,embarrassed,211,211_F_him,f,Mismatch,obj,The essay about Donna embarrassed,him,3.490450382232666
About,embarrassed,211,211_M_his,m,Match,poss,The essay about Joseph embarrassed,his,5.3933892250061035
About,embarrassed,211,211_F_his,f,Mismatch,poss,The essay about Donna embarrassed,his,6.984245777130127
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him,4.702149868011475
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him,4.933174133300781
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his,5.65484094619751
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his,7.1417388916015625
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him,4.370577335357666
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him,7.177027225494385
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his,6.930593013763428
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his,9.567063331604004
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him,3.48578143119812
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him,4.375386714935303
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his,2.7376651763916016
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his,5.1379876136779785
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him,4.537354469299316
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him,5.733112335205078
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his,4.8799662590026855
About,shouldn't hurt,215,215_F_his,f,Mismatch,poss,The show about Nicole shouldn't hurt,his,6.370477199554443
About,will aid,216,216_M_him,m,Match,obj,The book about Dan will aid,him,4.83353328704834
About,will aid,216,216_F_him,f,Mismatch,obj,The book about Carla will aid,him,6.464263439178467
About,will aid,216,216_M_his,m,Match,poss,The book about Dan will aid,his,6.560283660888672
About,will aid,216,216_F_his,f,Mismatch,poss,The book about Carla will aid,his,7.726632595062256
About,isn't hurting,217,217_M_him,m,Match,obj,The pamphlet about Guy isn't hurting,him,4.068187713623047
About,isn't hurting,217,217_F_him,f,Mismatch,obj,The pamphlet about Donna isn't hurting,him,5.200512886047363
About,isn't hurting,217,217_M_his,m,Match,poss,The pamphlet about Guy isn't hurting,his,4.728799343109131
About,isn't hurting,217,217_F_his,f,Mismatch,poss,The pamphlet about Donna isn't hurting,his,6.0941948890686035
About,annoyed,218,218_M_him,m,Match,obj,The brochure about Curtis annoyed,him,3.4783427715301514
About,annoyed,218,218_F_him,f,Mismatch,obj,The brochure about Monica annoyed,him,4.234514236450195
About,annoyed,218,218_M_his,m,Match,poss,The brochure about Curtis annoyed,his,7.107749938964844
About,annoyed,218,218_F_his,f,Mismatch,poss,The brochure about Monica annoyed,his,8.182256698608398
About,hasn't alarmed,219,219_M_him,m,Match,obj,The play about Ronald hasn't alarmed,him,4.2466020584106445
About,hasn't alarmed,219,219_F_him,f,Mismatch,obj,The play about Bethany hasn't alarmed,him,5.560615062713623
About,hasn't alarmed,219,219_M_his,m,Match,poss,The play about Ronald hasn't alarmed,his,6.769722938537598
About,hasn't alarmed,219,219_F_his,f,Mismatch,poss,The play about Bethany hasn't alarmed,his,8.248584747314453
About,might stun,220,220_M_him,m,Match,obj,The movie about Kevin might stun,him,10.110565185546875
About,might stun,220,220_F_him,f,Mismatch,obj,The movie about this waitress might stun,him,10.71888542175293
About,might stun,220,220_M_his,m,Match,poss,The movie about Kevin might stun,his,9.865738868713379
About,might stun,220,220_F_his,f,Mismatch,poss,The movie about this waitress might stun,his,10.975433349609375
About,overwhelms,221,221_M_him,m,Match,obj,The newspaper article about Bradley overwhelms,him,4.5164103507995605
About,overwhelms,221,221_F_him,f,Mismatch,obj,The newspaper article about Danielle overwhelms,him,4.719987869262695
About,overwhelms,221,221_M_his,m,Match,poss,The newspaper article about Bradley overwhelms,his,5.284822940826416
About,overwhelms,221,221_F_his,f,Mismatch,poss,The newspaper article about Danielle overwhelms,his,5.93478536605835
About,impressed,222,222_M_him,m,Match,obj,The story about the father impressed,him,2.8693060874938965
About,impressed,222,222_F_him,f,Mismatch,obj,The story about Sheila impressed,him,3.878145456314087
About,impressed,222,222_M_his,m,Match,poss,The story about the father impressed,his,6.33951997756958
About,impressed,222,222_F_his,f,Mismatch,poss,The story about Sheila impressed,his,8.66830062866211
About,does underwhelm,223,223_M_him,m,Match,obj,The essay about Brian does underwhelm,him,7.811153888702393
About,does underwhelm,223,223_F_him,f,Mismatch,obj,The essay about Melissa does underwhelm,him,8.981106758117676
About,does underwhelm,223,223_M_his,m,Match,poss,The essay about Brian does underwhelm,his,9.59980583190918
About,does underwhelm,223,223_F_his,f,Mismatch,poss,The essay about Melissa does underwhelm,his,10.75122356414795
About,aided,224,224_M_him,m,Match,obj,The report about Roger aided,him,4.451602458953857
About,aided,224,224_F_him,f,Mismatch,obj,The report about this granddaughter aided,him,6.273833274841309
About,aided,224,224_M_his,m,Match,poss,The report about Roger aided,his,4.953379154205322
About,aided,224,224_F_his,f,Mismatch,poss,The report about this granddaughter aided,his,6.622383117675781
About,hasn't impressed,225,225_M_him,m,Match,obj,The documentary about Peter hasn't impressed,him,4.800894260406494
About,hasn't impressed,225,225_F_him,f,Mismatch,obj,The documentary about Vanessa hasn't impressed,him,5.381169319152832
About,hasn't impressed,225,225_M_his,m,Match,poss,The documentary about Peter hasn't impressed,his,7.141696453094482
About,hasn't impressed,225,225_F_his,f,Mismatch,poss,The documentary about Vanessa hasn't impressed,his,7.685087203979492
About,confuses,226,226_M_him,m,Match,obj,The commentary about Phillip confuses,him,3.994112014770508
About,confuses,226,226_F_him,f,Mismatch,obj,The commentary about this sister confuses,him,7.521366596221924
About,confuses,226,226_M_his,m,Match,poss,The commentary about Phillip confuses,his,5.925975322723389
About,confuses,226,226_F_his,f,Mismatch,poss,The commentary about this sister confuses,his,9.802753448486328
About,might astound,227,227_M_him,m,Match,obj,The show about Roger might astound,him,7.954220294952393
About,might astound,227,227_F_him,f,Mismatch,obj,The show about Sabrina might astound,him,9.704510688781738
About,might astound,227,227_M_his,m,Match,poss,The show about Roger might astound,his,9.61569881439209
