exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
TwoEmbedding,showed,isn't choosing,217,217_FMM_him,fmm,MismatchMatchMatch,obj,This dancer showed Brett that Steven isn't choosing,him,2.496752977371216
TwoEmbedding,showed,isn't choosing,217,217_FMF_him,fmf,MismatchMatchMismatch,obj,This dancer showed Brett that Laura isn't choosing,him,1.1680270433425903
TwoEmbedding,showed,isn't choosing,217,217_FFM_him,ffm,MismatchMismatchMatch,obj,This dancer showed Jodi that Steven isn't choosing,him,5.8740410804748535
TwoEmbedding,showed,isn't choosing,217,217_FFF_him,fff,MismatchMismatchMismatch,obj,This dancer showed Jodi that Laura isn't choosing,him,6.025045394897461
TwoEmbedding,showed,isn't choosing,217,217_MMM_his,mmm,MatchMatchMatch,poss,Matt showed Brett that Steven isn't choosing,his,4.286525249481201
TwoEmbedding,showed,isn't choosing,217,217_MMF_his,mmf,MatchMatchMismatch,poss,Matt showed Brett that Laura isn't choosing,his,7.920379638671875
TwoEmbedding,showed,isn't choosing,217,217_MFM_his,mfm,MatchMismatchMatch,poss,Matt showed Jodi that Steven isn't choosing,his,3.9010820388793945
TwoEmbedding,showed,isn't choosing,217,217_MFF_his,mff,MatchMismatchMismatch,poss,Matt showed Jodi that Laura isn't choosing,his,7.403743267059326
TwoEmbedding,showed,isn't choosing,217,217_FMM_his,fmm,MismatchMatchMatch,poss,This dancer showed Brett that Steven isn't choosing,his,3.416123628616333
TwoEmbedding,showed,isn't choosing,217,217_FMF_his,fmf,MismatchMatchMismatch,poss,This dancer showed Brett that Laura isn't choosing,his,7.33943510055542
TwoEmbedding,showed,isn't choosing,217,217_FFM_his,ffm,MismatchMismatchMatch,poss,This dancer showed Jodi that Steven isn't choosing,his,4.970056533813477
TwoEmbedding,showed,isn't choosing,217,217_FFF_his,fff,MismatchMismatchMismatch,poss,This dancer showed Jodi that Laura isn't choosing,his,10.245943069458008
TwoEmbedding,shows,isn't hurting,218,218_MMM_him,mmm,MatchMatchMatch,obj,Daniel shows Craig that the boyfriend isn't hurting,him,1.9845246076583862
TwoEmbedding,shows,isn't hurting,218,218_MMF_him,mmf,MatchMatchMismatch,obj,Daniel shows Craig that Carolyn isn't hurting,him,2.4688732624053955
TwoEmbedding,shows,isn't hurting,218,218_MFM_him,mfm,MatchMismatchMatch,obj,Daniel shows Veronica that the boyfriend isn't hurting,him,5.884700298309326
TwoEmbedding,shows,isn't hurting,218,218_MFF_him,mff,MatchMismatchMismatch,obj,Daniel shows Veronica that Carolyn isn't hurting,him,3.9102566242218018
TwoEmbedding,shows,isn't hurting,218,218_FMM_him,fmm,MismatchMatchMatch,obj,Samantha shows Craig that the boyfriend isn't hurting,him,6.67250394821167
TwoEmbedding,shows,isn't hurting,218,218_FMF_him,fmf,MismatchMatchMismatch,obj,Samantha shows Craig that Carolyn isn't hurting,him,3.1068108081817627
TwoEmbedding,shows,isn't hurting,218,218_FFM_him,ffm,MismatchMismatchMatch,obj,Samantha shows Veronica that the boyfriend isn't hurting,him,6.757513523101807
TwoEmbedding,shows,isn't hurting,218,218_FFF_him,fff,MismatchMismatchMismatch,obj,Samantha shows Veronica that Carolyn isn't hurting,him,8.588569641113281
TwoEmbedding,shows,isn't hurting,218,218_MMM_his,mmm,MatchMatchMatch,poss,Daniel shows Craig that the boyfriend isn't hurting,his,4.011066436767578
TwoEmbedding,shows,isn't hurting,218,218_MMF_his,mmf,MatchMatchMismatch,poss,Daniel shows Craig that Carolyn isn't hurting,his,5.485998630523682
TwoEmbedding,shows,isn't hurting,218,218_MFM_his,mfm,MatchMismatchMatch,poss,Daniel shows Veronica that the boyfriend isn't hurting,his,5.891425132751465
TwoEmbedding,shows,isn't hurting,218,218_MFF_his,mff,MatchMismatchMismatch,poss,Daniel shows Veronica that Carolyn isn't hurting,his,6.857276916503906
TwoEmbedding,shows,isn't hurting,218,218_FMM_his,fmm,MismatchMatchMatch,poss,Samantha shows Craig that the boyfriend isn't hurting,his,7.718142986297607
TwoEmbedding,shows,isn't hurting,218,218_FMF_his,fmf,MismatchMatchMismatch,poss,Samantha shows Craig that Carolyn isn't hurting,his,6.549098491668701
TwoEmbedding,shows,isn't hurting,218,218_FFM_his,ffm,MismatchMismatchMatch,poss,Samantha shows Veronica that the boyfriend isn't hurting,his,7.439754962921143
TwoEmbedding,shows,isn't hurting,218,218_FFF_his,fff,MismatchMismatchMismatch,poss,Samantha shows Veronica that Carolyn isn't hurting,his,12.003129005432129
TwoEmbedding,warned,won't heal,219,219_MMM_him,mmm,MatchMatchMatch,obj,This grandfather warned Ronald that Stephen won't heal,him,6.759209632873535
TwoEmbedding,warned,won't heal,219,219_MMF_him,mmf,MatchMatchMismatch,obj,This grandfather warned Ronald that Amelia won't heal,him,8.403579711914062
TwoEmbedding,warned,won't heal,219,219_MFM_him,mfm,MatchMismatchMatch,obj,This grandfather warned Katherine that Stephen won't heal,him,10.474706649780273
TwoEmbedding,warned,won't heal,219,219_MFF_him,mff,MatchMismatchMismatch,obj,This grandfather warned Katherine that Amelia won't heal,him,11.868782997131348
TwoEmbedding,warned,won't heal,219,219_FMM_him,fmm,MismatchMatchMatch,obj,The girlfriend warned Ronald that Stephen won't heal,him,7.174015998840332
TwoEmbedding,warned,won't heal,219,219_FMF_him,fmf,MismatchMatchMismatch,obj,The girlfriend warned Ronald that Amelia won't heal,him,6.7719831466674805
TwoEmbedding,warned,won't heal,219,219_FFM_him,ffm,MismatchMismatchMatch,obj,The girlfriend warned Katherine that Stephen won't heal,him,11.993653297424316
TwoEmbedding,warned,won't heal,219,219_FFF_him,fff,MismatchMismatchMismatch,obj,The girlfriend warned Katherine that Amelia won't heal,him,12.477625846862793
TwoEmbedding,warned,won't heal,219,219_MMM_his,mmm,MatchMatchMatch,poss,This grandfather warned Ronald that Stephen won't heal,his,3.6329586505889893
TwoEmbedding,warned,won't heal,219,219_MMF_his,mmf,MatchMatchMismatch,poss,This grandfather warned Ronald that Amelia won't heal,his,5.652383327484131
TwoEmbedding,warned,won't heal,219,219_MFM_his,mfm,MatchMismatchMatch,poss,This grandfather warned Katherine that Stephen won't heal,his,4.3152594566345215
TwoEmbedding,warned,won't heal,219,219_MFF_his,mff,MatchMismatchMismatch,poss,This grandfather warned Katherine that Amelia won't heal,his,9.550487518310547
TwoEmbedding,warned,won't heal,219,219_FMM_his,fmm,MismatchMatchMatch,poss,The girlfriend warned Ronald that Stephen won't heal,his,2.4718973636627197
TwoEmbedding,warned,won't heal,219,219_FMF_his,fmf,MismatchMatchMismatch,poss,The girlfriend warned Ronald that Amelia won't heal,his,2.9094245433807373
TwoEmbedding,warned,won't heal,219,219_FFM_his,ffm,MismatchMismatchMatch,poss,The girlfriend warned Katherine that Stephen won't heal,his,3.3689982891082764
TwoEmbedding,warned,won't heal,219,219_FFF_his,fff,MismatchMismatchMismatch,poss,The girlfriend warned Katherine that Amelia won't heal,his,10.378314971923828
TwoEmbedding,told,has disliked,220,220_MMM_him,mmm,MatchMatchMatch,obj,The grandson told Mark that Richard has disliked,him,3.322929859161377
TwoEmbedding,told,has disliked,220,220_MMF_him,mmf,MatchMatchMismatch,obj,The grandson told Mark that Janice has disliked,him,1.6777918338775635
TwoEmbedding,told,has disliked,220,220_MFM_him,mfm,MatchMismatchMatch,obj,The grandson told Emily that Richard has disliked,him,3.4758312702178955
TwoEmbedding,told,has disliked,220,220_MFF_him,mff,MatchMismatchMismatch,obj,The grandson told Emily that Janice has disliked,him,1.7525821924209595
TwoEmbedding,told,has disliked,220,220_FMM_him,fmm,MismatchMatchMatch,obj,Christina told Mark that Richard has disliked,him,3.3107991218566895
TwoEmbedding,told,has disliked,220,220_FMF_him,fmf,MismatchMatchMismatch,obj,Christina told Mark that Janice has disliked,him,3.9553632736206055
TwoEmbedding,told,has disliked,220,220_FFM_him,ffm,MismatchMismatchMatch,obj,Christina told Emily that Richard has disliked,him,9.085111618041992
TwoEmbedding,told,has disliked,220,220_FFF_him,fff,MismatchMismatchMismatch,obj,Christina told Emily that Janice has disliked,him,12.253998756408691
TwoEmbedding,told,has disliked,220,220_MMM_his,mmm,MatchMatchMatch,poss,The grandson told Mark that Richard has disliked,his,3.0415241718292236
TwoEmbedding,told,has disliked,220,220_MMF_his,mmf,MatchMatchMismatch,poss,The grandson told Mark that Janice has disliked,his,3.218682050704956
TwoEmbedding,told,has disliked,220,220_MFM_his,mfm,MatchMismatchMatch,poss,The grandson told Emily that Richard has disliked,his,2.655228614807129
TwoEmbedding,told,has disliked,220,220_MFF_his,mff,MatchMismatchMismatch,poss,The grandson told Emily that Janice has disliked,his,3.3071560859680176
TwoEmbedding,told,has disliked,220,220_FMM_his,fmm,MismatchMatchMatch,poss,Christina told Mark that Richard has disliked,his,8.073747634887695
TwoEmbedding,told,has disliked,220,220_FMF_his,fmf,MismatchMatchMismatch,poss,Christina told Mark that Janice has disliked,his,11.229130744934082
TwoEmbedding,told,has disliked,220,220_FFM_his,ffm,MismatchMismatchMatch,poss,Christina told Emily that Richard has disliked,his,7.665072917938232
TwoEmbedding,told,has disliked,220,220_FFF_his,fff,MismatchMismatchMismatch,poss,Christina told Emily that Janice has disliked,his,17.88164520263672
TwoEmbedding,warns,might astound,221,221_MMM_him,mmm,MatchMatchMatch,obj,Michael warns Benjamin that that nephew might astound,him,1.7578175067901611
TwoEmbedding,warns,might astound,221,221_MMF_him,mmf,MatchMatchMismatch,obj,Michael warns Benjamin that the girl might astound,him,0.8709489703178406
TwoEmbedding,warns,might astound,221,221_MFM_him,mfm,MatchMismatchMatch,obj,Michael warns Diana that that nephew might astound,him,6.839900493621826
TwoEmbedding,warns,might astound,221,221_MFF_him,mff,MatchMismatchMismatch,obj,Michael warns Diana that the girl might astound,him,6.987796306610107
TwoEmbedding,warns,might astound,221,221_FMM_him,fmm,MismatchMatchMatch,obj,That daughter warns Benjamin that that nephew might astound,him,1.3587543964385986
TwoEmbedding,warns,might astound,221,221_FMF_him,fmf,MismatchMatchMismatch,obj,That daughter warns Benjamin that the girl might astound,him,0.5864822864532471
TwoEmbedding,warns,might astound,221,221_FFM_him,ffm,MismatchMismatchMatch,obj,That daughter warns Diana that that nephew might astound,him,7.360929489135742
TwoEmbedding,warns,might astound,221,221_FFF_him,fff,MismatchMismatchMismatch,obj,That daughter warns Diana that the girl might astound,him,7.609417915344238
TwoEmbedding,warns,might astound,221,221_MMM_his,mmm,MatchMatchMatch,poss,Michael warns Benjamin that that nephew might astound,his,3.9174771308898926
TwoEmbedding,warns,might astound,221,221_MMF_his,mmf,MatchMatchMismatch,poss,Michael warns Benjamin that the girl might astound,his,5.574851036071777
TwoEmbedding,warns,might astound,221,221_MFM_his,mfm,MatchMismatchMatch,poss,Michael warns Diana that that nephew might astound,his,6.680834770202637
TwoEmbedding,warns,might astound,221,221_MFF_his,mff,MatchMismatchMismatch,poss,Michael warns Diana that the girl might astound,his,8.597855567932129
TwoEmbedding,warns,might astound,221,221_FMM_his,fmm,MismatchMatchMatch,poss,That daughter warns Benjamin that that nephew might astound,his,4.36149263381958
TwoEmbedding,warns,might astound,221,221_FMF_his,fmf,MismatchMatchMismatch,poss,That daughter warns Benjamin that the girl might astound,his,5.375343322753906
TwoEmbedding,warns,might astound,221,221_FFM_his,ffm,MismatchMismatchMatch,poss,That daughter warns Diana that that nephew might astound,his,4.749295234680176
TwoEmbedding,warns,might astound,221,221_FFF_his,fff,MismatchMismatchMismatch,poss,That daughter warns Diana that the girl might astound,his,9.703232765197754
TwoEmbedding,informs,hadn't revealed,222,222_MMM_him,mmm,MatchMatchMatch,obj,Frank informs Patrick that Russell hadn't revealed,him,9.229477882385254
TwoEmbedding,informs,hadn't revealed,222,222_MMF_him,mmf,MatchMatchMismatch,obj,Frank informs Patrick that Tracy hadn't revealed,him,9.073274612426758
TwoEmbedding,informs,hadn't revealed,222,222_MFM_him,mfm,MatchMismatchMatch,obj,Frank informs Dawn that Russell hadn't revealed,him,9.663495063781738
TwoEmbedding,informs,hadn't revealed,222,222_MFF_him,mff,MatchMismatchMismatch,obj,Frank informs Dawn that Tracy hadn't revealed,him,9.835267066955566
TwoEmbedding,informs,hadn't revealed,222,222_FMM_him,fmm,MismatchMatchMatch,obj,That mother informs Patrick that Russell hadn't revealed,him,9.876689910888672
TwoEmbedding,informs,hadn't revealed,222,222_FMF_him,fmf,MismatchMatchMismatch,obj,That mother informs Patrick that Tracy hadn't revealed,him,9.730159759521484
TwoEmbedding,informs,hadn't revealed,222,222_FFM_him,ffm,MismatchMismatchMatch,obj,That mother informs Dawn that Russell hadn't revealed,him,10.078028678894043
TwoEmbedding,informs,hadn't revealed,222,222_FFF_him,fff,MismatchMismatchMismatch,obj,That mother informs Dawn that Tracy hadn't revealed,him,10.954000473022461
TwoEmbedding,informs,hadn't revealed,222,222_MMM_his,mmm,MatchMatchMatch,poss,Frank informs Patrick that Russell hadn't revealed,his,2.032989501953125
TwoEmbedding,informs,hadn't revealed,222,222_MMF_his,mmf,MatchMatchMismatch,poss,Frank informs Patrick that Tracy hadn't revealed,his,3.954807758331299
TwoEmbedding,informs,hadn't revealed,222,222_MFM_his,mfm,MatchMismatchMatch,poss,Frank informs Dawn that Russell hadn't revealed,his,1.836997628211975
TwoEmbedding,informs,hadn't revealed,222,222_MFF_his,mff,MatchMismatchMismatch,poss,Frank informs Dawn that Tracy hadn't revealed,his,4.277794361114502
TwoEmbedding,informs,hadn't revealed,222,222_FMM_his,fmm,MismatchMatchMatch,poss,That mother informs Patrick that Russell hadn't revealed,his,1.7241342067718506
TwoEmbedding,informs,hadn't revealed,222,222_FMF_his,fmf,MismatchMatchMismatch,poss,That mother informs Patrick that Tracy hadn't revealed,his,5.359728813171387
TwoEmbedding,informs,hadn't revealed,222,222_FFM_his,ffm,MismatchMismatchMatch,poss,That mother informs Dawn that Russell hadn't revealed,his,1.6362007856369019
TwoEmbedding,informs,hadn't revealed,222,222_FFF_his,fff,MismatchMismatchMismatch,poss,That mother informs Dawn that Tracy hadn't revealed,his,5.868033409118652
TwoEmbedding,warns,lost,223,223_MMM_him,mmm,MatchMatchMatch,obj,Daniel warns Scott that Edward lost,him,8.24998950958252
TwoEmbedding,warns,lost,223,223_MMF_him,mmf,MatchMatchMismatch,obj,Daniel warns Scott that Michelle lost,him,9.798295021057129
TwoEmbedding,warns,lost,223,223_MFM_him,mfm,MatchMismatchMatch,obj,Daniel warns Leslie that Edward lost,him,9.98541259765625
TwoEmbedding,warns,lost,223,223_MFF_him,mff,MatchMismatchMismatch,obj,Daniel warns Leslie that Michelle lost,him,11.40868854522705
TwoEmbedding,warns,lost,223,223_FMM_him,fmm,MismatchMatchMatch,obj,Gina warns Scott that Edward lost,him,9.48546314239502
TwoEmbedding,warns,lost,223,223_FMF_him,fmf,MismatchMatchMismatch,obj,Gina warns Scott that Michelle lost,him,10.771081924438477
TwoEmbedding,warns,lost,223,223_FFM_him,ffm,MismatchMismatchMatch,obj,Gina warns Leslie that Edward lost,him,10.580672264099121
TwoEmbedding,warns,lost,223,223_FFF_him,fff,MismatchMismatchMismatch,obj,Gina warns Leslie that Michelle lost,him,12.234060287475586
TwoEmbedding,warns,lost,223,223_MMM_his,mmm,MatchMatchMatch,poss,Daniel warns Scott that Edward lost,his,0.93687903881073
TwoEmbedding,warns,lost,223,223_MMF_his,mmf,MatchMatchMismatch,poss,Daniel warns Scott that Michelle lost,his,5.935349464416504
TwoEmbedding,warns,lost,223,223_MFM_his,mfm,MatchMismatchMatch,poss,Daniel warns Leslie that Edward lost,his,0.9242432713508606
TwoEmbedding,warns,lost,223,223_MFF_his,mff,MatchMismatchMismatch,poss,Daniel warns Leslie that Michelle lost,his,6.552518367767334
TwoEmbedding,warns,lost,223,223_FMM_his,fmm,MismatchMatchMatch,poss,Gina warns Scott that Edward lost,his,0.9946863651275635
TwoEmbedding,warns,lost,223,223_FMF_his,fmf,MismatchMatchMismatch,poss,Gina warns Scott that Michelle lost,his,7.320772171020508
TwoEmbedding,warns,lost,223,223_FFM_his,ffm,MismatchMismatchMatch,poss,Gina warns Leslie that Edward lost,his,0.8255234956741333
TwoEmbedding,warns,lost,223,223_FFF_his,fff,MismatchMismatchMismatch,poss,Gina warns Leslie that Michelle lost,his,7.7583794593811035
TwoEmbedding,told,had concealed,224,224_MMM_him,mmm,MatchMatchMatch,obj,Bradley told Noah that Derek had concealed,him,8.866875648498535
TwoEmbedding,told,had concealed,224,224_MMF_him,mmf,MatchMatchMismatch,obj,Bradley told Noah that that mother had concealed,him,6.6981587409973145
TwoEmbedding,told,had concealed,224,224_MFM_him,mfm,MatchMismatchMatch,obj,Bradley told Janice that Derek had concealed,him,13.793540954589844
TwoEmbedding,told,had concealed,224,224_MFF_him,mff,MatchMismatchMismatch,obj,Bradley told Janice that that mother had concealed,him,7.880765914916992
TwoEmbedding,told,had concealed,224,224_FMM_him,fmm,MismatchMatchMatch,obj,Elizabeth told Noah that Derek had concealed,him,11.067911148071289
TwoEmbedding,told,had concealed,224,224_FMF_him,fmf,MismatchMatchMismatch,obj,Elizabeth told Noah that that mother had concealed,him,7.961336135864258
TwoEmbedding,told,had concealed,224,224_FFM_him,ffm,MismatchMismatchMatch,obj,Elizabeth told Janice that Derek had concealed,him,14.537142753601074
TwoEmbedding,told,had concealed,224,224_FFF_him,fff,MismatchMismatchMismatch,obj,Elizabeth told Janice that that mother had concealed,him,12.514091491699219
TwoEmbedding,told,had concealed,224,224_MMM_his,mmm,MatchMatchMatch,poss,Bradley told Noah that Derek had concealed,his,1.186245322227478
TwoEmbedding,told,had concealed,224,224_MMF_his,mmf,MatchMatchMismatch,poss,Bradley told Noah that that mother had concealed,his,4.181163787841797
TwoEmbedding,told,had concealed,224,224_MFM_his,mfm,MatchMismatchMatch,poss,Bradley told Janice that Derek had concealed,his,0.8732562065124512
TwoEmbedding,told,had concealed,224,224_MFF_his,mff,MatchMismatchMismatch,poss,Bradley told Janice that that mother had concealed,his,3.841143846511841
TwoEmbedding,told,had concealed,224,224_FMM_his,fmm,MismatchMatchMatch,poss,Elizabeth told Noah that Derek had concealed,his,1.2702099084854126
TwoEmbedding,told,had concealed,224,224_FMF_his,fmf,MismatchMatchMismatch,poss,Elizabeth told Noah that that mother had concealed,his,4.860034465789795
TwoEmbedding,told,had concealed,224,224_FFM_his,ffm,MismatchMismatchMatch,poss,Elizabeth told Janice that Derek had concealed,his,1.0556095838546753
TwoEmbedding,told,had concealed,224,224_FFF_his,fff,MismatchMismatchMismatch,poss,Elizabeth told Janice that that mother had concealed,his,7.347417831420898
TwoEmbedding,warned,can boast about,225,225_MMM_him,mmm,MatchMatchMatch,obj,Craig warned Carlos that Theodore can boast about,him,9.705671310424805
TwoEmbedding,warned,can boast about,225,225_MMF_him,mmf,MatchMatchMismatch,obj,Craig warned Carlos that Michelle can boast about,him,9.315879821777344
TwoEmbedding,warned,can boast about,225,225_MFM_him,mfm,MatchMismatchMatch,obj,Craig warned Barbara that Theodore can boast about,him,10.599738121032715
TwoEmbedding,warned,can boast about,225,225_MFF_him,mff,MatchMismatchMismatch,obj,Craig warned Barbara that Michelle can boast about,him,10.655688285827637
TwoEmbedding,warned,can boast about,225,225_FMM_him,fmm,MismatchMatchMatch,obj,Michelle warned Carlos that Theodore can boast about,him,10.443570137023926
TwoEmbedding,warned,can boast about,225,225_FMF_him,fmf,MismatchMatchMismatch,obj,Michelle warned Carlos that Michelle can boast about,him,8.76565170288086
TwoEmbedding,warned,can boast about,225,225_FFM_him,ffm,MismatchMismatchMatch,obj,Michelle warned Barbara that Theodore can boast about,him,11.47955322265625
TwoEmbedding,warned,can boast about,225,225_FFF_him,fff,MismatchMismatchMismatch,obj,Michelle warned Barbara that Michelle can boast about,him,11.1771821975708
TwoEmbedding,warned,can boast about,225,225_MMM_his,mmm,MatchMatchMatch,poss,Craig warned Carlos that Theodore can boast about,his,1.4469060897827148
TwoEmbedding,warned,can boast about,225,225_MMF_his,mmf,MatchMatchMismatch,poss,Craig warned Carlos that Michelle can boast about,his,6.673643112182617
TwoEmbedding,warned,can boast about,225,225_MFM_his,mfm,MatchMismatchMatch,poss,Craig warned Barbara that Theodore can boast about,his,1.2477458715438843
TwoEmbedding,warned,can boast about,225,225_MFF_his,mff,MatchMismatchMismatch,poss,Craig warned Barbara that Michelle can boast about,his,8.70168685913086
TwoEmbedding,warned,can boast about,225,225_FMM_his,fmm,MismatchMatchMatch,poss,Michelle warned Carlos that Theodore can boast about,his,1.3336706161499023
TwoEmbedding,warned,can boast about,225,225_FMF_his,fmf,MismatchMatchMismatch,poss,Michelle warned Carlos that Michelle can boast about,his,5.30301570892334
TwoEmbedding,warned,can boast about,225,225_FFM_his,ffm,MismatchMismatchMatch,poss,Michelle warned Barbara that Theodore can boast about,his,1.2172127962112427
TwoEmbedding,warned,can boast about,225,225_FFF_his,fff,MismatchMismatchMismatch,poss,Michelle warned Barbara that Michelle can boast about,his,8.295282363891602
TwoEmbedding,showed,aggravated,226,226_MMM_him,mmm,MatchMatchMatch,obj,Richard showed Samuel that Timothy aggravated,him,2.597505569458008
TwoEmbedding,showed,aggravated,226,226_MMF_him,mmf,MatchMatchMismatch,obj,Richard showed Samuel that Naomi aggravated,him,1.3661985397338867
TwoEmbedding,showed,aggravated,226,226_MFM_him,mfm,MatchMismatchMatch,obj,Richard showed Kimberley that Timothy aggravated,him,2.5256237983703613
TwoEmbedding,showed,aggravated,226,226_MFF_him,mff,MatchMismatchMismatch,obj,Richard showed Kimberley that Naomi aggravated,him,0.7524572610855103
TwoEmbedding,showed,aggravated,226,226_FMM_him,fmm,MismatchMatchMatch,obj,Laura showed Samuel that Timothy aggravated,him,5.208252429962158
TwoEmbedding,showed,aggravated,226,226_FMF_him,fmf,MismatchMatchMismatch,obj,Laura showed Samuel that Naomi aggravated,him,3.4512932300567627
TwoEmbedding,showed,aggravated,226,226_FFM_him,ffm,MismatchMismatchMatch,obj,Laura showed Kimberley that Timothy aggravated,him,6.739780426025391
TwoEmbedding,showed,aggravated,226,226_FFF_him,fff,MismatchMismatchMismatch,obj,Laura showed Kimberley that Naomi aggravated,him,7.6652750968933105
TwoEmbedding,showed,aggravated,226,226_MMM_his,mmm,MatchMatchMatch,poss,Richard showed Samuel that Timothy aggravated,his,1.258762240409851
TwoEmbedding,showed,aggravated,226,226_MMF_his,mmf,MatchMatchMismatch,poss,Richard showed Samuel that Naomi aggravated,his,2.898096799850464
TwoEmbedding,showed,aggravated,226,226_MFM_his,mfm,MatchMismatchMatch,poss,Richard showed Kimberley that Timothy aggravated,his,1.2768865823745728
TwoEmbedding,showed,aggravated,226,226_MFF_his,mff,MatchMismatchMismatch,poss,Richard showed Kimberley that Naomi aggravated,his,3.2629125118255615
TwoEmbedding,showed,aggravated,226,226_FMM_his,fmm,MismatchMatchMatch,poss,Laura showed Samuel that Timothy aggravated,his,1.5062594413757324
TwoEmbedding,showed,aggravated,226,226_FMF_his,fmf,MismatchMatchMismatch,poss,Laura showed Samuel that Naomi aggravated,his,3.3954520225524902
TwoEmbedding,showed,aggravated,226,226_FFM_his,ffm,MismatchMismatchMatch,poss,Laura showed Kimberley that Timothy aggravated,his,1.7890006303787231
TwoEmbedding,showed,aggravated,226,226_FFF_his,fff,MismatchMismatchMismatch,poss,Laura showed Kimberley that Naomi aggravated,his,9.497726440429688
TwoEmbedding,alerted,fights,227,227_MMM_him,mmm,MatchMatchMatch,obj,Gary alerted that ex-boyfriend that that ex-boyfriend fights,him,6.502788543701172
TwoEmbedding,alerted,fights,227,227_MMF_him,mmf,MatchMatchMismatch,obj,Gary alerted that ex-boyfriend that Danielle fights,him,6.558303356170654
TwoEmbedding,alerted,fights,227,227_MFM_him,mfm,MatchMismatchMatch,obj,Gary alerted Danielle that that ex-boyfriend fights,him,8.054763793945312
TwoEmbedding,alerted,fights,227,227_MFF_him,mff,MatchMismatchMismatch,obj,Gary alerted Danielle that Danielle fights,him,7.810518264770508
TwoEmbedding,alerted,fights,227,227_FMM_him,fmm,MismatchMatchMatch,obj,That girl alerted that ex-boyfriend that that ex-boyfriend fights,him,7.719726085662842
TwoEmbedding,alerted,fights,227,227_FMF_him,fmf,MismatchMatchMismatch,obj,That girl alerted that ex-boyfriend that Danielle fights,him,6.837522506713867
TwoEmbedding,alerted,fights,227,227_FFM_him,ffm,MismatchMismatchMatch,obj,That girl alerted Danielle that that ex-boyfriend fights,him,11.342375755310059
TwoEmbedding,alerted,fights,227,227_FFF_him,fff,MismatchMismatchMismatch,obj,That girl alerted Danielle that Danielle fights,him,11.567666053771973
TwoEmbedding,alerted,fights,227,227_MMM_his,mmm,MatchMatchMatch,poss,Gary alerted that ex-boyfriend that that ex-boyfriend fights,his,6.9154253005981445
TwoEmbedding,alerted,fights,227,227_MMF_his,mmf,MatchMatchMismatch,poss,Gary alerted that ex-boyfriend that Danielle fights,his,10.34473705291748
TwoEmbedding,alerted,fights,227,227_MFM_his,mfm,MatchMismatchMatch,poss,Gary alerted Danielle that that ex-boyfriend fights,his,7.4246673583984375
TwoEmbedding,alerted,fights,227,227_MFF_his,mff,MatchMismatchMismatch,poss,Gary alerted Danielle that Danielle fights,his,10.118134498596191
TwoEmbedding,alerted,fights,227,227_FMM_his,fmm,MismatchMatchMatch,poss,That girl alerted that ex-boyfriend that that ex-boyfriend fights,his,6.689139366149902
TwoEmbedding,alerted,fights,227,227_FMF_his,fmf,MismatchMatchMismatch,poss,That girl alerted that ex-boyfriend that Danielle fights,his,9.28335952758789
TwoEmbedding,alerted,fights,227,227_FFM_his,ffm,MismatchMismatchMatch,poss,That girl alerted Danielle that that ex-boyfriend fights,his,7.503109931945801
TwoEmbedding,alerted,fights,227,227_FFF_his,fff,MismatchMismatchMismatch,poss,That girl alerted Danielle that Danielle fights,his,13.578099250793457
TwoEmbedding,shows,might appreciate,228,228_MMM_him,mmm,MatchMatchMatch,obj,That ex-boyfriend shows that boyfriend that this grandson might appreciate,him,5.336332321166992
TwoEmbedding,shows,might appreciate,228,228_MMF_him,mmf,MatchMatchMismatch,obj,That ex-boyfriend shows that boyfriend that Irene might appreciate,him,4.892916202545166
TwoEmbedding,shows,might appreciate,228,228_MFM_him,mfm,MatchMismatchMatch,obj,That ex-boyfriend shows Sonia that this grandson might appreciate,him,7.438596248626709
TwoEmbedding,shows,might appreciate,228,228_MFF_him,mff,MatchMismatchMismatch,obj,That ex-boyfriend shows Sonia that Irene might appreciate,him,6.866988658905029
TwoEmbedding,shows,might appreciate,228,228_FMM_him,fmm,MismatchMatchMatch,obj,Erin shows that boyfriend that this grandson might appreciate,him,6.918511390686035
TwoEmbedding,shows,might appreciate,228,228_FMF_him,fmf,MismatchMatchMismatch,obj,Erin shows that boyfriend that Irene might appreciate,him,5.496628284454346
TwoEmbedding,shows,might appreciate,228,228_FFM_him,ffm,MismatchMismatchMatch,obj,Erin shows Sonia that this grandson might appreciate,him,11.364105224609375
TwoEmbedding,shows,might appreciate,228,228_FFF_him,fff,MismatchMismatchMismatch,obj,Erin shows Sonia that Irene might appreciate,him,13.19163703918457
TwoEmbedding,shows,might appreciate,228,228_MMM_his,mmm,MatchMatchMatch,poss,That ex-boyfriend shows that boyfriend that this grandson might appreciate,his,4.782436370849609
TwoEmbedding,shows,might appreciate,228,228_MMF_his,mmf,MatchMatchMismatch,poss,That ex-boyfriend shows that boyfriend that Irene might appreciate,his,4.457627296447754
TwoEmbedding,shows,might appreciate,228,228_MFM_his,mfm,MatchMismatchMatch,poss,That ex-boyfriend shows Sonia that this grandson might appreciate,his,4.889242172241211
TwoEmbedding,shows,might appreciate,228,228_MFF_his,mff,MatchMismatchMismatch,poss,That ex-boyfriend shows Sonia that Irene might appreciate,his,5.1400980949401855
