exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
OneEmbedding,reveals,watches,50,50_FF_his,ff,MismatchMismatch,poss,Linda reveals that Laura watches,his,6.430178165435791
OneEmbedding,was insisting,led,51,51_MM_him,mm,MatchMatch,obj,Rodney was insisting that this boy led,him,4.772855281829834
OneEmbedding,was insisting,led,51,51_MF_him,mf,MatchMismatch,obj,Rodney was insisting that that granddaughter led,him,3.197991132736206
OneEmbedding,was insisting,led,51,51_FM_him,fm,MismatchMatch,obj,Connie was insisting that this boy led,him,4.504323959350586
OneEmbedding,was insisting,led,51,51_FF_him,ff,MismatchMismatch,obj,Connie was insisting that that granddaughter led,him,3.5334630012512207
OneEmbedding,was insisting,led,51,51_MM_his,mm,MatchMatch,poss,Rodney was insisting that this boy led,his,4.028828144073486
OneEmbedding,was insisting,led,51,51_MF_his,mf,MatchMismatch,poss,Rodney was insisting that that granddaughter led,his,4.991159439086914
OneEmbedding,was insisting,led,51,51_FM_his,fm,MismatchMatch,poss,Connie was insisting that this boy led,his,3.7419283390045166
OneEmbedding,was insisting,led,51,51_FF_his,ff,MismatchMismatch,poss,Connie was insisting that that granddaughter led,his,5.250981330871582
OneEmbedding,hadn't learned,has hired,52,52_MM_him,mm,MatchMatch,obj,Matt hadn't learned that Gregory has hired,him,3.943547010421753
OneEmbedding,hadn't learned,has hired,52,52_MF_him,mf,MatchMismatch,obj,Matt hadn't learned that Jill has hired,him,3.376119375228882
OneEmbedding,hadn't learned,has hired,52,52_FM_him,fm,MismatchMatch,obj,Carmen hadn't learned that Gregory has hired,him,3.8292386531829834
OneEmbedding,hadn't learned,has hired,52,52_FF_him,ff,MismatchMismatch,obj,Carmen hadn't learned that Jill has hired,him,3.4638853073120117
OneEmbedding,hadn't learned,has hired,52,52_MM_his,mm,MatchMatch,poss,Matt hadn't learned that Gregory has hired,his,4.702686786651611
OneEmbedding,hadn't learned,has hired,52,52_MF_his,mf,MatchMismatch,poss,Matt hadn't learned that Jill has hired,his,6.719602108001709
OneEmbedding,hadn't learned,has hired,52,52_FM_his,fm,MismatchMatch,poss,Carmen hadn't learned that Gregory has hired,his,4.728143692016602
OneEmbedding,hadn't learned,has hired,52,52_FF_his,ff,MismatchMismatch,poss,Carmen hadn't learned that Jill has hired,his,6.905559539794922
OneEmbedding,remembered,is researching,53,53_MM_him,mm,MatchMatch,obj,Adam remembered that Frank is researching,him,7.523355960845947
OneEmbedding,remembered,is researching,53,53_MF_him,mf,MatchMismatch,obj,Adam remembered that Susan is researching,him,8.81682300567627
OneEmbedding,remembered,is researching,53,53_FM_him,fm,MismatchMatch,obj,Carla remembered that Frank is researching,him,7.249759197235107
OneEmbedding,remembered,is researching,53,53_FF_him,ff,MismatchMismatch,obj,Carla remembered that Susan is researching,him,9.202255249023438
OneEmbedding,remembered,is researching,53,53_MM_his,mm,MatchMatch,poss,Adam remembered that Frank is researching,his,3.2770509719848633
OneEmbedding,remembered,is researching,53,53_MF_his,mf,MatchMismatch,poss,Adam remembered that Susan is researching,his,7.719331741333008
OneEmbedding,remembered,is researching,53,53_FM_his,fm,MismatchMatch,poss,Carla remembered that Frank is researching,his,3.314741373062134
OneEmbedding,remembered,is researching,53,53_FF_his,ff,MismatchMismatch,poss,Carla remembered that Susan is researching,his,9.049171447753906
OneEmbedding,suggested,did question,54,54_MM_him,mm,MatchMatch,obj,Martin suggested that Walter did question,him,5.83755350112915
OneEmbedding,suggested,did question,54,54_MF_him,mf,MatchMismatch,obj,Martin suggested that Marie did question,him,3.961827278137207
OneEmbedding,suggested,did question,54,54_FM_him,fm,MismatchMatch,obj,Alice suggested that Walter did question,him,6.885267734527588
OneEmbedding,suggested,did question,54,54_FF_him,ff,MismatchMismatch,obj,Alice suggested that Marie did question,him,5.289022445678711
OneEmbedding,suggested,did question,54,54_MM_his,mm,MatchMatch,poss,Martin suggested that Walter did question,his,3.3384785652160645
OneEmbedding,suggested,did question,54,54_MF_his,mf,MatchMismatch,poss,Martin suggested that Marie did question,his,4.1552019119262695
OneEmbedding,suggested,did question,54,54_FM_his,fm,MismatchMatch,poss,Alice suggested that Walter did question,his,2.9530930519104004
OneEmbedding,suggested,did question,54,54_FF_his,ff,MismatchMismatch,poss,Alice suggested that Marie did question,his,3.8676514625549316
OneEmbedding,agrees,won't hear,55,55_MM_him,mm,MatchMatch,obj,Chad agrees that Gregory won't hear,him,3.5882322788238525
OneEmbedding,agrees,won't hear,55,55_MF_him,mf,MatchMismatch,obj,Chad agrees that this grandmother won't hear,him,3.6091411113739014
OneEmbedding,agrees,won't hear,55,55_FM_him,fm,MismatchMatch,obj,Lisa agrees that Gregory won't hear,him,4.6324663162231445
OneEmbedding,agrees,won't hear,55,55_FF_him,ff,MismatchMismatch,obj,Lisa agrees that this grandmother won't hear,him,4.544515132904053
OneEmbedding,agrees,won't hear,55,55_MM_his,mm,MatchMatch,poss,Chad agrees that Gregory won't hear,his,5.605360507965088
OneEmbedding,agrees,won't hear,55,55_MF_his,mf,MatchMismatch,poss,Chad agrees that this grandmother won't hear,his,5.855315208435059
OneEmbedding,agrees,won't hear,55,55_FM_his,fm,MismatchMatch,poss,Lisa agrees that Gregory won't hear,his,6.023657321929932
OneEmbedding,agrees,won't hear,55,55_FF_his,ff,MismatchMismatch,poss,Lisa agrees that this grandmother won't hear,his,6.624222755432129
OneEmbedding,conceals,can praise,56,56_MM_him,mm,MatchMatch,obj,The nephew conceals that Patrick can praise,him,2.0408596992492676
OneEmbedding,conceals,can praise,56,56_MF_him,mf,MatchMismatch,obj,The nephew conceals that the dancer can praise,him,2.972487449645996
OneEmbedding,conceals,can praise,56,56_FM_him,fm,MismatchMatch,obj,Jennifer conceals that Patrick can praise,him,4.141042709350586
OneEmbedding,conceals,can praise,56,56_FF_him,ff,MismatchMismatch,obj,Jennifer conceals that the dancer can praise,him,4.009989261627197
OneEmbedding,conceals,can praise,56,56_MM_his,mm,MatchMatch,poss,The nephew conceals that Patrick can praise,his,3.693230390548706
OneEmbedding,conceals,can praise,56,56_MF_his,mf,MatchMismatch,poss,The nephew conceals that the dancer can praise,his,3.919271230697632
OneEmbedding,conceals,can praise,56,56_FM_his,fm,MismatchMatch,poss,Jennifer conceals that Patrick can praise,his,5.048341274261475
OneEmbedding,conceals,can praise,56,56_FF_his,ff,MismatchMismatch,poss,Jennifer conceals that the dancer can praise,his,4.272831439971924
OneEmbedding,has remembered,is questioning,57,57_MM_him,mm,MatchMatch,obj,Kevin has remembered that Carlos is questioning,him,4.460785388946533
OneEmbedding,has remembered,is questioning,57,57_MF_him,mf,MatchMismatch,obj,Kevin has remembered that Suzanne is questioning,him,5.441963195800781
OneEmbedding,has remembered,is questioning,57,57_FM_him,fm,MismatchMatch,obj,Amy has remembered that Carlos is questioning,him,4.702109336853027
OneEmbedding,has remembered,is questioning,57,57_FF_him,ff,MismatchMismatch,obj,Amy has remembered that Suzanne is questioning,him,6.367502212524414
OneEmbedding,has remembered,is questioning,57,57_MM_his,mm,MatchMatch,poss,Kevin has remembered that Carlos is questioning,his,2.3533992767333984
OneEmbedding,has remembered,is questioning,57,57_MF_his,mf,MatchMismatch,poss,Kevin has remembered that Suzanne is questioning,his,4.447693347930908
OneEmbedding,has remembered,is questioning,57,57_FM_his,fm,MismatchMatch,poss,Amy has remembered that Carlos is questioning,his,2.5545296669006348
OneEmbedding,has remembered,is questioning,57,57_FF_his,ff,MismatchMismatch,poss,Amy has remembered that Suzanne is questioning,his,5.040635585784912
OneEmbedding,thought,appreciates,58,58_MM_him,mm,MatchMatch,obj,James thought that Dennis appreciates,him,7.000912189483643
OneEmbedding,thought,appreciates,58,58_MF_him,mf,MatchMismatch,obj,James thought that Holly appreciates,him,6.3072829246521
OneEmbedding,thought,appreciates,58,58_FM_him,fm,MismatchMatch,obj,Barbara thought that Dennis appreciates,him,6.930713653564453
OneEmbedding,thought,appreciates,58,58_FF_him,ff,MismatchMismatch,obj,Barbara thought that Holly appreciates,him,6.6172685623168945
OneEmbedding,thought,appreciates,58,58_MM_his,mm,MatchMatch,poss,James thought that Dennis appreciates,his,3.420351028442383
OneEmbedding,thought,appreciates,58,58_MF_his,mf,MatchMismatch,poss,James thought that Holly appreciates,his,4.146496295928955
OneEmbedding,thought,appreciates,58,58_FM_his,fm,MismatchMatch,poss,Barbara thought that Dennis appreciates,his,3.802335739135742
OneEmbedding,thought,appreciates,58,58_FF_his,ff,MismatchMismatch,poss,Barbara thought that Holly appreciates,his,4.858956336975098
OneEmbedding,insisted,hasn't known,59,59_MM_him,mm,MatchMatch,obj,Bruce insisted that Mitchell hasn't known,him,6.145076274871826
OneEmbedding,insisted,hasn't known,59,59_MF_him,mf,MatchMismatch,obj,Bruce insisted that Tara hasn't known,him,4.242434978485107
OneEmbedding,insisted,hasn't known,59,59_FM_him,fm,MismatchMatch,obj,Angela insisted that Mitchell hasn't known,him,5.975438594818115
OneEmbedding,insisted,hasn't known,59,59_FF_him,ff,MismatchMismatch,obj,Angela insisted that Tara hasn't known,him,4.065038204193115
OneEmbedding,insisted,hasn't known,59,59_MM_his,mm,MatchMatch,poss,Bruce insisted that Mitchell hasn't known,his,5.743380069732666
OneEmbedding,insisted,hasn't known,59,59_MF_his,mf,MatchMismatch,poss,Bruce insisted that Tara hasn't known,his,7.017799377441406
OneEmbedding,insisted,hasn't known,59,59_FM_his,fm,MismatchMatch,poss,Angela insisted that Mitchell hasn't known,his,5.588314056396484
OneEmbedding,insisted,hasn't known,59,59_FF_his,ff,MismatchMismatch,poss,Angela insisted that Tara hasn't known,his,6.983790397644043
OneEmbedding,is learning,does reference,60,60_MM_him,mm,MatchMatch,obj,Andrew is learning that this boyfriend does reference,him,5.451274394989014
OneEmbedding,is learning,does reference,60,60_MF_him,mf,MatchMismatch,obj,Andrew is learning that Angela does reference,him,6.017045974731445
OneEmbedding,is learning,does reference,60,60_FM_him,fm,MismatchMatch,obj,Sabrina is learning that this boyfriend does reference,him,5.912700653076172
OneEmbedding,is learning,does reference,60,60_FF_him,ff,MismatchMismatch,obj,Sabrina is learning that Angela does reference,him,7.306759357452393
OneEmbedding,is learning,does reference,60,60_MM_his,mm,MatchMatch,poss,Andrew is learning that this boyfriend does reference,his,4.979197025299072
OneEmbedding,is learning,does reference,60,60_MF_his,mf,MatchMismatch,poss,Andrew is learning that Angela does reference,his,6.403688430786133
OneEmbedding,is learning,does reference,60,60_FM_his,fm,MismatchMatch,poss,Sabrina is learning that this boyfriend does reference,his,5.096761703491211
OneEmbedding,is learning,does reference,60,60_FF_his,ff,MismatchMismatch,poss,Sabrina is learning that Angela does reference,his,7.603606700897217
OneEmbedding,is learning,might like,61,61_MM_him,mm,MatchMatch,obj,Christopher is learning that Brett might like,him,7.543878555297852
OneEmbedding,is learning,might like,61,61_MF_him,mf,MatchMismatch,obj,Christopher is learning that that ex-girlfriend might like,him,3.2697434425354004
OneEmbedding,is learning,might like,61,61_FM_him,fm,MismatchMatch,obj,That actress is learning that Brett might like,him,6.301919460296631
OneEmbedding,is learning,might like,61,61_FF_him,ff,MismatchMismatch,obj,That actress is learning that that ex-girlfriend might like,him,3.9078402519226074
OneEmbedding,is learning,might like,61,61_MM_his,mm,MatchMatch,poss,Christopher is learning that Brett might like,his,5.518435478210449
OneEmbedding,is learning,might like,61,61_MF_his,mf,MatchMismatch,poss,Christopher is learning that that ex-girlfriend might like,his,5.513940334320068
OneEmbedding,is learning,might like,61,61_FM_his,fm,MismatchMatch,poss,That actress is learning that Brett might like,his,5.492324352264404
OneEmbedding,is learning,might like,61,61_FF_his,ff,MismatchMismatch,poss,That actress is learning that that ex-girlfriend might like,his,6.521387577056885
OneEmbedding,was liking,wasn't noticing,62,62_MM_him,mm,MatchMatch,obj,Steve was liking that William wasn't noticing,him,4.854347229003906
OneEmbedding,was liking,wasn't noticing,62,62_MF_him,mf,MatchMismatch,obj,Steve was liking that Cheryl wasn't noticing,him,3.922668933868408
OneEmbedding,was liking,wasn't noticing,62,62_FM_him,fm,MismatchMatch,obj,Eva was liking that William wasn't noticing,him,4.790548324584961
OneEmbedding,was liking,wasn't noticing,62,62_FF_him,ff,MismatchMismatch,obj,Eva was liking that Cheryl wasn't noticing,him,3.7032783031463623
OneEmbedding,was liking,wasn't noticing,62,62_MM_his,mm,MatchMatch,poss,Steve was liking that William wasn't noticing,his,4.541477203369141
OneEmbedding,was liking,wasn't noticing,62,62_MF_his,mf,MatchMismatch,poss,Steve was liking that Cheryl wasn't noticing,his,6.258155345916748
OneEmbedding,was liking,wasn't noticing,62,62_FM_his,fm,MismatchMatch,poss,Eva was liking that William wasn't noticing,his,4.284883499145508
OneEmbedding,was liking,wasn't noticing,62,62_FF_his,ff,MismatchMismatch,poss,Eva was liking that Cheryl wasn't noticing,his,5.586690425872803
OneEmbedding,had remembered,hasn't watched,63,63_MM_him,mm,MatchMatch,obj,Phillip had remembered that Timothy hasn't watched,him,3.0745394229888916
OneEmbedding,had remembered,hasn't watched,63,63_MF_him,mf,MatchMismatch,obj,Phillip had remembered that Diana hasn't watched,him,2.2269506454467773
OneEmbedding,had remembered,hasn't watched,63,63_FM_him,fm,MismatchMatch,obj,Lisa had remembered that Timothy hasn't watched,him,3.5989956855773926
OneEmbedding,had remembered,hasn't watched,63,63_FF_him,ff,MismatchMismatch,obj,Lisa had remembered that Diana hasn't watched,him,3.0124287605285645
OneEmbedding,had remembered,hasn't watched,63,63_MM_his,mm,MatchMatch,poss,Phillip had remembered that Timothy hasn't watched,his,3.754485845565796
OneEmbedding,had remembered,hasn't watched,63,63_MF_his,mf,MatchMismatch,poss,Phillip had remembered that Diana hasn't watched,his,6.007718563079834
OneEmbedding,had remembered,hasn't watched,63,63_FM_his,fm,MismatchMatch,poss,Lisa had remembered that Timothy hasn't watched,his,3.8769476413726807
OneEmbedding,had remembered,hasn't watched,63,63_FF_his,ff,MismatchMismatch,poss,Lisa had remembered that Diana hasn't watched,his,6.75529670715332
OneEmbedding,has claimed,would scan,64,64_MM_him,mm,MatchMatch,obj,Brett has claimed that Dennis would scan,him,6.497082233428955
OneEmbedding,has claimed,would scan,64,64_MF_him,mf,MatchMismatch,obj,Brett has claimed that Margaret would scan,him,4.987304210662842
OneEmbedding,has claimed,would scan,64,64_FM_him,fm,MismatchMatch,obj,Andrea has claimed that Dennis would scan,him,7.681217193603516
OneEmbedding,has claimed,would scan,64,64_FF_him,ff,MismatchMismatch,obj,Andrea has claimed that Margaret would scan,him,5.990516662597656
OneEmbedding,has claimed,would scan,64,64_MM_his,mm,MatchMatch,poss,Brett has claimed that Dennis would scan,his,3.611452579498291
OneEmbedding,has claimed,would scan,64,64_MF_his,mf,MatchMismatch,poss,Brett has claimed that Margaret would scan,his,3.909414052963257
OneEmbedding,has claimed,would scan,64,64_FM_his,fm,MismatchMatch,poss,Andrea has claimed that Dennis would scan,his,3.836038589477539
OneEmbedding,has claimed,would scan,64,64_FF_his,ff,MismatchMismatch,poss,Andrea has claimed that Margaret would scan,his,4.474215507507324
OneEmbedding,has said,had observed,65,65_MM_him,mm,MatchMatch,obj,Rodney has said that Lawrence had observed,him,4.974164962768555
OneEmbedding,has said,had observed,65,65_MF_him,mf,MatchMismatch,obj,Rodney has said that Bethany had observed,him,4.7379608154296875
OneEmbedding,has said,had observed,65,65_FM_him,fm,MismatchMatch,obj,Barbara has said that Lawrence had observed,him,5.477756500244141
OneEmbedding,has said,had observed,65,65_FF_him,ff,MismatchMismatch,obj,Barbara has said that Bethany had observed,him,5.0800652503967285
OneEmbedding,has said,had observed,65,65_MM_his,mm,MatchMatch,poss,Rodney has said that Lawrence had observed,his,5.341638088226318
OneEmbedding,has said,had observed,65,65_MF_his,mf,MatchMismatch,poss,Rodney has said that Bethany had observed,his,7.217408657073975
OneEmbedding,has said,had observed,65,65_FM_his,fm,MismatchMatch,poss,Barbara has said that Lawrence had observed,his,5.442114353179932
OneEmbedding,has said,had observed,65,65_FF_his,ff,MismatchMismatch,poss,Barbara has said that Bethany had observed,his,7.851360321044922
OneEmbedding,isn't remembering,understood,66,66_MM_him,mm,MatchMatch,obj,The nephew isn't remembering that Donald understood,him,4.694636344909668
OneEmbedding,isn't remembering,understood,66,66_MF_him,mf,MatchMismatch,obj,The nephew isn't remembering that this wife understood,him,3.6123290061950684
OneEmbedding,isn't remembering,understood,66,66_FM_him,fm,MismatchMatch,obj,Heidi isn't remembering that Donald understood,him,5.7739996910095215
OneEmbedding,isn't remembering,understood,66,66_FF_him,ff,MismatchMismatch,obj,Heidi isn't remembering that this wife understood,him,4.43351936340332
OneEmbedding,isn't remembering,understood,66,66_MM_his,mm,MatchMatch,poss,The nephew isn't remembering that Donald understood,his,4.541621685028076
OneEmbedding,isn't remembering,understood,66,66_MF_his,mf,MatchMismatch,poss,The nephew isn't remembering that this wife understood,his,5.203550338745117
OneEmbedding,isn't remembering,understood,66,66_FM_his,fm,MismatchMatch,poss,Heidi isn't remembering that Donald understood,his,4.7190985679626465
OneEmbedding,isn't remembering,understood,66,66_FF_his,ff,MismatchMismatch,poss,Heidi isn't remembering that this wife understood,his,5.968409538269043
OneEmbedding,prays,is hiring,67,67_MM_him,mm,MatchMatch,obj,Donald prays that Dennis is hiring,him,5.551982879638672
OneEmbedding,prays,is hiring,67,67_MF_him,mf,MatchMismatch,obj,Donald prays that Elaine is hiring,him,5.707846641540527
OneEmbedding,prays,is hiring,67,67_FM_him,fm,MismatchMatch,obj,Ellen prays that Dennis is hiring,him,6.368021011352539
OneEmbedding,prays,is hiring,67,67_FF_him,ff,MismatchMismatch,obj,Ellen prays that Elaine is hiring,him,6.1474199295043945
OneEmbedding,prays,is hiring,67,67_MM_his,mm,MatchMatch,poss,Donald prays that Dennis is hiring,his,5.645518779754639
OneEmbedding,prays,is hiring,67,67_MF_his,mf,MatchMismatch,poss,Donald prays that Elaine is hiring,his,8.455581665039062
OneEmbedding,prays,is hiring,67,67_FM_his,fm,MismatchMatch,poss,Ellen prays that Dennis is hiring,his,5.948437690734863
OneEmbedding,prays,is hiring,67,67_FF_his,ff,MismatchMismatch,poss,Ellen prays that Elaine is hiring,his,8.676676750183105
OneEmbedding,hated,hadn't embarrassed,68,68_MM_him,mm,MatchMatch,obj,Jeffrey hated that this grandson hadn't embarrassed,him,1.6842464208602905
OneEmbedding,hated,hadn't embarrassed,68,68_MF_him,mf,MatchMismatch,obj,Jeffrey hated that Sharon hadn't embarrassed,him,1.1428484916687012
OneEmbedding,hated,hadn't embarrassed,68,68_FM_him,fm,MismatchMatch,obj,The ex-wife hated that this grandson hadn't embarrassed,him,3.1137802600860596
OneEmbedding,hated,hadn't embarrassed,68,68_FF_him,ff,MismatchMismatch,obj,The ex-wife hated that Sharon hadn't embarrassed,him,2.2453296184539795
OneEmbedding,hated,hadn't embarrassed,68,68_MM_his,mm,MatchMatch,poss,Jeffrey hated that this grandson hadn't embarrassed,his,2.982001304626465
OneEmbedding,hated,hadn't embarrassed,68,68_MF_his,mf,MatchMismatch,poss,Jeffrey hated that Sharon hadn't embarrassed,his,5.076206207275391
OneEmbedding,hated,hadn't embarrassed,68,68_FM_his,fm,MismatchMatch,poss,The ex-wife hated that this grandson hadn't embarrassed,his,4.052792549133301
OneEmbedding,hated,hadn't embarrassed,68,68_FF_his,ff,MismatchMismatch,poss,The ex-wife hated that Sharon hadn't embarrassed,his,7.152266979217529
OneEmbedding,had insisted,had thought about,69,69_MM_him,mm,MatchMatch,obj,Jeffrey had insisted that Noah had thought about,him,5.243967056274414
OneEmbedding,had insisted,had thought about,69,69_MF_him,mf,MatchMismatch,obj,Jeffrey had insisted that Erin had thought about,him,4.578962802886963
OneEmbedding,had insisted,had thought about,69,69_FM_him,fm,MismatchMatch,obj,The wife had insisted that Noah had thought about,him,5.134529113769531
OneEmbedding,had insisted,had thought about,69,69_FF_him,ff,MismatchMismatch,obj,The wife had insisted that Erin had thought about,him,4.040959358215332
OneEmbedding,had insisted,had thought about,69,69_MM_his,mm,MatchMatch,poss,Jeffrey had insisted that Noah had thought about,his,4.798659801483154
OneEmbedding,had insisted,had thought about,69,69_MF_his,mf,MatchMismatch,poss,Jeffrey had insisted that Erin had thought about,his,6.103058338165283
OneEmbedding,had insisted,had thought about,69,69_FM_his,fm,MismatchMatch,poss,The wife had insisted that Noah had thought about,his,4.786644458770752
OneEmbedding,had insisted,had thought about,69,69_FF_his,ff,MismatchMismatch,poss,The wife had insisted that Erin had thought about,his,6.387740135192871
OneEmbedding,isn't saying,hasn't impressed,70,70_MM_him,mm,MatchMatch,obj,Travis isn't saying that that ex-boyfriend hasn't impressed,him,2.515692710876465
OneEmbedding,isn't saying,hasn't impressed,70,70_MF_him,mf,MatchMismatch,obj,Travis isn't saying that this actress hasn't impressed,him,2.328139066696167
OneEmbedding,isn't saying,hasn't impressed,70,70_FM_him,fm,MismatchMatch,obj,Lisa isn't saying that that ex-boyfriend hasn't impressed,him,2.9525163173675537
OneEmbedding,isn't saying,hasn't impressed,70,70_FF_him,ff,MismatchMismatch,obj,Lisa isn't saying that this actress hasn't impressed,him,2.510589122772217
OneEmbedding,isn't saying,hasn't impressed,70,70_MM_his,mm,MatchMatch,poss,Travis isn't saying that that ex-boyfriend hasn't impressed,his,5.106077194213867
OneEmbedding,isn't saying,hasn't impressed,70,70_MF_his,mf,MatchMismatch,poss,Travis isn't saying that this actress hasn't impressed,his,6.053445339202881
OneEmbedding,isn't saying,hasn't impressed,70,70_FM_his,fm,MismatchMatch,poss,Lisa isn't saying that that ex-boyfriend hasn't impressed,his,5.511956691741943
OneEmbedding,isn't saying,hasn't impressed,70,70_FF_his,ff,MismatchMismatch,poss,Lisa isn't saying that this actress hasn't impressed,his,6.673470973968506
OneEmbedding,reveals,had thought about,71,71_MM_him,mm,MatchMatch,obj,Vincent reveals that Adam had thought about,him,6.0980658531188965
OneEmbedding,reveals,had thought about,71,71_MF_him,mf,MatchMismatch,obj,Vincent reveals that Elaine had thought about,him,5.295719146728516
OneEmbedding,reveals,had thought about,71,71_FM_him,fm,MismatchMatch,obj,Veronica reveals that Adam had thought about,him,5.485042572021484
OneEmbedding,reveals,had thought about,71,71_FF_him,ff,MismatchMismatch,obj,Veronica reveals that Elaine had thought about,him,4.012895107269287
OneEmbedding,reveals,had thought about,71,71_MM_his,mm,MatchMatch,poss,Vincent reveals that Adam had thought about,his,4.41937780380249
OneEmbedding,reveals,had thought about,71,71_MF_his,mf,MatchMismatch,poss,Vincent reveals that Elaine had thought about,his,6.464199066162109
OneEmbedding,reveals,had thought about,71,71_FM_his,fm,MismatchMatch,poss,Veronica reveals that Adam had thought about,his,4.697645664215088
OneEmbedding,reveals,had thought about,71,71_FF_his,ff,MismatchMismatch,poss,Veronica reveals that Elaine had thought about,his,5.908956527709961
OneEmbedding,was writing,catches,72,72_MM_him,mm,MatchMatch,obj,Mitchell was writing that Gary catches,him,4.917290687561035
OneEmbedding,was writing,catches,72,72_MF_him,mf,MatchMismatch,obj,Mitchell was writing that Susan catches,him,4.885180950164795
OneEmbedding,was writing,catches,72,72_FM_him,fm,MismatchMatch,obj,Judy was writing that Gary catches,him,4.663848400115967
OneEmbedding,was writing,catches,72,72_FF_him,ff,MismatchMismatch,obj,Judy was writing that Susan catches,him,4.361114025115967
OneEmbedding,was writing,catches,72,72_MM_his,mm,MatchMatch,poss,Mitchell was writing that Gary catches,his,5.088141918182373
OneEmbedding,was writing,catches,72,72_MF_his,mf,MatchMismatch,poss,Mitchell was writing that Susan catches,his,6.797666549682617
OneEmbedding,was writing,catches,72,72_FM_his,fm,MismatchMatch,poss,Judy was writing that Gary catches,his,4.642336845397949
OneEmbedding,was writing,catches,72,72_FF_his,ff,MismatchMismatch,poss,Judy was writing that Susan catches,his,6.517091751098633
OneEmbedding,shouldn't imagine,is holding,73,73_MM_him,mm,MatchMatch,obj,Thomas shouldn't imagine that Paul is holding,him,6.603058338165283
OneEmbedding,shouldn't imagine,is holding,73,73_MF_him,mf,MatchMismatch,obj,Thomas shouldn't imagine that Carolyn is holding,him,6.178094863891602
OneEmbedding,shouldn't imagine,is holding,73,73_FM_him,fm,MismatchMatch,obj,That sister shouldn't imagine that Paul is holding,him,6.349887847900391
OneEmbedding,shouldn't imagine,is holding,73,73_FF_him,ff,MismatchMismatch,obj,That sister shouldn't imagine that Carolyn is holding,him,6.0996246337890625
OneEmbedding,shouldn't imagine,is holding,73,73_MM_his,mm,MatchMatch,poss,Thomas shouldn't imagine that Paul is holding,his,4.277750015258789
OneEmbedding,shouldn't imagine,is holding,73,73_MF_his,mf,MatchMismatch,poss,Thomas shouldn't imagine that Carolyn is holding,his,7.988356590270996
OneEmbedding,shouldn't imagine,is holding,73,73_FM_his,fm,MismatchMatch,poss,That sister shouldn't imagine that Paul is holding,his,4.462918758392334
OneEmbedding,shouldn't imagine,is holding,73,73_FF_his,ff,MismatchMismatch,poss,That sister shouldn't imagine that Carolyn is holding,his,7.795074939727783
OneEmbedding,hasn't loved,doesn't talk to,74,74_MM_him,mm,MatchMatch,obj,Timothy hasn't loved that Curtis doesn't talk to,him,2.4875338077545166
OneEmbedding,hasn't loved,doesn't talk to,74,74_MF_him,mf,MatchMismatch,obj,Timothy hasn't loved that Kendra doesn't talk to,him,3.0259854793548584
OneEmbedding,hasn't loved,doesn't talk to,74,74_FM_him,fm,MismatchMatch,obj,Valerie hasn't loved that Curtis doesn't talk to,him,2.726580858230591
OneEmbedding,hasn't loved,doesn't talk to,74,74_FF_him,ff,MismatchMismatch,obj,Valerie hasn't loved that Kendra doesn't talk to,him,3.7172374725341797
OneEmbedding,hasn't loved,doesn't talk to,74,74_MM_his,mm,MatchMatch,poss,Timothy hasn't loved that Curtis doesn't talk to,his,5.004466533660889
OneEmbedding,hasn't loved,doesn't talk to,74,74_MF_his,mf,MatchMismatch,poss,Timothy hasn't loved that Kendra doesn't talk to,his,7.348245620727539
OneEmbedding,hasn't loved,doesn't talk to,74,74_FM_his,fm,MismatchMatch,poss,Valerie hasn't loved that Curtis doesn't talk to,his,4.308416843414307
OneEmbedding,hasn't loved,doesn't talk to,74,74_FF_his,ff,MismatchMismatch,poss,Valerie hasn't loved that Kendra doesn't talk to,his,7.338014125823975
OneEmbedding,suggests,has understood,75,75_MM_him,mm,MatchMatch,obj,That ex-husband suggests that this boy has understood,him,6.567075729370117
OneEmbedding,suggests,has understood,75,75_MF_him,mf,MatchMismatch,obj,That ex-husband suggests that Emily has understood,him,4.878559589385986
OneEmbedding,suggests,has understood,75,75_FM_him,fm,MismatchMatch,obj,Martha suggests that this boy has understood,him,6.777113914489746
OneEmbedding,suggests,has understood,75,75_FF_him,ff,MismatchMismatch,obj,Martha suggests that Emily has understood,him,6.236298084259033
OneEmbedding,suggests,has understood,75,75_MM_his,mm,MatchMatch,poss,That ex-husband suggests that this boy has understood,his,3.513998031616211
OneEmbedding,suggests,has understood,75,75_MF_his,mf,MatchMismatch,poss,That ex-husband suggests that Emily has understood,his,4.498486042022705
OneEmbedding,suggests,has understood,75,75_FM_his,fm,MismatchMatch,poss,Martha suggests that this boy has understood,his,4.026279449462891
OneEmbedding,suggests,has understood,75,75_FF_his,ff,MismatchMismatch,poss,Martha suggests that Emily has understood,his,6.493303298950195
OneEmbedding,conceals,wouldn't hide,76,76_MM_him,mm,MatchMatch,obj,Richard conceals that Walter wouldn't hide,him,6.537246227264404
OneEmbedding,conceals,wouldn't hide,76,76_MF_him,mf,MatchMismatch,obj,Richard conceals that Connie wouldn't hide,him,6.753232955932617
OneEmbedding,conceals,wouldn't hide,76,76_FM_him,fm,MismatchMatch,obj,Julie conceals that Walter wouldn't hide,him,7.019749164581299
