exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
simple,isn't teaching,274,274_M_him,m,Match,obj,Mark isn't teaching,him,9.802101135253906
simple,isn't teaching,274,274_M_his,m,Match,poss,Mark isn't teaching,his,4.707184314727783
simple,isn't teaching,274,274_F_him,f,Mismatch,obj,Florence isn't teaching,him,8.712671279907227
simple,isn't teaching,274,274_F_his,f,Mismatch,poss,Florence isn't teaching,his,6.902895927429199
simple,hasn't fought,275,275_M_him,m,Match,obj,Gary hasn't fought,him,7.9604811668396
simple,hasn't fought,275,275_M_his,m,Match,poss,Gary hasn't fought,his,5.839382171630859
simple,hasn't fought,275,275_F_him,f,Mismatch,obj,The grandmother hasn't fought,him,8.50196361541748
simple,hasn't fought,275,275_F_his,f,Mismatch,poss,The grandmother hasn't fought,his,11.077386856079102
simple,can't aggravate,276,276_M_him,m,Match,obj,The grandson can't aggravate,him,4.943549633026123
simple,can't aggravate,276,276_M_his,m,Match,poss,The grandson can't aggravate,his,2.4792532920837402
simple,can't aggravate,276,276_F_him,f,Mismatch,obj,Paula can't aggravate,him,5.539067268371582
simple,can't aggravate,276,276_F_his,f,Mismatch,poss,Paula can't aggravate,his,5.656611919403076
simple,wasn't describing,277,277_M_him,m,Match,obj,Dan wasn't describing,him,7.5625200271606445
simple,wasn't describing,277,277_M_his,m,Match,poss,Dan wasn't describing,his,3.3717336654663086
simple,wasn't describing,277,277_F_him,f,Mismatch,obj,Suzanne wasn't describing,him,6.860500812530518
simple,wasn't describing,277,277_F_his,f,Mismatch,poss,Suzanne wasn't describing,his,7.34855842590332
simple,can't impress,278,278_M_him,m,Match,obj,James can't impress,him,9.850008010864258
simple,can't impress,278,278_M_his,m,Match,poss,James can't impress,his,2.6717019081115723
simple,can't impress,278,278_F_him,f,Mismatch,obj,Carrie can't impress,him,6.691723823547363
simple,can't impress,278,278_F_his,f,Mismatch,poss,Carrie can't impress,his,9.115367889404297
simple,stunned,279,279_M_him,m,Match,obj,Scott stunned,him,6.674900531768799
simple,stunned,279,279_M_his,m,Match,poss,Scott stunned,his,4.993960380554199
simple,stunned,279,279_F_him,f,Mismatch,obj,Angela stunned,him,4.650146007537842
simple,stunned,279,279_F_his,f,Mismatch,poss,Angela stunned,his,10.07508373260498
simple,disagreed with,280,280_M_him,m,Match,obj,This grandfather disagreed with,him,7.53183650970459
simple,disagreed with,280,280_M_his,m,Match,poss,This grandfather disagreed with,his,1.4037351608276367
simple,disagreed with,280,280_F_him,f,Mismatch,obj,The grandmother disagreed with,him,5.593847751617432
simple,disagreed with,280,280_F_his,f,Mismatch,poss,The grandmother disagreed with,his,5.595293998718262
simple,had worked with,281,281_M_him,m,Match,obj,George had worked with,him,6.158706188201904
simple,had worked with,281,281_M_his,m,Match,poss,George had worked with,his,5.138450622558594
simple,had worked with,281,281_F_him,f,Mismatch,obj,Carrie had worked with,him,5.918729305267334
simple,had worked with,281,281_F_his,f,Mismatch,poss,Carrie had worked with,his,8.536831855773926
simple,might criticize,282,282_M_him,m,Match,obj,Marcus might criticize,him,4.290184020996094
simple,might criticize,282,282_M_his,m,Match,poss,Marcus might criticize,his,3.8749332427978516
simple,might criticize,282,282_F_him,f,Mismatch,obj,Claire might criticize,him,4.522822380065918
simple,might criticize,282,282_F_his,f,Mismatch,poss,Claire might criticize,his,4.896224021911621
simple,won't lead,283,283_M_him,m,Match,obj,Curtis won't lead,him,9.666083335876465
simple,won't lead,283,283_M_his,m,Match,poss,Curtis won't lead,his,6.179210662841797
simple,won't lead,283,283_F_him,f,Mismatch,obj,Jessica won't lead,him,5.646942615509033
simple,won't lead,283,283_F_his,f,Mismatch,poss,Jessica won't lead,his,8.806404113769531
simple,bores,284,284_M_him,m,Match,obj,Bruce bores,him,7.317119598388672
simple,bores,284,284_M_his,m,Match,poss,Bruce bores,his,4.214422225952148
simple,bores,284,284_F_him,f,Mismatch,obj,The actress bores,him,6.096734046936035
simple,bores,284,284_F_his,f,Mismatch,poss,The actress bores,his,9.502730369567871
simple,hadn't annoyed,285,285_M_him,m,Match,obj,Jerry hadn't annoyed,him,2.5747482776641846
simple,hadn't annoyed,285,285_M_his,m,Match,poss,Jerry hadn't annoyed,his,4.688060283660889
simple,hadn't annoyed,285,285_F_him,f,Mismatch,obj,Heidi hadn't annoyed,him,2.7076334953308105
simple,hadn't annoyed,285,285_F_his,f,Mismatch,poss,Heidi hadn't annoyed,his,10.076678276062012
simple,was biting,286,286_M_him,m,Match,obj,Joel was biting,him,11.402462005615234
simple,was biting,286,286_M_his,m,Match,poss,Joel was biting,his,0.5433505773544312
simple,was biting,286,286_F_him,f,Mismatch,obj,Sandra was biting,him,11.14533805847168
simple,was biting,286,286_F_his,f,Mismatch,poss,Sandra was biting,his,7.40343713760376
simple,was appreciating,287,287_M_him,m,Match,obj,Robert was appreciating,him,10.138096809387207
simple,was appreciating,287,287_M_his,m,Match,poss,Robert was appreciating,his,3.9742960929870605
simple,was appreciating,287,287_F_him,f,Mismatch,obj,Heather was appreciating,him,8.190533638000488
simple,was appreciating,287,287_F_his,f,Mismatch,poss,Heather was appreciating,his,6.176197528839111
simple,won't discuss,288,288_M_him,m,Match,obj,Brian won't discuss,him,9.67971134185791
simple,won't discuss,288,288_M_his,m,Match,poss,Brian won't discuss,his,1.7044681310653687
simple,won't discuss,288,288_F_him,f,Mismatch,obj,Colleen won't discuss,him,8.393661499023438
simple,won't discuss,288,288_F_his,f,Mismatch,poss,Colleen won't discuss,his,5.6121506690979
simple,is aiding,289,289_M_him,m,Match,obj,Adam is aiding,him,9.347397804260254
simple,is aiding,289,289_M_his,m,Match,poss,Adam is aiding,his,3.3571653366088867
simple,is aiding,289,289_F_him,f,Mismatch,obj,Anna is aiding,him,7.0253119468688965
simple,is aiding,289,289_F_his,f,Mismatch,poss,Anna is aiding,his,7.766327381134033
simple,hates,290,290_M_him,m,Match,obj,Paul hates,him,6.2376708984375
simple,hates,290,290_M_his,m,Match,poss,Paul hates,his,4.584426403045654
simple,hates,290,290_F_him,f,Mismatch,obj,Nicole hates,him,6.938982009887695
simple,hates,290,290_F_his,f,Mismatch,poss,Nicole hates,his,8.734063148498535
simple,shakes,291,291_M_him,m,Match,obj,Charles shakes,him,10.522209167480469
simple,shakes,291,291_M_his,m,Match,poss,Charles shakes,his,0.15452410280704498
simple,shakes,291,291_F_him,f,Mismatch,obj,Julia shakes,him,11.30295181274414
simple,shakes,291,291_F_his,f,Mismatch,poss,Julia shakes,his,8.262482643127441
simple,complained about,292,292_M_him,m,Match,obj,Steven complained about,him,9.247408866882324
simple,complained about,292,292_M_his,m,Match,poss,Steven complained about,his,3.2388951778411865
simple,complained about,292,292_F_him,f,Mismatch,obj,Tracy complained about,him,8.603487968444824
simple,complained about,292,292_F_his,f,Mismatch,poss,Tracy complained about,his,4.648550987243652
simple,knows,293,293_M_him,m,Match,obj,George knows,him,8.235041618347168
simple,knows,293,293_M_his,m,Match,poss,George knows,his,4.20086145401001
simple,knows,293,293_F_him,f,Mismatch,obj,That wife knows,him,6.442179203033447
simple,knows,293,293_F_his,f,Mismatch,poss,That wife knows,his,8.02633285522461
simple,is examining,294,294_M_him,m,Match,obj,Joseph is examining,him,10.748777389526367
simple,is examining,294,294_M_his,m,Match,poss,Joseph is examining,his,3.9441781044006348
simple,is examining,294,294_F_him,f,Mismatch,obj,Carmen is examining,him,10.969498634338379
simple,is examining,294,294_F_his,f,Mismatch,poss,Carmen is examining,his,7.622768402099609
simple,will sound like,295,295_M_him,m,Match,obj,Brian will sound like,him,8.188677787780762
simple,will sound like,295,295_M_his,m,Match,poss,Brian will sound like,his,6.3134446144104
simple,will sound like,295,295_F_him,f,Mismatch,obj,Valerie will sound like,him,11.097661972045898
simple,will sound like,295,295_F_his,f,Mismatch,poss,Valerie will sound like,his,9.969971656799316
simple,astounded,296,296_M_him,m,Match,obj,Chad astounded,him,6.084384918212891
simple,astounded,296,296_M_his,m,Match,poss,Chad astounded,his,4.0731892585754395
simple,astounded,296,296_F_him,f,Mismatch,obj,The grandmother astounded,him,5.725919246673584
simple,astounded,296,296_F_his,f,Mismatch,poss,The grandmother astounded,his,9.181442260742188
simple,hadn't sounded like,297,297_M_him,m,Match,obj,This boy hadn't sounded like,him,8.647505760192871
simple,hadn't sounded like,297,297_M_his,m,Match,poss,This boy hadn't sounded like,his,6.438961505889893
simple,hadn't sounded like,297,297_F_him,f,Mismatch,obj,Anne hadn't sounded like,him,9.569196701049805
simple,hadn't sounded like,297,297_F_his,f,Mismatch,poss,Anne hadn't sounded like,his,7.347027778625488
simple,was criticizing,298,298_M_him,m,Match,obj,The ex-boyfriend was criticizing,him,7.767528533935547
simple,was criticizing,298,298_M_his,m,Match,poss,The ex-boyfriend was criticizing,his,4.090925693511963
simple,was criticizing,298,298_F_him,f,Mismatch,obj,Tracy was criticizing,him,5.8738226890563965
simple,was criticizing,298,298_F_his,f,Mismatch,poss,Tracy was criticizing,his,4.390156269073486
simple,harmed,299,299_M_him,m,Match,obj,Curtis harmed,him,7.027683734893799
simple,harmed,299,299_M_his,m,Match,poss,Curtis harmed,his,3.2803003787994385
simple,harmed,299,299_F_him,f,Mismatch,obj,Veronica harmed,him,6.024690628051758
simple,harmed,299,299_F_his,f,Mismatch,poss,Veronica harmed,his,7.172973155975342
simple,hasn't approached,300,300_M_him,m,Match,obj,Stephen hasn't approached,him,5.7043561935424805
simple,hasn't approached,300,300_M_his,m,Match,poss,Stephen hasn't approached,his,5.11470365524292
simple,hasn't approached,300,300_F_him,f,Mismatch,obj,This dancer hasn't approached,him,6.502583026885986
simple,hasn't approached,300,300_F_his,f,Mismatch,poss,This dancer hasn't approached,his,6.072681903839111
simple,won't boast about,301,301_M_him,m,Match,obj,Andrew won't boast about,him,11.598743438720703
simple,won't boast about,301,301_M_his,m,Match,poss,Andrew won't boast about,his,1.313543438911438
simple,won't boast about,301,301_F_him,f,Mismatch,obj,Paula won't boast about,him,12.894359588623047
simple,won't boast about,301,301_F_his,f,Mismatch,poss,Paula won't boast about,his,7.5689287185668945
simple,wasn't embarrassing,302,302_M_him,m,Match,obj,Alexander wasn't embarrassing,him,6.5042572021484375
simple,wasn't embarrassing,302,302_M_his,m,Match,poss,Alexander wasn't embarrassing,his,6.111221790313721
simple,wasn't embarrassing,302,302_F_him,f,Mismatch,obj,Sarah wasn't embarrassing,him,7.791266918182373
simple,wasn't embarrassing,302,302_F_his,f,Mismatch,poss,Sarah wasn't embarrassing,his,12.249720573425293
simple,bites,303,303_M_him,m,Match,obj,Frank bites,him,6.666404724121094
simple,bites,303,303_M_his,m,Match,poss,Frank bites,his,0.8812626600265503
simple,bites,303,303_F_him,f,Mismatch,obj,Cheryl bites,him,8.667839050292969
simple,bites,303,303_F_his,f,Mismatch,poss,Cheryl bites,his,6.695611953735352
simple,can help,304,304_M_him,m,Match,obj,Brett can help,him,7.923090934753418
simple,can help,304,304_M_his,m,Match,poss,Brett can help,his,7.994772911071777
simple,can help,304,304_F_him,f,Mismatch,obj,Deanna can help,him,8.660393714904785
simple,can help,304,304_F_his,f,Mismatch,poss,Deanna can help,his,12.071215629577637
simple,should talk about,305,305_M_him,m,Match,obj,Gregory should talk about,him,9.937384605407715
simple,should talk about,305,305_M_his,m,Match,poss,Gregory should talk about,his,2.036952495574951
simple,should talk about,305,305_F_him,f,Mismatch,obj,Cheryl should talk about,him,12.301016807556152
simple,should talk about,305,305_F_his,f,Mismatch,poss,Cheryl should talk about,his,8.940214157104492
simple,wouldn't reveal,306,306_M_him,m,Match,obj,Benjamin wouldn't reveal,him,12.055289268493652
simple,wouldn't reveal,306,306_M_his,m,Match,poss,Benjamin wouldn't reveal,his,2.3895249366760254
simple,wouldn't reveal,306,306_F_him,f,Mismatch,obj,Amelia wouldn't reveal,him,11.007224082946777
simple,wouldn't reveal,306,306_F_his,f,Mismatch,poss,Amelia wouldn't reveal,his,5.890223979949951
simple,can't shoot,307,307_M_him,m,Match,obj,Thomas can't shoot,him,11.413756370544434
simple,can't shoot,307,307_M_his,m,Match,poss,Thomas can't shoot,his,8.4856538772583
simple,can't shoot,307,307_F_him,f,Mismatch,obj,Diane can't shoot,him,8.643621444702148
simple,can't shoot,307,307_F_his,f,Mismatch,poss,Diane can't shoot,his,8.414132118225098
simple,has questioned,308,308_M_him,m,Match,obj,Timothy has questioned,him,8.11043930053711
simple,has questioned,308,308_M_his,m,Match,poss,Timothy has questioned,his,4.431521415710449
simple,has questioned,308,308_F_him,f,Mismatch,obj,Irene has questioned,him,7.051513671875
simple,has questioned,308,308_F_his,f,Mismatch,poss,Irene has questioned,his,6.881715297698975
simple,didn't hide,309,309_M_him,m,Match,obj,The ex-boyfriend didn't hide,him,11.485100746154785
simple,didn't hide,309,309_M_his,m,Match,poss,The ex-boyfriend didn't hide,his,0.4634286165237427
simple,didn't hide,309,309_F_him,f,Mismatch,obj,Eva didn't hide,him,11.845361709594727
simple,didn't hide,309,309_F_his,f,Mismatch,poss,Eva didn't hide,his,6.654721260070801
simple,wasn't scanning,310,310_M_him,m,Match,obj,Martin wasn't scanning,him,7.528436183929443
simple,wasn't scanning,310,310_M_his,m,Match,poss,Martin wasn't scanning,his,4.646396160125732
simple,wasn't scanning,310,310_F_him,f,Mismatch,obj,That wife wasn't scanning,him,6.9014434814453125
simple,wasn't scanning,310,310_F_his,f,Mismatch,poss,That wife wasn't scanning,his,6.555131912231445
simple,isn't understanding,311,311_M_him,m,Match,obj,Patrick isn't understanding,him,10.421384811401367
simple,isn't understanding,311,311_M_his,m,Match,poss,Patrick isn't understanding,his,4.409078121185303
simple,isn't understanding,311,311_F_him,f,Mismatch,obj,Maria isn't understanding,him,8.449078559875488
simple,isn't understanding,311,311_F_his,f,Mismatch,poss,Maria isn't understanding,his,7.172514915466309
simple,has lost,312,312_M_him,m,Match,obj,James has lost,him,11.243796348571777
simple,has lost,312,312_M_his,m,Match,poss,James has lost,his,1.715166687965393
simple,has lost,312,312_F_him,f,Mismatch,obj,Ann has lost,him,10.668866157531738
simple,has lost,312,312_F_his,f,Mismatch,poss,Ann has lost,his,6.157719135284424
simple,upset,313,313_M_him,m,Match,obj,Joseph upset,him,6.163136005401611
simple,upset,313,313_M_his,m,Match,poss,Joseph upset,his,3.460665464401245
simple,upset,313,313_F_him,f,Mismatch,obj,Cheryl upset,him,6.8904290199279785
simple,upset,313,313_F_his,f,Mismatch,poss,Cheryl upset,his,9.599625587463379
simple,had confused,314,314_M_him,m,Match,obj,Roger had confused,him,4.390981197357178
simple,had confused,314,314_M_his,m,Match,poss,Roger had confused,his,4.189911842346191
simple,had confused,314,314_F_him,f,Mismatch,obj,Jodi had confused,him,4.873428821563721
simple,had confused,314,314_F_his,f,Mismatch,poss,Jodi had confused,his,7.366630554199219
simple,draws,315,315_M_him,m,Match,obj,William draws,him,9.436959266662598
simple,draws,315,315_M_his,m,Match,poss,William draws,his,2.7044663429260254
simple,draws,315,315_F_him,f,Mismatch,obj,Lori draws,him,10.94306468963623
simple,draws,315,315_F_his,f,Mismatch,poss,Lori draws,his,8.671102523803711
simple,might heal,316,316_M_him,m,Match,obj,Lawrence might heal,him,7.149183750152588
simple,might heal,316,316_M_his,m,Match,poss,Lawrence might heal,his,4.61344575881958
simple,might heal,316,316_F_him,f,Mismatch,obj,The girlfriend might heal,him,5.249671936035156
simple,might heal,316,316_F_his,f,Mismatch,poss,The girlfriend might heal,his,5.419704437255859
simple,was curing,317,317_M_him,m,Match,obj,Joseph was curing,him,7.710630893707275
simple,was curing,317,317_M_his,m,Match,poss,Joseph was curing,his,2.954949378967285
simple,was curing,317,317_F_him,f,Mismatch,obj,Susan was curing,him,6.31627893447876
simple,was curing,317,317_F_his,f,Mismatch,poss,Susan was curing,his,5.615635871887207
simple,might leave,318,318_M_him,m,Match,obj,Donald might leave,him,7.916721820831299
simple,might leave,318,318_M_his,m,Match,poss,Donald might leave,his,4.425819396972656
simple,might leave,318,318_F_him,f,Mismatch,obj,Jennifer might leave,him,6.625813007354736
simple,might leave,318,318_F_his,f,Mismatch,poss,Jennifer might leave,his,8.019290924072266
simple,references,319,319_M_him,m,Match,obj,Noah references,him,9.295206069946289
simple,references,319,319_M_his,m,Match,poss,Noah references,his,5.713927745819092
simple,references,319,319_F_him,f,Mismatch,obj,Cynthia references,him,10.32642650604248
simple,references,319,319_F_his,f,Mismatch,poss,Cynthia references,his,9.631345748901367
simple,couldn't harm,320,320_M_him,m,Match,obj,Larry couldn't harm,him,4.362509250640869
simple,couldn't harm,320,320_M_his,m,Match,poss,Larry couldn't harm,his,4.630360126495361
simple,couldn't harm,320,320_F_him,f,Mismatch,obj,Renee couldn't harm,him,5.1117963790893555
simple,couldn't harm,320,320_F_his,f,Mismatch,poss,Renee couldn't harm,his,8.506468772888184
simple,wasn't revealing,321,321_M_him,m,Match,obj,Derek wasn't revealing,him,11.758101463317871
simple,wasn't revealing,321,321_M_his,m,Match,poss,Derek wasn't revealing,his,3.6214280128479004
simple,wasn't revealing,321,321_F_him,f,Mismatch,obj,Stacey wasn't revealing,him,12.87000560760498
simple,wasn't revealing,321,321_F_his,f,Mismatch,poss,Stacey wasn't revealing,his,5.719394683837891
simple,did aid,322,322_M_him,m,Match,obj,Guy did aid,him,5.709852695465088
simple,did aid,322,322_M_his,m,Match,poss,Guy did aid,his,5.4576263427734375
simple,did aid,322,322_F_him,f,Mismatch,obj,Emily did aid,him,5.517507553100586
simple,did aid,322,322_F_his,f,Mismatch,poss,Emily did aid,his,7.458905220031738
simple,shocks,323,323_M_him,m,Match,obj,Brian shocks,him,5.7534637451171875
simple,shocks,323,323_M_his,m,Match,poss,Brian shocks,his,3.373990297317505
simple,shocks,323,323_F_him,f,Mismatch,obj,Rebecca shocks,him,6.846105575561523
simple,shocks,323,323_F_his,f,Mismatch,poss,Rebecca shocks,his,10.439604759216309
simple,investigates,324,324_M_him,m,Match,obj,That boyfriend investigates,him,7.613016128540039
simple,investigates,324,324_M_his,m,Match,poss,That boyfriend investigates,his,3.8123459815979004
simple,investigates,324,324_F_him,f,Mismatch,obj,Monica investigates,him,11.887666702270508
simple,investigates,324,324_F_his,f,Mismatch,poss,Monica investigates,his,10.344354629516602
simple,does listen to,325,325_M_him,m,Match,obj,Charles does listen to,him,6.4699320793151855
simple,does listen to,325,325_M_his,m,Match,poss,Charles does listen to,his,2.8679542541503906
simple,does listen to,325,325_F_him,f,Mismatch,obj,That ex-wife does listen to,him,3.8301570415496826
simple,does listen to,325,325_F_his,f,Mismatch,poss,That ex-wife does listen to,his,5.599864482879639
simple,heard,326,326_M_him,m,Match,obj,Bill heard,him,6.402656078338623
simple,heard,326,326_M_his,m,Match,poss,Bill heard,his,4.935542583465576
simple,heard,326,326_F_him,f,Mismatch,obj,Mary heard,him,5.490388870239258
simple,heard,326,326_F_his,f,Mismatch,poss,Mary heard,his,5.088802337646484
simple,confuses,327,327_M_him,m,Match,obj,Charles confuses,him,6.872316837310791
simple,confuses,327,327_M_his,m,Match,poss,Charles confuses,his,3.9801504611968994
simple,confuses,327,327_F_him,f,Mismatch,obj,Bethany confuses,him,6.23753023147583
simple,confuses,327,327_F_his,f,Mismatch,poss,Bethany confuses,his,8.459466934204102
simple,hadn't cured,328,328_M_him,m,Match,obj,This husband hadn't cured,him,6.20989990234375
simple,hadn't cured,328,328_M_his,m,Match,poss,This husband hadn't cured,his,0.9754317402839661
simple,hadn't cured,328,328_F_him,f,Mismatch,obj,Leslie hadn't cured,him,3.666826009750366
simple,hadn't cured,328,328_F_his,f,Mismatch,poss,Leslie hadn't cured,his,3.748955249786377
simple,hid,329,329_M_him,m,Match,obj,Todd hid,him,10.432826042175293
simple,hid,329,329_M_his,m,Match,poss,Todd hid,his,1.938523292541504
simple,hid,329,329_F_him,f,Mismatch,obj,Claire hid,him,10.685096740722656
simple,hid,329,329_F_his,f,Mismatch,poss,Claire hid,his,7.336474895477295
simple,shot,330,330_M_him,m,Match,obj,This man shot,him,7.747616291046143
simple,shot,330,330_M_his,m,Match,poss,This man shot,his,4.238815784454346
simple,shot,330,330_F_him,f,Mismatch,obj,The lady shot,him,4.329228401184082
simple,shot,330,330_F_his,f,Mismatch,poss,The lady shot,his,9.317435264587402
simple,liked,331,331_M_him,m,Match,obj,Thomas liked,him,7.070216178894043
simple,liked,331,331_M_his,m,Match,poss,Thomas liked,his,3.9570109844207764
simple,liked,331,331_F_him,f,Mismatch,obj,Sabrina liked,him,6.91530179977417
simple,liked,331,331_F_his,f,Mismatch,poss,Sabrina liked,his,6.5565619468688965
simple,had insulted,332,332_M_him,m,Match,obj,Liam had insulted,him,3.4394583702087402
simple,had insulted,332,332_M_his,m,Match,poss,Liam had insulted,his,3.769895076751709
simple,had insulted,332,332_F_him,f,Mismatch,obj,Meredith had insulted,him,3.582712411880493
simple,had insulted,332,332_F_his,f,Mismatch,poss,Meredith had insulted,his,3.7554006576538086
simple,might lose,333,333_M_him,m,Match,obj,Joseph might lose,him,8.586082458496094
simple,might lose,333,333_M_his,m,Match,poss,Joseph might lose,his,0.806124210357666
simple,might lose,333,333_F_him,f,Mismatch,obj,Sheila might lose,him,12.519227027893066
simple,might lose,333,333_F_his,f,Mismatch,poss,Sheila might lose,his,6.5988898277282715
simple,remembered,334,334_M_him,m,Match,obj,That man remembered,him,5.733841419219971
simple,remembered,334,334_M_his,m,Match,poss,That man remembered,his,3.5435218811035156
simple,remembered,334,334_F_him,f,Mismatch,obj,Deanna remembered,him,6.69028377532959
simple,remembered,334,334_F_his,f,Mismatch,poss,Deanna remembered,his,6.395654201507568
simple,did annoy,335,335_M_him,m,Match,obj,Ronald did annoy,him,6.740283012390137
simple,did annoy,335,335_M_his,m,Match,poss,Ronald did annoy,his,3.1146202087402344
simple,did annoy,335,335_F_him,f,Mismatch,obj,The girl did annoy,him,3.179995059967041
simple,did annoy,335,335_F_his,f,Mismatch,poss,The girl did annoy,his,8.722393035888672
simple,isn't revealing,336,336_M_him,m,Match,obj,That nephew isn't revealing,him,10.692204475402832
simple,isn't revealing,336,336_M_his,m,Match,poss,That nephew isn't revealing,his,2.858175039291382
simple,isn't revealing,336,336_F_him,f,Mismatch,obj,That lady isn't revealing,him,12.929971694946289
simple,isn't revealing,336,336_F_his,f,Mismatch,poss,That lady isn't revealing,his,8.990740776062012
simple,met,337,337_M_him,m,Match,obj,Patrick met,him,5.554887294769287
simple,met,337,337_M_his,m,Match,poss,Patrick met,his,3.308469533920288
simple,met,337,337_F_him,f,Mismatch,obj,Teresa met,him,5.321413040161133
simple,met,337,337_F_his,f,Mismatch,poss,Teresa met,his,7.386363983154297
simple,might alarm,338,338_M_him,m,Match,obj,Carl might alarm,him,4.962275981903076
simple,might alarm,338,338_M_his,m,Match,poss,Carl might alarm,his,3.8382627964019775
simple,might alarm,338,338_F_him,f,Mismatch,obj,Helen might alarm,him,4.9822869300842285
simple,might alarm,338,338_F_his,f,Mismatch,poss,Helen might alarm,his,7.686350345611572
simple,didn't catch,339,339_M_him,m,Match,obj,William didn't catch,him,7.645715236663818
simple,didn't catch,339,339_M_his,m,Match,poss,William didn't catch,his,4.705486297607422
simple,didn't catch,339,339_F_him,f,Mismatch,obj,Emily didn't catch,him,7.3372015953063965
simple,didn't catch,339,339_F_his,f,Mismatch,poss,Emily didn't catch,his,4.514021873474121
simple,revealed,340,340_M_him,m,Match,obj,Travis revealed,him,12.426717758178711
simple,revealed,340,340_M_his,m,Match,poss,Travis revealed,his,3.4994089603424072
simple,revealed,340,340_F_him,f,Mismatch,obj,Dawn revealed,him,8.703604698181152
simple,revealed,340,340_F_his,f,Mismatch,poss,Dawn revealed,his,6.628596782684326
simple,wasn't discussing,341,341_M_him,m,Match,obj,This grandfather wasn't discussing,him,10.795352935791016
simple,wasn't discussing,341,341_M_his,m,Match,poss,This grandfather wasn't discussing,his,2.4261081218719482
simple,wasn't discussing,341,341_F_him,f,Mismatch,obj,Sabrina wasn't discussing,him,9.031712532043457
simple,wasn't discussing,341,341_F_his,f,Mismatch,poss,Sabrina wasn't discussing,his,6.723771572113037
simple,bothered,342,342_M_him,m,Match,obj,Derek bothered,him,3.7148430347442627
simple,bothered,342,342_M_his,m,Match,poss,Derek bothered,his,6.199071407318115
simple,bothered,342,342_F_him,f,Mismatch,obj,Kristen bothered,him,4.140083312988281
simple,bothered,342,342_F_his,f,Mismatch,poss,Kristen bothered,his,9.19168472290039
simple,wasn't discussing,343,343_M_him,m,Match,obj,Rodney wasn't discussing,him,9.463845252990723
simple,wasn't discussing,343,343_M_his,m,Match,poss,Rodney wasn't discussing,his,1.7199820280075073
simple,wasn't discussing,343,343_F_him,f,Mismatch,obj,Eva wasn't discussing,him,8.014360427856445
simple,wasn't discussing,343,343_F_his,f,Mismatch,poss,Eva wasn't discussing,his,6.024569511413574
simple,had held,344,344_M_him,m,Match,obj,Mark had held,him,7.0846662521362305
simple,had held,344,344_M_his,m,Match,poss,Mark had held,his,2.965021848678589
simple,had held,344,344_F_him,f,Mismatch,obj,Christine had held,him,7.099438190460205
simple,had held,344,344_F_his,f,Mismatch,poss,Christine had held,his,7.878750801086426
simple,bothers,345,345_M_him,m,Match,obj,This ex-husband bothers,him,7.3169074058532715
simple,bothers,345,345_M_his,m,Match,poss,This ex-husband bothers,his,3.284461259841919
simple,bothers,345,345_F_him,f,Mismatch,obj,Vanessa bothers,him,4.934368133544922
simple,bothers,345,345_F_his,f,Mismatch,poss,Vanessa bothers,his,9.76353645324707
simple,confused,346,346_M_him,m,Match,obj,This guy confused,him,9.8585786819458
simple,confused,346,346_M_his,m,Match,poss,This guy confused,his,4.787418842315674
simple,confused,346,346_F_him,f,Mismatch,obj,Connie confused,him,4.711085319519043
simple,confused,346,346_F_his,f,Mismatch,poss,Connie confused,his,5.7579665184021
simple,doesn't alarm,347,347_M_him,m,Match,obj,Derek doesn't alarm,him,5.30024528503418
simple,doesn't alarm,347,347_M_his,m,Match,poss,Derek doesn't alarm,his,7.233087539672852
simple,doesn't alarm,347,347_F_him,f,Mismatch,obj,Emily doesn't alarm,him,4.894022464752197
simple,doesn't alarm,347,347_F_his,f,Mismatch,poss,Emily doesn't alarm,his,10.116751670837402
simple,hears,348,348_M_him,m,Match,obj,Dennis hears,him,8.837712287902832
simple,hears,348,348_M_his,m,Match,poss,Dennis hears,his,4.119609832763672
simple,hears,348,348_F_him,f,Mismatch,obj,Elaine hears,him,7.057322025299072
simple,hears,348,348_F_his,f,Mismatch,poss,Elaine hears,his,7.373336315155029
simple,approaches,349,349_M_him,m,Match,obj,Rodney approaches,him,5.424725532531738
simple,approaches,349,349_M_his,m,Match,poss,Rodney approaches,his,3.973848581314087
simple,approaches,349,349_F_him,f,Mismatch,obj,Margaret approaches,him,5.607681751251221
simple,approaches,349,349_F_his,f,Mismatch,poss,Margaret approaches,his,8.953997611999512
simple,had forgotten,350,350_M_him,m,Match,obj,Peter had forgotten,him,9.814048767089844
simple,had forgotten,350,350_M_his,m,Match,poss,Peter had forgotten,his,3.6937408447265625
simple,had forgotten,350,350_F_him,f,Mismatch,obj,Sally had forgotten,him,11.252315521240234
simple,had forgotten,350,350_F_his,f,Mismatch,poss,Sally had forgotten,his,8.747438430786133
simple,wasn't appreciating,351,351_M_him,m,Match,obj,James wasn't appreciating,him,9.587179183959961
simple,wasn't appreciating,351,351_M_his,m,Match,poss,James wasn't appreciating,his,4.002500057220459
simple,wasn't appreciating,351,351_F_him,f,Mismatch,obj,Cindy wasn't appreciating,him,8.113224983215332
simple,wasn't appreciating,351,351_F_his,f,Mismatch,poss,Cindy wasn't appreciating,his,4.023283004760742
simple,hadn't worked with,352,352_M_him,m,Match,obj,Andrew hadn't worked with,him,5.661585807800293
