exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
simple,shoots,254,254_F_him,f,Mismatch,obj,That niece shoots,him,3.7803778648376465
simple,shoots,254,254_F_his,f,Mismatch,poss,That niece shoots,his,7.344695091247559
simple,couldn't discover,255,255_M_him,m,Match,obj,That husband couldn't discover,him,9.115849494934082
simple,couldn't discover,255,255_M_his,m,Match,poss,That husband couldn't discover,his,3.5996363162994385
simple,couldn't discover,255,255_F_him,f,Mismatch,obj,Julie couldn't discover,him,8.039985656738281
simple,couldn't discover,255,255_F_his,f,Mismatch,poss,Julie couldn't discover,his,6.013881206512451
simple,won't lose,256,256_M_him,m,Match,obj,Eric won't lose,him,8.06470012664795
simple,won't lose,256,256_M_his,m,Match,poss,Eric won't lose,his,2.303495168685913
simple,won't lose,256,256_F_him,f,Mismatch,obj,Florence won't lose,him,6.788218975067139
simple,won't lose,256,256_F_his,f,Mismatch,poss,Florence won't lose,his,4.951840877532959
simple,isn't hiring,257,257_M_him,m,Match,obj,Thomas isn't hiring,him,5.524148464202881
simple,isn't hiring,257,257_M_his,m,Match,poss,Thomas isn't hiring,his,7.542416095733643
simple,isn't hiring,257,257_F_him,f,Mismatch,obj,Eva isn't hiring,him,6.703880310058594
simple,isn't hiring,257,257_F_his,f,Mismatch,poss,Eva isn't hiring,his,9.125813484191895
simple,won't kiss,258,258_M_him,m,Match,obj,Keith won't kiss,him,5.133720397949219
simple,won't kiss,258,258_M_his,m,Match,poss,Keith won't kiss,his,4.353475093841553
simple,won't kiss,258,258_F_him,f,Mismatch,obj,Elizabeth won't kiss,him,3.307391405105591
simple,won't kiss,258,258_F_his,f,Mismatch,poss,Elizabeth won't kiss,his,5.749302864074707
simple,wasn't hiding,259,259_M_him,m,Match,obj,That brother wasn't hiding,him,8.393414497375488
simple,wasn't hiding,259,259_M_his,m,Match,poss,That brother wasn't hiding,his,4.768801212310791
simple,wasn't hiding,259,259_F_him,f,Mismatch,obj,Tamara wasn't hiding,him,7.8752827644348145
simple,wasn't hiding,259,259_F_his,f,Mismatch,poss,Tamara wasn't hiding,his,3.403458833694458
simple,leaves,260,260_M_him,m,Match,obj,Jeffrey leaves,him,7.005855083465576
simple,leaves,260,260_M_his,m,Match,poss,Jeffrey leaves,his,4.066091060638428
simple,leaves,260,260_F_him,f,Mismatch,obj,Laura leaves,him,6.253808975219727
simple,leaves,260,260_F_his,f,Mismatch,poss,Laura leaves,his,6.512834072113037
simple,might help,261,261_M_him,m,Match,obj,Christopher might help,him,5.110469341278076
simple,might help,261,261_M_his,m,Match,poss,Christopher might help,his,6.85704231262207
simple,might help,261,261_F_him,f,Mismatch,obj,Florence might help,him,5.026853084564209
simple,might help,261,261_F_his,f,Mismatch,poss,Florence might help,his,7.524426460266113
simple,remembers,262,262_M_him,m,Match,obj,Derek remembers,him,6.665407657623291
simple,remembers,262,262_M_his,m,Match,poss,Derek remembers,his,4.32798433303833
simple,remembers,262,262_F_him,f,Mismatch,obj,Ellen remembers,him,6.932485580444336
simple,remembers,262,262_F_his,f,Mismatch,poss,Ellen remembers,his,5.47066068649292
simple,thinks about,263,263_M_him,m,Match,obj,Curtis thinks about,him,6.952724456787109
simple,thinks about,263,263_M_his,m,Match,poss,Curtis thinks about,his,4.444034576416016
simple,thinks about,263,263_F_him,f,Mismatch,obj,Claire thinks about,him,5.833436965942383
simple,thinks about,263,263_F_his,f,Mismatch,poss,Claire thinks about,his,5.794835567474365
simple,hadn't upset,264,264_M_him,m,Match,obj,Adam hadn't upset,him,2.8059167861938477
simple,hadn't upset,264,264_M_his,m,Match,poss,Adam hadn't upset,his,4.491346836090088
simple,hadn't upset,264,264_F_him,f,Mismatch,obj,Sally hadn't upset,him,2.9968347549438477
simple,hadn't upset,264,264_F_his,f,Mismatch,poss,Sally hadn't upset,his,6.352043151855469
simple,visits,265,265_M_him,m,Match,obj,Alexander visits,him,7.127462387084961
simple,visits,265,265_M_his,m,Match,poss,Alexander visits,his,5.245240211486816
simple,visits,265,265_F_him,f,Mismatch,obj,Ann visits,him,7.907018661499023
simple,visits,265,265_F_his,f,Mismatch,poss,Ann visits,his,5.478689193725586
simple,has concealed,266,266_M_him,m,Match,obj,This guy has concealed,him,10.514981269836426
simple,has concealed,266,266_M_his,m,Match,poss,This guy has concealed,his,2.734640598297119
simple,has concealed,266,266_F_him,f,Mismatch,obj,Amanda has concealed,him,9.15505599975586
simple,has concealed,266,266_F_his,f,Mismatch,poss,Amanda has concealed,his,5.216813087463379
simple,shocks,267,267_M_him,m,Match,obj,Curtis shocks,him,5.986151695251465
simple,shocks,267,267_M_his,m,Match,poss,Curtis shocks,his,4.365992546081543
simple,shocks,267,267_F_him,f,Mismatch,obj,Sally shocks,him,5.910408020019531
simple,shocks,267,267_F_his,f,Mismatch,poss,Sally shocks,his,6.692898273468018
simple,will hinder,268,268_M_him,m,Match,obj,Paul will hinder,him,5.666425704956055
simple,will hinder,268,268_M_his,m,Match,poss,Paul will hinder,his,4.140815734863281
simple,will hinder,268,268_F_him,f,Mismatch,obj,That daughter will hinder,him,4.664379119873047
simple,will hinder,268,268_F_his,f,Mismatch,poss,That daughter will hinder,his,5.651113986968994
simple,had exposed,269,269_M_him,m,Match,obj,That ex-boyfriend had exposed,him,4.725755214691162
simple,had exposed,269,269_M_his,m,Match,poss,That ex-boyfriend had exposed,his,2.554414987564087
simple,had exposed,269,269_F_him,f,Mismatch,obj,The woman had exposed,him,5.045635223388672
simple,had exposed,269,269_F_his,f,Mismatch,poss,The woman had exposed,his,5.705432415008545
simple,fights,270,270_M_him,m,Match,obj,Scott fights,him,6.50213098526001
simple,fights,270,270_M_his,m,Match,poss,Scott fights,his,5.298868656158447
simple,fights,270,270_F_him,f,Mismatch,obj,Sarah fights,him,6.793118000030518
simple,fights,270,270_F_his,f,Mismatch,poss,Sarah fights,his,8.684553146362305
simple,had embarrassed,271,271_M_him,m,Match,obj,Charles had embarrassed,him,2.779226064682007
simple,had embarrassed,271,271_M_his,m,Match,poss,Charles had embarrassed,his,4.635669708251953
simple,had embarrassed,271,271_F_him,f,Mismatch,obj,Diane had embarrassed,him,3.335491418838501
simple,had embarrassed,271,271_F_his,f,Mismatch,poss,Diane had embarrassed,his,6.754506587982178
simple,can't dislike,272,272_M_him,m,Match,obj,Curtis can't dislike,him,5.262876033782959
simple,can't dislike,272,272_M_his,m,Match,poss,Curtis can't dislike,his,5.062814712524414
simple,can't dislike,272,272_F_him,f,Mismatch,obj,Dawn can't dislike,him,4.64409065246582
simple,can't dislike,272,272_F_his,f,Mismatch,poss,Dawn can't dislike,his,7.709828853607178
simple,boasts about,273,273_M_him,m,Match,obj,Patrick boasts about,him,7.855865955352783
simple,boasts about,273,273_M_his,m,Match,poss,Patrick boasts about,his,1.9669376611709595
simple,boasts about,273,273_F_him,f,Mismatch,obj,Carrie boasts about,him,7.368930339813232
simple,boasts about,273,273_F_his,f,Mismatch,poss,Carrie boasts about,his,2.7382216453552246
simple,isn't teaching,274,274_M_him,m,Match,obj,Mark isn't teaching,him,5.613372802734375
simple,isn't teaching,274,274_M_his,m,Match,poss,Mark isn't teaching,his,4.923725128173828
simple,isn't teaching,274,274_F_him,f,Mismatch,obj,Florence isn't teaching,him,4.003969669342041
simple,isn't teaching,274,274_F_his,f,Mismatch,poss,Florence isn't teaching,his,7.13832426071167
simple,hasn't fought,275,275_M_him,m,Match,obj,Gary hasn't fought,him,7.482731819152832
simple,hasn't fought,275,275_M_his,m,Match,poss,Gary hasn't fought,his,6.376187324523926
simple,hasn't fought,275,275_F_him,f,Mismatch,obj,The grandmother hasn't fought,him,5.762249946594238
simple,hasn't fought,275,275_F_his,f,Mismatch,poss,The grandmother hasn't fought,his,9.551800727844238
simple,can't aggravate,276,276_M_him,m,Match,obj,The grandson can't aggravate,him,4.9615397453308105
simple,can't aggravate,276,276_M_his,m,Match,poss,The grandson can't aggravate,his,3.2099034786224365
simple,can't aggravate,276,276_F_him,f,Mismatch,obj,Paula can't aggravate,him,4.484567642211914
simple,can't aggravate,276,276_F_his,f,Mismatch,poss,Paula can't aggravate,his,5.883058547973633
simple,wasn't describing,277,277_M_him,m,Match,obj,Dan wasn't describing,him,7.616127014160156
simple,wasn't describing,277,277_M_his,m,Match,poss,Dan wasn't describing,his,4.463093280792236
simple,wasn't describing,277,277_F_him,f,Mismatch,obj,Suzanne wasn't describing,him,7.536655902862549
simple,wasn't describing,277,277_F_his,f,Mismatch,poss,Suzanne wasn't describing,his,6.218679428100586
simple,can't impress,278,278_M_him,m,Match,obj,James can't impress,him,5.966549396514893
simple,can't impress,278,278_M_his,m,Match,poss,James can't impress,his,4.707669258117676
simple,can't impress,278,278_F_him,f,Mismatch,obj,Carrie can't impress,him,5.54095983505249
simple,can't impress,278,278_F_his,f,Mismatch,poss,Carrie can't impress,his,5.789418697357178
simple,stunned,279,279_M_him,m,Match,obj,Scott stunned,him,4.909677982330322
simple,stunned,279,279_M_his,m,Match,poss,Scott stunned,his,4.4951252937316895
simple,stunned,279,279_F_him,f,Mismatch,obj,Angela stunned,him,5.102188587188721
simple,stunned,279,279_F_his,f,Mismatch,poss,Angela stunned,his,6.673003196716309
simple,disagreed with,280,280_M_him,m,Match,obj,This grandfather disagreed with,him,5.325450897216797
simple,disagreed with,280,280_M_his,m,Match,poss,This grandfather disagreed with,his,4.122254848480225
simple,disagreed with,280,280_F_him,f,Mismatch,obj,The grandmother disagreed with,him,3.919548988342285
simple,disagreed with,280,280_F_his,f,Mismatch,poss,The grandmother disagreed with,his,4.407336235046387
simple,had worked with,281,281_M_him,m,Match,obj,George had worked with,him,4.975802898406982
simple,had worked with,281,281_M_his,m,Match,poss,George had worked with,his,5.64309549331665
simple,had worked with,281,281_F_him,f,Mismatch,obj,Carrie had worked with,him,4.647434711456299
simple,had worked with,281,281_F_his,f,Mismatch,poss,Carrie had worked with,his,6.56230354309082
simple,might criticize,282,282_M_him,m,Match,obj,Marcus might criticize,him,5.067664623260498
simple,might criticize,282,282_M_his,m,Match,poss,Marcus might criticize,his,4.873690128326416
simple,might criticize,282,282_F_him,f,Mismatch,obj,Claire might criticize,him,4.221656322479248
simple,might criticize,282,282_F_his,f,Mismatch,poss,Claire might criticize,his,5.669744968414307
simple,won't lead,283,283_M_him,m,Match,obj,Curtis won't lead,him,7.510620594024658
simple,won't lead,283,283_M_his,m,Match,poss,Curtis won't lead,his,5.079704761505127
simple,won't lead,283,283_F_him,f,Mismatch,obj,Jessica won't lead,him,6.17086124420166
simple,won't lead,283,283_F_his,f,Mismatch,poss,Jessica won't lead,his,7.547679901123047
simple,bores,284,284_M_him,m,Match,obj,Bruce bores,him,13.413497924804688
simple,bores,284,284_M_his,m,Match,poss,Bruce bores,his,11.565167427062988
simple,bores,284,284_F_him,f,Mismatch,obj,The actress bores,him,4.829633712768555
simple,bores,284,284_F_his,f,Mismatch,poss,The actress bores,his,7.961402416229248
simple,hadn't annoyed,285,285_M_him,m,Match,obj,Jerry hadn't annoyed,him,2.577904224395752
simple,hadn't annoyed,285,285_M_his,m,Match,poss,Jerry hadn't annoyed,his,5.134496688842773
simple,hadn't annoyed,285,285_F_him,f,Mismatch,obj,Heidi hadn't annoyed,him,2.3969643115997314
simple,hadn't annoyed,285,285_F_his,f,Mismatch,poss,Heidi hadn't annoyed,his,5.942183494567871
simple,was biting,286,286_M_him,m,Match,obj,Joel was biting,him,6.963006973266602
simple,was biting,286,286_M_his,m,Match,poss,Joel was biting,his,1.8871026039123535
simple,was biting,286,286_F_him,f,Mismatch,obj,Sandra was biting,him,6.538469314575195
simple,was biting,286,286_F_his,f,Mismatch,poss,Sandra was biting,his,5.428215026855469
simple,was appreciating,287,287_M_him,m,Match,obj,Robert was appreciating,him,7.524428844451904
simple,was appreciating,287,287_M_his,m,Match,poss,Robert was appreciating,his,4.302613258361816
simple,was appreciating,287,287_F_him,f,Mismatch,obj,Heather was appreciating,him,6.96891975402832
simple,was appreciating,287,287_F_his,f,Mismatch,poss,Heather was appreciating,his,5.626750469207764
simple,won't discuss,288,288_M_him,m,Match,obj,Brian won't discuss,him,8.675270080566406
simple,won't discuss,288,288_M_his,m,Match,poss,Brian won't discuss,his,3.2191219329833984
simple,won't discuss,288,288_F_him,f,Mismatch,obj,Colleen won't discuss,him,8.930450439453125
simple,won't discuss,288,288_F_his,f,Mismatch,poss,Colleen won't discuss,his,6.32838773727417
simple,is aiding,289,289_M_him,m,Match,obj,Adam is aiding,him,5.099750995635986
simple,is aiding,289,289_M_his,m,Match,poss,Adam is aiding,his,5.585781574249268
simple,is aiding,289,289_F_him,f,Mismatch,obj,Anna is aiding,him,4.93986177444458
simple,is aiding,289,289_F_his,f,Mismatch,poss,Anna is aiding,his,6.944216251373291
simple,hates,290,290_M_him,m,Match,obj,Paul hates,him,6.670936107635498
simple,hates,290,290_M_his,m,Match,poss,Paul hates,his,5.7069196701049805
simple,hates,290,290_F_him,f,Mismatch,obj,Nicole hates,him,6.7799177169799805
simple,hates,290,290_F_his,f,Mismatch,poss,Nicole hates,his,6.779257297515869
simple,shakes,291,291_M_him,m,Match,obj,Charles shakes,him,8.049271583557129
simple,shakes,291,291_M_his,m,Match,poss,Charles shakes,his,0.9031533598899841
simple,shakes,291,291_F_him,f,Mismatch,obj,Julia shakes,him,7.971726417541504
simple,shakes,291,291_F_his,f,Mismatch,poss,Julia shakes,his,3.1402742862701416
simple,complained about,292,292_M_him,m,Match,obj,Steven complained about,him,7.665281772613525
simple,complained about,292,292_M_his,m,Match,poss,Steven complained about,his,4.507801532745361
simple,complained about,292,292_F_him,f,Mismatch,obj,Tracy complained about,him,7.235226154327393
simple,complained about,292,292_F_his,f,Mismatch,poss,Tracy complained about,his,4.6562018394470215
simple,knows,293,293_M_him,m,Match,obj,George knows,him,7.669766902923584
simple,knows,293,293_M_his,m,Match,poss,George knows,his,5.012362957000732
simple,knows,293,293_F_him,f,Mismatch,obj,That wife knows,him,6.655271530151367
simple,knows,293,293_F_his,f,Mismatch,poss,That wife knows,his,8.502921104431152
simple,is examining,294,294_M_him,m,Match,obj,Joseph is examining,him,8.946497917175293
simple,is examining,294,294_M_his,m,Match,poss,Joseph is examining,his,4.735340118408203
simple,is examining,294,294_F_him,f,Mismatch,obj,Carmen is examining,him,9.03918170928955
simple,is examining,294,294_F_his,f,Mismatch,poss,Carmen is examining,his,5.599803924560547
simple,will sound like,295,295_M_him,m,Match,obj,Brian will sound like,him,7.6460442543029785
simple,will sound like,295,295_M_his,m,Match,poss,Brian will sound like,his,5.840728282928467
simple,will sound like,295,295_F_him,f,Mismatch,obj,Valerie will sound like,him,12.114676475524902
simple,will sound like,295,295_F_his,f,Mismatch,poss,Valerie will sound like,his,10.280598640441895
simple,astounded,296,296_M_him,m,Match,obj,Chad astounded,him,4.758228778839111
simple,astounded,296,296_M_his,m,Match,poss,Chad astounded,his,5.40741491317749
simple,astounded,296,296_F_him,f,Mismatch,obj,The grandmother astounded,him,5.546230316162109
simple,astounded,296,296_F_his,f,Mismatch,poss,The grandmother astounded,his,9.582819938659668
simple,hadn't sounded like,297,297_M_him,m,Match,obj,This boy hadn't sounded like,him,4.850578784942627
simple,hadn't sounded like,297,297_M_his,m,Match,poss,This boy hadn't sounded like,his,5.457498550415039
simple,hadn't sounded like,297,297_F_him,f,Mismatch,obj,Anne hadn't sounded like,him,8.60055923461914
simple,hadn't sounded like,297,297_F_his,f,Mismatch,poss,Anne hadn't sounded like,his,9.95395565032959
simple,was criticizing,298,298_M_him,m,Match,obj,The ex-boyfriend was criticizing,him,3.7828636169433594
simple,was criticizing,298,298_M_his,m,Match,poss,The ex-boyfriend was criticizing,his,3.5687906742095947
simple,was criticizing,298,298_F_him,f,Mismatch,obj,Tracy was criticizing,him,5.14277982711792
simple,was criticizing,298,298_F_his,f,Mismatch,poss,Tracy was criticizing,his,5.879415988922119
simple,harmed,299,299_M_him,m,Match,obj,Curtis harmed,him,5.433609962463379
simple,harmed,299,299_M_his,m,Match,poss,Curtis harmed,his,3.519193172454834
simple,harmed,299,299_F_him,f,Mismatch,obj,Veronica harmed,him,5.090191841125488
simple,harmed,299,299_F_his,f,Mismatch,poss,Veronica harmed,his,4.988213062286377
simple,hasn't approached,300,300_M_him,m,Match,obj,Stephen hasn't approached,him,5.466489791870117
simple,hasn't approached,300,300_M_his,m,Match,poss,Stephen hasn't approached,his,4.074173450469971
simple,hasn't approached,300,300_F_him,f,Mismatch,obj,This dancer hasn't approached,him,4.2232747077941895
simple,hasn't approached,300,300_F_his,f,Mismatch,poss,This dancer hasn't approached,his,6.3284525871276855
simple,won't boast about,301,301_M_him,m,Match,obj,Andrew won't boast about,him,8.31649398803711
simple,won't boast about,301,301_M_his,m,Match,poss,Andrew won't boast about,his,2.249419689178467
simple,won't boast about,301,301_F_him,f,Mismatch,obj,Paula won't boast about,him,8.046385765075684
simple,won't boast about,301,301_F_his,f,Mismatch,poss,Paula won't boast about,his,4.812065601348877
simple,wasn't embarrassing,302,302_M_him,m,Match,obj,Alexander wasn't embarrassing,him,4.259457111358643
simple,wasn't embarrassing,302,302_M_his,m,Match,poss,Alexander wasn't embarrassing,his,5.475872993469238
simple,wasn't embarrassing,302,302_F_him,f,Mismatch,obj,Sarah wasn't embarrassing,him,4.471651077270508
simple,wasn't embarrassing,302,302_F_his,f,Mismatch,poss,Sarah wasn't embarrassing,his,8.352889060974121
simple,bites,303,303_M_him,m,Match,obj,Frank bites,him,6.402319431304932
simple,bites,303,303_M_his,m,Match,poss,Frank bites,his,3.9628183841705322
simple,bites,303,303_F_him,f,Mismatch,obj,Cheryl bites,him,7.7193684577941895
simple,bites,303,303_F_his,f,Mismatch,poss,Cheryl bites,his,6.914984703063965
simple,can help,304,304_M_him,m,Match,obj,Brett can help,him,5.609343528747559
simple,can help,304,304_M_his,m,Match,poss,Brett can help,his,6.651542663574219
simple,can help,304,304_F_him,f,Mismatch,obj,Deanna can help,him,7.703066349029541
simple,can help,304,304_F_his,f,Mismatch,poss,Deanna can help,his,11.366665840148926
simple,should talk about,305,305_M_him,m,Match,obj,Gregory should talk about,him,7.606084823608398
simple,should talk about,305,305_M_his,m,Match,poss,Gregory should talk about,his,4.280991554260254
simple,should talk about,305,305_F_him,f,Mismatch,obj,Cheryl should talk about,him,6.908961296081543
simple,should talk about,305,305_F_his,f,Mismatch,poss,Cheryl should talk about,his,4.5941572189331055
simple,wouldn't reveal,306,306_M_him,m,Match,obj,Benjamin wouldn't reveal,him,10.880884170532227
simple,wouldn't reveal,306,306_M_his,m,Match,poss,Benjamin wouldn't reveal,his,3.76090145111084
simple,wouldn't reveal,306,306_F_him,f,Mismatch,obj,Amelia wouldn't reveal,him,9.688313484191895
simple,wouldn't reveal,306,306_F_his,f,Mismatch,poss,Amelia wouldn't reveal,his,5.273428440093994
simple,can't shoot,307,307_M_him,m,Match,obj,Thomas can't shoot,him,7.103226661682129
simple,can't shoot,307,307_M_his,m,Match,poss,Thomas can't shoot,his,6.33799409866333
simple,can't shoot,307,307_F_him,f,Mismatch,obj,Diane can't shoot,him,7.075295925140381
simple,can't shoot,307,307_F_his,f,Mismatch,poss,Diane can't shoot,his,8.90676498413086
simple,has questioned,308,308_M_him,m,Match,obj,Timothy has questioned,him,8.009191513061523
simple,has questioned,308,308_M_his,m,Match,poss,Timothy has questioned,his,4.7824225425720215
simple,has questioned,308,308_F_him,f,Mismatch,obj,Irene has questioned,him,8.792839050292969
simple,has questioned,308,308_F_his,f,Mismatch,poss,Irene has questioned,his,5.344099998474121
simple,didn't hide,309,309_M_him,m,Match,obj,The ex-boyfriend didn't hide,him,8.810470581054688
simple,didn't hide,309,309_M_his,m,Match,poss,The ex-boyfriend didn't hide,his,1.5551035404205322
simple,didn't hide,309,309_F_him,f,Mismatch,obj,Eva didn't hide,him,8.776559829711914
simple,didn't hide,309,309_F_his,f,Mismatch,poss,Eva didn't hide,his,2.1793487071990967
simple,wasn't scanning,310,310_M_him,m,Match,obj,Martin wasn't scanning,him,7.520329475402832
simple,wasn't scanning,310,310_M_his,m,Match,poss,Martin wasn't scanning,his,3.9143731594085693
simple,wasn't scanning,310,310_F_him,f,Mismatch,obj,That wife wasn't scanning,him,5.547922134399414
simple,wasn't scanning,310,310_F_his,f,Mismatch,poss,That wife wasn't scanning,his,5.2467522621154785
simple,isn't understanding,311,311_M_him,m,Match,obj,Patrick isn't understanding,him,8.209649085998535
simple,isn't understanding,311,311_M_his,m,Match,poss,Patrick isn't understanding,his,6.718127727508545
simple,isn't understanding,311,311_F_him,f,Mismatch,obj,Maria isn't understanding,him,5.814811706542969
simple,isn't understanding,311,311_F_his,f,Mismatch,poss,Maria isn't understanding,his,6.797022342681885
simple,has lost,312,312_M_him,m,Match,obj,James has lost,him,8.542861938476562
simple,has lost,312,312_M_his,m,Match,poss,James has lost,his,2.080331802368164
simple,has lost,312,312_F_him,f,Mismatch,obj,Ann has lost,him,8.896089553833008
simple,has lost,312,312_F_his,f,Mismatch,poss,Ann has lost,his,2.9110379219055176
simple,upset,313,313_M_him,m,Match,obj,Joseph upset,him,6.162977695465088
simple,upset,313,313_M_his,m,Match,poss,Joseph upset,his,4.477306365966797
simple,upset,313,313_F_him,f,Mismatch,obj,Cheryl upset,him,7.1164231300354
simple,upset,313,313_F_his,f,Mismatch,poss,Cheryl upset,his,5.574577331542969
simple,had confused,314,314_M_him,m,Match,obj,Roger had confused,him,4.327724456787109
simple,had confused,314,314_M_his,m,Match,poss,Roger had confused,his,4.215365409851074
simple,had confused,314,314_F_him,f,Mismatch,obj,Jodi had confused,him,3.6364967823028564
simple,had confused,314,314_F_his,f,Mismatch,poss,Jodi had confused,his,5.821815490722656
simple,draws,315,315_M_him,m,Match,obj,William draws,him,8.04547119140625
simple,draws,315,315_M_his,m,Match,poss,William draws,his,4.267752647399902
simple,draws,315,315_F_him,f,Mismatch,obj,Lori draws,him,6.796177864074707
simple,draws,315,315_F_his,f,Mismatch,poss,Lori draws,his,4.426450252532959
simple,might heal,316,316_M_him,m,Match,obj,Lawrence might heal,him,3.8244428634643555
simple,might heal,316,316_M_his,m,Match,poss,Lawrence might heal,his,4.081740379333496
simple,might heal,316,316_F_him,f,Mismatch,obj,The girlfriend might heal,him,5.145784378051758
simple,might heal,316,316_F_his,f,Mismatch,poss,The girlfriend might heal,his,6.716489315032959
simple,was curing,317,317_M_him,m,Match,obj,Joseph was curing,him,5.4636735916137695
simple,was curing,317,317_M_his,m,Match,poss,Joseph was curing,his,2.789748191833496
simple,was curing,317,317_F_him,f,Mismatch,obj,Susan was curing,him,5.050413608551025
simple,was curing,317,317_F_his,f,Mismatch,poss,Susan was curing,his,4.39457893371582
simple,might leave,318,318_M_him,m,Match,obj,Donald might leave,him,6.341996192932129
simple,might leave,318,318_M_his,m,Match,poss,Donald might leave,his,4.581928730010986
simple,might leave,318,318_F_him,f,Mismatch,obj,Jennifer might leave,him,5.20599365234375
simple,might leave,318,318_F_his,f,Mismatch,poss,Jennifer might leave,his,7.809145450592041
simple,references,319,319_M_him,m,Match,obj,Noah references,him,8.262441635131836
simple,references,319,319_M_his,m,Match,poss,Noah references,his,5.6990580558776855
simple,references,319,319_F_him,f,Mismatch,obj,Cynthia references,him,9.377619743347168
simple,references,319,319_F_his,f,Mismatch,poss,Cynthia references,his,7.800783634185791
simple,couldn't harm,320,320_M_him,m,Match,obj,Larry couldn't harm,him,3.36191463470459
simple,couldn't harm,320,320_M_his,m,Match,poss,Larry couldn't harm,his,5.403824806213379
simple,couldn't harm,320,320_F_him,f,Mismatch,obj,Renee couldn't harm,him,2.76175594329834
simple,couldn't harm,320,320_F_his,f,Mismatch,poss,Renee couldn't harm,his,5.989614963531494
simple,wasn't revealing,321,321_M_him,m,Match,obj,Derek wasn't revealing,him,10.210176467895508
simple,wasn't revealing,321,321_M_his,m,Match,poss,Derek wasn't revealing,his,3.313281536102295
simple,wasn't revealing,321,321_F_him,f,Mismatch,obj,Stacey wasn't revealing,him,10.06770133972168
simple,wasn't revealing,321,321_F_his,f,Mismatch,poss,Stacey wasn't revealing,his,5.5337653160095215
simple,did aid,322,322_M_him,m,Match,obj,Guy did aid,him,4.193317413330078
simple,did aid,322,322_M_his,m,Match,poss,Guy did aid,his,5.917667865753174
simple,did aid,322,322_F_him,f,Mismatch,obj,Emily did aid,him,6.1276373863220215
simple,did aid,322,322_F_his,f,Mismatch,poss,Emily did aid,his,6.617311477661133
simple,shocks,323,323_M_him,m,Match,obj,Brian shocks,him,7.432670593261719
simple,shocks,323,323_M_his,m,Match,poss,Brian shocks,his,5.288538932800293
simple,shocks,323,323_F_him,f,Mismatch,obj,Rebecca shocks,him,4.322697162628174
simple,shocks,323,323_F_his,f,Mismatch,poss,Rebecca shocks,his,6.834392547607422
simple,investigates,324,324_M_him,m,Match,obj,That boyfriend investigates,him,5.489762783050537
simple,investigates,324,324_M_his,m,Match,poss,That boyfriend investigates,his,4.4991536140441895
simple,investigates,324,324_F_him,f,Mismatch,obj,Monica investigates,him,8.534863471984863
simple,investigates,324,324_F_his,f,Mismatch,poss,Monica investigates,his,7.677581310272217
simple,does listen to,325,325_M_him,m,Match,obj,Charles does listen to,him,5.66662073135376
simple,does listen to,325,325_M_his,m,Match,poss,Charles does listen to,his,4.118524074554443
simple,does listen to,325,325_F_him,f,Mismatch,obj,That ex-wife does listen to,him,4.024808883666992
simple,does listen to,325,325_F_his,f,Mismatch,poss,That ex-wife does listen to,his,5.456045150756836
simple,heard,326,326_M_him,m,Match,obj,Bill heard,him,6.122528553009033
simple,heard,326,326_M_his,m,Match,poss,Bill heard,his,5.876226902008057
simple,heard,326,326_F_him,f,Mismatch,obj,Mary heard,him,5.726048469543457
simple,heard,326,326_F_his,f,Mismatch,poss,Mary heard,his,6.022826671600342
simple,confuses,327,327_M_him,m,Match,obj,Charles confuses,him,6.531030654907227
simple,confuses,327,327_M_his,m,Match,poss,Charles confuses,his,4.558629035949707
simple,confuses,327,327_F_him,f,Mismatch,obj,Bethany confuses,him,5.620671272277832
simple,confuses,327,327_F_his,f,Mismatch,poss,Bethany confuses,his,8.389586448669434
simple,hadn't cured,328,328_M_him,m,Match,obj,This husband hadn't cured,him,3.3221025466918945
simple,hadn't cured,328,328_M_his,m,Match,poss,This husband hadn't cured,his,2.814673662185669
simple,hadn't cured,328,328_F_him,f,Mismatch,obj,Leslie hadn't cured,him,2.707819938659668
simple,hadn't cured,328,328_F_his,f,Mismatch,poss,Leslie hadn't cured,his,4.58245849609375
simple,hid,329,329_M_him,m,Match,obj,Todd hid,him,7.205668926239014
simple,hid,329,329_M_his,m,Match,poss,Todd hid,his,2.7339329719543457
simple,hid,329,329_F_him,f,Mismatch,obj,Claire hid,him,7.132469177246094
simple,hid,329,329_F_his,f,Mismatch,poss,Claire hid,his,3.63289475440979
simple,shot,330,330_M_him,m,Match,obj,This man shot,him,4.755363464355469
simple,shot,330,330_M_his,m,Match,poss,This man shot,his,4.196488857269287
simple,shot,330,330_F_him,f,Mismatch,obj,The lady shot,him,3.344491481781006
simple,shot,330,330_F_his,f,Mismatch,poss,The lady shot,his,7.7815775871276855
simple,liked,331,331_M_him,m,Match,obj,Thomas liked,him,6.154191493988037
simple,liked,331,331_M_his,m,Match,poss,Thomas liked,his,5.301619052886963
simple,liked,331,331_F_him,f,Mismatch,obj,Sabrina liked,him,5.6547722816467285
simple,liked,331,331_F_his,f,Mismatch,poss,Sabrina liked,his,7.483692646026611
simple,had insulted,332,332_M_him,m,Match,obj,Liam had insulted,him,3.550100564956665
simple,had insulted,332,332_M_his,m,Match,poss,Liam had insulted,his,4.88433313369751
simple,had insulted,332,332_F_him,f,Mismatch,obj,Meredith had insulted,him,2.888005495071411
