item,exp,pronoun,cond,contrast,sent,target,/data/gpt2-large_surp
8,1,she,f,Match,"When she was jealous,",Leslie,16.47845458984375
8,1,he,f,Mismatch,"When he was jealous,",Nicole,16.811447143554688
9,1,he,m,Match,"When he was in residence,",William,11.754560470581055
9,1,she,m,Mismatch,"When she was in residence,",Douglas,16.02732276916504
9,1,she,f,Match,"When she was in residence,",Tiffany,15.43195629119873
9,1,he,f,Mismatch,"When he was in residence,",Sharon,15.762857437133789
10,1,he,m,Match,"When he was introduced,",Steven,12.676982879638672
10,1,she,m,Mismatch,"When she was introduced,",Alexander,12.933045387268066
10,1,she,f,Match,"When she was introduced, the",granddaughter,15.253225326538086
10,1,he,f,Mismatch,"When he was introduced,",Sharon,14.625452995300293
11,1,he,m,Match,"When he arrived,",Thomas,12.144152641296387
11,1,she,m,Mismatch,"When she arrived,",Dennis,15.819792747497559
11,1,she,f,Match,"When she arrived,",Julie,13.686120986938477
11,1,he,f,Mismatch,"When he arrived,",Connie,15.384439468383789
12,1,he,m,Match,"When he felt sad,",Brett,16.148300170898438
12,1,she,m,Mismatch,"When she felt sad,",Kevin,15.248520851135254
12,1,she,f,Match,"When she felt sad,",Nicole,16.067270278930664
12,1,he,f,Mismatch,"When he felt sad,",Amanda,17.254032135009766
13,1,he,m,Match,"When he was present,",Eric,14.354703903198242
13,1,she,m,Mismatch,"When she was present,",Theodore,16.335641860961914
13,1,she,f,Match,"When she was present,",Nicole,14.7092866897583
13,1,he,f,Mismatch,"When he was present,",Naomi,17.73134422302246
14,1,he,m,Match,"When he was depressed, the",son,9.801621437072754
14,1,she,m,Mismatch,"When she was depressed,",Keith,16.54203224182129
14,1,she,f,Match,"When she was depressed,",Ellen,17.49779510498047
14,1,he,f,Mismatch,"When he was depressed,",Wendy,17.022558212280273
15,1,he,m,Match,"When he was around,",Kevin,13.720014572143555
15,1,she,m,Mismatch,"When she was around,",Keith,16.483068466186523
15,1,she,f,Match,"When she was around,",Sally,14.406022071838379
15,1,he,f,Mismatch,"When he was around,",Naomi,16.90000343322754
16,1,he,m,Match,"When he was near,",Benjamin,16.100313186645508
16,1,she,m,Mismatch,"When she was near,",Donald,14.498921394348145
16,1,she,f,Match,"When she was near,",Mary,12.655988693237305
16,1,he,f,Mismatch,"When he was near,",Susan,15.203206062316895
17,1,he,m,Match,"When he was in court,",William,12.800104141235352
17,1,she,m,Mismatch,"When she was in court,",Eric,14.97331428527832
17,1,she,f,Match,"When she was in court,",Anna,13.291138648986816
17,1,he,f,Mismatch,"When he was in court,",Nicole,16.204792022705078
18,1,he,m,Match,"When he was poorly,",Mitchell,16.990501403808594
18,1,she,m,Mismatch,"When she was poorly,",Jeffrey,16.361797332763672
18,1,she,f,Match,"When she was poorly,",Julie,16.402599334716797
18,1,he,f,Mismatch,"When he was poorly,",Julia,16.823780059814453
19,1,he,m,Match,"When he arrived,",Travis,15.215457916259766
19,1,she,m,Mismatch,"When she arrived,",Ronald,14.83139419555664
19,1,she,f,Match,"When she arrived, the",sister,12.592765808105469
19,1,he,f,Mismatch,"When he arrived,",Vanessa,16.083637237548828
20,1,he,m,Match,"When he was appointed,",Eric,13.3284273147583
20,1,she,m,Mismatch,"When she was appointed,",Benjamin,14.349811553955078
20,1,she,f,Match,"When she was appointed,",Sharon,13.678566932678223
20,1,he,f,Mismatch,"When he was appointed,",Grace,14.209437370300293
21,1,he,m,Match,"When he was fired, the",nephew,16.178829193115234
21,1,she,m,Mismatch,"When she was fired,",Edward,15.015941619873047
21,1,she,f,Match,"When she was fired, the",lady,13.055959701538086
21,1,he,f,Mismatch,"When he was fired,",Danielle,17.5542049407959
22,1,he,m,Match,"When he was close,",Frank,12.580021858215332
22,1,she,m,Mismatch,"When she was close,",Ronald,16.12657928466797
22,1,she,f,Match,"When she was close,",Tiffany,14.217201232910156
22,1,he,f,Mismatch,"When he was close, the",waitress,12.955967903137207
23,1,he,m,Match,"When he was retired,",Samuel,14.187143325805664
23,1,she,m,Mismatch,"When she was retired,",Steven,15.91009521484375
23,1,she,f,Match,"When she was retired, the",sister,11.582456588745117
23,1,he,f,Mismatch,"When he was retired,",Victoria,16.287437438964844
24,1,he,m,Match,"When he was abroad,",Derek,17.584678649902344
24,1,she,m,Mismatch,"When she was abroad,",Carlos,17.513931274414062
24,1,she,f,Match,"When she was abroad,",Elizabeth,12.591163635253906
24,1,he,f,Mismatch,"When he was abroad,",Meredith,17.64076042175293
25,1,he,m,Match,"When he was discovered,",Jason,13.783548355102539
25,1,she,m,Mismatch,"When she was discovered,",Eric,14.595623970031738
25,1,she,f,Match,"When she was discovered, the",waitress,12.968061447143555
25,1,he,f,Mismatch,"When he was discovered,",Beth,15.891679763793945
26,1,he,m,Match,"When he was busy,",Carlos,16.10283088684082
26,1,she,m,Mismatch,"When she was busy,",Todd,16.178760528564453
26,1,she,f,Match,"When she was busy,",Grace,14.93483829498291
26,1,he,f,Mismatch,"When he was busy,",Susan,14.469850540161133
27,1,he,m,Match,"When he was twenty-one,",Walter,12.790099143981934
27,1,she,m,Mismatch,"When she was twenty-one,",Phillip,17.031959533691406
27,1,she,f,Match,"When she was twenty-one,",Ellen,12.860295295715332
27,1,he,f,Mismatch,"When he was twenty-one, the",girlfriend,13.128585815429688
28,1,he,m,Match,"When he was annoyed,",Travis,16.802135467529297
28,1,she,m,Mismatch,"When she was annoyed,",Bradley,16.74893569946289
28,1,she,f,Match,"When she was annoyed,",Beth,15.730829238891602
28,1,he,f,Mismatch,"When he was annoyed,",Maria,16.96344757080078
29,1,he,m,Match,"When he was in church,",Roger,15.442147254943848
29,1,she,m,Mismatch,"When she was in church,",Martin,13.938212394714355
29,1,she,f,Match,"When she was in church,",Alice,15.291512489318848
29,1,he,f,Mismatch,"When he was in church,",Naomi,17.085386276245117
30,1,he,m,Match,"When he was banished,",Rodney,18.611867904663086
30,1,she,m,Mismatch,"When she was banished,",Steven,15.961589813232422
30,1,she,f,Match,"When she was banished,",Anne,13.089593887329102
30,1,he,f,Mismatch,"When he was banished, the",lady,12.091100692749023
31,1,he,m,Match,"When he was angry,",Bruce,15.328718185424805
31,1,she,m,Mismatch,"When she was angry,",Carlos,18.013601303100586
31,1,she,f,Match,"When she was angry,",Sarah,14.028759002685547
31,1,he,f,Mismatch,"When he was angry,",Laura,16.075899124145508
32,1,he,m,Match,"When he was distraught,",Charles,13.440985679626465
32,1,she,m,Mismatch,"When she was distraught,",Christopher,15.764419555664062
32,1,she,f,Match,"When she was distraught,",Alice,14.822263717651367
32,1,he,f,Mismatch,"When he was distraught, the",sister,12.004966735839844
1,1,he,m,Match,"When he was off work,",Charles,14.2735595703125
1,1,she,m,Mismatch,"When she was off work, the",grandson,15.755850791931152
1,1,she,f,Match,"When she was off work,",Danielle,15.785079002380371
1,1,he,f,Mismatch,"When he was off work,",Laurie,19.169445037841797
2,1,he,m,Match,"When he arrived, the",boy,8.308696746826172
2,1,she,m,Mismatch,"When she arrived,",Chad,15.660612106323242
2,1,she,f,Match,"When she arrived,",Veronica,14.858038902282715
2,1,he,f,Mismatch,"When he arrived,",Ellen,16.02226448059082
3,1,he,m,Match,"When he was fed up,",Eric,14.43089485168457
3,1,she,m,Mismatch,"When she was fed up,",Edward,15.615796089172363
3,1,she,f,Match,"When she was fed up,",Florence,19.230859756469727
3,1,he,f,Mismatch,"When he was fed up,",Anna,14.559389114379883
4,1,he,m,Match,"When he was talking,",Christopher,16.667390823364258
4,1,she,m,Mismatch,"When she was talking,",Travis,16.838584899902344
4,1,she,f,Match,"When she was talking,",Suzanne,17.027767181396484
4,1,he,f,Mismatch,"When he was talking,",Stephanie,15.539895057678223
5,1,he,m,Match,"When he was nearby,",Phillip,17.04180335998535
5,1,she,m,Mismatch,"When she was nearby,",Omar,17.25605010986328
5,1,she,f,Match,"When she was nearby,",Patricia,14.601977348327637
5,1,he,f,Mismatch,"When he was nearby, the",granddaughter,15.809232711791992
6,1,he,m,Match,"When he was lost,",Brett,18.497642517089844
6,1,she,m,Mismatch,"When she was lost,",Paul,12.813570022583008
6,1,she,f,Match,"When she was lost,",Cindy,15.821199417114258
6,1,he,f,Mismatch,"When he was lost, the",waitress,14.913738250732422
7,1,he,m,Match,"When he was bad-tempered,",Phillip,19.48994255065918
7,1,she,m,Mismatch,"When she was bad-tempered, the",man,7.58099365234375
7,1,she,f,Match,"When she was bad-tempered, the",granddaughter,15.237817764282227
7,1,he,f,Mismatch,"When he was bad-tempered,",Wendy,19.25390625
8,1,he,m,Match,"When he was jealous,",Edward,15.683853149414062
8,1,she,m,Mismatch,"When she was jealous,",Jerry,15.454768180847168
8,1,she,f,Match,"When she was jealous,",Veronica,16.585599899291992
8,1,he,f,Mismatch,"When he was jealous, the",sister,11.237553596496582
9,1,he,m,Match,"When he was in residence,",George,11.081782341003418
9,1,she,m,Mismatch,"When she was in residence,",Patrick,15.134714126586914
9,1,she,f,Match,"When she was in residence,",Jill,14.771391868591309
9,1,he,f,Mismatch,"When he was in residence,",Meredith,16.717714309692383
10,1,he,m,Match,"When he was introduced,",William,11.822487831115723
10,1,she,m,Mismatch,"When she was introduced,",Douglas,14.546138763427734
10,1,she,f,Match,"When she was introduced,",Tara,14.847521781921387
10,1,he,f,Mismatch,"When he was introduced,",Jill,16.230247497558594
11,1,he,m,Match,"When he arrived,",Keith,14.095829963684082
11,1,she,m,Mismatch,"When she arrived,",Omar,14.848288536071777
11,1,she,f,Match,"When she arrived, the",grandmother,12.736332893371582
11,1,he,f,Mismatch,"When he arrived,",Anne,14.849410057067871
12,1,he,m,Match,"When he felt sad,",Andrew,15.7267427444458
12,1,she,m,Mismatch,"When she felt sad,",Adam,15.60728645324707
12,1,she,f,Match,"When she felt sad, the",lady,11.15273666381836
12,1,he,f,Mismatch,"When he felt sad,",Stephanie,17.155258178710938
13,1,he,m,Match,"When he was present,",Carlos,16.396066665649414
13,1,she,m,Mismatch,"When she was present,",Omar,16.511560440063477
13,1,she,f,Match,"When she was present,",Tiffany,14.274880409240723
13,1,he,f,Mismatch,"When he was present,",Mary,13.551031112670898
14,1,he,m,Match,"When he was depressed,",Aaron,15.341490745544434
14,1,she,m,Mismatch,"When she was depressed, the",father,8.79502010345459
14,1,she,f,Match,"When she was depressed,",Laurie,17.674488067626953
14,1,he,f,Mismatch,"When he was depressed,",Susan,15.476860046386719
15,1,he,m,Match,"When he was around,",Gary,14.455714225769043
15,1,she,m,Mismatch,"When she was around,",Douglas,17.55696678161621
15,1,she,f,Match,"When she was around,",Maria,13.420883178710938
15,1,he,f,Mismatch,"When he was around,",Elizabeth,15.827184677124023
16,1,he,m,Match,"When he was near,",Jason,14.805639266967773
16,1,she,m,Mismatch,"When she was near,",Bradley,17.83880615234375
16,1,she,f,Match,"When she was near,",Diana,14.50078010559082
16,1,he,f,Mismatch,"When he was near, the",actress,14.553779602050781
17,1,he,m,Match,"When he was in court,",Paul,12.689952850341797
17,1,she,m,Mismatch,"When she was in court,",William,14.184452056884766
17,1,she,f,Match,"When she was in court, the",lady,10.023043632507324
17,1,he,f,Mismatch,"When he was in court, the",lady,10.594840049743652
18,1,he,m,Match,"When he was poorly,",Adam,14.380772590637207
18,1,she,m,Mismatch,"When she was poorly,",Andrew,14.67471694946289
18,1,she,f,Match,"When she was poorly,",Wendy,16.256305694580078
18,1,he,f,Mismatch,"When he was poorly,",Natalie,19.24326515197754
19,1,he,m,Match,"When he arrived,",Adam,13.4544677734375
19,1,she,m,Mismatch,"When she arrived,",Andrew,14.168416023254395
19,1,she,f,Match,"When she arrived,",Pamela,15.383712768554688
19,1,he,f,Mismatch,"When he arrived,",Natalie,15.906994819641113
20,1,he,m,Match,"When he was appointed,",Mitchell,14.565995216369629
20,1,she,m,Mismatch,"When she was appointed,",Brett,15.768270492553711
20,1,she,f,Match,"When she was appointed,",Carol,15.172639846801758
20,1,he,f,Mismatch,"When he was appointed,",Wendy,18.282432556152344
21,1,he,m,Match,"When he was fired,",John,11.12353515625
21,1,she,m,Mismatch,"When she was fired,",Mark,13.023405075073242
21,1,she,f,Match,"When she was fired,",Erin,15.181118965148926
21,1,he,f,Mismatch,"When he was fired,",Meredith,15.975229263305664
22,1,he,m,Match,"When he was close,",Mitchell,14.871597290039062
22,1,she,m,Mismatch,"When she was close,",Theodore,15.592013359069824
22,1,she,f,Match,"When she was close, the",lady,10.548169136047363
22,1,he,f,Mismatch,"When he was close,",Veronica,16.479280471801758
23,1,he,m,Match,"When he was retired,",Ronald,13.651110649108887
23,1,she,m,Mismatch,"When she was retired,",Douglas,14.936799049377441
23,1,she,f,Match,"When she was retired,",Vanessa,16.3512020111084
23,1,he,f,Mismatch,"When he was retired,",Jessica,17.43782615661621
24,1,he,m,Match,"When he was abroad,",Theodore,15.306543350219727
24,1,she,m,Mismatch,"When she was abroad,",Omar,17.181482315063477
24,1,she,f,Match,"When she was abroad,",Maria,13.186838150024414
24,1,he,f,Mismatch,"When he was abroad,",Jill,16.826570510864258
25,1,he,m,Match,"When he was discovered,",Samuel,13.83175277709961
25,1,she,m,Mismatch,"When she was discovered,",Omar,14.930091857910156
25,1,she,f,Match,"When she was discovered,",Ellen,14.850958824157715
25,1,he,f,Mismatch,"When he was discovered,",Patricia,16.128284454345703
26,1,he,m,Match,"When he was busy,",Curtis,18.43609046936035
26,1,she,m,Mismatch,"When she was busy,",Paul,13.774560928344727
26,1,she,f,Match,"When she was busy,",Wendy,15.113628387451172
26,1,he,f,Mismatch,"When he was busy,",Cindy,17.499719619750977
27,1,he,m,Match,"When he was twenty-one,",Andrew,12.575993537902832
27,1,she,m,Mismatch,"When she was twenty-one,",Carlos,16.85576820373535
27,1,she,f,Match,"When she was twenty-one,",Susan,12.502057075500488
27,1,he,f,Mismatch,"When he was twenty-one,",Elizabeth,13.797284126281738
28,1,he,m,Match,"When he was annoyed, the",grandson,15.841423988342285
28,1,she,m,Mismatch,"When she was annoyed,",Douglas,17.090383529663086
28,1,she,f,Match,"When she was annoyed,",Denise,19.232454299926758
28,1,he,f,Mismatch,"When he was annoyed, the",sister,13.434868812561035
29,1,he,m,Match,"When he was in church,",Mitchell,15.928951263427734
29,1,she,m,Mismatch,"When she was in church,",Steven,16.33611297607422
29,1,she,f,Match,"When she was in church, the",lady,8.848437309265137
29,1,he,f,Mismatch,"When he was in church, the",waitress,13.167067527770996
30,1,he,m,Match,"When he was banished, the",boy,8.876338958740234
30,1,she,m,Mismatch,"When she was banished,",Ronald,16.580968856811523
30,1,she,f,Match,"When she was banished,",Connie,17.166431427001953
30,1,he,f,Mismatch,"When he was banished,",Victoria,17.497987747192383
31,1,he,m,Match,"When he was angry,",Dan,14.816618919372559
31,1,she,m,Mismatch,"When she was angry,",Omar,18.185834884643555
31,1,she,f,Match,"When she was angry,",Tara,15.954381942749023
31,1,he,f,Mismatch,"When he was angry, the",girl,8.55697250366211
32,1,he,m,Match,"When he was distraught,",Bradley,16.955568313598633
32,1,she,m,Mismatch,"When she was distraught,",Douglas,16.26314926147461
32,1,she,f,Match,"When she was distraught,",Meredith,17.02418327331543
32,1,he,f,Mismatch,"When he was distraught,",Julie,16.03934669494629
1,1,he,m,Match,"When he was off work, the",guy,7.674396991729736
1,1,she,m,Mismatch,"When she was off work,",Kenneth,17.38641357421875
1,1,she,f,Match,"When she was off work,",Leslie,15.928540229797363
1,1,he,f,Mismatch,"When he was off work,",Jane,14.622772216796875
2,1,he,m,Match,"When he arrived, the",husband,12.25434398651123
2,1,she,m,Mismatch,"When she arrived,",Martin,13.117823600769043
2,1,she,f,Match,"When she arrived,",Erin,13.780755996704102
2,1,he,f,Mismatch,"When he arrived,",Paula,16.57143211364746
3,1,he,m,Match,"When he was fed up, the",grandson,13.770856857299805
3,1,she,m,Mismatch,"When she was fed up,",Phillip,17.94719886779785
3,1,she,f,Match,"When she was fed up,",Stacy,16.717487335205078
3,1,he,f,Mismatch,"When he was fed up,",Diana,15.92727279663086
4,1,he,m,Match,"When he was talking,",Ronald,15.709698677062988
4,1,she,m,Mismatch,"When she was talking,",Aaron,14.682539939880371
4,1,she,f,Match,"When she was talking,",Alice,13.726518630981445
4,1,he,f,Mismatch,"When he was talking,",Mary,13.962996482849121
5,1,he,m,Match,"When he was nearby,",Travis,15.45885944366455
5,1,she,m,Mismatch,"When she was nearby,",George,14.094021797180176
5,1,she,f,Match,"When she was nearby, the",grandmother,12.354589462280273
5,1,he,f,Mismatch,"When he was nearby,",Emily,15.586217880249023
6,1,he,m,Match,"When he was lost,",Theodore,16.11977767944336
6,1,she,m,Mismatch,"When she was lost,",Gary,16.102333068847656
6,1,she,f,Match,"When she was lost,",Jane,12.77530574798584
6,1,he,f,Mismatch,"When he was lost,",Ellen,15.82341194152832
7,1,he,m,Match,"When he was bad-tempered,",Mitchell,17.696455001831055
7,1,she,m,Mismatch,"When she was bad-tempered,",Peter,15.664487838745117
7,1,she,f,Match,"When she was bad-tempered,",Ruth,14.947077751159668
7,1,he,f,Mismatch,"When he was bad-tempered,",Susan,17.672840118408203
8,1,he,m,Match,"When he was jealous,",Adam,13.762123107910156
8,1,she,m,Mismatch,"When she was jealous,",Gerald,18.136926651000977
8,1,she,f,Match,"When she was jealous, the",actress,11.108551979064941
8,1,he,f,Mismatch,"When he was jealous,",Danielle,18.644535064697266
9,1,he,m,Match,"When he was in residence,",Raymond,14.78084659576416
9,1,she,m,Mismatch,"When she was in residence,",Curtis,17.04689598083496
9,1,she,f,Match,"When she was in residence,",Tara,16.700239181518555
9,1,he,f,Mismatch,"When he was in residence,",Jane,15.231597900390625
10,1,he,m,Match,"When he was introduced,",Paul,10.423897743225098
10,1,she,m,Mismatch,"When she was introduced,",Travis,15.75300121307373
10,1,she,f,Match,"When she was introduced,",Caroline,13.532478332519531
10,1,he,f,Mismatch,"When he was introduced,",Rachel,13.602925300598145
11,1,he,m,Match,"When he arrived,",Jason,12.961777687072754
11,1,she,m,Mismatch,"When she arrived,",Curtis,16.35569190979004
11,1,she,f,Match,"When she arrived,",Samantha,14.0635986328125
11,1,he,f,Mismatch,"When he arrived,",Grace,14.095216751098633
12,1,he,m,Match,"When he felt sad,",Kenneth,18.881568908691406
12,1,she,m,Mismatch,"When she felt sad, the",boy,8.380101203918457
12,1,she,f,Match,"When she felt sad,",Sandra,17.268333435058594
12,1,he,f,Mismatch,"When he felt sad,",Mary,14.502073287963867
13,1,he,m,Match,"When he was present,",Aaron,14.872319221496582
13,1,she,m,Mismatch,"When she was present,",Jerry,15.67799186706543
13,1,she,f,Match,"When she was present,",Donna,14.23850154876709
13,1,he,f,Mismatch,"When he was present,",Erin,16.973514556884766
14,1,he,m,Match,"When he was depressed, the",grandson,15.453829765319824
14,1,she,m,Mismatch,"When she was depressed,",Christopher,15.611052513122559
14,1,she,f,Match,"When she was depressed,",Gina,17.493797302246094
14,1,he,f,Mismatch,"When he was depressed,",Sonia,19.41229248046875
15,1,he,m,Match,"When he was around,",Bill,11.776313781738281
15,1,she,m,Mismatch,"When she was around,",Eric,14.692354202270508
15,1,she,f,Match,"When she was around,",Tara,15.076043128967285
15,1,he,f,Mismatch,"When he was around,",Nicole,16.72951316833496
16,1,he,m,Match,"When he was near,",Mark,14.085216522216797
16,1,she,m,Mismatch,"When she was near,",Keith,16.542356491088867
16,1,she,f,Match,"When she was near,",Sonia,18.390932083129883
16,1,he,f,Mismatch,"When he was near,",Kathleen,17.818344116210938
17,1,he,m,Match,"When he was in court,",Curtis,16.091707229614258
17,1,she,m,Mismatch,"When she was in court,",Gary,15.845837593078613
17,1,she,f,Match,"When she was in court, the",granddaughter,17.0434627532959
17,1,he,f,Mismatch,"When he was in court,",Erin,15.980534553527832
18,1,he,m,Match,"When he was poorly, the",brother,13.224369049072266
18,1,she,m,Mismatch,"When she was poorly,",Todd,15.08968734741211
18,1,she,f,Match,"When she was poorly,",Anna,12.78151798248291
18,1,he,f,Mismatch,"When he was poorly,",Meredith,18.1866397857666
19,1,he,m,Match,"When he arrived,",Bill,11.748917579650879
19,1,she,m,Mismatch,"When she arrived,",Bill,11.99832534790039
19,1,she,f,Match,"When she arrived,",Erin,13.780757904052734
19,1,he,f,Mismatch,"When he arrived,",Anne,14.849408149719238
20,1,he,m,Match,"When he was appointed,",Carlos,15.31857967376709
20,1,she,m,Mismatch,"When she was appointed,",Travis,17.220277786254883
20,1,she,f,Match,"When she was appointed, the",lady,11.571781158447266
20,1,he,f,Mismatch,"When he was appointed,",Rachel,15.136062622070312
21,1,he,m,Match,"When he was fired,",Phillip,16.827951431274414
21,1,she,m,Mismatch,"When she was fired,",Andrew,13.655673027038574
21,1,she,f,Match,"When she was fired,",Kathleen,15.239116668701172
21,1,he,f,Mismatch,"When he was fired,",Diana,17.36549186706543
22,1,he,m,Match,"When he was close,",Kevin,13.284297943115234
22,1,she,m,Mismatch,"When she was close,",Adam,14.270622253417969
22,1,she,f,Match,"When she was close,",Susan,13.505830764770508
22,1,he,f,Mismatch,"When he was close,",Monica,16.744033813476562
23,1,he,m,Match,"When he was retired,",Andrew,13.338789939880371
23,1,she,m,Mismatch,"When she was retired,",Dennis,15.426854133605957
23,1,she,f,Match,"When she was retired, the",lady,10.540855407714844
23,1,he,f,Mismatch,"When he was retired,",Martha,15.795166969299316
24,1,he,m,Match,"When he was abroad, the",boy,8.748464584350586
24,1,she,m,Mismatch,"When she was abroad,",Jerry,17.075979232788086
24,1,she,f,Match,"When she was abroad,",Wendy,16.582504272460938
24,1,he,f,Mismatch,"When he was abroad,",Erin,17.99500846862793
25,1,he,m,Match,"When he was discovered,",Steven,13.851232528686523
25,1,she,m,Mismatch,"When she was discovered,",George,12.422273635864258
25,1,she,f,Match,"When she was discovered,",Susan,13.361468315124512
25,1,he,f,Mismatch,"When he was discovered,",Valerie,16.59279441833496
26,1,he,m,Match,"When he was busy,",Alan,14.82180404663086
26,1,she,m,Mismatch,"When she was busy,",Daniel,14.560729026794434
26,1,she,f,Match,"When she was busy, the",granddaughter,14.93148136138916
26,1,he,f,Mismatch,"When he was busy,",Ruth,15.973238945007324
27,1,he,m,Match,"When he was twenty-one, the",boyfriend,12.4395170211792
27,1,she,m,Mismatch,"When she was twenty-one,",Eric,15.17973518371582
27,1,she,f,Match,"When she was twenty-one,",Barbara,12.973737716674805
27,1,he,f,Mismatch,"When he was twenty-one,",Alice,15.80285358428955
28,1,he,m,Match,"When he was annoyed,",Vincent,15.5567045211792
28,1,she,m,Mismatch,"When she was annoyed,",Ronald,17.060100555419922
28,1,she,f,Match,"When she was annoyed,",Barbara,15.727202415466309
28,1,he,f,Mismatch,"When he was annoyed, the",granddaughter,17.33611297607422
29,1,he,m,Match,"When he was in church, the",brother,10.914216995239258
29,1,she,m,Mismatch,"When she was in church,",Ronald,16.68853187561035
29,1,she,f,Match,"When she was in church,",Victoria,16.10422134399414
29,1,he,f,Mismatch,"When he was in church, the",granddaughter,17.944019317626953
30,1,he,m,Match,"When he was banished,",Bill,14.545896530151367
30,1,she,m,Mismatch,"When she was banished,",Jeffrey,17.09565544128418
30,1,she,f,Match,"When she was banished,",Susan,13.984696388244629
30,1,he,f,Mismatch,"When he was banished,",Ellen,17.331600189208984
31,1,he,m,Match,"When he was angry,",Todd,14.633630752563477
31,1,she,m,Mismatch,"When she was angry,",William,15.684469223022461
31,1,she,f,Match,"When she was angry,",Jessica,15.678504943847656
31,1,he,f,Mismatch,"When he was angry,",Connie,16.509502410888672
32,1,he,m,Match,"When he was distraught,",Travis,15.6196870803833
32,1,she,m,Mismatch,"When she was distraught,",Eric,15.416339874267578
32,1,she,f,Match,"When she was distraught,",Diana,15.658402442932129
32,1,he,f,Mismatch,"When he was distraught,",Laurie,17.964223861694336
1,1,he,m,Match,"When he was off work,",Mitchell,15.364402770996094
1,1,she,m,Mismatch,"When she was off work,",Jerry,15.690885543823242
1,1,she,f,Match,"When she was off work,",Alice,14.406124114990234
1,1,he,f,Mismatch,"When he was off work,",Paula,17.414031982421875
2,1,he,m,Match,"When he arrived, the",brother,12.624536514282227
2,1,she,m,Mismatch,"When she arrived,",Frank,13.140464782714844
2,1,she,f,Match,"When she arrived,",Barbara,14.004117965698242
2,1,he,f,Mismatch,"When he arrived, the",grandmother,14.014228820800781
3,1,he,m,Match,"When he was fed up,",Kenneth,17.01189613342285
3,1,she,m,Mismatch,"When she was fed up,",Kenneth,18.153352737426758
3,1,she,f,Match,"When she was fed up,",Andrea,15.48794937133789
3,1,he,f,Mismatch,"When he was fed up,",Laurie,18.01012420654297
4,1,he,m,Match,"When he was talking,",Jeffrey,17.104747772216797
4,1,she,m,Mismatch,"When she was talking,",Adam,15.491877555847168
4,1,she,f,Match,"When she was talking,",Anna,11.218199729919434
4,1,he,f,Mismatch,"When he was talking,",Anne,16.489700317382812
5,1,he,m,Match,"When he was nearby,",Theodore,16.346614837646484
5,1,she,m,Mismatch,"When she was nearby, the",brother,12.41315746307373
5,1,she,f,Match,"When she was nearby,",Katherine,15.563204765319824
5,1,he,f,Mismatch,"When he was nearby,",Rebecca,16.301265716552734
6,1,he,m,Match,"When he was lost,",Jerry,15.318296432495117
6,1,she,m,Mismatch,"When she was lost,",Bill,13.594046592712402
6,1,she,f,Match,"When she was lost,",Valerie,18.089303970336914
6,1,he,f,Mismatch,"When he was lost,",April,15.569957733154297
7,1,he,m,Match,"When he was bad-tempered, the",brother,11.634182929992676
7,1,she,m,Mismatch,"When she was bad-tempered,",Lawrence,19.3890380859375
7,1,she,f,Match,"When she was bad-tempered,",Barbara,15.89686393737793
7,1,he,f,Mismatch,"When he was bad-tempered,",Sonia,20.289155960083008
8,1,he,m,Match,"When he was jealous,",Todd,15.254752159118652
8,1,she,m,Mismatch,"When she was jealous,",Craig,17.874420166015625
8,1,she,f,Match,"When she was jealous,",Monica,15.798221588134766
8,1,he,f,Mismatch,"When he was jealous,",Wendy,19.22749900817871
9,1,he,m,Match,"When he was in residence,",Lawrence,14.754446029663086
9,1,she,m,Mismatch,"When she was in residence,",Alan,16.863210678100586
9,1,she,f,Match,"When she was in residence, the",grandmother,12.68654727935791
9,1,he,f,Mismatch,"When he was in residence,",Paula,16.60346031188965
10,1,he,m,Match,"When he was introduced,",Roger,13.110234260559082
10,1,she,m,Mismatch,"When she was introduced,",Kenneth,14.932948112487793
10,1,she,f,Match,"When she was introduced,",Jessica,12.151504516601562
10,1,he,f,Mismatch,"When he was introduced, the",waitress,12.427573204040527
11,1,he,m,Match,"When he arrived,",Frank,12.603591918945312
11,1,she,m,Mismatch,"When she arrived,",Alan,14.756770133972168
11,1,she,f,Match,"When she arrived,",Allison,13.939641952514648
11,1,he,f,Mismatch,"When he arrived,",Victoria,14.704052925109863
12,1,he,m,Match,"When he felt sad,",Paul,13.977169036865234
12,1,she,m,Mismatch,"When she felt sad, the",husband,11.228283882141113
12,1,she,f,Match,"When she felt sad,",Jane,15.511739730834961
12,1,he,f,Mismatch,"When he felt sad,",Grace,18.63748550415039
13,1,he,m,Match,"When he was present,",Gary,14.98878002166748
13,1,she,m,Mismatch,"When she was present,",Gary,15.643830299377441
13,1,she,f,Match,"When she was present,",Victoria,13.694265365600586
13,1,he,f,Mismatch,"When he was present,",Laurie,18.56806182861328
14,1,he,m,Match,"When he was depressed,",Gary,14.79035758972168
14,1,she,m,Mismatch,"When she was depressed,",Dan,14.880337715148926
14,1,she,f,Match,"When she was depressed,",Valerie,17.250396728515625
14,1,he,f,Mismatch,"When he was depressed, the",actress,12.201208114624023
15,1,he,m,Match,"When he was around,",Alan,15.485100746154785
15,1,she,m,Mismatch,"When she was around,",Mitchell,16.467018127441406
15,1,she,f,Match,"When she was around,",Melanie,15.605786323547363
15,1,he,f,Mismatch,"When he was around,",Natalie,17.210567474365234
16,1,he,m,Match,"When he was near,",Carlos,16.7585391998291
