exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
About,underwhelms,152,152_F_his,f,Mismatch,poss,The report about Wendy underwhelms,his,10.855859756469727
About,should aid,153,153_M_him,m,Match,obj,The documentary about Vincent should aid,him,5.831685543060303
About,should aid,153,153_F_him,f,Mismatch,obj,The documentary about Sara should aid,him,6.750856876373291
About,should aid,153,153_M_his,m,Match,poss,The documentary about Vincent should aid,his,5.21051549911499
About,should aid,153,153_F_his,f,Mismatch,poss,The documentary about Sara should aid,his,6.490540504455566
About,hasn't bored,154,154_M_him,m,Match,obj,The commentary about Travis hasn't bored,him,4.152580738067627
About,hasn't bored,154,154_F_him,f,Mismatch,obj,The commentary about the waitress hasn't bored,him,4.706531524658203
About,hasn't bored,154,154_M_his,m,Match,poss,The commentary about Travis hasn't bored,his,9.014357566833496
About,hasn't bored,154,154_F_his,f,Mismatch,poss,The commentary about the waitress hasn't bored,his,9.590758323669434
About,has impressed,155,155_M_him,m,Match,obj,The show about John has impressed,him,6.150157928466797
About,has impressed,155,155_F_him,f,Mismatch,obj,The show about Jacqueline has impressed,him,6.453266620635986
About,has impressed,155,155_M_his,m,Match,poss,The show about John has impressed,his,7.998176097869873
About,has impressed,155,155_F_his,f,Mismatch,poss,The show about Jacqueline has impressed,his,8.125932693481445
About,hurts,156,156_M_him,m,Match,obj,The book about Lawrence hurts,him,4.594070911407471
About,hurts,156,156_F_him,f,Mismatch,obj,The book about Valerie hurts,him,4.823367595672607
About,hurts,156,156_M_his,m,Match,poss,The book about Lawrence hurts,his,5.257766246795654
About,hurts,156,156_F_his,f,Mismatch,poss,The book about Valerie hurts,his,6.378720760345459
About,had bored,157,157_M_him,m,Match,obj,The pamphlet about Wayne had bored,him,2.9371461868286133
About,had bored,157,157_F_him,f,Mismatch,obj,The pamphlet about Christine had bored,him,3.378910779953003
About,had bored,157,157_M_his,m,Match,poss,The pamphlet about Wayne had bored,his,5.861221790313721
About,had bored,157,157_F_his,f,Mismatch,poss,The pamphlet about Christine had bored,his,6.784663677215576
About,alarms,158,158_M_him,m,Match,obj,The brochure about Patrick alarms,him,6.248612403869629
About,alarms,158,158_F_him,f,Mismatch,obj,The brochure about the wife alarms,him,6.821924209594727
About,alarms,158,158_M_his,m,Match,poss,The brochure about Patrick alarms,his,6.327729225158691
About,alarms,158,158_F_his,f,Mismatch,poss,The brochure about the wife alarms,his,8.347146987915039
About,had annoyed,159,159_M_him,m,Match,obj,The play about Richard had annoyed,him,2.5826613903045654
About,had annoyed,159,159_F_him,f,Mismatch,obj,The play about Leslie had annoyed,him,2.7384185791015625
About,had annoyed,159,159_M_his,m,Match,poss,The play about Richard had annoyed,his,5.236428737640381
About,had annoyed,159,159_F_his,f,Mismatch,poss,The play about Leslie had annoyed,his,6.085237503051758
About,bores,160,160_M_him,m,Match,obj,The movie about Raymond bores,him,5.347877025604248
About,bores,160,160_F_him,f,Mismatch,obj,The movie about Valerie bores,him,6.2267303466796875
About,bores,160,160_M_his,m,Match,poss,The movie about Raymond bores,his,7.08141565322876
About,bores,160,160_F_his,f,Mismatch,poss,The movie about Valerie bores,his,9.076372146606445
About,aided,161,161_M_him,m,Match,obj,The newspaper article about Keith aided,him,6.384824275970459
About,aided,161,161_F_him,f,Mismatch,obj,The newspaper article about Alice aided,him,6.258824825286865
About,aided,161,161_M_his,m,Match,poss,The newspaper article about Keith aided,his,5.319052696228027
About,aided,161,161_F_his,f,Mismatch,poss,The newspaper article about Alice aided,his,6.779875755310059
About,is overwhelming,162,162_M_him,m,Match,obj,The story about that husband is overwhelming,him,9.541132926940918
About,is overwhelming,162,162_F_him,f,Mismatch,obj,The story about Grace is overwhelming,him,11.520491600036621
About,is overwhelming,162,162_M_his,m,Match,poss,The story about that husband is overwhelming,his,11.88303279876709
About,is overwhelming,162,162_F_his,f,Mismatch,poss,The story about Grace is overwhelming,his,13.504563331604004
About,was overwhelming,163,163_M_him,m,Match,obj,The essay about Edward was overwhelming,him,11.605769157409668
About,was overwhelming,163,163_F_him,f,Mismatch,obj,The essay about Cynthia was overwhelming,him,12.693249702453613
About,was overwhelming,163,163_M_his,m,Match,poss,The essay about Edward was overwhelming,his,12.479499816894531
About,was overwhelming,163,163_F_his,f,Mismatch,poss,The essay about Cynthia was overwhelming,his,13.860703468322754
About,impressed,164,164_M_him,m,Match,obj,The report about William impressed,him,3.834693670272827
About,impressed,164,164_F_him,f,Mismatch,obj,The report about Kathleen impressed,him,4.491304874420166
About,impressed,164,164_M_his,m,Match,poss,The report about William impressed,his,6.870205879211426
About,impressed,164,164_F_his,f,Mismatch,poss,The report about Kathleen impressed,his,8.00522232055664
About,can't distract,165,165_M_him,m,Match,obj,The documentary about Noah can't distract,him,6.547311782836914
About,can't distract,165,165_F_him,f,Mismatch,obj,The documentary about Natalie can't distract,him,6.435412406921387
About,can't distract,165,165_M_his,m,Match,poss,The documentary about Noah can't distract,his,9.618121147155762
About,can't distract,165,165_F_his,f,Mismatch,poss,The documentary about Natalie can't distract,his,9.987996101379395
About,isn't harming,166,166_M_him,m,Match,obj,The commentary about Marcus isn't harming,him,4.279304504394531
About,isn't harming,166,166_F_him,f,Mismatch,obj,The commentary about Melissa isn't harming,him,5.703226566314697
About,isn't harming,166,166_M_his,m,Match,poss,The commentary about Marcus isn't harming,his,3.9349024295806885
About,isn't harming,166,166_F_his,f,Mismatch,poss,The commentary about Melissa isn't harming,his,5.748870849609375
About,hadn't hindered,167,167_M_him,m,Match,obj,The show about Aaron hadn't hindered,him,2.7203357219696045
About,hadn't hindered,167,167_F_him,f,Mismatch,obj,The show about Tamara hadn't hindered,him,4.926337718963623
About,hadn't hindered,167,167_M_his,m,Match,poss,The show about Aaron hadn't hindered,his,1.8653229475021362
About,hadn't hindered,167,167_F_his,f,Mismatch,poss,The show about Tamara hadn't hindered,his,3.845083475112915
About,is confusing,168,168_M_him,m,Match,obj,The book about Carlos is confusing,him,11.852725982666016
About,is confusing,168,168_F_him,f,Mismatch,obj,The book about Diane is confusing,him,11.66751766204834
About,is confusing,168,168_M_his,m,Match,poss,The book about Carlos is confusing,his,13.097180366516113
About,is confusing,168,168_F_his,f,Mismatch,poss,The book about Diane is confusing,his,13.278068542480469
About,hadn't aggravated,169,169_M_him,m,Match,obj,The pamphlet about James hadn't aggravated,him,2.0904645919799805
About,hadn't aggravated,169,169_F_him,f,Mismatch,obj,The pamphlet about Samantha hadn't aggravated,him,2.2558753490448
About,hadn't aggravated,169,169_M_his,m,Match,poss,The pamphlet about James hadn't aggravated,his,3.8531999588012695
About,hadn't aggravated,169,169_F_his,f,Mismatch,poss,The pamphlet about Samantha hadn't aggravated,his,4.901463985443115
About,isn't confusing,170,170_M_him,m,Match,obj,The brochure about Joseph isn't confusing,him,7.521307468414307
About,isn't confusing,170,170_F_him,f,Mismatch,obj,The brochure about Florence isn't confusing,him,10.931923866271973
About,isn't confusing,170,170_M_his,m,Match,poss,The brochure about Joseph isn't confusing,his,11.118145942687988
About,isn't confusing,170,170_F_his,f,Mismatch,poss,The brochure about Florence isn't confusing,his,14.216772079467773
About,might underwhelm,171,171_M_him,m,Match,obj,The play about Edward might underwhelm,him,7.95239782333374
About,might underwhelm,171,171_F_him,f,Mismatch,obj,The play about Naomi might underwhelm,him,8.876346588134766
About,might underwhelm,171,171_M_his,m,Match,poss,The play about Edward might underwhelm,his,6.974228858947754
About,might underwhelm,171,171_F_his,f,Mismatch,poss,The play about Naomi might underwhelm,his,8.53891658782959
About,could impress,172,172_M_him,m,Match,obj,The movie about the boy could impress,him,6.135725021362305
About,could impress,172,172_F_him,f,Mismatch,obj,The movie about Rose could impress,him,6.778504848480225
About,could impress,172,172_M_his,m,Match,poss,The movie about the boy could impress,his,6.4341816902160645
About,could impress,172,172_F_his,f,Mismatch,poss,The movie about Rose could impress,his,7.349682807922363
About,does stun,173,173_M_him,m,Match,obj,The newspaper article about Andrew does stun,him,6.126410484313965
About,does stun,173,173_F_him,f,Mismatch,obj,The newspaper article about Ann does stun,him,6.130374431610107
About,does stun,173,173_M_his,m,Match,poss,The newspaper article about Andrew does stun,his,8.983174324035645
About,does stun,173,173_F_his,f,Mismatch,poss,The newspaper article about Ann does stun,his,9.262491226196289
About,hadn't astounded,174,174_M_him,m,Match,obj,The story about Russell hadn't astounded,him,2.3943662643432617
About,hadn't astounded,174,174_F_him,f,Mismatch,obj,The story about that ex-girlfriend hadn't astounded,him,2.9354701042175293
About,hadn't astounded,174,174_M_his,m,Match,poss,The story about Russell hadn't astounded,his,7.276261806488037
About,hadn't astounded,174,174_F_his,f,Mismatch,poss,The story about that ex-girlfriend hadn't astounded,his,7.850841522216797
About,astounds,175,175_M_him,m,Match,obj,The essay about Edward astounds,him,7.049158573150635
About,astounds,175,175_F_him,f,Mismatch,obj,The essay about Julie astounds,him,7.868102073669434
About,astounds,175,175_M_his,m,Match,poss,The essay about Edward astounds,his,7.559460639953613
About,astounds,175,175_F_his,f,Mismatch,poss,The essay about Julie astounds,his,8.75316333770752
About,isn't aggravating,176,176_M_him,m,Match,obj,The report about Dan isn't aggravating,him,4.325882434844971
About,isn't aggravating,176,176_F_him,f,Mismatch,obj,The report about this niece isn't aggravating,him,6.3651509284973145
About,isn't aggravating,176,176_M_his,m,Match,poss,The report about Dan isn't aggravating,his,7.995290279388428
About,isn't aggravating,176,176_F_his,f,Mismatch,poss,The report about this niece isn't aggravating,his,9.834473609924316
About,had embarrassed,177,177_M_him,m,Match,obj,The documentary about the boy had embarrassed,him,2.8405873775482178
About,had embarrassed,177,177_F_him,f,Mismatch,obj,The documentary about Laura had embarrassed,him,3.1185402870178223
About,had embarrassed,177,177_M_his,m,Match,poss,The documentary about the boy had embarrassed,his,4.901475429534912
About,had embarrassed,177,177_F_his,f,Mismatch,poss,The documentary about Laura had embarrassed,his,6.463820457458496
About,hadn't astounded,178,178_M_him,m,Match,obj,The commentary about Travis hadn't astounded,him,3.3405046463012695
About,hadn't astounded,178,178_F_him,f,Mismatch,obj,The commentary about Maria hadn't astounded,him,3.093665838241577
About,hadn't astounded,178,178_M_his,m,Match,poss,The commentary about Travis hadn't astounded,his,8.274920463562012
About,hadn't astounded,178,178_F_his,f,Mismatch,poss,The commentary about Maria hadn't astounded,his,8.578193664550781
About,hurts,179,179_M_him,m,Match,obj,The show about Alexander hurts,him,4.6978936195373535
About,hurts,179,179_F_him,f,Mismatch,obj,The show about Grace hurts,him,4.864953517913818
About,hurts,179,179_M_his,m,Match,poss,The show about Alexander hurts,his,4.615143299102783
About,hurts,179,179_F_his,f,Mismatch,poss,The show about Grace hurts,his,6.705439567565918
About,can upset,180,180_M_him,m,Match,obj,The book about Brett can upset,him,4.6468729972839355
About,can upset,180,180_F_him,f,Mismatch,obj,The book about Diana can upset,him,5.345614910125732
About,can upset,180,180_M_his,m,Match,poss,The book about Brett can upset,his,5.890085697174072
About,can upset,180,180_F_his,f,Mismatch,poss,The book about Diana can upset,his,7.113434314727783
About,does hinder,181,181_M_him,m,Match,obj,The pamphlet about Aaron does hinder,him,4.725805282592773
About,does hinder,181,181_F_him,f,Mismatch,obj,The pamphlet about the grandmother does hinder,him,5.954189300537109
About,does hinder,181,181_M_his,m,Match,poss,The pamphlet about Aaron does hinder,his,4.257745742797852
About,does hinder,181,181_F_his,f,Mismatch,poss,The pamphlet about the grandmother does hinder,his,5.321410655975342
About,embarrasses,182,182_M_him,m,Match,obj,The brochure about Patrick embarrasses,him,4.22742223739624
About,embarrasses,182,182_F_him,f,Mismatch,obj,The brochure about Cindy embarrasses,him,6.375732421875
About,embarrasses,182,182_M_his,m,Match,poss,The brochure about Patrick embarrasses,his,6.473138809204102
About,embarrasses,182,182_F_his,f,Mismatch,poss,The brochure about Cindy embarrasses,his,8.458792686462402
About,bores,183,183_M_him,m,Match,obj,The play about Rodney bores,him,3.8854174613952637
About,bores,183,183_F_him,f,Mismatch,obj,The play about Elaine bores,him,4.301389217376709
About,bores,183,183_M_his,m,Match,poss,The play about Rodney bores,his,5.431620121002197
About,bores,183,183_F_his,f,Mismatch,poss,The play about Elaine bores,his,7.983077526092529
About,has disgusted,184,184_M_him,m,Match,obj,The movie about Brad has disgusted,him,5.221858024597168
About,has disgusted,184,184_F_him,f,Mismatch,obj,The movie about Melissa has disgusted,him,6.168050289154053
About,has disgusted,184,184_M_his,m,Match,poss,The movie about Brad has disgusted,his,8.249730110168457
About,has disgusted,184,184_F_his,f,Mismatch,poss,The movie about Melissa has disgusted,his,8.799928665161133
About,hasn't aggravated,185,185_M_him,m,Match,obj,The newspaper article about Charles hasn't aggravated,him,2.7099740505218506
About,hasn't aggravated,185,185_F_him,f,Mismatch,obj,The newspaper article about Carol hasn't aggravated,him,3.2531051635742188
About,hasn't aggravated,185,185_M_his,m,Match,poss,The newspaper article about Charles hasn't aggravated,his,4.6694464683532715
About,hasn't aggravated,185,185_F_his,f,Mismatch,poss,The newspaper article about Carol hasn't aggravated,his,5.969104766845703
About,might alarm,186,186_M_him,m,Match,obj,The story about Bradley might alarm,him,7.203986644744873
About,might alarm,186,186_F_him,f,Mismatch,obj,The story about this niece might alarm,him,7.413056373596191
About,might alarm,186,186_M_his,m,Match,poss,The story about Bradley might alarm,his,6.964773178100586
About,might alarm,186,186_F_his,f,Mismatch,poss,The story about this niece might alarm,his,7.603558540344238
About,had shocked,187,187_M_him,m,Match,obj,The essay about Craig had shocked,him,3.748128652572632
About,had shocked,187,187_F_him,f,Mismatch,obj,The essay about Denise had shocked,him,4.112310886383057
About,had shocked,187,187_M_his,m,Match,poss,The essay about Craig had shocked,his,6.984447956085205
About,had shocked,187,187_F_his,f,Mismatch,poss,The essay about Denise had shocked,his,7.612860679626465
About,hadn't embarrassed,188,188_M_him,m,Match,obj,The report about this boy hadn't embarrassed,him,2.5230913162231445
About,hadn't embarrassed,188,188_F_him,f,Mismatch,obj,The report about Claire hadn't embarrassed,him,2.586935043334961
About,hadn't embarrassed,188,188_M_his,m,Match,poss,The report about this boy hadn't embarrassed,his,6.7423553466796875
About,hadn't embarrassed,188,188_F_his,f,Mismatch,poss,The report about Claire hadn't embarrassed,his,8.563637733459473
About,had bothered,189,189_M_him,m,Match,obj,The documentary about Brett had bothered,him,2.67016339302063
About,had bothered,189,189_F_him,f,Mismatch,obj,The documentary about Claire had bothered,him,3.046830177307129
About,had bothered,189,189_M_his,m,Match,poss,The documentary about Brett had bothered,his,7.008120059967041
About,had bothered,189,189_F_his,f,Mismatch,poss,The documentary about Claire had bothered,his,7.529706954956055
About,isn't underwhelming,190,190_M_him,m,Match,obj,The commentary about Gary isn't underwhelming,him,15.381539344787598
About,isn't underwhelming,190,190_F_him,f,Mismatch,obj,The commentary about the wife isn't underwhelming,him,15.892264366149902
About,isn't underwhelming,190,190_M_his,m,Match,poss,The commentary about Gary isn't underwhelming,his,15.545478820800781
About,isn't underwhelming,190,190_F_his,f,Mismatch,poss,The commentary about the wife isn't underwhelming,his,16.323436737060547
About,has upset,191,191_M_him,m,Match,obj,The show about that husband has upset,him,4.2090559005737305
About,has upset,191,191_F_him,f,Mismatch,obj,The show about Samantha has upset,him,5.100176811218262
About,has upset,191,191_M_his,m,Match,poss,The show about that husband has upset,his,5.482566833496094
About,has upset,191,191_F_his,f,Mismatch,poss,The show about Samantha has upset,his,6.816836833953857
About,hadn't helped,192,192_M_him,m,Match,obj,The book about the boy hadn't helped,him,3.8644161224365234
About,hadn't helped,192,192_F_him,f,Mismatch,obj,The book about Catherine hadn't helped,him,4.7468719482421875
About,hadn't helped,192,192_M_his,m,Match,poss,The book about the boy hadn't helped,his,5.030640602111816
About,hadn't helped,192,192_F_his,f,Mismatch,poss,The book about Catherine hadn't helped,his,5.81205940246582
About,stunned,193,193_M_him,m,Match,obj,The pamphlet about Bill stunned,him,3.732436180114746
About,stunned,193,193_F_him,f,Mismatch,obj,The pamphlet about Melissa stunned,him,4.2863311767578125
About,stunned,193,193_M_his,m,Match,poss,The pamphlet about Bill stunned,his,5.359020709991455
About,stunned,193,193_F_his,f,Mismatch,poss,The pamphlet about Melissa stunned,his,6.799932479858398
About,alarmed,194,194_M_him,m,Match,obj,The brochure about Benjamin alarmed,him,4.042752265930176
About,alarmed,194,194_F_him,f,Mismatch,obj,The brochure about the ex-wife alarmed,him,3.6045608520507812
About,alarmed,194,194_M_his,m,Match,poss,The brochure about Benjamin alarmed,his,5.198322772979736
About,alarmed,194,194_F_his,f,Mismatch,poss,The brochure about the ex-wife alarmed,his,5.891203880310059
About,had aggravated,195,195_M_him,m,Match,obj,The play about Timothy had aggravated,him,3.4700138568878174
About,had aggravated,195,195_F_him,f,Mismatch,obj,The play about Melanie had aggravated,him,3.1793131828308105
About,had aggravated,195,195_M_his,m,Match,poss,The play about Timothy had aggravated,his,3.1925671100616455
About,had aggravated,195,195_F_his,f,Mismatch,poss,The play about Melanie had aggravated,his,4.100334167480469
About,aided,196,196_M_him,m,Match,obj,The movie about Liam aided,him,5.664523124694824
About,aided,196,196_F_him,f,Mismatch,obj,The movie about Lisa aided,him,6.064833164215088
About,aided,196,196_M_his,m,Match,poss,The movie about Liam aided,his,5.805825233459473
About,aided,196,196_F_his,f,Mismatch,poss,The movie about Lisa aided,his,6.447447299957275
About,hasn't aggravated,197,197_M_him,m,Match,obj,The newspaper article about Dan hasn't aggravated,him,2.666306972503662
About,hasn't aggravated,197,197_F_him,f,Mismatch,obj,The newspaper article about Caroline hasn't aggravated,him,3.173129081726074
About,hasn't aggravated,197,197_M_his,m,Match,poss,The newspaper article about Dan hasn't aggravated,his,5.051876068115234
About,hasn't aggravated,197,197_F_his,f,Mismatch,poss,The newspaper article about Caroline hasn't aggravated,his,6.0638837814331055
About,couldn't astound,198,198_M_him,m,Match,obj,The story about this son couldn't astound,him,5.163804531097412
About,couldn't astound,198,198_F_him,f,Mismatch,obj,The story about the waitress couldn't astound,him,5.2843828201293945
About,couldn't astound,198,198_M_his,m,Match,poss,The story about this son couldn't astound,his,7.92868709564209
About,couldn't astound,198,198_F_his,f,Mismatch,poss,The story about the waitress couldn't astound,his,9.094366073608398
About,astounds,199,199_M_him,m,Match,obj,The essay about Aaron astounds,him,7.556239128112793
About,astounds,199,199_F_him,f,Mismatch,obj,The essay about that niece astounds,him,7.381047248840332
About,astounds,199,199_M_his,m,Match,poss,The essay about Aaron astounds,his,7.995361328125
About,astounds,199,199_F_his,f,Mismatch,poss,The essay about that niece astounds,his,8.958451271057129
About,aggravates,200,200_M_him,m,Match,obj,The report about Donald aggravates,him,4.459646224975586
About,aggravates,200,200_F_him,f,Mismatch,obj,The report about Donna aggravates,him,4.827217102050781
About,aggravates,200,200_M_his,m,Match,poss,The report about Donald aggravates,his,5.536722183227539
About,aggravates,200,200_F_his,f,Mismatch,poss,The report about Donna aggravates,his,7.23354959487915
About,helped,201,201_M_him,m,Match,obj,The documentary about Carlos helped,him,3.9800915718078613
About,helped,201,201_F_him,f,Mismatch,obj,The documentary about that wife helped,him,4.9852614402771
About,helped,201,201_M_his,m,Match,poss,The documentary about Carlos helped,his,7.425073623657227
About,helped,201,201_F_his,f,Mismatch,poss,The documentary about that wife helped,his,8.403999328613281
About,hasn't overwhelmed,202,202_M_him,m,Match,obj,The commentary about that man hasn't overwhelmed,him,4.510184288024902
About,hasn't overwhelmed,202,202_F_him,f,Mismatch,obj,The commentary about the grandmother hasn't overwhelmed,him,4.667079925537109
About,hasn't overwhelmed,202,202_M_his,m,Match,poss,The commentary about that man hasn't overwhelmed,his,6.861313343048096
About,hasn't overwhelmed,202,202_F_his,f,Mismatch,poss,The commentary about the grandmother hasn't overwhelmed,his,7.692757606506348
About,had alarmed,203,203_M_him,m,Match,obj,The show about Raymond had alarmed,him,3.67826509475708
About,had alarmed,203,203_F_him,f,Mismatch,obj,The show about Janice had alarmed,him,3.561880350112915
About,had alarmed,203,203_M_his,m,Match,poss,The show about Raymond had alarmed,his,5.620495319366455
About,had alarmed,203,203_F_his,f,Mismatch,poss,The show about Janice had alarmed,his,5.867898464202881
About,hadn't alarmed,204,204_M_him,m,Match,obj,The book about Michael hadn't alarmed,him,2.107448101043701
About,hadn't alarmed,204,204_F_him,f,Mismatch,obj,The book about Tara hadn't alarmed,him,2.4430441856384277
About,hadn't alarmed,204,204_M_his,m,Match,poss,The book about Michael hadn't alarmed,his,6.230988502502441
About,hadn't alarmed,204,204_F_his,f,Mismatch,poss,The book about Tara hadn't alarmed,his,7.333064079284668
About,hadn't helped,205,205_M_him,m,Match,obj,The pamphlet about Steven hadn't helped,him,4.041301727294922
About,hadn't helped,205,205_F_him,f,Mismatch,obj,The pamphlet about Natalie hadn't helped,him,5.318716049194336
About,hadn't helped,205,205_M_his,m,Match,poss,The pamphlet about Steven hadn't helped,his,4.9698896408081055
About,hadn't helped,205,205_F_his,f,Mismatch,poss,The pamphlet about Natalie hadn't helped,his,6.423426628112793
About,has alarmed,206,206_M_him,m,Match,obj,The brochure about Mark has alarmed,him,6.408182144165039
About,has alarmed,206,206_F_him,f,Mismatch,obj,The brochure about Kimberley has alarmed,him,7.506958484649658
About,has alarmed,206,206_M_his,m,Match,poss,The brochure about Mark has alarmed,his,7.122950553894043
About,has alarmed,206,206_F_his,f,Mismatch,poss,The brochure about Kimberley has alarmed,his,8.257978439331055
About,hasn't disgusted,207,207_M_him,m,Match,obj,The play about Eric hasn't disgusted,him,4.288058280944824
About,hasn't disgusted,207,207_F_him,f,Mismatch,obj,The play about Veronica hasn't disgusted,him,4.417418479919434
About,hasn't disgusted,207,207_M_his,m,Match,poss,The play about Eric hasn't disgusted,his,8.675433158874512
About,hasn't disgusted,207,207_F_his,f,Mismatch,poss,The play about Veronica hasn't disgusted,his,9.248758316040039
About,is shocking,208,208_M_him,m,Match,obj,The movie about Douglas is shocking,him,11.78001594543457
About,is shocking,208,208_F_him,f,Mismatch,obj,The movie about Jennifer is shocking,him,11.531962394714355
About,is shocking,208,208_M_his,m,Match,poss,The movie about Douglas is shocking,his,12.79063606262207
About,is shocking,208,208_F_his,f,Mismatch,poss,The movie about Jennifer is shocking,his,12.966996192932129
About,wouldn't disturb,209,209_M_him,m,Match,obj,The newspaper article about Donald wouldn't disturb,him,3.0120322704315186
About,wouldn't disturb,209,209_F_him,f,Mismatch,obj,The newspaper article about Sonia wouldn't disturb,him,3.556344509124756
About,wouldn't disturb,209,209_M_his,m,Match,poss,The newspaper article about Donald wouldn't disturb,his,6.075527667999268
About,wouldn't disturb,209,209_F_his,f,Mismatch,poss,The newspaper article about Sonia wouldn't disturb,his,6.560205936431885
About,harms,210,210_M_him,m,Match,obj,The story about Adam harms,him,5.677231788635254
About,harms,210,210_F_him,f,Mismatch,obj,The story about Nicole harms,him,6.691593170166016
About,harms,210,210_M_his,m,Match,poss,The story about Adam harms,his,5.269895076751709
About,harms,210,210_F_his,f,Mismatch,poss,The story about Nicole harms,his,6.834963798522949
About,embarrassed,211,211_M_him,m,Match,obj,The essay about Joseph embarrassed,him,2.913220167160034
About,embarrassed,211,211_F_him,f,Mismatch,obj,The essay about Donna embarrassed,him,3.3821094036102295
About,embarrassed,211,211_M_his,m,Match,poss,The essay about Joseph embarrassed,his,5.261837005615234
About,embarrassed,211,211_F_his,f,Mismatch,poss,The essay about Donna embarrassed,his,7.5782012939453125
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him,5.405562400817871
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him,5.373648643493652
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his,4.878287315368652
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his,6.465303897857666
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him,3.7272255420684814
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him,5.747006416320801
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his,4.920481204986572
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his,6.844355583190918
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him,3.2543303966522217
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him,5.071438789367676
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his,3.208967924118042
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his,5.728915214538574
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him,4.02686071395874
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him,5.419189929962158
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his,3.3174619674682617
About,shouldn't hurt,215,215_F_his,f,Mismatch,poss,The show about Nicole shouldn't hurt,his,4.790823459625244
About,will aid,216,216_M_him,m,Match,obj,The book about Dan will aid,him,4.503818988800049
About,will aid,216,216_F_him,f,Mismatch,obj,The book about Carla will aid,him,4.853823661804199
About,will aid,216,216_M_his,m,Match,poss,The book about Dan will aid,his,6.071019172668457
About,will aid,216,216_F_his,f,Mismatch,poss,The book about Carla will aid,his,6.799298286437988
About,isn't hurting,217,217_M_him,m,Match,obj,The pamphlet about Guy isn't hurting,him,5.211669921875
About,isn't hurting,217,217_F_him,f,Mismatch,obj,The pamphlet about Donna isn't hurting,him,3.9316165447235107
About,isn't hurting,217,217_M_his,m,Match,poss,The pamphlet about Guy isn't hurting,his,3.3388161659240723
About,isn't hurting,217,217_F_his,f,Mismatch,poss,The pamphlet about Donna isn't hurting,his,4.217578887939453
About,annoyed,218,218_M_him,m,Match,obj,The brochure about Curtis annoyed,him,3.4386978149414062
About,annoyed,218,218_F_him,f,Mismatch,obj,The brochure about Monica annoyed,him,3.761298656463623
About,annoyed,218,218_M_his,m,Match,poss,The brochure about Curtis annoyed,his,5.861409664154053
About,annoyed,218,218_F_his,f,Mismatch,poss,The brochure about Monica annoyed,his,7.574945449829102
About,hasn't alarmed,219,219_M_him,m,Match,obj,The play about Ronald hasn't alarmed,him,4.076384544372559
About,hasn't alarmed,219,219_F_him,f,Mismatch,obj,The play about Bethany hasn't alarmed,him,4.463777542114258
About,hasn't alarmed,219,219_M_his,m,Match,poss,The play about Ronald hasn't alarmed,his,5.9451470375061035
About,hasn't alarmed,219,219_F_his,f,Mismatch,poss,The play about Bethany hasn't alarmed,his,6.309247970581055
About,might stun,220,220_M_him,m,Match,obj,The movie about Kevin might stun,him,7.160429000854492
About,might stun,220,220_F_him,f,Mismatch,obj,The movie about this waitress might stun,him,9.095234870910645
About,might stun,220,220_M_his,m,Match,poss,The movie about Kevin might stun,his,8.496236801147461
About,might stun,220,220_F_his,f,Mismatch,poss,The movie about this waitress might stun,his,10.046817779541016
About,overwhelms,221,221_M_him,m,Match,obj,The newspaper article about Bradley overwhelms,him,3.5687475204467773
About,overwhelms,221,221_F_him,f,Mismatch,obj,The newspaper article about Danielle overwhelms,him,3.8598527908325195
About,overwhelms,221,221_M_his,m,Match,poss,The newspaper article about Bradley overwhelms,his,4.367570877075195
About,overwhelms,221,221_F_his,f,Mismatch,poss,The newspaper article about Danielle overwhelms,his,5.661671161651611
About,impressed,222,222_M_him,m,Match,obj,The story about the father impressed,him,3.808889150619507
About,impressed,222,222_F_him,f,Mismatch,obj,The story about Sheila impressed,him,3.9796648025512695
About,impressed,222,222_M_his,m,Match,poss,The story about the father impressed,his,6.385014057159424
About,impressed,222,222_F_his,f,Mismatch,poss,The story about Sheila impressed,his,7.679909706115723
About,does underwhelm,223,223_M_him,m,Match,obj,The essay about Brian does underwhelm,him,9.070940971374512
About,does underwhelm,223,223_F_him,f,Mismatch,obj,The essay about Melissa does underwhelm,him,9.819557189941406
