exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
About,was bothering,151,151_M_him,m,Match,obj,The essay about James was bothering,him,3.731504440307617
About,was bothering,151,151_F_him,f,Mismatch,obj,The essay about the niece was bothering,him,4.231978893280029
About,was bothering,151,151_M_his,m,Match,poss,The essay about James was bothering,his,7.196109771728516
About,was bothering,151,151_F_his,f,Mismatch,poss,The essay about the niece was bothering,his,8.293124198913574
About,underwhelms,152,152_M_him,m,Match,obj,The report about Peter underwhelms,him,6.110525608062744
About,underwhelms,152,152_F_him,f,Mismatch,obj,The report about Wendy underwhelms,him,7.246892929077148
About,underwhelms,152,152_M_his,m,Match,poss,The report about Peter underwhelms,his,5.093225002288818
About,underwhelms,152,152_F_his,f,Mismatch,poss,The report about Wendy underwhelms,his,7.518465518951416
About,should aid,153,153_M_him,m,Match,obj,The documentary about Vincent should aid,him,6.1733269691467285
About,should aid,153,153_F_him,f,Mismatch,obj,The documentary about Sara should aid,him,7.188493728637695
About,should aid,153,153_M_his,m,Match,poss,The documentary about Vincent should aid,his,5.761075496673584
About,should aid,153,153_F_his,f,Mismatch,poss,The documentary about Sara should aid,his,6.962765216827393
About,hasn't bored,154,154_M_him,m,Match,obj,The commentary about Travis hasn't bored,him,4.928427219390869
About,hasn't bored,154,154_F_him,f,Mismatch,obj,The commentary about the waitress hasn't bored,him,4.935381889343262
About,hasn't bored,154,154_M_his,m,Match,poss,The commentary about Travis hasn't bored,his,7.825924396514893
About,hasn't bored,154,154_F_his,f,Mismatch,poss,The commentary about the waitress hasn't bored,his,8.758085250854492
About,has impressed,155,155_M_him,m,Match,obj,The show about John has impressed,him,6.824812889099121
About,has impressed,155,155_F_him,f,Mismatch,obj,The show about Jacqueline has impressed,him,7.455999374389648
About,has impressed,155,155_M_his,m,Match,poss,The show about John has impressed,his,8.012643814086914
About,has impressed,155,155_F_his,f,Mismatch,poss,The show about Jacqueline has impressed,his,8.96181869506836
About,hurts,156,156_M_him,m,Match,obj,The book about Lawrence hurts,him,5.7651448249816895
About,hurts,156,156_F_him,f,Mismatch,obj,The book about Valerie hurts,him,6.819080352783203
About,hurts,156,156_M_his,m,Match,poss,The book about Lawrence hurts,his,5.518954277038574
About,hurts,156,156_F_his,f,Mismatch,poss,The book about Valerie hurts,his,7.361928939819336
About,had bored,157,157_M_him,m,Match,obj,The pamphlet about Wayne had bored,him,4.47517204284668
About,had bored,157,157_F_him,f,Mismatch,obj,The pamphlet about Christine had bored,him,5.228706359863281
About,had bored,157,157_M_his,m,Match,poss,The pamphlet about Wayne had bored,his,5.388908863067627
About,had bored,157,157_F_his,f,Mismatch,poss,The pamphlet about Christine had bored,his,6.448632717132568
About,alarms,158,158_M_him,m,Match,obj,The brochure about Patrick alarms,him,6.43790340423584
About,alarms,158,158_F_him,f,Mismatch,obj,The brochure about the wife alarms,him,5.1826348304748535
About,alarms,158,158_M_his,m,Match,poss,The brochure about Patrick alarms,his,4.509683132171631
About,alarms,158,158_F_his,f,Mismatch,poss,The brochure about the wife alarms,his,6.694760799407959
About,had annoyed,159,159_M_him,m,Match,obj,The play about Richard had annoyed,him,4.505603313446045
About,had annoyed,159,159_F_him,f,Mismatch,obj,The play about Leslie had annoyed,him,4.367634296417236
About,had annoyed,159,159_M_his,m,Match,poss,The play about Richard had annoyed,his,6.061757564544678
About,had annoyed,159,159_F_his,f,Mismatch,poss,The play about Leslie had annoyed,his,6.568241596221924
About,bores,160,160_M_him,m,Match,obj,The movie about Raymond bores,him,6.01467227935791
About,bores,160,160_F_him,f,Mismatch,obj,The movie about Valerie bores,him,5.2277750968933105
About,bores,160,160_M_his,m,Match,poss,The movie about Raymond bores,his,5.068266868591309
About,bores,160,160_F_his,f,Mismatch,poss,The movie about Valerie bores,his,6.099310874938965
About,aided,161,161_M_him,m,Match,obj,The newspaper article about Keith aided,him,5.694299221038818
About,aided,161,161_F_him,f,Mismatch,obj,The newspaper article about Alice aided,him,5.760303020477295
About,aided,161,161_M_his,m,Match,poss,The newspaper article about Keith aided,his,4.408430576324463
About,aided,161,161_F_his,f,Mismatch,poss,The newspaper article about Alice aided,his,6.525832653045654
About,is overwhelming,162,162_M_him,m,Match,obj,The story about that husband is overwhelming,him,12.007437705993652
About,is overwhelming,162,162_F_him,f,Mismatch,obj,The story about Grace is overwhelming,him,12.817874908447266
About,is overwhelming,162,162_M_his,m,Match,poss,The story about that husband is overwhelming,his,12.61750602722168
About,is overwhelming,162,162_F_his,f,Mismatch,poss,The story about Grace is overwhelming,his,13.914865493774414
About,was overwhelming,163,163_M_him,m,Match,obj,The essay about Edward was overwhelming,him,12.27534294128418
About,was overwhelming,163,163_F_him,f,Mismatch,obj,The essay about Cynthia was overwhelming,him,12.279256820678711
About,was overwhelming,163,163_M_his,m,Match,poss,The essay about Edward was overwhelming,his,11.419568061828613
About,was overwhelming,163,163_F_his,f,Mismatch,poss,The essay about Cynthia was overwhelming,his,12.446407318115234
About,impressed,164,164_M_him,m,Match,obj,The report about William impressed,him,6.138167858123779
About,impressed,164,164_F_him,f,Mismatch,obj,The report about Kathleen impressed,him,6.1230692863464355
About,impressed,164,164_M_his,m,Match,poss,The report about William impressed,his,5.4670891761779785
About,impressed,164,164_F_his,f,Mismatch,poss,The report about Kathleen impressed,his,7.333826541900635
About,can't distract,165,165_M_him,m,Match,obj,The documentary about Noah can't distract,him,7.402971267700195
About,can't distract,165,165_F_him,f,Mismatch,obj,The documentary about Natalie can't distract,him,7.560388088226318
About,can't distract,165,165_M_his,m,Match,poss,The documentary about Noah can't distract,his,9.562335968017578
About,can't distract,165,165_F_his,f,Mismatch,poss,The documentary about Natalie can't distract,his,10.268689155578613
About,isn't harming,166,166_M_him,m,Match,obj,The commentary about Marcus isn't harming,him,3.3554182052612305
About,isn't harming,166,166_F_him,f,Mismatch,obj,The commentary about Melissa isn't harming,him,5.632694721221924
About,isn't harming,166,166_M_his,m,Match,poss,The commentary about Marcus isn't harming,his,3.2197909355163574
About,isn't harming,166,166_F_his,f,Mismatch,poss,The commentary about Melissa isn't harming,his,6.383672714233398
About,hadn't hindered,167,167_M_him,m,Match,obj,The show about Aaron hadn't hindered,him,3.303509473800659
About,hadn't hindered,167,167_F_him,f,Mismatch,obj,The show about Tamara hadn't hindered,him,5.109221458435059
About,hadn't hindered,167,167_M_his,m,Match,poss,The show about Aaron hadn't hindered,his,2.7425103187561035
About,hadn't hindered,167,167_F_his,f,Mismatch,poss,The show about Tamara hadn't hindered,his,4.474432468414307
About,is confusing,168,168_M_him,m,Match,obj,The book about Carlos is confusing,him,8.810271263122559
About,is confusing,168,168_F_him,f,Mismatch,obj,The book about Diane is confusing,him,9.453754425048828
About,is confusing,168,168_M_his,m,Match,poss,The book about Carlos is confusing,his,9.740331649780273
About,is confusing,168,168_F_his,f,Mismatch,poss,The book about Diane is confusing,his,10.782649040222168
About,hadn't aggravated,169,169_M_him,m,Match,obj,The pamphlet about James hadn't aggravated,him,3.9458839893341064
About,hadn't aggravated,169,169_F_him,f,Mismatch,obj,The pamphlet about Samantha hadn't aggravated,him,4.202503204345703
About,hadn't aggravated,169,169_M_his,m,Match,poss,The pamphlet about James hadn't aggravated,his,3.341264009475708
About,hadn't aggravated,169,169_F_his,f,Mismatch,poss,The pamphlet about Samantha hadn't aggravated,his,4.750833511352539
About,isn't confusing,170,170_M_him,m,Match,obj,The brochure about Joseph isn't confusing,him,5.482144832611084
About,isn't confusing,170,170_F_him,f,Mismatch,obj,The brochure about Florence isn't confusing,him,7.691819190979004
About,isn't confusing,170,170_M_his,m,Match,poss,The brochure about Joseph isn't confusing,his,7.764456748962402
About,isn't confusing,170,170_F_his,f,Mismatch,poss,The brochure about Florence isn't confusing,his,9.903312683105469
About,might underwhelm,171,171_M_him,m,Match,obj,The play about Edward might underwhelm,him,5.7464423179626465
About,might underwhelm,171,171_F_him,f,Mismatch,obj,The play about Naomi might underwhelm,him,6.996382713317871
About,might underwhelm,171,171_M_his,m,Match,poss,The play about Edward might underwhelm,his,6.449056148529053
About,might underwhelm,171,171_F_his,f,Mismatch,poss,The play about Naomi might underwhelm,his,8.26747989654541
About,could impress,172,172_M_him,m,Match,obj,The movie about the boy could impress,him,6.135914325714111
About,could impress,172,172_F_him,f,Mismatch,obj,The movie about Rose could impress,him,7.312432765960693
About,could impress,172,172_M_his,m,Match,poss,The movie about the boy could impress,his,6.012472152709961
About,could impress,172,172_F_his,f,Mismatch,poss,The movie about Rose could impress,his,7.587846755981445
About,does stun,173,173_M_him,m,Match,obj,The newspaper article about Andrew does stun,him,5.35534143447876
About,does stun,173,173_F_him,f,Mismatch,obj,The newspaper article about Ann does stun,him,5.356292724609375
About,does stun,173,173_M_his,m,Match,poss,The newspaper article about Andrew does stun,his,6.444737434387207
About,does stun,173,173_F_his,f,Mismatch,poss,The newspaper article about Ann does stun,his,7.108512878417969
About,hadn't astounded,174,174_M_him,m,Match,obj,The story about Russell hadn't astounded,him,3.5739142894744873
About,hadn't astounded,174,174_F_him,f,Mismatch,obj,The story about that ex-girlfriend hadn't astounded,him,3.8919239044189453
About,hadn't astounded,174,174_M_his,m,Match,poss,The story about Russell hadn't astounded,his,6.949892520904541
About,hadn't astounded,174,174_F_his,f,Mismatch,poss,The story about that ex-girlfriend hadn't astounded,his,8.4503173828125
About,astounds,175,175_M_him,m,Match,obj,The essay about Edward astounds,him,9.200425148010254
About,astounds,175,175_F_him,f,Mismatch,obj,The essay about Julie astounds,him,9.991416931152344
About,astounds,175,175_M_his,m,Match,poss,The essay about Edward astounds,his,7.935678482055664
About,astounds,175,175_F_his,f,Mismatch,poss,The essay about Julie astounds,his,9.282694816589355
About,isn't aggravating,176,176_M_him,m,Match,obj,The report about Dan isn't aggravating,him,5.2101945877075195
About,isn't aggravating,176,176_F_him,f,Mismatch,obj,The report about this niece isn't aggravating,him,7.0056471824646
About,isn't aggravating,176,176_M_his,m,Match,poss,The report about Dan isn't aggravating,his,6.019773006439209
About,isn't aggravating,176,176_F_his,f,Mismatch,poss,The report about this niece isn't aggravating,his,8.313772201538086
About,had embarrassed,177,177_M_him,m,Match,obj,The documentary about the boy had embarrassed,him,2.7001099586486816
About,had embarrassed,177,177_F_him,f,Mismatch,obj,The documentary about Laura had embarrassed,him,3.718531370162964
About,had embarrassed,177,177_M_his,m,Match,poss,The documentary about the boy had embarrassed,his,4.5104899406433105
About,had embarrassed,177,177_F_his,f,Mismatch,poss,The documentary about Laura had embarrassed,his,6.098287105560303
About,hadn't astounded,178,178_M_him,m,Match,obj,The commentary about Travis hadn't astounded,him,3.77609920501709
About,hadn't astounded,178,178_F_him,f,Mismatch,obj,The commentary about Maria hadn't astounded,him,4.1133856773376465
About,hadn't astounded,178,178_M_his,m,Match,poss,The commentary about Travis hadn't astounded,his,7.002394676208496
About,hadn't astounded,178,178_F_his,f,Mismatch,poss,The commentary about Maria hadn't astounded,his,7.758273601531982
About,hurts,179,179_M_him,m,Match,obj,The show about Alexander hurts,him,5.247503757476807
About,hurts,179,179_F_him,f,Mismatch,obj,The show about Grace hurts,him,6.096144199371338
About,hurts,179,179_M_his,m,Match,poss,The show about Alexander hurts,his,5.138249397277832
About,hurts,179,179_F_his,f,Mismatch,poss,The show about Grace hurts,his,7.017982482910156
About,can upset,180,180_M_him,m,Match,obj,The book about Brett can upset,him,6.058104038238525
About,can upset,180,180_F_him,f,Mismatch,obj,The book about Diana can upset,him,7.553874969482422
About,can upset,180,180_M_his,m,Match,poss,The book about Brett can upset,his,6.225826740264893
About,can upset,180,180_F_his,f,Mismatch,poss,The book about Diana can upset,his,8.568072319030762
About,does hinder,181,181_M_him,m,Match,obj,The pamphlet about Aaron does hinder,him,4.216062545776367
About,does hinder,181,181_F_him,f,Mismatch,obj,The pamphlet about the grandmother does hinder,him,6.076797962188721
About,does hinder,181,181_M_his,m,Match,poss,The pamphlet about Aaron does hinder,his,3.547734498977661
About,does hinder,181,181_F_his,f,Mismatch,poss,The pamphlet about the grandmother does hinder,his,5.313007831573486
About,embarrasses,182,182_M_him,m,Match,obj,The brochure about Patrick embarrasses,him,4.815135955810547
About,embarrasses,182,182_F_him,f,Mismatch,obj,The brochure about Cindy embarrasses,him,5.686731338500977
About,embarrasses,182,182_M_his,m,Match,poss,The brochure about Patrick embarrasses,his,5.06183385848999
About,embarrasses,182,182_F_his,f,Mismatch,poss,The brochure about Cindy embarrasses,his,7.599100589752197
About,bores,183,183_M_him,m,Match,obj,The play about Rodney bores,him,4.779730796813965
About,bores,183,183_F_him,f,Mismatch,obj,The play about Elaine bores,him,4.622044563293457
About,bores,183,183_M_his,m,Match,poss,The play about Rodney bores,his,4.800137519836426
About,bores,183,183_F_his,f,Mismatch,poss,The play about Elaine bores,his,6.2984490394592285
About,has disgusted,184,184_M_him,m,Match,obj,The movie about Brad has disgusted,him,6.39710807800293
About,has disgusted,184,184_F_him,f,Mismatch,obj,The movie about Melissa has disgusted,him,7.084344863891602
About,has disgusted,184,184_M_his,m,Match,poss,The movie about Brad has disgusted,his,6.344847202301025
About,has disgusted,184,184_F_his,f,Mismatch,poss,The movie about Melissa has disgusted,his,7.66282320022583
About,hasn't aggravated,185,185_M_him,m,Match,obj,The newspaper article about Charles hasn't aggravated,him,4.615464687347412
About,hasn't aggravated,185,185_F_him,f,Mismatch,obj,The newspaper article about Carol hasn't aggravated,him,5.212962627410889
About,hasn't aggravated,185,185_M_his,m,Match,poss,The newspaper article about Charles hasn't aggravated,his,2.77732515335083
About,hasn't aggravated,185,185_F_his,f,Mismatch,poss,The newspaper article about Carol hasn't aggravated,his,3.79614520072937
About,might alarm,186,186_M_him,m,Match,obj,The story about Bradley might alarm,him,6.902599811553955
About,might alarm,186,186_F_him,f,Mismatch,obj,The story about this niece might alarm,him,8.492217063903809
About,might alarm,186,186_M_his,m,Match,poss,The story about Bradley might alarm,his,7.132787227630615
About,might alarm,186,186_F_his,f,Mismatch,poss,The story about this niece might alarm,his,9.430542945861816
About,had shocked,187,187_M_him,m,Match,obj,The essay about Craig had shocked,him,5.552978515625
About,had shocked,187,187_F_him,f,Mismatch,obj,The essay about Denise had shocked,him,5.876567840576172
About,had shocked,187,187_M_his,m,Match,poss,The essay about Craig had shocked,his,6.039669990539551
About,had shocked,187,187_F_his,f,Mismatch,poss,The essay about Denise had shocked,his,7.051521301269531
About,hadn't embarrassed,188,188_M_him,m,Match,obj,The report about this boy hadn't embarrassed,him,2.017897129058838
About,hadn't embarrassed,188,188_F_him,f,Mismatch,obj,The report about Claire hadn't embarrassed,him,3.350351333618164
About,hadn't embarrassed,188,188_M_his,m,Match,poss,The report about this boy hadn't embarrassed,his,5.553398132324219
About,hadn't embarrassed,188,188_F_his,f,Mismatch,poss,The report about Claire hadn't embarrassed,his,7.026322364807129
About,had bothered,189,189_M_him,m,Match,obj,The documentary about Brett had bothered,him,3.764411211013794
About,had bothered,189,189_F_him,f,Mismatch,obj,The documentary about Claire had bothered,him,4.413327693939209
About,had bothered,189,189_M_his,m,Match,poss,The documentary about Brett had bothered,his,7.069427967071533
About,had bothered,189,189_F_his,f,Mismatch,poss,The documentary about Claire had bothered,his,8.439130783081055
About,isn't underwhelming,190,190_M_him,m,Match,obj,The commentary about Gary isn't underwhelming,him,16.749906539916992
About,isn't underwhelming,190,190_F_him,f,Mismatch,obj,The commentary about the wife isn't underwhelming,him,17.214027404785156
About,isn't underwhelming,190,190_M_his,m,Match,poss,The commentary about Gary isn't underwhelming,his,15.552864074707031
About,isn't underwhelming,190,190_F_his,f,Mismatch,poss,The commentary about the wife isn't underwhelming,his,16.165678024291992
About,has upset,191,191_M_him,m,Match,obj,The show about that husband has upset,him,5.067537307739258
About,has upset,191,191_F_him,f,Mismatch,obj,The show about Samantha has upset,him,7.237215042114258
About,has upset,191,191_M_his,m,Match,poss,The show about that husband has upset,his,3.9215104579925537
About,has upset,191,191_F_his,f,Mismatch,poss,The show about Samantha has upset,his,7.574763774871826
About,hadn't helped,192,192_M_him,m,Match,obj,The book about the boy hadn't helped,him,3.3921451568603516
About,hadn't helped,192,192_F_him,f,Mismatch,obj,The book about Catherine hadn't helped,him,4.607850074768066
About,hadn't helped,192,192_M_his,m,Match,poss,The book about the boy hadn't helped,his,4.4258246421813965
About,hadn't helped,192,192_F_his,f,Mismatch,poss,The book about Catherine hadn't helped,his,5.6754631996154785
About,stunned,193,193_M_him,m,Match,obj,The pamphlet about Bill stunned,him,5.620503902435303
About,stunned,193,193_F_him,f,Mismatch,obj,The pamphlet about Melissa stunned,him,5.305398941040039
About,stunned,193,193_M_his,m,Match,poss,The pamphlet about Bill stunned,his,4.687548637390137
About,stunned,193,193_F_his,f,Mismatch,poss,The pamphlet about Melissa stunned,his,5.694019317626953
About,alarmed,194,194_M_him,m,Match,obj,The brochure about Benjamin alarmed,him,5.913485050201416
About,alarmed,194,194_F_him,f,Mismatch,obj,The brochure about the ex-wife alarmed,him,5.054908275604248
About,alarmed,194,194_M_his,m,Match,poss,The brochure about Benjamin alarmed,his,5.070038318634033
About,alarmed,194,194_F_his,f,Mismatch,poss,The brochure about the ex-wife alarmed,his,5.933060169219971
About,had aggravated,195,195_M_him,m,Match,obj,The play about Timothy had aggravated,him,4.776332378387451
About,had aggravated,195,195_F_him,f,Mismatch,obj,The play about Melanie had aggravated,him,4.463829040527344
About,had aggravated,195,195_M_his,m,Match,poss,The play about Timothy had aggravated,his,4.029438018798828
About,had aggravated,195,195_F_his,f,Mismatch,poss,The play about Melanie had aggravated,his,4.709216594696045
About,aided,196,196_M_him,m,Match,obj,The movie about Liam aided,him,6.237145900726318
About,aided,196,196_F_him,f,Mismatch,obj,The movie about Lisa aided,him,6.572493076324463
About,aided,196,196_M_his,m,Match,poss,The movie about Liam aided,his,5.064977645874023
About,aided,196,196_F_his,f,Mismatch,poss,The movie about Lisa aided,his,6.835882186889648
About,hasn't aggravated,197,197_M_him,m,Match,obj,The newspaper article about Dan hasn't aggravated,him,4.580899715423584
About,hasn't aggravated,197,197_F_him,f,Mismatch,obj,The newspaper article about Caroline hasn't aggravated,him,5.436008930206299
About,hasn't aggravated,197,197_M_his,m,Match,poss,The newspaper article about Dan hasn't aggravated,his,2.950272798538208
About,hasn't aggravated,197,197_F_his,f,Mismatch,poss,The newspaper article about Caroline hasn't aggravated,his,4.024254322052002
About,couldn't astound,198,198_M_him,m,Match,obj,The story about this son couldn't astound,him,5.919734477996826
About,couldn't astound,198,198_F_him,f,Mismatch,obj,The story about the waitress couldn't astound,him,5.430042266845703
About,couldn't astound,198,198_M_his,m,Match,poss,The story about this son couldn't astound,his,8.31765079498291
About,couldn't astound,198,198_F_his,f,Mismatch,poss,The story about the waitress couldn't astound,his,8.851577758789062
About,astounds,199,199_M_him,m,Match,obj,The essay about Aaron astounds,him,9.168968200683594
About,astounds,199,199_F_him,f,Mismatch,obj,The essay about that niece astounds,him,8.887336730957031
About,astounds,199,199_M_his,m,Match,poss,The essay about Aaron astounds,his,7.453588962554932
About,astounds,199,199_F_his,f,Mismatch,poss,The essay about that niece astounds,his,9.612393379211426
About,aggravates,200,200_M_him,m,Match,obj,The report about Donald aggravates,him,6.47824239730835
About,aggravates,200,200_F_him,f,Mismatch,obj,The report about Donna aggravates,him,6.75477409362793
About,aggravates,200,200_M_his,m,Match,poss,The report about Donald aggravates,his,4.384335994720459
About,aggravates,200,200_F_his,f,Mismatch,poss,The report about Donna aggravates,his,5.901541709899902
About,helped,201,201_M_him,m,Match,obj,The documentary about Carlos helped,him,5.055712699890137
About,helped,201,201_F_him,f,Mismatch,obj,The documentary about that wife helped,him,5.330606460571289
About,helped,201,201_M_his,m,Match,poss,The documentary about Carlos helped,his,7.877317905426025
About,helped,201,201_F_his,f,Mismatch,poss,The documentary about that wife helped,his,8.298493385314941
About,hasn't overwhelmed,202,202_M_him,m,Match,obj,The commentary about that man hasn't overwhelmed,him,4.948690414428711
About,hasn't overwhelmed,202,202_F_him,f,Mismatch,obj,The commentary about the grandmother hasn't overwhelmed,him,4.773000717163086
About,hasn't overwhelmed,202,202_M_his,m,Match,poss,The commentary about that man hasn't overwhelmed,his,6.780820369720459
About,hasn't overwhelmed,202,202_F_his,f,Mismatch,poss,The commentary about the grandmother hasn't overwhelmed,his,6.705095291137695
About,had alarmed,203,203_M_him,m,Match,obj,The show about Raymond had alarmed,him,4.964820861816406
About,had alarmed,203,203_F_him,f,Mismatch,obj,The show about Janice had alarmed,him,6.429591178894043
About,had alarmed,203,203_M_his,m,Match,poss,The show about Raymond had alarmed,his,5.844602108001709
About,had alarmed,203,203_F_his,f,Mismatch,poss,The show about Janice had alarmed,his,7.930204391479492
About,hadn't alarmed,204,204_M_him,m,Match,obj,The book about Michael hadn't alarmed,him,3.37465763092041
About,hadn't alarmed,204,204_F_him,f,Mismatch,obj,The book about Tara hadn't alarmed,him,4.133100986480713
About,hadn't alarmed,204,204_M_his,m,Match,poss,The book about Michael hadn't alarmed,his,5.931767463684082
About,hadn't alarmed,204,204_F_his,f,Mismatch,poss,The book about Tara hadn't alarmed,his,7.589836597442627
About,hadn't helped,205,205_M_him,m,Match,obj,The pamphlet about Steven hadn't helped,him,3.503462553024292
About,hadn't helped,205,205_F_him,f,Mismatch,obj,The pamphlet about Natalie hadn't helped,him,5.205068111419678
About,hadn't helped,205,205_M_his,m,Match,poss,The pamphlet about Steven hadn't helped,his,4.56111478805542
About,hadn't helped,205,205_F_his,f,Mismatch,poss,The pamphlet about Natalie hadn't helped,his,5.858866214752197
About,has alarmed,206,206_M_him,m,Match,obj,The brochure about Mark has alarmed,him,6.743962287902832
About,has alarmed,206,206_F_him,f,Mismatch,obj,The brochure about Kimberley has alarmed,him,7.712130069732666
About,has alarmed,206,206_M_his,m,Match,poss,The brochure about Mark has alarmed,his,6.571451663970947
About,has alarmed,206,206_F_his,f,Mismatch,poss,The brochure about Kimberley has alarmed,his,7.889395713806152
About,hasn't disgusted,207,207_M_him,m,Match,obj,The play about Eric hasn't disgusted,him,4.436385154724121
About,hasn't disgusted,207,207_F_him,f,Mismatch,obj,The play about Veronica hasn't disgusted,him,5.317601203918457
About,hasn't disgusted,207,207_M_his,m,Match,poss,The play about Eric hasn't disgusted,his,6.202826023101807
About,hasn't disgusted,207,207_F_his,f,Mismatch,poss,The play about Veronica hasn't disgusted,his,7.658689498901367
About,is shocking,208,208_M_him,m,Match,obj,The movie about Douglas is shocking,him,13.788531303405762
About,is shocking,208,208_F_him,f,Mismatch,obj,The movie about Jennifer is shocking,him,12.84919261932373
About,is shocking,208,208_M_his,m,Match,poss,The movie about Douglas is shocking,his,13.699968338012695
About,is shocking,208,208_F_his,f,Mismatch,poss,The movie about Jennifer is shocking,his,13.290943145751953
About,wouldn't disturb,209,209_M_him,m,Match,obj,The newspaper article about Donald wouldn't disturb,him,4.7472052574157715
About,wouldn't disturb,209,209_F_him,f,Mismatch,obj,The newspaper article about Sonia wouldn't disturb,him,5.386353492736816
About,wouldn't disturb,209,209_M_his,m,Match,poss,The newspaper article about Donald wouldn't disturb,his,3.594310760498047
About,wouldn't disturb,209,209_F_his,f,Mismatch,poss,The newspaper article about Sonia wouldn't disturb,his,4.567033767700195
About,harms,210,210_M_him,m,Match,obj,The story about Adam harms,him,4.943461894989014
About,harms,210,210_F_him,f,Mismatch,obj,The story about Nicole harms,him,4.830650806427002
About,harms,210,210_M_his,m,Match,poss,The story about Adam harms,his,3.7586910724639893
About,harms,210,210_F_his,f,Mismatch,poss,The story about Nicole harms,his,6.127185821533203
About,embarrassed,211,211_M_him,m,Match,obj,The essay about Joseph embarrassed,him,3.8161683082580566
About,embarrassed,211,211_F_him,f,Mismatch,obj,The essay about Donna embarrassed,him,4.182767391204834
About,embarrassed,211,211_M_his,m,Match,poss,The essay about Joseph embarrassed,his,4.974379539489746
About,embarrassed,211,211_F_his,f,Mismatch,poss,The essay about Donna embarrassed,his,6.352401256561279
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him,5.301307201385498
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him,7.531822681427002
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his,5.626945972442627
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his,8.140350341796875
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him,5.1100006103515625
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him,7.939213752746582
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his,6.638307571411133
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his,9.379432678222656
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him,2.993986129760742
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him,4.757068634033203
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his,3.2695112228393555
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his,5.655604839324951
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him,4.947227954864502
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him,7.263524055480957
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his,4.59203577041626
About,shouldn't hurt,215,215_F_his,f,Mismatch,poss,The show about Nicole shouldn't hurt,his,6.89930534362793
About,will aid,216,216_M_him,m,Match,obj,The book about Dan will aid,him,6.321971893310547
About,will aid,216,216_F_him,f,Mismatch,obj,The book about Carla will aid,him,7.467497825622559
About,will aid,216,216_M_his,m,Match,poss,The book about Dan will aid,his,7.127346038818359
About,will aid,216,216_F_his,f,Mismatch,poss,The book about Carla will aid,his,8.483378410339355
About,isn't hurting,217,217_M_him,m,Match,obj,The pamphlet about Guy isn't hurting,him,4.479469299316406
About,isn't hurting,217,217_F_him,f,Mismatch,obj,The pamphlet about Donna isn't hurting,him,7.113809585571289
About,isn't hurting,217,217_M_his,m,Match,poss,The pamphlet about Guy isn't hurting,his,3.8965003490448
About,isn't hurting,217,217_F_his,f,Mismatch,poss,The pamphlet about Donna isn't hurting,his,7.0342841148376465
About,annoyed,218,218_M_him,m,Match,obj,The brochure about Curtis annoyed,him,4.531062126159668
About,annoyed,218,218_F_him,f,Mismatch,obj,The brochure about Monica annoyed,him,4.1078715324401855
About,annoyed,218,218_M_his,m,Match,poss,The brochure about Curtis annoyed,his,5.618311405181885
About,annoyed,218,218_F_his,f,Mismatch,poss,The brochure about Monica annoyed,his,6.338923931121826
About,hasn't alarmed,219,219_M_him,m,Match,obj,The play about Ronald hasn't alarmed,him,4.975121021270752
About,hasn't alarmed,219,219_F_him,f,Mismatch,obj,The play about Bethany hasn't alarmed,him,5.837105751037598
About,hasn't alarmed,219,219_M_his,m,Match,poss,The play about Ronald hasn't alarmed,his,6.478419780731201
About,hasn't alarmed,219,219_F_his,f,Mismatch,poss,The play about Bethany hasn't alarmed,his,7.998748779296875
About,might stun,220,220_M_him,m,Match,obj,The movie about Kevin might stun,him,6.133513450622559
About,might stun,220,220_F_him,f,Mismatch,obj,The movie about this waitress might stun,him,7.518908500671387
About,might stun,220,220_M_his,m,Match,poss,The movie about Kevin might stun,his,6.637915134429932
About,might stun,220,220_F_his,f,Mismatch,poss,The movie about this waitress might stun,his,9.286791801452637
About,overwhelms,221,221_M_him,m,Match,obj,The newspaper article about Bradley overwhelms,him,4.426941871643066
About,overwhelms,221,221_F_him,f,Mismatch,obj,The newspaper article about Danielle overwhelms,him,4.694739818572998
About,overwhelms,221,221_M_his,m,Match,poss,The newspaper article about Bradley overwhelms,his,3.6508684158325195
