exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,gpt3_surp
About,was impressing,145,145_F_him,f,Mismatch,obj,The pamphlet about this woman was impressing,him,8.47218132019043
About,was impressing,145,145_M_his,m,Match,poss,The pamphlet about Paul was impressing,his,13.355009078979492
About,was impressing,145,145_F_his,f,Mismatch,poss,The pamphlet about this woman was impressing,his,10.728334426879883
About,doesn't bore,146,146_M_him,m,Match,obj,The brochure about Steven doesn't bore,him,6.133961200714111
About,doesn't bore,146,146_F_him,f,Mismatch,obj,The brochure about Wendy doesn't bore,him,8.671162605285645
About,doesn't bore,146,146_M_his,m,Match,poss,The brochure about Steven doesn't bore,his,8.780318260192871
About,doesn't bore,146,146_F_his,f,Mismatch,poss,The brochure about Wendy doesn't bore,his,14.69369125366211
About,aggravated,147,147_M_him,m,Match,obj,The play about Jeffrey aggravated,him,3.958390951156616
About,aggravated,147,147_F_him,f,Mismatch,obj,The play about Katherine aggravated,him,4.62593412399292
About,aggravated,147,147_M_his,m,Match,poss,The play about Jeffrey aggravated,his,3.7267181873321533
About,aggravated,147,147_F_his,f,Mismatch,poss,The play about Katherine aggravated,his,5.567150115966797
About,wouldn't scare,148,148_M_him,m,Match,obj,The movie about Patrick wouldn't scare,him,5.734007835388184
About,wouldn't scare,148,148_F_him,f,Mismatch,obj,The movie about Eva wouldn't scare,him,9.910955429077148
About,wouldn't scare,148,148_M_his,m,Match,poss,The movie about Patrick wouldn't scare,his,9.51478099822998
About,wouldn't scare,148,148_F_his,f,Mismatch,poss,The movie about Eva wouldn't scare,his,15.21967887878418
About,has bored,149,149_M_him,m,Match,obj,The newspaper article about Omar has bored,him,4.699657440185547
About,has bored,149,149_F_him,f,Mismatch,obj,The newspaper article about Michelle has bored,him,6.6566572189331055
About,has bored,149,149_M_his,m,Match,poss,The newspaper article about Omar has bored,his,8.292299270629883
About,has bored,149,149_F_his,f,Mismatch,poss,The newspaper article about Michelle has bored,his,11.163320541381836
About,didn't disturb,150,150_M_him,m,Match,obj,The story about the nephew didn't disturb,him,3.4092750549316406
About,didn't disturb,150,150_F_him,f,Mismatch,obj,The story about Brenda didn't disturb,him,4.527705192565918
About,didn't disturb,150,150_M_his,m,Match,poss,The story about the nephew didn't disturb,his,7.4343719482421875
About,didn't disturb,150,150_F_his,f,Mismatch,poss,The story about Brenda didn't disturb,his,9.431488037109375
About,was bothering,151,151_M_him,m,Match,obj,The essay about James was bothering,him,2.498119831085205
About,was bothering,151,151_F_him,f,Mismatch,obj,The essay about the niece was bothering,him,1.9667938947677612
About,was bothering,151,151_M_his,m,Match,poss,The essay about James was bothering,his,11.91243839263916
About,was bothering,151,151_F_his,f,Mismatch,poss,The essay about the niece was bothering,his,10.828021049499512
About,underwhelms,152,152_M_him,m,Match,obj,The report about Peter underwhelms,him,4.829893112182617
About,underwhelms,152,152_F_him,f,Mismatch,obj,The report about Wendy underwhelms,him,6.299880504608154
About,underwhelms,152,152_M_his,m,Match,poss,The report about Peter underwhelms,his,5.1341986656188965
About,underwhelms,152,152_F_his,f,Mismatch,poss,The report about Wendy underwhelms,his,9.90388298034668
About,should aid,153,153_M_him,m,Match,obj,The documentary about Vincent should aid,him,5.795463562011719
About,should aid,153,153_F_him,f,Mismatch,obj,The documentary about Sara should aid,him,12.532511711120605
About,should aid,153,153_M_his,m,Match,poss,The documentary about Vincent should aid,his,5.055554389953613
About,should aid,153,153_F_his,f,Mismatch,poss,The documentary about Sara should aid,his,11.78307056427002
About,hasn't bored,154,154_M_him,m,Match,obj,The commentary about Travis hasn't bored,him,3.857322931289673
About,hasn't bored,154,154_F_him,f,Mismatch,obj,The commentary about the waitress hasn't bored,him,5.868472576141357
About,hasn't bored,154,154_M_his,m,Match,poss,The commentary about Travis hasn't bored,his,8.456735610961914
About,hasn't bored,154,154_F_his,f,Mismatch,poss,The commentary about the waitress hasn't bored,his,10.94967269897461
About,has impressed,155,155_M_him,m,Match,obj,The show about John has impressed,him,7.773772716522217
About,has impressed,155,155_F_him,f,Mismatch,obj,The show about Jacqueline has impressed,him,9.262566566467285
About,has impressed,155,155_M_his,m,Match,poss,The show about John has impressed,his,8.083295822143555
About,has impressed,155,155_F_his,f,Mismatch,poss,The show about Jacqueline has impressed,his,10.698909759521484
About,hurts,156,156_M_him,m,Match,obj,The book about Lawrence hurts,him,4.945782661437988
About,hurts,156,156_F_him,f,Mismatch,obj,The book about Valerie hurts,him,6.591873645782471
About,hurts,156,156_M_his,m,Match,poss,The book about Lawrence hurts,his,4.4402971267700195
About,hurts,156,156_F_his,f,Mismatch,poss,The book about Valerie hurts,his,6.77793550491333
About,had bored,157,157_M_him,m,Match,obj,The pamphlet about Wayne had bored,him,2.4225316047668457
About,had bored,157,157_F_him,f,Mismatch,obj,The pamphlet about Christine had bored,him,2.95790958404541
About,had bored,157,157_M_his,m,Match,poss,The pamphlet about Wayne had bored,his,8.691292762756348
About,had bored,157,157_F_his,f,Mismatch,poss,The pamphlet about Christine had bored,his,10.484450340270996
About,alarms,158,158_M_him,m,Match,obj,The brochure about Patrick alarms,him,3.7240257263183594
About,alarms,158,158_F_him,f,Mismatch,obj,The brochure about the wife alarms,him,3.875519275665283
About,alarms,158,158_M_his,m,Match,poss,The brochure about Patrick alarms,his,3.22552490234375
About,alarms,158,158_F_his,f,Mismatch,poss,The brochure about the wife alarms,his,9.330205917358398
About,had annoyed,159,159_M_him,m,Match,obj,The play about Richard had annoyed,him,3.277601957321167
About,had annoyed,159,159_F_him,f,Mismatch,obj,The play about Leslie had annoyed,him,4.232489585876465
About,had annoyed,159,159_M_his,m,Match,poss,The play about Richard had annoyed,his,6.126221656799316
About,had annoyed,159,159_F_his,f,Mismatch,poss,The play about Leslie had annoyed,his,7.331655502319336
About,bores,160,160_M_him,m,Match,obj,The movie about Raymond bores,him,6.818968772888184
About,bores,160,160_F_him,f,Mismatch,obj,The movie about Valerie bores,him,8.869054794311523
About,bores,160,160_M_his,m,Match,poss,The movie about Raymond bores,his,8.93006420135498
About,bores,160,160_F_his,f,Mismatch,poss,The movie about Valerie bores,his,12.869610786437988
About,aided,161,161_M_him,m,Match,obj,The newspaper article about Keith aided,him,5.085843563079834
About,aided,161,161_F_him,f,Mismatch,obj,The newspaper article about Alice aided,him,9.781384468078613
About,aided,161,161_M_his,m,Match,poss,The newspaper article about Keith aided,his,4.866959571838379
About,aided,161,161_F_his,f,Mismatch,poss,The newspaper article about Alice aided,his,8.493577003479004
About,is overwhelming,162,162_M_him,m,Match,obj,The story about that husband is overwhelming,him,10.827277183532715
About,is overwhelming,162,162_F_him,f,Mismatch,obj,The story about Grace is overwhelming,him,15.889639854431152
About,is overwhelming,162,162_M_his,m,Match,poss,The story about that husband is overwhelming,his,9.694035530090332
About,is overwhelming,162,162_F_his,f,Mismatch,poss,The story about Grace is overwhelming,his,16.111412048339844
About,was overwhelming,163,163_M_him,m,Match,obj,The essay about Edward was overwhelming,him,18.931133270263672
About,was overwhelming,163,163_F_him,f,Mismatch,obj,The essay about Cynthia was overwhelming,him,23.010543823242188
About,was overwhelming,163,163_M_his,m,Match,poss,The essay about Edward was overwhelming,his,19.661502838134766
About,was overwhelming,163,163_F_his,f,Mismatch,poss,The essay about Cynthia was overwhelming,his,23.56806755065918
About,impressed,164,164_M_him,m,Match,obj,The report about William impressed,him,5.439686298370361
About,impressed,164,164_F_him,f,Mismatch,obj,The report about Kathleen impressed,him,4.79373836517334
About,impressed,164,164_M_his,m,Match,poss,The report about William impressed,his,3.9680514335632324
About,impressed,164,164_F_his,f,Mismatch,poss,The report about Kathleen impressed,his,8.11600112915039
About,can't distract,165,165_M_him,m,Match,obj,The documentary about Noah can't distract,him,6.206569194793701
About,can't distract,165,165_F_him,f,Mismatch,obj,The documentary about Natalie can't distract,him,6.699848175048828
About,can't distract,165,165_M_his,m,Match,poss,The documentary about Noah can't distract,his,9.735353469848633
About,can't distract,165,165_F_his,f,Mismatch,poss,The documentary about Natalie can't distract,his,10.703914642333984
About,isn't harming,166,166_M_him,m,Match,obj,The commentary about Marcus isn't harming,him,1.546963095664978
About,isn't harming,166,166_F_him,f,Mismatch,obj,The commentary about Melissa isn't harming,him,8.64471435546875
About,isn't harming,166,166_M_his,m,Match,poss,The commentary about Marcus isn't harming,his,1.9528683423995972
About,isn't harming,166,166_F_his,f,Mismatch,poss,The commentary about Melissa isn't harming,his,8.967315673828125
About,hadn't hindered,167,167_M_him,m,Match,obj,The show about Aaron hadn't hindered,him,4.490339279174805
About,hadn't hindered,167,167_F_him,f,Mismatch,obj,The show about Tamara hadn't hindered,him,5.552806854248047
About,hadn't hindered,167,167_M_his,m,Match,poss,The show about Aaron hadn't hindered,his,2.530914783477783
About,hadn't hindered,167,167_F_his,f,Mismatch,poss,The show about Tamara hadn't hindered,his,3.6446549892425537
About,is confusing,168,168_M_him,m,Match,obj,The book about Carlos is confusing,him,8.901647567749023
About,is confusing,168,168_F_him,f,Mismatch,obj,The book about Diane is confusing,him,15.64808177947998
About,is confusing,168,168_M_his,m,Match,poss,The book about Carlos is confusing,his,12.566911697387695
About,is confusing,168,168_F_his,f,Mismatch,poss,The book about Diane is confusing,his,18.76439666748047
About,hadn't aggravated,169,169_M_him,m,Match,obj,The pamphlet about James hadn't aggravated,him,3.1431028842926025
About,hadn't aggravated,169,169_F_him,f,Mismatch,obj,The pamphlet about Samantha hadn't aggravated,him,2.8981666564941406
About,hadn't aggravated,169,169_M_his,m,Match,poss,The pamphlet about James hadn't aggravated,his,3.588088035583496
About,hadn't aggravated,169,169_F_his,f,Mismatch,poss,The pamphlet about Samantha hadn't aggravated,his,4.808053970336914
About,isn't confusing,170,170_M_him,m,Match,obj,The brochure about Joseph isn't confusing,him,9.54580020904541
About,isn't confusing,170,170_F_him,f,Mismatch,obj,The brochure about Florence isn't confusing,him,19.119060516357422
About,isn't confusing,170,170_M_his,m,Match,poss,The brochure about Joseph isn't confusing,his,12.975881576538086
About,isn't confusing,170,170_F_his,f,Mismatch,poss,The brochure about Florence isn't confusing,his,23.233131408691406
About,might underwhelm,171,171_M_him,m,Match,obj,The play about Edward might underwhelm,him,6.589193820953369
About,might underwhelm,171,171_F_him,f,Mismatch,obj,The play about Naomi might underwhelm,him,9.47467041015625
About,might underwhelm,171,171_M_his,m,Match,poss,The play about Edward might underwhelm,his,7.238569736480713
About,might underwhelm,171,171_F_his,f,Mismatch,poss,The play about Naomi might underwhelm,his,11.415334701538086
About,could impress,172,172_M_him,m,Match,obj,The movie about the boy could impress,him,6.766490936279297
About,could impress,172,172_F_him,f,Mismatch,obj,The movie about Rose could impress,him,7.089963912963867
About,could impress,172,172_M_his,m,Match,poss,The movie about the boy could impress,his,4.37514066696167
About,could impress,172,172_F_his,f,Mismatch,poss,The movie about Rose could impress,his,8.359155654907227
About,does stun,173,173_M_him,m,Match,obj,The newspaper article about Andrew does stun,him,4.775129795074463
About,does stun,173,173_F_him,f,Mismatch,obj,The newspaper article about Ann does stun,him,5.543121337890625
About,does stun,173,173_M_his,m,Match,poss,The newspaper article about Andrew does stun,his,5.984135150909424
About,does stun,173,173_F_his,f,Mismatch,poss,The newspaper article about Ann does stun,his,8.988835334777832
About,hadn't astounded,174,174_M_him,m,Match,obj,The story about Russell hadn't astounded,him,4.409402847290039
About,hadn't astounded,174,174_F_him,f,Mismatch,obj,The story about that ex-girlfriend hadn't astounded,him,2.449277639389038
About,hadn't astounded,174,174_M_his,m,Match,poss,The story about Russell hadn't astounded,his,7.624535083770752
About,hadn't astounded,174,174_F_his,f,Mismatch,poss,The story about that ex-girlfriend hadn't astounded,his,8.514789581298828
About,astounds,175,175_M_him,m,Match,obj,The essay about Edward astounds,him,7.981382369995117
About,astounds,175,175_F_him,f,Mismatch,obj,The essay about Julie astounds,him,8.456985473632812
About,astounds,175,175_M_his,m,Match,poss,The essay about Edward astounds,his,6.407327175140381
About,astounds,175,175_F_his,f,Mismatch,poss,The essay about Julie astounds,his,8.683372497558594
About,isn't aggravating,176,176_M_him,m,Match,obj,The report about Dan isn't aggravating,him,8.313346862792969
About,isn't aggravating,176,176_F_him,f,Mismatch,obj,The report about this niece isn't aggravating,him,8.258482933044434
About,isn't aggravating,176,176_M_his,m,Match,poss,The report about Dan isn't aggravating,his,8.853147506713867
About,isn't aggravating,176,176_F_his,f,Mismatch,poss,The report about this niece isn't aggravating,his,10.36978816986084
About,had embarrassed,177,177_M_him,m,Match,obj,The documentary about the boy had embarrassed,him,5.021953105926514
About,had embarrassed,177,177_F_him,f,Mismatch,obj,The documentary about Laura had embarrassed,him,4.8396735191345215
About,had embarrassed,177,177_M_his,m,Match,poss,The documentary about the boy had embarrassed,his,3.7558696269989014
About,had embarrassed,177,177_F_his,f,Mismatch,poss,The documentary about Laura had embarrassed,his,8.31597900390625
About,hadn't astounded,178,178_M_him,m,Match,obj,The commentary about Travis hadn't astounded,him,3.1527178287506104
About,hadn't astounded,178,178_F_him,f,Mismatch,obj,The commentary about Maria hadn't astounded,him,3.368128776550293
About,hadn't astounded,178,178_M_his,m,Match,poss,The commentary about Travis hadn't astounded,his,7.971587657928467
About,hadn't astounded,178,178_F_his,f,Mismatch,poss,The commentary about Maria hadn't astounded,his,10.214787483215332
About,hurts,179,179_M_him,m,Match,obj,The show about Alexander hurts,him,5.955799102783203
About,hurts,179,179_F_him,f,Mismatch,obj,The show about Grace hurts,him,7.72992467880249
About,hurts,179,179_M_his,m,Match,poss,The show about Alexander hurts,his,4.42502498626709
About,hurts,179,179_F_his,f,Mismatch,poss,The show about Grace hurts,his,8.829718589782715
About,can upset,180,180_M_him,m,Match,obj,The book about Brett can upset,him,5.714372158050537
About,can upset,180,180_F_him,f,Mismatch,obj,The book about Diana can upset,him,9.542222023010254
About,can upset,180,180_M_his,m,Match,poss,The book about Brett can upset,his,6.803621768951416
About,can upset,180,180_F_his,f,Mismatch,poss,The book about Diana can upset,his,8.797109603881836
About,does hinder,181,181_M_him,m,Match,obj,The pamphlet about Aaron does hinder,him,4.1807098388671875
About,does hinder,181,181_F_him,f,Mismatch,obj,The pamphlet about the grandmother does hinder,him,8.836019515991211
About,does hinder,181,181_M_his,m,Match,poss,The pamphlet about Aaron does hinder,his,2.7024030685424805
About,does hinder,181,181_F_his,f,Mismatch,poss,The pamphlet about the grandmother does hinder,his,8.0306978225708
About,embarrasses,182,182_M_him,m,Match,obj,The brochure about Patrick embarrasses,him,0.3639296591281891
About,embarrasses,182,182_F_him,f,Mismatch,obj,The brochure about Cindy embarrasses,him,6.343282699584961
About,embarrasses,182,182_M_his,m,Match,poss,The brochure about Patrick embarrasses,his,4.831578254699707
About,embarrasses,182,182_F_his,f,Mismatch,poss,The brochure about Cindy embarrasses,his,10.770017623901367
About,bores,183,183_M_him,m,Match,obj,The play about Rodney bores,him,5.789396286010742
About,bores,183,183_F_him,f,Mismatch,obj,The play about Elaine bores,him,9.6563138961792
About,bores,183,183_M_his,m,Match,poss,The play about Rodney bores,his,7.936253070831299
About,bores,183,183_F_his,f,Mismatch,poss,The play about Elaine bores,his,13.12213134765625
About,has disgusted,184,184_M_him,m,Match,obj,The movie about Brad has disgusted,him,6.581240177154541
About,has disgusted,184,184_F_him,f,Mismatch,obj,The movie about Melissa has disgusted,him,9.421719551086426
About,has disgusted,184,184_M_his,m,Match,poss,The movie about Brad has disgusted,his,6.9744720458984375
About,has disgusted,184,184_F_his,f,Mismatch,poss,The movie about Melissa has disgusted,his,11.873725891113281
About,hasn't aggravated,185,185_M_him,m,Match,obj,The newspaper article about Charles hasn't aggravated,him,2.2754993438720703
About,hasn't aggravated,185,185_F_him,f,Mismatch,obj,The newspaper article about Carol hasn't aggravated,him,4.625396728515625
About,hasn't aggravated,185,185_M_his,m,Match,poss,The newspaper article about Charles hasn't aggravated,his,1.8270330429077148
About,hasn't aggravated,185,185_F_his,f,Mismatch,poss,The newspaper article about Carol hasn't aggravated,his,7.1893086433410645
About,might alarm,186,186_M_him,m,Match,obj,The story about Bradley might alarm,him,9.965502738952637
About,might alarm,186,186_F_him,f,Mismatch,obj,The story about this niece might alarm,him,8.413542747497559
About,might alarm,186,186_M_his,m,Match,poss,The story about Bradley might alarm,his,8.366232872009277
About,might alarm,186,186_F_his,f,Mismatch,poss,The story about this niece might alarm,his,10.20114803314209
About,had shocked,187,187_M_him,m,Match,obj,The essay about Craig had shocked,him,3.309096097946167
About,had shocked,187,187_F_him,f,Mismatch,obj,The essay about Denise had shocked,him,2.8539092540740967
About,had shocked,187,187_M_his,m,Match,poss,The essay about Craig had shocked,his,8.240239143371582
About,had shocked,187,187_F_his,f,Mismatch,poss,The essay about Denise had shocked,his,8.931596755981445
About,hadn't embarrassed,188,188_M_him,m,Match,obj,The report about this boy hadn't embarrassed,him,2.2231826782226562
About,hadn't embarrassed,188,188_F_him,f,Mismatch,obj,The report about Claire hadn't embarrassed,him,3.1751677989959717
About,hadn't embarrassed,188,188_M_his,m,Match,poss,The report about this boy hadn't embarrassed,his,4.0716023445129395
About,hadn't embarrassed,188,188_F_his,f,Mismatch,poss,The report about Claire hadn't embarrassed,his,8.977229118347168
About,had bothered,189,189_M_him,m,Match,obj,The documentary about Brett had bothered,him,2.86007022857666
About,had bothered,189,189_F_him,f,Mismatch,obj,The documentary about Claire had bothered,him,2.7052299976348877
About,had bothered,189,189_M_his,m,Match,poss,The documentary about Brett had bothered,his,8.44112491607666
About,had bothered,189,189_F_his,f,Mismatch,poss,The documentary about Claire had bothered,his,10.323296546936035
About,isn't underwhelming,190,190_M_him,m,Match,obj,The commentary about Gary isn't underwhelming,him,13.155129432678223
About,isn't underwhelming,190,190_F_him,f,Mismatch,obj,The commentary about the wife isn't underwhelming,him,12.74683666229248
About,isn't underwhelming,190,190_M_his,m,Match,poss,The commentary about Gary isn't underwhelming,his,13.377434730529785
About,isn't underwhelming,190,190_F_his,f,Mismatch,poss,The commentary about the wife isn't underwhelming,his,14.630332946777344
About,has upset,191,191_M_him,m,Match,obj,The show about that husband has upset,him,4.533565998077393
About,has upset,191,191_F_him,f,Mismatch,obj,The show about Samantha has upset,him,10.277962684631348
About,has upset,191,191_M_his,m,Match,poss,The show about that husband has upset,his,3.5038414001464844
About,has upset,191,191_F_his,f,Mismatch,poss,The show about Samantha has upset,his,12.0450439453125
About,hadn't helped,192,192_M_him,m,Match,obj,The book about the boy hadn't helped,him,4.312015056610107
About,hadn't helped,192,192_F_him,f,Mismatch,obj,The book about Catherine hadn't helped,him,5.4600138664245605
About,hadn't helped,192,192_M_his,m,Match,poss,The book about the boy hadn't helped,his,7.267830848693848
About,hadn't helped,192,192_F_his,f,Mismatch,poss,The book about Catherine hadn't helped,his,8.585386276245117
About,stunned,193,193_M_him,m,Match,obj,The pamphlet about Bill stunned,him,4.435336112976074
About,stunned,193,193_F_him,f,Mismatch,obj,The pamphlet about Melissa stunned,him,4.913348197937012
About,stunned,193,193_M_his,m,Match,poss,The pamphlet about Bill stunned,his,4.124441146850586
About,stunned,193,193_F_his,f,Mismatch,poss,The pamphlet about Melissa stunned,his,10.347466468811035
About,alarmed,194,194_M_him,m,Match,obj,The brochure about Benjamin alarmed,him,3.5600202083587646
About,alarmed,194,194_F_him,f,Mismatch,obj,The brochure about the ex-wife alarmed,him,2.580094814300537
About,alarmed,194,194_M_his,m,Match,poss,The brochure about Benjamin alarmed,his,4.9792609214782715
About,alarmed,194,194_F_his,f,Mismatch,poss,The brochure about the ex-wife alarmed,his,8.636927604675293
About,had aggravated,195,195_M_him,m,Match,obj,The play about Timothy had aggravated,him,4.10113525390625
About,had aggravated,195,195_F_him,f,Mismatch,obj,The play about Melanie had aggravated,him,4.775871276855469
About,had aggravated,195,195_M_his,m,Match,poss,The play about Timothy had aggravated,his,2.997640371322632
About,had aggravated,195,195_F_his,f,Mismatch,poss,The play about Melanie had aggravated,his,4.884004592895508
About,aided,196,196_M_him,m,Match,obj,The movie about Liam aided,him,4.555081367492676
About,aided,196,196_F_him,f,Mismatch,obj,The movie about Lisa aided,him,8.523370742797852
About,aided,196,196_M_his,m,Match,poss,The movie about Liam aided,his,4.5830535888671875
About,aided,196,196_F_his,f,Mismatch,poss,The movie about Lisa aided,his,9.535501480102539
About,hasn't aggravated,197,197_M_him,m,Match,obj,The newspaper article about Dan hasn't aggravated,him,2.0366790294647217
About,hasn't aggravated,197,197_F_him,f,Mismatch,obj,The newspaper article about Caroline hasn't aggravated,him,5.954502105712891
About,hasn't aggravated,197,197_M_his,m,Match,poss,The newspaper article about Dan hasn't aggravated,his,1.8267325162887573
About,hasn't aggravated,197,197_F_his,f,Mismatch,poss,The newspaper article about Caroline hasn't aggravated,his,8.104326248168945
About,couldn't astound,198,198_M_him,m,Match,obj,The story about this son couldn't astound,him,4.512795925140381
About,couldn't astound,198,198_F_him,f,Mismatch,obj,The story about the waitress couldn't astound,him,3.757840871810913
About,couldn't astound,198,198_M_his,m,Match,poss,The story about this son couldn't astound,his,2.5435845851898193
About,couldn't astound,198,198_F_his,f,Mismatch,poss,The story about the waitress couldn't astound,his,9.400346755981445
About,astounds,199,199_M_him,m,Match,obj,The essay about Aaron astounds,him,7.764655590057373
About,astounds,199,199_F_him,f,Mismatch,obj,The essay about that niece astounds,him,5.569955348968506
About,astounds,199,199_M_his,m,Match,poss,The essay about Aaron astounds,his,5.781135082244873
About,astounds,199,199_F_his,f,Mismatch,poss,The essay about that niece astounds,his,8.684961318969727
About,aggravates,200,200_M_him,m,Match,obj,The report about Donald aggravates,him,4.140852451324463
About,aggravates,200,200_F_him,f,Mismatch,obj,The report about Donna aggravates,him,4.819892883300781
About,aggravates,200,200_M_his,m,Match,poss,The report about Donald aggravates,his,3.1383919715881348
About,aggravates,200,200_F_his,f,Mismatch,poss,The report about Donna aggravates,his,7.267266750335693
About,helped,201,201_M_him,m,Match,obj,The documentary about Carlos helped,him,3.8377387523651123
About,helped,201,201_F_him,f,Mismatch,obj,The documentary about that wife helped,him,4.699254512786865
About,helped,201,201_M_his,m,Match,poss,The documentary about Carlos helped,his,6.715423107147217
About,helped,201,201_F_his,f,Mismatch,poss,The documentary about that wife helped,his,8.674503326416016
About,hasn't overwhelmed,202,202_M_him,m,Match,obj,The commentary about that man hasn't overwhelmed,him,4.511533260345459
About,hasn't overwhelmed,202,202_F_him,f,Mismatch,obj,The commentary about the grandmother hasn't overwhelmed,him,6.442996501922607
About,hasn't overwhelmed,202,202_M_his,m,Match,poss,The commentary about that man hasn't overwhelmed,his,4.830322742462158
About,hasn't overwhelmed,202,202_F_his,f,Mismatch,poss,The commentary about the grandmother hasn't overwhelmed,his,8.611249923706055
About,had alarmed,203,203_M_him,m,Match,obj,The show about Raymond had alarmed,him,4.017129898071289
About,had alarmed,203,203_F_him,f,Mismatch,obj,The show about Janice had alarmed,him,4.543483257293701
About,had alarmed,203,203_M_his,m,Match,poss,The show about Raymond had alarmed,his,6.6169328689575195
About,had alarmed,203,203_F_his,f,Mismatch,poss,The show about Janice had alarmed,his,8.910879135131836
About,hadn't alarmed,204,204_M_him,m,Match,obj,The book about Michael hadn't alarmed,him,2.7095251083374023
About,hadn't alarmed,204,204_F_him,f,Mismatch,obj,The book about Tara hadn't alarmed,him,3.254779577255249
About,hadn't alarmed,204,204_M_his,m,Match,poss,The book about Michael hadn't alarmed,his,7.436463832855225
About,hadn't alarmed,204,204_F_his,f,Mismatch,poss,The book about Tara hadn't alarmed,his,9.478398323059082
About,hadn't helped,205,205_M_him,m,Match,obj,The pamphlet about Steven hadn't helped,him,5.186980724334717
About,hadn't helped,205,205_F_him,f,Mismatch,obj,The pamphlet about Natalie hadn't helped,him,5.566427230834961
About,hadn't helped,205,205_M_his,m,Match,poss,The pamphlet about Steven hadn't helped,his,5.671512126922607
About,hadn't helped,205,205_F_his,f,Mismatch,poss,The pamphlet about Natalie hadn't helped,his,6.9132466316223145
About,has alarmed,206,206_M_him,m,Match,obj,The brochure about Mark has alarmed,him,4.382087230682373
About,has alarmed,206,206_F_him,f,Mismatch,obj,The brochure about Kimberley has alarmed,him,7.998805522918701
About,has alarmed,206,206_M_his,m,Match,poss,The brochure about Mark has alarmed,his,3.3144137859344482
About,has alarmed,206,206_F_his,f,Mismatch,poss,The brochure about Kimberley has alarmed,his,10.689493179321289
About,hasn't disgusted,207,207_M_him,m,Match,obj,The play about Eric hasn't disgusted,him,6.484114646911621
About,hasn't disgusted,207,207_F_him,f,Mismatch,obj,The play about Veronica hasn't disgusted,him,6.803084850311279
About,hasn't disgusted,207,207_M_his,m,Match,poss,The play about Eric hasn't disgusted,his,7.088139533996582
About,hasn't disgusted,207,207_F_his,f,Mismatch,poss,The play about Veronica hasn't disgusted,his,11.601624488830566
About,is shocking,208,208_M_him,m,Match,obj,The movie about Douglas is shocking,him,19.530012130737305
About,is shocking,208,208_F_him,f,Mismatch,obj,The movie about Jennifer is shocking,him,24.672710418701172
About,is shocking,208,208_M_his,m,Match,poss,The movie about Douglas is shocking,his,20.1223087310791
About,is shocking,208,208_F_his,f,Mismatch,poss,The movie about Jennifer is shocking,his,26.51276206970215
About,wouldn't disturb,209,209_M_him,m,Match,obj,The newspaper article about Donald wouldn't disturb,him,4.014937400817871
About,wouldn't disturb,209,209_F_him,f,Mismatch,obj,The newspaper article about Sonia wouldn't disturb,him,4.990147113800049
About,wouldn't disturb,209,209_M_his,m,Match,poss,The newspaper article about Donald wouldn't disturb,his,3.5656983852386475
About,wouldn't disturb,209,209_F_his,f,Mismatch,poss,The newspaper article about Sonia wouldn't disturb,his,6.881033897399902
About,harms,210,210_M_him,m,Match,obj,The story about Adam harms,him,6.026625156402588
About,harms,210,210_F_him,f,Mismatch,obj,The story about Nicole harms,him,9.042839050292969
About,harms,210,210_M_his,m,Match,poss,The story about Adam harms,his,4.573263645172119
About,harms,210,210_F_his,f,Mismatch,poss,The story about Nicole harms,his,9.105385780334473
About,embarrassed,211,211_M_him,m,Match,obj,The essay about Joseph embarrassed,him,3.031075954437256
About,embarrassed,211,211_F_him,f,Mismatch,obj,The essay about Donna embarrassed,him,5.202813625335693
About,embarrassed,211,211_M_his,m,Match,poss,The essay about Joseph embarrassed,his,2.517660617828369
About,embarrassed,211,211_F_his,f,Mismatch,poss,The essay about Donna embarrassed,his,8.884108543395996
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him,5.658816814422607
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him,6.105554103851318
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his,5.513481140136719
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his,8.063258171081543
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him,3.7071218490600586
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him,6.321653842926025
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his,5.586308002471924
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his,9.3858003616333
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him,2.2739124298095703
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him,6.797363758087158
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his,2.3395328521728516
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his,7.656728267669678
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him,2.9082229137420654
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him,7.789755821228027
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his,1.6936949491500854
