exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
TwoEmbedding,alerted,hindered,134,134_FFF_his,fff,MismatchMismatchMismatch,poss,Kimberley alerted Vanessa that Ellen hindered,his,3.3580286502838135
TwoEmbedding,alerts,has revealed,135,135_MMM_him,mmm,MatchMatchMatch,obj,Brett alerts John that Benjamin has revealed,him,6.839893817901611
TwoEmbedding,alerts,has revealed,135,135_MMF_him,mmf,MatchMatchMismatch,obj,Brett alerts John that Sally has revealed,him,8.1585054397583
TwoEmbedding,alerts,has revealed,135,135_MFM_him,mfm,MatchMismatchMatch,obj,Brett alerts Dawn that Benjamin has revealed,him,7.306630611419678
TwoEmbedding,alerts,has revealed,135,135_MFF_him,mff,MatchMismatchMismatch,obj,Brett alerts Dawn that Sally has revealed,him,9.078965187072754
TwoEmbedding,alerts,has revealed,135,135_FMM_him,fmm,MismatchMatchMatch,obj,Judy alerts John that Benjamin has revealed,him,7.1363372802734375
TwoEmbedding,alerts,has revealed,135,135_FMF_him,fmf,MismatchMatchMismatch,obj,Judy alerts John that Sally has revealed,him,8.04000473022461
TwoEmbedding,alerts,has revealed,135,135_FFM_him,ffm,MismatchMismatchMatch,obj,Judy alerts Dawn that Benjamin has revealed,him,8.06835651397705
TwoEmbedding,alerts,has revealed,135,135_FFF_him,fff,MismatchMismatchMismatch,obj,Judy alerts Dawn that Sally has revealed,him,10.269227981567383
TwoEmbedding,alerts,has revealed,135,135_MMM_his,mmm,MatchMatchMatch,poss,Brett alerts John that Benjamin has revealed,his,3.1875579357147217
TwoEmbedding,alerts,has revealed,135,135_MMF_his,mmf,MatchMatchMismatch,poss,Brett alerts John that Sally has revealed,his,7.479008197784424
TwoEmbedding,alerts,has revealed,135,135_MFM_his,mfm,MatchMismatchMatch,poss,Brett alerts Dawn that Benjamin has revealed,his,2.9450366497039795
TwoEmbedding,alerts,has revealed,135,135_MFF_his,mff,MatchMismatchMismatch,poss,Brett alerts Dawn that Sally has revealed,his,8.387557029724121
TwoEmbedding,alerts,has revealed,135,135_FMM_his,fmm,MismatchMatchMatch,poss,Judy alerts John that Benjamin has revealed,his,3.058960437774658
TwoEmbedding,alerts,has revealed,135,135_FMF_his,fmf,MismatchMatchMismatch,poss,Judy alerts John that Sally has revealed,his,7.473543167114258
TwoEmbedding,alerts,has revealed,135,135_FFM_his,ffm,MismatchMismatchMatch,poss,Judy alerts Dawn that Benjamin has revealed,his,3.0468618869781494
TwoEmbedding,alerts,has revealed,135,135_FFF_his,fff,MismatchMismatchMismatch,poss,Judy alerts Dawn that Sally has revealed,his,9.613859176635742
TwoEmbedding,alerts,can't hurt,136,136_MMM_him,mmm,MatchMatchMatch,obj,Omar alerts Douglas that Alexander can't hurt,him,1.2392346858978271
TwoEmbedding,alerts,can't hurt,136,136_MMF_him,mmf,MatchMatchMismatch,obj,Omar alerts Douglas that this woman can't hurt,him,1.0679821968078613
TwoEmbedding,alerts,can't hurt,136,136_MFM_him,mfm,MatchMismatchMatch,obj,Omar alerts Cindy that Alexander can't hurt,him,3.0822317600250244
TwoEmbedding,alerts,can't hurt,136,136_MFF_him,mff,MatchMismatchMismatch,obj,Omar alerts Cindy that this woman can't hurt,him,2.3927078247070312
TwoEmbedding,alerts,can't hurt,136,136_FMM_him,fmm,MismatchMatchMatch,obj,Marie alerts Douglas that Alexander can't hurt,him,1.5343915224075317
TwoEmbedding,alerts,can't hurt,136,136_FMF_him,fmf,MismatchMatchMismatch,obj,Marie alerts Douglas that this woman can't hurt,him,0.9553518295288086
TwoEmbedding,alerts,can't hurt,136,136_FFM_him,ffm,MismatchMismatchMatch,obj,Marie alerts Cindy that Alexander can't hurt,him,3.766413450241089
TwoEmbedding,alerts,can't hurt,136,136_FFF_him,fff,MismatchMismatchMismatch,obj,Marie alerts Cindy that this woman can't hurt,him,3.552873373031616
TwoEmbedding,alerts,can't hurt,136,136_MMM_his,mmm,MatchMatchMatch,poss,Omar alerts Douglas that Alexander can't hurt,his,7.010128498077393
TwoEmbedding,alerts,can't hurt,136,136_MMF_his,mmf,MatchMatchMismatch,poss,Omar alerts Douglas that this woman can't hurt,his,7.435356616973877
TwoEmbedding,alerts,can't hurt,136,136_MFM_his,mfm,MatchMismatchMatch,poss,Omar alerts Cindy that Alexander can't hurt,his,7.761791706085205
TwoEmbedding,alerts,can't hurt,136,136_MFF_his,mff,MatchMismatchMismatch,poss,Omar alerts Cindy that this woman can't hurt,his,8.881932258605957
TwoEmbedding,alerts,can't hurt,136,136_FMM_his,fmm,MismatchMatchMatch,poss,Marie alerts Douglas that Alexander can't hurt,his,7.136789321899414
TwoEmbedding,alerts,can't hurt,136,136_FMF_his,fmf,MismatchMatchMismatch,poss,Marie alerts Douglas that this woman can't hurt,his,7.400885105133057
TwoEmbedding,alerts,can't hurt,136,136_FFM_his,ffm,MismatchMismatchMatch,poss,Marie alerts Cindy that Alexander can't hurt,his,7.448541641235352
TwoEmbedding,alerts,can't hurt,136,136_FFF_his,fff,MismatchMismatchMismatch,poss,Marie alerts Cindy that this woman can't hurt,his,10.126370429992676
TwoEmbedding,told,has hidden,137,137_MMM_him,mmm,MatchMatchMatch,obj,Richard told Scott that Craig has hidden,him,7.604963302612305
TwoEmbedding,told,has hidden,137,137_MMF_him,mmf,MatchMatchMismatch,obj,Richard told Scott that Cindy has hidden,him,6.2031683921813965
TwoEmbedding,told,has hidden,137,137_MFM_him,mfm,MatchMismatchMatch,obj,Richard told Renee that Craig has hidden,him,7.0094828605651855
TwoEmbedding,told,has hidden,137,137_MFF_him,mff,MatchMismatchMismatch,obj,Richard told Renee that Cindy has hidden,him,6.359603404998779
TwoEmbedding,told,has hidden,137,137_FMM_him,fmm,MismatchMatchMatch,obj,Janet told Scott that Craig has hidden,him,8.012981414794922
TwoEmbedding,told,has hidden,137,137_FMF_him,fmf,MismatchMatchMismatch,obj,Janet told Scott that Cindy has hidden,him,6.8459792137146
TwoEmbedding,told,has hidden,137,137_FFM_him,ffm,MismatchMismatchMatch,obj,Janet told Renee that Craig has hidden,him,7.744729995727539
TwoEmbedding,told,has hidden,137,137_FFF_him,fff,MismatchMismatchMismatch,obj,Janet told Renee that Cindy has hidden,him,6.917586326599121
TwoEmbedding,told,has hidden,137,137_MMM_his,mmm,MatchMatchMatch,poss,Richard told Scott that Craig has hidden,his,2.87919545173645
TwoEmbedding,told,has hidden,137,137_MMF_his,mmf,MatchMatchMismatch,poss,Richard told Scott that Cindy has hidden,his,5.910399913787842
TwoEmbedding,told,has hidden,137,137_MFM_his,mfm,MatchMismatchMatch,poss,Richard told Renee that Craig has hidden,his,2.7090706825256348
TwoEmbedding,told,has hidden,137,137_MFF_his,mff,MatchMismatchMismatch,poss,Richard told Renee that Cindy has hidden,his,5.9585089683532715
TwoEmbedding,told,has hidden,137,137_FMM_his,fmm,MismatchMatchMatch,poss,Janet told Scott that Craig has hidden,his,2.861840009689331
TwoEmbedding,told,has hidden,137,137_FMF_his,fmf,MismatchMatchMismatch,poss,Janet told Scott that Cindy has hidden,his,7.155314922332764
TwoEmbedding,told,has hidden,137,137_FFM_his,ffm,MismatchMismatchMatch,poss,Janet told Renee that Craig has hidden,his,2.7288522720336914
TwoEmbedding,told,has hidden,137,137_FFF_his,fff,MismatchMismatchMismatch,poss,Janet told Renee that Cindy has hidden,his,7.0968146324157715
TwoEmbedding,shows,wasn't investigating,138,138_MMM_him,mmm,MatchMatchMatch,obj,Rodney shows Jerry that the ex-boyfriend wasn't investigating,him,4.2760748863220215
TwoEmbedding,shows,wasn't investigating,138,138_MMF_him,mmf,MatchMatchMismatch,obj,Rodney shows Jerry that Teresa wasn't investigating,him,3.694545030593872
TwoEmbedding,shows,wasn't investigating,138,138_MFM_him,mfm,MatchMismatchMatch,obj,Rodney shows Kristin that the ex-boyfriend wasn't investigating,him,7.220457553863525
TwoEmbedding,shows,wasn't investigating,138,138_MFF_him,mff,MatchMismatchMismatch,obj,Rodney shows Kristin that Teresa wasn't investigating,him,4.504129886627197
TwoEmbedding,shows,wasn't investigating,138,138_FMM_him,fmm,MismatchMatchMatch,obj,Claire shows Jerry that the ex-boyfriend wasn't investigating,him,5.219951152801514
TwoEmbedding,shows,wasn't investigating,138,138_FMF_him,fmf,MismatchMatchMismatch,obj,Claire shows Jerry that Teresa wasn't investigating,him,4.096485137939453
TwoEmbedding,shows,wasn't investigating,138,138_FFM_him,ffm,MismatchMismatchMatch,obj,Claire shows Kristin that the ex-boyfriend wasn't investigating,him,7.878419399261475
TwoEmbedding,shows,wasn't investigating,138,138_FFF_him,fff,MismatchMismatchMismatch,obj,Claire shows Kristin that Teresa wasn't investigating,him,5.421481609344482
TwoEmbedding,shows,wasn't investigating,138,138_MMM_his,mmm,MatchMatchMatch,poss,Rodney shows Jerry that the ex-boyfriend wasn't investigating,his,4.224163055419922
TwoEmbedding,shows,wasn't investigating,138,138_MMF_his,mmf,MatchMatchMismatch,poss,Rodney shows Jerry that Teresa wasn't investigating,his,5.682109355926514
TwoEmbedding,shows,wasn't investigating,138,138_MFM_his,mfm,MatchMismatchMatch,poss,Rodney shows Kristin that the ex-boyfriend wasn't investigating,his,4.878653049468994
TwoEmbedding,shows,wasn't investigating,138,138_MFF_his,mff,MatchMismatchMismatch,poss,Rodney shows Kristin that Teresa wasn't investigating,his,6.509254455566406
TwoEmbedding,shows,wasn't investigating,138,138_FMM_his,fmm,MismatchMatchMatch,poss,Claire shows Jerry that the ex-boyfriend wasn't investigating,his,4.459569454193115
TwoEmbedding,shows,wasn't investigating,138,138_FMF_his,fmf,MismatchMatchMismatch,poss,Claire shows Jerry that Teresa wasn't investigating,his,5.981256484985352
TwoEmbedding,shows,wasn't investigating,138,138_FFM_his,ffm,MismatchMismatchMatch,poss,Claire shows Kristin that the ex-boyfriend wasn't investigating,his,5.303006649017334
TwoEmbedding,shows,wasn't investigating,138,138_FFF_his,fff,MismatchMismatchMismatch,poss,Claire shows Kristin that Teresa wasn't investigating,his,7.088521957397461
TwoEmbedding,warned,investigated,139,139_MMM_him,mmm,MatchMatchMatch,obj,Kenneth warned Derek that this man investigated,him,2.3786821365356445
TwoEmbedding,warned,investigated,139,139_MMF_him,mmf,MatchMatchMismatch,obj,Kenneth warned Derek that Carolyn investigated,him,2.0551156997680664
TwoEmbedding,warned,investigated,139,139_MFM_him,mfm,MatchMismatchMatch,obj,Kenneth warned Sabrina that this man investigated,him,6.719620704650879
TwoEmbedding,warned,investigated,139,139_MFF_him,mff,MatchMismatchMismatch,obj,Kenneth warned Sabrina that Carolyn investigated,him,3.444911479949951
TwoEmbedding,warned,investigated,139,139_FMM_him,fmm,MismatchMatchMatch,obj,Jane warned Derek that this man investigated,him,3.4659476280212402
TwoEmbedding,warned,investigated,139,139_FMF_him,fmf,MismatchMatchMismatch,obj,Jane warned Derek that Carolyn investigated,him,2.2499256134033203
TwoEmbedding,warned,investigated,139,139_FFM_him,ffm,MismatchMismatchMatch,obj,Jane warned Sabrina that this man investigated,him,7.5187506675720215
TwoEmbedding,warned,investigated,139,139_FFF_him,fff,MismatchMismatchMismatch,obj,Jane warned Sabrina that Carolyn investigated,him,4.051133632659912
TwoEmbedding,warned,investigated,139,139_MMM_his,mmm,MatchMatchMatch,poss,Kenneth warned Derek that this man investigated,his,3.732862710952759
TwoEmbedding,warned,investigated,139,139_MMF_his,mmf,MatchMatchMismatch,poss,Kenneth warned Derek that Carolyn investigated,his,3.763397216796875
TwoEmbedding,warned,investigated,139,139_MFM_his,mfm,MatchMismatchMatch,poss,Kenneth warned Sabrina that this man investigated,his,5.60001802444458
TwoEmbedding,warned,investigated,139,139_MFF_his,mff,MatchMismatchMismatch,poss,Kenneth warned Sabrina that Carolyn investigated,his,5.2222771644592285
TwoEmbedding,warned,investigated,139,139_FMM_his,fmm,MismatchMatchMatch,poss,Jane warned Derek that this man investigated,his,4.202211856842041
TwoEmbedding,warned,investigated,139,139_FMF_his,fmf,MismatchMatchMismatch,poss,Jane warned Derek that Carolyn investigated,his,4.207177639007568
TwoEmbedding,warned,investigated,139,139_FFM_his,ffm,MismatchMismatchMatch,poss,Jane warned Sabrina that this man investigated,his,5.650796890258789
TwoEmbedding,warned,investigated,139,139_FFF_his,fff,MismatchMismatchMismatch,poss,Jane warned Sabrina that Carolyn investigated,his,6.221120834350586
TwoEmbedding,warns,was describing,140,140_MMM_him,mmm,MatchMatchMatch,obj,Wayne warns Patrick that Randolf was describing,him,3.313863515853882
TwoEmbedding,warns,was describing,140,140_MMF_him,mmf,MatchMatchMismatch,obj,Wayne warns Patrick that Claire was describing,him,3.4782700538635254
TwoEmbedding,warns,was describing,140,140_MFM_him,mfm,MatchMismatchMatch,obj,Wayne warns Kristin that Randolf was describing,him,4.001108646392822
TwoEmbedding,warns,was describing,140,140_MFF_him,mff,MatchMismatchMismatch,obj,Wayne warns Kristin that Claire was describing,him,4.494097709655762
TwoEmbedding,warns,was describing,140,140_FMM_him,fmm,MismatchMatchMatch,obj,Marie warns Patrick that Randolf was describing,him,3.9219231605529785
TwoEmbedding,warns,was describing,140,140_FMF_him,fmf,MismatchMatchMismatch,obj,Marie warns Patrick that Claire was describing,him,3.7932796478271484
TwoEmbedding,warns,was describing,140,140_FFM_him,ffm,MismatchMismatchMatch,obj,Marie warns Kristin that Randolf was describing,him,5.169800281524658
TwoEmbedding,warns,was describing,140,140_FFF_him,fff,MismatchMismatchMismatch,obj,Marie warns Kristin that Claire was describing,him,5.973679065704346
TwoEmbedding,warns,was describing,140,140_MMM_his,mmm,MatchMatchMatch,poss,Wayne warns Patrick that Randolf was describing,his,3.6660425662994385
TwoEmbedding,warns,was describing,140,140_MMF_his,mmf,MatchMatchMismatch,poss,Wayne warns Patrick that Claire was describing,his,4.98119592666626
TwoEmbedding,warns,was describing,140,140_MFM_his,mfm,MatchMismatchMatch,poss,Wayne warns Kristin that Randolf was describing,his,3.6492719650268555
TwoEmbedding,warns,was describing,140,140_MFF_his,mff,MatchMismatchMismatch,poss,Wayne warns Kristin that Claire was describing,his,6.459290027618408
TwoEmbedding,warns,was describing,140,140_FMM_his,fmm,MismatchMatchMatch,poss,Marie warns Patrick that Randolf was describing,his,3.887507438659668
TwoEmbedding,warns,was describing,140,140_FMF_his,fmf,MismatchMatchMismatch,poss,Marie warns Patrick that Claire was describing,his,5.484101295471191
TwoEmbedding,warns,was describing,140,140_FFM_his,ffm,MismatchMismatchMatch,poss,Marie warns Kristin that Randolf was describing,his,3.8057703971862793
TwoEmbedding,warns,was describing,140,140_FFF_his,fff,MismatchMismatchMismatch,poss,Marie warns Kristin that Claire was describing,his,7.7249226570129395
TwoEmbedding,tells,complains about,141,141_MMM_him,mmm,MatchMatchMatch,obj,Rodney tells Thomas that Travis complains about,him,3.9732773303985596
TwoEmbedding,tells,complains about,141,141_MMF_him,mmf,MatchMatchMismatch,obj,Rodney tells Thomas that Julie complains about,him,3.4606375694274902
TwoEmbedding,tells,complains about,141,141_MFM_him,mfm,MatchMismatchMatch,obj,Rodney tells Paula that Travis complains about,him,5.344550132751465
TwoEmbedding,tells,complains about,141,141_MFF_him,mff,MatchMismatchMismatch,obj,Rodney tells Paula that Julie complains about,him,4.187800407409668
TwoEmbedding,tells,complains about,141,141_FMM_him,fmm,MismatchMatchMatch,obj,Valerie tells Thomas that Travis complains about,him,4.8232808113098145
TwoEmbedding,tells,complains about,141,141_FMF_him,fmf,MismatchMatchMismatch,obj,Valerie tells Thomas that Julie complains about,him,4.189574241638184
TwoEmbedding,tells,complains about,141,141_FFM_him,ffm,MismatchMismatchMatch,obj,Valerie tells Paula that Travis complains about,him,6.15073299407959
TwoEmbedding,tells,complains about,141,141_FFF_him,fff,MismatchMismatchMismatch,obj,Valerie tells Paula that Julie complains about,him,5.82724142074585
TwoEmbedding,tells,complains about,141,141_MMM_his,mmm,MatchMatchMatch,poss,Rodney tells Thomas that Travis complains about,his,2.9569575786590576
TwoEmbedding,tells,complains about,141,141_MMF_his,mmf,MatchMatchMismatch,poss,Rodney tells Thomas that Julie complains about,his,3.4350478649139404
TwoEmbedding,tells,complains about,141,141_MFM_his,mfm,MatchMismatchMatch,poss,Rodney tells Paula that Travis complains about,his,3.2799956798553467
TwoEmbedding,tells,complains about,141,141_MFF_his,mff,MatchMismatchMismatch,poss,Rodney tells Paula that Julie complains about,his,4.6615681648254395
TwoEmbedding,tells,complains about,141,141_FMM_his,fmm,MismatchMatchMatch,poss,Valerie tells Thomas that Travis complains about,his,3.0385026931762695
TwoEmbedding,tells,complains about,141,141_FMF_his,fmf,MismatchMatchMismatch,poss,Valerie tells Thomas that Julie complains about,his,4.161948204040527
TwoEmbedding,tells,complains about,141,141_FFM_his,ffm,MismatchMismatchMatch,poss,Valerie tells Paula that Travis complains about,his,3.291282892227173
TwoEmbedding,tells,complains about,141,141_FFF_his,fff,MismatchMismatchMismatch,poss,Valerie tells Paula that Julie complains about,his,6.007849216461182
TwoEmbedding,alerts,understood,142,142_MMM_him,mmm,MatchMatchMatch,obj,Phillip alerts John that Carlos understood,him,5.602022171020508
TwoEmbedding,alerts,understood,142,142_MMF_him,mmf,MatchMatchMismatch,obj,Phillip alerts John that Ann understood,him,5.08801794052124
TwoEmbedding,alerts,understood,142,142_MFM_him,mfm,MatchMismatchMatch,obj,Phillip alerts Melissa that Carlos understood,him,7.539684772491455
TwoEmbedding,alerts,understood,142,142_MFF_him,mff,MatchMismatchMismatch,obj,Phillip alerts Melissa that Ann understood,him,6.443506240844727
TwoEmbedding,alerts,understood,142,142_FMM_him,fmm,MismatchMatchMatch,obj,That lady alerts John that Carlos understood,him,4.37205171585083
TwoEmbedding,alerts,understood,142,142_FMF_him,fmf,MismatchMatchMismatch,obj,That lady alerts John that Ann understood,him,3.9832935333251953
TwoEmbedding,alerts,understood,142,142_FFM_him,ffm,MismatchMismatchMatch,obj,That lady alerts Melissa that Carlos understood,him,7.858920574188232
TwoEmbedding,alerts,understood,142,142_FFF_him,fff,MismatchMismatchMismatch,obj,That lady alerts Melissa that Ann understood,him,6.352076530456543
TwoEmbedding,alerts,understood,142,142_MMM_his,mmm,MatchMatchMatch,poss,Phillip alerts John that Carlos understood,his,3.7470712661743164
TwoEmbedding,alerts,understood,142,142_MMF_his,mmf,MatchMatchMismatch,poss,Phillip alerts John that Ann understood,his,3.8324475288391113
TwoEmbedding,alerts,understood,142,142_MFM_his,mfm,MatchMismatchMatch,poss,Phillip alerts Melissa that Carlos understood,his,4.738282203674316
TwoEmbedding,alerts,understood,142,142_MFF_his,mff,MatchMismatchMismatch,poss,Phillip alerts Melissa that Ann understood,his,5.014273643493652
TwoEmbedding,alerts,understood,142,142_FMM_his,fmm,MismatchMatchMatch,poss,That lady alerts John that Carlos understood,his,3.9091129302978516
TwoEmbedding,alerts,understood,142,142_FMF_his,fmf,MismatchMatchMismatch,poss,That lady alerts John that Ann understood,his,3.735827684402466
TwoEmbedding,alerts,understood,142,142_FFM_his,ffm,MismatchMismatchMatch,poss,That lady alerts Melissa that Carlos understood,his,5.199557781219482
TwoEmbedding,alerts,understood,142,142_FFF_his,fff,MismatchMismatchMismatch,poss,That lady alerts Melissa that Ann understood,his,5.631844997406006
TwoEmbedding,advised,stuns,143,143_MMM_him,mmm,MatchMatchMatch,obj,Randolf advised Chad that the husband stuns,him,3.069567918777466
TwoEmbedding,advised,stuns,143,143_MMF_him,mmf,MatchMatchMismatch,obj,Randolf advised Chad that Michelle stuns,him,1.6583420038223267
TwoEmbedding,advised,stuns,143,143_MFM_him,mfm,MatchMismatchMatch,obj,Randolf advised Nicole that the husband stuns,him,4.431298732757568
TwoEmbedding,advised,stuns,143,143_MFF_him,mff,MatchMismatchMismatch,obj,Randolf advised Nicole that Michelle stuns,him,2.7244043350219727
TwoEmbedding,advised,stuns,143,143_FMM_him,fmm,MismatchMatchMatch,obj,Colleen advised Chad that the husband stuns,him,3.324908494949341
TwoEmbedding,advised,stuns,143,143_FMF_him,fmf,MismatchMatchMismatch,obj,Colleen advised Chad that Michelle stuns,him,1.6876919269561768
TwoEmbedding,advised,stuns,143,143_FFM_him,ffm,MismatchMismatchMatch,obj,Colleen advised Nicole that the husband stuns,him,6.325994968414307
TwoEmbedding,advised,stuns,143,143_FFF_him,fff,MismatchMismatchMismatch,obj,Colleen advised Nicole that Michelle stuns,him,4.016814708709717
TwoEmbedding,advised,stuns,143,143_MMM_his,mmm,MatchMatchMatch,poss,Randolf advised Chad that the husband stuns,his,2.7194128036499023
TwoEmbedding,advised,stuns,143,143_MMF_his,mmf,MatchMatchMismatch,poss,Randolf advised Chad that Michelle stuns,his,5.877472400665283
TwoEmbedding,advised,stuns,143,143_MFM_his,mfm,MatchMismatchMatch,poss,Randolf advised Nicole that the husband stuns,his,3.955711603164673
TwoEmbedding,advised,stuns,143,143_MFF_his,mff,MatchMismatchMismatch,poss,Randolf advised Nicole that Michelle stuns,his,7.948683261871338
TwoEmbedding,advised,stuns,143,143_FMM_his,fmm,MismatchMatchMatch,poss,Colleen advised Chad that the husband stuns,his,2.7206881046295166
TwoEmbedding,advised,stuns,143,143_FMF_his,fmf,MismatchMatchMismatch,poss,Colleen advised Chad that Michelle stuns,his,6.129787445068359
TwoEmbedding,advised,stuns,143,143_FFM_his,ffm,MismatchMismatchMatch,poss,Colleen advised Nicole that the husband stuns,his,4.507915019989014
TwoEmbedding,advised,stuns,143,143_FFF_his,fff,MismatchMismatchMismatch,poss,Colleen advised Nicole that Michelle stuns,his,8.701628684997559
TwoEmbedding,alerted,harmed,144,144_MMM_him,mmm,MatchMatchMatch,obj,This ex-husband alerted Derek that Mitchell harmed,him,2.8399174213409424
TwoEmbedding,alerted,harmed,144,144_MMF_him,mmf,MatchMatchMismatch,obj,This ex-husband alerted Derek that Claire harmed,him,1.6939752101898193
TwoEmbedding,alerted,harmed,144,144_MFM_him,mfm,MatchMismatchMatch,obj,This ex-husband alerted Elizabeth that Mitchell harmed,him,3.8071129322052
TwoEmbedding,alerted,harmed,144,144_MFF_him,mff,MatchMismatchMismatch,obj,This ex-husband alerted Elizabeth that Claire harmed,him,2.0934059619903564
TwoEmbedding,alerted,harmed,144,144_FMM_him,fmm,MismatchMatchMatch,obj,Christina alerted Derek that Mitchell harmed,him,4.529148101806641
TwoEmbedding,alerted,harmed,144,144_FMF_him,fmf,MismatchMatchMismatch,obj,Christina alerted Derek that Claire harmed,him,3.7036194801330566
TwoEmbedding,alerted,harmed,144,144_FFM_him,ffm,MismatchMismatchMatch,obj,Christina alerted Elizabeth that Mitchell harmed,him,6.236220836639404
TwoEmbedding,alerted,harmed,144,144_FFF_him,fff,MismatchMismatchMismatch,obj,Christina alerted Elizabeth that Claire harmed,him,6.5687031745910645
TwoEmbedding,alerted,harmed,144,144_MMM_his,mmm,MatchMatchMatch,poss,This ex-husband alerted Derek that Mitchell harmed,his,2.06768798828125
TwoEmbedding,alerted,harmed,144,144_MMF_his,mmf,MatchMatchMismatch,poss,This ex-husband alerted Derek that Claire harmed,his,2.490975856781006
TwoEmbedding,alerted,harmed,144,144_MFM_his,mfm,MatchMismatchMatch,poss,This ex-husband alerted Elizabeth that Mitchell harmed,his,2.674647092819214
TwoEmbedding,alerted,harmed,144,144_MFF_his,mff,MatchMismatchMismatch,poss,This ex-husband alerted Elizabeth that Claire harmed,his,2.8329739570617676
TwoEmbedding,alerted,harmed,144,144_FMM_his,fmm,MismatchMatchMatch,poss,Christina alerted Derek that Mitchell harmed,his,3.09604811668396
TwoEmbedding,alerted,harmed,144,144_FMF_his,fmf,MismatchMatchMismatch,poss,Christina alerted Derek that Claire harmed,his,4.669769763946533
TwoEmbedding,alerted,harmed,144,144_FFM_his,ffm,MismatchMismatchMatch,poss,Christina alerted Elizabeth that Mitchell harmed,his,4.084271430969238
TwoEmbedding,alerted,harmed,144,144_FFF_his,fff,MismatchMismatchMismatch,poss,Christina alerted Elizabeth that Claire harmed,his,7.0916948318481445
TwoEmbedding,told,will cure,145,145_MMM_him,mmm,MatchMatchMatch,obj,Douglas told Scott that Scott will cure,him,2.18717622756958
TwoEmbedding,told,will cure,145,145_MMF_him,mmf,MatchMatchMismatch,obj,Douglas told Scott that Samantha will cure,him,1.559217095375061
TwoEmbedding,told,will cure,145,145_MFM_him,mfm,MatchMismatchMatch,obj,Douglas told Kristen that Scott will cure,him,3.425264596939087
TwoEmbedding,told,will cure,145,145_MFF_him,mff,MatchMismatchMismatch,obj,Douglas told Kristen that Samantha will cure,him,2.153017997741699
TwoEmbedding,told,will cure,145,145_FMM_him,fmm,MismatchMatchMatch,obj,Allison told Scott that Scott will cure,him,2.286043882369995
TwoEmbedding,told,will cure,145,145_FMF_him,fmf,MismatchMatchMismatch,obj,Allison told Scott that Samantha will cure,him,1.5675933361053467
TwoEmbedding,told,will cure,145,145_FFM_him,ffm,MismatchMismatchMatch,obj,Allison told Kristen that Scott will cure,him,3.6346242427825928
TwoEmbedding,told,will cure,145,145_FFF_him,fff,MismatchMismatchMismatch,obj,Allison told Kristen that Samantha will cure,him,2.661180019378662
TwoEmbedding,told,will cure,145,145_MMM_his,mmm,MatchMatchMatch,poss,Douglas told Scott that Scott will cure,his,3.119210720062256
TwoEmbedding,told,will cure,145,145_MMF_his,mmf,MatchMatchMismatch,poss,Douglas told Scott that Samantha will cure,his,3.7354235649108887
TwoEmbedding,told,will cure,145,145_MFM_his,mfm,MatchMismatchMatch,poss,Douglas told Kristen that Scott will cure,his,4.185482978820801
TwoEmbedding,told,will cure,145,145_MFF_his,mff,MatchMismatchMismatch,poss,Douglas told Kristen that Samantha will cure,his,4.251930236816406
TwoEmbedding,told,will cure,145,145_FMM_his,fmm,MismatchMatchMatch,poss,Allison told Scott that Scott will cure,his,3.507673740386963
TwoEmbedding,told,will cure,145,145_FMF_his,fmf,MismatchMatchMismatch,poss,Allison told Scott that Samantha will cure,his,4.355496883392334
TwoEmbedding,told,will cure,145,145_FFM_his,ffm,MismatchMismatchMatch,poss,Allison told Kristen that Scott will cure,his,4.614891052246094
TwoEmbedding,told,will cure,145,145_FFF_his,fff,MismatchMismatchMismatch,poss,Allison told Kristen that Samantha will cure,his,5.300546646118164
TwoEmbedding,informed,hasn't led,146,146_MMM_him,mmm,MatchMatchMatch,obj,Andrew informed Brad that Jason hasn't led,him,5.591474533081055
TwoEmbedding,informed,hasn't led,146,146_MMF_him,mmf,MatchMatchMismatch,obj,Andrew informed Brad that Valerie hasn't led,him,2.8517210483551025
TwoEmbedding,informed,hasn't led,146,146_MFM_him,mfm,MatchMismatchMatch,obj,Andrew informed Danielle that Jason hasn't led,him,5.99545955657959
TwoEmbedding,informed,hasn't led,146,146_MFF_him,mff,MatchMismatchMismatch,obj,Andrew informed Danielle that Valerie hasn't led,him,3.6623270511627197
TwoEmbedding,informed,hasn't led,146,146_FMM_him,fmm,MismatchMatchMatch,obj,Gina informed Brad that Jason hasn't led,him,5.2511396408081055
TwoEmbedding,informed,hasn't led,146,146_FMF_him,fmf,MismatchMatchMismatch,obj,Gina informed Brad that Valerie hasn't led,him,3.5056097507476807
TwoEmbedding,informed,hasn't led,146,146_FFM_him,ffm,MismatchMismatchMatch,obj,Gina informed Danielle that Jason hasn't led,him,7.186179161071777
TwoEmbedding,informed,hasn't led,146,146_FFF_him,fff,MismatchMismatchMismatch,obj,Gina informed Danielle that Valerie hasn't led,him,6.146827220916748
TwoEmbedding,informed,hasn't led,146,146_MMM_his,mmm,MatchMatchMatch,poss,Andrew informed Brad that Jason hasn't led,his,4.276035785675049
TwoEmbedding,informed,hasn't led,146,146_MMF_his,mmf,MatchMatchMismatch,poss,Andrew informed Brad that Valerie hasn't led,his,7.519262790679932
