exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
TwoEmbedding,warned,distracts,109,109_FMM_his,fmm,MismatchMatchMatch,poss,This sister warned Gerald that Matt distracts,his,4.642510414123535
TwoEmbedding,warned,distracts,109,109_FMF_his,fmf,MismatchMatchMismatch,poss,This sister warned Gerald that Melissa distracts,his,5.411435604095459
TwoEmbedding,warned,distracts,109,109_FFM_his,ffm,MismatchMismatchMatch,poss,This sister warned Sharon that Matt distracts,his,5.542080402374268
TwoEmbedding,warned,distracts,109,109_FFF_his,fff,MismatchMismatchMismatch,poss,This sister warned Sharon that Melissa distracts,his,8.4102144241333
TwoEmbedding,informs,kissed,110,110_MMM_him,mmm,MatchMatchMatch,obj,Edward informs Craig that Wayne kissed,him,1.9151859283447266
TwoEmbedding,informs,kissed,110,110_MMF_him,mmf,MatchMatchMismatch,obj,Edward informs Craig that Diane kissed,him,0.9221269488334656
TwoEmbedding,informs,kissed,110,110_MFM_him,mfm,MatchMismatchMatch,obj,Edward informs Connie that Wayne kissed,him,2.2665858268737793
TwoEmbedding,informs,kissed,110,110_MFF_him,mff,MatchMismatchMismatch,obj,Edward informs Connie that Diane kissed,him,1.8000010251998901
TwoEmbedding,informs,kissed,110,110_FMM_him,fmm,MismatchMatchMatch,obj,Deanna informs Craig that Wayne kissed,him,3.2618982791900635
TwoEmbedding,informs,kissed,110,110_FMF_him,fmf,MismatchMatchMismatch,obj,Deanna informs Craig that Diane kissed,him,1.63510262966156
TwoEmbedding,informs,kissed,110,110_FFM_him,ffm,MismatchMismatchMatch,obj,Deanna informs Connie that Wayne kissed,him,3.688565969467163
TwoEmbedding,informs,kissed,110,110_FFF_him,fff,MismatchMismatchMismatch,obj,Deanna informs Connie that Diane kissed,him,3.5612969398498535
TwoEmbedding,informs,kissed,110,110_MMM_his,mmm,MatchMatchMatch,poss,Edward informs Craig that Wayne kissed,his,3.5553553104400635
TwoEmbedding,informs,kissed,110,110_MMF_his,mmf,MatchMatchMismatch,poss,Edward informs Craig that Diane kissed,his,4.444309711456299
TwoEmbedding,informs,kissed,110,110_MFM_his,mfm,MatchMismatchMatch,poss,Edward informs Connie that Wayne kissed,his,4.521336078643799
TwoEmbedding,informs,kissed,110,110_MFF_his,mff,MatchMismatchMismatch,poss,Edward informs Connie that Diane kissed,his,5.68952751159668
TwoEmbedding,informs,kissed,110,110_FMM_his,fmm,MismatchMatchMatch,poss,Deanna informs Craig that Wayne kissed,his,4.047426700592041
TwoEmbedding,informs,kissed,110,110_FMF_his,fmf,MismatchMatchMismatch,poss,Deanna informs Craig that Diane kissed,his,5.047359466552734
TwoEmbedding,informs,kissed,110,110_FFM_his,ffm,MismatchMismatchMatch,poss,Deanna informs Connie that Wayne kissed,his,4.9487996101379395
TwoEmbedding,informs,kissed,110,110_FFF_his,fff,MismatchMismatchMismatch,poss,Deanna informs Connie that Diane kissed,his,7.181869983673096
TwoEmbedding,advises,shoots,111,111_MMM_him,mmm,MatchMatchMatch,obj,Gerald advises Eric that Dennis shoots,him,2.8436295986175537
TwoEmbedding,advises,shoots,111,111_MMF_him,mmf,MatchMatchMismatch,obj,Gerald advises Eric that Elizabeth shoots,him,2.3175790309906006
TwoEmbedding,advises,shoots,111,111_MFM_him,mfm,MatchMismatchMatch,obj,Gerald advises Helen that Dennis shoots,him,2.7610301971435547
TwoEmbedding,advises,shoots,111,111_MFF_him,mff,MatchMismatchMismatch,obj,Gerald advises Helen that Elizabeth shoots,him,3.1765215396881104
TwoEmbedding,advises,shoots,111,111_FMM_him,fmm,MismatchMatchMatch,obj,Tara advises Eric that Dennis shoots,him,2.667781114578247
TwoEmbedding,advises,shoots,111,111_FMF_him,fmf,MismatchMatchMismatch,obj,Tara advises Eric that Elizabeth shoots,him,2.5625665187835693
TwoEmbedding,advises,shoots,111,111_FFM_him,ffm,MismatchMismatchMatch,obj,Tara advises Helen that Dennis shoots,him,2.7139008045196533
TwoEmbedding,advises,shoots,111,111_FFF_him,fff,MismatchMismatchMismatch,obj,Tara advises Helen that Elizabeth shoots,him,4.012556552886963
TwoEmbedding,advises,shoots,111,111_MMM_his,mmm,MatchMatchMatch,poss,Gerald advises Eric that Dennis shoots,his,4.153548240661621
TwoEmbedding,advises,shoots,111,111_MMF_his,mmf,MatchMatchMismatch,poss,Gerald advises Eric that Elizabeth shoots,his,6.353530406951904
TwoEmbedding,advises,shoots,111,111_MFM_his,mfm,MatchMismatchMatch,poss,Gerald advises Helen that Dennis shoots,his,4.462122917175293
TwoEmbedding,advises,shoots,111,111_MFF_his,mff,MatchMismatchMismatch,poss,Gerald advises Helen that Elizabeth shoots,his,7.581148624420166
TwoEmbedding,advises,shoots,111,111_FMM_his,fmm,MismatchMatchMatch,poss,Tara advises Eric that Dennis shoots,his,4.118731498718262
TwoEmbedding,advises,shoots,111,111_FMF_his,fmf,MismatchMatchMismatch,poss,Tara advises Eric that Elizabeth shoots,his,6.737820625305176
TwoEmbedding,advises,shoots,111,111_FFM_his,ffm,MismatchMismatchMatch,poss,Tara advises Helen that Dennis shoots,his,4.514770984649658
TwoEmbedding,advises,shoots,111,111_FFF_his,fff,MismatchMismatchMismatch,poss,Tara advises Helen that Elizabeth shoots,his,8.383414268493652
TwoEmbedding,advised,talked about,112,112_MMM_him,mmm,MatchMatchMatch,obj,This nephew advised Alexander that Christopher talked about,him,4.289022922515869
TwoEmbedding,advised,talked about,112,112_MMF_him,mmf,MatchMatchMismatch,obj,This nephew advised Alexander that Sharon talked about,him,4.0601725578308105
TwoEmbedding,advised,talked about,112,112_MFM_him,mfm,MatchMismatchMatch,obj,This nephew advised Martha that Christopher talked about,him,4.355525970458984
TwoEmbedding,advised,talked about,112,112_MFF_him,mff,MatchMismatchMismatch,obj,This nephew advised Martha that Sharon talked about,him,4.594505310058594
TwoEmbedding,advised,talked about,112,112_FMM_him,fmm,MismatchMatchMatch,obj,Andrea advised Alexander that Christopher talked about,him,5.118241310119629
TwoEmbedding,advised,talked about,112,112_FMF_him,fmf,MismatchMatchMismatch,obj,Andrea advised Alexander that Sharon talked about,him,5.387042045593262
TwoEmbedding,advised,talked about,112,112_FFM_him,ffm,MismatchMismatchMatch,obj,Andrea advised Martha that Christopher talked about,him,4.924188613891602
TwoEmbedding,advised,talked about,112,112_FFF_him,fff,MismatchMismatchMismatch,obj,Andrea advised Martha that Sharon talked about,him,6.259768009185791
TwoEmbedding,advised,talked about,112,112_MMM_his,mmm,MatchMatchMatch,poss,This nephew advised Alexander that Christopher talked about,his,3.336810827255249
TwoEmbedding,advised,talked about,112,112_MMF_his,mmf,MatchMatchMismatch,poss,This nephew advised Alexander that Sharon talked about,his,4.121641159057617
TwoEmbedding,advised,talked about,112,112_MFM_his,mfm,MatchMismatchMatch,poss,This nephew advised Martha that Christopher talked about,his,3.5287840366363525
TwoEmbedding,advised,talked about,112,112_MFF_his,mff,MatchMismatchMismatch,poss,This nephew advised Martha that Sharon talked about,his,5.164428234100342
TwoEmbedding,advised,talked about,112,112_FMM_his,fmm,MismatchMatchMatch,poss,Andrea advised Alexander that Christopher talked about,his,3.2505593299865723
TwoEmbedding,advised,talked about,112,112_FMF_his,fmf,MismatchMatchMismatch,poss,Andrea advised Alexander that Sharon talked about,his,4.6981000900268555
TwoEmbedding,advised,talked about,112,112_FFM_his,ffm,MismatchMismatchMatch,poss,Andrea advised Martha that Christopher talked about,his,3.478212594985962
TwoEmbedding,advised,talked about,112,112_FFF_his,fff,MismatchMismatchMismatch,poss,Andrea advised Martha that Sharon talked about,his,6.305853366851807
TwoEmbedding,showed,distracted,113,113_MMM_him,mmm,MatchMatchMatch,obj,Gary showed the grandson that that man distracted,him,1.2721598148345947
TwoEmbedding,showed,distracted,113,113_MMF_him,mmf,MatchMatchMismatch,obj,Gary showed the grandson that Deanna distracted,him,1.20694899559021
TwoEmbedding,showed,distracted,113,113_MFM_him,mfm,MatchMismatchMatch,obj,Gary showed Veronica that that man distracted,him,2.4490106105804443
TwoEmbedding,showed,distracted,113,113_MFF_him,mff,MatchMismatchMismatch,obj,Gary showed Veronica that Deanna distracted,him,1.784471035003662
TwoEmbedding,showed,distracted,113,113_FMM_him,fmm,MismatchMatchMatch,obj,Janice showed the grandson that that man distracted,him,1.5022207498550415
TwoEmbedding,showed,distracted,113,113_FMF_him,fmf,MismatchMatchMismatch,obj,Janice showed the grandson that Deanna distracted,him,1.1577636003494263
TwoEmbedding,showed,distracted,113,113_FFM_him,ffm,MismatchMismatchMatch,obj,Janice showed Veronica that that man distracted,him,2.926725387573242
TwoEmbedding,showed,distracted,113,113_FFF_him,fff,MismatchMismatchMismatch,obj,Janice showed Veronica that Deanna distracted,him,1.7991816997528076
TwoEmbedding,showed,distracted,113,113_MMM_his,mmm,MatchMatchMatch,poss,Gary showed the grandson that that man distracted,his,4.69096565246582
TwoEmbedding,showed,distracted,113,113_MMF_his,mmf,MatchMatchMismatch,poss,Gary showed the grandson that Deanna distracted,his,5.02078104019165
TwoEmbedding,showed,distracted,113,113_MFM_his,mfm,MatchMismatchMatch,poss,Gary showed Veronica that that man distracted,his,6.989154815673828
TwoEmbedding,showed,distracted,113,113_MFF_his,mff,MatchMismatchMismatch,poss,Gary showed Veronica that Deanna distracted,his,8.092926979064941
TwoEmbedding,showed,distracted,113,113_FMM_his,fmm,MismatchMatchMatch,poss,Janice showed the grandson that that man distracted,his,4.498956680297852
TwoEmbedding,showed,distracted,113,113_FMF_his,fmf,MismatchMatchMismatch,poss,Janice showed the grandson that Deanna distracted,his,4.708982467651367
TwoEmbedding,showed,distracted,113,113_FFM_his,ffm,MismatchMismatchMatch,poss,Janice showed Veronica that that man distracted,his,7.439868927001953
TwoEmbedding,showed,distracted,113,113_FFF_his,fff,MismatchMismatchMismatch,poss,Janice showed Veronica that Deanna distracted,his,8.028663635253906
TwoEmbedding,tells,has heard,114,114_MMM_him,mmm,MatchMatchMatch,obj,This ex-boyfriend tells Wayne that Donald has heard,him,5.24856424331665
TwoEmbedding,tells,has heard,114,114_MMF_him,mmf,MatchMatchMismatch,obj,This ex-boyfriend tells Wayne that Caroline has heard,him,4.585402965545654
TwoEmbedding,tells,has heard,114,114_MFM_him,mfm,MatchMismatchMatch,obj,This ex-boyfriend tells Caroline that Donald has heard,him,6.144805908203125
TwoEmbedding,tells,has heard,114,114_MFF_him,mff,MatchMismatchMismatch,obj,This ex-boyfriend tells Caroline that Caroline has heard,him,5.59334135055542
TwoEmbedding,tells,has heard,114,114_FMM_him,fmm,MismatchMatchMatch,obj,Angela tells Wayne that Donald has heard,him,6.536567687988281
TwoEmbedding,tells,has heard,114,114_FMF_him,fmf,MismatchMatchMismatch,obj,Angela tells Wayne that Caroline has heard,him,5.801112174987793
TwoEmbedding,tells,has heard,114,114_FFM_him,ffm,MismatchMismatchMatch,obj,Angela tells Caroline that Donald has heard,him,8.042967796325684
TwoEmbedding,tells,has heard,114,114_FFF_him,fff,MismatchMismatchMismatch,obj,Angela tells Caroline that Caroline has heard,him,8.624507904052734
TwoEmbedding,tells,has heard,114,114_MMM_his,mmm,MatchMatchMatch,poss,This ex-boyfriend tells Wayne that Donald has heard,his,3.867629051208496
TwoEmbedding,tells,has heard,114,114_MMF_his,mmf,MatchMatchMismatch,poss,This ex-boyfriend tells Wayne that Caroline has heard,his,5.089859485626221
TwoEmbedding,tells,has heard,114,114_MFM_his,mfm,MatchMismatchMatch,poss,This ex-boyfriend tells Caroline that Donald has heard,his,4.659051895141602
TwoEmbedding,tells,has heard,114,114_MFF_his,mff,MatchMismatchMismatch,poss,This ex-boyfriend tells Caroline that Caroline has heard,his,6.170619010925293
TwoEmbedding,tells,has heard,114,114_FMM_his,fmm,MismatchMatchMatch,poss,Angela tells Wayne that Donald has heard,his,4.380505561828613
TwoEmbedding,tells,has heard,114,114_FMF_his,fmf,MismatchMatchMismatch,poss,Angela tells Wayne that Caroline has heard,his,6.096129894256592
TwoEmbedding,tells,has heard,114,114_FFM_his,ffm,MismatchMismatchMatch,poss,Angela tells Caroline that Donald has heard,his,6.096519947052002
TwoEmbedding,tells,has heard,114,114_FFF_his,fff,MismatchMismatchMismatch,poss,Angela tells Caroline that Caroline has heard,his,9.035087585449219
TwoEmbedding,alerts,isn't teaching,115,115_MMM_him,mmm,MatchMatchMatch,obj,This husband alerts Joel that Gary isn't teaching,him,1.5841902494430542
TwoEmbedding,alerts,isn't teaching,115,115_MMF_him,mmf,MatchMatchMismatch,obj,This husband alerts Joel that Tracy isn't teaching,him,1.4630696773529053
TwoEmbedding,alerts,isn't teaching,115,115_MFM_him,mfm,MatchMismatchMatch,obj,This husband alerts Sara that Gary isn't teaching,him,2.7582149505615234
TwoEmbedding,alerts,isn't teaching,115,115_MFF_him,mff,MatchMismatchMismatch,obj,This husband alerts Sara that Tracy isn't teaching,him,2.2158455848693848
TwoEmbedding,alerts,isn't teaching,115,115_FMM_him,fmm,MismatchMatchMatch,obj,Suzanne alerts Joel that Gary isn't teaching,him,2.8088371753692627
TwoEmbedding,alerts,isn't teaching,115,115_FMF_him,fmf,MismatchMatchMismatch,obj,Suzanne alerts Joel that Tracy isn't teaching,him,2.9144935607910156
TwoEmbedding,alerts,isn't teaching,115,115_FFM_him,ffm,MismatchMismatchMatch,obj,Suzanne alerts Sara that Gary isn't teaching,him,4.072871208190918
TwoEmbedding,alerts,isn't teaching,115,115_FFF_him,fff,MismatchMismatchMismatch,obj,Suzanne alerts Sara that Tracy isn't teaching,him,4.782225608825684
TwoEmbedding,alerts,isn't teaching,115,115_MMM_his,mmm,MatchMatchMatch,poss,This husband alerts Joel that Gary isn't teaching,his,4.3195343017578125
TwoEmbedding,alerts,isn't teaching,115,115_MMF_his,mmf,MatchMatchMismatch,poss,This husband alerts Joel that Tracy isn't teaching,his,4.761691093444824
TwoEmbedding,alerts,isn't teaching,115,115_MFM_his,mfm,MatchMismatchMatch,poss,This husband alerts Sara that Gary isn't teaching,his,4.4655375480651855
TwoEmbedding,alerts,isn't teaching,115,115_MFF_his,mff,MatchMismatchMismatch,poss,This husband alerts Sara that Tracy isn't teaching,his,5.3495402336120605
TwoEmbedding,alerts,isn't teaching,115,115_FMM_his,fmm,MismatchMatchMatch,poss,Suzanne alerts Joel that Gary isn't teaching,his,4.572746276855469
TwoEmbedding,alerts,isn't teaching,115,115_FMF_his,fmf,MismatchMatchMismatch,poss,Suzanne alerts Joel that Tracy isn't teaching,his,4.990205764770508
TwoEmbedding,alerts,isn't teaching,115,115_FFM_his,ffm,MismatchMismatchMatch,poss,Suzanne alerts Sara that Gary isn't teaching,his,5.49167013168335
TwoEmbedding,alerts,isn't teaching,115,115_FFF_his,fff,MismatchMismatchMismatch,poss,Suzanne alerts Sara that Tracy isn't teaching,his,7.316451549530029
TwoEmbedding,informed,approaches,116,116_MMM_him,mmm,MatchMatchMatch,obj,Rodney informed Travis that Rodney approaches,him,1.1467472314834595
TwoEmbedding,informed,approaches,116,116_MMF_him,mmf,MatchMatchMismatch,obj,Rodney informed Travis that the girl approaches,him,0.7490078806877136
TwoEmbedding,informed,approaches,116,116_MFM_him,mfm,MatchMismatchMatch,obj,Rodney informed Martha that Rodney approaches,him,1.7562659978866577
TwoEmbedding,informed,approaches,116,116_MFF_him,mff,MatchMismatchMismatch,obj,Rodney informed Martha that the girl approaches,him,1.1759878396987915
TwoEmbedding,informed,approaches,116,116_FMM_him,fmm,MismatchMatchMatch,obj,Barbara informed Travis that Rodney approaches,him,1.4006608724594116
TwoEmbedding,informed,approaches,116,116_FMF_him,fmf,MismatchMatchMismatch,obj,Barbara informed Travis that the girl approaches,him,0.7489990592002869
TwoEmbedding,informed,approaches,116,116_FFM_him,ffm,MismatchMismatchMatch,obj,Barbara informed Martha that Rodney approaches,him,1.9999972581863403
TwoEmbedding,informed,approaches,116,116_FFF_him,fff,MismatchMismatchMismatch,obj,Barbara informed Martha that the girl approaches,him,1.6907293796539307
TwoEmbedding,informed,approaches,116,116_MMM_his,mmm,MatchMatchMatch,poss,Rodney informed Travis that Rodney approaches,his,4.9720377922058105
TwoEmbedding,informed,approaches,116,116_MMF_his,mmf,MatchMatchMismatch,poss,Rodney informed Travis that the girl approaches,his,5.275778293609619
TwoEmbedding,informed,approaches,116,116_MFM_his,mfm,MatchMismatchMatch,poss,Rodney informed Martha that Rodney approaches,his,5.414207935333252
TwoEmbedding,informed,approaches,116,116_MFF_his,mff,MatchMismatchMismatch,poss,Rodney informed Martha that the girl approaches,his,5.727083206176758
TwoEmbedding,informed,approaches,116,116_FMM_his,fmm,MismatchMatchMatch,poss,Barbara informed Travis that Rodney approaches,his,5.1104559898376465
TwoEmbedding,informed,approaches,116,116_FMF_his,fmf,MismatchMatchMismatch,poss,Barbara informed Travis that the girl approaches,his,5.46151065826416
TwoEmbedding,informed,approaches,116,116_FFM_his,ffm,MismatchMismatchMatch,poss,Barbara informed Martha that Rodney approaches,his,5.635275840759277
TwoEmbedding,informed,approaches,116,116_FFF_his,fff,MismatchMismatchMismatch,poss,Barbara informed Martha that the girl approaches,his,6.371013164520264
TwoEmbedding,alerts,had chosen,117,117_MMM_him,mmm,MatchMatchMatch,obj,That son alerts Roger that Timothy had chosen,him,3.4054670333862305
TwoEmbedding,alerts,had chosen,117,117_MMF_him,mmf,MatchMatchMismatch,obj,That son alerts Roger that Martha had chosen,him,2.0225253105163574
TwoEmbedding,alerts,had chosen,117,117_MFM_him,mfm,MatchMismatchMatch,obj,That son alerts Emily that Timothy had chosen,him,3.5673418045043945
TwoEmbedding,alerts,had chosen,117,117_MFF_him,mff,MatchMismatchMismatch,obj,That son alerts Emily that Martha had chosen,him,2.427220106124878
TwoEmbedding,alerts,had chosen,117,117_FMM_him,fmm,MismatchMatchMatch,obj,Julie alerts Roger that Timothy had chosen,him,5.050683975219727
TwoEmbedding,alerts,had chosen,117,117_FMF_him,fmf,MismatchMatchMismatch,obj,Julie alerts Roger that Martha had chosen,him,3.409000873565674
TwoEmbedding,alerts,had chosen,117,117_FFM_him,ffm,MismatchMismatchMatch,obj,Julie alerts Emily that Timothy had chosen,him,5.092115879058838
TwoEmbedding,alerts,had chosen,117,117_FFF_him,fff,MismatchMismatchMismatch,obj,Julie alerts Emily that Martha had chosen,him,4.952166557312012
TwoEmbedding,alerts,had chosen,117,117_MMM_his,mmm,MatchMatchMatch,poss,That son alerts Roger that Timothy had chosen,his,3.7932286262512207
TwoEmbedding,alerts,had chosen,117,117_MMF_his,mmf,MatchMatchMismatch,poss,That son alerts Roger that Martha had chosen,his,5.051929950714111
TwoEmbedding,alerts,had chosen,117,117_MFM_his,mfm,MatchMismatchMatch,poss,That son alerts Emily that Timothy had chosen,his,4.210683345794678
TwoEmbedding,alerts,had chosen,117,117_MFF_his,mff,MatchMismatchMismatch,poss,That son alerts Emily that Martha had chosen,his,5.962423801422119
TwoEmbedding,alerts,had chosen,117,117_FMM_his,fmm,MismatchMatchMatch,poss,Julie alerts Roger that Timothy had chosen,his,4.799506664276123
TwoEmbedding,alerts,had chosen,117,117_FMF_his,fmf,MismatchMatchMismatch,poss,Julie alerts Roger that Martha had chosen,his,6.136507987976074
TwoEmbedding,alerts,had chosen,117,117_FFM_his,ffm,MismatchMismatchMatch,poss,Julie alerts Emily that Timothy had chosen,his,5.062320232391357
TwoEmbedding,alerts,had chosen,117,117_FFF_his,fff,MismatchMismatchMismatch,poss,Julie alerts Emily that Martha had chosen,his,7.930135726928711
TwoEmbedding,warned,returns to,118,118_MMM_him,mmm,MatchMatchMatch,obj,Joel warned Michael that Dan returns to,him,8.43439769744873
TwoEmbedding,warned,returns to,118,118_MMF_him,mmf,MatchMatchMismatch,obj,Joel warned Michael that Amelia returns to,him,5.762440204620361
TwoEmbedding,warned,returns to,118,118_MFM_him,mfm,MatchMismatchMatch,obj,Joel warned Brenda that Dan returns to,him,8.07254695892334
TwoEmbedding,warned,returns to,118,118_MFF_him,mff,MatchMismatchMismatch,obj,Joel warned Brenda that Amelia returns to,him,7.062131881713867
TwoEmbedding,warned,returns to,118,118_FMM_him,fmm,MismatchMatchMatch,obj,Wendy warned Michael that Dan returns to,him,8.363483428955078
TwoEmbedding,warned,returns to,118,118_FMF_him,fmf,MismatchMatchMismatch,obj,Wendy warned Michael that Amelia returns to,him,6.341510772705078
TwoEmbedding,warned,returns to,118,118_FFM_him,ffm,MismatchMismatchMatch,obj,Wendy warned Brenda that Dan returns to,him,8.131240844726562
TwoEmbedding,warned,returns to,118,118_FFF_him,fff,MismatchMismatchMismatch,obj,Wendy warned Brenda that Amelia returns to,him,7.933257102966309
TwoEmbedding,warned,returns to,118,118_MMM_his,mmm,MatchMatchMatch,poss,Joel warned Michael that Dan returns to,his,3.379879951477051
TwoEmbedding,warned,returns to,118,118_MMF_his,mmf,MatchMatchMismatch,poss,Joel warned Michael that Amelia returns to,his,4.3087053298950195
TwoEmbedding,warned,returns to,118,118_MFM_his,mfm,MatchMismatchMatch,poss,Joel warned Brenda that Dan returns to,his,3.430215358734131
TwoEmbedding,warned,returns to,118,118_MFF_his,mff,MatchMismatchMismatch,poss,Joel warned Brenda that Amelia returns to,his,6.143881797790527
TwoEmbedding,warned,returns to,118,118_FMM_his,fmm,MismatchMatchMatch,poss,Wendy warned Michael that Dan returns to,his,3.4712183475494385
TwoEmbedding,warned,returns to,118,118_FMF_his,fmf,MismatchMatchMismatch,poss,Wendy warned Michael that Amelia returns to,his,4.932672500610352
TwoEmbedding,warned,returns to,118,118_FFM_his,ffm,MismatchMismatchMatch,poss,Wendy warned Brenda that Dan returns to,his,3.7899255752563477
TwoEmbedding,warned,returns to,118,118_FFF_his,fff,MismatchMismatchMismatch,poss,Wendy warned Brenda that Amelia returns to,his,7.024296760559082
TwoEmbedding,alerts,was hiring,119,119_MMM_him,mmm,MatchMatchMatch,obj,Charles alerts Andrew that Donald was hiring,him,4.832518577575684
TwoEmbedding,alerts,was hiring,119,119_MMF_him,mmf,MatchMatchMismatch,obj,Charles alerts Andrew that Sharon was hiring,him,4.93048620223999
TwoEmbedding,alerts,was hiring,119,119_MFM_him,mfm,MatchMismatchMatch,obj,Charles alerts Cynthia that Donald was hiring,him,5.514306545257568
TwoEmbedding,alerts,was hiring,119,119_MFF_him,mff,MatchMismatchMismatch,obj,Charles alerts Cynthia that Sharon was hiring,him,6.136021137237549
TwoEmbedding,alerts,was hiring,119,119_FMM_him,fmm,MismatchMatchMatch,obj,Beth alerts Andrew that Donald was hiring,him,4.81571626663208
TwoEmbedding,alerts,was hiring,119,119_FMF_him,fmf,MismatchMatchMismatch,obj,Beth alerts Andrew that Sharon was hiring,him,4.9931840896606445
TwoEmbedding,alerts,was hiring,119,119_FFM_him,ffm,MismatchMismatchMatch,obj,Beth alerts Cynthia that Donald was hiring,him,5.737463474273682
TwoEmbedding,alerts,was hiring,119,119_FFF_him,fff,MismatchMismatchMismatch,obj,Beth alerts Cynthia that Sharon was hiring,him,6.8341522216796875
TwoEmbedding,alerts,was hiring,119,119_MMM_his,mmm,MatchMatchMatch,poss,Charles alerts Andrew that Donald was hiring,his,4.959075927734375
TwoEmbedding,alerts,was hiring,119,119_MMF_his,mmf,MatchMatchMismatch,poss,Charles alerts Andrew that Sharon was hiring,his,7.321084022521973
TwoEmbedding,alerts,was hiring,119,119_MFM_his,mfm,MatchMismatchMatch,poss,Charles alerts Cynthia that Donald was hiring,his,5.4623541831970215
TwoEmbedding,alerts,was hiring,119,119_MFF_his,mff,MatchMismatchMismatch,poss,Charles alerts Cynthia that Sharon was hiring,his,8.89659309387207
TwoEmbedding,alerts,was hiring,119,119_FMM_his,fmm,MismatchMatchMatch,poss,Beth alerts Andrew that Donald was hiring,his,5.033322811126709
TwoEmbedding,alerts,was hiring,119,119_FMF_his,fmf,MismatchMatchMismatch,poss,Beth alerts Andrew that Sharon was hiring,his,7.249266624450684
TwoEmbedding,alerts,was hiring,119,119_FFM_his,ffm,MismatchMismatchMatch,poss,Beth alerts Cynthia that Donald was hiring,his,5.62937593460083
TwoEmbedding,alerts,was hiring,119,119_FFF_his,fff,MismatchMismatchMismatch,poss,Beth alerts Cynthia that Sharon was hiring,his,9.43886661529541
TwoEmbedding,shows,revealed,120,120_MMM_him,mmm,MatchMatchMatch,obj,Eric shows that boyfriend that Walter revealed,him,7.420571804046631
TwoEmbedding,shows,revealed,120,120_MMF_him,mmf,MatchMatchMismatch,obj,Eric shows that boyfriend that April revealed,him,5.878356456756592
TwoEmbedding,shows,revealed,120,120_MFM_him,mfm,MatchMismatchMatch,obj,Eric shows Jodi that Walter revealed,him,6.922935962677002
TwoEmbedding,shows,revealed,120,120_MFF_him,mff,MatchMismatchMismatch,obj,Eric shows Jodi that April revealed,him,7.389921188354492
TwoEmbedding,shows,revealed,120,120_FMM_him,fmm,MismatchMatchMatch,obj,Rose shows that boyfriend that Walter revealed,him,8.110849380493164
TwoEmbedding,shows,revealed,120,120_FMF_him,fmf,MismatchMatchMismatch,obj,Rose shows that boyfriend that April revealed,him,6.552038669586182
TwoEmbedding,shows,revealed,120,120_FFM_him,ffm,MismatchMismatchMatch,obj,Rose shows Jodi that Walter revealed,him,7.698026657104492
TwoEmbedding,shows,revealed,120,120_FFF_him,fff,MismatchMismatchMismatch,obj,Rose shows Jodi that April revealed,him,7.907238006591797
TwoEmbedding,shows,revealed,120,120_MMM_his,mmm,MatchMatchMatch,poss,Eric shows that boyfriend that Walter revealed,his,3.2499842643737793
TwoEmbedding,shows,revealed,120,120_MMF_his,mmf,MatchMatchMismatch,poss,Eric shows that boyfriend that April revealed,his,4.289644241333008
TwoEmbedding,shows,revealed,120,120_MFM_his,mfm,MatchMismatchMatch,poss,Eric shows Jodi that Walter revealed,his,3.1468682289123535
TwoEmbedding,shows,revealed,120,120_MFF_his,mff,MatchMismatchMismatch,poss,Eric shows Jodi that April revealed,his,5.969140529632568
TwoEmbedding,shows,revealed,120,120_FMM_his,fmm,MismatchMatchMatch,poss,Rose shows that boyfriend that Walter revealed,his,2.538435697555542
TwoEmbedding,shows,revealed,120,120_FMF_his,fmf,MismatchMatchMismatch,poss,Rose shows that boyfriend that April revealed,his,3.7591066360473633
TwoEmbedding,shows,revealed,120,120_FFM_his,ffm,MismatchMismatchMatch,poss,Rose shows Jodi that Walter revealed,his,3.093789577484131
TwoEmbedding,shows,revealed,120,120_FFF_his,fff,MismatchMismatchMismatch,poss,Rose shows Jodi that April revealed,his,6.465478420257568
TwoEmbedding,advised,had fired,121,121_MMM_him,mmm,MatchMatchMatch,obj,Scott advised Timothy that Randolf had fired,him,2.969633102416992
TwoEmbedding,advised,had fired,121,121_MMF_him,mmf,MatchMatchMismatch,obj,Scott advised Timothy that Jill had fired,him,1.9160122871398926
TwoEmbedding,advised,had fired,121,121_MFM_him,mfm,MatchMismatchMatch,obj,Scott advised Samantha that Randolf had fired,him,3.040479898452759
TwoEmbedding,advised,had fired,121,121_MFF_him,mff,MatchMismatchMismatch,obj,Scott advised Samantha that Jill had fired,him,3.084257125854492
TwoEmbedding,advised,had fired,121,121_FMM_him,fmm,MismatchMatchMatch,obj,Amelia advised Timothy that Randolf had fired,him,2.597644805908203
TwoEmbedding,advised,had fired,121,121_FMF_him,fmf,MismatchMatchMismatch,obj,Amelia advised Timothy that Jill had fired,him,1.9223138093948364
TwoEmbedding,advised,had fired,121,121_FFM_him,ffm,MismatchMismatchMatch,obj,Amelia advised Samantha that Randolf had fired,him,2.647181749343872
TwoEmbedding,advised,had fired,121,121_FFF_him,fff,MismatchMismatchMismatch,obj,Amelia advised Samantha that Jill had fired,him,3.493931770324707
TwoEmbedding,advised,had fired,121,121_MMM_his,mmm,MatchMatchMatch,poss,Scott advised Timothy that Randolf had fired,his,3.8913278579711914
