exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-2.7B_surp
About,hurts,123,123_M_him,m,Match,obj,The play about Matt hurts,him,5.3375091552734375
About,hurts,123,123_F_him,f,Mismatch,obj,The play about Carmen hurts,him,5.836282730102539
About,hurts,123,123_M_his,m,Match,poss,The play about Matt hurts,his,5.330698013305664
About,hurts,123,123_F_his,f,Mismatch,poss,The play about Carmen hurts,his,5.93358850479126
About,shouldn't help,124,124_M_him,m,Match,obj,The movie about Kenneth shouldn't help,him,4.978719234466553
About,shouldn't help,124,124_F_him,f,Mismatch,obj,The movie about Laura shouldn't help,him,5.575755596160889
About,shouldn't help,124,124_M_his,m,Match,poss,The movie about Kenneth shouldn't help,his,5.676863193511963
About,shouldn't help,124,124_F_his,f,Mismatch,poss,The movie about Laura shouldn't help,his,6.598937034606934
About,hinders,125,125_M_him,m,Match,obj,The newspaper article about Carlos hinders,him,7.020470142364502
About,hinders,125,125_F_him,f,Mismatch,obj,The newspaper article about Emily hinders,him,6.23754358291626
About,hinders,125,125_M_his,m,Match,poss,The newspaper article about Carlos hinders,his,4.503698825836182
About,hinders,125,125_F_his,f,Mismatch,poss,The newspaper article about Emily hinders,his,4.353835105895996
About,isn't hindering,126,126_M_him,m,Match,obj,The story about Larry isn't hindering,him,5.700336933135986
About,isn't hindering,126,126_F_him,f,Mismatch,obj,The story about Mary isn't hindering,him,5.923269748687744
About,isn't hindering,126,126_M_his,m,Match,poss,The story about Larry isn't hindering,his,4.3861541748046875
About,isn't hindering,126,126_F_his,f,Mismatch,poss,The story about Mary isn't hindering,his,5.233637809753418
About,is hurting,127,127_M_him,m,Match,obj,The essay about David is hurting,him,4.376030921936035
About,is hurting,127,127_F_him,f,Mismatch,obj,The essay about Rachel is hurting,him,5.341920852661133
About,is hurting,127,127_M_his,m,Match,poss,The essay about David is hurting,his,4.73857307434082
About,is hurting,127,127_F_his,f,Mismatch,poss,The essay about Rachel is hurting,his,6.224889755249023
About,worries,128,128_M_him,m,Match,obj,The report about that brother worries,him,5.656530380249023
About,worries,128,128_F_him,f,Mismatch,obj,The report about Angela worries,him,4.852619647979736
About,worries,128,128_M_his,m,Match,poss,The report about that brother worries,his,9.931672096252441
About,worries,128,128_F_his,f,Mismatch,poss,The report about Angela worries,his,8.854386329650879
About,astounded,129,129_M_him,m,Match,obj,The documentary about Dan astounded,him,5.640085697174072
About,astounded,129,129_F_him,f,Mismatch,obj,The documentary about Heather astounded,him,6.39424467086792
About,astounded,129,129_M_his,m,Match,poss,The documentary about Dan astounded,his,6.056241035461426
About,astounded,129,129_F_his,f,Mismatch,poss,The documentary about Heather astounded,his,7.309652805328369
About,overwhelms,130,130_M_him,m,Match,obj,The commentary about Eric overwhelms,him,8.186595916748047
About,overwhelms,130,130_F_him,f,Mismatch,obj,The commentary about the girlfriend overwhelms,him,7.028193473815918
About,overwhelms,130,130_M_his,m,Match,poss,The commentary about Eric overwhelms,his,6.15399169921875
About,overwhelms,130,130_F_his,f,Mismatch,poss,The commentary about the girlfriend overwhelms,his,6.322781562805176
About,has bored,131,131_M_him,m,Match,obj,The show about Christopher has bored,him,5.661191463470459
About,has bored,131,131_F_him,f,Mismatch,obj,The show about Tanya has bored,him,6.337955474853516
About,has bored,131,131_M_his,m,Match,poss,The show about Christopher has bored,his,8.402705192565918
About,has bored,131,131_F_his,f,Mismatch,poss,The show about Tanya has bored,his,9.800032615661621
About,isn't harming,132,132_M_him,m,Match,obj,The book about Bradley isn't harming,him,4.312447547912598
About,isn't harming,132,132_F_him,f,Mismatch,obj,The book about Anne isn't harming,him,5.556735515594482
About,isn't harming,132,132_M_his,m,Match,poss,The book about Bradley isn't harming,his,5.153834342956543
About,isn't harming,132,132_F_his,f,Mismatch,poss,The book about Anne isn't harming,his,6.464461803436279
About,annoys,133,133_M_him,m,Match,obj,The pamphlet about Jerry annoys,him,3.8569858074188232
About,annoys,133,133_F_him,f,Mismatch,obj,The pamphlet about Janet annoys,him,3.9029600620269775
About,annoys,133,133_M_his,m,Match,poss,The pamphlet about Jerry annoys,his,7.782560348510742
About,annoys,133,133_F_his,f,Mismatch,poss,The pamphlet about Janet annoys,his,8.247310638427734
About,disgusted,134,134_M_him,m,Match,obj,The brochure about Carlos disgusted,him,2.4440908432006836
About,disgusted,134,134_F_him,f,Mismatch,obj,The brochure about Kimberley disgusted,him,2.4833836555480957
About,disgusted,134,134_M_his,m,Match,poss,The brochure about Carlos disgusted,his,7.916568279266357
About,disgusted,134,134_F_his,f,Mismatch,poss,The brochure about Kimberley disgusted,his,8.051657676696777
About,wasn't confusing,135,135_M_him,m,Match,obj,The play about Walter wasn't confusing,him,9.068072319030762
About,wasn't confusing,135,135_F_him,f,Mismatch,obj,The play about Rose wasn't confusing,him,10.686259269714355
About,wasn't confusing,135,135_M_his,m,Match,poss,The play about Walter wasn't confusing,his,11.586939811706543
About,wasn't confusing,135,135_F_his,f,Mismatch,poss,The play about Rose wasn't confusing,his,13.33303165435791
About,will worry,136,136_M_him,m,Match,obj,The movie about Larry will worry,him,4.425628185272217
About,will worry,136,136_F_him,f,Mismatch,obj,The movie about Sandra will worry,him,5.2292327880859375
About,will worry,136,136_M_his,m,Match,poss,The movie about Larry will worry,his,7.051816940307617
About,will worry,136,136_F_his,f,Mismatch,poss,The movie about Sandra will worry,his,8.207587242126465
About,helped,137,137_M_him,m,Match,obj,The newspaper article about Larry helped,him,5.397816181182861
About,helped,137,137_F_him,f,Mismatch,obj,The newspaper article about Donna helped,him,6.0776047706604
About,helped,137,137_M_his,m,Match,poss,The newspaper article about Larry helped,his,8.974066734313965
About,helped,137,137_F_his,f,Mismatch,poss,The newspaper article about Donna helped,his,10.158416748046875
About,embarrasses,138,138_M_him,m,Match,obj,The story about Benjamin embarrasses,him,3.650632381439209
About,embarrasses,138,138_F_him,f,Mismatch,obj,The story about Cynthia embarrasses,him,4.840605735778809
About,embarrasses,138,138_M_his,m,Match,poss,The story about Benjamin embarrasses,his,6.227081775665283
About,embarrasses,138,138_F_his,f,Mismatch,poss,The story about Cynthia embarrasses,his,8.236425399780273
About,does worry,139,139_M_him,m,Match,obj,The essay about Ronald does worry,him,4.999199390411377
About,does worry,139,139_F_him,f,Mismatch,obj,The essay about Nancy does worry,him,6.0410990715026855
About,does worry,139,139_M_his,m,Match,poss,The essay about Ronald does worry,his,9.077519416809082
About,does worry,139,139_F_his,f,Mismatch,poss,The essay about Nancy does worry,his,10.725858688354492
About,worries,140,140_M_him,m,Match,obj,The report about Brett worries,him,5.810323238372803
About,worries,140,140_F_him,f,Mismatch,obj,The report about this wife worries,him,6.295594692230225
About,worries,140,140_M_his,m,Match,poss,The report about Brett worries,his,9.067934036254883
About,worries,140,140_F_his,f,Mismatch,poss,The report about this wife worries,his,10.008280754089355
About,was overwhelming,141,141_M_him,m,Match,obj,The documentary about Steve was overwhelming,him,12.704937934875488
About,was overwhelming,141,141_F_him,f,Mismatch,obj,The documentary about Patricia was overwhelming,him,14.08110523223877
About,was overwhelming,141,141_M_his,m,Match,poss,The documentary about Steve was overwhelming,his,13.127286911010742
About,was overwhelming,141,141_F_his,f,Mismatch,poss,The documentary about Patricia was overwhelming,his,15.22409439086914
About,stuns,142,142_M_him,m,Match,obj,The commentary about that grandfather stuns,him,7.496233940124512
About,stuns,142,142_F_him,f,Mismatch,obj,The commentary about Suzanne stuns,him,7.233249187469482
About,stuns,142,142_M_his,m,Match,poss,The commentary about that grandfather stuns,his,9.571818351745605
About,stuns,142,142_F_his,f,Mismatch,poss,The commentary about Suzanne stuns,his,9.505784034729004
About,shouldn't overwhelm,143,143_M_him,m,Match,obj,The show about Douglas shouldn't overwhelm,him,4.522071838378906
About,shouldn't overwhelm,143,143_F_him,f,Mismatch,obj,The show about Mary shouldn't overwhelm,him,5.254180908203125
About,shouldn't overwhelm,143,143_M_his,m,Match,poss,The show about Douglas shouldn't overwhelm,his,6.77302360534668
About,shouldn't overwhelm,143,143_F_his,f,Mismatch,poss,The show about Mary shouldn't overwhelm,his,8.405472755432129
About,embarrassed,144,144_M_him,m,Match,obj,The book about that grandson embarrassed,him,3.871248245239258
About,embarrassed,144,144_F_him,f,Mismatch,obj,The book about Sarah embarrassed,him,3.8155691623687744
About,embarrassed,144,144_M_his,m,Match,poss,The book about that grandson embarrassed,his,5.3216962814331055
About,embarrassed,144,144_F_his,f,Mismatch,poss,The book about Sarah embarrassed,his,7.087491512298584
About,was impressing,145,145_M_him,m,Match,obj,The pamphlet about Paul was impressing,him,3.3528056144714355
About,was impressing,145,145_F_him,f,Mismatch,obj,The pamphlet about this woman was impressing,him,3.9958062171936035
About,was impressing,145,145_M_his,m,Match,poss,The pamphlet about Paul was impressing,his,5.863884449005127
About,was impressing,145,145_F_his,f,Mismatch,poss,The pamphlet about this woman was impressing,his,7.788268566131592
About,doesn't bore,146,146_M_him,m,Match,obj,The brochure about Steven doesn't bore,him,6.0196332931518555
About,doesn't bore,146,146_F_him,f,Mismatch,obj,The brochure about Wendy doesn't bore,him,5.764564037322998
About,doesn't bore,146,146_M_his,m,Match,poss,The brochure about Steven doesn't bore,his,10.91880989074707
About,doesn't bore,146,146_F_his,f,Mismatch,poss,The brochure about Wendy doesn't bore,his,11.270669937133789
About,aggravated,147,147_M_him,m,Match,obj,The play about Jeffrey aggravated,him,6.707190990447998
About,aggravated,147,147_F_him,f,Mismatch,obj,The play about Katherine aggravated,him,4.736050605773926
About,aggravated,147,147_M_his,m,Match,poss,The play about Jeffrey aggravated,his,3.648257255554199
About,aggravated,147,147_F_his,f,Mismatch,poss,The play about Katherine aggravated,his,3.6501190662384033
About,wouldn't scare,148,148_M_him,m,Match,obj,The movie about Patrick wouldn't scare,him,3.6654160022735596
About,wouldn't scare,148,148_F_him,f,Mismatch,obj,The movie about Eva wouldn't scare,him,4.225885391235352
About,wouldn't scare,148,148_M_his,m,Match,poss,The movie about Patrick wouldn't scare,his,8.529406547546387
About,wouldn't scare,148,148_F_his,f,Mismatch,poss,The movie about Eva wouldn't scare,his,8.966041564941406
About,has bored,149,149_M_him,m,Match,obj,The newspaper article about Omar has bored,him,4.993135929107666
About,has bored,149,149_F_him,f,Mismatch,obj,The newspaper article about Michelle has bored,him,5.522029399871826
About,has bored,149,149_M_his,m,Match,poss,The newspaper article about Omar has bored,his,7.339132308959961
About,has bored,149,149_F_his,f,Mismatch,poss,The newspaper article about Michelle has bored,his,8.276288986206055
About,didn't disturb,150,150_M_him,m,Match,obj,The story about the nephew didn't disturb,him,2.5390148162841797
About,didn't disturb,150,150_F_him,f,Mismatch,obj,The story about Brenda didn't disturb,him,2.403815984725952
About,didn't disturb,150,150_M_his,m,Match,poss,The story about the nephew didn't disturb,his,6.275346755981445
About,didn't disturb,150,150_F_his,f,Mismatch,poss,The story about Brenda didn't disturb,his,6.8384175300598145
About,was bothering,151,151_M_him,m,Match,obj,The essay about James was bothering,him,2.975782632827759
About,was bothering,151,151_F_him,f,Mismatch,obj,The essay about the niece was bothering,him,2.5997042655944824
About,was bothering,151,151_M_his,m,Match,poss,The essay about James was bothering,his,8.221617698669434
About,was bothering,151,151_F_his,f,Mismatch,poss,The essay about the niece was bothering,his,7.927070140838623
About,underwhelms,152,152_M_him,m,Match,obj,The report about Peter underwhelms,him,7.379553318023682
About,underwhelms,152,152_F_him,f,Mismatch,obj,The report about Wendy underwhelms,him,8.574286460876465
About,underwhelms,152,152_M_his,m,Match,poss,The report about Peter underwhelms,his,9.749152183532715
About,underwhelms,152,152_F_his,f,Mismatch,poss,The report about Wendy underwhelms,his,10.73129653930664
About,should aid,153,153_M_him,m,Match,obj,The documentary about Vincent should aid,him,5.789675712585449
About,should aid,153,153_F_him,f,Mismatch,obj,The documentary about Sara should aid,him,6.797950744628906
About,should aid,153,153_M_his,m,Match,poss,The documentary about Vincent should aid,his,4.973107814788818
About,should aid,153,153_F_his,f,Mismatch,poss,The documentary about Sara should aid,his,5.767596244812012
About,hasn't bored,154,154_M_him,m,Match,obj,The commentary about Travis hasn't bored,him,5.632887840270996
About,hasn't bored,154,154_F_him,f,Mismatch,obj,The commentary about the waitress hasn't bored,him,4.738922119140625
About,hasn't bored,154,154_M_his,m,Match,poss,The commentary about Travis hasn't bored,his,9.474722862243652
About,hasn't bored,154,154_F_his,f,Mismatch,poss,The commentary about the waitress hasn't bored,his,9.45712661743164
About,has impressed,155,155_M_him,m,Match,obj,The show about John has impressed,him,5.230487823486328
About,has impressed,155,155_F_him,f,Mismatch,obj,The show about Jacqueline has impressed,him,5.879136085510254
About,has impressed,155,155_M_his,m,Match,poss,The show about John has impressed,his,7.196722030639648
About,has impressed,155,155_F_his,f,Mismatch,poss,The show about Jacqueline has impressed,his,8.772951126098633
About,hurts,156,156_M_him,m,Match,obj,The book about Lawrence hurts,him,6.104300498962402
About,hurts,156,156_F_him,f,Mismatch,obj,The book about Valerie hurts,him,5.936903476715088
About,hurts,156,156_M_his,m,Match,poss,The book about Lawrence hurts,his,6.105736255645752
About,hurts,156,156_F_his,f,Mismatch,poss,The book about Valerie hurts,his,7.520592212677002
About,had bored,157,157_M_him,m,Match,obj,The pamphlet about Wayne had bored,him,1.9222230911254883
About,had bored,157,157_F_him,f,Mismatch,obj,The pamphlet about Christine had bored,him,1.7195253372192383
About,had bored,157,157_M_his,m,Match,poss,The pamphlet about Wayne had bored,his,6.343845367431641
About,had bored,157,157_F_his,f,Mismatch,poss,The pamphlet about Christine had bored,his,7.0153422355651855
About,alarms,158,158_M_him,m,Match,obj,The brochure about Patrick alarms,him,3.5641586780548096
About,alarms,158,158_F_him,f,Mismatch,obj,The brochure about the wife alarms,him,3.215916156768799
About,alarms,158,158_M_his,m,Match,poss,The brochure about Patrick alarms,his,7.807034492492676
About,alarms,158,158_F_his,f,Mismatch,poss,The brochure about the wife alarms,his,6.884128570556641
About,had annoyed,159,159_M_him,m,Match,obj,The play about Richard had annoyed,him,1.9137980937957764
About,had annoyed,159,159_F_him,f,Mismatch,obj,The play about Leslie had annoyed,him,2.1797938346862793
About,had annoyed,159,159_M_his,m,Match,poss,The play about Richard had annoyed,his,5.106627941131592
About,had annoyed,159,159_F_his,f,Mismatch,poss,The play about Leslie had annoyed,his,6.0767998695373535
About,bores,160,160_M_him,m,Match,obj,The movie about Raymond bores,him,7.7463579177856445
About,bores,160,160_F_him,f,Mismatch,obj,The movie about Valerie bores,him,7.127236366271973
About,bores,160,160_M_his,m,Match,poss,The movie about Raymond bores,his,9.10583209991455
About,bores,160,160_F_his,f,Mismatch,poss,The movie about Valerie bores,his,11.166969299316406
About,aided,161,161_M_him,m,Match,obj,The newspaper article about Keith aided,him,4.563876628875732
About,aided,161,161_F_him,f,Mismatch,obj,The newspaper article about Alice aided,him,4.357350826263428
About,aided,161,161_M_his,m,Match,poss,The newspaper article about Keith aided,his,4.307673454284668
About,aided,161,161_F_his,f,Mismatch,poss,The newspaper article about Alice aided,his,4.972411632537842
About,is overwhelming,162,162_M_him,m,Match,obj,The story about that husband is overwhelming,him,10.782220840454102
About,is overwhelming,162,162_F_him,f,Mismatch,obj,The story about Grace is overwhelming,him,12.222555160522461
About,is overwhelming,162,162_M_his,m,Match,poss,The story about that husband is overwhelming,his,11.827970504760742
About,is overwhelming,162,162_F_his,f,Mismatch,poss,The story about Grace is overwhelming,his,13.581913948059082
About,was overwhelming,163,163_M_him,m,Match,obj,The essay about Edward was overwhelming,him,10.579012870788574
About,was overwhelming,163,163_F_him,f,Mismatch,obj,The essay about Cynthia was overwhelming,him,12.026514053344727
About,was overwhelming,163,163_M_his,m,Match,poss,The essay about Edward was overwhelming,his,11.344395637512207
About,was overwhelming,163,163_F_his,f,Mismatch,poss,The essay about Cynthia was overwhelming,his,13.790168762207031
About,impressed,164,164_M_him,m,Match,obj,The report about William impressed,him,3.0486159324645996
About,impressed,164,164_F_him,f,Mismatch,obj,The report about Kathleen impressed,him,3.360686779022217
About,impressed,164,164_M_his,m,Match,poss,The report about William impressed,his,6.1753082275390625
About,impressed,164,164_F_his,f,Mismatch,poss,The report about Kathleen impressed,his,7.7579145431518555
About,can't distract,165,165_M_him,m,Match,obj,The documentary about Noah can't distract,him,4.909424304962158
About,can't distract,165,165_F_him,f,Mismatch,obj,The documentary about Natalie can't distract,him,4.9766387939453125
About,can't distract,165,165_M_his,m,Match,poss,The documentary about Noah can't distract,his,8.623013496398926
About,can't distract,165,165_F_his,f,Mismatch,poss,The documentary about Natalie can't distract,his,9.2510347366333
About,isn't harming,166,166_M_him,m,Match,obj,The commentary about Marcus isn't harming,him,4.482610702514648
About,isn't harming,166,166_F_him,f,Mismatch,obj,The commentary about Melissa isn't harming,him,5.276271343231201
About,isn't harming,166,166_M_his,m,Match,poss,The commentary about Marcus isn't harming,his,3.9211599826812744
About,isn't harming,166,166_F_his,f,Mismatch,poss,The commentary about Melissa isn't harming,his,5.031705856323242
About,hadn't hindered,167,167_M_him,m,Match,obj,The show about Aaron hadn't hindered,him,4.123929023742676
About,hadn't hindered,167,167_F_him,f,Mismatch,obj,The show about Tamara hadn't hindered,him,4.1243510246276855
About,hadn't hindered,167,167_M_his,m,Match,poss,The show about Aaron hadn't hindered,his,1.991282343864441
About,hadn't hindered,167,167_F_his,f,Mismatch,poss,The show about Tamara hadn't hindered,his,2.4684929847717285
About,is confusing,168,168_M_him,m,Match,obj,The book about Carlos is confusing,him,8.37800121307373
About,is confusing,168,168_F_him,f,Mismatch,obj,The book about Diane is confusing,him,10.506959915161133
About,is confusing,168,168_M_his,m,Match,poss,The book about Carlos is confusing,his,10.59947681427002
About,is confusing,168,168_F_his,f,Mismatch,poss,The book about Diane is confusing,his,13.150115013122559
About,hadn't aggravated,169,169_M_him,m,Match,obj,The pamphlet about James hadn't aggravated,him,3.078915596008301
About,hadn't aggravated,169,169_F_him,f,Mismatch,obj,The pamphlet about Samantha hadn't aggravated,him,3.4197945594787598
About,hadn't aggravated,169,169_M_his,m,Match,poss,The pamphlet about James hadn't aggravated,his,2.8864924907684326
About,hadn't aggravated,169,169_F_his,f,Mismatch,poss,The pamphlet about Samantha hadn't aggravated,his,3.2396626472473145
About,isn't confusing,170,170_M_him,m,Match,obj,The brochure about Joseph isn't confusing,him,9.491358757019043
About,isn't confusing,170,170_F_him,f,Mismatch,obj,The brochure about Florence isn't confusing,him,10.520332336425781
About,isn't confusing,170,170_M_his,m,Match,poss,The brochure about Joseph isn't confusing,his,12.582557678222656
About,isn't confusing,170,170_F_his,f,Mismatch,poss,The brochure about Florence isn't confusing,his,13.737214088439941
About,might underwhelm,171,171_M_him,m,Match,obj,The play about Edward might underwhelm,him,5.910266399383545
About,might underwhelm,171,171_F_him,f,Mismatch,obj,The play about Naomi might underwhelm,him,8.616098403930664
About,might underwhelm,171,171_M_his,m,Match,poss,The play about Edward might underwhelm,his,6.185599327087402
About,might underwhelm,171,171_F_his,f,Mismatch,poss,The play about Naomi might underwhelm,his,8.896225929260254
About,could impress,172,172_M_him,m,Match,obj,The movie about the boy could impress,him,4.714523792266846
About,could impress,172,172_F_him,f,Mismatch,obj,The movie about Rose could impress,him,5.813305854797363
About,could impress,172,172_M_his,m,Match,poss,The movie about the boy could impress,his,5.8215460777282715
About,could impress,172,172_F_his,f,Mismatch,poss,The movie about Rose could impress,his,7.107551097869873
About,does stun,173,173_M_him,m,Match,obj,The newspaper article about Andrew does stun,him,8.249579429626465
About,does stun,173,173_F_him,f,Mismatch,obj,The newspaper article about Ann does stun,him,8.782029151916504
About,does stun,173,173_M_his,m,Match,poss,The newspaper article about Andrew does stun,his,10.802901268005371
About,does stun,173,173_F_his,f,Mismatch,poss,The newspaper article about Ann does stun,his,11.36402702331543
About,hadn't astounded,174,174_M_him,m,Match,obj,The story about Russell hadn't astounded,him,2.169940233230591
About,hadn't astounded,174,174_F_him,f,Mismatch,obj,The story about that ex-girlfriend hadn't astounded,him,2.481621026992798
About,hadn't astounded,174,174_M_his,m,Match,poss,The story about Russell hadn't astounded,his,6.202995777130127
About,hadn't astounded,174,174_F_his,f,Mismatch,poss,The story about that ex-girlfriend hadn't astounded,his,7.589349269866943
About,astounds,175,175_M_him,m,Match,obj,The essay about Edward astounds,him,8.253321647644043
About,astounds,175,175_F_him,f,Mismatch,obj,The essay about Julie astounds,him,9.181411743164062
About,astounds,175,175_M_his,m,Match,poss,The essay about Edward astounds,his,8.391033172607422
About,astounds,175,175_F_his,f,Mismatch,poss,The essay about Julie astounds,his,10.26742935180664
About,isn't aggravating,176,176_M_him,m,Match,obj,The report about Dan isn't aggravating,him,6.769276142120361
About,isn't aggravating,176,176_F_him,f,Mismatch,obj,The report about this niece isn't aggravating,him,8.122605323791504
About,isn't aggravating,176,176_M_his,m,Match,poss,The report about Dan isn't aggravating,his,8.204742431640625
About,isn't aggravating,176,176_F_his,f,Mismatch,poss,The report about this niece isn't aggravating,his,10.047601699829102
About,had embarrassed,177,177_M_him,m,Match,obj,The documentary about the boy had embarrassed,him,2.1767077445983887
About,had embarrassed,177,177_F_him,f,Mismatch,obj,The documentary about Laura had embarrassed,him,2.4791791439056396
About,had embarrassed,177,177_M_his,m,Match,poss,The documentary about the boy had embarrassed,his,3.872600793838501
About,had embarrassed,177,177_F_his,f,Mismatch,poss,The documentary about Laura had embarrassed,his,6.41895866394043
About,hadn't astounded,178,178_M_him,m,Match,obj,The commentary about Travis hadn't astounded,him,1.9662352800369263
About,hadn't astounded,178,178_F_him,f,Mismatch,obj,The commentary about Maria hadn't astounded,him,1.9310539960861206
About,hadn't astounded,178,178_M_his,m,Match,poss,The commentary about Travis hadn't astounded,his,6.846881866455078
About,hadn't astounded,178,178_F_his,f,Mismatch,poss,The commentary about Maria hadn't astounded,his,7.381907939910889
About,hurts,179,179_M_him,m,Match,obj,The show about Alexander hurts,him,6.1498613357543945
About,hurts,179,179_F_him,f,Mismatch,obj,The show about Grace hurts,him,6.825490474700928
About,hurts,179,179_M_his,m,Match,poss,The show about Alexander hurts,his,4.889638900756836
About,hurts,179,179_F_his,f,Mismatch,poss,The show about Grace hurts,his,6.818000316619873
About,can upset,180,180_M_him,m,Match,obj,The book about Brett can upset,him,3.958273410797119
About,can upset,180,180_F_him,f,Mismatch,obj,The book about Diana can upset,him,4.481861114501953
About,can upset,180,180_M_his,m,Match,poss,The book about Brett can upset,his,5.610378265380859
About,can upset,180,180_F_his,f,Mismatch,poss,The book about Diana can upset,his,6.598067760467529
About,does hinder,181,181_M_him,m,Match,obj,The pamphlet about Aaron does hinder,him,5.049735069274902
About,does hinder,181,181_F_him,f,Mismatch,obj,The pamphlet about the grandmother does hinder,him,5.40339469909668
About,does hinder,181,181_M_his,m,Match,poss,The pamphlet about Aaron does hinder,his,4.953419208526611
About,does hinder,181,181_F_his,f,Mismatch,poss,The pamphlet about the grandmother does hinder,his,5.559662342071533
About,embarrasses,182,182_M_him,m,Match,obj,The brochure about Patrick embarrasses,him,3.390726089477539
About,embarrasses,182,182_F_him,f,Mismatch,obj,The brochure about Cindy embarrasses,him,4.296570301055908
About,embarrasses,182,182_M_his,m,Match,poss,The brochure about Patrick embarrasses,his,7.075713634490967
About,embarrasses,182,182_F_his,f,Mismatch,poss,The brochure about Cindy embarrasses,his,8.47155475616455
About,bores,183,183_M_him,m,Match,obj,The play about Rodney bores,him,7.103590488433838
About,bores,183,183_F_him,f,Mismatch,obj,The play about Elaine bores,him,4.799649238586426
About,bores,183,183_M_his,m,Match,poss,The play about Rodney bores,his,7.234324932098389
About,bores,183,183_F_his,f,Mismatch,poss,The play about Elaine bores,his,9.674835205078125
About,has disgusted,184,184_M_him,m,Match,obj,The movie about Brad has disgusted,him,5.396768569946289
About,has disgusted,184,184_F_him,f,Mismatch,obj,The movie about Melissa has disgusted,him,5.6630730628967285
About,has disgusted,184,184_M_his,m,Match,poss,The movie about Brad has disgusted,his,8.517709732055664
About,has disgusted,184,184_F_his,f,Mismatch,poss,The movie about Melissa has disgusted,his,9.219771385192871
About,hasn't aggravated,185,185_M_him,m,Match,obj,The newspaper article about Charles hasn't aggravated,him,4.04278564453125
About,hasn't aggravated,185,185_F_him,f,Mismatch,obj,The newspaper article about Carol hasn't aggravated,him,4.368012428283691
About,hasn't aggravated,185,185_M_his,m,Match,poss,The newspaper article about Charles hasn't aggravated,his,3.6058568954467773
About,hasn't aggravated,185,185_F_his,f,Mismatch,poss,The newspaper article about Carol hasn't aggravated,his,4.578330993652344
About,might alarm,186,186_M_him,m,Match,obj,The story about Bradley might alarm,him,5.440497875213623
About,might alarm,186,186_F_him,f,Mismatch,obj,The story about this niece might alarm,him,7.33644962310791
About,might alarm,186,186_M_his,m,Match,poss,The story about Bradley might alarm,his,5.912448883056641
About,might alarm,186,186_F_his,f,Mismatch,poss,The story about this niece might alarm,his,8.597497940063477
About,had shocked,187,187_M_him,m,Match,obj,The essay about Craig had shocked,him,2.4456934928894043
About,had shocked,187,187_F_him,f,Mismatch,obj,The essay about Denise had shocked,him,2.5408973693847656
About,had shocked,187,187_M_his,m,Match,poss,The essay about Craig had shocked,his,6.058079719543457
About,had shocked,187,187_F_his,f,Mismatch,poss,The essay about Denise had shocked,his,7.067331314086914
About,hadn't embarrassed,188,188_M_him,m,Match,obj,The report about this boy hadn't embarrassed,him,2.2573742866516113
About,hadn't embarrassed,188,188_F_him,f,Mismatch,obj,The report about Claire hadn't embarrassed,him,2.321455240249634
About,hadn't embarrassed,188,188_M_his,m,Match,poss,The report about this boy hadn't embarrassed,his,6.4439778327941895
About,hadn't embarrassed,188,188_F_his,f,Mismatch,poss,The report about Claire hadn't embarrassed,his,8.41978645324707
About,had bothered,189,189_M_him,m,Match,obj,The documentary about Brett had bothered,him,2.566681146621704
About,had bothered,189,189_F_him,f,Mismatch,obj,The documentary about Claire had bothered,him,2.5130558013916016
About,had bothered,189,189_M_his,m,Match,poss,The documentary about Brett had bothered,his,6.959421157836914
About,had bothered,189,189_F_his,f,Mismatch,poss,The documentary about Claire had bothered,his,7.439547538757324
About,isn't underwhelming,190,190_M_him,m,Match,obj,The commentary about Gary isn't underwhelming,him,13.6708402633667
About,isn't underwhelming,190,190_F_him,f,Mismatch,obj,The commentary about the wife isn't underwhelming,him,14.889378547668457
About,isn't underwhelming,190,190_M_his,m,Match,poss,The commentary about Gary isn't underwhelming,his,14.13587474822998
About,isn't underwhelming,190,190_F_his,f,Mismatch,poss,The commentary about the wife isn't underwhelming,his,15.598713874816895
About,has upset,191,191_M_him,m,Match,obj,The show about that husband has upset,him,4.4150567054748535
About,has upset,191,191_F_him,f,Mismatch,obj,The show about Samantha has upset,him,5.30711555480957
About,has upset,191,191_M_his,m,Match,poss,The show about that husband has upset,his,5.147800922393799
About,has upset,191,191_F_his,f,Mismatch,poss,The show about Samantha has upset,his,6.5165629386901855
About,hadn't helped,192,192_M_him,m,Match,obj,The book about the boy hadn't helped,him,3.5897436141967773
About,hadn't helped,192,192_F_him,f,Mismatch,obj,The book about Catherine hadn't helped,him,4.235243797302246
About,hadn't helped,192,192_M_his,m,Match,poss,The book about the boy hadn't helped,his,4.707248210906982
About,hadn't helped,192,192_F_his,f,Mismatch,poss,The book about Catherine hadn't helped,his,5.829774379730225
About,stunned,193,193_M_him,m,Match,obj,The pamphlet about Bill stunned,him,3.7021572589874268
About,stunned,193,193_F_him,f,Mismatch,obj,The pamphlet about Melissa stunned,him,3.8883824348449707
About,stunned,193,193_M_his,m,Match,poss,The pamphlet about Bill stunned,his,5.442232608795166
About,stunned,193,193_F_his,f,Mismatch,poss,The pamphlet about Melissa stunned,his,6.141568660736084
About,alarmed,194,194_M_him,m,Match,obj,The brochure about Benjamin alarmed,him,2.49994158744812
About,alarmed,194,194_F_him,f,Mismatch,obj,The brochure about the ex-wife alarmed,him,2.6005990505218506
