exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
simple,insults,165,165_M_his,m,Match,poss,Carl insults,his,7.046971321105957
simple,insults,165,165_F_him,f,Mismatch,obj,Irene insults,him,5.320350170135498
simple,insults,165,165_F_his,f,Mismatch,poss,Irene insults,his,5.793941497802734
simple,forgave,166,166_M_him,m,Match,obj,Raymond forgave,him,3.911869525909424
simple,forgave,166,166_M_his,m,Match,poss,Raymond forgave,his,4.112722873687744
simple,forgave,166,166_F_him,f,Mismatch,obj,Stephanie forgave,him,4.101905345916748
simple,forgave,166,166_F_his,f,Mismatch,poss,Stephanie forgave,his,4.982262134552002
simple,hadn't returned to,167,167_M_him,m,Match,obj,Noah hadn't returned to,him,7.721785545349121
simple,hadn't returned to,167,167_M_his,m,Match,poss,Noah hadn't returned to,his,2.5221946239471436
simple,hadn't returned to,167,167_F_him,f,Mismatch,obj,Bethany hadn't returned to,him,4.468131065368652
simple,hadn't returned to,167,167_F_his,f,Mismatch,poss,Bethany hadn't returned to,his,3.9763338565826416
simple,had struck,168,168_M_him,m,Match,obj,Douglas had struck,him,5.805382251739502
simple,had struck,168,168_M_his,m,Match,poss,Douglas had struck,his,4.180743217468262
simple,had struck,168,168_F_him,f,Mismatch,obj,Jill had struck,him,3.789792060852051
simple,had struck,168,168_F_his,f,Mismatch,poss,Jill had struck,his,4.773014545440674
simple,is researching,169,169_M_him,m,Match,obj,Rodney is researching,him,9.431380271911621
simple,is researching,169,169_M_his,m,Match,poss,Rodney is researching,his,5.82969856262207
simple,is researching,169,169_F_him,f,Mismatch,obj,Victoria is researching,him,10.562516212463379
simple,is researching,169,169_F_his,f,Mismatch,poss,Victoria is researching,his,8.06050968170166
simple,isn't praising,170,170_M_him,m,Match,obj,Chad isn't praising,him,3.2231664657592773
simple,isn't praising,170,170_M_his,m,Match,poss,Chad isn't praising,his,4.548611640930176
simple,isn't praising,170,170_F_him,f,Mismatch,obj,Tanya isn't praising,him,3.728588581085205
simple,isn't praising,170,170_F_his,f,Mismatch,poss,Tanya isn't praising,his,5.23762845993042
simple,annoys,171,171_M_him,m,Match,obj,Raymond annoys,him,4.333433151245117
simple,annoys,171,171_M_his,m,Match,poss,Raymond annoys,his,5.183175086975098
simple,annoys,171,171_F_him,f,Mismatch,obj,Tara annoys,him,4.56768274307251
simple,annoys,171,171_F_his,f,Mismatch,poss,Tara annoys,his,8.591564178466797
simple,fights,172,172_M_him,m,Match,obj,Kenneth fights,him,9.987082481384277
simple,fights,172,172_M_his,m,Match,poss,Kenneth fights,his,8.906590461730957
simple,fights,172,172_F_him,f,Mismatch,obj,April fights,him,7.693058967590332
simple,fights,172,172_F_his,f,Mismatch,poss,April fights,his,4.876191139221191
simple,overwhelmed,173,173_M_him,m,Match,obj,Paul overwhelmed,him,3.724691390991211
simple,overwhelmed,173,173_M_his,m,Match,poss,Paul overwhelmed,his,5.044051647186279
simple,overwhelmed,173,173_F_him,f,Mismatch,obj,Janet overwhelmed,him,4.087730884552002
simple,overwhelmed,173,173_F_his,f,Mismatch,poss,Janet overwhelmed,his,5.211684226989746
simple,insulted,174,174_M_him,m,Match,obj,Bruce insulted,him,4.234457492828369
simple,insulted,174,174_M_his,m,Match,poss,Bruce insulted,his,5.077883720397949
simple,insulted,174,174_F_him,f,Mismatch,obj,Kimberley insulted,him,3.7925174236297607
simple,insulted,174,174_F_his,f,Mismatch,poss,Kimberley insulted,his,4.210319519042969
simple,is returning to,175,175_M_him,m,Match,obj,Jerry is returning to,him,9.941878318786621
simple,is returning to,175,175_M_his,m,Match,poss,Jerry is returning to,his,4.098618030548096
simple,is returning to,175,175_F_him,f,Mismatch,obj,Maria is returning to,him,9.048946380615234
simple,is returning to,175,175_F_his,f,Mismatch,poss,Maria is returning to,his,5.255673408508301
simple,has scanned,176,176_M_him,m,Match,obj,Todd has scanned,him,7.688998699188232
simple,has scanned,176,176_M_his,m,Match,poss,Todd has scanned,his,4.885798454284668
simple,has scanned,176,176_F_him,f,Mismatch,obj,Monica has scanned,him,7.871845245361328
simple,has scanned,176,176_F_his,f,Mismatch,poss,Monica has scanned,his,5.957449436187744
simple,scared,177,177_M_him,m,Match,obj,Gary scared,him,7.7391791343688965
simple,scared,177,177_M_his,m,Match,poss,Gary scared,his,9.537110328674316
simple,scared,177,177_F_him,f,Mismatch,obj,Tamara scared,him,4.781281471252441
simple,scared,177,177_F_his,f,Mismatch,poss,Tamara scared,his,6.273401260375977
simple,hasn't talked about,178,178_M_him,m,Match,obj,Noah hasn't talked about,him,4.984746932983398
simple,hasn't talked about,178,178_M_his,m,Match,poss,Noah hasn't talked about,his,4.7337541580200195
simple,hasn't talked about,178,178_F_him,f,Mismatch,obj,The woman hasn't talked about,him,4.982199192047119
simple,hasn't talked about,178,178_F_his,f,Mismatch,poss,The woman hasn't talked about,his,6.54826545715332
simple,wasn't writing,179,179_M_him,m,Match,obj,Adam wasn't writing,him,7.735849857330322
simple,wasn't writing,179,179_M_his,m,Match,poss,Adam wasn't writing,his,5.235344409942627
simple,wasn't writing,179,179_F_him,f,Mismatch,obj,Maria wasn't writing,him,7.008416652679443
simple,wasn't writing,179,179_F_his,f,Mismatch,poss,Maria wasn't writing,his,7.666553020477295
simple,might lose,180,180_M_him,m,Match,obj,Scott might lose,him,5.930660724639893
simple,might lose,180,180_M_his,m,Match,poss,Scott might lose,his,4.46496057510376
simple,might lose,180,180_F_him,f,Mismatch,obj,That ex-girlfriend might lose,him,8.425773620605469
simple,might lose,180,180_F_his,f,Mismatch,poss,That ex-girlfriend might lose,his,6.919414520263672
simple,wasn't referencing,181,181_M_him,m,Match,obj,Brad wasn't referencing,him,6.7660346031188965
simple,wasn't referencing,181,181_M_his,m,Match,poss,Brad wasn't referencing,his,4.678326606750488
simple,wasn't referencing,181,181_F_him,f,Mismatch,obj,Ann wasn't referencing,him,5.861958980560303
simple,wasn't referencing,181,181_F_his,f,Mismatch,poss,Ann wasn't referencing,his,4.88723087310791
simple,meets,182,182_M_him,m,Match,obj,The boy meets,him,4.780478000640869
simple,meets,182,182_M_his,m,Match,poss,The boy meets,his,3.683858633041382
simple,meets,182,182_F_him,f,Mismatch,obj,Meredith meets,him,6.062448978424072
simple,meets,182,182_F_his,f,Mismatch,poss,Meredith meets,his,6.793498992919922
simple,is embarrassing,183,183_M_him,m,Match,obj,Frank is embarrassing,him,5.16920804977417
simple,is embarrassing,183,183_M_his,m,Match,poss,Frank is embarrassing,his,6.808224678039551
simple,is embarrassing,183,183_F_him,f,Mismatch,obj,Melanie is embarrassing,him,6.933407783508301
simple,is embarrassing,183,183_F_his,f,Mismatch,poss,Melanie is embarrassing,his,8.416759490966797
simple,knows,184,184_M_him,m,Match,obj,Carlos knows,him,8.656927108764648
simple,knows,184,184_M_his,m,Match,poss,Carlos knows,his,5.961874961853027
simple,knows,184,184_F_him,f,Mismatch,obj,Naomi knows,him,6.987440586090088
simple,knows,184,184_F_his,f,Mismatch,poss,Naomi knows,his,7.126770496368408
simple,upset,185,185_M_him,m,Match,obj,Noah upset,him,5.252745151519775
simple,upset,185,185_M_his,m,Match,poss,Noah upset,his,5.342983722686768
simple,upset,185,185_F_him,f,Mismatch,obj,Tara upset,him,11.307716369628906
simple,upset,185,185_F_his,f,Mismatch,poss,Tara upset,his,12.172565460205078
simple,noticed,186,186_M_him,m,Match,obj,Curtis noticed,him,5.7823896408081055
simple,noticed,186,186_M_his,m,Match,poss,Curtis noticed,his,5.526679039001465
simple,noticed,186,186_F_him,f,Mismatch,obj,Wendy noticed,him,6.894781589508057
simple,noticed,186,186_F_his,f,Mismatch,poss,Wendy noticed,his,6.385924816131592
simple,alarmed,187,187_M_him,m,Match,obj,George alarmed,him,6.538301467895508
simple,alarmed,187,187_M_his,m,Match,poss,George alarmed,his,7.147459983825684
simple,alarmed,187,187_F_him,f,Mismatch,obj,Martha alarmed,him,4.055959224700928
simple,alarmed,187,187_F_his,f,Mismatch,poss,Martha alarmed,his,5.300260543823242
simple,discovered,188,188_M_him,m,Match,obj,Carl discovered,him,7.169445991516113
simple,discovered,188,188_M_his,m,Match,poss,Carl discovered,his,5.550313949584961
simple,discovered,188,188_F_him,f,Mismatch,obj,Irene discovered,him,6.775411128997803
simple,discovered,188,188_F_his,f,Mismatch,poss,Irene discovered,his,6.549437522888184
simple,was astounding,189,189_M_him,m,Match,obj,Adam was astounding,him,12.221162796020508
simple,was astounding,189,189_M_his,m,Match,poss,Adam was astounding,his,10.934182167053223
simple,was astounding,189,189_F_him,f,Mismatch,obj,Natalie was astounding,him,12.494641304016113
simple,was astounding,189,189_F_his,f,Mismatch,poss,Natalie was astounding,his,12.25198745727539
simple,has cared for,190,190_M_him,m,Match,obj,Joel has cared for,him,3.788472890853882
simple,has cared for,190,190_M_his,m,Match,poss,Joel has cared for,his,3.8552188873291016
simple,has cared for,190,190_F_him,f,Mismatch,obj,Carmen has cared for,him,3.5184099674224854
simple,has cared for,190,190_F_his,f,Mismatch,poss,Carmen has cared for,his,4.080772876739502
simple,met,191,191_M_him,m,Match,obj,Dan met,him,8.647054672241211
simple,met,191,191_M_his,m,Match,poss,Dan met,his,9.54004955291748
simple,met,191,191_F_him,f,Mismatch,obj,Margaret met,him,9.096774101257324
simple,met,191,191_F_his,f,Mismatch,poss,Margaret met,his,8.592463493347168
simple,is disgusting,192,192_M_him,m,Match,obj,Lawrence is disgusting,him,11.90393352508545
simple,is disgusting,192,192_M_his,m,Match,poss,Lawrence is disgusting,his,11.52315902709961
simple,is disgusting,192,192_F_him,f,Mismatch,obj,Ann is disgusting,him,10.466646194458008
simple,is disgusting,192,192_F_his,f,Mismatch,poss,Ann is disgusting,his,11.299105644226074
simple,had chosen,193,193_M_him,m,Match,obj,Douglas had chosen,him,8.003966331481934
simple,had chosen,193,193_M_his,m,Match,poss,Douglas had chosen,his,5.24838399887085
simple,had chosen,193,193_F_him,f,Mismatch,obj,The daughter had chosen,him,5.93873405456543
simple,had chosen,193,193_F_his,f,Mismatch,poss,The daughter had chosen,his,7.405085563659668
simple,has disagreed with,194,194_M_him,m,Match,obj,This nephew has disagreed with,him,3.992518663406372
simple,has disagreed with,194,194_M_his,m,Match,poss,This nephew has disagreed with,his,4.006551742553711
simple,has disagreed with,194,194_F_him,f,Mismatch,obj,That daughter has disagreed with,him,2.7186319828033447
simple,has disagreed with,194,194_F_his,f,Mismatch,poss,That daughter has disagreed with,his,5.91112756729126
simple,exposes,195,195_M_him,m,Match,obj,The nephew exposes,him,4.462818145751953
simple,exposes,195,195_M_his,m,Match,poss,The nephew exposes,his,2.7615509033203125
simple,exposes,195,195_F_him,f,Mismatch,obj,That waitress exposes,him,3.9474902153015137
simple,exposes,195,195_F_his,f,Mismatch,poss,That waitress exposes,his,6.086171627044678
simple,scares,196,196_M_him,m,Match,obj,James scares,him,5.416406631469727
simple,scares,196,196_M_his,m,Match,poss,James scares,his,7.223992347717285
simple,scares,196,196_F_him,f,Mismatch,obj,Heidi scares,him,4.873581886291504
simple,scares,196,196_F_his,f,Mismatch,poss,Heidi scares,his,7.674687385559082
simple,shouldn't attack,197,197_M_him,m,Match,obj,Alan shouldn't attack,him,4.044925212860107
simple,shouldn't attack,197,197_M_his,m,Match,poss,Alan shouldn't attack,his,5.903924465179443
simple,shouldn't attack,197,197_F_him,f,Mismatch,obj,The dancer shouldn't attack,him,2.892822027206421
simple,shouldn't attack,197,197_F_his,f,Mismatch,poss,The dancer shouldn't attack,his,5.336772441864014
simple,hasn't found,198,198_M_him,m,Match,obj,Raymond hasn't found,him,5.669493198394775
simple,hasn't found,198,198_M_his,m,Match,poss,Raymond hasn't found,his,5.108209609985352
simple,hasn't found,198,198_F_him,f,Mismatch,obj,Janice hasn't found,him,6.030510902404785
simple,hasn't found,198,198_F_his,f,Mismatch,poss,Janice hasn't found,his,6.104825973510742
simple,forgot,199,199_M_him,m,Match,obj,Joel forgot,him,6.937671184539795
simple,forgot,199,199_M_his,m,Match,poss,Joel forgot,his,4.39530611038208
simple,forgot,199,199_F_him,f,Mismatch,obj,Heather forgot,him,5.996063709259033
simple,forgot,199,199_F_his,f,Mismatch,poss,Heather forgot,his,4.490721702575684
simple,leads,200,200_M_him,m,Match,obj,Noah leads,him,6.111733436584473
simple,leads,200,200_M_his,m,Match,poss,Noah leads,his,8.467964172363281
simple,leads,200,200_F_him,f,Mismatch,obj,Elizabeth leads,him,5.936618804931641
simple,leads,200,200_F_his,f,Mismatch,poss,Elizabeth leads,his,7.554757595062256
simple,hasn't escaped from,201,201_M_him,m,Match,obj,William hasn't escaped from,him,6.679435729980469
simple,hasn't escaped from,201,201_M_his,m,Match,poss,William hasn't escaped from,his,3.4987242221832275
simple,hasn't escaped from,201,201_F_him,f,Mismatch,obj,Patricia hasn't escaped from,him,7.359692096710205
simple,hasn't escaped from,201,201_F_his,f,Mismatch,poss,Patricia hasn't escaped from,his,5.686590194702148
simple,didn't investigate,202,202_M_him,m,Match,obj,This father didn't investigate,him,4.238404750823975
simple,didn't investigate,202,202_M_his,m,Match,poss,This father didn't investigate,his,3.788292169570923
simple,didn't investigate,202,202_F_him,f,Mismatch,obj,Stacy didn't investigate,him,5.916751384735107
simple,didn't investigate,202,202_F_his,f,Mismatch,poss,Stacy didn't investigate,his,5.995858669281006
simple,distracts,203,203_M_him,m,Match,obj,George distracts,him,4.359274864196777
simple,distracts,203,203_M_his,m,Match,poss,George distracts,his,5.376417636871338
simple,distracts,203,203_F_him,f,Mismatch,obj,Jill distracts,him,4.921056270599365
simple,distracts,203,203_F_his,f,Mismatch,poss,Jill distracts,his,5.466153621673584
simple,exposes,204,204_M_him,m,Match,obj,Liam exposes,him,5.272637367248535
simple,exposes,204,204_M_his,m,Match,poss,Liam exposes,his,5.0638427734375
simple,exposes,204,204_F_him,f,Mismatch,obj,Barbara exposes,him,5.1431427001953125
simple,exposes,204,204_F_his,f,Mismatch,poss,Barbara exposes,his,6.0712571144104
simple,isn't boasting about,205,205_M_him,m,Match,obj,This boy isn't boasting about,him,6.314867973327637
simple,isn't boasting about,205,205_M_his,m,Match,poss,This boy isn't boasting about,his,1.4292857646942139
simple,isn't boasting about,205,205_F_him,f,Mismatch,obj,Sarah isn't boasting about,him,7.885429382324219
simple,isn't boasting about,205,205_F_his,f,Mismatch,poss,Sarah isn't boasting about,his,3.5132856369018555
simple,would talk about,206,206_M_him,m,Match,obj,Alan would talk about,him,6.974216461181641
simple,would talk about,206,206_M_his,m,Match,poss,Alan would talk about,his,3.878005027770996
simple,would talk about,206,206_F_him,f,Mismatch,obj,That daughter would talk about,him,5.470877647399902
simple,would talk about,206,206_F_his,f,Mismatch,poss,That daughter would talk about,his,6.172563076019287
simple,will care for,207,207_M_him,m,Match,obj,That guy will care for,him,4.2415924072265625
simple,will care for,207,207_M_his,m,Match,poss,That guy will care for,his,4.357906818389893
simple,will care for,207,207_F_him,f,Mismatch,obj,Leslie will care for,him,5.0413432121276855
simple,will care for,207,207_F_his,f,Mismatch,poss,Leslie will care for,his,5.614316940307617
simple,disliked,208,208_M_him,m,Match,obj,Charles disliked,him,4.856512546539307
simple,disliked,208,208_M_his,m,Match,poss,Charles disliked,his,6.625280857086182
simple,disliked,208,208_F_him,f,Mismatch,obj,Tracy disliked,him,5.224807262420654
simple,disliked,208,208_F_his,f,Mismatch,poss,Tracy disliked,his,6.515331268310547
simple,thought about,209,209_M_him,m,Match,obj,Bruce thought about,him,6.3596367835998535
simple,thought about,209,209_M_his,m,Match,poss,Bruce thought about,his,4.607819080352783
simple,thought about,209,209_F_him,f,Mismatch,obj,Judy thought about,him,5.663941860198975
simple,thought about,209,209_F_his,f,Mismatch,poss,Judy thought about,his,6.0684614181518555
simple,hides,210,210_M_him,m,Match,obj,Ronald hides,him,6.68863582611084
simple,hides,210,210_M_his,m,Match,poss,Ronald hides,his,3.089813470840454
simple,hides,210,210_F_him,f,Mismatch,obj,Emily hides,him,5.756291389465332
simple,hides,210,210_F_his,f,Mismatch,poss,Emily hides,his,3.659881591796875
simple,hasn't chosen,211,211_M_him,m,Match,obj,Roger hasn't chosen,him,6.5560503005981445
simple,hasn't chosen,211,211_M_his,m,Match,poss,Roger hasn't chosen,his,4.552918910980225
simple,hasn't chosen,211,211_F_him,f,Mismatch,obj,The niece hasn't chosen,him,5.619960784912109
simple,hasn't chosen,211,211_F_his,f,Mismatch,poss,The niece hasn't chosen,his,8.470416069030762
simple,might attack,212,212_M_him,m,Match,obj,Curtis might attack,him,3.603018283843994
simple,might attack,212,212_M_his,m,Match,poss,Curtis might attack,his,5.264821529388428
simple,might attack,212,212_F_him,f,Mismatch,obj,Stacey might attack,him,3.9157187938690186
simple,might attack,212,212_F_his,f,Mismatch,poss,Stacey might attack,his,5.696076393127441
simple,had met,213,213_M_him,m,Match,obj,Peter had met,him,5.133342742919922
simple,had met,213,213_M_his,m,Match,poss,Peter had met,his,3.366957902908325
simple,had met,213,213_F_him,f,Mismatch,obj,Ella had met,him,4.195630073547363
simple,had met,213,213_F_his,f,Mismatch,poss,Ella had met,his,4.378773212432861
simple,was talking to,214,214_M_him,m,Match,obj,Todd was talking to,him,3.9559848308563232
simple,was talking to,214,214_M_his,m,Match,poss,Todd was talking to,his,4.340620994567871
simple,was talking to,214,214_F_him,f,Mismatch,obj,Nicole was talking to,him,4.726513862609863
simple,was talking to,214,214_F_his,f,Mismatch,poss,Nicole was talking to,his,4.080482006072998
simple,is describing,215,215_M_him,m,Match,obj,Stephen is describing,him,8.539036750793457
simple,is describing,215,215_M_his,m,Match,poss,Stephen is describing,his,4.2492780685424805
simple,is describing,215,215_F_him,f,Mismatch,obj,Pamela is describing,him,7.809301376342773
simple,is describing,215,215_F_his,f,Mismatch,poss,Pamela is describing,his,6.334787368774414
simple,would forgive,216,216_M_him,m,Match,obj,Wayne would forgive,him,2.563361406326294
simple,would forgive,216,216_M_his,m,Match,poss,Wayne would forgive,his,3.7320218086242676
simple,would forgive,216,216_F_him,f,Mismatch,obj,Katherine would forgive,him,2.0309860706329346
simple,would forgive,216,216_F_his,f,Mismatch,poss,Katherine would forgive,his,4.819935321807861
simple,isn't choosing,217,217_M_him,m,Match,obj,Steven isn't choosing,him,6.175442695617676
simple,isn't choosing,217,217_M_his,m,Match,poss,Steven isn't choosing,his,5.306593418121338
simple,isn't choosing,217,217_F_him,f,Mismatch,obj,Laura isn't choosing,him,6.453976154327393
simple,isn't choosing,217,217_F_his,f,Mismatch,poss,Laura isn't choosing,his,7.275265693664551
simple,isn't hurting,218,218_M_him,m,Match,obj,The boyfriend isn't hurting,him,3.924779176712036
simple,isn't hurting,218,218_M_his,m,Match,poss,The boyfriend isn't hurting,his,4.2081379890441895
simple,isn't hurting,218,218_F_him,f,Mismatch,obj,Carolyn isn't hurting,him,5.413732528686523
simple,isn't hurting,218,218_F_his,f,Mismatch,poss,Carolyn isn't hurting,his,7.004925727844238
simple,won't heal,219,219_M_him,m,Match,obj,Stephen won't heal,him,6.199304580688477
simple,won't heal,219,219_M_his,m,Match,poss,Stephen won't heal,his,5.787062644958496
simple,won't heal,219,219_F_him,f,Mismatch,obj,Amelia won't heal,him,8.385649681091309
simple,won't heal,219,219_F_his,f,Mismatch,poss,Amelia won't heal,his,10.621596336364746
simple,has disliked,220,220_M_him,m,Match,obj,Richard has disliked,him,4.197962760925293
simple,has disliked,220,220_M_his,m,Match,poss,Richard has disliked,his,5.033164978027344
simple,has disliked,220,220_F_him,f,Mismatch,obj,Janice has disliked,him,4.249584674835205
simple,has disliked,220,220_F_his,f,Mismatch,poss,Janice has disliked,his,5.6743927001953125
simple,might astound,221,221_M_him,m,Match,obj,That nephew might astound,him,3.216127872467041
simple,might astound,221,221_M_his,m,Match,poss,That nephew might astound,his,4.899104595184326
simple,might astound,221,221_F_him,f,Mismatch,obj,The girl might astound,him,2.593888282775879
simple,might astound,221,221_F_his,f,Mismatch,poss,The girl might astound,his,6.727789402008057
simple,hadn't revealed,222,222_M_him,m,Match,obj,Russell hadn't revealed,him,6.357941150665283
simple,hadn't revealed,222,222_M_his,m,Match,poss,Russell hadn't revealed,his,3.7531776428222656
simple,hadn't revealed,222,222_F_him,f,Mismatch,obj,Tracy hadn't revealed,him,6.476790904998779
simple,hadn't revealed,222,222_F_his,f,Mismatch,poss,Tracy hadn't revealed,his,5.45458459854126
simple,lost,223,223_M_him,m,Match,obj,Edward lost,him,6.59904146194458
simple,lost,223,223_M_his,m,Match,poss,Edward lost,his,4.6442646980285645
simple,lost,223,223_F_him,f,Mismatch,obj,Michelle lost,him,7.437770843505859
simple,lost,223,223_F_his,f,Mismatch,poss,Michelle lost,his,5.3699517250061035
simple,had concealed,224,224_M_him,m,Match,obj,Derek had concealed,him,6.651123523712158
simple,had concealed,224,224_M_his,m,Match,poss,Derek had concealed,his,2.5939857959747314
simple,had concealed,224,224_F_him,f,Mismatch,obj,That mother had concealed,him,5.599740028381348
simple,had concealed,224,224_F_his,f,Mismatch,poss,That mother had concealed,his,5.626254081726074
simple,can boast about,225,225_M_him,m,Match,obj,Theodore can boast about,him,8.505650520324707
simple,can boast about,225,225_M_his,m,Match,poss,Theodore can boast about,his,2.3115875720977783
simple,can boast about,225,225_F_him,f,Mismatch,obj,Michelle can boast about,him,9.273192405700684
simple,can boast about,225,225_F_his,f,Mismatch,poss,Michelle can boast about,his,4.765298843383789
simple,aggravated,226,226_M_him,m,Match,obj,Timothy aggravated,him,8.199143409729004
simple,aggravated,226,226_M_his,m,Match,poss,Timothy aggravated,his,4.364556789398193
simple,aggravated,226,226_F_him,f,Mismatch,obj,Naomi aggravated,him,6.912660121917725
simple,aggravated,226,226_F_his,f,Mismatch,poss,Naomi aggravated,his,3.9921417236328125
simple,fights,227,227_M_him,m,Match,obj,That ex-boyfriend fights,him,6.989944934844971
simple,fights,227,227_M_his,m,Match,poss,That ex-boyfriend fights,his,6.094837188720703
simple,fights,227,227_F_him,f,Mismatch,obj,Danielle fights,him,8.872579574584961
simple,fights,227,227_F_his,f,Mismatch,poss,Danielle fights,his,5.7309112548828125
simple,might appreciate,228,228_M_him,m,Match,obj,This grandson might appreciate,him,7.586121559143066
simple,might appreciate,228,228_M_his,m,Match,poss,This grandson might appreciate,his,4.657257556915283
simple,might appreciate,228,228_F_him,f,Mismatch,obj,Irene might appreciate,him,7.859710216522217
simple,might appreciate,228,228_F_his,f,Mismatch,poss,Irene might appreciate,his,5.838301658630371
simple,fights,229,229_M_him,m,Match,obj,Kevin fights,him,8.411994934082031
simple,fights,229,229_M_his,m,Match,poss,Kevin fights,his,6.929515361785889
simple,fights,229,229_F_him,f,Mismatch,obj,Debra fights,him,8.64542007446289
simple,fights,229,229_F_his,f,Mismatch,poss,Debra fights,his,8.149771690368652
simple,wasn't hurting,230,230_M_him,m,Match,obj,Liam wasn't hurting,him,2.3048171997070312
simple,wasn't hurting,230,230_M_his,m,Match,poss,Liam wasn't hurting,his,4.341024875640869
simple,wasn't hurting,230,230_F_him,f,Mismatch,obj,Suzanne wasn't hurting,him,4.6000847816467285
simple,wasn't hurting,230,230_F_his,f,Mismatch,poss,Suzanne wasn't hurting,his,4.630300045013428
simple,won't notice,231,231_M_him,m,Match,obj,Christopher won't notice,him,5.672804832458496
simple,won't notice,231,231_M_his,m,Match,poss,Christopher won't notice,his,5.570573329925537
simple,won't notice,231,231_F_him,f,Mismatch,obj,That ex-girlfriend won't notice,him,6.142585754394531
simple,won't notice,231,231_F_his,f,Mismatch,poss,That ex-girlfriend won't notice,his,7.467719078063965
simple,visits,232,232_M_him,m,Match,obj,Rodney visits,him,7.093190670013428
simple,visits,232,232_M_his,m,Match,poss,Rodney visits,his,6.851311206817627
simple,visits,232,232_F_him,f,Mismatch,obj,That girl visits,him,3.8433678150177
simple,visits,232,232_F_his,f,Mismatch,poss,That girl visits,his,6.769303798675537
simple,disgusts,233,233_M_him,m,Match,obj,Bruce disgusts,him,4.216366291046143
simple,disgusts,233,233_M_his,m,Match,poss,Bruce disgusts,his,5.271369934082031
simple,disgusts,233,233_F_him,f,Mismatch,obj,Samantha disgusts,him,3.0295026302337646
simple,disgusts,233,233_F_his,f,Mismatch,poss,Samantha disgusts,his,4.531985282897949
simple,forgets,234,234_M_him,m,Match,obj,Donald forgets,him,5.3036603927612305
simple,forgets,234,234_M_his,m,Match,poss,Donald forgets,his,3.236135482788086
simple,forgets,234,234_F_him,f,Mismatch,obj,Susan forgets,him,7.275310516357422
simple,forgets,234,234_F_his,f,Mismatch,poss,Susan forgets,his,4.310354232788086
simple,might forget,235,235_M_him,m,Match,obj,Adam might forget,him,7.04719877243042
simple,might forget,235,235_M_his,m,Match,poss,Adam might forget,his,5.347750186920166
simple,might forget,235,235_F_him,f,Mismatch,obj,Brenda might forget,him,6.7948198318481445
simple,might forget,235,235_F_his,f,Mismatch,poss,Brenda might forget,his,6.784919261932373
simple,hadn't revealed,236,236_M_him,m,Match,obj,Gregory hadn't revealed,him,6.13957405090332
simple,hadn't revealed,236,236_M_his,m,Match,poss,Gregory hadn't revealed,his,4.715473651885986
simple,hadn't revealed,236,236_F_him,f,Mismatch,obj,Janet hadn't revealed,him,5.42601203918457
simple,hadn't revealed,236,236_F_his,f,Mismatch,poss,Janet hadn't revealed,his,4.422435283660889
simple,shoots,237,237_M_him,m,Match,obj,The ex-boyfriend shoots,him,2.880310297012329
simple,shoots,237,237_M_his,m,Match,poss,The ex-boyfriend shoots,his,4.4468092918396
simple,shoots,237,237_F_him,f,Mismatch,obj,Nicole shoots,him,15.839831352233887
simple,shoots,237,237_F_his,f,Mismatch,poss,Nicole shoots,his,14.69030475616455
simple,might hurt,238,238_M_him,m,Match,obj,Wayne might hurt,him,4.010708808898926
simple,might hurt,238,238_M_his,m,Match,poss,Wayne might hurt,his,2.9218368530273438
simple,might hurt,238,238_F_him,f,Mismatch,obj,Nicole might hurt,him,4.676583290100098
simple,might hurt,238,238_F_his,f,Mismatch,poss,Nicole might hurt,his,4.718717575073242
simple,couldn't choose,239,239_M_him,m,Match,obj,Steve couldn't choose,him,7.632961273193359
simple,couldn't choose,239,239_M_his,m,Match,poss,Steve couldn't choose,his,6.251504421234131
simple,couldn't choose,239,239_F_him,f,Mismatch,obj,Stacey couldn't choose,him,9.340347290039062
simple,couldn't choose,239,239_F_his,f,Mismatch,poss,Stacey couldn't choose,his,6.490715980529785
simple,had observed,240,240_M_him,m,Match,obj,The grandson had observed,him,4.823434829711914
simple,had observed,240,240_M_his,m,Match,poss,The grandson had observed,his,4.812506675720215
simple,had observed,240,240_F_him,f,Mismatch,obj,Mary had observed,him,6.730428218841553
simple,had observed,240,240_F_his,f,Mismatch,poss,Mary had observed,his,8.526694297790527
simple,had bored,241,241_M_him,m,Match,obj,This ex-husband had bored,him,4.0172905921936035
simple,had bored,241,241_M_his,m,Match,poss,This ex-husband had bored,his,4.006422996520996
simple,had bored,241,241_F_him,f,Mismatch,obj,Samantha had bored,him,2.3232195377349854
simple,had bored,241,241_F_his,f,Mismatch,poss,Samantha had bored,his,5.179512023925781
simple,isn't complaining about,242,242_M_him,m,Match,obj,This ex-boyfriend isn't complaining about,him,4.899801254272461
simple,isn't complaining about,242,242_M_his,m,Match,poss,This ex-boyfriend isn't complaining about,his,3.1582741737365723
simple,isn't complaining about,242,242_F_him,f,Mismatch,obj,Bethany isn't complaining about,him,8.017496109008789
simple,isn't complaining about,242,242_F_his,f,Mismatch,poss,Bethany isn't complaining about,his,7.189864158630371
simple,could underwhelm,243,243_M_him,m,Match,obj,David could underwhelm,him,4.894227027893066
simple,could underwhelm,243,243_M_his,m,Match,poss,David could underwhelm,his,4.125954627990723
simple,could underwhelm,243,243_F_him,f,Mismatch,obj,Natalie could underwhelm,him,7.422295570373535
