exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2_surp
OneEmbedding,would dislike,wasn't describing,277,277_MF_him,mf,MatchMismatch,obj,Randolf would dislike that Suzanne wasn't describing,him,3.697699785232544
OneEmbedding,would dislike,wasn't describing,277,277_FM_him,fm,MismatchMatch,obj,Nicole would dislike that Dan wasn't describing,him,4.048369884490967
OneEmbedding,would dislike,wasn't describing,277,277_FF_him,ff,MismatchMismatch,obj,Nicole would dislike that Suzanne wasn't describing,him,5.565721035003662
OneEmbedding,would dislike,wasn't describing,277,277_MM_his,mm,MatchMatch,poss,Randolf would dislike that Dan wasn't describing,his,3.685913562774658
OneEmbedding,would dislike,wasn't describing,277,277_MF_his,mf,MatchMismatch,poss,Randolf would dislike that Suzanne wasn't describing,his,5.650773525238037
OneEmbedding,would dislike,wasn't describing,277,277_FM_his,fm,MismatchMatch,poss,Nicole would dislike that Dan wasn't describing,his,4.014171123504639
OneEmbedding,would dislike,wasn't describing,277,277_FF_his,ff,MismatchMismatch,poss,Nicole would dislike that Suzanne wasn't describing,his,7.560697555541992
OneEmbedding,argues,can't impress,278,278_MM_him,mm,MatchMatch,obj,Russell argues that James can't impress,him,6.629099369049072
OneEmbedding,argues,can't impress,278,278_MF_him,mf,MatchMismatch,obj,Russell argues that Carrie can't impress,him,5.353501319885254
OneEmbedding,argues,can't impress,278,278_FM_him,fm,MismatchMatch,obj,Heidi argues that James can't impress,him,6.498924255371094
OneEmbedding,argues,can't impress,278,278_FF_him,ff,MismatchMismatch,obj,Heidi argues that Carrie can't impress,him,4.998807907104492
OneEmbedding,argues,can't impress,278,278_MM_his,mm,MatchMatch,poss,Russell argues that James can't impress,his,3.9577932357788086
OneEmbedding,argues,can't impress,278,278_MF_his,mf,MatchMismatch,poss,Russell argues that Carrie can't impress,his,6.072196006774902
OneEmbedding,argues,can't impress,278,278_FM_his,fm,MismatchMatch,poss,Heidi argues that James can't impress,his,3.961231231689453
OneEmbedding,argues,can't impress,278,278_FF_his,ff,MismatchMismatch,poss,Heidi argues that Carrie can't impress,his,6.079123020172119
OneEmbedding,can remember,stunned,279,279_MM_him,mm,MatchMatch,obj,Steve can remember that Scott stunned,him,4.655227184295654
OneEmbedding,can remember,stunned,279,279_MF_him,mf,MatchMismatch,obj,Steve can remember that Angela stunned,him,1.9590870141983032
OneEmbedding,can remember,stunned,279,279_FM_him,fm,MismatchMatch,obj,Jane can remember that Scott stunned,him,3.3786513805389404
OneEmbedding,can remember,stunned,279,279_FF_him,ff,MismatchMismatch,obj,Jane can remember that Angela stunned,him,1.2919721603393555
OneEmbedding,can remember,stunned,279,279_MM_his,mm,MatchMatch,poss,Steve can remember that Scott stunned,his,3.4863176345825195
OneEmbedding,can remember,stunned,279,279_MF_his,mf,MatchMismatch,poss,Steve can remember that Angela stunned,his,4.971485614776611
OneEmbedding,can remember,stunned,279,279_FM_his,fm,MismatchMatch,poss,Jane can remember that Scott stunned,his,3.4322879314422607
OneEmbedding,can remember,stunned,279,279_FF_his,ff,MismatchMismatch,poss,Jane can remember that Angela stunned,his,5.040544509887695
OneEmbedding,insists,disagreed with,280,280_MM_him,mm,MatchMatch,obj,Wayne insists that this grandfather disagreed with,him,2.2950596809387207
OneEmbedding,insists,disagreed with,280,280_MF_him,mf,MatchMismatch,obj,Wayne insists that the grandmother disagreed with,him,1.9150927066802979
OneEmbedding,insists,disagreed with,280,280_FM_him,fm,MismatchMatch,obj,Sabrina insists that this grandfather disagreed with,him,3.6253769397735596
OneEmbedding,insists,disagreed with,280,280_FF_him,ff,MismatchMismatch,obj,Sabrina insists that the grandmother disagreed with,him,3.3897759914398193
OneEmbedding,insists,disagreed with,280,280_MM_his,mm,MatchMatch,poss,Wayne insists that this grandfather disagreed with,his,2.7057926654815674
OneEmbedding,insists,disagreed with,280,280_MF_his,mf,MatchMismatch,poss,Wayne insists that the grandmother disagreed with,his,2.639951467514038
OneEmbedding,insists,disagreed with,280,280_FM_his,fm,MismatchMatch,poss,Sabrina insists that this grandfather disagreed with,his,3.3011581897735596
OneEmbedding,insists,disagreed with,280,280_FF_his,ff,MismatchMismatch,poss,Sabrina insists that the grandmother disagreed with,his,3.9561574459075928
OneEmbedding,had whispered,had worked with,281,281_MM_him,mm,MatchMatch,obj,Eric had whispered that George had worked with,him,3.078291177749634
OneEmbedding,had whispered,had worked with,281,281_MF_him,mf,MatchMismatch,obj,Eric had whispered that Carrie had worked with,him,2.986762046813965
OneEmbedding,had whispered,had worked with,281,281_FM_him,fm,MismatchMatch,obj,Janet had whispered that George had worked with,him,3.2509567737579346
OneEmbedding,had whispered,had worked with,281,281_FF_him,ff,MismatchMismatch,obj,Janet had whispered that Carrie had worked with,him,3.1885290145874023
OneEmbedding,had whispered,had worked with,281,281_MM_his,mm,MatchMatch,poss,Eric had whispered that George had worked with,his,5.3839592933654785
OneEmbedding,had whispered,had worked with,281,281_MF_his,mf,MatchMismatch,poss,Eric had whispered that Carrie had worked with,his,6.734442710876465
OneEmbedding,had whispered,had worked with,281,281_FM_his,fm,MismatchMatch,poss,Janet had whispered that George had worked with,his,5.305513858795166
OneEmbedding,had whispered,had worked with,281,281_FF_his,ff,MismatchMismatch,poss,Janet had whispered that Carrie had worked with,his,6.877323150634766
OneEmbedding,whispers,might criticize,282,282_MM_him,mm,MatchMatch,obj,Thomas whispers that Marcus might criticize,him,1.7496263980865479
OneEmbedding,whispers,might criticize,282,282_MF_him,mf,MatchMismatch,obj,Thomas whispers that Claire might criticize,him,1.533909797668457
OneEmbedding,whispers,might criticize,282,282_FM_him,fm,MismatchMatch,obj,Allison whispers that Marcus might criticize,him,2.2966060638427734
OneEmbedding,whispers,might criticize,282,282_FF_him,ff,MismatchMismatch,obj,Allison whispers that Claire might criticize,him,2.1086208820343018
OneEmbedding,whispers,might criticize,282,282_MM_his,mm,MatchMatch,poss,Thomas whispers that Marcus might criticize,his,3.3000237941741943
OneEmbedding,whispers,might criticize,282,282_MF_his,mf,MatchMismatch,poss,Thomas whispers that Claire might criticize,his,4.492682933807373
OneEmbedding,whispers,might criticize,282,282_FM_his,fm,MismatchMatch,poss,Allison whispers that Marcus might criticize,his,3.492218494415283
OneEmbedding,whispers,might criticize,282,282_FF_his,ff,MismatchMismatch,poss,Allison whispers that Claire might criticize,his,4.938096046447754
OneEmbedding,hopes,won't lead,283,283_MM_him,mm,MatchMatch,obj,Todd hopes that Curtis won't lead,him,4.204036235809326
OneEmbedding,hopes,won't lead,283,283_MF_him,mf,MatchMismatch,obj,Todd hopes that Jessica won't lead,him,3.688657760620117
OneEmbedding,hopes,won't lead,283,283_FM_him,fm,MismatchMatch,obj,Laura hopes that Curtis won't lead,him,4.414185047149658
OneEmbedding,hopes,won't lead,283,283_FF_him,ff,MismatchMismatch,obj,Laura hopes that Jessica won't lead,him,5.3831281661987305
OneEmbedding,hopes,won't lead,283,283_MM_his,mm,MatchMatch,poss,Todd hopes that Curtis won't lead,his,3.7156167030334473
OneEmbedding,hopes,won't lead,283,283_MF_his,mf,MatchMismatch,poss,Todd hopes that Jessica won't lead,his,6.505210876464844
OneEmbedding,hopes,won't lead,283,283_FM_his,fm,MismatchMatch,poss,Laura hopes that Curtis won't lead,his,3.833890914916992
OneEmbedding,hopes,won't lead,283,283_FF_his,ff,MismatchMismatch,poss,Laura hopes that Jessica won't lead,his,8.178779602050781
OneEmbedding,admits,bores,284,284_MM_him,mm,MatchMatch,obj,Randolf admits that Bruce bores,him,3.347552537918091
OneEmbedding,admits,bores,284,284_MF_him,mf,MatchMismatch,obj,Randolf admits that the actress bores,him,2.3759114742279053
OneEmbedding,admits,bores,284,284_FM_him,fm,MismatchMatch,obj,Gina admits that Bruce bores,him,3.617636203765869
OneEmbedding,admits,bores,284,284_FF_him,ff,MismatchMismatch,obj,Gina admits that the actress bores,him,3.920311212539673
OneEmbedding,admits,bores,284,284_MM_his,mm,MatchMatch,poss,Randolf admits that Bruce bores,his,3.5829567909240723
OneEmbedding,admits,bores,284,284_MF_his,mf,MatchMismatch,poss,Randolf admits that the actress bores,his,4.4066386222839355
OneEmbedding,admits,bores,284,284_FM_his,fm,MismatchMatch,poss,Gina admits that Bruce bores,his,4.321603775024414
OneEmbedding,admits,bores,284,284_FF_his,ff,MismatchMismatch,poss,Gina admits that the actress bores,his,5.662789821624756
OneEmbedding,wasn't liking,hadn't annoyed,285,285_MM_him,mm,MatchMatch,obj,Adam wasn't liking that Jerry hadn't annoyed,him,1.3503187894821167
OneEmbedding,wasn't liking,hadn't annoyed,285,285_MF_him,mf,MatchMismatch,obj,Adam wasn't liking that Heidi hadn't annoyed,him,0.8672721982002258
OneEmbedding,wasn't liking,hadn't annoyed,285,285_FM_him,fm,MismatchMatch,obj,Diane wasn't liking that Jerry hadn't annoyed,him,2.9511258602142334
OneEmbedding,wasn't liking,hadn't annoyed,285,285_FF_him,ff,MismatchMismatch,obj,Diane wasn't liking that Heidi hadn't annoyed,him,2.310164213180542
OneEmbedding,wasn't liking,hadn't annoyed,285,285_MM_his,mm,MatchMatch,poss,Adam wasn't liking that Jerry hadn't annoyed,his,5.053366661071777
OneEmbedding,wasn't liking,hadn't annoyed,285,285_MF_his,mf,MatchMismatch,poss,Adam wasn't liking that Heidi hadn't annoyed,his,7.0460004806518555
OneEmbedding,wasn't liking,hadn't annoyed,285,285_FM_his,fm,MismatchMatch,poss,Diane wasn't liking that Jerry hadn't annoyed,his,6.109233856201172
OneEmbedding,wasn't liking,hadn't annoyed,285,285_FF_his,ff,MismatchMismatch,poss,Diane wasn't liking that Heidi hadn't annoyed,his,8.787432670593262
OneEmbedding,imagined,was biting,286,286_MM_him,mm,MatchMatch,obj,Keith imagined that Joel was biting,him,4.105791091918945
OneEmbedding,imagined,was biting,286,286_MF_him,mf,MatchMismatch,obj,Keith imagined that Sandra was biting,him,3.3575453758239746
OneEmbedding,imagined,was biting,286,286_FM_him,fm,MismatchMatch,obj,This wife imagined that Joel was biting,him,3.840238094329834
OneEmbedding,imagined,was biting,286,286_FF_him,ff,MismatchMismatch,obj,This wife imagined that Sandra was biting,him,4.217012405395508
OneEmbedding,imagined,was biting,286,286_MM_his,mm,MatchMatch,poss,Keith imagined that Joel was biting,his,2.274421215057373
OneEmbedding,imagined,was biting,286,286_MF_his,mf,MatchMismatch,poss,Keith imagined that Sandra was biting,his,4.357840538024902
OneEmbedding,imagined,was biting,286,286_FM_his,fm,MismatchMatch,poss,This wife imagined that Joel was biting,his,2.751194477081299
OneEmbedding,imagined,was biting,286,286_FF_his,ff,MismatchMismatch,poss,This wife imagined that Sandra was biting,his,5.600060939788818
OneEmbedding,can't shout,was appreciating,287,287_MM_him,mm,MatchMatch,obj,Joseph can't shout that Robert was appreciating,him,3.983656883239746
OneEmbedding,can't shout,was appreciating,287,287_MF_him,mf,MatchMismatch,obj,Joseph can't shout that Heather was appreciating,him,3.1804399490356445
OneEmbedding,can't shout,was appreciating,287,287_FM_him,fm,MismatchMatch,obj,Patricia can't shout that Robert was appreciating,him,4.843177318572998
OneEmbedding,can't shout,was appreciating,287,287_FF_him,ff,MismatchMismatch,obj,Patricia can't shout that Heather was appreciating,him,4.929378032684326
OneEmbedding,can't shout,was appreciating,287,287_MM_his,mm,MatchMatch,poss,Joseph can't shout that Robert was appreciating,his,2.2992396354675293
OneEmbedding,can't shout,was appreciating,287,287_MF_his,mf,MatchMismatch,poss,Joseph can't shout that Heather was appreciating,his,3.8237266540527344
OneEmbedding,can't shout,was appreciating,287,287_FM_his,fm,MismatchMatch,poss,Patricia can't shout that Robert was appreciating,his,3.1855947971343994
OneEmbedding,can't shout,was appreciating,287,287_FF_his,ff,MismatchMismatch,poss,Patricia can't shout that Heather was appreciating,his,5.75977087020874
OneEmbedding,knows,won't discuss,288,288_MM_him,mm,MatchMatch,obj,Randolf knows that Brian won't discuss,him,6.686202526092529
OneEmbedding,knows,won't discuss,288,288_MF_him,mf,MatchMismatch,obj,Randolf knows that Colleen won't discuss,him,7.288956165313721
OneEmbedding,knows,won't discuss,288,288_FM_him,fm,MismatchMatch,obj,Dawn knows that Brian won't discuss,him,7.111725330352783
OneEmbedding,knows,won't discuss,288,288_FF_him,ff,MismatchMismatch,obj,Dawn knows that Colleen won't discuss,him,8.498968124389648
OneEmbedding,knows,won't discuss,288,288_MM_his,mm,MatchMatch,poss,Randolf knows that Brian won't discuss,his,3.4553937911987305
OneEmbedding,knows,won't discuss,288,288_MF_his,mf,MatchMismatch,poss,Randolf knows that Colleen won't discuss,his,5.1563825607299805
OneEmbedding,knows,won't discuss,288,288_FM_his,fm,MismatchMatch,poss,Dawn knows that Brian won't discuss,his,3.3675777912139893
OneEmbedding,knows,won't discuss,288,288_FF_his,ff,MismatchMismatch,poss,Dawn knows that Colleen won't discuss,his,6.343345642089844
OneEmbedding,has found out,is aiding,289,289_MM_him,mm,MatchMatch,obj,Lawrence has found out that Adam is aiding,him,5.169731616973877
OneEmbedding,has found out,is aiding,289,289_MF_him,mf,MatchMismatch,obj,Lawrence has found out that Anna is aiding,him,4.326539516448975
OneEmbedding,has found out,is aiding,289,289_FM_him,fm,MismatchMatch,obj,Emily has found out that Adam is aiding,him,4.995310306549072
OneEmbedding,has found out,is aiding,289,289_FF_him,ff,MismatchMismatch,obj,Emily has found out that Anna is aiding,him,4.105981349945068
OneEmbedding,has found out,is aiding,289,289_MM_his,mm,MatchMatch,poss,Lawrence has found out that Adam is aiding,his,4.112167835235596
OneEmbedding,has found out,is aiding,289,289_MF_his,mf,MatchMismatch,poss,Lawrence has found out that Anna is aiding,his,6.507037162780762
OneEmbedding,has found out,is aiding,289,289_FM_his,fm,MismatchMatch,poss,Emily has found out that Adam is aiding,his,3.4941797256469727
OneEmbedding,has found out,is aiding,289,289_FF_his,ff,MismatchMismatch,poss,Emily has found out that Anna is aiding,his,6.884780406951904
OneEmbedding,is loving,hates,290,290_MM_him,mm,MatchMatch,obj,Russell is loving that Paul hates,him,2.432309865951538
OneEmbedding,is loving,hates,290,290_MF_him,mf,MatchMismatch,obj,Russell is loving that Nicole hates,him,1.6508325338363647
OneEmbedding,is loving,hates,290,290_FM_him,fm,MismatchMatch,obj,The ex-wife is loving that Paul hates,him,2.4598004817962646
OneEmbedding,is loving,hates,290,290_FF_him,ff,MismatchMismatch,obj,The ex-wife is loving that Nicole hates,him,2.0250117778778076
OneEmbedding,is loving,hates,290,290_MM_his,mm,MatchMatch,poss,Russell is loving that Paul hates,his,4.432867050170898
OneEmbedding,is loving,hates,290,290_MF_his,mf,MatchMismatch,poss,Russell is loving that Nicole hates,his,6.490793228149414
OneEmbedding,is loving,hates,290,290_FM_his,fm,MismatchMatch,poss,The ex-wife is loving that Paul hates,his,5.317959308624268
OneEmbedding,is loving,hates,290,290_FF_his,ff,MismatchMismatch,poss,The ex-wife is loving that Nicole hates,his,7.68078088760376
OneEmbedding,concludes,shakes,291,291_MM_him,mm,MatchMatch,obj,Andrew concludes that Charles shakes,him,6.104549407958984
OneEmbedding,concludes,shakes,291,291_MF_him,mf,MatchMismatch,obj,Andrew concludes that Julia shakes,him,4.702615261077881
OneEmbedding,concludes,shakes,291,291_FM_him,fm,MismatchMatch,obj,Donna concludes that Charles shakes,him,5.563022136688232
OneEmbedding,concludes,shakes,291,291_FF_him,ff,MismatchMismatch,obj,Donna concludes that Julia shakes,him,5.365234851837158
OneEmbedding,concludes,shakes,291,291_MM_his,mm,MatchMatch,poss,Andrew concludes that Charles shakes,his,1.8392256498336792
OneEmbedding,concludes,shakes,291,291_MF_his,mf,MatchMismatch,poss,Andrew concludes that Julia shakes,his,2.5032734870910645
OneEmbedding,concludes,shakes,291,291_FM_his,fm,MismatchMatch,poss,Donna concludes that Charles shakes,his,1.8564194440841675
OneEmbedding,concludes,shakes,291,291_FF_his,ff,MismatchMismatch,poss,Donna concludes that Julia shakes,his,3.5306613445281982
OneEmbedding,asserts,complained about,292,292_MM_him,mm,MatchMatch,obj,Alexander asserts that Steven complained about,him,5.251330375671387
OneEmbedding,asserts,complained about,292,292_MF_him,mf,MatchMismatch,obj,Alexander asserts that Tracy complained about,him,4.692460060119629
OneEmbedding,asserts,complained about,292,292_FM_him,fm,MismatchMatch,obj,Judy asserts that Steven complained about,him,5.316273212432861
OneEmbedding,asserts,complained about,292,292_FF_him,ff,MismatchMismatch,obj,Judy asserts that Tracy complained about,him,4.652713775634766
OneEmbedding,asserts,complained about,292,292_MM_his,mm,MatchMatch,poss,Alexander asserts that Steven complained about,his,3.3259060382843018
OneEmbedding,asserts,complained about,292,292_MF_his,mf,MatchMismatch,poss,Alexander asserts that Tracy complained about,his,3.6558644771575928
OneEmbedding,asserts,complained about,292,292_FM_his,fm,MismatchMatch,poss,Judy asserts that Steven complained about,his,3.1883113384246826
OneEmbedding,asserts,complained about,292,292_FF_his,ff,MismatchMismatch,poss,Judy asserts that Tracy complained about,his,4.145615100860596
OneEmbedding,wouldn't say,knows,293,293_MM_him,mm,MatchMatch,obj,Craig wouldn't say that George knows,him,6.585053443908691
OneEmbedding,wouldn't say,knows,293,293_MF_him,mf,MatchMismatch,obj,Craig wouldn't say that that wife knows,him,5.363838195800781
OneEmbedding,wouldn't say,knows,293,293_FM_him,fm,MismatchMatch,obj,Ruth wouldn't say that George knows,him,6.50889253616333
OneEmbedding,wouldn't say,knows,293,293_FF_him,ff,MismatchMismatch,obj,Ruth wouldn't say that that wife knows,him,5.666138648986816
OneEmbedding,wouldn't say,knows,293,293_MM_his,mm,MatchMatch,poss,Craig wouldn't say that George knows,his,4.949814796447754
OneEmbedding,wouldn't say,knows,293,293_MF_his,mf,MatchMismatch,poss,Craig wouldn't say that that wife knows,his,6.066132545471191
OneEmbedding,wouldn't say,knows,293,293_FM_his,fm,MismatchMatch,poss,Ruth wouldn't say that George knows,his,4.639922618865967
OneEmbedding,wouldn't say,knows,293,293_FF_his,ff,MismatchMismatch,poss,Ruth wouldn't say that that wife knows,his,6.243098258972168
OneEmbedding,hopes,is examining,294,294_MM_him,mm,MatchMatch,obj,The boyfriend hopes that Joseph is examining,him,3.6298582553863525
OneEmbedding,hopes,is examining,294,294_MF_him,mf,MatchMismatch,obj,The boyfriend hopes that Carmen is examining,him,2.966411828994751
OneEmbedding,hopes,is examining,294,294_FM_him,fm,MismatchMatch,obj,Irene hopes that Joseph is examining,him,5.524941444396973
OneEmbedding,hopes,is examining,294,294_FF_him,ff,MismatchMismatch,obj,Irene hopes that Carmen is examining,him,6.77689790725708
OneEmbedding,hopes,is examining,294,294_MM_his,mm,MatchMatch,poss,The boyfriend hopes that Joseph is examining,his,2.310110092163086
OneEmbedding,hopes,is examining,294,294_MF_his,mf,MatchMismatch,poss,The boyfriend hopes that Carmen is examining,his,2.927931785583496
OneEmbedding,hopes,is examining,294,294_FM_his,fm,MismatchMatch,poss,Irene hopes that Joseph is examining,his,2.7537364959716797
OneEmbedding,hopes,is examining,294,294_FF_his,ff,MismatchMismatch,poss,Irene hopes that Carmen is examining,his,4.920652389526367
OneEmbedding,is knowing,will sound like,295,295_MM_him,mm,MatchMatch,obj,This ex-boyfriend is knowing that Brian will sound like,him,4.28225040435791
OneEmbedding,is knowing,will sound like,295,295_MF_him,mf,MatchMismatch,obj,This ex-boyfriend is knowing that Valerie will sound like,him,6.656608581542969
OneEmbedding,is knowing,will sound like,295,295_FM_him,fm,MismatchMatch,obj,Lori is knowing that Brian will sound like,him,5.310159683227539
OneEmbedding,is knowing,will sound like,295,295_FF_him,ff,MismatchMismatch,obj,Lori is knowing that Valerie will sound like,him,8.688408851623535
OneEmbedding,is knowing,will sound like,295,295_MM_his,mm,MatchMatch,poss,This ex-boyfriend is knowing that Brian will sound like,his,4.701249599456787
OneEmbedding,is knowing,will sound like,295,295_MF_his,mf,MatchMismatch,poss,This ex-boyfriend is knowing that Valerie will sound like,his,7.145655632019043
OneEmbedding,is knowing,will sound like,295,295_FM_his,fm,MismatchMatch,poss,Lori is knowing that Brian will sound like,his,4.580337047576904
OneEmbedding,is knowing,will sound like,295,295_FF_his,ff,MismatchMismatch,poss,Lori is knowing that Valerie will sound like,his,8.62162971496582
OneEmbedding,hasn't denied,astounded,296,296_MM_him,mm,MatchMatch,obj,Ronald hasn't denied that Chad astounded,him,1.9453526735305786
OneEmbedding,hasn't denied,astounded,296,296_MF_him,mf,MatchMismatch,obj,Ronald hasn't denied that the grandmother astounded,him,0.9649929404258728
OneEmbedding,hasn't denied,astounded,296,296_FM_him,fm,MismatchMatch,obj,Elizabeth hasn't denied that Chad astounded,him,4.7581467628479
OneEmbedding,hasn't denied,astounded,296,296_FF_him,ff,MismatchMismatch,obj,Elizabeth hasn't denied that the grandmother astounded,him,4.235696315765381
OneEmbedding,hasn't denied,astounded,296,296_MM_his,mm,MatchMatch,poss,Ronald hasn't denied that Chad astounded,his,3.9408469200134277
OneEmbedding,hasn't denied,astounded,296,296_MF_his,mf,MatchMismatch,poss,Ronald hasn't denied that the grandmother astounded,his,4.971434593200684
OneEmbedding,hasn't denied,astounded,296,296_FM_his,fm,MismatchMatch,poss,Elizabeth hasn't denied that Chad astounded,his,6.7751264572143555
OneEmbedding,hasn't denied,astounded,296,296_FF_his,ff,MismatchMismatch,poss,Elizabeth hasn't denied that the grandmother astounded,his,8.3640718460083
OneEmbedding,agrees,hadn't sounded like,297,297_MM_him,mm,MatchMatch,obj,That son agrees that this boy hadn't sounded like,him,2.634939193725586
OneEmbedding,agrees,hadn't sounded like,297,297_MF_him,mf,MatchMismatch,obj,That son agrees that Anne hadn't sounded like,him,4.175960063934326
OneEmbedding,agrees,hadn't sounded like,297,297_FM_him,fm,MismatchMatch,obj,Amy agrees that this boy hadn't sounded like,him,4.59597110748291
OneEmbedding,agrees,hadn't sounded like,297,297_FF_him,ff,MismatchMismatch,obj,Amy agrees that Anne hadn't sounded like,him,8.753652572631836
OneEmbedding,agrees,hadn't sounded like,297,297_MM_his,mm,MatchMatch,poss,That son agrees that this boy hadn't sounded like,his,3.8465335369110107
OneEmbedding,agrees,hadn't sounded like,297,297_MF_his,mf,MatchMismatch,poss,That son agrees that Anne hadn't sounded like,his,6.480924129486084
OneEmbedding,agrees,hadn't sounded like,297,297_FM_his,fm,MismatchMatch,poss,Amy agrees that this boy hadn't sounded like,his,4.192337512969971
OneEmbedding,agrees,hadn't sounded like,297,297_FF_his,ff,MismatchMismatch,poss,Amy agrees that Anne hadn't sounded like,his,10.081072807312012
OneEmbedding,hasn't proposed,was criticizing,298,298_MM_him,mm,MatchMatch,obj,Daniel hasn't proposed that the ex-boyfriend was criticizing,him,2.209838628768921
OneEmbedding,hasn't proposed,was criticizing,298,298_MF_him,mf,MatchMismatch,obj,Daniel hasn't proposed that Tracy was criticizing,him,2.690584421157837
OneEmbedding,hasn't proposed,was criticizing,298,298_FM_him,fm,MismatchMatch,obj,Anna hasn't proposed that the ex-boyfriend was criticizing,him,2.5085909366607666
OneEmbedding,hasn't proposed,was criticizing,298,298_FF_him,ff,MismatchMismatch,obj,Anna hasn't proposed that Tracy was criticizing,him,2.8058114051818848
OneEmbedding,hasn't proposed,was criticizing,298,298_MM_his,mm,MatchMatch,poss,Daniel hasn't proposed that the ex-boyfriend was criticizing,his,3.3005995750427246
OneEmbedding,hasn't proposed,was criticizing,298,298_MF_his,mf,MatchMismatch,poss,Daniel hasn't proposed that Tracy was criticizing,his,4.440118789672852
OneEmbedding,hasn't proposed,was criticizing,298,298_FM_his,fm,MismatchMatch,poss,Anna hasn't proposed that the ex-boyfriend was criticizing,his,3.467412233352661
OneEmbedding,hasn't proposed,was criticizing,298,298_FF_his,ff,MismatchMismatch,poss,Anna hasn't proposed that Tracy was criticizing,his,4.854006767272949
OneEmbedding,hadn't asserting,harmed,299,299_MM_him,mm,MatchMatch,obj,Ronald hadn't asserting that Curtis harmed,him,2.947972059249878
OneEmbedding,hadn't asserting,harmed,299,299_MF_him,mf,MatchMismatch,obj,Ronald hadn't asserting that Veronica harmed,him,1.714271903038025
OneEmbedding,hadn't asserting,harmed,299,299_FM_him,fm,MismatchMatch,obj,Claire hadn't asserting that Curtis harmed,him,3.1584668159484863
OneEmbedding,hadn't asserting,harmed,299,299_FF_him,ff,MismatchMismatch,obj,Claire hadn't asserting that Veronica harmed,him,2.2624337673187256
OneEmbedding,hadn't asserting,harmed,299,299_MM_his,mm,MatchMatch,poss,Ronald hadn't asserting that Curtis harmed,his,3.367180585861206
OneEmbedding,hadn't asserting,harmed,299,299_MF_his,mf,MatchMismatch,poss,Ronald hadn't asserting that Veronica harmed,his,4.291689395904541
OneEmbedding,hadn't asserting,harmed,299,299_FM_his,fm,MismatchMatch,poss,Claire hadn't asserting that Curtis harmed,his,3.3163275718688965
OneEmbedding,hadn't asserting,harmed,299,299_FF_his,ff,MismatchMismatch,poss,Claire hadn't asserting that Veronica harmed,his,4.611062049865723
OneEmbedding,explains,hasn't approached,300,300_MM_him,mm,MatchMatch,obj,Jason explains that Stephen hasn't approached,him,1.9879813194274902
OneEmbedding,explains,hasn't approached,300,300_MF_him,mf,MatchMismatch,obj,Jason explains that this dancer hasn't approached,him,1.9634500741958618
OneEmbedding,explains,hasn't approached,300,300_FM_him,fm,MismatchMatch,obj,That ex-wife explains that Stephen hasn't approached,him,2.6333281993865967
OneEmbedding,explains,hasn't approached,300,300_FF_him,ff,MismatchMismatch,obj,That ex-wife explains that this dancer hasn't approached,him,2.522493839263916
OneEmbedding,explains,hasn't approached,300,300_MM_his,mm,MatchMatch,poss,Jason explains that Stephen hasn't approached,his,3.6900205612182617
OneEmbedding,explains,hasn't approached,300,300_MF_his,mf,MatchMismatch,poss,Jason explains that this dancer hasn't approached,his,4.678277492523193
OneEmbedding,explains,hasn't approached,300,300_FM_his,fm,MismatchMatch,poss,That ex-wife explains that Stephen hasn't approached,his,7.113649368286133
OneEmbedding,explains,hasn't approached,300,300_FF_his,ff,MismatchMismatch,poss,That ex-wife explains that this dancer hasn't approached,his,7.827495098114014
OneEmbedding,hates,won't boast about,301,301_MM_him,mm,MatchMatch,obj,Curtis hates that Andrew won't boast about,him,6.412301540374756
OneEmbedding,hates,won't boast about,301,301_MF_him,mf,MatchMismatch,obj,Curtis hates that Paula won't boast about,him,7.632674694061279
OneEmbedding,hates,won't boast about,301,301_FM_him,fm,MismatchMatch,obj,Stephanie hates that Andrew won't boast about,him,6.5802178382873535
OneEmbedding,hates,won't boast about,301,301_FF_him,ff,MismatchMismatch,obj,Stephanie hates that Paula won't boast about,him,8.529651641845703
OneEmbedding,hates,won't boast about,301,301_MM_his,mm,MatchMatch,poss,Curtis hates that Andrew won't boast about,his,2.137941360473633
OneEmbedding,hates,won't boast about,301,301_MF_his,mf,MatchMismatch,poss,Curtis hates that Paula won't boast about,his,5.234405517578125
OneEmbedding,hates,won't boast about,301,301_FM_his,fm,MismatchMatch,poss,Stephanie hates that Andrew won't boast about,his,2.1431753635406494
OneEmbedding,hates,won't boast about,301,301_FF_his,ff,MismatchMismatch,poss,Stephanie hates that Paula won't boast about,his,6.117337703704834
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_MM_him,mm,MatchMatch,obj,Robert shouldn't demonstrate that Alexander wasn't embarrassing,him,2.1154873371124268
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_MF_him,mf,MatchMismatch,obj,Robert shouldn't demonstrate that Sarah wasn't embarrassing,him,1.63765287399292
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_FM_him,fm,MismatchMatch,obj,Ann shouldn't demonstrate that Alexander wasn't embarrassing,him,2.427523136138916
OneEmbedding,shouldn't demonstrate,wasn't embarrassing,302,302_FF_him,ff,MismatchMismatch,obj,Ann shouldn't demonstrate that Sarah wasn't embarrassing,him,2.256251573562622
