exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
About,could impress,212,212_M_him,m,Match,obj,The report about the father could impress,him,4.98537540435791
About,could impress,212,212_F_him,f,Mismatch,obj,The report about Theresa could impress,him,5.566043853759766
About,could impress,212,212_M_his,m,Match,poss,The report about the father could impress,his,5.71192741394043
About,could impress,212,212_F_his,f,Mismatch,poss,The report about Theresa could impress,his,7.2509565353393555
About,disturbs,213,213_M_him,m,Match,obj,The documentary about the grandson disturbs,him,6.24067497253418
About,disturbs,213,213_F_him,f,Mismatch,obj,The documentary about Samantha disturbs,him,5.581218242645264
About,disturbs,213,213_M_his,m,Match,poss,The documentary about the grandson disturbs,his,5.437503337860107
About,disturbs,213,213_F_his,f,Mismatch,poss,The documentary about Samantha disturbs,his,5.559144973754883
About,wasn't harming,214,214_M_him,m,Match,obj,The commentary about Bradley wasn't harming,him,2.959200859069824
About,wasn't harming,214,214_F_him,f,Mismatch,obj,The commentary about Sally wasn't harming,him,3.462022304534912
About,wasn't harming,214,214_M_his,m,Match,poss,The commentary about Bradley wasn't harming,his,2.7941412925720215
About,wasn't harming,214,214_F_his,f,Mismatch,poss,The commentary about Sally wasn't harming,his,4.902714729309082
About,shouldn't hurt,215,215_M_him,m,Match,obj,The show about Paul shouldn't hurt,him,4.1828999519348145
About,shouldn't hurt,215,215_F_him,f,Mismatch,obj,The show about Nicole shouldn't hurt,him,5.468153953552246
About,shouldn't hurt,215,215_M_his,m,Match,poss,The show about Paul shouldn't hurt,his,4.8698015213012695
About,shouldn't hurt,215,215_F_his,f,Mismatch,poss,The show about Nicole shouldn't hurt,his,6.894440650939941
About,will aid,216,216_M_him,m,Match,obj,The book about Dan will aid,him,4.192874908447266
About,will aid,216,216_F_him,f,Mismatch,obj,The book about Carla will aid,him,6.01140022277832
About,will aid,216,216_M_his,m,Match,poss,The book about Dan will aid,his,5.57955265045166
About,will aid,216,216_F_his,f,Mismatch,poss,The book about Carla will aid,his,7.8279218673706055
About,isn't hurting,217,217_M_him,m,Match,obj,The pamphlet about Guy isn't hurting,him,3.6469521522521973
About,isn't hurting,217,217_F_him,f,Mismatch,obj,The pamphlet about Donna isn't hurting,him,4.244106769561768
About,isn't hurting,217,217_M_his,m,Match,poss,The pamphlet about Guy isn't hurting,his,4.523799419403076
About,isn't hurting,217,217_F_his,f,Mismatch,poss,The pamphlet about Donna isn't hurting,his,6.499712944030762
About,annoyed,218,218_M_him,m,Match,obj,The brochure about Curtis annoyed,him,2.6361947059631348
About,annoyed,218,218_F_him,f,Mismatch,obj,The brochure about Monica annoyed,him,2.6021482944488525
About,annoyed,218,218_M_his,m,Match,poss,The brochure about Curtis annoyed,his,5.3939900398254395
About,annoyed,218,218_F_his,f,Mismatch,poss,The brochure about Monica annoyed,his,6.2242631912231445
About,hasn't alarmed,219,219_M_him,m,Match,obj,The play about Ronald hasn't alarmed,him,3.2799408435821533
About,hasn't alarmed,219,219_F_him,f,Mismatch,obj,The play about Bethany hasn't alarmed,him,3.6710188388824463
About,hasn't alarmed,219,219_M_his,m,Match,poss,The play about Ronald hasn't alarmed,his,6.536954402923584
About,hasn't alarmed,219,219_F_his,f,Mismatch,poss,The play about Bethany hasn't alarmed,his,7.76917028427124
About,might stun,220,220_M_him,m,Match,obj,The movie about Kevin might stun,him,3.9713242053985596
About,might stun,220,220_F_him,f,Mismatch,obj,The movie about this waitress might stun,him,5.114604949951172
About,might stun,220,220_M_his,m,Match,poss,The movie about Kevin might stun,his,6.2613983154296875
About,might stun,220,220_F_his,f,Mismatch,poss,The movie about this waitress might stun,his,8.154052734375
About,overwhelms,221,221_M_him,m,Match,obj,The newspaper article about Bradley overwhelms,him,3.4281327724456787
About,overwhelms,221,221_F_him,f,Mismatch,obj,The newspaper article about Danielle overwhelms,him,3.7658236026763916
About,overwhelms,221,221_M_his,m,Match,poss,The newspaper article about Bradley overwhelms,his,4.291343688964844
About,overwhelms,221,221_F_his,f,Mismatch,poss,The newspaper article about Danielle overwhelms,his,4.808001518249512
About,impressed,222,222_M_him,m,Match,obj,The story about the father impressed,him,3.71435284614563
About,impressed,222,222_F_him,f,Mismatch,obj,The story about Sheila impressed,him,4.0259809494018555
About,impressed,222,222_M_his,m,Match,poss,The story about the father impressed,his,6.142175197601318
About,impressed,222,222_F_his,f,Mismatch,poss,The story about Sheila impressed,his,7.73042106628418
About,does underwhelm,223,223_M_him,m,Match,obj,The essay about Brian does underwhelm,him,6.29245662689209
About,does underwhelm,223,223_F_him,f,Mismatch,obj,The essay about Melissa does underwhelm,him,7.626315116882324
About,does underwhelm,223,223_M_his,m,Match,poss,The essay about Brian does underwhelm,his,8.642789840698242
About,does underwhelm,223,223_F_his,f,Mismatch,poss,The essay about Melissa does underwhelm,his,10.777518272399902
About,aided,224,224_M_him,m,Match,obj,The report about Roger aided,him,3.8417937755584717
About,aided,224,224_F_him,f,Mismatch,obj,The report about this granddaughter aided,him,4.011000156402588
About,aided,224,224_M_his,m,Match,poss,The report about Roger aided,his,4.769567489624023
About,aided,224,224_F_his,f,Mismatch,poss,The report about this granddaughter aided,his,5.873166084289551
About,hasn't impressed,225,225_M_him,m,Match,obj,The documentary about Peter hasn't impressed,him,4.605992794036865
About,hasn't impressed,225,225_F_him,f,Mismatch,obj,The documentary about Vanessa hasn't impressed,him,4.644427299499512
About,hasn't impressed,225,225_M_his,m,Match,poss,The documentary about Peter hasn't impressed,his,7.764358043670654
About,hasn't impressed,225,225_F_his,f,Mismatch,poss,The documentary about Vanessa hasn't impressed,his,8.872747421264648
About,confuses,226,226_M_him,m,Match,obj,The commentary about Phillip confuses,him,7.261795997619629
About,confuses,226,226_F_him,f,Mismatch,obj,The commentary about this sister confuses,him,7.1008734703063965
About,confuses,226,226_M_his,m,Match,poss,The commentary about Phillip confuses,his,4.744857311248779
About,confuses,226,226_F_his,f,Mismatch,poss,The commentary about this sister confuses,his,7.59089994430542
About,might astound,227,227_M_him,m,Match,obj,The show about Roger might astound,him,4.149167060852051
About,might astound,227,227_F_him,f,Mismatch,obj,The show about Sabrina might astound,him,4.529262542724609
About,might astound,227,227_M_his,m,Match,poss,The show about Roger might astound,his,7.409192085266113
About,might astound,227,227_F_his,f,Mismatch,poss,The show about Sabrina might astound,his,8.603578567504883
About,bothers,228,228_M_him,m,Match,obj,The book about Brett bothers,him,4.396267414093018
About,bothers,228,228_F_him,f,Mismatch,obj,The book about Susan bothers,him,4.704556941986084
About,bothers,228,228_M_his,m,Match,poss,The book about Brett bothers,his,7.276333332061768
About,bothers,228,228_F_his,f,Mismatch,poss,The book about Susan bothers,his,8.938481330871582
About,overwhelms,229,229_M_him,m,Match,obj,The pamphlet about Matt overwhelms,him,4.76121187210083
About,overwhelms,229,229_F_him,f,Mismatch,obj,The pamphlet about Beth overwhelms,him,4.480024814605713
About,overwhelms,229,229_M_his,m,Match,poss,The pamphlet about Matt overwhelms,his,4.264080047607422
About,overwhelms,229,229_F_his,f,Mismatch,poss,The pamphlet about Beth overwhelms,his,5.098940849304199
About,wasn't disturbing,230,230_M_him,m,Match,obj,The brochure about Jeffrey wasn't disturbing,him,6.057437419891357
About,wasn't disturbing,230,230_F_him,f,Mismatch,obj,The brochure about Marie wasn't disturbing,him,6.595680236816406
About,wasn't disturbing,230,230_M_his,m,Match,poss,The brochure about Jeffrey wasn't disturbing,his,8.001958847045898
About,wasn't disturbing,230,230_F_his,f,Mismatch,poss,The brochure about Marie wasn't disturbing,his,8.777132987976074
About,hasn't shocked,231,231_M_him,m,Match,obj,The play about Carl hasn't shocked,him,4.229671001434326
About,hasn't shocked,231,231_F_him,f,Mismatch,obj,The play about Suzanne hasn't shocked,him,4.716883659362793
About,hasn't shocked,231,231_M_his,m,Match,poss,The play about Carl hasn't shocked,his,7.921365261077881
About,hasn't shocked,231,231_F_his,f,Mismatch,poss,The play about Suzanne hasn't shocked,his,9.80378246307373
About,shocks,232,232_M_him,m,Match,obj,The movie about Noah shocks,him,5.611994743347168
About,shocks,232,232_F_him,f,Mismatch,obj,The movie about Colleen shocks,him,5.372633457183838
About,shocks,232,232_M_his,m,Match,poss,The movie about Noah shocks,his,6.34940767288208
About,shocks,232,232_F_his,f,Mismatch,poss,The movie about Colleen shocks,his,6.68275260925293
About,hadn't disgusted,233,233_M_him,m,Match,obj,The newspaper article about Scott hadn't disgusted,him,1.4759271144866943
About,hadn't disgusted,233,233_F_him,f,Mismatch,obj,The newspaper article about Jane hadn't disgusted,him,1.6817408800125122
About,hadn't disgusted,233,233_M_his,m,Match,poss,The newspaper article about Scott hadn't disgusted,his,5.551105499267578
About,hadn't disgusted,233,233_F_his,f,Mismatch,poss,The newspaper article about Jane hadn't disgusted,his,6.381564617156982
About,wasn't stunning,234,234_M_him,m,Match,obj,The story about Timothy wasn't stunning,him,11.936383247375488
About,wasn't stunning,234,234_F_him,f,Mismatch,obj,The story about Heather wasn't stunning,him,13.068556785583496
About,wasn't stunning,234,234_M_his,m,Match,poss,The story about Timothy wasn't stunning,his,13.582987785339355
About,wasn't stunning,234,234_F_his,f,Mismatch,poss,The story about Heather wasn't stunning,his,14.599020957946777
About,could hinder,235,235_M_him,m,Match,obj,The essay about the grandson could hinder,him,3.8306190967559814
About,could hinder,235,235_F_him,f,Mismatch,obj,The essay about Martha could hinder,him,3.9508941173553467
About,could hinder,235,235_M_his,m,Match,poss,The essay about the grandson could hinder,his,3.4520914554595947
About,could hinder,235,235_F_his,f,Mismatch,poss,The essay about Martha could hinder,his,4.448433876037598
About,did impress,236,236_M_him,m,Match,obj,The report about Stephen did impress,him,3.872391700744629
About,did impress,236,236_F_him,f,Mismatch,obj,The report about this mother did impress,him,4.221879482269287
About,did impress,236,236_M_his,m,Match,poss,The report about Stephen did impress,his,6.774188995361328
About,did impress,236,236_F_his,f,Mismatch,poss,The report about this mother did impress,his,7.841247081756592
About,can embarrass,237,237_M_him,m,Match,obj,The documentary about Walter can embarrass,him,3.645812749862671
About,can embarrass,237,237_F_him,f,Mismatch,obj,The documentary about Jodi can embarrass,him,5.717574119567871
About,can embarrass,237,237_M_his,m,Match,poss,The documentary about Walter can embarrass,his,5.1419997215271
About,can embarrass,237,237_F_his,f,Mismatch,poss,The documentary about Jodi can embarrass,his,7.1414289474487305
About,has distracted,238,238_M_him,m,Match,obj,The commentary about Bill has distracted,him,5.543230056762695
About,has distracted,238,238_F_him,f,Mismatch,obj,The commentary about Lori has distracted,him,6.1495771408081055
About,has distracted,238,238_M_his,m,Match,poss,The commentary about Bill has distracted,his,7.7392706871032715
About,has distracted,238,238_F_his,f,Mismatch,poss,The commentary about Lori has distracted,his,8.82811450958252
About,is overwhelming,239,239_M_him,m,Match,obj,The show about that man is overwhelming,him,10.176844596862793
About,is overwhelming,239,239_F_him,f,Mismatch,obj,The show about Anne is overwhelming,him,10.959880828857422
About,is overwhelming,239,239_M_his,m,Match,poss,The show about that man is overwhelming,his,9.791321754455566
About,is overwhelming,239,239_F_his,f,Mismatch,poss,The show about Anne is overwhelming,his,12.700702667236328
About,annoys,240,240_M_him,m,Match,obj,The book about the ex-husband annoys,him,4.622749328613281
About,annoys,240,240_F_him,f,Mismatch,obj,The book about Colleen annoys,him,5.8495073318481445
About,annoys,240,240_M_his,m,Match,poss,The book about the ex-husband annoys,his,7.433881759643555
About,annoys,240,240_F_his,f,Mismatch,poss,The book about Colleen annoys,his,10.607460975646973
About,wasn't confusing,241,241_M_him,m,Match,obj,The pamphlet about Alan wasn't confusing,him,6.534420013427734
About,wasn't confusing,241,241_F_him,f,Mismatch,obj,The pamphlet about Rebecca wasn't confusing,him,7.468169212341309
About,wasn't confusing,241,241_M_his,m,Match,poss,The pamphlet about Alan wasn't confusing,his,9.552391052246094
About,wasn't confusing,241,241_F_his,f,Mismatch,poss,The pamphlet about Rebecca wasn't confusing,his,11.107076644897461
About,has astounded,242,242_M_him,m,Match,obj,The brochure about Brad has astounded,him,5.246611595153809
About,has astounded,242,242_F_him,f,Mismatch,obj,The brochure about Lisa has astounded,him,5.456961154937744
About,has astounded,242,242_M_his,m,Match,poss,The brochure about Brad has astounded,his,9.020257949829102
About,has astounded,242,242_F_his,f,Mismatch,poss,The brochure about Lisa has astounded,his,9.965279579162598
About,scares,243,243_M_him,m,Match,obj,The play about Dennis scares,him,3.810551404953003
About,scares,243,243_F_him,f,Mismatch,obj,The play about Ellen scares,him,3.852762222290039
About,scares,243,243_M_his,m,Match,poss,The play about Dennis scares,his,6.451125621795654
About,scares,243,243_F_his,f,Mismatch,poss,The play about Ellen scares,his,7.80019474029541
About,confused,244,244_M_him,m,Match,obj,The movie about Brad confused,him,3.9998719692230225
About,confused,244,244_F_him,f,Mismatch,obj,The movie about Veronica confused,him,2.9759325981140137
About,confused,244,244_M_his,m,Match,poss,The movie about Brad confused,his,5.1045026779174805
About,confused,244,244_F_his,f,Mismatch,poss,The movie about Veronica confused,his,5.881246566772461
About,didn't hinder,245,245_M_him,m,Match,obj,The newspaper article about Rodney didn't hinder,him,3.0829946994781494
About,didn't hinder,245,245_F_him,f,Mismatch,obj,The newspaper article about Laurie didn't hinder,him,3.6578519344329834
About,didn't hinder,245,245_M_his,m,Match,poss,The newspaper article about Rodney didn't hinder,his,2.720550537109375
About,didn't hinder,245,245_F_his,f,Mismatch,poss,The newspaper article about Laurie didn't hinder,his,3.332533597946167
About,wasn't disgusting,246,246_M_him,m,Match,obj,The story about Walter wasn't disgusting,him,11.598929405212402
About,wasn't disgusting,246,246_F_him,f,Mismatch,obj,The story about Vanessa wasn't disgusting,him,13.343027114868164
About,wasn't disgusting,246,246_M_his,m,Match,poss,The story about Walter wasn't disgusting,his,13.497092247009277
About,wasn't disgusting,246,246_F_his,f,Mismatch,poss,The story about Vanessa wasn't disgusting,his,15.5848388671875
About,isn't embarrassing,247,247_M_him,m,Match,obj,The essay about Derek isn't embarrassing,him,9.231037139892578
About,isn't embarrassing,247,247_F_him,f,Mismatch,obj,The essay about Florence isn't embarrassing,him,10.401771545410156
About,isn't embarrassing,247,247_M_his,m,Match,poss,The essay about Derek isn't embarrassing,his,11.064900398254395
About,isn't embarrassing,247,247_F_his,f,Mismatch,poss,The essay about Florence isn't embarrassing,his,12.583962440490723
About,can't overwhelm,248,248_M_him,m,Match,obj,The report about John can't overwhelm,him,3.778292417526245
About,can't overwhelm,248,248_F_him,f,Mismatch,obj,The report about Emily can't overwhelm,him,5.207127571105957
About,can't overwhelm,248,248_M_his,m,Match,poss,The report about John can't overwhelm,his,5.306623458862305
About,can't overwhelm,248,248_F_his,f,Mismatch,poss,The report about Emily can't overwhelm,his,7.457691669464111
About,wasn't astounding,249,249_M_him,m,Match,obj,The documentary about Alexander wasn't astounding,him,13.276308059692383
About,wasn't astounding,249,249_F_him,f,Mismatch,obj,The documentary about Tamara wasn't astounding,him,13.751005172729492
About,wasn't astounding,249,249_M_his,m,Match,poss,The documentary about Alexander wasn't astounding,his,14.661661148071289
About,wasn't astounding,249,249_F_his,f,Mismatch,poss,The documentary about Tamara wasn't astounding,his,15.188347816467285
About,disgusts,250,250_M_him,m,Match,obj,The commentary about that guy disgusts,him,6.437290668487549
About,disgusts,250,250_F_him,f,Mismatch,obj,The commentary about Angela disgusts,him,4.54140043258667
About,disgusts,250,250_M_his,m,Match,poss,The commentary about that guy disgusts,his,8.23017406463623
About,disgusts,250,250_F_his,f,Mismatch,poss,The commentary about Angela disgusts,his,8.234904289245605
About,is embarrassing,251,251_M_him,m,Match,obj,The show about the boy is embarrassing,him,7.573980808258057
About,is embarrassing,251,251_F_him,f,Mismatch,obj,The show about Kendra is embarrassing,him,8.914544105529785
About,is embarrassing,251,251_M_his,m,Match,poss,The show about the boy is embarrassing,his,9.988178253173828
About,is embarrassing,251,251_F_his,f,Mismatch,poss,The show about Kendra is embarrassing,his,11.481853485107422
About,embarrasses,252,252_M_him,m,Match,obj,The book about Kenneth embarrasses,him,3.821303367614746
About,embarrasses,252,252_F_him,f,Mismatch,obj,The book about Cynthia embarrasses,him,4.304152488708496
About,embarrasses,252,252_M_his,m,Match,poss,The book about Kenneth embarrasses,his,4.599826335906982
About,embarrasses,252,252_F_his,f,Mismatch,poss,The book about Cynthia embarrasses,his,7.072183609008789
About,couldn't disgust,253,253_M_him,m,Match,obj,The pamphlet about Bill couldn't disgust,him,3.1846776008605957
About,couldn't disgust,253,253_F_him,f,Mismatch,obj,The pamphlet about Laura couldn't disgust,him,2.964324474334717
About,couldn't disgust,253,253_M_his,m,Match,poss,The pamphlet about Bill couldn't disgust,his,6.724750518798828
About,couldn't disgust,253,253_F_his,f,Mismatch,poss,The pamphlet about Laura couldn't disgust,his,7.072621822357178
About,won't confuse,254,254_M_him,m,Match,obj,The brochure about the husband won't confuse,him,4.001008987426758
About,won't confuse,254,254_F_him,f,Mismatch,obj,The brochure about Heather won't confuse,him,4.901040554046631
About,won't confuse,254,254_M_his,m,Match,poss,The brochure about the husband won't confuse,his,5.7384514808654785
About,won't confuse,254,254_F_his,f,Mismatch,poss,The brochure about Heather won't confuse,his,7.787668228149414
About,should hinder,255,255_M_him,m,Match,obj,The play about Theodore should hinder,him,2.772486448287964
About,should hinder,255,255_F_him,f,Mismatch,obj,The play about Veronica should hinder,him,3.4218342304229736
About,should hinder,255,255_M_his,m,Match,poss,The play about Theodore should hinder,his,2.998843193054199
About,should hinder,255,255_F_his,f,Mismatch,poss,The play about Veronica should hinder,his,4.404018402099609
About,hasn't harmed,256,256_M_him,m,Match,obj,The movie about the ex-husband hasn't harmed,him,3.739596128463745
About,hasn't harmed,256,256_F_him,f,Mismatch,obj,The movie about Sheila hasn't harmed,him,4.574952602386475
About,hasn't harmed,256,256_M_his,m,Match,poss,The movie about the ex-husband hasn't harmed,his,3.1455671787261963
About,hasn't harmed,256,256_F_his,f,Mismatch,poss,The movie about Sheila hasn't harmed,his,6.717062950134277
About,might aggravate,257,257_M_him,m,Match,obj,The newspaper article about Dan might aggravate,him,4.4683003425598145
About,might aggravate,257,257_F_him,f,Mismatch,obj,The newspaper article about Claire might aggravate,him,6.046253681182861
About,might aggravate,257,257_M_his,m,Match,poss,The newspaper article about Dan might aggravate,his,3.1492161750793457
About,might aggravate,257,257_F_his,f,Mismatch,poss,The newspaper article about Claire might aggravate,his,4.104400157928467
About,hindered,258,258_M_him,m,Match,obj,The story about Rodney hindered,him,3.7376692295074463
About,hindered,258,258_F_him,f,Mismatch,obj,The story about Melanie hindered,him,4.238221168518066
About,hindered,258,258_M_his,m,Match,poss,The story about Rodney hindered,his,3.096116304397583
About,hindered,258,258_F_his,f,Mismatch,poss,The story about Melanie hindered,his,4.389836311340332
About,has impressed,259,259_M_him,m,Match,obj,The essay about Curtis has impressed,him,6.167997360229492
About,has impressed,259,259_F_him,f,Mismatch,obj,The essay about Christine has impressed,him,7.136569499969482
About,has impressed,259,259_M_his,m,Match,poss,The essay about Curtis has impressed,his,8.489670753479004
About,has impressed,259,259_F_his,f,Mismatch,poss,The essay about Christine has impressed,his,9.738337516784668
About,hasn't stunned,260,260_M_him,m,Match,obj,The report about this ex-boyfriend hasn't stunned,him,4.512836933135986
About,hasn't stunned,260,260_F_him,f,Mismatch,obj,The report about Alice hasn't stunned,him,3.797489643096924
About,hasn't stunned,260,260_M_his,m,Match,poss,The report about this ex-boyfriend hasn't stunned,his,7.189264297485352
About,hasn't stunned,260,260_F_his,f,Mismatch,poss,The report about Alice hasn't stunned,his,7.584096908569336
About,didn't upset,261,261_M_him,m,Match,obj,The documentary about that guy didn't upset,him,3.468674659729004
About,didn't upset,261,261_F_him,f,Mismatch,obj,The documentary about Sandra didn't upset,him,2.617565631866455
About,didn't upset,261,261_M_his,m,Match,poss,The documentary about that guy didn't upset,his,5.8007493019104
About,didn't upset,261,261_F_his,f,Mismatch,poss,The documentary about Sandra didn't upset,his,6.415148735046387
About,hasn't aggravated,262,262_M_him,m,Match,obj,The commentary about Martin hasn't aggravated,him,4.773413181304932
About,hasn't aggravated,262,262_F_him,f,Mismatch,obj,The commentary about this waitress hasn't aggravated,him,5.202270984649658
About,hasn't aggravated,262,262_M_his,m,Match,poss,The commentary about Martin hasn't aggravated,his,2.750472068786621
About,hasn't aggravated,262,262_F_his,f,Mismatch,poss,The commentary about this waitress hasn't aggravated,his,4.676113128662109
About,disturbed,263,263_M_him,m,Match,obj,The show about Randolf disturbed,him,4.107248306274414
About,disturbed,263,263_F_him,f,Mismatch,obj,The show about Ann disturbed,him,3.7615487575531006
About,disturbed,263,263_M_his,m,Match,poss,The show about Randolf disturbed,his,4.270025253295898
About,disturbed,263,263_F_his,f,Mismatch,poss,The show about Ann disturbed,his,5.186304092407227
About,alarms,264,264_M_him,m,Match,obj,The book about this husband alarms,him,4.244046688079834
About,alarms,264,264_F_him,f,Mismatch,obj,The book about Diane alarms,him,6.171146869659424
About,alarms,264,264_M_his,m,Match,poss,The book about this husband alarms,his,6.920133113861084
About,alarms,264,264_F_his,f,Mismatch,poss,The book about Diane alarms,his,8.269623756408691
About,hasn't overwhelmed,265,265_M_him,m,Match,obj,The pamphlet about this man hasn't overwhelmed,him,5.514299392700195
About,hasn't overwhelmed,265,265_F_him,f,Mismatch,obj,The pamphlet about Rachel hasn't overwhelmed,him,5.154285907745361
About,hasn't overwhelmed,265,265_M_his,m,Match,poss,The pamphlet about this man hasn't overwhelmed,his,6.751094818115234
About,hasn't overwhelmed,265,265_F_his,f,Mismatch,poss,The pamphlet about Rachel hasn't overwhelmed,his,7.587131977081299
About,will harm,266,266_M_him,m,Match,obj,The brochure about Noah will harm,him,4.891800880432129
About,will harm,266,266_F_him,f,Mismatch,obj,The brochure about Donna will harm,him,5.850307464599609
About,will harm,266,266_M_his,m,Match,poss,The brochure about Noah will harm,his,4.283037185668945
About,will harm,266,266_F_his,f,Mismatch,poss,The brochure about Donna will harm,his,5.78849983215332
About,hadn't bored,267,267_M_him,m,Match,obj,The play about Jerry hadn't bored,him,2.438469171524048
About,hadn't bored,267,267_F_him,f,Mismatch,obj,The play about Samantha hadn't bored,him,2.4883956909179688
About,hadn't bored,267,267_M_his,m,Match,poss,The play about Jerry hadn't bored,his,6.03657865524292
About,hadn't bored,267,267_F_his,f,Mismatch,poss,The play about Samantha hadn't bored,his,7.899425983428955
About,is confusing,268,268_M_him,m,Match,obj,The movie about Jason is confusing,him,6.632069110870361
About,is confusing,268,268_F_him,f,Mismatch,obj,The movie about Natalie is confusing,him,7.2447710037231445
About,is confusing,268,268_M_his,m,Match,poss,The movie about Jason is confusing,his,9.805829048156738
About,is confusing,268,268_F_his,f,Mismatch,poss,The movie about Natalie is confusing,his,10.321184158325195
About,hasn't scared,269,269_M_him,m,Match,obj,The newspaper article about Mitchell hasn't scared,him,2.992805004119873
About,hasn't scared,269,269_F_him,f,Mismatch,obj,The newspaper article about Susan hasn't scared,him,3.524851083755493
About,hasn't scared,269,269_M_his,m,Match,poss,The newspaper article about Mitchell hasn't scared,his,7.034512519836426
About,hasn't scared,269,269_F_his,f,Mismatch,poss,The newspaper article about Susan hasn't scared,his,8.641823768615723
About,aided,270,270_M_him,m,Match,obj,The story about Benjamin aided,him,3.171064853668213
About,aided,270,270_F_him,f,Mismatch,obj,The story about Jill aided,him,3.6184656620025635
About,aided,270,270_M_his,m,Match,poss,The story about Benjamin aided,his,4.014207363128662
About,aided,270,270_F_his,f,Mismatch,poss,The story about Jill aided,his,5.291825771331787
About,aids,271,271_M_him,m,Match,obj,The essay about this boyfriend aids,him,4.33574104309082
About,aids,271,271_F_him,f,Mismatch,obj,The essay about Denise aids,him,4.434424877166748
About,aids,271,271_M_his,m,Match,poss,The essay about this boyfriend aids,his,4.916113376617432
About,aids,271,271_F_his,f,Mismatch,poss,The essay about Denise aids,his,5.560863494873047
About,annoys,272,272_M_him,m,Match,obj,The report about Bruce annoys,him,4.789848327636719
About,annoys,272,272_F_him,f,Mismatch,obj,The report about Sally annoys,him,4.89455509185791
About,annoys,272,272_M_his,m,Match,poss,The report about Bruce annoys,his,7.637145519256592
About,annoys,272,272_F_his,f,Mismatch,poss,The report about Sally annoys,his,10.23575210571289
About,isn't hurting,273,273_M_him,m,Match,obj,The documentary about this husband isn't hurting,him,3.7900900840759277
About,isn't hurting,273,273_F_him,f,Mismatch,obj,The documentary about this wife isn't hurting,him,4.226116180419922
About,isn't hurting,273,273_M_his,m,Match,poss,The documentary about this husband isn't hurting,his,3.597594976425171
About,isn't hurting,273,273_F_his,f,Mismatch,poss,The documentary about this wife isn't hurting,his,6.351078510284424
About,isn't helping,274,274_M_him,m,Match,obj,The commentary about Stephen isn't helping,him,3.883084774017334
About,isn't helping,274,274_F_him,f,Mismatch,obj,The commentary about Brenda isn't helping,him,3.7806413173675537
About,isn't helping,274,274_M_his,m,Match,poss,The commentary about Stephen isn't helping,his,6.023617744445801
About,isn't helping,274,274_F_his,f,Mismatch,poss,The commentary about Brenda isn't helping,his,6.749212741851807
About,confuses,275,275_M_him,m,Match,obj,The show about Derek confuses,him,5.596883773803711
About,confuses,275,275_F_him,f,Mismatch,obj,The show about Cindy confuses,him,6.581520080566406
About,confuses,275,275_M_his,m,Match,poss,The show about Derek confuses,his,4.501054763793945
About,confuses,275,275_F_his,f,Mismatch,poss,The show about Cindy confuses,his,7.571662902832031
About,isn't shocking,276,276_M_him,m,Match,obj,The book about Walter isn't shocking,him,11.910634994506836
About,isn't shocking,276,276_F_him,f,Mismatch,obj,The book about Elaine isn't shocking,him,13.02575969696045
About,isn't shocking,276,276_M_his,m,Match,poss,The book about Walter isn't shocking,his,13.21756649017334
About,isn't shocking,276,276_F_his,f,Mismatch,poss,The book about Elaine isn't shocking,his,14.448559761047363
About,won't scare,277,277_M_him,m,Match,obj,The pamphlet about Bruce won't scare,him,4.841023921966553
About,won't scare,277,277_F_him,f,Mismatch,obj,The pamphlet about Alice won't scare,him,5.113731384277344
About,won't scare,277,277_M_his,m,Match,poss,The pamphlet about Bruce won't scare,his,7.624094009399414
About,won't scare,277,277_F_his,f,Mismatch,poss,The pamphlet about Alice won't scare,his,8.932243347167969
About,was worrying,278,278_M_him,m,Match,obj,The brochure about Douglas was worrying,him,4.099953651428223
About,was worrying,278,278_F_him,f,Mismatch,obj,The brochure about Judy was worrying,him,4.221109390258789
About,was worrying,278,278_M_his,m,Match,poss,The brochure about Douglas was worrying,his,6.636528968811035
About,was worrying,278,278_F_his,f,Mismatch,poss,The brochure about Judy was worrying,his,7.352789402008057
About,could disgust,279,279_M_him,m,Match,obj,The play about Benjamin could disgust,him,3.652289628982544
About,could disgust,279,279_F_him,f,Mismatch,obj,The play about Ella could disgust,him,3.7186288833618164
About,could disgust,279,279_M_his,m,Match,poss,The play about Benjamin could disgust,his,5.680378437042236
About,could disgust,279,279_F_his,f,Mismatch,poss,The play about Ella could disgust,his,7.109846115112305
About,has aggravated,280,280_M_him,m,Match,obj,The movie about Alan has aggravated,him,5.834026336669922
About,has aggravated,280,280_F_him,f,Mismatch,obj,The movie about Bethany has aggravated,him,6.756017684936523
About,has aggravated,280,280_M_his,m,Match,poss,The movie about Alan has aggravated,his,3.1938164234161377
About,has aggravated,280,280_F_his,f,Mismatch,poss,The movie about Bethany has aggravated,his,4.6796793937683105
About,couldn't hurt,281,281_M_him,m,Match,obj,The newspaper article about Jerry couldn't hurt,him,4.746726036071777
About,couldn't hurt,281,281_F_him,f,Mismatch,obj,The newspaper article about Holly couldn't hurt,him,5.5188093185424805
About,couldn't hurt,281,281_M_his,m,Match,poss,The newspaper article about Jerry couldn't hurt,his,5.439754962921143
About,couldn't hurt,281,281_F_his,f,Mismatch,poss,The newspaper article about Holly couldn't hurt,his,6.5812296867370605
About,has annoyed,282,282_M_him,m,Match,obj,The story about Larry has annoyed,him,4.5310258865356445
