exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,model,surp
About,would shock,345,345_F_him,f,Mismatch,obj,The documentary about Eva would shock,him,gpt-neo-2.7B,5.954666614532471
About,would shock,345,345_M_his,m,Match,poss,The documentary about Joseph would shock,his,gpt-neo-2.7B,6.247148036956787
About,would shock,345,345_F_his,f,Mismatch,poss,The documentary about Eva would shock,his,gpt-neo-2.7B,7.474206447601318
About,underwhelms,346,346_M_him,m,Match,obj,The commentary about John underwhelms,him,gpt-neo-2.7B,8.757354736328125
About,underwhelms,346,346_F_him,f,Mismatch,obj,The commentary about Janice underwhelms,him,gpt-neo-2.7B,9.399129867553713
About,underwhelms,346,346_M_his,m,Match,poss,The commentary about John underwhelms,his,gpt-neo-2.7B,9.663654327392578
About,underwhelms,346,346_F_his,f,Mismatch,poss,The commentary about Janice underwhelms,his,gpt-neo-2.7B,11.314264297485352
About,would disturb,347,347_M_him,m,Match,obj,The show about Craig would disturb,him,gpt-neo-2.7B,3.600094795227051
About,would disturb,347,347_F_him,f,Mismatch,obj,The show about Cheryl would disturb,him,gpt-neo-2.7B,4.123611927032471
About,would disturb,347,347_M_his,m,Match,poss,The show about Craig would disturb,his,gpt-neo-2.7B,5.284727573394775
About,would disturb,347,347_F_his,f,Mismatch,poss,The show about Cheryl would disturb,his,gpt-neo-2.7B,6.122873783111572
About,is harming,348,348_M_him,m,Match,obj,The book about Bruce is harming,him,gpt-neo-2.7B,4.1924967765808105
About,is harming,348,348_F_him,f,Mismatch,obj,The book about Carolyn is harming,him,gpt-neo-2.7B,5.494822978973389
About,is harming,348,348_M_his,m,Match,poss,The book about Bruce is harming,his,gpt-neo-2.7B,3.848207473754883
About,is harming,348,348_F_his,f,Mismatch,poss,The book about Carolyn is harming,his,gpt-neo-2.7B,5.743696689605713
About,disgusted,349,349_M_him,m,Match,obj,The pamphlet about Thomas disgusted,him,gpt-neo-2.7B,2.280273914337158
About,disgusted,349,349_F_him,f,Mismatch,obj,The pamphlet about this dancer disgusted,him,gpt-neo-2.7B,3.194709539413452
About,disgusted,349,349_M_his,m,Match,poss,The pamphlet about Thomas disgusted,his,gpt-neo-2.7B,5.926463127136231
About,disgusted,349,349_F_his,f,Mismatch,poss,The pamphlet about this dancer disgusted,his,gpt-neo-2.7B,7.199831485748291
About,shocks,350,350_M_him,m,Match,obj,The brochure about John shocks,him,gpt-neo-2.7B,4.035417556762695
About,shocks,350,350_F_him,f,Mismatch,obj,The brochure about Stacy shocks,him,gpt-neo-2.7B,4.316417694091797
About,shocks,350,350_M_his,m,Match,poss,The brochure about John shocks,his,gpt-neo-2.7B,6.864919185638428
About,shocks,350,350_F_his,f,Mismatch,poss,The brochure about Stacy shocks,his,gpt-neo-2.7B,7.726197242736816
About,isn't worrying,351,351_M_him,m,Match,obj,The play about Joel isn't worrying,him,gpt-neo-2.7B,6.185389518737793
About,isn't worrying,351,351_F_him,f,Mismatch,obj,The play about this dancer isn't worrying,him,gpt-neo-2.7B,6.857240676879883
About,isn't worrying,351,351_M_his,m,Match,poss,The play about Joel isn't worrying,his,gpt-neo-2.7B,8.647003173828125
About,isn't worrying,351,351_F_his,f,Mismatch,poss,The play about this dancer isn't worrying,his,gpt-neo-2.7B,9.298293113708496
About,had stunned,352,352_M_him,m,Match,obj,The movie about Travis had stunned,him,gpt-neo-2.7B,3.4728922843933105
About,had stunned,352,352_F_him,f,Mismatch,obj,The movie about Nina had stunned,him,gpt-neo-2.7B,4.015870571136475
About,had stunned,352,352_M_his,m,Match,poss,The movie about Travis had stunned,his,gpt-neo-2.7B,6.119445323944092
About,had stunned,352,352_F_his,f,Mismatch,poss,The movie about Nina had stunned,his,gpt-neo-2.7B,7.114022254943848
About,is distracting,353,353_M_him,m,Match,obj,The newspaper article about Todd is distracting,him,gpt-neo-2.7B,6.871687889099121
About,is distracting,353,353_F_him,f,Mismatch,obj,The newspaper article about Carrie is distracting,him,gpt-neo-2.7B,7.541746139526367
About,is distracting,353,353_M_his,m,Match,poss,The newspaper article about Todd is distracting,his,gpt-neo-2.7B,9.212172508239746
About,is distracting,353,353_F_his,f,Mismatch,poss,The newspaper article about Carrie is distracting,his,gpt-neo-2.7B,10.85863208770752
About,wasn't distracting,354,354_M_him,m,Match,obj,The story about Travis wasn't distracting,him,gpt-neo-2.7B,5.532792091369629
About,wasn't distracting,354,354_F_him,f,Mismatch,obj,The story about Heidi wasn't distracting,him,gpt-neo-2.7B,5.6526780128479
About,wasn't distracting,354,354_M_his,m,Match,poss,The story about Travis wasn't distracting,his,gpt-neo-2.7B,9.1559476852417
About,wasn't distracting,354,354_F_his,f,Mismatch,poss,The story about Heidi wasn't distracting,his,gpt-neo-2.7B,9.666622161865234
About,won't help,355,355_M_him,m,Match,obj,The essay about Derek won't help,him,gpt-neo-2.7B,4.93176794052124
About,won't help,355,355_F_him,f,Mismatch,obj,The essay about Teresa won't help,him,gpt-neo-2.7B,5.769365787506104
About,won't help,355,355_M_his,m,Match,poss,The essay about Derek won't help,his,gpt-neo-2.7B,7.154106616973877
About,won't help,355,355_F_his,f,Mismatch,poss,The essay about Teresa won't help,his,gpt-neo-2.7B,8.111468315124512
About,wouldn't impress,356,356_M_him,m,Match,obj,The report about Vincent wouldn't impress,him,gpt-neo-2.7B,3.53350043296814
About,wouldn't impress,356,356_F_him,f,Mismatch,obj,The report about Bethany wouldn't impress,him,gpt-neo-2.7B,3.61188530921936
About,wouldn't impress,356,356_M_his,m,Match,poss,The report about Vincent wouldn't impress,his,gpt-neo-2.7B,5.226485729217529
About,wouldn't impress,356,356_F_his,f,Mismatch,poss,The report about Bethany wouldn't impress,his,gpt-neo-2.7B,6.121096134185791
About,was harming,357,357_M_him,m,Match,obj,The documentary about Brad was harming,him,gpt-neo-2.7B,4.074224948883057
About,was harming,357,357_F_him,f,Mismatch,obj,The documentary about Mary was harming,him,gpt-neo-2.7B,5.767434120178223
About,was harming,357,357_M_his,m,Match,poss,The documentary about Brad was harming,his,gpt-neo-2.7B,2.219651460647583
About,was harming,357,357_F_his,f,Mismatch,poss,The documentary about Mary was harming,his,gpt-neo-2.7B,4.196867942810059
About,has distracted,358,358_M_him,m,Match,obj,The commentary about Timothy has distracted,him,gpt-neo-2.7B,4.891302108764648
About,has distracted,358,358_F_him,f,Mismatch,obj,The commentary about Victoria has distracted,him,gpt-neo-2.7B,5.13383674621582
About,has distracted,358,358_M_his,m,Match,poss,The commentary about Timothy has distracted,his,gpt-neo-2.7B,7.96666669845581
About,has distracted,358,358_F_his,f,Mismatch,poss,The commentary about Victoria has distracted,his,gpt-neo-2.7B,8.299532890319824
About,had disturbed,359,359_M_him,m,Match,obj,The show about this guy had disturbed,him,gpt-neo-2.7B,2.212059259414673
About,had disturbed,359,359_F_him,f,Mismatch,obj,The show about the mother had disturbed,him,gpt-neo-2.7B,2.7849581241607666
About,had disturbed,359,359_M_his,m,Match,poss,The show about this guy had disturbed,his,gpt-neo-2.7B,4.093050003051758
About,had disturbed,359,359_F_his,f,Mismatch,poss,The show about the mother had disturbed,his,gpt-neo-2.7B,4.024899482727051
About,impressed,360,360_M_him,m,Match,obj,The book about Bill impressed,him,gpt-neo-2.7B,3.875476598739624
About,impressed,360,360_F_him,f,Mismatch,obj,The book about Catherine impressed,him,gpt-neo-2.7B,3.115511655807495
About,impressed,360,360_M_his,m,Match,poss,The book about Bill impressed,his,gpt-neo-2.7B,6.756308078765869
About,impressed,360,360_F_his,f,Mismatch,poss,The book about Catherine impressed,his,gpt-neo-2.7B,6.725395202636719
About,had helped,361,361_M_him,m,Match,obj,The pamphlet about Steve had helped,him,gpt-neo-2.7B,3.308014392852783
About,had helped,361,361_F_him,f,Mismatch,obj,The pamphlet about that granddaughter had helped,him,gpt-neo-2.7B,3.2774548530578613
About,had helped,361,361_M_his,m,Match,poss,The pamphlet about Steve had helped,his,gpt-neo-2.7B,7.130920886993408
About,had helped,361,361_F_his,f,Mismatch,poss,The pamphlet about that granddaughter had helped,his,gpt-neo-2.7B,6.860665798187256
About,is aggravating,362,362_M_him,m,Match,obj,The brochure about Charles is aggravating,him,gpt-neo-2.7B,8.68378734588623
About,is aggravating,362,362_F_him,f,Mismatch,obj,The brochure about Brenda is aggravating,him,gpt-neo-2.7B,9.346007347106934
About,is aggravating,362,362_M_his,m,Match,poss,The brochure about Charles is aggravating,his,gpt-neo-2.7B,9.106443405151367
About,is aggravating,362,362_F_his,f,Mismatch,poss,The brochure about Brenda is aggravating,his,gpt-neo-2.7B,10.625210762023926
About,didn't help,363,363_M_him,m,Match,obj,The play about Scott didn't help,him,gpt-neo-2.7B,5.0225324630737305
About,didn't help,363,363_F_him,f,Mismatch,obj,The play about Andrea didn't help,him,gpt-neo-2.7B,5.472209930419922
About,didn't help,363,363_M_his,m,Match,poss,The play about Scott didn't help,his,gpt-neo-2.7B,4.620908737182617
About,didn't help,363,363_F_his,f,Mismatch,poss,The play about Andrea didn't help,his,gpt-neo-2.7B,5.638178825378418
About,hasn't worried,364,364_M_him,m,Match,obj,The movie about Larry hasn't worried,him,gpt-neo-2.7B,5.062942028045654
About,hasn't worried,364,364_F_him,f,Mismatch,obj,The movie about Sara hasn't worried,him,gpt-neo-2.7B,5.13953161239624
About,hasn't worried,364,364_M_his,m,Match,poss,The movie about Larry hasn't worried,his,gpt-neo-2.7B,7.258610725402832
About,hasn't worried,364,364_F_his,f,Mismatch,poss,The movie about Sara hasn't worried,his,gpt-neo-2.7B,8.22144889831543
About,is helping,365,365_M_him,m,Match,obj,The newspaper article about that father is helping,him,gpt-neo-2.7B,5.752001762390137
About,is helping,365,365_F_him,f,Mismatch,obj,The newspaper article about Caroline is helping,him,gpt-neo-2.7B,5.661542892456055
About,is helping,365,365_M_his,m,Match,poss,The newspaper article about that father is helping,his,gpt-neo-2.7B,7.668261051177978
About,is helping,365,365_F_his,f,Mismatch,poss,The newspaper article about Caroline is helping,his,gpt-neo-2.7B,8.639847755432129
About,isn't astounding,366,366_M_him,m,Match,obj,The story about Richard isn't astounding,him,gpt-neo-2.7B,15.067805290222168
About,isn't astounding,366,366_F_him,f,Mismatch,obj,The story about Natalie isn't astounding,him,gpt-neo-2.7B,16.210426330566406
About,isn't astounding,366,366_M_his,m,Match,poss,The story about Richard isn't astounding,his,gpt-neo-2.7B,14.51345443725586
About,isn't astounding,366,366_F_his,f,Mismatch,poss,The story about Natalie isn't astounding,his,gpt-neo-2.7B,16.46391487121582
About,was stunning,367,367_M_him,m,Match,obj,The essay about Christopher was stunning,him,gpt-neo-2.7B,14.617355346679688
About,was stunning,367,367_F_him,f,Mismatch,obj,The essay about Eva was stunning,him,gpt-neo-2.7B,15.884687423706056
About,was stunning,367,367_M_his,m,Match,poss,The essay about Christopher was stunning,his,gpt-neo-2.7B,14.075454711914062
About,was stunning,367,367_F_his,f,Mismatch,poss,The essay about Eva was stunning,his,gpt-neo-2.7B,15.386269569396973
About,hadn't worried,368,368_M_him,m,Match,obj,The report about Liam hadn't worried,him,gpt-neo-2.7B,2.012018918991089
About,hadn't worried,368,368_F_him,f,Mismatch,obj,The report about Denise hadn't worried,him,gpt-neo-2.7B,2.1278414726257324
About,hadn't worried,368,368_M_his,m,Match,poss,The report about Liam hadn't worried,his,gpt-neo-2.7B,7.48831033706665
About,hadn't worried,368,368_F_his,f,Mismatch,poss,The report about Denise hadn't worried,his,gpt-neo-2.7B,8.842351913452148
About,has underwhelmed,369,369_M_him,m,Match,obj,The documentary about James has underwhelmed,him,gpt-neo-2.7B,9.712328910827637
About,has underwhelmed,369,369_F_him,f,Mismatch,obj,The documentary about Patricia has underwhelmed,him,gpt-neo-2.7B,10.071556091308594
About,has underwhelmed,369,369_M_his,m,Match,poss,The documentary about James has underwhelmed,his,gpt-neo-2.7B,8.688448905944824
About,has underwhelmed,369,369_F_his,f,Mismatch,poss,The documentary about Patricia has underwhelmed,his,gpt-neo-2.7B,9.774694442749023
About,isn't boring,370,370_M_him,m,Match,obj,The commentary about Raymond isn't boring,him,gpt-neo-2.7B,10.956448554992676
About,isn't boring,370,370_F_him,f,Mismatch,obj,The commentary about Diana isn't boring,him,gpt-neo-2.7B,10.979467391967772
About,isn't boring,370,370_M_his,m,Match,poss,The commentary about Raymond isn't boring,his,gpt-neo-2.7B,13.186325073242188
About,isn't boring,370,370_F_his,f,Mismatch,poss,The commentary about Diana isn't boring,his,gpt-neo-2.7B,13.823010444641112
About,bored,371,371_M_him,m,Match,obj,The show about Phillip bored,him,gpt-neo-2.7B,4.005562782287598
About,bored,371,371_F_him,f,Mismatch,obj,The show about Jane bored,him,gpt-neo-2.7B,4.536416053771973
About,bored,371,371_M_his,m,Match,poss,The show about Phillip bored,his,gpt-neo-2.7B,7.356060981750488
About,bored,371,371_F_his,f,Mismatch,poss,The show about Jane bored,his,gpt-neo-2.7B,8.200589179992676
About,aggravated,372,372_M_him,m,Match,obj,The book about Wayne aggravated,him,gpt-neo-2.7B,5.681190013885498
About,aggravated,372,372_F_him,f,Mismatch,obj,The book about Nicole aggravated,him,gpt-neo-2.7B,4.821234703063965
About,aggravated,372,372_M_his,m,Match,poss,The book about Wayne aggravated,his,gpt-neo-2.7B,3.663602590560913
About,aggravated,372,372_F_his,f,Mismatch,poss,The book about Nicole aggravated,his,gpt-neo-2.7B,4.461935043334961
About,had aided,373,373_M_him,m,Match,obj,The pamphlet about Matt had aided,him,gpt-neo-2.7B,2.5973236560821533
About,had aided,373,373_F_him,f,Mismatch,obj,The pamphlet about Stephanie had aided,him,gpt-neo-2.7B,2.9594380855560303
About,had aided,373,373_M_his,m,Match,poss,The pamphlet about Matt had aided,his,gpt-neo-2.7B,4.153458118438721
About,had aided,373,373_F_his,f,Mismatch,poss,The pamphlet about Stephanie had aided,his,gpt-neo-2.7B,4.311188697814941
About,disgusts,374,374_M_him,m,Match,obj,The brochure about George disgusts,him,gpt-neo-2.7B,4.00330114364624
About,disgusts,374,374_F_him,f,Mismatch,obj,The brochure about Vanessa disgusts,him,gpt-neo-2.7B,4.192028999328613
About,disgusts,374,374_M_his,m,Match,poss,The brochure about George disgusts,his,gpt-neo-2.7B,9.085126876831056
About,disgusts,374,374_F_his,f,Mismatch,poss,The brochure about Vanessa disgusts,his,gpt-neo-2.7B,9.78262424468994
About,stuns,375,375_M_him,m,Match,obj,The play about Bradley stuns,him,gpt-neo-2.7B,5.795757293701172
About,stuns,375,375_F_him,f,Mismatch,obj,The play about Samantha stuns,him,gpt-neo-2.7B,6.583487987518311
About,stuns,375,375_M_his,m,Match,poss,The play about Bradley stuns,his,gpt-neo-2.7B,5.899558067321777
About,stuns,375,375_F_his,f,Mismatch,poss,The play about Samantha stuns,his,gpt-neo-2.7B,7.018424034118652
About,could disgust,376,376_M_him,m,Match,obj,The movie about Alan could disgust,him,gpt-neo-2.7B,4.4836249351501465
About,could disgust,376,376_F_him,f,Mismatch,obj,The movie about Kimberley could disgust,him,gpt-neo-2.7B,4.989595890045166
About,could disgust,376,376_M_his,m,Match,poss,The movie about Alan could disgust,his,gpt-neo-2.7B,8.254196166992188
About,could disgust,376,376_F_his,f,Mismatch,poss,The movie about Kimberley could disgust,his,gpt-neo-2.7B,9.290153503417969
About,would disturb,377,377_M_him,m,Match,obj,The newspaper article about this ex-boyfriend would disturb,him,gpt-neo-2.7B,4.1139655113220215
About,would disturb,377,377_F_him,f,Mismatch,obj,The newspaper article about Vanessa would disturb,him,gpt-neo-2.7B,2.9064533710479736
About,would disturb,377,377_M_his,m,Match,poss,The newspaper article about this ex-boyfriend would disturb,his,gpt-neo-2.7B,5.322228908538818
About,would disturb,377,377_F_his,f,Mismatch,poss,The newspaper article about Vanessa would disturb,his,gpt-neo-2.7B,4.95740270614624
About,wasn't underwhelming,378,378_M_him,m,Match,obj,The story about Kenneth wasn't underwhelming,him,gpt-neo-2.7B,12.576284408569336
About,wasn't underwhelming,378,378_F_him,f,Mismatch,obj,The story about Anne wasn't underwhelming,him,gpt-neo-2.7B,12.395137786865234
About,wasn't underwhelming,378,378_M_his,m,Match,poss,The story about Kenneth wasn't underwhelming,his,gpt-neo-2.7B,13.819009780883787
About,wasn't underwhelming,378,378_F_his,f,Mismatch,poss,The story about Anne wasn't underwhelming,his,gpt-neo-2.7B,14.917648315429688
About,stuns,379,379_M_him,m,Match,obj,The essay about Marcus stuns,him,gpt-neo-2.7B,6.877675533294678
About,stuns,379,379_F_him,f,Mismatch,obj,The essay about Michelle stuns,him,gpt-neo-2.7B,7.831042289733887
About,stuns,379,379_M_his,m,Match,poss,The essay about Marcus stuns,his,gpt-neo-2.7B,6.041739463806152
About,stuns,379,379_F_his,f,Mismatch,poss,The essay about Michelle stuns,his,gpt-neo-2.7B,8.439385414123535
About,did impress,380,380_M_him,m,Match,obj,The report about Michael did impress,him,gpt-neo-2.7B,4.471714973449707
About,did impress,380,380_F_him,f,Mismatch,obj,The report about April did impress,him,gpt-neo-2.7B,5.097674369812012
About,did impress,380,380_M_his,m,Match,poss,The report about Michael did impress,his,gpt-neo-2.7B,9.072992324829102
About,did impress,380,380_F_his,f,Mismatch,poss,The report about April did impress,his,gpt-neo-2.7B,9.79527187347412
About,was disgusting,381,381_M_him,m,Match,obj,The documentary about Paul was disgusting,him,gpt-neo-2.7B,16.256608963012695
About,was disgusting,381,381_F_him,f,Mismatch,obj,The documentary about the mother was disgusting,him,gpt-neo-2.7B,18.16259002685547
About,was disgusting,381,381_M_his,m,Match,poss,The documentary about Paul was disgusting,his,gpt-neo-2.7B,13.943923950195312
About,was disgusting,381,381_F_his,f,Mismatch,poss,The documentary about the mother was disgusting,his,gpt-neo-2.7B,17.21615982055664
About,aggravated,382,382_M_him,m,Match,obj,The commentary about the father aggravated,him,gpt-neo-2.7B,6.875117301940918
About,aggravated,382,382_F_him,f,Mismatch,obj,The commentary about Irene aggravated,him,gpt-neo-2.7B,4.371423244476318
About,aggravated,382,382_M_his,m,Match,poss,The commentary about the father aggravated,his,gpt-neo-2.7B,4.3290300369262695
About,aggravated,382,382_F_his,f,Mismatch,poss,The commentary about Irene aggravated,his,gpt-neo-2.7B,3.584644079208374
About,did bother,383,383_M_him,m,Match,obj,The show about Martin did bother,him,gpt-neo-2.7B,3.953368663787842
About,did bother,383,383_F_him,f,Mismatch,obj,The show about Cynthia did bother,him,gpt-neo-2.7B,3.976216077804565
About,did bother,383,383_M_his,m,Match,poss,The show about Martin did bother,his,gpt-neo-2.7B,8.933772087097168
About,did bother,383,383_F_his,f,Mismatch,poss,The show about Cynthia did bother,his,gpt-neo-2.7B,9.722671508789062
About,hasn't bothered,384,384_M_him,m,Match,obj,The book about Frank hasn't bothered,him,gpt-neo-2.7B,5.04712438583374
About,hasn't bothered,384,384_F_him,f,Mismatch,obj,The book about Carrie hasn't bothered,him,gpt-neo-2.7B,5.1212334632873535
About,hasn't bothered,384,384_M_his,m,Match,poss,The book about Frank hasn't bothered,his,gpt-neo-2.7B,8.542059898376465
About,hasn't bothered,384,384_F_his,f,Mismatch,poss,The book about Carrie hasn't bothered,his,gpt-neo-2.7B,9.51144027709961
About,won't confuse,385,385_M_him,m,Match,obj,The pamphlet about Curtis won't confuse,him,gpt-neo-2.7B,4.065962314605713
About,won't confuse,385,385_F_him,f,Mismatch,obj,The pamphlet about Julie won't confuse,him,gpt-neo-2.7B,4.210096836090088
About,won't confuse,385,385_M_his,m,Match,poss,The pamphlet about Curtis won't confuse,his,gpt-neo-2.7B,7.339568614959717
About,won't confuse,385,385_F_his,f,Mismatch,poss,The pamphlet about Julie won't confuse,his,gpt-neo-2.7B,8.0900297164917
About,is underwhelming,386,386_M_him,m,Match,obj,The brochure about David is underwhelming,him,gpt-neo-2.7B,15.620110511779783
About,is underwhelming,386,386_F_him,f,Mismatch,obj,The brochure about that daughter is underwhelming,him,gpt-neo-2.7B,17.147642135620117
About,is underwhelming,386,386_M_his,m,Match,poss,The brochure about David is underwhelming,his,gpt-neo-2.7B,15.377832412719728
About,is underwhelming,386,386_F_his,f,Mismatch,poss,The brochure about that daughter is underwhelming,his,gpt-neo-2.7B,18.20816421508789
About,hasn't bored,387,387_M_him,m,Match,obj,The play about Scott hasn't bored,him,gpt-neo-2.7B,5.406247138977051
About,hasn't bored,387,387_F_him,f,Mismatch,obj,The play about Emily hasn't bored,him,gpt-neo-2.7B,5.361586093902588
About,hasn't bored,387,387_M_his,m,Match,poss,The play about Scott hasn't bored,his,gpt-neo-2.7B,9.594560623168944
About,hasn't bored,387,387_F_his,f,Mismatch,poss,The play about Emily hasn't bored,his,gpt-neo-2.7B,10.57304573059082
About,confused,388,388_M_him,m,Match,obj,The movie about Walter confused,him,gpt-neo-2.7B,5.158328533172607
About,confused,388,388_F_him,f,Mismatch,obj,The movie about the sister confused,him,gpt-neo-2.7B,7.352530479431152
About,confused,388,388_M_his,m,Match,poss,The movie about Walter confused,his,gpt-neo-2.7B,6.910450458526611
About,confused,388,388_F_his,f,Mismatch,poss,The movie about the sister confused,his,gpt-neo-2.7B,9.588726997375488
About,impresses,389,389_M_him,m,Match,obj,The newspaper article about Todd impresses,him,gpt-neo-2.7B,4.574365139007568
About,impresses,389,389_F_him,f,Mismatch,obj,The newspaper article about this girlfriend impresses,him,gpt-neo-2.7B,4.503705024719238
About,impresses,389,389_M_his,m,Match,poss,The newspaper article about Todd impresses,his,gpt-neo-2.7B,7.5933709144592285
About,impresses,389,389_F_his,f,Mismatch,poss,The newspaper article about this girlfriend impresses,his,gpt-neo-2.7B,8.281105041503906
About,hasn't scared,390,390_M_him,m,Match,obj,The story about Travis hasn't scared,him,gpt-neo-2.7B,3.216634511947632
About,hasn't scared,390,390_F_him,f,Mismatch,obj,The story about Carmen hasn't scared,him,gpt-neo-2.7B,3.3651840686798096
About,hasn't scared,390,390_M_his,m,Match,poss,The story about Travis hasn't scared,his,gpt-neo-2.7B,9.336186408996582
About,hasn't scared,390,390_F_his,f,Mismatch,poss,The story about Carmen hasn't scared,his,gpt-neo-2.7B,10.427618026733398
About,won't worry,391,391_M_him,m,Match,obj,The essay about Brett won't worry,him,gpt-neo-2.7B,3.971591472625733
About,won't worry,391,391_F_him,f,Mismatch,obj,The essay about Pamela won't worry,him,gpt-neo-2.7B,3.778228282928467
About,won't worry,391,391_M_his,m,Match,poss,The essay about Brett won't worry,his,gpt-neo-2.7B,8.155837059020996
About,won't worry,391,391_F_his,f,Mismatch,poss,The essay about Pamela won't worry,his,gpt-neo-2.7B,8.296320915222168
About,isn't astounding,392,392_M_him,m,Match,obj,The report about Timothy isn't astounding,him,gpt-neo-2.7B,14.40342140197754
About,isn't astounding,392,392_F_him,f,Mismatch,obj,The report about Allison isn't astounding,him,gpt-neo-2.7B,15.28889274597168
About,isn't astounding,392,392_M_his,m,Match,poss,The report about Timothy isn't astounding,his,gpt-neo-2.7B,15.11865234375
About,isn't astounding,392,392_F_his,f,Mismatch,poss,The report about Allison isn't astounding,his,gpt-neo-2.7B,16.309768676757812
About,could harm,393,393_M_him,m,Match,obj,The documentary about Lawrence could harm,him,gpt-neo-2.7B,3.7051827907562256
About,could harm,393,393_F_him,f,Mismatch,obj,The documentary about the grandmother could harm,him,gpt-neo-2.7B,4.469081401824951
About,could harm,393,393_M_his,m,Match,poss,The documentary about Lawrence could harm,his,gpt-neo-2.7B,2.2780585289001465
About,could harm,393,393_F_his,f,Mismatch,poss,The documentary about the grandmother could harm,his,gpt-neo-2.7B,3.629905939102173
About,worried,394,394_M_him,m,Match,obj,The commentary about Kevin worried,him,gpt-neo-2.7B,4.085546016693115
About,worried,394,394_F_him,f,Mismatch,obj,The commentary about Nicole worried,him,gpt-neo-2.7B,4.084779739379883
About,worried,394,394_M_his,m,Match,poss,The commentary about Kevin worried,his,gpt-neo-2.7B,7.146752834320068
About,worried,394,394_F_his,f,Mismatch,poss,The commentary about Nicole worried,his,gpt-neo-2.7B,7.753795146942139
About,wasn't hindering,395,395_M_him,m,Match,obj,The show about Andrew wasn't hindering,him,gpt-neo-2.7B,4.979398727416992
About,wasn't hindering,395,395_F_him,f,Mismatch,obj,The show about Karen wasn't hindering,him,gpt-neo-2.7B,5.304486274719238
About,wasn't hindering,395,395_M_his,m,Match,poss,The show about Andrew wasn't hindering,his,gpt-neo-2.7B,3.452012777328491
About,wasn't hindering,395,395_F_his,f,Mismatch,poss,The show about Karen wasn't hindering,his,gpt-neo-2.7B,3.7891345024108887
About,upsets,396,396_M_him,m,Match,obj,The book about Keith upsets,him,gpt-neo-2.7B,3.2199630737304688
About,upsets,396,396_F_him,f,Mismatch,obj,The book about Jane upsets,him,gpt-neo-2.7B,3.3885586261749268
About,upsets,396,396_M_his,m,Match,poss,The book about Keith upsets,his,gpt-neo-2.7B,6.54396915435791
About,upsets,396,396_F_his,f,Mismatch,poss,The book about Jane upsets,his,gpt-neo-2.7B,7.120995044708252
About,was harming,397,397_M_him,m,Match,obj,The pamphlet about Ronald was harming,him,gpt-neo-2.7B,4.080901145935059
About,was harming,397,397_F_him,f,Mismatch,obj,The pamphlet about Connie was harming,him,gpt-neo-2.7B,4.3334832191467285
About,was harming,397,397_M_his,m,Match,poss,The pamphlet about Ronald was harming,his,gpt-neo-2.7B,2.885589599609375
About,was harming,397,397_F_his,f,Mismatch,poss,The pamphlet about Connie was harming,his,gpt-neo-2.7B,3.3190548419952397
About,distracted,398,398_M_him,m,Match,obj,The brochure about Raymond distracted,him,gpt-neo-2.7B,2.385486364364624
About,distracted,398,398_F_him,f,Mismatch,obj,The brochure about Ruth distracted,him,gpt-neo-2.7B,2.369006872177124
About,distracted,398,398_M_his,m,Match,poss,The brochure about Raymond distracted,his,gpt-neo-2.7B,6.82100772857666
About,distracted,398,398_F_his,f,Mismatch,poss,The brochure about Ruth distracted,his,gpt-neo-2.7B,6.822751045227051
About,had scared,399,399_M_him,m,Match,obj,The play about this man had scared,him,gpt-neo-2.7B,2.6396195888519287
About,had scared,399,399_F_him,f,Mismatch,obj,The play about Maria had scared,him,gpt-neo-2.7B,2.247422218322754
About,had scared,399,399_M_his,m,Match,poss,The play about this man had scared,his,gpt-neo-2.7B,6.623697280883789
About,had scared,399,399_F_his,f,Mismatch,poss,The play about Maria had scared,his,gpt-neo-2.7B,7.260295867919922
About,might hurt,400,400_M_him,m,Match,obj,The movie about Marcus might hurt,him,gpt-neo-2.7B,4.686349868774414
About,might hurt,400,400_F_him,f,Mismatch,obj,The movie about Cynthia might hurt,him,gpt-neo-2.7B,5.194405555725098
About,might hurt,400,400_M_his,m,Match,poss,The movie about Marcus might hurt,his,gpt-neo-2.7B,2.961451768875122
About,might hurt,400,400_F_his,f,Mismatch,poss,The movie about Cynthia might hurt,his,gpt-neo-2.7B,3.917446613311768
About,should alarm,401,401_M_him,m,Match,obj,The newspaper article about Brad should alarm,him,gpt-neo-2.7B,5.249526500701904
About,should alarm,401,401_F_him,f,Mismatch,obj,The newspaper article about Kirsten should alarm,him,gpt-neo-2.7B,5.187475681304932
About,should alarm,401,401_M_his,m,Match,poss,The newspaper article about Brad should alarm,his,gpt-neo-2.7B,8.144923210144043
About,should alarm,401,401_F_his,f,Mismatch,poss,The newspaper article about Kirsten should alarm,his,gpt-neo-2.7B,8.872862815856934
About,will help,402,402_M_him,m,Match,obj,The story about Todd will help,him,gpt-neo-2.7B,6.103986740112305
About,will help,402,402_F_him,f,Mismatch,obj,The story about Rachel will help,him,gpt-neo-2.7B,6.734771251678467
About,will help,402,402_M_his,m,Match,poss,The story about Todd will help,his,gpt-neo-2.7B,8.96088981628418
About,will help,402,402_F_his,f,Mismatch,poss,The story about Rachel will help,his,gpt-neo-2.7B,10.219830513000488
About,can impress,403,403_M_him,m,Match,obj,The essay about Patrick can impress,him,gpt-neo-2.7B,6.376781463623047
