exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-neo-125M_surp
TwoEmbedding,showed,distracted,113,113_MFM_him,mfm,MatchMismatchMatch,obj,Gary showed Veronica that that man distracted,him,2.7588412761688232
TwoEmbedding,showed,distracted,113,113_MFF_him,mff,MatchMismatchMismatch,obj,Gary showed Veronica that Deanna distracted,him,1.8352330923080444
TwoEmbedding,showed,distracted,113,113_FMM_him,fmm,MismatchMatchMatch,obj,Janice showed the grandson that that man distracted,him,1.9435030221939087
TwoEmbedding,showed,distracted,113,113_FMF_him,fmf,MismatchMatchMismatch,obj,Janice showed the grandson that Deanna distracted,him,1.0349065065383911
TwoEmbedding,showed,distracted,113,113_FFM_him,ffm,MismatchMismatchMatch,obj,Janice showed Veronica that that man distracted,him,2.7800111770629883
TwoEmbedding,showed,distracted,113,113_FFF_him,fff,MismatchMismatchMismatch,obj,Janice showed Veronica that Deanna distracted,him,1.7156656980514526
TwoEmbedding,showed,distracted,113,113_MMM_his,mmm,MatchMatchMatch,poss,Gary showed the grandson that that man distracted,his,3.995168685913086
TwoEmbedding,showed,distracted,113,113_MMF_his,mmf,MatchMatchMismatch,poss,Gary showed the grandson that Deanna distracted,his,5.728265285491943
TwoEmbedding,showed,distracted,113,113_MFM_his,mfm,MatchMismatchMatch,poss,Gary showed Veronica that that man distracted,his,5.381270408630371
TwoEmbedding,showed,distracted,113,113_MFF_his,mff,MatchMismatchMismatch,poss,Gary showed Veronica that Deanna distracted,his,6.694647312164307
TwoEmbedding,showed,distracted,113,113_FMM_his,fmm,MismatchMatchMatch,poss,Janice showed the grandson that that man distracted,his,4.284061431884766
TwoEmbedding,showed,distracted,113,113_FMF_his,fmf,MismatchMatchMismatch,poss,Janice showed the grandson that Deanna distracted,his,5.696090221405029
TwoEmbedding,showed,distracted,113,113_FFM_his,ffm,MismatchMismatchMatch,poss,Janice showed Veronica that that man distracted,his,5.225495338439941
TwoEmbedding,showed,distracted,113,113_FFF_his,fff,MismatchMismatchMismatch,poss,Janice showed Veronica that Deanna distracted,his,6.746943950653076
TwoEmbedding,tells,has heard,114,114_MMM_him,mmm,MatchMatchMatch,obj,This ex-boyfriend tells Wayne that Donald has heard,him,4.677638530731201
TwoEmbedding,tells,has heard,114,114_MMF_him,mmf,MatchMatchMismatch,obj,This ex-boyfriend tells Wayne that Caroline has heard,him,3.035714864730835
TwoEmbedding,tells,has heard,114,114_MFM_him,mfm,MatchMismatchMatch,obj,This ex-boyfriend tells Caroline that Donald has heard,him,4.708472728729248
TwoEmbedding,tells,has heard,114,114_MFF_him,mff,MatchMismatchMismatch,obj,This ex-boyfriend tells Caroline that Caroline has heard,him,3.5902671813964844
TwoEmbedding,tells,has heard,114,114_FMM_him,fmm,MismatchMatchMatch,obj,Angela tells Wayne that Donald has heard,him,5.189519882202148
TwoEmbedding,tells,has heard,114,114_FMF_him,fmf,MismatchMatchMismatch,obj,Angela tells Wayne that Caroline has heard,him,3.7549824714660645
TwoEmbedding,tells,has heard,114,114_FFM_him,ffm,MismatchMismatchMatch,obj,Angela tells Caroline that Donald has heard,him,5.540666103363037
TwoEmbedding,tells,has heard,114,114_FFF_him,fff,MismatchMismatchMismatch,obj,Angela tells Caroline that Caroline has heard,him,5.286895275115967
TwoEmbedding,tells,has heard,114,114_MMM_his,mmm,MatchMatchMatch,poss,This ex-boyfriend tells Wayne that Donald has heard,his,4.406559467315674
TwoEmbedding,tells,has heard,114,114_MMF_his,mmf,MatchMatchMismatch,poss,This ex-boyfriend tells Wayne that Caroline has heard,his,5.141778469085693
TwoEmbedding,tells,has heard,114,114_MFM_his,mfm,MatchMismatchMatch,poss,This ex-boyfriend tells Caroline that Donald has heard,his,4.950660228729248
TwoEmbedding,tells,has heard,114,114_MFF_his,mff,MatchMismatchMismatch,poss,This ex-boyfriend tells Caroline that Caroline has heard,his,5.764120101928711
TwoEmbedding,tells,has heard,114,114_FMM_his,fmm,MismatchMatchMatch,poss,Angela tells Wayne that Donald has heard,his,4.352304458618164
TwoEmbedding,tells,has heard,114,114_FMF_his,fmf,MismatchMatchMismatch,poss,Angela tells Wayne that Caroline has heard,his,5.5349531173706055
TwoEmbedding,tells,has heard,114,114_FFM_his,ffm,MismatchMismatchMatch,poss,Angela tells Caroline that Donald has heard,his,4.846908092498779
TwoEmbedding,tells,has heard,114,114_FFF_his,fff,MismatchMismatchMismatch,poss,Angela tells Caroline that Caroline has heard,his,7.118592262268066
TwoEmbedding,alerts,isn't teaching,115,115_MMM_him,mmm,MatchMatchMatch,obj,This husband alerts Joel that Gary isn't teaching,him,2.1900641918182373
TwoEmbedding,alerts,isn't teaching,115,115_MMF_him,mmf,MatchMatchMismatch,obj,This husband alerts Joel that Tracy isn't teaching,him,2.082158088684082
TwoEmbedding,alerts,isn't teaching,115,115_MFM_him,mfm,MatchMismatchMatch,obj,This husband alerts Sara that Gary isn't teaching,him,3.388643980026245
TwoEmbedding,alerts,isn't teaching,115,115_MFF_him,mff,MatchMismatchMismatch,obj,This husband alerts Sara that Tracy isn't teaching,him,3.1525685787200928
TwoEmbedding,alerts,isn't teaching,115,115_FMM_him,fmm,MismatchMatchMatch,obj,Suzanne alerts Joel that Gary isn't teaching,him,3.7019550800323486
TwoEmbedding,alerts,isn't teaching,115,115_FMF_him,fmf,MismatchMatchMismatch,obj,Suzanne alerts Joel that Tracy isn't teaching,him,3.7717480659484863
TwoEmbedding,alerts,isn't teaching,115,115_FFM_him,ffm,MismatchMismatchMatch,obj,Suzanne alerts Sara that Gary isn't teaching,him,4.862176418304443
TwoEmbedding,alerts,isn't teaching,115,115_FFF_him,fff,MismatchMismatchMismatch,obj,Suzanne alerts Sara that Tracy isn't teaching,him,6.039281368255615
TwoEmbedding,alerts,isn't teaching,115,115_MMM_his,mmm,MatchMatchMatch,poss,This husband alerts Joel that Gary isn't teaching,his,4.586270809173584
TwoEmbedding,alerts,isn't teaching,115,115_MMF_his,mmf,MatchMatchMismatch,poss,This husband alerts Joel that Tracy isn't teaching,his,6.102514743804932
TwoEmbedding,alerts,isn't teaching,115,115_MFM_his,mfm,MatchMismatchMatch,poss,This husband alerts Sara that Gary isn't teaching,his,5.029830455780029
TwoEmbedding,alerts,isn't teaching,115,115_MFF_his,mff,MatchMismatchMismatch,poss,This husband alerts Sara that Tracy isn't teaching,his,7.582528591156006
TwoEmbedding,alerts,isn't teaching,115,115_FMM_his,fmm,MismatchMatchMatch,poss,Suzanne alerts Joel that Gary isn't teaching,his,4.990121841430664
TwoEmbedding,alerts,isn't teaching,115,115_FMF_his,fmf,MismatchMatchMismatch,poss,Suzanne alerts Joel that Tracy isn't teaching,his,6.775693893432617
TwoEmbedding,alerts,isn't teaching,115,115_FFM_his,ffm,MismatchMismatchMatch,poss,Suzanne alerts Sara that Gary isn't teaching,his,5.6664347648620605
TwoEmbedding,alerts,isn't teaching,115,115_FFF_his,fff,MismatchMismatchMismatch,poss,Suzanne alerts Sara that Tracy isn't teaching,his,9.42391300201416
TwoEmbedding,informed,approaches,116,116_MMM_him,mmm,MatchMatchMatch,obj,Rodney informed Travis that Rodney approaches,him,3.359924554824829
TwoEmbedding,informed,approaches,116,116_MMF_him,mmf,MatchMatchMismatch,obj,Rodney informed Travis that the girl approaches,him,2.075521469116211
TwoEmbedding,informed,approaches,116,116_MFM_him,mfm,MatchMismatchMatch,obj,Rodney informed Martha that Rodney approaches,him,4.408670425415039
TwoEmbedding,informed,approaches,116,116_MFF_him,mff,MatchMismatchMismatch,obj,Rodney informed Martha that the girl approaches,him,2.875091552734375
TwoEmbedding,informed,approaches,116,116_FMM_him,fmm,MismatchMatchMatch,obj,Barbara informed Travis that Rodney approaches,him,3.280914306640625
TwoEmbedding,informed,approaches,116,116_FMF_him,fmf,MismatchMatchMismatch,obj,Barbara informed Travis that the girl approaches,him,2.444380521774292
TwoEmbedding,informed,approaches,116,116_FFM_him,ffm,MismatchMismatchMatch,obj,Barbara informed Martha that Rodney approaches,him,4.356529712677002
TwoEmbedding,informed,approaches,116,116_FFF_him,fff,MismatchMismatchMismatch,obj,Barbara informed Martha that the girl approaches,him,3.595637559890747
TwoEmbedding,informed,approaches,116,116_MMM_his,mmm,MatchMatchMatch,poss,Rodney informed Travis that Rodney approaches,his,4.305373668670654
TwoEmbedding,informed,approaches,116,116_MMF_his,mmf,MatchMatchMismatch,poss,Rodney informed Travis that the girl approaches,his,5.312169075012207
TwoEmbedding,informed,approaches,116,116_MFM_his,mfm,MatchMismatchMatch,poss,Rodney informed Martha that Rodney approaches,his,4.7771477699279785
TwoEmbedding,informed,approaches,116,116_MFF_his,mff,MatchMismatchMismatch,poss,Rodney informed Martha that the girl approaches,his,6.625509262084961
TwoEmbedding,informed,approaches,116,116_FMM_his,fmm,MismatchMatchMatch,poss,Barbara informed Travis that Rodney approaches,his,4.670366287231445
TwoEmbedding,informed,approaches,116,116_FMF_his,fmf,MismatchMatchMismatch,poss,Barbara informed Travis that the girl approaches,his,5.648224353790283
TwoEmbedding,informed,approaches,116,116_FFM_his,ffm,MismatchMismatchMatch,poss,Barbara informed Martha that Rodney approaches,his,5.156703472137451
TwoEmbedding,informed,approaches,116,116_FFF_his,fff,MismatchMismatchMismatch,poss,Barbara informed Martha that the girl approaches,his,7.2815728187561035
TwoEmbedding,alerts,had chosen,117,117_MMM_him,mmm,MatchMatchMatch,obj,That son alerts Roger that Timothy had chosen,him,4.153172492980957
TwoEmbedding,alerts,had chosen,117,117_MMF_him,mmf,MatchMatchMismatch,obj,That son alerts Roger that Martha had chosen,him,3.3881418704986572
TwoEmbedding,alerts,had chosen,117,117_MFM_him,mfm,MatchMismatchMatch,obj,That son alerts Emily that Timothy had chosen,him,4.568173885345459
TwoEmbedding,alerts,had chosen,117,117_MFF_him,mff,MatchMismatchMismatch,obj,That son alerts Emily that Martha had chosen,him,3.2289481163024902
TwoEmbedding,alerts,had chosen,117,117_FMM_him,fmm,MismatchMatchMatch,obj,Julie alerts Roger that Timothy had chosen,him,7.002331256866455
TwoEmbedding,alerts,had chosen,117,117_FMF_him,fmf,MismatchMatchMismatch,obj,Julie alerts Roger that Martha had chosen,him,6.32283353805542
TwoEmbedding,alerts,had chosen,117,117_FFM_him,ffm,MismatchMismatchMatch,obj,Julie alerts Emily that Timothy had chosen,him,6.836793422698975
TwoEmbedding,alerts,had chosen,117,117_FFF_him,fff,MismatchMismatchMismatch,obj,Julie alerts Emily that Martha had chosen,him,6.82228422164917
TwoEmbedding,alerts,had chosen,117,117_MMM_his,mmm,MatchMatchMatch,poss,That son alerts Roger that Timothy had chosen,his,4.52300500869751
TwoEmbedding,alerts,had chosen,117,117_MMF_his,mmf,MatchMatchMismatch,poss,That son alerts Roger that Martha had chosen,his,5.371122360229492
TwoEmbedding,alerts,had chosen,117,117_MFM_his,mfm,MatchMismatchMatch,poss,That son alerts Emily that Timothy had chosen,his,4.913875102996826
TwoEmbedding,alerts,had chosen,117,117_MFF_his,mff,MatchMismatchMismatch,poss,That son alerts Emily that Martha had chosen,his,5.918776035308838
TwoEmbedding,alerts,had chosen,117,117_FMM_his,fmm,MismatchMatchMatch,poss,Julie alerts Roger that Timothy had chosen,his,5.278974533081055
TwoEmbedding,alerts,had chosen,117,117_FMF_his,fmf,MismatchMatchMismatch,poss,Julie alerts Roger that Martha had chosen,his,6.5199055671691895
TwoEmbedding,alerts,had chosen,117,117_FFM_his,ffm,MismatchMismatchMatch,poss,Julie alerts Emily that Timothy had chosen,his,5.248291492462158
TwoEmbedding,alerts,had chosen,117,117_FFF_his,fff,MismatchMismatchMismatch,poss,Julie alerts Emily that Martha had chosen,his,7.595819473266602
TwoEmbedding,warned,returns to,118,118_MMM_him,mmm,MatchMatchMatch,obj,Joel warned Michael that Dan returns to,him,8.330546379089355
TwoEmbedding,warned,returns to,118,118_MMF_him,mmf,MatchMatchMismatch,obj,Joel warned Michael that Amelia returns to,him,5.568882465362549
TwoEmbedding,warned,returns to,118,118_MFM_him,mfm,MatchMismatchMatch,obj,Joel warned Brenda that Dan returns to,him,7.677987098693848
TwoEmbedding,warned,returns to,118,118_MFF_him,mff,MatchMismatchMismatch,obj,Joel warned Brenda that Amelia returns to,him,6.243844509124756
TwoEmbedding,warned,returns to,118,118_FMM_him,fmm,MismatchMatchMatch,obj,Wendy warned Michael that Dan returns to,him,7.428914546966553
TwoEmbedding,warned,returns to,118,118_FMF_him,fmf,MismatchMatchMismatch,obj,Wendy warned Michael that Amelia returns to,him,5.186559677124023
TwoEmbedding,warned,returns to,118,118_FFM_him,ffm,MismatchMismatchMatch,obj,Wendy warned Brenda that Dan returns to,him,7.0000410079956055
TwoEmbedding,warned,returns to,118,118_FFF_him,fff,MismatchMismatchMismatch,obj,Wendy warned Brenda that Amelia returns to,him,6.462186336517334
TwoEmbedding,warned,returns to,118,118_MMM_his,mmm,MatchMatchMatch,poss,Joel warned Michael that Dan returns to,his,3.411099433898926
TwoEmbedding,warned,returns to,118,118_MMF_his,mmf,MatchMatchMismatch,poss,Joel warned Michael that Amelia returns to,his,5.767604351043701
TwoEmbedding,warned,returns to,118,118_MFM_his,mfm,MatchMismatchMatch,poss,Joel warned Brenda that Dan returns to,his,3.6769323348999023
TwoEmbedding,warned,returns to,118,118_MFF_his,mff,MatchMismatchMismatch,poss,Joel warned Brenda that Amelia returns to,his,6.920701503753662
TwoEmbedding,warned,returns to,118,118_FMM_his,fmm,MismatchMatchMatch,poss,Wendy warned Michael that Dan returns to,his,3.1579370498657227
TwoEmbedding,warned,returns to,118,118_FMF_his,fmf,MismatchMatchMismatch,poss,Wendy warned Michael that Amelia returns to,his,5.9675517082214355
TwoEmbedding,warned,returns to,118,118_FFM_his,ffm,MismatchMismatchMatch,poss,Wendy warned Brenda that Dan returns to,his,3.787482976913452
TwoEmbedding,warned,returns to,118,118_FFF_his,fff,MismatchMismatchMismatch,poss,Wendy warned Brenda that Amelia returns to,his,7.529687881469727
TwoEmbedding,alerts,was hiring,119,119_MMM_him,mmm,MatchMatchMatch,obj,Charles alerts Andrew that Donald was hiring,him,5.449866771697998
TwoEmbedding,alerts,was hiring,119,119_MMF_him,mmf,MatchMatchMismatch,obj,Charles alerts Andrew that Sharon was hiring,him,4.380753517150879
TwoEmbedding,alerts,was hiring,119,119_MFM_him,mfm,MatchMismatchMatch,obj,Charles alerts Cynthia that Donald was hiring,him,5.547087669372559
TwoEmbedding,alerts,was hiring,119,119_MFF_him,mff,MatchMismatchMismatch,obj,Charles alerts Cynthia that Sharon was hiring,him,5.3073883056640625
TwoEmbedding,alerts,was hiring,119,119_FMM_him,fmm,MismatchMatchMatch,obj,Beth alerts Andrew that Donald was hiring,him,5.271600723266602
TwoEmbedding,alerts,was hiring,119,119_FMF_him,fmf,MismatchMatchMismatch,obj,Beth alerts Andrew that Sharon was hiring,him,4.283048152923584
TwoEmbedding,alerts,was hiring,119,119_FFM_him,ffm,MismatchMismatchMatch,obj,Beth alerts Cynthia that Donald was hiring,him,5.6986083984375
TwoEmbedding,alerts,was hiring,119,119_FFF_him,fff,MismatchMismatchMismatch,obj,Beth alerts Cynthia that Sharon was hiring,him,5.252052307128906
TwoEmbedding,alerts,was hiring,119,119_MMM_his,mmm,MatchMatchMatch,poss,Charles alerts Andrew that Donald was hiring,his,5.794504165649414
TwoEmbedding,alerts,was hiring,119,119_MMF_his,mmf,MatchMatchMismatch,poss,Charles alerts Andrew that Sharon was hiring,his,7.111358642578125
TwoEmbedding,alerts,was hiring,119,119_MFM_his,mfm,MatchMismatchMatch,poss,Charles alerts Cynthia that Donald was hiring,his,6.279073238372803
TwoEmbedding,alerts,was hiring,119,119_MFF_his,mff,MatchMismatchMismatch,poss,Charles alerts Cynthia that Sharon was hiring,his,8.556893348693848
TwoEmbedding,alerts,was hiring,119,119_FMM_his,fmm,MismatchMatchMatch,poss,Beth alerts Andrew that Donald was hiring,his,6.029966831207275
TwoEmbedding,alerts,was hiring,119,119_FMF_his,fmf,MismatchMatchMismatch,poss,Beth alerts Andrew that Sharon was hiring,his,7.004798889160156
TwoEmbedding,alerts,was hiring,119,119_FFM_his,ffm,MismatchMismatchMatch,poss,Beth alerts Cynthia that Donald was hiring,his,6.5431694984436035
TwoEmbedding,alerts,was hiring,119,119_FFF_his,fff,MismatchMismatchMismatch,poss,Beth alerts Cynthia that Sharon was hiring,his,8.497958183288574
TwoEmbedding,shows,revealed,120,120_MMM_him,mmm,MatchMatchMatch,obj,Eric shows that boyfriend that Walter revealed,him,6.2811408042907715
TwoEmbedding,shows,revealed,120,120_MMF_him,mmf,MatchMatchMismatch,obj,Eric shows that boyfriend that April revealed,him,6.539328098297119
TwoEmbedding,shows,revealed,120,120_MFM_him,mfm,MatchMismatchMatch,obj,Eric shows Jodi that Walter revealed,him,4.954262733459473
TwoEmbedding,shows,revealed,120,120_MFF_him,mff,MatchMismatchMismatch,obj,Eric shows Jodi that April revealed,him,6.5873799324035645
TwoEmbedding,shows,revealed,120,120_FMM_him,fmm,MismatchMatchMatch,obj,Rose shows that boyfriend that Walter revealed,him,6.001580715179443
TwoEmbedding,shows,revealed,120,120_FMF_him,fmf,MismatchMatchMismatch,obj,Rose shows that boyfriend that April revealed,him,6.4516072273254395
TwoEmbedding,shows,revealed,120,120_FFM_him,ffm,MismatchMismatchMatch,obj,Rose shows Jodi that Walter revealed,him,5.602174282073975
TwoEmbedding,shows,revealed,120,120_FFF_him,fff,MismatchMismatchMismatch,obj,Rose shows Jodi that April revealed,him,6.641268253326416
TwoEmbedding,shows,revealed,120,120_MMM_his,mmm,MatchMatchMatch,poss,Eric shows that boyfriend that Walter revealed,his,5.257684230804443
TwoEmbedding,shows,revealed,120,120_MMF_his,mmf,MatchMatchMismatch,poss,Eric shows that boyfriend that April revealed,his,6.00689172744751
TwoEmbedding,shows,revealed,120,120_MFM_his,mfm,MatchMismatchMatch,poss,Eric shows Jodi that Walter revealed,his,4.714440822601318
TwoEmbedding,shows,revealed,120,120_MFF_his,mff,MatchMismatchMismatch,poss,Eric shows Jodi that April revealed,his,6.6022162437438965
TwoEmbedding,shows,revealed,120,120_FMM_his,fmm,MismatchMatchMatch,poss,Rose shows that boyfriend that Walter revealed,his,4.8489251136779785
TwoEmbedding,shows,revealed,120,120_FMF_his,fmf,MismatchMatchMismatch,poss,Rose shows that boyfriend that April revealed,his,5.197134494781494
TwoEmbedding,shows,revealed,120,120_FFM_his,ffm,MismatchMismatchMatch,poss,Rose shows Jodi that Walter revealed,his,4.029046535491943
TwoEmbedding,shows,revealed,120,120_FFF_his,fff,MismatchMismatchMismatch,poss,Rose shows Jodi that April revealed,his,5.600315570831299
TwoEmbedding,advised,had fired,121,121_MMM_him,mmm,MatchMatchMatch,obj,Scott advised Timothy that Randolf had fired,him,1.6586228609085083
TwoEmbedding,advised,had fired,121,121_MMF_him,mmf,MatchMatchMismatch,obj,Scott advised Timothy that Jill had fired,him,1.6066243648529053
TwoEmbedding,advised,had fired,121,121_MFM_him,mfm,MatchMismatchMatch,obj,Scott advised Samantha that Randolf had fired,him,1.9314464330673218
TwoEmbedding,advised,had fired,121,121_MFF_him,mff,MatchMismatchMismatch,obj,Scott advised Samantha that Jill had fired,him,3.191129684448242
TwoEmbedding,advised,had fired,121,121_FMM_him,fmm,MismatchMatchMatch,obj,Amelia advised Timothy that Randolf had fired,him,1.5318697690963745
TwoEmbedding,advised,had fired,121,121_FMF_him,fmf,MismatchMatchMismatch,obj,Amelia advised Timothy that Jill had fired,him,1.608263373374939
TwoEmbedding,advised,had fired,121,121_FFM_him,ffm,MismatchMismatchMatch,obj,Amelia advised Samantha that Randolf had fired,him,1.8304028511047363
TwoEmbedding,advised,had fired,121,121_FFF_him,fff,MismatchMismatchMismatch,obj,Amelia advised Samantha that Jill had fired,him,3.2362442016601562
TwoEmbedding,advised,had fired,121,121_MMM_his,mmm,MatchMatchMatch,poss,Scott advised Timothy that Randolf had fired,his,3.6305551528930664
TwoEmbedding,advised,had fired,121,121_MMF_his,mmf,MatchMatchMismatch,poss,Scott advised Timothy that Jill had fired,his,4.736544609069824
TwoEmbedding,advised,had fired,121,121_MFM_his,mfm,MatchMismatchMatch,poss,Scott advised Samantha that Randolf had fired,his,4.326885223388672
TwoEmbedding,advised,had fired,121,121_MFF_his,mff,MatchMismatchMismatch,poss,Scott advised Samantha that Jill had fired,his,7.045788764953613
TwoEmbedding,advised,had fired,121,121_FMM_his,fmm,MismatchMatchMatch,poss,Amelia advised Timothy that Randolf had fired,his,3.6329452991485596
TwoEmbedding,advised,had fired,121,121_FMF_his,fmf,MismatchMatchMismatch,poss,Amelia advised Timothy that Jill had fired,his,4.892864227294922
TwoEmbedding,advised,had fired,121,121_FFM_his,ffm,MismatchMismatchMatch,poss,Amelia advised Samantha that Randolf had fired,his,4.110569000244141
TwoEmbedding,advised,had fired,121,121_FFF_his,fff,MismatchMismatchMismatch,poss,Amelia advised Samantha that Jill had fired,his,6.878921985626221
TwoEmbedding,advises,isn't firing,122,122_MMM_him,mmm,MatchMatchMatch,obj,Mitchell advises this nephew that Patrick isn't firing,him,2.735975980758667
TwoEmbedding,advises,isn't firing,122,122_MMF_him,mmf,MatchMatchMismatch,obj,Mitchell advises this nephew that Martha isn't firing,him,2.868565797805786
TwoEmbedding,advises,isn't firing,122,122_MFM_him,mfm,MatchMismatchMatch,obj,Mitchell advises Vanessa that Patrick isn't firing,him,3.178377389907837
TwoEmbedding,advises,isn't firing,122,122_MFF_him,mff,MatchMismatchMismatch,obj,Mitchell advises Vanessa that Martha isn't firing,him,5.431675910949707
TwoEmbedding,advises,isn't firing,122,122_FMM_him,fmm,MismatchMatchMatch,obj,Lisa advises this nephew that Patrick isn't firing,him,2.950230598449707
TwoEmbedding,advises,isn't firing,122,122_FMF_him,fmf,MismatchMatchMismatch,obj,Lisa advises this nephew that Martha isn't firing,him,2.622368097305298
TwoEmbedding,advises,isn't firing,122,122_FFM_him,ffm,MismatchMismatchMatch,obj,Lisa advises Vanessa that Patrick isn't firing,him,3.3134772777557373
TwoEmbedding,advises,isn't firing,122,122_FFF_him,fff,MismatchMismatchMismatch,obj,Lisa advises Vanessa that Martha isn't firing,him,4.259227275848389
TwoEmbedding,advises,isn't firing,122,122_MMM_his,mmm,MatchMatchMatch,poss,Mitchell advises this nephew that Patrick isn't firing,his,4.883134841918945
TwoEmbedding,advises,isn't firing,122,122_MMF_his,mmf,MatchMatchMismatch,poss,Mitchell advises this nephew that Martha isn't firing,his,7.1830058097839355
TwoEmbedding,advises,isn't firing,122,122_MFM_his,mfm,MatchMismatchMatch,poss,Mitchell advises Vanessa that Patrick isn't firing,his,5.351886749267578
TwoEmbedding,advises,isn't firing,122,122_MFF_his,mff,MatchMismatchMismatch,poss,Mitchell advises Vanessa that Martha isn't firing,his,10.624567031860352
TwoEmbedding,advises,isn't firing,122,122_FMM_his,fmm,MismatchMatchMatch,poss,Lisa advises this nephew that Patrick isn't firing,his,4.487144947052002
TwoEmbedding,advises,isn't firing,122,122_FMF_his,fmf,MismatchMatchMismatch,poss,Lisa advises this nephew that Martha isn't firing,his,6.440889358520508
TwoEmbedding,advises,isn't firing,122,122_FFM_his,ffm,MismatchMismatchMatch,poss,Lisa advises Vanessa that Patrick isn't firing,his,4.880354404449463
TwoEmbedding,advises,isn't firing,122,122_FFF_his,fff,MismatchMismatchMismatch,poss,Lisa advises Vanessa that Martha isn't firing,his,8.919866561889648
TwoEmbedding,informed,investigated,123,123_MMM_him,mmm,MatchMatchMatch,obj,John informed Bradley that Eric investigated,him,5.209705829620361
TwoEmbedding,informed,investigated,123,123_MMF_him,mmf,MatchMatchMismatch,obj,John informed Bradley that Elizabeth investigated,him,3.4623360633850098
TwoEmbedding,informed,investigated,123,123_MFM_him,mfm,MatchMismatchMatch,obj,John informed Valerie that Eric investigated,him,4.59128475189209
TwoEmbedding,informed,investigated,123,123_MFF_him,mff,MatchMismatchMismatch,obj,John informed Valerie that Elizabeth investigated,him,3.413945436477661
TwoEmbedding,informed,investigated,123,123_FMM_him,fmm,MismatchMatchMatch,obj,The wife informed Bradley that Eric investigated,him,6.040249347686768
TwoEmbedding,informed,investigated,123,123_FMF_him,fmf,MismatchMatchMismatch,obj,The wife informed Bradley that Elizabeth investigated,him,4.162063121795654
TwoEmbedding,informed,investigated,123,123_FFM_him,ffm,MismatchMismatchMatch,obj,The wife informed Valerie that Eric investigated,him,5.8317790031433105
TwoEmbedding,informed,investigated,123,123_FFF_him,fff,MismatchMismatchMismatch,obj,The wife informed Valerie that Elizabeth investigated,him,5.227497100830078
TwoEmbedding,informed,investigated,123,123_MMM_his,mmm,MatchMatchMatch,poss,John informed Bradley that Eric investigated,his,4.778764724731445
TwoEmbedding,informed,investigated,123,123_MMF_his,mmf,MatchMatchMismatch,poss,John informed Bradley that Elizabeth investigated,his,5.551966667175293
TwoEmbedding,informed,investigated,123,123_MFM_his,mfm,MatchMismatchMatch,poss,John informed Valerie that Eric investigated,his,4.88961935043335
TwoEmbedding,informed,investigated,123,123_MFF_his,mff,MatchMismatchMismatch,poss,John informed Valerie that Elizabeth investigated,his,6.660736083984375
TwoEmbedding,informed,investigated,123,123_FMM_his,fmm,MismatchMatchMatch,poss,The wife informed Bradley that Eric investigated,his,4.655712604522705
TwoEmbedding,informed,investigated,123,123_FMF_his,fmf,MismatchMatchMismatch,poss,The wife informed Bradley that Elizabeth investigated,his,5.836175918579102
TwoEmbedding,informed,investigated,123,123_FFM_his,ffm,MismatchMismatchMatch,poss,The wife informed Valerie that Eric investigated,his,4.933104991912842
TwoEmbedding,informed,investigated,123,123_FFF_his,fff,MismatchMismatchMismatch,poss,The wife informed Valerie that Elizabeth investigated,his,7.4852070808410645
TwoEmbedding,informed,hugs,124,124_MMM_him,mmm,MatchMatchMatch,obj,This man informed Alan that Jason hugs,him,2.1321425437927246
TwoEmbedding,informed,hugs,124,124_MMF_him,mmf,MatchMatchMismatch,obj,This man informed Alan that Jane hugs,him,0.8320286870002747
TwoEmbedding,informed,hugs,124,124_MFM_him,mfm,MatchMismatchMatch,obj,This man informed Stacy that Jason hugs,him,3.322091817855835
TwoEmbedding,informed,hugs,124,124_MFF_him,mff,MatchMismatchMismatch,obj,This man informed Stacy that Jane hugs,him,1.2883679866790771
TwoEmbedding,informed,hugs,124,124_FMM_him,fmm,MismatchMatchMatch,obj,Ella informed Alan that Jason hugs,him,2.3321142196655273
TwoEmbedding,informed,hugs,124,124_FMF_him,fmf,MismatchMatchMismatch,obj,Ella informed Alan that Jane hugs,him,0.9637589454650879
TwoEmbedding,informed,hugs,124,124_FFM_him,ffm,MismatchMismatchMatch,obj,Ella informed Stacy that Jason hugs,him,3.940772533416748
TwoEmbedding,informed,hugs,124,124_FFF_him,fff,MismatchMismatchMismatch,obj,Ella informed Stacy that Jane hugs,him,2.8119263648986816
TwoEmbedding,informed,hugs,124,124_MMM_his,mmm,MatchMatchMatch,poss,This man informed Alan that Jason hugs,his,2.64152455329895
TwoEmbedding,informed,hugs,124,124_MMF_his,mmf,MatchMatchMismatch,poss,This man informed Alan that Jane hugs,his,4.421121597290039
TwoEmbedding,informed,hugs,124,124_MFM_his,mfm,MatchMismatchMatch,poss,This man informed Stacy that Jason hugs,his,4.353877067565918
TwoEmbedding,informed,hugs,124,124_MFF_his,mff,MatchMismatchMismatch,poss,This man informed Stacy that Jane hugs,his,4.936186790466309
TwoEmbedding,informed,hugs,124,124_FMM_his,fmm,MismatchMatchMatch,poss,Ella informed Alan that Jason hugs,his,2.836939811706543
TwoEmbedding,informed,hugs,124,124_FMF_his,fmf,MismatchMatchMismatch,poss,Ella informed Alan that Jane hugs,his,4.603471279144287
