exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-j-6B_surp
simple,bores,284,284_F_his,f,Mismatch,poss,The actress bores,his,7.873542308807373
simple,hadn't annoyed,285,285_M_him,m,Match,obj,Jerry hadn't annoyed,him,2.257577419281006
simple,hadn't annoyed,285,285_M_his,m,Match,poss,Jerry hadn't annoyed,his,6.101007461547852
simple,hadn't annoyed,285,285_F_him,f,Mismatch,obj,Heidi hadn't annoyed,him,1.6946321725845337
simple,hadn't annoyed,285,285_F_his,f,Mismatch,poss,Heidi hadn't annoyed,his,8.355825424194336
simple,was biting,286,286_M_him,m,Match,obj,Joel was biting,him,6.550060749053955
simple,was biting,286,286_M_his,m,Match,poss,Joel was biting,his,1.275207281112671
simple,was biting,286,286_F_him,f,Mismatch,obj,Sandra was biting,him,6.895469665527344
simple,was biting,286,286_F_his,f,Mismatch,poss,Sandra was biting,his,5.204811096191406
simple,was appreciating,287,287_M_him,m,Match,obj,Robert was appreciating,him,7.258742332458496
simple,was appreciating,287,287_M_his,m,Match,poss,Robert was appreciating,his,4.959447383880615
simple,was appreciating,287,287_F_him,f,Mismatch,obj,Heather was appreciating,him,7.018862247467041
simple,was appreciating,287,287_F_his,f,Mismatch,poss,Heather was appreciating,his,5.373288154602051
simple,won't discuss,288,288_M_him,m,Match,obj,Brian won't discuss,him,8.435127258300781
simple,won't discuss,288,288_M_his,m,Match,poss,Brian won't discuss,his,3.1151890754699707
simple,won't discuss,288,288_F_him,f,Mismatch,obj,Colleen won't discuss,him,7.265850067138672
simple,won't discuss,288,288_F_his,f,Mismatch,poss,Colleen won't discuss,his,5.699173450469971
simple,is aiding,289,289_M_him,m,Match,obj,Adam is aiding,him,5.717735290527344
simple,is aiding,289,289_M_his,m,Match,poss,Adam is aiding,his,5.605024814605713
simple,is aiding,289,289_F_him,f,Mismatch,obj,Anna is aiding,him,4.396186828613281
simple,is aiding,289,289_F_his,f,Mismatch,poss,Anna is aiding,his,6.109386920928955
simple,hates,290,290_M_him,m,Match,obj,Paul hates,him,7.457269668579102
simple,hates,290,290_M_his,m,Match,poss,Paul hates,his,6.116014003753662
simple,hates,290,290_F_him,f,Mismatch,obj,Nicole hates,him,7.53757381439209
simple,hates,290,290_F_his,f,Mismatch,poss,Nicole hates,his,9.61144733428955
simple,shakes,291,291_M_him,m,Match,obj,Charles shakes,him,9.682738304138184
simple,shakes,291,291_M_his,m,Match,poss,Charles shakes,his,1.8042713403701782
simple,shakes,291,291_F_him,f,Mismatch,obj,Julia shakes,him,8.172247886657715
simple,shakes,291,291_F_his,f,Mismatch,poss,Julia shakes,his,3.6750972270965576
simple,complained about,292,292_M_him,m,Match,obj,Steven complained about,him,7.60222053527832
simple,complained about,292,292_M_his,m,Match,poss,Steven complained about,his,4.15327787399292
simple,complained about,292,292_F_him,f,Mismatch,obj,Tracy complained about,him,6.473482131958008
simple,complained about,292,292_F_his,f,Mismatch,poss,Tracy complained about,his,4.692655086517334
simple,knows,293,293_M_him,m,Match,obj,George knows,him,8.72225284576416
simple,knows,293,293_M_his,m,Match,poss,George knows,his,5.4649176597595215
simple,knows,293,293_F_him,f,Mismatch,obj,That wife knows,him,7.35175895690918
simple,knows,293,293_F_his,f,Mismatch,poss,That wife knows,his,8.208358764648438
simple,is examining,294,294_M_him,m,Match,obj,Joseph is examining,him,8.714262008666992
simple,is examining,294,294_M_his,m,Match,poss,Joseph is examining,his,4.036773681640625
simple,is examining,294,294_F_him,f,Mismatch,obj,Carmen is examining,him,6.623399257659912
simple,is examining,294,294_F_his,f,Mismatch,poss,Carmen is examining,his,5.800611972808838
simple,will sound like,295,295_M_him,m,Match,obj,Brian will sound like,him,8.453085899353027
simple,will sound like,295,295_M_his,m,Match,poss,Brian will sound like,his,7.02166223526001
simple,will sound like,295,295_F_him,f,Mismatch,obj,Valerie will sound like,him,9.998184204101562
simple,will sound like,295,295_F_his,f,Mismatch,poss,Valerie will sound like,his,8.420236587524414
simple,astounded,296,296_M_him,m,Match,obj,Chad astounded,him,4.6415629386901855
simple,astounded,296,296_M_his,m,Match,poss,Chad astounded,his,5.62214469909668
simple,astounded,296,296_F_him,f,Mismatch,obj,The grandmother astounded,him,3.6292195320129395
simple,astounded,296,296_F_his,f,Mismatch,poss,The grandmother astounded,his,7.686799049377441
simple,hadn't sounded like,297,297_M_him,m,Match,obj,This boy hadn't sounded like,him,6.432980060577393
simple,hadn't sounded like,297,297_M_his,m,Match,poss,This boy hadn't sounded like,his,6.173745632171631
simple,hadn't sounded like,297,297_F_him,f,Mismatch,obj,Anne hadn't sounded like,him,8.184725761413574
simple,hadn't sounded like,297,297_F_his,f,Mismatch,poss,Anne hadn't sounded like,his,7.4182939529418945
simple,was criticizing,298,298_M_him,m,Match,obj,The ex-boyfriend was criticizing,him,3.949066162109375
simple,was criticizing,298,298_M_his,m,Match,poss,The ex-boyfriend was criticizing,his,4.614058494567871
simple,was criticizing,298,298_F_him,f,Mismatch,obj,Tracy was criticizing,him,4.31439733505249
simple,was criticizing,298,298_F_his,f,Mismatch,poss,Tracy was criticizing,his,5.294979095458984
simple,harmed,299,299_M_him,m,Match,obj,Curtis harmed,him,5.357100009918213
simple,harmed,299,299_M_his,m,Match,poss,Curtis harmed,his,4.117283821105957
simple,harmed,299,299_F_him,f,Mismatch,obj,Veronica harmed,him,5.035079002380371
simple,harmed,299,299_F_his,f,Mismatch,poss,Veronica harmed,his,5.407023906707764
simple,hasn't approached,300,300_M_him,m,Match,obj,Stephen hasn't approached,him,4.902516841888428
simple,hasn't approached,300,300_M_his,m,Match,poss,Stephen hasn't approached,his,5.702761650085449
simple,hasn't approached,300,300_F_him,f,Mismatch,obj,This dancer hasn't approached,him,4.589420318603516
simple,hasn't approached,300,300_F_his,f,Mismatch,poss,This dancer hasn't approached,his,7.801671028137207
simple,won't boast about,301,301_M_him,m,Match,obj,Andrew won't boast about,him,8.360288619995117
simple,won't boast about,301,301_M_his,m,Match,poss,Andrew won't boast about,his,2.1837501525878906
simple,won't boast about,301,301_F_him,f,Mismatch,obj,Paula won't boast about,him,7.825244903564453
simple,won't boast about,301,301_F_his,f,Mismatch,poss,Paula won't boast about,his,5.706286430358887
simple,wasn't embarrassing,302,302_M_him,m,Match,obj,Alexander wasn't embarrassing,him,4.391706466674805
simple,wasn't embarrassing,302,302_M_his,m,Match,poss,Alexander wasn't embarrassing,his,6.161262035369873
simple,wasn't embarrassing,302,302_F_him,f,Mismatch,obj,Sarah wasn't embarrassing,him,4.0508623123168945
simple,wasn't embarrassing,302,302_F_his,f,Mismatch,poss,Sarah wasn't embarrassing,his,9.280632019042969
simple,bites,303,303_M_him,m,Match,obj,Frank bites,him,11.821894645690918
simple,bites,303,303_M_his,m,Match,poss,Frank bites,his,5.639720916748047
simple,bites,303,303_F_him,f,Mismatch,obj,Cheryl bites,him,6.728535175323486
simple,bites,303,303_F_his,f,Mismatch,poss,Cheryl bites,his,5.049147605895996
simple,can help,304,304_M_him,m,Match,obj,Brett can help,him,7.589712619781494
simple,can help,304,304_M_his,m,Match,poss,Brett can help,his,9.325454711914062
simple,can help,304,304_F_him,f,Mismatch,obj,Deanna can help,him,8.743663787841797
simple,can help,304,304_F_his,f,Mismatch,poss,Deanna can help,his,14.610247611999512
simple,should talk about,305,305_M_him,m,Match,obj,Gregory should talk about,him,8.19394588470459
simple,should talk about,305,305_M_his,m,Match,poss,Gregory should talk about,his,4.113823413848877
simple,should talk about,305,305_F_him,f,Mismatch,obj,Cheryl should talk about,him,6.666957378387451
simple,should talk about,305,305_F_his,f,Mismatch,poss,Cheryl should talk about,his,7.331949710845947
simple,wouldn't reveal,306,306_M_him,m,Match,obj,Benjamin wouldn't reveal,him,10.454367637634277
simple,wouldn't reveal,306,306_M_his,m,Match,poss,Benjamin wouldn't reveal,his,2.8464057445526123
simple,wouldn't reveal,306,306_F_him,f,Mismatch,obj,Amelia wouldn't reveal,him,9.70163345336914
simple,wouldn't reveal,306,306_F_his,f,Mismatch,poss,Amelia wouldn't reveal,his,4.22390079498291
simple,can't shoot,307,307_M_him,m,Match,obj,Thomas can't shoot,him,6.771032333374023
simple,can't shoot,307,307_M_his,m,Match,poss,Thomas can't shoot,his,5.959516525268555
simple,can't shoot,307,307_F_him,f,Mismatch,obj,Diane can't shoot,him,5.693091869354248
simple,can't shoot,307,307_F_his,f,Mismatch,poss,Diane can't shoot,his,10.13388729095459
simple,has questioned,308,308_M_him,m,Match,obj,Timothy has questioned,him,10.467976570129395
simple,has questioned,308,308_M_his,m,Match,poss,Timothy has questioned,his,5.463627815246582
simple,has questioned,308,308_F_him,f,Mismatch,obj,Irene has questioned,him,7.575680732727051
simple,has questioned,308,308_F_his,f,Mismatch,poss,Irene has questioned,his,6.189341068267822
simple,didn't hide,309,309_M_him,m,Match,obj,The ex-boyfriend didn't hide,him,9.859477043151855
simple,didn't hide,309,309_M_his,m,Match,poss,The ex-boyfriend didn't hide,his,1.7894015312194824
simple,didn't hide,309,309_F_him,f,Mismatch,obj,Eva didn't hide,him,9.16524600982666
simple,didn't hide,309,309_F_his,f,Mismatch,poss,Eva didn't hide,his,3.0225207805633545
simple,wasn't scanning,310,310_M_him,m,Match,obj,Martin wasn't scanning,him,7.543695449829102
simple,wasn't scanning,310,310_M_his,m,Match,poss,Martin wasn't scanning,his,5.526176452636719
simple,wasn't scanning,310,310_F_him,f,Mismatch,obj,That wife wasn't scanning,him,6.190181732177734
simple,wasn't scanning,310,310_F_his,f,Mismatch,poss,That wife wasn't scanning,his,5.457563400268555
simple,isn't understanding,311,311_M_him,m,Match,obj,Patrick isn't understanding,him,7.955089569091797
simple,isn't understanding,311,311_M_his,m,Match,poss,Patrick isn't understanding,his,5.858673572540283
simple,isn't understanding,311,311_F_him,f,Mismatch,obj,Maria isn't understanding,him,7.801196098327637
simple,isn't understanding,311,311_F_his,f,Mismatch,poss,Maria isn't understanding,his,8.826862335205078
simple,has lost,312,312_M_him,m,Match,obj,James has lost,him,9.520975112915039
simple,has lost,312,312_M_his,m,Match,poss,James has lost,his,1.890471339225769
simple,has lost,312,312_F_him,f,Mismatch,obj,Ann has lost,him,9.707987785339355
simple,has lost,312,312_F_his,f,Mismatch,poss,Ann has lost,his,2.505783796310425
simple,upset,313,313_M_him,m,Match,obj,Joseph upset,him,7.504800796508789
simple,upset,313,313_M_his,m,Match,poss,Joseph upset,his,5.701431751251221
simple,upset,313,313_F_him,f,Mismatch,obj,Cheryl upset,him,6.989844799041748
simple,upset,313,313_F_his,f,Mismatch,poss,Cheryl upset,his,8.20711898803711
simple,had confused,314,314_M_him,m,Match,obj,Roger had confused,him,5.046902656555176
simple,had confused,314,314_M_his,m,Match,poss,Roger had confused,his,4.325555324554443
simple,had confused,314,314_F_him,f,Mismatch,obj,Jodi had confused,him,3.737260341644287
simple,had confused,314,314_F_his,f,Mismatch,poss,Jodi had confused,his,5.225039482116699
simple,draws,315,315_M_him,m,Match,obj,William draws,him,10.034788131713867
simple,draws,315,315_M_his,m,Match,poss,William draws,his,4.8951873779296875
simple,draws,315,315_F_him,f,Mismatch,obj,Lori draws,him,8.792166709899902
simple,draws,315,315_F_his,f,Mismatch,poss,Lori draws,his,6.447787761688232
simple,might heal,316,316_M_him,m,Match,obj,Lawrence might heal,him,4.749451637268066
simple,might heal,316,316_M_his,m,Match,poss,Lawrence might heal,his,4.208440780639648
simple,might heal,316,316_F_him,f,Mismatch,obj,The girlfriend might heal,him,4.094998836517334
simple,might heal,316,316_F_his,f,Mismatch,poss,The girlfriend might heal,his,5.4813385009765625
simple,was curing,317,317_M_him,m,Match,obj,Joseph was curing,him,4.987933158874512
simple,was curing,317,317_M_his,m,Match,poss,Joseph was curing,his,3.5339667797088623
simple,was curing,317,317_F_him,f,Mismatch,obj,Susan was curing,him,5.534733772277832
simple,was curing,317,317_F_his,f,Mismatch,poss,Susan was curing,his,5.30931282043457
simple,might leave,318,318_M_him,m,Match,obj,Donald might leave,him,5.5093841552734375
simple,might leave,318,318_M_his,m,Match,poss,Donald might leave,his,4.337194442749023
simple,might leave,318,318_F_him,f,Mismatch,obj,Jennifer might leave,him,3.6941418647766113
simple,might leave,318,318_F_his,f,Mismatch,poss,Jennifer might leave,his,7.920787334442139
simple,references,319,319_M_him,m,Match,obj,Noah references,him,9.715408325195312
simple,references,319,319_M_his,m,Match,poss,Noah references,his,5.680370807647705
simple,references,319,319_F_him,f,Mismatch,obj,Cynthia references,him,8.39789867401123
simple,references,319,319_F_his,f,Mismatch,poss,Cynthia references,his,6.4818196296691895
simple,couldn't harm,320,320_M_him,m,Match,obj,Larry couldn't harm,him,2.731694459915161
simple,couldn't harm,320,320_M_his,m,Match,poss,Larry couldn't harm,his,5.526916027069092
simple,couldn't harm,320,320_F_him,f,Mismatch,obj,Renee couldn't harm,him,3.060128927230835
simple,couldn't harm,320,320_F_his,f,Mismatch,poss,Renee couldn't harm,his,6.340005397796631
simple,wasn't revealing,321,321_M_him,m,Match,obj,Derek wasn't revealing,him,9.347265243530273
simple,wasn't revealing,321,321_M_his,m,Match,poss,Derek wasn't revealing,his,3.475045680999756
simple,wasn't revealing,321,321_F_him,f,Mismatch,obj,Stacey wasn't revealing,him,10.102005958557129
simple,wasn't revealing,321,321_F_his,f,Mismatch,poss,Stacey wasn't revealing,his,6.190950393676758
simple,did aid,322,322_M_him,m,Match,obj,Guy did aid,him,6.973525524139404
simple,did aid,322,322_M_his,m,Match,poss,Guy did aid,his,7.165133476257324
simple,did aid,322,322_F_him,f,Mismatch,obj,Emily did aid,him,4.710857391357422
simple,did aid,322,322_F_his,f,Mismatch,poss,Emily did aid,his,7.59624719619751
simple,shocks,323,323_M_him,m,Match,obj,Brian shocks,him,6.05503511428833
simple,shocks,323,323_M_his,m,Match,poss,Brian shocks,his,5.401313781738281
simple,shocks,323,323_F_him,f,Mismatch,obj,Rebecca shocks,him,8.838229179382324
simple,shocks,323,323_F_his,f,Mismatch,poss,Rebecca shocks,his,10.748673439025879
simple,investigates,324,324_M_him,m,Match,obj,That boyfriend investigates,him,6.069507598876953
simple,investigates,324,324_M_his,m,Match,poss,That boyfriend investigates,his,4.457746982574463
simple,investigates,324,324_F_him,f,Mismatch,obj,Monica investigates,him,11.331698417663574
simple,investigates,324,324_F_his,f,Mismatch,poss,Monica investigates,his,8.592832565307617
simple,does listen to,325,325_M_him,m,Match,obj,Charles does listen to,him,5.985928535461426
simple,does listen to,325,325_M_his,m,Match,poss,Charles does listen to,his,4.103662014007568
simple,does listen to,325,325_F_him,f,Mismatch,obj,That ex-wife does listen to,him,4.002312183380127
simple,does listen to,325,325_F_his,f,Mismatch,poss,That ex-wife does listen to,his,5.185772895812988
simple,heard,326,326_M_him,m,Match,obj,Bill heard,him,6.157476902008057
simple,heard,326,326_M_his,m,Match,poss,Bill heard,his,5.695363998413086
simple,heard,326,326_F_him,f,Mismatch,obj,Mary heard,him,4.837848663330078
simple,heard,326,326_F_his,f,Mismatch,poss,Mary heard,his,5.243607044219971
simple,confuses,327,327_M_him,m,Match,obj,Charles confuses,him,7.465088367462158
simple,confuses,327,327_M_his,m,Match,poss,Charles confuses,his,5.267232894897461
simple,confuses,327,327_F_him,f,Mismatch,obj,Bethany confuses,him,5.2965407371521
simple,confuses,327,327_F_his,f,Mismatch,poss,Bethany confuses,his,7.178806781768799
simple,hadn't cured,328,328_M_him,m,Match,obj,This husband hadn't cured,him,3.4733424186706543
simple,hadn't cured,328,328_M_his,m,Match,poss,This husband hadn't cured,his,2.8872475624084473
simple,hadn't cured,328,328_F_him,f,Mismatch,obj,Leslie hadn't cured,him,3.171546459197998
simple,hadn't cured,328,328_F_his,f,Mismatch,poss,Leslie hadn't cured,his,3.7689123153686523
simple,hid,329,329_M_him,m,Match,obj,Todd hid,him,11.258974075317383
simple,hid,329,329_M_his,m,Match,poss,Todd hid,his,2.7211501598358154
simple,hid,329,329_F_him,f,Mismatch,obj,Claire hid,him,9.962886810302734
simple,hid,329,329_F_his,f,Mismatch,poss,Claire hid,his,6.491401672363281
simple,shot,330,330_M_him,m,Match,obj,This man shot,him,3.327990770339966
simple,shot,330,330_M_his,m,Match,poss,This man shot,his,4.03806734085083
simple,shot,330,330_F_him,f,Mismatch,obj,The lady shot,him,2.9481217861175537
simple,shot,330,330_F_his,f,Mismatch,poss,The lady shot,his,8.076451301574707
simple,liked,331,331_M_him,m,Match,obj,Thomas liked,him,7.235160827636719
simple,liked,331,331_M_his,m,Match,poss,Thomas liked,his,5.296539306640625
simple,liked,331,331_F_him,f,Mismatch,obj,Sabrina liked,him,6.255352020263672
simple,liked,331,331_F_his,f,Mismatch,poss,Sabrina liked,his,6.7061944007873535
simple,had insulted,332,332_M_him,m,Match,obj,Liam had insulted,him,2.550661325454712
simple,had insulted,332,332_M_his,m,Match,poss,Liam had insulted,his,4.196235179901123
simple,had insulted,332,332_F_him,f,Mismatch,obj,Meredith had insulted,him,3.4054462909698486
simple,had insulted,332,332_F_his,f,Mismatch,poss,Meredith had insulted,his,4.498738765716553
simple,might lose,333,333_M_him,m,Match,obj,Joseph might lose,him,7.843634605407715
simple,might lose,333,333_M_his,m,Match,poss,Joseph might lose,his,1.498030424118042
simple,might lose,333,333_F_him,f,Mismatch,obj,Sheila might lose,him,6.505086898803711
simple,might lose,333,333_F_his,f,Mismatch,poss,Sheila might lose,his,7.823800086975098
simple,remembered,334,334_M_him,m,Match,obj,That man remembered,him,4.653675556182861
simple,remembered,334,334_M_his,m,Match,poss,That man remembered,his,4.214104175567627
simple,remembered,334,334_F_him,f,Mismatch,obj,Deanna remembered,him,6.415165424346924
simple,remembered,334,334_F_his,f,Mismatch,poss,Deanna remembered,his,6.685670852661133
simple,did annoy,335,335_M_him,m,Match,obj,Ronald did annoy,him,3.9577534198760986
simple,did annoy,335,335_M_his,m,Match,poss,Ronald did annoy,his,6.775516986846924
simple,did annoy,335,335_F_him,f,Mismatch,obj,The girl did annoy,him,2.416656732559204
simple,did annoy,335,335_F_his,f,Mismatch,poss,The girl did annoy,his,8.469213485717773
simple,isn't revealing,336,336_M_him,m,Match,obj,That nephew isn't revealing,him,8.472078323364258
simple,isn't revealing,336,336_M_his,m,Match,poss,That nephew isn't revealing,his,2.983074903488159
simple,isn't revealing,336,336_F_him,f,Mismatch,obj,That lady isn't revealing,him,9.825342178344727
simple,isn't revealing,336,336_F_his,f,Mismatch,poss,That lady isn't revealing,his,8.348834037780762
simple,met,337,337_M_him,m,Match,obj,Patrick met,him,5.342992782592773
simple,met,337,337_M_his,m,Match,poss,Patrick met,his,4.3285980224609375
simple,met,337,337_F_him,f,Mismatch,obj,Teresa met,him,7.163366317749023
simple,met,337,337_F_his,f,Mismatch,poss,Teresa met,his,7.817087650299072
simple,might alarm,338,338_M_him,m,Match,obj,Carl might alarm,him,3.0949268341064453
simple,might alarm,338,338_M_his,m,Match,poss,Carl might alarm,his,3.9177138805389404
simple,might alarm,338,338_F_him,f,Mismatch,obj,Helen might alarm,him,2.7466347217559814
simple,might alarm,338,338_F_his,f,Mismatch,poss,Helen might alarm,his,6.39845609664917
simple,didn't catch,339,339_M_him,m,Match,obj,William didn't catch,him,5.516726493835449
simple,didn't catch,339,339_M_his,m,Match,poss,William didn't catch,his,5.043342113494873
simple,didn't catch,339,339_F_him,f,Mismatch,obj,Emily didn't catch,him,6.461944103240967
simple,didn't catch,339,339_F_his,f,Mismatch,poss,Emily didn't catch,his,5.413736343383789
simple,revealed,340,340_M_him,m,Match,obj,Travis revealed,him,9.309545516967773
simple,revealed,340,340_M_his,m,Match,poss,Travis revealed,his,4.970189571380615
simple,revealed,340,340_F_him,f,Mismatch,obj,Dawn revealed,him,7.122258186340332
simple,revealed,340,340_F_his,f,Mismatch,poss,Dawn revealed,his,7.6069135665893555
simple,wasn't discussing,341,341_M_him,m,Match,obj,This grandfather wasn't discussing,him,8.443032264709473
simple,wasn't discussing,341,341_M_his,m,Match,poss,This grandfather wasn't discussing,his,4.126217842102051
simple,wasn't discussing,341,341_F_him,f,Mismatch,obj,Sabrina wasn't discussing,him,7.85247802734375
simple,wasn't discussing,341,341_F_his,f,Mismatch,poss,Sabrina wasn't discussing,his,6.39851188659668
simple,bothered,342,342_M_him,m,Match,obj,Derek bothered,him,5.520271301269531
simple,bothered,342,342_M_his,m,Match,poss,Derek bothered,his,7.966090202331543
simple,bothered,342,342_F_him,f,Mismatch,obj,Kristen bothered,him,5.741971492767334
simple,bothered,342,342_F_his,f,Mismatch,poss,Kristen bothered,his,8.413211822509766
simple,wasn't discussing,343,343_M_him,m,Match,obj,Rodney wasn't discussing,him,7.742483615875244
simple,wasn't discussing,343,343_M_his,m,Match,poss,Rodney wasn't discussing,his,4.090661525726318
simple,wasn't discussing,343,343_F_him,f,Mismatch,obj,Eva wasn't discussing,him,7.651092529296875
simple,wasn't discussing,343,343_F_his,f,Mismatch,poss,Eva wasn't discussing,his,4.6304497718811035
simple,had held,344,344_M_him,m,Match,obj,Mark had held,him,5.712733268737793
simple,had held,344,344_M_his,m,Match,poss,Mark had held,his,4.709609508514404
simple,had held,344,344_F_him,f,Mismatch,obj,Christine had held,him,4.676285743713379
simple,had held,344,344_F_his,f,Mismatch,poss,Christine had held,his,6.2542338371276855
simple,bothers,345,345_M_him,m,Match,obj,This ex-husband bothers,him,5.238433361053467
simple,bothers,345,345_M_his,m,Match,poss,This ex-husband bothers,his,7.853318214416504
simple,bothers,345,345_F_him,f,Mismatch,obj,Vanessa bothers,him,6.632379531860352
simple,bothers,345,345_F_his,f,Mismatch,poss,Vanessa bothers,his,9.066926956176758
simple,confused,346,346_M_him,m,Match,obj,This guy confused,him,6.7495856285095215
simple,confused,346,346_M_his,m,Match,poss,This guy confused,his,6.028238296508789
simple,confused,346,346_F_him,f,Mismatch,obj,Connie confused,him,5.917938232421875
simple,confused,346,346_F_his,f,Mismatch,poss,Connie confused,his,7.597325325012207
simple,doesn't alarm,347,347_M_him,m,Match,obj,Derek doesn't alarm,him,4.2787652015686035
simple,doesn't alarm,347,347_M_his,m,Match,poss,Derek doesn't alarm,his,6.194844722747803
simple,doesn't alarm,347,347_F_him,f,Mismatch,obj,Emily doesn't alarm,him,4.030362606048584
simple,doesn't alarm,347,347_F_his,f,Mismatch,poss,Emily doesn't alarm,his,9.034710884094238
simple,hears,348,348_M_him,m,Match,obj,Dennis hears,him,7.291387557983398
simple,hears,348,348_M_his,m,Match,poss,Dennis hears,his,5.52183198928833
simple,hears,348,348_F_him,f,Mismatch,obj,Elaine hears,him,5.282121658325195
simple,hears,348,348_F_his,f,Mismatch,poss,Elaine hears,his,5.608982086181641
simple,approaches,349,349_M_him,m,Match,obj,Rodney approaches,him,5.290526866912842
simple,approaches,349,349_M_his,m,Match,poss,Rodney approaches,his,4.636805534362793
simple,approaches,349,349_F_him,f,Mismatch,obj,Margaret approaches,him,5.847589492797852
simple,approaches,349,349_F_his,f,Mismatch,poss,Margaret approaches,his,7.966547966003418
simple,had forgotten,350,350_M_him,m,Match,obj,Peter had forgotten,him,8.404778480529785
simple,had forgotten,350,350_M_his,m,Match,poss,Peter had forgotten,his,3.6258509159088135
simple,had forgotten,350,350_F_him,f,Mismatch,obj,Sally had forgotten,him,7.910236835479736
simple,had forgotten,350,350_F_his,f,Mismatch,poss,Sally had forgotten,his,6.388644218444824
simple,wasn't appreciating,351,351_M_him,m,Match,obj,James wasn't appreciating,him,6.010848522186279
simple,wasn't appreciating,351,351_M_his,m,Match,poss,James wasn't appreciating,his,4.444171905517578
simple,wasn't appreciating,351,351_F_him,f,Mismatch,obj,Cindy wasn't appreciating,him,5.829789161682129
simple,wasn't appreciating,351,351_F_his,f,Mismatch,poss,Cindy wasn't appreciating,his,4.883020877838135
simple,hadn't worked with,352,352_M_him,m,Match,obj,Andrew hadn't worked with,him,3.8719873428344727
simple,hadn't worked with,352,352_M_his,m,Match,poss,Andrew hadn't worked with,his,6.1712822914123535
simple,hadn't worked with,352,352_F_him,f,Mismatch,obj,Sabrina hadn't worked with,him,4.190963268280029
simple,hadn't worked with,352,352_F_his,f,Mismatch,poss,Sabrina hadn't worked with,his,8.203458786010742
simple,finds,353,353_M_him,m,Match,obj,Craig finds,him,8.565905570983887
simple,finds,353,353_M_his,m,Match,poss,Craig finds,his,4.519596576690674
simple,finds,353,353_F_him,f,Mismatch,obj,That actress finds,him,5.503744602203369
simple,finds,353,353_F_his,f,Mismatch,poss,That actress finds,his,8.084815979003906
simple,hasn't annoyed,354,354_M_him,m,Match,obj,Stephen hasn't annoyed,him,7.949077129364014
simple,hasn't annoyed,354,354_M_his,m,Match,poss,Stephen hasn't annoyed,his,8.03924560546875
simple,hasn't annoyed,354,354_F_him,f,Mismatch,obj,Tanya hasn't annoyed,him,4.941720008850098
simple,hasn't annoyed,354,354_F_his,f,Mismatch,poss,Tanya hasn't annoyed,his,8.447017669677734
simple,forgot,355,355_M_him,m,Match,obj,Craig forgot,him,13.312829971313477
simple,forgot,355,355_M_his,m,Match,poss,Craig forgot,his,4.391790390014648
simple,forgot,355,355_F_him,f,Mismatch,obj,Carol forgot,him,9.955644607543945
simple,forgot,355,355_F_his,f,Mismatch,poss,Carol forgot,his,8.490407943725586
simple,has fled from,356,356_M_him,m,Match,obj,Patrick has fled from,him,8.754105567932129
simple,has fled from,356,356_M_his,m,Match,poss,Patrick has fled from,his,3.422896385192871
simple,has fled from,356,356_F_him,f,Mismatch,obj,Tracy has fled from,him,5.989515781402588
simple,has fled from,356,356_F_his,f,Mismatch,poss,Tracy has fled from,his,4.986392498016357
simple,didn't bite,357,357_M_him,m,Match,obj,Aaron didn't bite,him,4.867528438568115
simple,didn't bite,357,357_M_his,m,Match,poss,Aaron didn't bite,his,3.0528883934020996
simple,didn't bite,357,357_F_him,f,Mismatch,obj,Elizabeth didn't bite,him,4.560303688049316
simple,didn't bite,357,357_F_his,f,Mismatch,poss,Elizabeth didn't bite,his,4.47013521194458
simple,hugged,358,358_M_him,m,Match,obj,Peter hugged,him,3.3856897354125977
simple,hugged,358,358_M_his,m,Match,poss,Peter hugged,his,2.844679117202759
simple,hugged,358,358_F_him,f,Mismatch,obj,Sally hugged,him,3.042222023010254
simple,hugged,358,358_F_his,f,Mismatch,poss,Sally hugged,his,6.186845779418945
simple,praised,359,359_M_him,m,Match,obj,Stephen praised,him,5.393359184265137
simple,praised,359,359_M_his,m,Match,poss,Stephen praised,his,4.6043853759765625
simple,praised,359,359_F_him,f,Mismatch,obj,The granddaughter praised,him,4.257848739624023
simple,praised,359,359_F_his,f,Mismatch,poss,The granddaughter praised,his,5.689272880554199
simple,hadn't hired,360,360_M_him,m,Match,obj,Carl hadn't hired,him,3.2382595539093018
simple,hadn't hired,360,360_M_his,m,Match,poss,Carl hadn't hired,his,5.582639217376709
simple,hadn't hired,360,360_F_him,f,Mismatch,obj,This mother hadn't hired,him,5.819482803344727
simple,hadn't hired,360,360_F_his,f,Mismatch,poss,This mother hadn't hired,his,9.922146797180176
simple,underwhelms,361,361_M_him,m,Match,obj,That grandson underwhelms,him,4.587592601776123
simple,underwhelms,361,361_M_his,m,Match,poss,That grandson underwhelms,his,4.700303077697754
simple,underwhelms,361,361_F_him,f,Mismatch,obj,Judy underwhelms,him,6.175043106079102
simple,underwhelms,361,361_F_his,f,Mismatch,poss,Judy underwhelms,his,8.846282958984375
simple,isn't disturbing,362,362_M_him,m,Match,obj,Todd isn't disturbing,him,7.597439289093018
simple,isn't disturbing,362,362_M_his,m,Match,poss,Todd isn't disturbing,his,5.74898624420166
simple,isn't disturbing,362,362_F_him,f,Mismatch,obj,Amy isn't disturbing,him,6.45841646194458
simple,isn't disturbing,362,362_F_his,f,Mismatch,poss,Amy isn't disturbing,his,6.875445365905762
