exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
TwoEmbedding,told,hadn't listened to,253,253_MMM_his,mmm,MatchMatchMatch,poss,Peter told Larry that Brian hadn't listened to,his,2.5476396083831787
TwoEmbedding,told,hadn't listened to,253,253_MMF_his,mmf,MatchMatchMismatch,poss,Peter told Larry that Eva hadn't listened to,his,3.443424940109253
TwoEmbedding,told,hadn't listened to,253,253_MFM_his,mfm,MatchMismatchMatch,poss,Peter told Paula that Brian hadn't listened to,his,2.794450521469116
TwoEmbedding,told,hadn't listened to,253,253_MFF_his,mff,MatchMismatchMismatch,poss,Peter told Paula that Eva hadn't listened to,his,3.837789297103882
TwoEmbedding,told,hadn't listened to,253,253_FMM_his,fmm,MismatchMatchMatch,poss,Vanessa told Larry that Brian hadn't listened to,his,3.289052963256836
TwoEmbedding,told,hadn't listened to,253,253_FMF_his,fmf,MismatchMatchMismatch,poss,Vanessa told Larry that Eva hadn't listened to,his,5.040757656097412
TwoEmbedding,told,hadn't listened to,253,253_FFM_his,ffm,MismatchMismatchMatch,poss,Vanessa told Paula that Brian hadn't listened to,his,3.611841917037964
TwoEmbedding,told,hadn't listened to,253,253_FFF_his,fff,MismatchMismatchMismatch,poss,Vanessa told Paula that Eva hadn't listened to,his,6.146651744842529
TwoEmbedding,advised,shoots,254,254_MMM_him,mmm,MatchMatchMatch,obj,Paul advised Craig that Robert shoots,him,4.133388996124268
TwoEmbedding,advised,shoots,254,254_MMF_him,mmf,MatchMatchMismatch,obj,Paul advised Craig that that niece shoots,him,4.349681377410889
TwoEmbedding,advised,shoots,254,254_MFM_him,mfm,MatchMismatchMatch,obj,Paul advised Valerie that Robert shoots,him,4.968576908111572
TwoEmbedding,advised,shoots,254,254_MFF_him,mff,MatchMismatchMismatch,obj,Paul advised Valerie that that niece shoots,him,5.420574188232422
TwoEmbedding,advised,shoots,254,254_FMM_him,fmm,MismatchMatchMatch,obj,Leslie advised Craig that Robert shoots,him,3.9462876319885254
TwoEmbedding,advised,shoots,254,254_FMF_him,fmf,MismatchMatchMismatch,obj,Leslie advised Craig that that niece shoots,him,3.744521141052246
TwoEmbedding,advised,shoots,254,254_FFM_him,ffm,MismatchMismatchMatch,obj,Leslie advised Valerie that Robert shoots,him,5.2389235496521
TwoEmbedding,advised,shoots,254,254_FFF_him,fff,MismatchMismatchMismatch,obj,Leslie advised Valerie that that niece shoots,him,5.2780561447143555
TwoEmbedding,advised,shoots,254,254_MMM_his,mmm,MatchMatchMatch,poss,Paul advised Craig that Robert shoots,his,3.7385244369506836
TwoEmbedding,advised,shoots,254,254_MMF_his,mmf,MatchMatchMismatch,poss,Paul advised Craig that that niece shoots,his,7.1431756019592285
TwoEmbedding,advised,shoots,254,254_MFM_his,mfm,MatchMismatchMatch,poss,Paul advised Valerie that Robert shoots,his,3.4251022338867188
TwoEmbedding,advised,shoots,254,254_MFF_his,mff,MatchMismatchMismatch,poss,Paul advised Valerie that that niece shoots,his,7.982844352722168
TwoEmbedding,advised,shoots,254,254_FMM_his,fmm,MismatchMatchMatch,poss,Leslie advised Craig that Robert shoots,his,3.8115854263305664
TwoEmbedding,advised,shoots,254,254_FMF_his,fmf,MismatchMatchMismatch,poss,Leslie advised Craig that that niece shoots,his,6.856535911560059
TwoEmbedding,advised,shoots,254,254_FFM_his,ffm,MismatchMismatchMatch,poss,Leslie advised Valerie that Robert shoots,his,3.458472967147827
TwoEmbedding,advised,shoots,254,254_FFF_his,fff,MismatchMismatchMismatch,poss,Leslie advised Valerie that that niece shoots,his,7.867450714111328
TwoEmbedding,advised,couldn't discover,255,255_MMM_him,mmm,MatchMatchMatch,obj,This grandson advised Douglas that that husband couldn't discover,him,7.227198600769043
TwoEmbedding,advised,couldn't discover,255,255_MMF_him,mmf,MatchMatchMismatch,obj,This grandson advised Douglas that Julie couldn't discover,him,6.075395584106445
TwoEmbedding,advised,couldn't discover,255,255_MFM_him,mfm,MatchMismatchMatch,obj,This grandson advised that granddaughter that that husband couldn't discover,him,8.233098030090332
TwoEmbedding,advised,couldn't discover,255,255_MFF_him,mff,MatchMismatchMismatch,obj,This grandson advised that granddaughter that Julie couldn't discover,him,7.443652629852295
TwoEmbedding,advised,couldn't discover,255,255_FMM_him,fmm,MismatchMatchMatch,obj,Valerie advised Douglas that that husband couldn't discover,him,7.804953575134277
TwoEmbedding,advised,couldn't discover,255,255_FMF_him,fmf,MismatchMatchMismatch,obj,Valerie advised Douglas that Julie couldn't discover,him,6.859272003173828
TwoEmbedding,advised,couldn't discover,255,255_FFM_him,ffm,MismatchMismatchMatch,obj,Valerie advised that granddaughter that that husband couldn't discover,him,9.440235137939453
TwoEmbedding,advised,couldn't discover,255,255_FFF_him,fff,MismatchMismatchMismatch,obj,Valerie advised that granddaughter that Julie couldn't discover,him,8.985198020935059
TwoEmbedding,advised,couldn't discover,255,255_MMM_his,mmm,MatchMatchMatch,poss,This grandson advised Douglas that that husband couldn't discover,his,3.0300371646881104
TwoEmbedding,advised,couldn't discover,255,255_MMF_his,mmf,MatchMatchMismatch,poss,This grandson advised Douglas that Julie couldn't discover,his,4.75555944442749
TwoEmbedding,advised,couldn't discover,255,255_MFM_his,mfm,MatchMismatchMatch,poss,This grandson advised that granddaughter that that husband couldn't discover,his,3.2086260318756104
TwoEmbedding,advised,couldn't discover,255,255_MFF_his,mff,MatchMismatchMismatch,poss,This grandson advised that granddaughter that Julie couldn't discover,his,5.806305408477783
TwoEmbedding,advised,couldn't discover,255,255_FMM_his,fmm,MismatchMatchMatch,poss,Valerie advised Douglas that that husband couldn't discover,his,3.2912814617156982
TwoEmbedding,advised,couldn't discover,255,255_FMF_his,fmf,MismatchMatchMismatch,poss,Valerie advised Douglas that Julie couldn't discover,his,5.051527500152588
TwoEmbedding,advised,couldn't discover,255,255_FFM_his,ffm,MismatchMismatchMatch,poss,Valerie advised that granddaughter that that husband couldn't discover,his,4.035587310791016
TwoEmbedding,advised,couldn't discover,255,255_FFF_his,fff,MismatchMismatchMismatch,poss,Valerie advised that granddaughter that Julie couldn't discover,his,6.8191328048706055
TwoEmbedding,shows,won't lose,256,256_MMM_him,mmm,MatchMatchMatch,obj,Frank shows the husband that Eric won't lose,him,6.810360908508301
TwoEmbedding,shows,won't lose,256,256_MMF_him,mmf,MatchMatchMismatch,obj,Frank shows the husband that Florence won't lose,him,5.488420486450195
TwoEmbedding,shows,won't lose,256,256_MFM_him,mfm,MatchMismatchMatch,obj,Frank shows Kristen that Eric won't lose,him,8.018180847167969
TwoEmbedding,shows,won't lose,256,256_MFF_him,mff,MatchMismatchMismatch,obj,Frank shows Kristen that Florence won't lose,him,7.852695465087891
TwoEmbedding,shows,won't lose,256,256_FMM_him,fmm,MismatchMatchMatch,obj,Stacy shows the husband that Eric won't lose,him,6.4744486808776855
TwoEmbedding,shows,won't lose,256,256_FMF_him,fmf,MismatchMatchMismatch,obj,Stacy shows the husband that Florence won't lose,him,5.240091323852539
TwoEmbedding,shows,won't lose,256,256_FFM_him,ffm,MismatchMismatchMatch,obj,Stacy shows Kristen that Eric won't lose,him,7.575687885284424
TwoEmbedding,shows,won't lose,256,256_FFF_him,fff,MismatchMismatchMismatch,obj,Stacy shows Kristen that Florence won't lose,him,7.827530384063721
TwoEmbedding,shows,won't lose,256,256_MMM_his,mmm,MatchMatchMatch,poss,Frank shows the husband that Eric won't lose,his,1.4386484622955322
TwoEmbedding,shows,won't lose,256,256_MMF_his,mmf,MatchMatchMismatch,poss,Frank shows the husband that Florence won't lose,his,4.418763637542725
TwoEmbedding,shows,won't lose,256,256_MFM_his,mfm,MatchMismatchMatch,poss,Frank shows Kristen that Eric won't lose,his,2.2247531414031982
TwoEmbedding,shows,won't lose,256,256_MFF_his,mff,MatchMismatchMismatch,poss,Frank shows Kristen that Florence won't lose,his,6.3865885734558105
TwoEmbedding,shows,won't lose,256,256_FMM_his,fmm,MismatchMatchMatch,poss,Stacy shows the husband that Eric won't lose,his,1.5190097093582153
TwoEmbedding,shows,won't lose,256,256_FMF_his,fmf,MismatchMatchMismatch,poss,Stacy shows the husband that Florence won't lose,his,4.630940914154053
TwoEmbedding,shows,won't lose,256,256_FFM_his,ffm,MismatchMismatchMatch,poss,Stacy shows Kristen that Eric won't lose,his,2.1546404361724854
TwoEmbedding,shows,won't lose,256,256_FFF_his,fff,MismatchMismatchMismatch,poss,Stacy shows Kristen that Florence won't lose,his,6.771815299987793
TwoEmbedding,warned,isn't hiring,257,257_MMM_him,mmm,MatchMatchMatch,obj,Brad warned Jason that Thomas isn't hiring,him,3.6915926933288574
TwoEmbedding,warned,isn't hiring,257,257_MMF_him,mmf,MatchMatchMismatch,obj,Brad warned Jason that Eva isn't hiring,him,4.292994022369385
TwoEmbedding,warned,isn't hiring,257,257_MFM_him,mfm,MatchMismatchMatch,obj,Brad warned Elizabeth that Thomas isn't hiring,him,5.627084732055664
TwoEmbedding,warned,isn't hiring,257,257_MFF_him,mff,MatchMismatchMismatch,obj,Brad warned Elizabeth that Eva isn't hiring,him,6.572687149047852
TwoEmbedding,warned,isn't hiring,257,257_FMM_him,fmm,MismatchMatchMatch,obj,Jennifer warned Jason that Thomas isn't hiring,him,4.364692687988281
TwoEmbedding,warned,isn't hiring,257,257_FMF_him,fmf,MismatchMatchMismatch,obj,Jennifer warned Jason that Eva isn't hiring,him,4.59500789642334
TwoEmbedding,warned,isn't hiring,257,257_FFM_him,ffm,MismatchMismatchMatch,obj,Jennifer warned Elizabeth that Thomas isn't hiring,him,6.4839301109313965
TwoEmbedding,warned,isn't hiring,257,257_FFF_him,fff,MismatchMismatchMismatch,obj,Jennifer warned Elizabeth that Eva isn't hiring,him,7.159336566925049
TwoEmbedding,warned,isn't hiring,257,257_MMM_his,mmm,MatchMatchMatch,poss,Brad warned Jason that Thomas isn't hiring,his,5.846803188323975
TwoEmbedding,warned,isn't hiring,257,257_MMF_his,mmf,MatchMatchMismatch,poss,Brad warned Jason that Eva isn't hiring,his,8.022119522094727
TwoEmbedding,warned,isn't hiring,257,257_MFM_his,mfm,MatchMismatchMatch,poss,Brad warned Elizabeth that Thomas isn't hiring,his,6.846253395080566
TwoEmbedding,warned,isn't hiring,257,257_MFF_his,mff,MatchMismatchMismatch,poss,Brad warned Elizabeth that Eva isn't hiring,his,9.657919883728027
TwoEmbedding,warned,isn't hiring,257,257_FMM_his,fmm,MismatchMatchMatch,poss,Jennifer warned Jason that Thomas isn't hiring,his,6.440964221954346
TwoEmbedding,warned,isn't hiring,257,257_FMF_his,fmf,MismatchMatchMismatch,poss,Jennifer warned Jason that Eva isn't hiring,his,8.700459480285645
TwoEmbedding,warned,isn't hiring,257,257_FFM_his,ffm,MismatchMismatchMatch,poss,Jennifer warned Elizabeth that Thomas isn't hiring,his,7.1849684715271
TwoEmbedding,warned,isn't hiring,257,257_FFF_his,fff,MismatchMismatchMismatch,poss,Jennifer warned Elizabeth that Eva isn't hiring,his,10.734317779541016
TwoEmbedding,alerted,won't kiss,258,258_MMM_him,mmm,MatchMatchMatch,obj,Matt alerted Randolf that Keith won't kiss,him,1.5028927326202393
TwoEmbedding,alerted,won't kiss,258,258_MMF_him,mmf,MatchMatchMismatch,obj,Matt alerted Randolf that Elizabeth won't kiss,him,0.6809526681900024
TwoEmbedding,alerted,won't kiss,258,258_MFM_him,mfm,MatchMismatchMatch,obj,Matt alerted Nina that Keith won't kiss,him,5.691937446594238
TwoEmbedding,alerted,won't kiss,258,258_MFF_him,mff,MatchMismatchMismatch,obj,Matt alerted Nina that Elizabeth won't kiss,him,1.5189660787582397
TwoEmbedding,alerted,won't kiss,258,258_FMM_him,fmm,MismatchMatchMatch,obj,This girlfriend alerted Randolf that Keith won't kiss,him,2.9783947467803955
TwoEmbedding,alerted,won't kiss,258,258_FMF_him,fmf,MismatchMatchMismatch,obj,This girlfriend alerted Randolf that Elizabeth won't kiss,him,0.5039849877357483
TwoEmbedding,alerted,won't kiss,258,258_FFM_him,ffm,MismatchMismatchMatch,obj,This girlfriend alerted Nina that Keith won't kiss,him,6.677579402923584
TwoEmbedding,alerted,won't kiss,258,258_FFF_him,fff,MismatchMismatchMismatch,obj,This girlfriend alerted Nina that Elizabeth won't kiss,him,2.212991952896118
TwoEmbedding,alerted,won't kiss,258,258_MMM_his,mmm,MatchMatchMatch,poss,Matt alerted Randolf that Keith won't kiss,his,3.37985897064209
TwoEmbedding,alerted,won't kiss,258,258_MMF_his,mmf,MatchMatchMismatch,poss,Matt alerted Randolf that Elizabeth won't kiss,his,5.018566131591797
TwoEmbedding,alerted,won't kiss,258,258_MFM_his,mfm,MatchMismatchMatch,poss,Matt alerted Nina that Keith won't kiss,his,5.685494422912598
TwoEmbedding,alerted,won't kiss,258,258_MFF_his,mff,MatchMismatchMismatch,poss,Matt alerted Nina that Elizabeth won't kiss,his,6.663288116455078
TwoEmbedding,alerted,won't kiss,258,258_FMM_his,fmm,MismatchMatchMatch,poss,This girlfriend alerted Randolf that Keith won't kiss,his,4.584837913513184
TwoEmbedding,alerted,won't kiss,258,258_FMF_his,fmf,MismatchMatchMismatch,poss,This girlfriend alerted Randolf that Elizabeth won't kiss,his,5.2774224281311035
TwoEmbedding,alerted,won't kiss,258,258_FFM_his,ffm,MismatchMismatchMatch,poss,This girlfriend alerted Nina that Keith won't kiss,his,6.352097988128662
TwoEmbedding,alerted,won't kiss,258,258_FFF_his,fff,MismatchMismatchMismatch,poss,This girlfriend alerted Nina that Elizabeth won't kiss,his,7.440825939178467
TwoEmbedding,advises,wasn't hiding,259,259_MMM_him,mmm,MatchMatchMatch,obj,Charles advises Scott that that brother wasn't hiding,him,8.039953231811523
TwoEmbedding,advises,wasn't hiding,259,259_MMF_him,mmf,MatchMatchMismatch,obj,Charles advises Scott that Tamara wasn't hiding,him,9.389933586120605
TwoEmbedding,advises,wasn't hiding,259,259_MFM_him,mfm,MatchMismatchMatch,obj,Charles advises that dancer that that brother wasn't hiding,him,8.733585357666016
TwoEmbedding,advises,wasn't hiding,259,259_MFF_him,mff,MatchMismatchMismatch,obj,Charles advises that dancer that Tamara wasn't hiding,him,10.162254333496094
TwoEmbedding,advises,wasn't hiding,259,259_FMM_him,fmm,MismatchMatchMatch,obj,Stacey advises Scott that that brother wasn't hiding,him,8.435137748718262
TwoEmbedding,advises,wasn't hiding,259,259_FMF_him,fmf,MismatchMatchMismatch,obj,Stacey advises Scott that Tamara wasn't hiding,him,9.546590805053711
TwoEmbedding,advises,wasn't hiding,259,259_FFM_him,ffm,MismatchMismatchMatch,obj,Stacey advises that dancer that that brother wasn't hiding,him,9.114927291870117
TwoEmbedding,advises,wasn't hiding,259,259_FFF_him,fff,MismatchMismatchMismatch,obj,Stacey advises that dancer that Tamara wasn't hiding,him,10.518117904663086
TwoEmbedding,advises,wasn't hiding,259,259_MMM_his,mmm,MatchMatchMatch,poss,Charles advises Scott that that brother wasn't hiding,his,3.4508097171783447
TwoEmbedding,advises,wasn't hiding,259,259_MMF_his,mmf,MatchMatchMismatch,poss,Charles advises Scott that Tamara wasn't hiding,his,7.442432403564453
TwoEmbedding,advises,wasn't hiding,259,259_MFM_his,mfm,MatchMismatchMatch,poss,Charles advises that dancer that that brother wasn't hiding,his,3.1487112045288086
TwoEmbedding,advises,wasn't hiding,259,259_MFF_his,mff,MatchMismatchMismatch,poss,Charles advises that dancer that Tamara wasn't hiding,his,7.457098007202148
TwoEmbedding,advises,wasn't hiding,259,259_FMM_his,fmm,MismatchMatchMatch,poss,Stacey advises Scott that that brother wasn't hiding,his,3.2577757835388184
TwoEmbedding,advises,wasn't hiding,259,259_FMF_his,fmf,MismatchMatchMismatch,poss,Stacey advises Scott that Tamara wasn't hiding,his,7.6074957847595215
TwoEmbedding,advises,wasn't hiding,259,259_FFM_his,ffm,MismatchMismatchMatch,poss,Stacey advises that dancer that that brother wasn't hiding,his,2.973201274871826
TwoEmbedding,advises,wasn't hiding,259,259_FFF_his,fff,MismatchMismatchMismatch,poss,Stacey advises that dancer that Tamara wasn't hiding,his,7.9623870849609375
TwoEmbedding,warns,leaves,260,260_MMM_him,mmm,MatchMatchMatch,obj,That brother warns Brad that Jeffrey leaves,him,3.1167733669281006
TwoEmbedding,warns,leaves,260,260_MMF_him,mmf,MatchMatchMismatch,obj,That brother warns Brad that Laura leaves,him,2.266094207763672
TwoEmbedding,warns,leaves,260,260_MFM_him,mfm,MatchMismatchMatch,obj,That brother warns Rachel that Jeffrey leaves,him,4.334319114685059
TwoEmbedding,warns,leaves,260,260_MFF_him,mff,MatchMismatchMismatch,obj,That brother warns Rachel that Laura leaves,him,3.0106308460235596
TwoEmbedding,warns,leaves,260,260_FMM_him,fmm,MismatchMatchMatch,obj,Elaine warns Brad that Jeffrey leaves,him,4.0136799812316895
TwoEmbedding,warns,leaves,260,260_FMF_him,fmf,MismatchMatchMismatch,obj,Elaine warns Brad that Laura leaves,him,3.013416051864624
TwoEmbedding,warns,leaves,260,260_FFM_him,ffm,MismatchMismatchMatch,obj,Elaine warns Rachel that Jeffrey leaves,him,5.927066802978516
TwoEmbedding,warns,leaves,260,260_FFF_him,fff,MismatchMismatchMismatch,obj,Elaine warns Rachel that Laura leaves,him,5.0105767250061035
TwoEmbedding,warns,leaves,260,260_MMM_his,mmm,MatchMatchMatch,poss,That brother warns Brad that Jeffrey leaves,his,3.680055856704712
TwoEmbedding,warns,leaves,260,260_MMF_his,mmf,MatchMatchMismatch,poss,That brother warns Brad that Laura leaves,his,5.946146488189697
TwoEmbedding,warns,leaves,260,260_MFM_his,mfm,MatchMismatchMatch,poss,That brother warns Rachel that Jeffrey leaves,his,3.9537642002105713
TwoEmbedding,warns,leaves,260,260_MFF_his,mff,MatchMismatchMismatch,poss,That brother warns Rachel that Laura leaves,his,6.929434299468994
TwoEmbedding,warns,leaves,260,260_FMM_his,fmm,MismatchMatchMatch,poss,Elaine warns Brad that Jeffrey leaves,his,3.8036906719207764
TwoEmbedding,warns,leaves,260,260_FMF_his,fmf,MismatchMatchMismatch,poss,Elaine warns Brad that Laura leaves,his,6.627151012420654
TwoEmbedding,warns,leaves,260,260_FFM_his,ffm,MismatchMismatchMatch,poss,Elaine warns Rachel that Jeffrey leaves,his,3.981182336807251
TwoEmbedding,warns,leaves,260,260_FFF_his,fff,MismatchMismatchMismatch,poss,Elaine warns Rachel that Laura leaves,his,8.53421401977539
TwoEmbedding,advised,might help,261,261_MMM_him,mmm,MatchMatchMatch,obj,Gary advised John that Christopher might help,him,1.1994516849517822
TwoEmbedding,advised,might help,261,261_MMF_him,mmf,MatchMatchMismatch,obj,Gary advised John that Florence might help,him,1.8526126146316528
TwoEmbedding,advised,might help,261,261_MFM_him,mfm,MatchMismatchMatch,obj,Gary advised Danielle that Christopher might help,him,3.971613883972168
TwoEmbedding,advised,might help,261,261_MFF_him,mff,MatchMismatchMismatch,obj,Gary advised Danielle that Florence might help,him,4.342446804046631
TwoEmbedding,advised,might help,261,261_FMM_him,fmm,MismatchMatchMatch,obj,Carla advised John that Christopher might help,him,1.4005166292190552
TwoEmbedding,advised,might help,261,261_FMF_him,fmf,MismatchMatchMismatch,obj,Carla advised John that Florence might help,him,1.7505598068237305
TwoEmbedding,advised,might help,261,261_FFM_him,ffm,MismatchMismatchMatch,obj,Carla advised Danielle that Christopher might help,him,5.2968668937683105
TwoEmbedding,advised,might help,261,261_FFF_him,fff,MismatchMismatchMismatch,obj,Carla advised Danielle that Florence might help,him,5.1908488273620605
TwoEmbedding,advised,might help,261,261_MMM_his,mmm,MatchMatchMatch,poss,Gary advised John that Christopher might help,his,5.7424750328063965
TwoEmbedding,advised,might help,261,261_MMF_his,mmf,MatchMatchMismatch,poss,Gary advised John that Florence might help,his,5.512818813323975
TwoEmbedding,advised,might help,261,261_MFM_his,mfm,MatchMismatchMatch,poss,Gary advised Danielle that Christopher might help,his,6.501270294189453
TwoEmbedding,advised,might help,261,261_MFF_his,mff,MatchMismatchMismatch,poss,Gary advised Danielle that Florence might help,his,7.051255702972412
TwoEmbedding,advised,might help,261,261_FMM_his,fmm,MismatchMatchMatch,poss,Carla advised John that Christopher might help,his,6.464010715484619
TwoEmbedding,advised,might help,261,261_FMF_his,fmf,MismatchMatchMismatch,poss,Carla advised John that Florence might help,his,6.241007328033447
TwoEmbedding,advised,might help,261,261_FFM_his,ffm,MismatchMismatchMatch,poss,Carla advised Danielle that Christopher might help,his,7.573978900909424
TwoEmbedding,advised,might help,261,261_FFF_his,fff,MismatchMismatchMismatch,poss,Carla advised Danielle that Florence might help,his,8.443193435668945
TwoEmbedding,warned,remembers,262,262_MMM_him,mmm,MatchMatchMatch,obj,Thomas warned the husband that Derek remembers,him,3.1258792877197266
TwoEmbedding,warned,remembers,262,262_MMF_him,mmf,MatchMatchMismatch,obj,Thomas warned the husband that Ellen remembers,him,2.5775835514068604
TwoEmbedding,warned,remembers,262,262_MFM_him,mfm,MatchMismatchMatch,obj,Thomas warned Cynthia that Derek remembers,him,3.7319552898406982
TwoEmbedding,warned,remembers,262,262_MFF_him,mff,MatchMismatchMismatch,obj,Thomas warned Cynthia that Ellen remembers,him,4.056621551513672
TwoEmbedding,warned,remembers,262,262_FMM_him,fmm,MismatchMatchMatch,obj,The niece warned the husband that Derek remembers,him,4.276785373687744
TwoEmbedding,warned,remembers,262,262_FMF_him,fmf,MismatchMatchMismatch,obj,The niece warned the husband that Ellen remembers,him,3.322796583175659
TwoEmbedding,warned,remembers,262,262_FFM_him,ffm,MismatchMismatchMatch,obj,The niece warned Cynthia that Derek remembers,him,4.754685878753662
TwoEmbedding,warned,remembers,262,262_FFF_him,fff,MismatchMismatchMismatch,obj,The niece warned Cynthia that Ellen remembers,him,5.783599853515625
TwoEmbedding,warned,remembers,262,262_MMM_his,mmm,MatchMatchMatch,poss,Thomas warned the husband that Derek remembers,his,3.7338128089904785
TwoEmbedding,warned,remembers,262,262_MMF_his,mmf,MatchMatchMismatch,poss,Thomas warned the husband that Ellen remembers,his,4.066581726074219
TwoEmbedding,warned,remembers,262,262_MFM_his,mfm,MatchMismatchMatch,poss,Thomas warned Cynthia that Derek remembers,his,4.119867324829102
TwoEmbedding,warned,remembers,262,262_MFF_his,mff,MatchMismatchMismatch,poss,Thomas warned Cynthia that Ellen remembers,his,5.652701377868652
TwoEmbedding,warned,remembers,262,262_FMM_his,fmm,MismatchMatchMatch,poss,The niece warned the husband that Derek remembers,his,4.052272319793701
TwoEmbedding,warned,remembers,262,262_FMF_his,fmf,MismatchMatchMismatch,poss,The niece warned the husband that Ellen remembers,his,4.473271369934082
TwoEmbedding,warned,remembers,262,262_FFM_his,ffm,MismatchMismatchMatch,poss,The niece warned Cynthia that Derek remembers,his,4.5451579093933105
TwoEmbedding,warned,remembers,262,262_FFF_his,fff,MismatchMismatchMismatch,poss,The niece warned Cynthia that Ellen remembers,his,7.048341274261475
TwoEmbedding,informed,thinks about,263,263_MMM_him,mmm,MatchMatchMatch,obj,Dennis informed Chad that Curtis thinks about,him,3.9320712089538574
TwoEmbedding,informed,thinks about,263,263_MMF_him,mmf,MatchMatchMismatch,obj,Dennis informed Chad that Claire thinks about,him,2.683164358139038
TwoEmbedding,informed,thinks about,263,263_MFM_him,mfm,MatchMismatchMatch,obj,Dennis informed Samantha that Curtis thinks about,him,4.537300109863281
TwoEmbedding,informed,thinks about,263,263_MFF_him,mff,MatchMismatchMismatch,obj,Dennis informed Samantha that Claire thinks about,him,3.5005788803100586
TwoEmbedding,informed,thinks about,263,263_FMM_him,fmm,MismatchMatchMatch,obj,Theresa informed Chad that Curtis thinks about,him,4.128812313079834
TwoEmbedding,informed,thinks about,263,263_FMF_him,fmf,MismatchMatchMismatch,obj,Theresa informed Chad that Claire thinks about,him,3.5184412002563477
TwoEmbedding,informed,thinks about,263,263_FFM_him,ffm,MismatchMismatchMatch,obj,Theresa informed Samantha that Curtis thinks about,him,4.92457914352417
TwoEmbedding,informed,thinks about,263,263_FFF_him,fff,MismatchMismatchMismatch,obj,Theresa informed Samantha that Claire thinks about,him,4.630022048950195
TwoEmbedding,informed,thinks about,263,263_MMM_his,mmm,MatchMatchMatch,poss,Dennis informed Chad that Curtis thinks about,his,4.056687355041504
TwoEmbedding,informed,thinks about,263,263_MMF_his,mmf,MatchMatchMismatch,poss,Dennis informed Chad that Claire thinks about,his,6.446578502655029
TwoEmbedding,informed,thinks about,263,263_MFM_his,mfm,MatchMismatchMatch,poss,Dennis informed Samantha that Curtis thinks about,his,4.016286849975586
TwoEmbedding,informed,thinks about,263,263_MFF_his,mff,MatchMismatchMismatch,poss,Dennis informed Samantha that Claire thinks about,his,7.044579982757568
TwoEmbedding,informed,thinks about,263,263_FMM_his,fmm,MismatchMatchMatch,poss,Theresa informed Chad that Curtis thinks about,his,4.51559591293335
TwoEmbedding,informed,thinks about,263,263_FMF_his,fmf,MismatchMatchMismatch,poss,Theresa informed Chad that Claire thinks about,his,7.415887832641602
TwoEmbedding,informed,thinks about,263,263_FFM_his,ffm,MismatchMismatchMatch,poss,Theresa informed Samantha that Curtis thinks about,his,4.415679931640625
TwoEmbedding,informed,thinks about,263,263_FFF_his,fff,MismatchMismatchMismatch,poss,Theresa informed Samantha that Claire thinks about,his,8.080446243286133
TwoEmbedding,showed,hadn't upset,264,264_MMM_him,mmm,MatchMatchMatch,obj,Patrick showed Derek that Adam hadn't upset,him,1.1874114274978638
TwoEmbedding,showed,hadn't upset,264,264_MMF_him,mmf,MatchMatchMismatch,obj,Patrick showed Derek that Sally hadn't upset,him,1.1108134984970093
TwoEmbedding,showed,hadn't upset,264,264_MFM_him,mfm,MatchMismatchMatch,obj,Patrick showed Jacqueline that Adam hadn't upset,him,2.272068977355957
TwoEmbedding,showed,hadn't upset,264,264_MFF_him,mff,MatchMismatchMismatch,obj,Patrick showed Jacqueline that Sally hadn't upset,him,2.0125319957733154
TwoEmbedding,showed,hadn't upset,264,264_FMM_him,fmm,MismatchMatchMatch,obj,Rachel showed Derek that Adam hadn't upset,him,3.5600407123565674
TwoEmbedding,showed,hadn't upset,264,264_FMF_him,fmf,MismatchMatchMismatch,obj,Rachel showed Derek that Sally hadn't upset,him,1.7890076637268066
TwoEmbedding,showed,hadn't upset,264,264_FFM_him,ffm,MismatchMismatchMatch,obj,Rachel showed Jacqueline that Adam hadn't upset,him,4.9818434715271
TwoEmbedding,showed,hadn't upset,264,264_FFF_him,fff,MismatchMismatchMismatch,obj,Rachel showed Jacqueline that Sally hadn't upset,him,3.8545212745666504
TwoEmbedding,showed,hadn't upset,264,264_MMM_his,mmm,MatchMatchMatch,poss,Patrick showed Derek that Adam hadn't upset,his,3.198073148727417
TwoEmbedding,showed,hadn't upset,264,264_MMF_his,mmf,MatchMatchMismatch,poss,Patrick showed Derek that Sally hadn't upset,his,5.155348777770996
TwoEmbedding,showed,hadn't upset,264,264_MFM_his,mfm,MatchMismatchMatch,poss,Patrick showed Jacqueline that Adam hadn't upset,his,3.8489956855773926
TwoEmbedding,showed,hadn't upset,264,264_MFF_his,mff,MatchMismatchMismatch,poss,Patrick showed Jacqueline that Sally hadn't upset,his,6.210879325866699
TwoEmbedding,showed,hadn't upset,264,264_FMM_his,fmm,MismatchMatchMatch,poss,Rachel showed Derek that Adam hadn't upset,his,3.6383466720581055
TwoEmbedding,showed,hadn't upset,264,264_FMF_his,fmf,MismatchMatchMismatch,poss,Rachel showed Derek that Sally hadn't upset,his,5.914207458496094
TwoEmbedding,showed,hadn't upset,264,264_FFM_his,ffm,MismatchMismatchMatch,poss,Rachel showed Jacqueline that Adam hadn't upset,his,4.393972396850586
TwoEmbedding,showed,hadn't upset,264,264_FFF_his,fff,MismatchMismatchMismatch,poss,Rachel showed Jacqueline that Sally hadn't upset,his,8.058271408081055
