item,exp,pronoun,cond,contrast,sent,target,/data/gpt2-xl_surp
8,1,she,f,Match,"When she was jealous,",Leslie,16.72235679626465
8,1,he,f,Mismatch,"When he was jealous,",Nicole,16.843448638916016
9,1,he,m,Match,"When he was in residence,",William,11.559101104736328
9,1,she,m,Mismatch,"When she was in residence,",Douglas,15.108369827270508
9,1,she,f,Match,"When she was in residence,",Tiffany,15.184022903442383
9,1,he,f,Mismatch,"When he was in residence,",Sharon,14.667333602905273
10,1,he,m,Match,"When he was introduced,",Steven,14.174342155456543
10,1,she,m,Mismatch,"When she was introduced,",Alexander,13.969972610473633
10,1,she,f,Match,"When she was introduced, the",granddaughter,14.852742195129395
10,1,he,f,Mismatch,"When he was introduced,",Sharon,14.830743789672852
11,1,he,m,Match,"When he arrived,",Thomas,12.4906005859375
11,1,she,m,Mismatch,"When she arrived,",Dennis,14.618123054504395
11,1,she,f,Match,"When she arrived,",Julie,13.793761253356934
11,1,he,f,Mismatch,"When he arrived,",Connie,16.11033058166504
12,1,he,m,Match,"When he felt sad,",Brett,18.06272315979004
12,1,she,m,Mismatch,"When she felt sad,",Kevin,15.078775405883789
12,1,she,f,Match,"When she felt sad,",Nicole,14.606917381286621
12,1,he,f,Mismatch,"When he felt sad,",Amanda,17.18715476989746
13,1,he,m,Match,"When he was present,",Eric,13.650459289550781
13,1,she,m,Mismatch,"When she was present,",Theodore,15.893566131591797
13,1,she,f,Match,"When she was present,",Nicole,13.763388633728027
13,1,he,f,Mismatch,"When he was present,",Naomi,17.898712158203125
14,1,he,m,Match,"When he was depressed, the",son,9.263649940490723
14,1,she,m,Mismatch,"When she was depressed,",Keith,17.13878059387207
14,1,she,f,Match,"When she was depressed,",Ellen,16.417587280273438
14,1,he,f,Mismatch,"When he was depressed,",Wendy,17.144105911254883
15,1,he,m,Match,"When he was around,",Kevin,13.796092987060547
15,1,she,m,Mismatch,"When she was around,",Keith,15.910106658935547
15,1,she,f,Match,"When she was around,",Sally,13.688260078430176
15,1,he,f,Mismatch,"When he was around,",Naomi,18.68686866760254
16,1,he,m,Match,"When he was near,",Benjamin,16.1446475982666
16,1,she,m,Mismatch,"When she was near,",Donald,14.32216739654541
16,1,she,f,Match,"When she was near,",Mary,12.531610488891602
16,1,he,f,Mismatch,"When he was near,",Susan,15.121319770812988
17,1,he,m,Match,"When he was in court,",William,13.42890453338623
17,1,she,m,Mismatch,"When she was in court,",Eric,14.193340301513672
17,1,she,f,Match,"When she was in court,",Anna,13.09743881225586
17,1,he,f,Mismatch,"When he was in court,",Nicole,15.72166633605957
18,1,he,m,Match,"When he was poorly,",Mitchell,14.954597473144531
18,1,she,m,Mismatch,"When she was poorly,",Jeffrey,17.120134353637695
18,1,she,f,Match,"When she was poorly,",Julie,14.902472496032715
18,1,he,f,Mismatch,"When he was poorly,",Julia,14.915006637573242
19,1,he,m,Match,"When he arrived,",Travis,15.244342803955078
19,1,she,m,Mismatch,"When she arrived,",Ronald,14.240991592407227
19,1,she,f,Match,"When she arrived, the",sister,11.674850463867188
19,1,he,f,Mismatch,"When he arrived,",Vanessa,16.897205352783203
20,1,he,m,Match,"When he was appointed,",Eric,13.26125431060791
20,1,she,m,Mismatch,"When she was appointed,",Benjamin,15.477773666381836
20,1,she,f,Match,"When she was appointed,",Sharon,14.650252342224121
20,1,he,f,Mismatch,"When he was appointed,",Grace,16.650243759155273
21,1,he,m,Match,"When he was fired, the",nephew,16.024961471557617
21,1,she,m,Mismatch,"When she was fired,",Edward,15.12393569946289
21,1,she,f,Match,"When she was fired, the",lady,13.715901374816895
21,1,he,f,Mismatch,"When he was fired,",Danielle,16.78704071044922
22,1,he,m,Match,"When he was close,",Frank,13.841445922851562
22,1,she,m,Mismatch,"When she was close,",Ronald,15.564652442932129
22,1,she,f,Match,"When she was close,",Tiffany,15.422769546508789
22,1,he,f,Mismatch,"When he was close, the",waitress,14.793798446655273
23,1,he,m,Match,"When he was retired,",Samuel,14.703780174255371
23,1,she,m,Mismatch,"When she was retired,",Steven,14.8545503616333
23,1,she,f,Match,"When she was retired, the",sister,11.946385383605957
23,1,he,f,Mismatch,"When he was retired,",Victoria,16.402027130126953
24,1,he,m,Match,"When he was abroad,",Derek,17.634029388427734
24,1,she,m,Mismatch,"When she was abroad,",Carlos,16.32706069946289
24,1,she,f,Match,"When she was abroad,",Elizabeth,11.885889053344727
24,1,he,f,Mismatch,"When he was abroad,",Meredith,17.2692928314209
25,1,he,m,Match,"When he was discovered,",Jason,14.910475730895996
25,1,she,m,Mismatch,"When she was discovered,",Eric,15.607672691345215
25,1,she,f,Match,"When she was discovered, the",waitress,13.305591583251953
25,1,he,f,Mismatch,"When he was discovered,",Beth,16.474727630615234
26,1,he,m,Match,"When he was busy,",Carlos,16.113065719604492
26,1,she,m,Mismatch,"When she was busy,",Todd,14.227357864379883
26,1,she,f,Match,"When she was busy,",Grace,14.769696235656738
26,1,he,f,Mismatch,"When he was busy,",Susan,13.488706588745117
27,1,he,m,Match,"When he was twenty-one,",Walter,12.42627239227295
27,1,she,m,Mismatch,"When she was twenty-one,",Phillip,15.873940467834473
27,1,she,f,Match,"When she was twenty-one,",Ellen,12.31945514678955
27,1,he,f,Mismatch,"When he was twenty-one, the",girlfriend,13.917252540588379
28,1,he,m,Match,"When he was annoyed,",Travis,15.841090202331543
28,1,she,m,Mismatch,"When she was annoyed,",Bradley,16.895959854125977
28,1,she,f,Match,"When she was annoyed,",Beth,15.083685874938965
28,1,he,f,Mismatch,"When he was annoyed,",Maria,15.013832092285156
29,1,he,m,Match,"When he was in church,",Roger,16.776611328125
29,1,she,m,Mismatch,"When she was in church,",Martin,14.303750038146973
29,1,she,f,Match,"When she was in church,",Alice,15.923453330993652
29,1,he,f,Mismatch,"When he was in church,",Naomi,20.10773468017578
30,1,he,m,Match,"When he was banished,",Rodney,17.6602725982666
30,1,she,m,Mismatch,"When she was banished,",Steven,16.274700164794922
30,1,she,f,Match,"When she was banished,",Anne,12.93189811706543
30,1,he,f,Mismatch,"When he was banished, the",lady,11.37167739868164
31,1,he,m,Match,"When he was angry,",Bruce,14.470626831054688
31,1,she,m,Mismatch,"When she was angry,",Carlos,17.10416603088379
31,1,she,f,Match,"When she was angry,",Sarah,13.222027778625488
31,1,he,f,Mismatch,"When he was angry,",Laura,16.327373504638672
32,1,he,m,Match,"When he was distraught,",Charles,13.835772514343262
32,1,she,m,Mismatch,"When she was distraught,",Christopher,15.381240844726562
32,1,she,f,Match,"When she was distraught,",Alice,13.507675170898438
32,1,he,f,Mismatch,"When he was distraught, the",sister,12.096593856811523
1,1,he,m,Match,"When he was off work,",Charles,14.241926193237305
1,1,she,m,Mismatch,"When she was off work, the",grandson,14.652253150939941
1,1,she,f,Match,"When she was off work,",Danielle,16.030183792114258
1,1,he,f,Mismatch,"When he was off work,",Laurie,18.51058578491211
2,1,he,m,Match,"When he arrived, the",boy,7.832719802856445
2,1,she,m,Mismatch,"When she arrived,",Chad,14.743349075317383
2,1,she,f,Match,"When she arrived,",Veronica,15.122453689575195
2,1,he,f,Mismatch,"When he arrived,",Ellen,16.023670196533203
3,1,he,m,Match,"When he was fed up,",Eric,13.510725975036621
3,1,she,m,Mismatch,"When she was fed up,",Edward,14.703428268432617
3,1,she,f,Match,"When she was fed up,",Florence,16.654932022094727
3,1,he,f,Mismatch,"When he was fed up,",Anna,14.4888916015625
4,1,he,m,Match,"When he was talking,",Christopher,16.44959831237793
4,1,she,m,Mismatch,"When she was talking,",Travis,17.019878387451172
4,1,she,f,Match,"When she was talking,",Suzanne,17.191986083984375
4,1,he,f,Mismatch,"When he was talking,",Stephanie,16.131587982177734
5,1,he,m,Match,"When he was nearby,",Phillip,16.742338180541992
5,1,she,m,Mismatch,"When she was nearby,",Omar,17.180776596069336
5,1,she,f,Match,"When she was nearby,",Patricia,15.372847557067871
5,1,he,f,Mismatch,"When he was nearby, the",granddaughter,15.326214790344238
6,1,he,m,Match,"When he was lost,",Brett,18.87755584716797
6,1,she,m,Mismatch,"When she was lost,",Paul,13.42835807800293
6,1,she,f,Match,"When she was lost,",Cindy,15.623635292053223
6,1,he,f,Mismatch,"When he was lost, the",waitress,16.812955856323242
7,1,he,m,Match,"When he was bad-tempered,",Phillip,20.01453399658203
7,1,she,m,Mismatch,"When she was bad-tempered, the",man,6.4374775886535645
7,1,she,f,Match,"When she was bad-tempered, the",granddaughter,13.913954734802246
7,1,he,f,Mismatch,"When he was bad-tempered,",Wendy,18.87600326538086
8,1,he,m,Match,"When he was jealous,",Edward,14.64802074432373
8,1,she,m,Mismatch,"When she was jealous,",Jerry,15.882282257080078
8,1,she,f,Match,"When she was jealous,",Veronica,16.23627281188965
8,1,he,f,Mismatch,"When he was jealous, the",sister,10.926034927368164
9,1,he,m,Match,"When he was in residence,",George,11.07840633392334
9,1,she,m,Mismatch,"When she was in residence,",Patrick,14.237678527832031
9,1,she,f,Match,"When she was in residence,",Jill,14.447739601135254
9,1,he,f,Mismatch,"When he was in residence,",Meredith,14.525866508483887
10,1,he,m,Match,"When he was introduced,",William,12.639665603637695
10,1,she,m,Mismatch,"When she was introduced,",Douglas,15.347332954406738
10,1,she,f,Match,"When she was introduced,",Tara,15.759507179260254
10,1,he,f,Mismatch,"When he was introduced,",Jill,15.641491889953613
11,1,he,m,Match,"When he arrived,",Keith,14.677042007446289
11,1,she,m,Mismatch,"When she arrived,",Omar,14.97781753540039
11,1,she,f,Match,"When she arrived, the",grandmother,11.823355674743652
11,1,he,f,Mismatch,"When he arrived,",Anne,15.40201473236084
12,1,he,m,Match,"When he felt sad,",Andrew,15.231980323791504
12,1,she,m,Mismatch,"When she felt sad,",Adam,15.184535026550293
12,1,she,f,Match,"When she felt sad, the",lady,10.888843536376953
12,1,he,f,Mismatch,"When he felt sad,",Stephanie,16.371746063232422
13,1,he,m,Match,"When he was present,",Carlos,15.751498222351074
13,1,she,m,Mismatch,"When she was present,",Omar,16.657176971435547
13,1,she,f,Match,"When she was present,",Tiffany,14.650224685668945
13,1,he,f,Mismatch,"When he was present,",Mary,12.522006034851074
14,1,he,m,Match,"When he was depressed,",Aaron,16.629396438598633
14,1,she,m,Mismatch,"When she was depressed, the",father,7.804067134857178
14,1,she,f,Match,"When she was depressed,",Laurie,18.655643463134766
14,1,he,f,Mismatch,"When he was depressed,",Susan,15.596673011779785
15,1,he,m,Match,"When he was around,",Gary,14.26375961303711
15,1,she,m,Mismatch,"When she was around,",Douglas,17.603317260742188
15,1,she,f,Match,"When she was around,",Maria,14.24088191986084
15,1,he,f,Mismatch,"When he was around,",Elizabeth,14.92015552520752
16,1,he,m,Match,"When he was near,",Jason,15.980823516845703
16,1,she,m,Mismatch,"When she was near,",Bradley,17.1683292388916
16,1,she,f,Match,"When she was near,",Diana,14.92248821258545
16,1,he,f,Mismatch,"When he was near, the",actress,14.649138450622559
17,1,he,m,Match,"When he was in court,",Paul,12.920609474182129
17,1,she,m,Mismatch,"When she was in court,",William,13.643359184265137
17,1,she,f,Match,"When she was in court, the",lady,11.093631744384766
17,1,he,f,Mismatch,"When he was in court, the",lady,11.692994117736816
18,1,he,m,Match,"When he was poorly,",Adam,14.3486967086792
18,1,she,m,Mismatch,"When she was poorly,",Andrew,15.149423599243164
18,1,she,f,Match,"When she was poorly,",Wendy,15.06542682647705
18,1,he,f,Mismatch,"When he was poorly,",Natalie,17.907068252563477
19,1,he,m,Match,"When he arrived,",Adam,13.237089157104492
19,1,she,m,Mismatch,"When she arrived,",Andrew,13.551745414733887
19,1,she,f,Match,"When she arrived,",Pamela,15.182965278625488
19,1,he,f,Mismatch,"When he arrived,",Natalie,16.27436637878418
20,1,he,m,Match,"When he was appointed,",Mitchell,14.595686912536621
20,1,she,m,Mismatch,"When she was appointed,",Brett,15.569272994995117
20,1,she,f,Match,"When she was appointed,",Carol,14.349241256713867
20,1,he,f,Mismatch,"When he was appointed,",Wendy,17.223981857299805
21,1,he,m,Match,"When he was fired,",John,11.276259422302246
21,1,she,m,Mismatch,"When she was fired,",Mark,12.23310661315918
21,1,she,f,Match,"When she was fired,",Erin,14.574254989624023
21,1,he,f,Mismatch,"When he was fired,",Meredith,15.13477611541748
22,1,he,m,Match,"When he was close,",Mitchell,16.515567779541016
22,1,she,m,Mismatch,"When she was close,",Theodore,16.54901695251465
22,1,she,f,Match,"When she was close, the",lady,10.960905075073242
22,1,he,f,Mismatch,"When he was close,",Veronica,18.17483139038086
23,1,he,m,Match,"When he was retired,",Ronald,12.75502872467041
23,1,she,m,Mismatch,"When she was retired,",Douglas,14.508248329162598
23,1,she,f,Match,"When she was retired,",Vanessa,16.0816650390625
23,1,he,f,Mismatch,"When he was retired,",Jessica,17.032930374145508
24,1,he,m,Match,"When he was abroad,",Theodore,14.916971206665039
24,1,she,m,Mismatch,"When she was abroad,",Omar,17.10218620300293
24,1,she,f,Match,"When she was abroad,",Maria,12.883514404296875
24,1,he,f,Mismatch,"When he was abroad,",Jill,17.079208374023438
25,1,he,m,Match,"When he was discovered,",Samuel,15.161577224731445
25,1,she,m,Mismatch,"When she was discovered,",Omar,17.431367874145508
25,1,she,f,Match,"When she was discovered,",Ellen,16.520444869995117
25,1,he,f,Mismatch,"When he was discovered,",Patricia,17.077810287475586
26,1,he,m,Match,"When he was busy,",Curtis,18.34309959411621
26,1,she,m,Mismatch,"When she was busy,",Paul,12.725495338439941
26,1,she,f,Match,"When she was busy,",Wendy,14.22472858428955
26,1,he,f,Mismatch,"When he was busy,",Cindy,17.095523834228516
27,1,he,m,Match,"When he was twenty-one,",Andrew,12.821405410766602
27,1,she,m,Mismatch,"When she was twenty-one,",Carlos,15.583661079406738
27,1,she,f,Match,"When she was twenty-one,",Susan,11.448974609375
27,1,he,f,Mismatch,"When he was twenty-one,",Elizabeth,12.300228118896484
28,1,he,m,Match,"When he was annoyed, the",grandson,14.467937469482422
28,1,she,m,Mismatch,"When she was annoyed,",Douglas,18.000436782836914
28,1,she,f,Match,"When she was annoyed,",Denise,17.68433952331543
28,1,he,f,Mismatch,"When he was annoyed, the",sister,12.980710983276367
29,1,he,m,Match,"When he was in church,",Mitchell,17.52945899963379
29,1,she,m,Mismatch,"When she was in church,",Steven,16.119504928588867
29,1,she,f,Match,"When she was in church, the",lady,8.780988693237305
29,1,he,f,Mismatch,"When he was in church, the",waitress,13.721263885498047
30,1,he,m,Match,"When he was banished, the",boy,8.84013557434082
30,1,she,m,Mismatch,"When she was banished,",Ronald,16.061683654785156
30,1,she,f,Match,"When she was banished,",Connie,16.941728591918945
30,1,he,f,Mismatch,"When he was banished,",Victoria,16.79294776916504
31,1,he,m,Match,"When he was angry,",Dan,15.289908409118652
31,1,she,m,Mismatch,"When she was angry,",Omar,18.254541397094727
31,1,she,f,Match,"When she was angry,",Tara,15.6128568649292
31,1,he,f,Mismatch,"When he was angry, the",girl,8.482207298278809
32,1,he,m,Match,"When he was distraught,",Bradley,16.09302520751953
32,1,she,m,Mismatch,"When she was distraught,",Douglas,17.382423400878906
32,1,she,f,Match,"When she was distraught,",Meredith,14.949898719787598
32,1,he,f,Mismatch,"When he was distraught,",Julie,16.787630081176758
1,1,he,m,Match,"When he was off work, the",guy,8.62338924407959
1,1,she,m,Mismatch,"When she was off work,",Kenneth,17.917070388793945
1,1,she,f,Match,"When she was off work,",Leslie,15.269918441772461
1,1,he,f,Mismatch,"When he was off work,",Jane,14.625675201416016
2,1,he,m,Match,"When he arrived, the",husband,11.457844734191895
2,1,she,m,Mismatch,"When she arrived,",Martin,12.893186569213867
2,1,she,f,Match,"When she arrived,",Erin,12.937594413757324
2,1,he,f,Mismatch,"When he arrived,",Paula,16.951457977294922
3,1,he,m,Match,"When he was fed up, the",grandson,13.707256317138672
3,1,she,m,Mismatch,"When she was fed up,",Phillip,17.702957153320312
3,1,she,f,Match,"When she was fed up,",Stacy,15.984430313110352
3,1,he,f,Mismatch,"When he was fed up,",Diana,16.54128646850586
4,1,he,m,Match,"When he was talking,",Ronald,15.133922576904297
4,1,she,m,Mismatch,"When she was talking,",Aaron,14.8059720993042
4,1,she,f,Match,"When she was talking,",Alice,12.592782974243164
4,1,he,f,Mismatch,"When he was talking,",Mary,13.269063949584961
5,1,he,m,Match,"When he was nearby,",Travis,16.13639259338379
5,1,she,m,Mismatch,"When she was nearby,",George,12.972686767578125
5,1,she,f,Match,"When she was nearby, the",grandmother,12.385310173034668
5,1,he,f,Mismatch,"When he was nearby,",Emily,13.723051071166992
6,1,he,m,Match,"When he was lost,",Theodore,16.465347290039062
6,1,she,m,Mismatch,"When she was lost,",Gary,16.89882469177246
6,1,she,f,Match,"When she was lost,",Jane,13.530095100402832
6,1,he,f,Mismatch,"When he was lost,",Ellen,17.33317756652832
7,1,he,m,Match,"When he was bad-tempered,",Mitchell,17.655736923217773
7,1,she,m,Mismatch,"When she was bad-tempered,",Peter,14.603876113891602
7,1,she,f,Match,"When she was bad-tempered,",Ruth,13.440135955810547
7,1,he,f,Mismatch,"When he was bad-tempered,",Susan,16.14645004272461
8,1,he,m,Match,"When he was jealous,",Adam,14.597972869873047
8,1,she,m,Mismatch,"When she was jealous,",Gerald,17.627248764038086
8,1,she,f,Match,"When she was jealous, the",actress,10.873640060424805
8,1,he,f,Mismatch,"When he was jealous,",Danielle,20.160818099975586
9,1,he,m,Match,"When he was in residence,",Raymond,14.587910652160645
9,1,she,m,Mismatch,"When she was in residence,",Curtis,16.13081169128418
9,1,she,f,Match,"When she was in residence,",Tara,15.849509239196777
9,1,he,f,Mismatch,"When he was in residence,",Jane,14.334592819213867
10,1,he,m,Match,"When he was introduced,",Paul,10.928239822387695
10,1,she,m,Mismatch,"When she was introduced,",Travis,16.439741134643555
10,1,she,f,Match,"When she was introduced,",Caroline,13.995055198669434
10,1,he,f,Mismatch,"When he was introduced,",Rachel,14.145848274230957
11,1,he,m,Match,"When he arrived,",Jason,13.036924362182617
11,1,she,m,Mismatch,"When she arrived,",Curtis,15.51219654083252
11,1,she,f,Match,"When she arrived,",Samantha,14.871928215026855
11,1,he,f,Mismatch,"When he arrived,",Grace,15.176922798156738
12,1,he,m,Match,"When he felt sad,",Kenneth,18.543624877929688
12,1,she,m,Mismatch,"When she felt sad, the",boy,7.159224987030029
12,1,she,f,Match,"When she felt sad,",Sandra,15.67281723022461
12,1,he,f,Mismatch,"When he felt sad,",Mary,15.020721435546875
13,1,he,m,Match,"When he was present,",Aaron,14.871628761291504
13,1,she,m,Mismatch,"When she was present,",Jerry,14.395718574523926
13,1,she,f,Match,"When she was present,",Donna,14.006744384765625
13,1,he,f,Mismatch,"When he was present,",Erin,15.324106216430664
14,1,he,m,Match,"When he was depressed, the",grandson,14.68706226348877
14,1,she,m,Mismatch,"When she was depressed,",Christopher,15.430971145629883
14,1,she,f,Match,"When she was depressed,",Gina,15.068596839904785
14,1,he,f,Mismatch,"When he was depressed,",Sonia,18.588167190551758
15,1,he,m,Match,"When he was around,",Bill,11.904988288879395
15,1,she,m,Mismatch,"When she was around,",Eric,14.387280464172363
15,1,she,f,Match,"When she was around,",Tara,15.180208206176758
15,1,he,f,Mismatch,"When he was around,",Nicole,16.082380294799805
16,1,he,m,Match,"When he was near,",Mark,14.398517608642578
16,1,she,m,Mismatch,"When she was near,",Keith,16.7005558013916
16,1,she,f,Match,"When she was near,",Sonia,16.54560661315918
16,1,he,f,Mismatch,"When he was near,",Kathleen,17.678211212158203
17,1,he,m,Match,"When he was in court,",Curtis,16.4853458404541
17,1,she,m,Mismatch,"When she was in court,",Gary,15.350383758544922
17,1,she,f,Match,"When she was in court, the",granddaughter,15.207429885864258
17,1,he,f,Mismatch,"When he was in court,",Erin,15.91183853149414
18,1,he,m,Match,"When he was poorly, the",brother,12.9493989944458
18,1,she,m,Mismatch,"When she was poorly,",Todd,16.55272102355957
18,1,she,f,Match,"When she was poorly,",Anna,11.411155700683594
18,1,he,f,Mismatch,"When he was poorly,",Meredith,16.556299209594727
19,1,he,m,Match,"When he arrived,",Bill,12.505766868591309
19,1,she,m,Mismatch,"When she arrived,",Bill,12.119966506958008
19,1,she,f,Match,"When she arrived,",Erin,12.937597274780273
19,1,he,f,Mismatch,"When he arrived,",Anne,15.402015686035156
20,1,he,m,Match,"When he was appointed,",Carlos,15.347631454467773
20,1,she,m,Mismatch,"When she was appointed,",Travis,16.443506240844727
20,1,she,f,Match,"When she was appointed, the",lady,12.942818641662598
20,1,he,f,Mismatch,"When he was appointed,",Rachel,15.411469459533691
21,1,he,m,Match,"When he was fired,",Phillip,16.39308738708496
21,1,she,m,Mismatch,"When she was fired,",Andrew,14.119375228881836
21,1,she,f,Match,"When she was fired,",Kathleen,14.642102241516113
21,1,he,f,Mismatch,"When he was fired,",Diana,17.28142547607422
22,1,he,m,Match,"When he was close,",Kevin,14.950948715209961
22,1,she,m,Mismatch,"When she was close,",Adam,14.218910217285156
22,1,she,f,Match,"When she was close,",Susan,13.834403991699219
22,1,he,f,Mismatch,"When he was close,",Monica,17.561559677124023
23,1,he,m,Match,"When he was retired,",Andrew,13.10884952545166
23,1,she,m,Mismatch,"When she was retired,",Dennis,14.802407264709473
23,1,she,f,Match,"When she was retired, the",lady,10.743908882141113
23,1,he,f,Mismatch,"When he was retired,",Martha,15.949393272399902
24,1,he,m,Match,"When he was abroad, the",boy,8.965008735656738
24,1,she,m,Mismatch,"When she was abroad,",Jerry,15.701003074645996
24,1,she,f,Match,"When she was abroad,",Wendy,15.069113731384277
24,1,he,f,Mismatch,"When he was abroad,",Erin,16.776866912841797
25,1,he,m,Match,"When he was discovered,",Steven,15.744656562805176
25,1,she,m,Mismatch,"When she was discovered,",George,14.144372940063477
25,1,she,f,Match,"When she was discovered,",Susan,14.683155059814453
25,1,he,f,Mismatch,"When he was discovered,",Valerie,18.695175170898438
26,1,he,m,Match,"When he was busy,",Alan,15.900344848632812
26,1,she,m,Mismatch,"When she was busy,",Daniel,14.033019065856934
26,1,she,f,Match,"When she was busy, the",granddaughter,14.34719467163086
26,1,he,f,Mismatch,"When he was busy,",Ruth,15.245294570922852
27,1,he,m,Match,"When he was twenty-one, the",boyfriend,13.23770809173584
27,1,she,m,Mismatch,"When she was twenty-one,",Eric,13.907620429992676
27,1,she,f,Match,"When she was twenty-one,",Barbara,13.023197174072266
27,1,he,f,Mismatch,"When he was twenty-one,",Alice,14.184361457824707
28,1,he,m,Match,"When he was annoyed,",Vincent,16.229440689086914
28,1,she,m,Mismatch,"When she was annoyed,",Ronald,16.29250144958496
28,1,she,f,Match,"When she was annoyed,",Barbara,15.035991668701172
28,1,he,f,Mismatch,"When he was annoyed, the",granddaughter,15.6672945022583
29,1,he,m,Match,"When he was in church, the",brother,10.682380676269531
29,1,she,m,Mismatch,"When she was in church,",Ronald,16.21302604675293
29,1,she,f,Match,"When she was in church,",Victoria,16.41622543334961
29,1,he,f,Mismatch,"When he was in church, the",granddaughter,17.049530029296875
30,1,he,m,Match,"When he was banished,",Bill,14.359901428222656
30,1,she,m,Mismatch,"When she was banished,",Jeffrey,17.390522003173828
30,1,she,f,Match,"When she was banished,",Susan,13.634464263916016
30,1,he,f,Mismatch,"When he was banished,",Ellen,17.6915225982666
31,1,he,m,Match,"When he was angry,",Todd,16.881044387817383
31,1,she,m,Mismatch,"When she was angry,",William,14.685147285461426
31,1,she,f,Match,"When she was angry,",Jessica,15.160676002502441
31,1,he,f,Mismatch,"When he was angry,",Connie,17.218549728393555
32,1,he,m,Match,"When he was distraught,",Travis,16.112552642822266
32,1,she,m,Mismatch,"When she was distraught,",Eric,15.338175773620605
32,1,she,f,Match,"When she was distraught,",Diana,15.800633430480957
32,1,he,f,Mismatch,"When he was distraught,",Laurie,18.091712951660156
1,1,he,m,Match,"When he was off work,",Mitchell,15.422611236572266
1,1,she,m,Mismatch,"When she was off work,",Jerry,14.890578269958496
1,1,she,f,Match,"When she was off work,",Alice,14.934856414794922
1,1,he,f,Mismatch,"When he was off work,",Paula,16.55405044555664
2,1,he,m,Match,"When he arrived, the",brother,11.898667335510254
2,1,she,m,Mismatch,"When she arrived,",Frank,12.981603622436523
2,1,she,f,Match,"When she arrived,",Barbara,13.743049621582031
2,1,he,f,Mismatch,"When he arrived, the",grandmother,13.312944412231445
3,1,he,m,Match,"When he was fed up,",Kenneth,17.524093627929688
3,1,she,m,Mismatch,"When she was fed up,",Kenneth,18.076828002929688
3,1,she,f,Match,"When she was fed up,",Andrea,14.457803726196289
3,1,he,f,Mismatch,"When he was fed up,",Laurie,18.14722442626953
4,1,he,m,Match,"When he was talking,",Jeffrey,17.089122772216797
4,1,she,m,Mismatch,"When she was talking,",Adam,13.752062797546387
4,1,she,f,Match,"When she was talking,",Anna,10.618228912353516
4,1,he,f,Mismatch,"When he was talking,",Anne,15.875518798828125
5,1,he,m,Match,"When he was nearby,",Theodore,16.02324676513672
5,1,she,m,Mismatch,"When she was nearby, the",brother,11.516145706176758
5,1,she,f,Match,"When she was nearby,",Katherine,15.293063163757324
5,1,he,f,Mismatch,"When he was nearby,",Rebecca,15.105607032775879
6,1,he,m,Match,"When he was lost,",Jerry,16.062854766845703
6,1,she,m,Mismatch,"When she was lost,",Bill,13.492486000061035
6,1,she,f,Match,"When she was lost,",Valerie,18.317235946655273
6,1,he,f,Mismatch,"When he was lost,",April,15.357595443725586
7,1,he,m,Match,"When he was bad-tempered, the",brother,11.543739318847656
7,1,she,m,Mismatch,"When she was bad-tempered,",Lawrence,17.112712860107422
7,1,she,f,Match,"When she was bad-tempered,",Barbara,15.769076347351074
7,1,he,f,Mismatch,"When he was bad-tempered,",Sonia,18.91518783569336
8,1,he,m,Match,"When he was jealous,",Todd,17.33188247680664
8,1,she,m,Mismatch,"When she was jealous,",Craig,17.022390365600586
8,1,she,f,Match,"When she was jealous,",Monica,15.985713005065918
8,1,he,f,Mismatch,"When he was jealous,",Wendy,18.405853271484375
9,1,he,m,Match,"When he was in residence,",Lawrence,13.4628324508667
9,1,she,m,Mismatch,"When she was in residence,",Alan,15.327374458312988
9,1,she,f,Match,"When she was in residence, the",grandmother,12.469457626342773
9,1,he,f,Mismatch,"When he was in residence,",Paula,16.188018798828125
10,1,he,m,Match,"When he was introduced,",Roger,13.604362487792969
10,1,she,m,Mismatch,"When she was introduced,",Kenneth,15.674113273620605
10,1,she,f,Match,"When she was introduced,",Jessica,12.353707313537598
10,1,he,f,Mismatch,"When he was introduced, the",waitress,12.806448936462402
11,1,he,m,Match,"When he arrived,",Frank,12.778963088989258
11,1,she,m,Mismatch,"When she arrived,",Alan,14.393009185791016
11,1,she,f,Match,"When she arrived,",Allison,14.323460578918457
11,1,he,f,Mismatch,"When he arrived,",Victoria,15.4567289352417
12,1,he,m,Match,"When he felt sad,",Paul,13.482743263244629
12,1,she,m,Mismatch,"When she felt sad, the",husband,10.669697761535645
12,1,she,f,Match,"When she felt sad,",Jane,13.731738090515137
12,1,he,f,Mismatch,"When he felt sad,",Grace,18.084882736206055
13,1,he,m,Match,"When he was present,",Gary,14.937606811523438
13,1,she,m,Mismatch,"When she was present,",Gary,14.708137512207031
13,1,she,f,Match,"When she was present,",Victoria,13.806663513183594
13,1,he,f,Mismatch,"When he was present,",Laurie,17.922109603881836
14,1,he,m,Match,"When he was depressed,",Gary,15.957642555236816
14,1,she,m,Mismatch,"When she was depressed,",Dan,14.883444786071777
14,1,she,f,Match,"When she was depressed,",Valerie,14.922414779663086
14,1,he,f,Mismatch,"When he was depressed, the",actress,11.800135612487793
15,1,he,m,Match,"When he was around,",Alan,15.385512351989746
15,1,she,m,Mismatch,"When she was around,",Mitchell,16.827821731567383
15,1,she,f,Match,"When she was around,",Melanie,16.003389358520508
15,1,he,f,Mismatch,"When he was around,",Natalie,16.630615234375
16,1,he,m,Match,"When he was near,",Carlos,16.88970184326172
