exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-medium_surp
TwoEmbedding,alerts,hasn't found,198,198_MMM_him,mmm,MatchMatchMatch,obj,Steven alerts Randolf that Raymond hasn't found,him,3.8858041763305664
TwoEmbedding,alerts,hasn't found,198,198_MMF_him,mmf,MatchMatchMismatch,obj,Steven alerts Randolf that Janice hasn't found,him,3.417011022567749
TwoEmbedding,alerts,hasn't found,198,198_MFM_him,mfm,MatchMismatchMatch,obj,Steven alerts Margaret that Raymond hasn't found,him,5.282468318939209
TwoEmbedding,alerts,hasn't found,198,198_MFF_him,mff,MatchMismatchMismatch,obj,Steven alerts Margaret that Janice hasn't found,him,4.771486759185791
TwoEmbedding,alerts,hasn't found,198,198_FMM_him,fmm,MismatchMatchMatch,obj,Theresa alerts Randolf that Raymond hasn't found,him,4.704780578613281
TwoEmbedding,alerts,hasn't found,198,198_FMF_him,fmf,MismatchMatchMismatch,obj,Theresa alerts Randolf that Janice hasn't found,him,4.017927646636963
TwoEmbedding,alerts,hasn't found,198,198_FFM_him,ffm,MismatchMismatchMatch,obj,Theresa alerts Margaret that Raymond hasn't found,him,5.519227027893066
TwoEmbedding,alerts,hasn't found,198,198_FFF_him,fff,MismatchMismatchMismatch,obj,Theresa alerts Margaret that Janice hasn't found,him,5.546674728393555
TwoEmbedding,alerts,hasn't found,198,198_MMM_his,mmm,MatchMatchMatch,poss,Steven alerts Randolf that Raymond hasn't found,his,3.6365530490875244
TwoEmbedding,alerts,hasn't found,198,198_MMF_his,mmf,MatchMatchMismatch,poss,Steven alerts Randolf that Janice hasn't found,his,5.235217094421387
TwoEmbedding,alerts,hasn't found,198,198_MFM_his,mfm,MatchMismatchMatch,poss,Steven alerts Margaret that Raymond hasn't found,his,3.941509962081909
TwoEmbedding,alerts,hasn't found,198,198_MFF_his,mff,MatchMismatchMismatch,poss,Steven alerts Margaret that Janice hasn't found,his,7.407691478729248
TwoEmbedding,alerts,hasn't found,198,198_FMM_his,fmm,MismatchMatchMatch,poss,Theresa alerts Randolf that Raymond hasn't found,his,3.718233108520508
TwoEmbedding,alerts,hasn't found,198,198_FMF_his,fmf,MismatchMatchMismatch,poss,Theresa alerts Randolf that Janice hasn't found,his,6.0713067054748535
TwoEmbedding,alerts,hasn't found,198,198_FFM_his,ffm,MismatchMismatchMatch,poss,Theresa alerts Margaret that Raymond hasn't found,his,3.691664934158325
TwoEmbedding,alerts,hasn't found,198,198_FFF_his,fff,MismatchMismatchMismatch,poss,Theresa alerts Margaret that Janice hasn't found,his,8.149947166442871
TwoEmbedding,told,forgot,199,199_MMM_him,mmm,MatchMatchMatch,obj,Phillip told Marcus that Joel forgot,him,6.606442451477051
TwoEmbedding,told,forgot,199,199_MMF_him,mmf,MatchMatchMismatch,obj,Phillip told Marcus that Heather forgot,him,7.180896759033203
TwoEmbedding,told,forgot,199,199_MFM_him,mfm,MatchMismatchMatch,obj,Phillip told Denise that Joel forgot,him,7.5788445472717285
TwoEmbedding,told,forgot,199,199_MFF_him,mff,MatchMismatchMismatch,obj,Phillip told Denise that Heather forgot,him,7.8980817794799805
TwoEmbedding,told,forgot,199,199_FMM_him,fmm,MismatchMatchMatch,obj,Cynthia told Marcus that Joel forgot,him,6.172547340393066
TwoEmbedding,told,forgot,199,199_FMF_him,fmf,MismatchMatchMismatch,obj,Cynthia told Marcus that Heather forgot,him,6.545126914978027
TwoEmbedding,told,forgot,199,199_FFM_him,ffm,MismatchMismatchMatch,obj,Cynthia told Denise that Joel forgot,him,7.546615123748779
TwoEmbedding,told,forgot,199,199_FFF_him,fff,MismatchMismatchMismatch,obj,Cynthia told Denise that Heather forgot,him,8.252289772033691
TwoEmbedding,told,forgot,199,199_MMM_his,mmm,MatchMatchMatch,poss,Phillip told Marcus that Joel forgot,his,3.1771910190582275
TwoEmbedding,told,forgot,199,199_MMF_his,mmf,MatchMatchMismatch,poss,Phillip told Marcus that Heather forgot,his,5.661890983581543
TwoEmbedding,told,forgot,199,199_MFM_his,mfm,MatchMismatchMatch,poss,Phillip told Denise that Joel forgot,his,3.2042007446289062
TwoEmbedding,told,forgot,199,199_MFF_his,mff,MatchMismatchMismatch,poss,Phillip told Denise that Heather forgot,his,6.4069013595581055
TwoEmbedding,told,forgot,199,199_FMM_his,fmm,MismatchMatchMatch,poss,Cynthia told Marcus that Joel forgot,his,3.5868418216705322
TwoEmbedding,told,forgot,199,199_FMF_his,fmf,MismatchMatchMismatch,poss,Cynthia told Marcus that Heather forgot,his,6.7634596824646
TwoEmbedding,told,forgot,199,199_FFM_his,ffm,MismatchMismatchMatch,poss,Cynthia told Denise that Joel forgot,his,3.501033306121826
TwoEmbedding,told,forgot,199,199_FFF_his,fff,MismatchMismatchMismatch,poss,Cynthia told Denise that Heather forgot,his,7.884230136871338
TwoEmbedding,alerted,leads,200,200_MMM_him,mmm,MatchMatchMatch,obj,Donald alerted that grandfather that Noah leads,him,3.1860873699188232
TwoEmbedding,alerted,leads,200,200_MMF_him,mmf,MatchMatchMismatch,obj,Donald alerted that grandfather that Elizabeth leads,him,2.2913429737091064
TwoEmbedding,alerted,leads,200,200_MFM_him,mfm,MatchMismatchMatch,obj,Donald alerted Danielle that Noah leads,him,5.0277419090271
TwoEmbedding,alerted,leads,200,200_MFF_him,mff,MatchMismatchMismatch,obj,Donald alerted Danielle that Elizabeth leads,him,3.0964622497558594
TwoEmbedding,alerted,leads,200,200_FMM_him,fmm,MismatchMatchMatch,obj,Diane alerted that grandfather that Noah leads,him,3.747619867324829
TwoEmbedding,alerted,leads,200,200_FMF_him,fmf,MismatchMatchMismatch,obj,Diane alerted that grandfather that Elizabeth leads,him,2.2816646099090576
TwoEmbedding,alerted,leads,200,200_FFM_him,ffm,MismatchMismatchMatch,obj,Diane alerted Danielle that Noah leads,him,5.14487886428833
TwoEmbedding,alerted,leads,200,200_FFF_him,fff,MismatchMismatchMismatch,obj,Diane alerted Danielle that Elizabeth leads,him,4.374745845794678
TwoEmbedding,alerted,leads,200,200_MMM_his,mmm,MatchMatchMatch,poss,Donald alerted that grandfather that Noah leads,his,4.6940531730651855
TwoEmbedding,alerted,leads,200,200_MMF_his,mmf,MatchMatchMismatch,poss,Donald alerted that grandfather that Elizabeth leads,his,5.741160869598389
TwoEmbedding,alerted,leads,200,200_MFM_his,mfm,MatchMismatchMatch,poss,Donald alerted Danielle that Noah leads,his,5.990724086761475
TwoEmbedding,alerted,leads,200,200_MFF_his,mff,MatchMismatchMismatch,poss,Donald alerted Danielle that Elizabeth leads,his,7.288149833679199
TwoEmbedding,alerted,leads,200,200_FMM_his,fmm,MismatchMatchMatch,poss,Diane alerted that grandfather that Noah leads,his,5.240352153778076
TwoEmbedding,alerted,leads,200,200_FMF_his,fmf,MismatchMatchMismatch,poss,Diane alerted that grandfather that Elizabeth leads,his,6.389326095581055
TwoEmbedding,alerted,leads,200,200_FFM_his,ffm,MismatchMismatchMatch,poss,Diane alerted Danielle that Noah leads,his,6.380083084106445
TwoEmbedding,alerted,leads,200,200_FFF_his,fff,MismatchMismatchMismatch,poss,Diane alerted Danielle that Elizabeth leads,his,9.096652030944824
TwoEmbedding,warns,hasn't escaped from,201,201_MMM_him,mmm,MatchMatchMatch,obj,Jeffrey warns Jason that William hasn't escaped from,him,6.182904243469238
TwoEmbedding,warns,hasn't escaped from,201,201_MMF_him,mmf,MatchMatchMismatch,obj,Jeffrey warns Jason that Patricia hasn't escaped from,him,5.150228023529053
TwoEmbedding,warns,hasn't escaped from,201,201_MFM_him,mfm,MatchMismatchMatch,obj,Jeffrey warns Janet that William hasn't escaped from,him,7.07451868057251
TwoEmbedding,warns,hasn't escaped from,201,201_MFF_him,mff,MatchMismatchMismatch,obj,Jeffrey warns Janet that Patricia hasn't escaped from,him,6.543829917907715
TwoEmbedding,warns,hasn't escaped from,201,201_FMM_him,fmm,MismatchMatchMatch,obj,Ella warns Jason that William hasn't escaped from,him,6.671660900115967
TwoEmbedding,warns,hasn't escaped from,201,201_FMF_him,fmf,MismatchMatchMismatch,obj,Ella warns Jason that Patricia hasn't escaped from,him,6.361401557922363
TwoEmbedding,warns,hasn't escaped from,201,201_FFM_him,ffm,MismatchMismatchMatch,obj,Ella warns Janet that William hasn't escaped from,him,7.535403251647949
TwoEmbedding,warns,hasn't escaped from,201,201_FFF_him,fff,MismatchMismatchMismatch,obj,Ella warns Janet that Patricia hasn't escaped from,him,7.81565523147583
TwoEmbedding,warns,hasn't escaped from,201,201_MMM_his,mmm,MatchMatchMatch,poss,Jeffrey warns Jason that William hasn't escaped from,his,2.9558491706848145
TwoEmbedding,warns,hasn't escaped from,201,201_MMF_his,mmf,MatchMatchMismatch,poss,Jeffrey warns Jason that Patricia hasn't escaped from,his,5.1912617683410645
TwoEmbedding,warns,hasn't escaped from,201,201_MFM_his,mfm,MatchMismatchMatch,poss,Jeffrey warns Janet that William hasn't escaped from,his,3.0278966426849365
TwoEmbedding,warns,hasn't escaped from,201,201_MFF_his,mff,MatchMismatchMismatch,poss,Jeffrey warns Janet that Patricia hasn't escaped from,his,6.254243850708008
TwoEmbedding,warns,hasn't escaped from,201,201_FMM_his,fmm,MismatchMatchMatch,poss,Ella warns Jason that William hasn't escaped from,his,3.054532527923584
TwoEmbedding,warns,hasn't escaped from,201,201_FMF_his,fmf,MismatchMatchMismatch,poss,Ella warns Jason that Patricia hasn't escaped from,his,6.125094413757324
TwoEmbedding,warns,hasn't escaped from,201,201_FFM_his,ffm,MismatchMismatchMatch,poss,Ella warns Janet that William hasn't escaped from,his,3.1784908771514893
TwoEmbedding,warns,hasn't escaped from,201,201_FFF_his,fff,MismatchMismatchMismatch,poss,Ella warns Janet that Patricia hasn't escaped from,his,7.154030799865723
TwoEmbedding,showed,didn't investigate,202,202_MMM_him,mmm,MatchMatchMatch,obj,Paul showed Peter that this father didn't investigate,him,5.293613433837891
TwoEmbedding,showed,didn't investigate,202,202_MMF_him,mmf,MatchMatchMismatch,obj,Paul showed Peter that Stacy didn't investigate,him,4.322535037994385
TwoEmbedding,showed,didn't investigate,202,202_MFM_him,mfm,MatchMismatchMatch,obj,Paul showed Teresa that this father didn't investigate,him,6.708787441253662
TwoEmbedding,showed,didn't investigate,202,202_MFF_him,mff,MatchMismatchMismatch,obj,Paul showed Teresa that Stacy didn't investigate,him,4.687579154968262
TwoEmbedding,showed,didn't investigate,202,202_FMM_him,fmm,MismatchMatchMatch,obj,Catherine showed Peter that this father didn't investigate,him,5.367182731628418
TwoEmbedding,showed,didn't investigate,202,202_FMF_him,fmf,MismatchMatchMismatch,obj,Catherine showed Peter that Stacy didn't investigate,him,4.437362194061279
TwoEmbedding,showed,didn't investigate,202,202_FFM_him,ffm,MismatchMismatchMatch,obj,Catherine showed Teresa that this father didn't investigate,him,6.909745693206787
TwoEmbedding,showed,didn't investigate,202,202_FFF_him,fff,MismatchMismatchMismatch,obj,Catherine showed Teresa that Stacy didn't investigate,him,6.156743049621582
TwoEmbedding,showed,didn't investigate,202,202_MMM_his,mmm,MatchMatchMatch,poss,Paul showed Peter that this father didn't investigate,his,2.859510898590088
TwoEmbedding,showed,didn't investigate,202,202_MMF_his,mmf,MatchMatchMismatch,poss,Paul showed Peter that Stacy didn't investigate,his,4.374689102172852
TwoEmbedding,showed,didn't investigate,202,202_MFM_his,mfm,MatchMismatchMatch,poss,Paul showed Teresa that this father didn't investigate,his,2.9260244369506836
TwoEmbedding,showed,didn't investigate,202,202_MFF_his,mff,MatchMismatchMismatch,poss,Paul showed Teresa that Stacy didn't investigate,his,5.123818397521973
TwoEmbedding,showed,didn't investigate,202,202_FMM_his,fmm,MismatchMatchMatch,poss,Catherine showed Peter that this father didn't investigate,his,2.961168050765991
TwoEmbedding,showed,didn't investigate,202,202_FMF_his,fmf,MismatchMatchMismatch,poss,Catherine showed Peter that Stacy didn't investigate,his,4.562663555145264
TwoEmbedding,showed,didn't investigate,202,202_FFM_his,ffm,MismatchMismatchMatch,poss,Catherine showed Teresa that this father didn't investigate,his,3.054323196411133
TwoEmbedding,showed,didn't investigate,202,202_FFF_his,fff,MismatchMismatchMismatch,poss,Catherine showed Teresa that Stacy didn't investigate,his,6.408824920654297
TwoEmbedding,warns,distracts,203,203_MMM_him,mmm,MatchMatchMatch,obj,Gary warns Jerry that George distracts,him,0.8669899106025696
TwoEmbedding,warns,distracts,203,203_MMF_him,mmf,MatchMatchMismatch,obj,Gary warns Jerry that Jill distracts,him,0.6213794350624084
TwoEmbedding,warns,distracts,203,203_MFM_him,mfm,MatchMismatchMatch,obj,Gary warns Naomi that George distracts,him,4.245274066925049
TwoEmbedding,warns,distracts,203,203_MFF_him,mff,MatchMismatchMismatch,obj,Gary warns Naomi that Jill distracts,him,2.733673572540283
TwoEmbedding,warns,distracts,203,203_FMM_him,fmm,MismatchMatchMatch,obj,Marie warns Jerry that George distracts,him,1.9646812677383423
TwoEmbedding,warns,distracts,203,203_FMF_him,fmf,MismatchMatchMismatch,obj,Marie warns Jerry that Jill distracts,him,0.767116129398346
TwoEmbedding,warns,distracts,203,203_FFM_him,ffm,MismatchMismatchMatch,obj,Marie warns Naomi that George distracts,him,4.548344135284424
TwoEmbedding,warns,distracts,203,203_FFF_him,fff,MismatchMismatchMismatch,obj,Marie warns Naomi that Jill distracts,him,3.591338872909546
TwoEmbedding,warns,distracts,203,203_MMM_his,mmm,MatchMatchMatch,poss,Gary warns Jerry that George distracts,his,5.025893688201904
TwoEmbedding,warns,distracts,203,203_MMF_his,mmf,MatchMatchMismatch,poss,Gary warns Jerry that Jill distracts,his,6.392830848693848
TwoEmbedding,warns,distracts,203,203_MFM_his,mfm,MatchMismatchMatch,poss,Gary warns Naomi that George distracts,his,6.430554389953613
TwoEmbedding,warns,distracts,203,203_MFF_his,mff,MatchMismatchMismatch,poss,Gary warns Naomi that Jill distracts,his,9.27271842956543
TwoEmbedding,warns,distracts,203,203_FMM_his,fmm,MismatchMatchMatch,poss,Marie warns Jerry that George distracts,his,5.523648738861084
TwoEmbedding,warns,distracts,203,203_FMF_his,fmf,MismatchMatchMismatch,poss,Marie warns Jerry that Jill distracts,his,6.784759044647217
TwoEmbedding,warns,distracts,203,203_FFM_his,ffm,MismatchMismatchMatch,poss,Marie warns Naomi that George distracts,his,6.789165019989014
TwoEmbedding,warns,distracts,203,203_FFF_his,fff,MismatchMismatchMismatch,poss,Marie warns Naomi that Jill distracts,his,10.106306076049805
TwoEmbedding,informed,exposes,204,204_MMM_him,mmm,MatchMatchMatch,obj,Jeffrey informed Keith that Liam exposes,him,2.7089340686798096
TwoEmbedding,informed,exposes,204,204_MMF_him,mmf,MatchMatchMismatch,obj,Jeffrey informed Keith that Barbara exposes,him,2.0753393173217773
TwoEmbedding,informed,exposes,204,204_MFM_him,mfm,MatchMismatchMatch,obj,Jeffrey informed Carolyn that Liam exposes,him,4.282935619354248
TwoEmbedding,informed,exposes,204,204_MFF_him,mff,MatchMismatchMismatch,obj,Jeffrey informed Carolyn that Barbara exposes,him,3.00264310836792
TwoEmbedding,informed,exposes,204,204_FMM_him,fmm,MismatchMatchMatch,obj,Caroline informed Keith that Liam exposes,him,2.5003533363342285
TwoEmbedding,informed,exposes,204,204_FMF_him,fmf,MismatchMatchMismatch,obj,Caroline informed Keith that Barbara exposes,him,1.8161451816558838
TwoEmbedding,informed,exposes,204,204_FFM_him,ffm,MismatchMismatchMatch,obj,Caroline informed Carolyn that Liam exposes,him,4.305717468261719
TwoEmbedding,informed,exposes,204,204_FFF_him,fff,MismatchMismatchMismatch,obj,Caroline informed Carolyn that Barbara exposes,him,3.9123759269714355
TwoEmbedding,informed,exposes,204,204_MMM_his,mmm,MatchMatchMatch,poss,Jeffrey informed Keith that Liam exposes,his,2.923226833343506
TwoEmbedding,informed,exposes,204,204_MMF_his,mmf,MatchMatchMismatch,poss,Jeffrey informed Keith that Barbara exposes,his,4.587948322296143
TwoEmbedding,informed,exposes,204,204_MFM_his,mfm,MatchMismatchMatch,poss,Jeffrey informed Carolyn that Liam exposes,his,3.212493896484375
TwoEmbedding,informed,exposes,204,204_MFF_his,mff,MatchMismatchMismatch,poss,Jeffrey informed Carolyn that Barbara exposes,his,5.818887710571289
TwoEmbedding,informed,exposes,204,204_FMM_his,fmm,MismatchMatchMatch,poss,Caroline informed Keith that Liam exposes,his,3.1501119136810303
TwoEmbedding,informed,exposes,204,204_FMF_his,fmf,MismatchMatchMismatch,poss,Caroline informed Keith that Barbara exposes,his,5.578134536743164
TwoEmbedding,informed,exposes,204,204_FFM_his,ffm,MismatchMismatchMatch,poss,Caroline informed Carolyn that Liam exposes,his,3.390164375305176
TwoEmbedding,informed,exposes,204,204_FFF_his,fff,MismatchMismatchMismatch,poss,Caroline informed Carolyn that Barbara exposes,his,7.574499607086182
TwoEmbedding,tells,isn't boasting about,205,205_MMM_him,mmm,MatchMatchMatch,obj,Douglas tells the ex-boyfriend that this boy isn't boasting about,him,7.198083400726318
TwoEmbedding,tells,isn't boasting about,205,205_MMF_him,mmf,MatchMatchMismatch,obj,Douglas tells the ex-boyfriend that Sarah isn't boasting about,him,5.462758541107178
TwoEmbedding,tells,isn't boasting about,205,205_MFM_him,mfm,MatchMismatchMatch,obj,Douglas tells Kristen that this boy isn't boasting about,him,8.320693969726562
TwoEmbedding,tells,isn't boasting about,205,205_MFF_him,mff,MatchMismatchMismatch,obj,Douglas tells Kristen that Sarah isn't boasting about,him,7.934543132781982
TwoEmbedding,tells,isn't boasting about,205,205_FMM_him,fmm,MismatchMatchMatch,obj,Caroline tells the ex-boyfriend that this boy isn't boasting about,him,7.298393726348877
TwoEmbedding,tells,isn't boasting about,205,205_FMF_him,fmf,MismatchMatchMismatch,obj,Caroline tells the ex-boyfriend that Sarah isn't boasting about,him,5.901914119720459
TwoEmbedding,tells,isn't boasting about,205,205_FFM_him,ffm,MismatchMismatchMatch,obj,Caroline tells Kristen that this boy isn't boasting about,him,8.22553539276123
TwoEmbedding,tells,isn't boasting about,205,205_FFF_him,fff,MismatchMismatchMismatch,obj,Caroline tells Kristen that Sarah isn't boasting about,him,8.225287437438965
TwoEmbedding,tells,isn't boasting about,205,205_MMM_his,mmm,MatchMatchMatch,poss,Douglas tells the ex-boyfriend that this boy isn't boasting about,his,1.5996379852294922
TwoEmbedding,tells,isn't boasting about,205,205_MMF_his,mmf,MatchMatchMismatch,poss,Douglas tells the ex-boyfriend that Sarah isn't boasting about,his,5.15372896194458
TwoEmbedding,tells,isn't boasting about,205,205_MFM_his,mfm,MatchMismatchMatch,poss,Douglas tells Kristen that this boy isn't boasting about,his,1.5711477994918823
TwoEmbedding,tells,isn't boasting about,205,205_MFF_his,mff,MatchMismatchMismatch,poss,Douglas tells Kristen that Sarah isn't boasting about,his,6.987796783447266
TwoEmbedding,tells,isn't boasting about,205,205_FMM_his,fmm,MismatchMatchMatch,poss,Caroline tells the ex-boyfriend that this boy isn't boasting about,his,1.614315152168274
TwoEmbedding,tells,isn't boasting about,205,205_FMF_his,fmf,MismatchMatchMismatch,poss,Caroline tells the ex-boyfriend that Sarah isn't boasting about,his,5.722204685211182
TwoEmbedding,tells,isn't boasting about,205,205_FFM_his,ffm,MismatchMismatchMatch,poss,Caroline tells Kristen that this boy isn't boasting about,his,1.6233717203140259
TwoEmbedding,tells,isn't boasting about,205,205_FFF_his,fff,MismatchMismatchMismatch,poss,Caroline tells Kristen that Sarah isn't boasting about,his,7.339012622833252
TwoEmbedding,shows,would talk about,206,206_MMM_him,mmm,MatchMatchMatch,obj,Larry shows Carl that Alan would talk about,him,4.415341377258301
TwoEmbedding,shows,would talk about,206,206_MMF_him,mmf,MatchMatchMismatch,obj,Larry shows Carl that that daughter would talk about,him,2.867948293685913
TwoEmbedding,shows,would talk about,206,206_MFM_him,mfm,MatchMismatchMatch,obj,Larry shows Angela that Alan would talk about,him,4.950597763061523
TwoEmbedding,shows,would talk about,206,206_MFF_him,mff,MatchMismatchMismatch,obj,Larry shows Angela that that daughter would talk about,him,3.582500696182251
TwoEmbedding,shows,would talk about,206,206_FMM_him,fmm,MismatchMatchMatch,obj,This girl shows Carl that Alan would talk about,him,4.9757232666015625
TwoEmbedding,shows,would talk about,206,206_FMF_him,fmf,MismatchMatchMismatch,obj,This girl shows Carl that that daughter would talk about,him,2.988835573196411
TwoEmbedding,shows,would talk about,206,206_FFM_him,ffm,MismatchMismatchMatch,obj,This girl shows Angela that Alan would talk about,him,5.407048225402832
TwoEmbedding,shows,would talk about,206,206_FFF_him,fff,MismatchMismatchMismatch,obj,This girl shows Angela that that daughter would talk about,him,4.557094573974609
TwoEmbedding,shows,would talk about,206,206_MMM_his,mmm,MatchMatchMatch,poss,Larry shows Carl that Alan would talk about,his,2.9817161560058594
TwoEmbedding,shows,would talk about,206,206_MMF_his,mmf,MatchMatchMismatch,poss,Larry shows Carl that that daughter would talk about,his,5.288913726806641
TwoEmbedding,shows,would talk about,206,206_MFM_his,mfm,MatchMismatchMatch,poss,Larry shows Angela that Alan would talk about,his,3.171356201171875
TwoEmbedding,shows,would talk about,206,206_MFF_his,mff,MatchMismatchMismatch,poss,Larry shows Angela that that daughter would talk about,his,6.446547985076904
TwoEmbedding,shows,would talk about,206,206_FMM_his,fmm,MismatchMatchMatch,poss,This girl shows Carl that Alan would talk about,his,3.276787757873535
TwoEmbedding,shows,would talk about,206,206_FMF_his,fmf,MismatchMatchMismatch,poss,This girl shows Carl that that daughter would talk about,his,5.863570690155029
TwoEmbedding,shows,would talk about,206,206_FFM_his,ffm,MismatchMismatchMatch,poss,This girl shows Angela that Alan would talk about,his,3.703864097595215
TwoEmbedding,shows,would talk about,206,206_FFF_his,fff,MismatchMismatchMismatch,poss,This girl shows Angela that that daughter would talk about,his,8.213285446166992
TwoEmbedding,warned,will care for,207,207_MMM_him,mmm,MatchMatchMatch,obj,Peter warned Russell that that guy will care for,him,2.002138614654541
TwoEmbedding,warned,will care for,207,207_MMF_him,mmf,MatchMatchMismatch,obj,Peter warned Russell that Leslie will care for,him,1.4840253591537476
TwoEmbedding,warned,will care for,207,207_MFM_him,mfm,MatchMismatchMatch,obj,Peter warned that waitress that that guy will care for,him,6.0628204345703125
TwoEmbedding,warned,will care for,207,207_MFF_him,mff,MatchMismatchMismatch,obj,Peter warned that waitress that Leslie will care for,him,2.410537004470825
TwoEmbedding,warned,will care for,207,207_FMM_him,fmm,MismatchMatchMatch,obj,Andrea warned Russell that that guy will care for,him,3.1519904136657715
TwoEmbedding,warned,will care for,207,207_FMF_him,fmf,MismatchMatchMismatch,obj,Andrea warned Russell that Leslie will care for,him,1.6245893239974976
TwoEmbedding,warned,will care for,207,207_FFM_him,ffm,MismatchMismatchMatch,obj,Andrea warned that waitress that that guy will care for,him,6.709558963775635
TwoEmbedding,warned,will care for,207,207_FFF_him,fff,MismatchMismatchMismatch,obj,Andrea warned that waitress that Leslie will care for,him,3.2249202728271484
TwoEmbedding,warned,will care for,207,207_MMM_his,mmm,MatchMatchMatch,poss,Peter warned Russell that that guy will care for,his,3.9704222679138184
TwoEmbedding,warned,will care for,207,207_MMF_his,mmf,MatchMatchMismatch,poss,Peter warned Russell that Leslie will care for,his,4.113783836364746
TwoEmbedding,warned,will care for,207,207_MFM_his,mfm,MatchMismatchMatch,poss,Peter warned that waitress that that guy will care for,his,4.300839424133301
TwoEmbedding,warned,will care for,207,207_MFF_his,mff,MatchMismatchMismatch,poss,Peter warned that waitress that Leslie will care for,his,4.667839050292969
TwoEmbedding,warned,will care for,207,207_FMM_his,fmm,MismatchMatchMatch,poss,Andrea warned Russell that that guy will care for,his,4.5050578117370605
TwoEmbedding,warned,will care for,207,207_FMF_his,fmf,MismatchMatchMismatch,poss,Andrea warned Russell that Leslie will care for,his,4.388032913208008
TwoEmbedding,warned,will care for,207,207_FFM_his,ffm,MismatchMismatchMatch,poss,Andrea warned that waitress that that guy will care for,his,5.013919353485107
TwoEmbedding,warned,will care for,207,207_FFF_his,fff,MismatchMismatchMismatch,poss,Andrea warned that waitress that Leslie will care for,his,5.521385669708252
TwoEmbedding,alerts,disliked,208,208_MMM_him,mmm,MatchMatchMatch,obj,That guy alerts Jason that Charles disliked,him,1.0762739181518555
TwoEmbedding,alerts,disliked,208,208_MMF_him,mmf,MatchMatchMismatch,obj,That guy alerts Jason that Tracy disliked,him,0.9746955037117004
TwoEmbedding,alerts,disliked,208,208_MFM_him,mfm,MatchMismatchMatch,obj,That guy alerts Carrie that Charles disliked,him,3.5905680656433105
TwoEmbedding,alerts,disliked,208,208_MFF_him,mff,MatchMismatchMismatch,obj,That guy alerts Carrie that Tracy disliked,him,2.1405882835388184
TwoEmbedding,alerts,disliked,208,208_FMM_him,fmm,MismatchMatchMatch,obj,Linda alerts Jason that Charles disliked,him,3.073143482208252
TwoEmbedding,alerts,disliked,208,208_FMF_him,fmf,MismatchMatchMismatch,obj,Linda alerts Jason that Tracy disliked,him,1.92341148853302
TwoEmbedding,alerts,disliked,208,208_FFM_him,ffm,MismatchMismatchMatch,obj,Linda alerts Carrie that Charles disliked,him,5.612737655639648
TwoEmbedding,alerts,disliked,208,208_FFF_him,fff,MismatchMismatchMismatch,obj,Linda alerts Carrie that Tracy disliked,him,4.292210102081299
TwoEmbedding,alerts,disliked,208,208_MMM_his,mmm,MatchMatchMatch,poss,That guy alerts Jason that Charles disliked,his,3.7559010982513428
TwoEmbedding,alerts,disliked,208,208_MMF_his,mmf,MatchMatchMismatch,poss,That guy alerts Jason that Tracy disliked,his,3.652308464050293
TwoEmbedding,alerts,disliked,208,208_MFM_his,mfm,MatchMismatchMatch,poss,That guy alerts Carrie that Charles disliked,his,5.786232948303223
TwoEmbedding,alerts,disliked,208,208_MFF_his,mff,MatchMismatchMismatch,poss,That guy alerts Carrie that Tracy disliked,his,5.010117530822754
TwoEmbedding,alerts,disliked,208,208_FMM_his,fmm,MismatchMatchMatch,poss,Linda alerts Jason that Charles disliked,his,3.9832041263580322
TwoEmbedding,alerts,disliked,208,208_FMF_his,fmf,MismatchMatchMismatch,poss,Linda alerts Jason that Tracy disliked,his,3.620706558227539
TwoEmbedding,alerts,disliked,208,208_FFM_his,ffm,MismatchMismatchMatch,poss,Linda alerts Carrie that Charles disliked,his,5.8203277587890625
TwoEmbedding,alerts,disliked,208,208_FFF_his,fff,MismatchMismatchMismatch,poss,Linda alerts Carrie that Tracy disliked,his,5.6546759605407715
TwoEmbedding,advised,thought about,209,209_MMM_him,mmm,MatchMatchMatch,obj,Lawrence advised Paul that Bruce thought about,him,4.24146032333374
TwoEmbedding,advised,thought about,209,209_MMF_him,mmf,MatchMatchMismatch,obj,Lawrence advised Paul that Judy thought about,him,3.1506519317626953
TwoEmbedding,advised,thought about,209,209_MFM_him,mfm,MatchMismatchMatch,obj,Lawrence advised Colleen that Bruce thought about,him,6.213344573974609
TwoEmbedding,advised,thought about,209,209_MFF_him,mff,MatchMismatchMismatch,obj,Lawrence advised Colleen that Judy thought about,him,4.729155540466309
TwoEmbedding,advised,thought about,209,209_FMM_him,fmm,MismatchMatchMatch,obj,Sheila advised Paul that Bruce thought about,him,4.865642070770264
TwoEmbedding,advised,thought about,209,209_FMF_him,fmf,MismatchMatchMismatch,obj,Sheila advised Paul that Judy thought about,him,3.240095615386963
TwoEmbedding,advised,thought about,209,209_FFM_him,ffm,MismatchMismatchMatch,obj,Sheila advised Colleen that Bruce thought about,him,6.667657375335693
TwoEmbedding,advised,thought about,209,209_FFF_him,fff,MismatchMismatchMismatch,obj,Sheila advised Colleen that Judy thought about,him,5.598430633544922
TwoEmbedding,advised,thought about,209,209_MMM_his,mmm,MatchMatchMatch,poss,Lawrence advised Paul that Bruce thought about,his,4.618127346038818
