exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-xl_surp
OneEmbedding,is shouting,was shooting,245,245_FF_him,ff,MismatchMismatch,obj,Tara is shouting that Susan was shooting,him,4.466190338134766
OneEmbedding,is shouting,was shooting,245,245_MM_his,mm,MatchMatch,poss,Travis is shouting that Vincent was shooting,his,5.65459680557251
OneEmbedding,is shouting,was shooting,245,245_MF_his,mf,MatchMismatch,poss,Travis is shouting that Susan was shooting,his,7.219566822052002
OneEmbedding,is shouting,was shooting,245,245_FM_his,fm,MismatchMatch,poss,Tara is shouting that Vincent was shooting,his,5.388563632965088
OneEmbedding,is shouting,was shooting,245,245_FF_his,ff,MismatchMismatch,poss,Tara is shouting that Susan was shooting,his,7.119225025177002
OneEmbedding,has said,visited,246,246_MM_him,mm,MatchMatch,obj,Marcus has said that Frank visited,him,1.3383862972259521
OneEmbedding,has said,visited,246,246_MF_him,mf,MatchMismatch,obj,Marcus has said that Emily visited,him,1.1632500886917114
OneEmbedding,has said,visited,246,246_FM_him,fm,MismatchMatch,obj,Denise has said that Frank visited,him,5.9554853439331055
OneEmbedding,has said,visited,246,246_FF_him,ff,MismatchMismatch,obj,Denise has said that Emily visited,him,5.088586807250977
OneEmbedding,has said,visited,246,246_MM_his,mm,MatchMatch,poss,Marcus has said that Frank visited,his,3.11271595954895
OneEmbedding,has said,visited,246,246_MF_his,mf,MatchMismatch,poss,Marcus has said that Emily visited,his,3.6773557662963867
OneEmbedding,has said,visited,246,246_FM_his,fm,MismatchMatch,poss,Denise has said that Frank visited,his,6.493620872497559
OneEmbedding,has said,visited,246,246_FF_his,ff,MismatchMismatch,poss,Denise has said that Emily visited,his,8.121177673339844
OneEmbedding,demonstrates,is examining,247,247_MM_him,mm,MatchMatch,obj,Brett demonstrates that Roger is examining,him,7.893445014953613
OneEmbedding,demonstrates,is examining,247,247_MF_him,mf,MatchMismatch,obj,Brett demonstrates that Jodi is examining,him,7.524803638458252
OneEmbedding,demonstrates,is examining,247,247_FM_him,fm,MismatchMatch,obj,Amelia demonstrates that Roger is examining,him,7.599045276641846
OneEmbedding,demonstrates,is examining,247,247_FF_him,ff,MismatchMismatch,obj,Amelia demonstrates that Jodi is examining,him,7.592392921447754
OneEmbedding,demonstrates,is examining,247,247_MM_his,mm,MatchMatch,poss,Brett demonstrates that Roger is examining,his,3.9324612617492676
OneEmbedding,demonstrates,is examining,247,247_MF_his,mf,MatchMismatch,poss,Brett demonstrates that Jodi is examining,his,6.239877223968506
OneEmbedding,demonstrates,is examining,247,247_FM_his,fm,MismatchMatch,poss,Amelia demonstrates that Roger is examining,his,3.975128173828125
OneEmbedding,demonstrates,is examining,247,247_FF_his,ff,MismatchMismatch,poss,Amelia demonstrates that Jodi is examining,his,6.610651016235352
OneEmbedding,can shout,can like,248,248_MM_him,mm,MatchMatch,obj,Travis can shout that Rodney can like,him,6.149691581726074
OneEmbedding,can shout,can like,248,248_MF_him,mf,MatchMismatch,obj,Travis can shout that Grace can like,him,7.438531398773193
OneEmbedding,can shout,can like,248,248_FM_him,fm,MismatchMatch,obj,The girl can shout that Rodney can like,him,6.076784610748291
OneEmbedding,can shout,can like,248,248_FF_him,ff,MismatchMismatch,obj,The girl can shout that Grace can like,him,6.675736427307129
OneEmbedding,can shout,can like,248,248_MM_his,mm,MatchMatch,poss,Travis can shout that Rodney can like,his,7.15138053894043
OneEmbedding,can shout,can like,248,248_MF_his,mf,MatchMismatch,poss,Travis can shout that Grace can like,his,8.735392570495605
OneEmbedding,can shout,can like,248,248_FM_his,fm,MismatchMatch,poss,The girl can shout that Rodney can like,his,6.902177333831787
OneEmbedding,can shout,can like,248,248_FF_his,ff,MismatchMismatch,poss,The girl can shout that Grace can like,his,9.351886749267578
OneEmbedding,couldn't learn,questioned,249,249_MM_him,mm,MatchMatch,obj,Craig couldn't learn that the brother questioned,him,2.692216157913208
OneEmbedding,couldn't learn,questioned,249,249_MF_him,mf,MatchMismatch,obj,Craig couldn't learn that April questioned,him,3.2302093505859375
OneEmbedding,couldn't learn,questioned,249,249_FM_him,fm,MismatchMatch,obj,That wife couldn't learn that the brother questioned,him,5.076462745666504
OneEmbedding,couldn't learn,questioned,249,249_FF_him,ff,MismatchMismatch,obj,That wife couldn't learn that April questioned,him,3.6203999519348145
OneEmbedding,couldn't learn,questioned,249,249_MM_his,mm,MatchMatch,poss,Craig couldn't learn that the brother questioned,his,3.474231004714966
OneEmbedding,couldn't learn,questioned,249,249_MF_his,mf,MatchMismatch,poss,Craig couldn't learn that April questioned,his,3.645174741744995
OneEmbedding,couldn't learn,questioned,249,249_FM_his,fm,MismatchMatch,poss,That wife couldn't learn that the brother questioned,his,3.462714433670044
OneEmbedding,couldn't learn,questioned,249,249_FF_his,ff,MismatchMismatch,poss,That wife couldn't learn that April questioned,his,4.7165961265563965
OneEmbedding,hadn't loved,distracted,250,250_MM_him,mm,MatchMatch,obj,Richard hadn't loved that Bradley distracted,him,0.9001845121383667
OneEmbedding,hadn't loved,distracted,250,250_MF_him,mf,MatchMismatch,obj,Richard hadn't loved that Anne distracted,him,0.5049777030944824
OneEmbedding,hadn't loved,distracted,250,250_FM_him,fm,MismatchMatch,obj,Diana hadn't loved that Bradley distracted,him,4.203486442565918
OneEmbedding,hadn't loved,distracted,250,250_FF_him,ff,MismatchMismatch,obj,Diana hadn't loved that Anne distracted,him,2.882396936416626
OneEmbedding,hadn't loved,distracted,250,250_MM_his,mm,MatchMatch,poss,Richard hadn't loved that Bradley distracted,his,5.392025947570801
OneEmbedding,hadn't loved,distracted,250,250_MF_his,mf,MatchMismatch,poss,Richard hadn't loved that Anne distracted,his,6.2994842529296875
OneEmbedding,hadn't loved,distracted,250,250_FM_his,fm,MismatchMatch,poss,Diana hadn't loved that Bradley distracted,his,7.399035930633545
OneEmbedding,hadn't loved,distracted,250,250_FF_his,ff,MismatchMismatch,poss,Diana hadn't loved that Anne distracted,his,9.654297828674316
OneEmbedding,knows,had attacked,251,251_MM_him,mm,MatchMatch,obj,Walter knows that Omar had attacked,him,1.8803048133850098
OneEmbedding,knows,had attacked,251,251_MF_him,mf,MatchMismatch,obj,Walter knows that Margaret had attacked,him,1.6469764709472656
OneEmbedding,knows,had attacked,251,251_FM_him,fm,MismatchMatch,obj,April knows that Omar had attacked,him,1.965277075767517
OneEmbedding,knows,had attacked,251,251_FF_him,ff,MismatchMismatch,obj,April knows that Margaret had attacked,him,1.8485276699066162
OneEmbedding,knows,had attacked,251,251_MM_his,mm,MatchMatch,poss,Walter knows that Omar had attacked,his,3.915196657180786
OneEmbedding,knows,had attacked,251,251_MF_his,mf,MatchMismatch,poss,Walter knows that Margaret had attacked,his,4.768199443817139
OneEmbedding,knows,had attacked,251,251_FM_his,fm,MismatchMatch,poss,April knows that Omar had attacked,his,4.073448657989502
OneEmbedding,knows,had attacked,251,251_FF_his,ff,MismatchMismatch,poss,April knows that Margaret had attacked,his,5.3055877685546875
OneEmbedding,was explaining,couldn't forgive,252,252_MM_him,mm,MatchMatch,obj,Kevin was explaining that William couldn't forgive,him,2.5534281730651855
OneEmbedding,was explaining,couldn't forgive,252,252_MF_him,mf,MatchMismatch,obj,Kevin was explaining that Marie couldn't forgive,him,1.6553837060928345
OneEmbedding,was explaining,couldn't forgive,252,252_FM_him,fm,MismatchMatch,obj,Tamara was explaining that William couldn't forgive,him,3.347663164138794
OneEmbedding,was explaining,couldn't forgive,252,252_FF_him,ff,MismatchMismatch,obj,Tamara was explaining that Marie couldn't forgive,him,2.1513473987579346
OneEmbedding,was explaining,couldn't forgive,252,252_MM_his,mm,MatchMatch,poss,Kevin was explaining that William couldn't forgive,his,3.381887674331665
OneEmbedding,was explaining,couldn't forgive,252,252_MF_his,mf,MatchMismatch,poss,Kevin was explaining that Marie couldn't forgive,his,6.305515289306641
OneEmbedding,was explaining,couldn't forgive,252,252_FM_his,fm,MismatchMatch,poss,Tamara was explaining that William couldn't forgive,his,3.221736192703247
OneEmbedding,was explaining,couldn't forgive,252,252_FF_his,ff,MismatchMismatch,poss,Tamara was explaining that Marie couldn't forgive,his,6.742384433746338
OneEmbedding,hadn't revealed,hadn't listened to,253,253_MM_him,mm,MatchMatch,obj,Larry hadn't revealed that Brian hadn't listened to,him,4.87452507019043
OneEmbedding,hadn't revealed,hadn't listened to,253,253_MF_him,mf,MatchMismatch,obj,Larry hadn't revealed that Eva hadn't listened to,him,2.997391700744629
OneEmbedding,hadn't revealed,hadn't listened to,253,253_FM_him,fm,MismatchMatch,obj,Paula hadn't revealed that Brian hadn't listened to,him,5.182248115539551
OneEmbedding,hadn't revealed,hadn't listened to,253,253_FF_him,ff,MismatchMismatch,obj,Paula hadn't revealed that Eva hadn't listened to,him,3.4518744945526123
OneEmbedding,hadn't revealed,hadn't listened to,253,253_MM_his,mm,MatchMatch,poss,Larry hadn't revealed that Brian hadn't listened to,his,3.470431089401245
OneEmbedding,hadn't revealed,hadn't listened to,253,253_MF_his,mf,MatchMismatch,poss,Larry hadn't revealed that Eva hadn't listened to,his,3.3461861610412598
OneEmbedding,hadn't revealed,hadn't listened to,253,253_FM_his,fm,MismatchMatch,poss,Paula hadn't revealed that Brian hadn't listened to,his,3.6843676567077637
OneEmbedding,hadn't revealed,hadn't listened to,253,253_FF_his,ff,MismatchMismatch,poss,Paula hadn't revealed that Eva hadn't listened to,his,4.112110137939453
OneEmbedding,wasn't praying,shoots,254,254_MM_him,mm,MatchMatch,obj,Craig wasn't praying that Robert shoots,him,3.6154050827026367
OneEmbedding,wasn't praying,shoots,254,254_MF_him,mf,MatchMismatch,obj,Craig wasn't praying that that niece shoots,him,3.6461338996887207
OneEmbedding,wasn't praying,shoots,254,254_FM_him,fm,MismatchMatch,obj,Valerie wasn't praying that Robert shoots,him,4.263560771942139
OneEmbedding,wasn't praying,shoots,254,254_FF_him,ff,MismatchMismatch,obj,Valerie wasn't praying that that niece shoots,him,4.408628463745117
OneEmbedding,wasn't praying,shoots,254,254_MM_his,mm,MatchMatch,poss,Craig wasn't praying that Robert shoots,his,4.495410919189453
OneEmbedding,wasn't praying,shoots,254,254_MF_his,mf,MatchMismatch,poss,Craig wasn't praying that that niece shoots,his,6.873229503631592
OneEmbedding,wasn't praying,shoots,254,254_FM_his,fm,MismatchMatch,poss,Valerie wasn't praying that Robert shoots,his,4.612027645111084
OneEmbedding,wasn't praying,shoots,254,254_FF_his,ff,MismatchMismatch,poss,Valerie wasn't praying that that niece shoots,his,7.835499286651611
OneEmbedding,wasn't feeling,couldn't discover,255,255_MM_him,mm,MatchMatch,obj,Douglas wasn't feeling that that husband couldn't discover,him,7.875635623931885
OneEmbedding,wasn't feeling,couldn't discover,255,255_MF_him,mf,MatchMismatch,obj,Douglas wasn't feeling that Julie couldn't discover,him,6.182220458984375
OneEmbedding,wasn't feeling,couldn't discover,255,255_FM_him,fm,MismatchMatch,obj,That granddaughter wasn't feeling that that husband couldn't discover,him,8.908636093139648
OneEmbedding,wasn't feeling,couldn't discover,255,255_FF_him,ff,MismatchMismatch,obj,That granddaughter wasn't feeling that Julie couldn't discover,him,7.675309181213379
OneEmbedding,wasn't feeling,couldn't discover,255,255_MM_his,mm,MatchMatch,poss,Douglas wasn't feeling that that husband couldn't discover,his,3.1365878582000732
OneEmbedding,wasn't feeling,couldn't discover,255,255_MF_his,mf,MatchMismatch,poss,Douglas wasn't feeling that Julie couldn't discover,his,5.450919151306152
OneEmbedding,wasn't feeling,couldn't discover,255,255_FM_his,fm,MismatchMatch,poss,That granddaughter wasn't feeling that that husband couldn't discover,his,3.697951078414917
OneEmbedding,wasn't feeling,couldn't discover,255,255_FF_his,ff,MismatchMismatch,poss,That granddaughter wasn't feeling that Julie couldn't discover,his,6.882474422454834
OneEmbedding,agrees,won't lose,256,256_MM_him,mm,MatchMatch,obj,The husband agrees that Eric won't lose,him,9.230693817138672
OneEmbedding,agrees,won't lose,256,256_MF_him,mf,MatchMismatch,obj,The husband agrees that Florence won't lose,him,7.263090133666992
OneEmbedding,agrees,won't lose,256,256_FM_him,fm,MismatchMatch,obj,Kristen agrees that Eric won't lose,him,9.168113708496094
OneEmbedding,agrees,won't lose,256,256_FF_him,ff,MismatchMismatch,obj,Kristen agrees that Florence won't lose,him,8.978497505187988
OneEmbedding,agrees,won't lose,256,256_MM_his,mm,MatchMatch,poss,The husband agrees that Eric won't lose,his,1.2904269695281982
OneEmbedding,agrees,won't lose,256,256_MF_his,mf,MatchMismatch,poss,The husband agrees that Florence won't lose,his,5.60507345199585
OneEmbedding,agrees,won't lose,256,256_FM_his,fm,MismatchMatch,poss,Kristen agrees that Eric won't lose,his,2.2716665267944336
OneEmbedding,agrees,won't lose,256,256_FF_his,ff,MismatchMismatch,poss,Kristen agrees that Florence won't lose,his,7.911466598510742
OneEmbedding,wasn't hating,isn't hiring,257,257_MM_him,mm,MatchMatch,obj,Jason wasn't hating that Thomas isn't hiring,him,2.2276830673217773
OneEmbedding,wasn't hating,isn't hiring,257,257_MF_him,mf,MatchMismatch,obj,Jason wasn't hating that Eva isn't hiring,him,2.045665740966797
OneEmbedding,wasn't hating,isn't hiring,257,257_FM_him,fm,MismatchMatch,obj,Elizabeth wasn't hating that Thomas isn't hiring,him,6.573283672332764
OneEmbedding,wasn't hating,isn't hiring,257,257_FF_him,ff,MismatchMismatch,obj,Elizabeth wasn't hating that Eva isn't hiring,him,5.983591556549072
OneEmbedding,wasn't hating,isn't hiring,257,257_MM_his,mm,MatchMatch,poss,Jason wasn't hating that Thomas isn't hiring,his,5.293131351470947
OneEmbedding,wasn't hating,isn't hiring,257,257_MF_his,mf,MatchMismatch,poss,Jason wasn't hating that Eva isn't hiring,his,7.263358116149902
OneEmbedding,wasn't hating,isn't hiring,257,257_FM_his,fm,MismatchMatch,poss,Elizabeth wasn't hating that Thomas isn't hiring,his,8.218284606933594
OneEmbedding,wasn't hating,isn't hiring,257,257_FF_his,ff,MismatchMismatch,poss,Elizabeth wasn't hating that Eva isn't hiring,his,11.327205657958984
OneEmbedding,learned,won't kiss,258,258_MM_him,mm,MatchMatch,obj,Randolf learned that Keith won't kiss,him,2.4861440658569336
OneEmbedding,learned,won't kiss,258,258_MF_him,mf,MatchMismatch,obj,Randolf learned that Elizabeth won't kiss,him,0.7733432054519653
OneEmbedding,learned,won't kiss,258,258_FM_him,fm,MismatchMatch,obj,Nina learned that Keith won't kiss,him,6.758261203765869
OneEmbedding,learned,won't kiss,258,258_FF_him,ff,MismatchMismatch,obj,Nina learned that Elizabeth won't kiss,him,2.5089476108551025
OneEmbedding,learned,won't kiss,258,258_MM_his,mm,MatchMatch,poss,Randolf learned that Keith won't kiss,his,3.468580484390259
OneEmbedding,learned,won't kiss,258,258_MF_his,mf,MatchMismatch,poss,Randolf learned that Elizabeth won't kiss,his,5.262272834777832
OneEmbedding,learned,won't kiss,258,258_FM_his,fm,MismatchMatch,poss,Nina learned that Keith won't kiss,his,5.814883232116699
OneEmbedding,learned,won't kiss,258,258_FF_his,ff,MismatchMismatch,poss,Nina learned that Elizabeth won't kiss,his,8.402751922607422
OneEmbedding,could believe,wasn't hiding,259,259_MM_him,mm,MatchMatch,obj,Scott could believe that that brother wasn't hiding,him,8.13716983795166
OneEmbedding,could believe,wasn't hiding,259,259_MF_him,mf,MatchMismatch,obj,Scott could believe that Tamara wasn't hiding,him,9.035467147827148
OneEmbedding,could believe,wasn't hiding,259,259_FM_him,fm,MismatchMatch,obj,That dancer could believe that that brother wasn't hiding,him,8.92995834350586
OneEmbedding,could believe,wasn't hiding,259,259_FF_him,ff,MismatchMismatch,obj,That dancer could believe that Tamara wasn't hiding,him,9.923973083496094
OneEmbedding,could believe,wasn't hiding,259,259_MM_his,mm,MatchMatch,poss,Scott could believe that that brother wasn't hiding,his,4.516225814819336
OneEmbedding,could believe,wasn't hiding,259,259_MF_his,mf,MatchMismatch,poss,Scott could believe that Tamara wasn't hiding,his,7.586139678955078
OneEmbedding,could believe,wasn't hiding,259,259_FM_his,fm,MismatchMatch,poss,That dancer could believe that that brother wasn't hiding,his,4.0648417472839355
OneEmbedding,could believe,wasn't hiding,259,259_FF_his,ff,MismatchMismatch,poss,That dancer could believe that Tamara wasn't hiding,his,7.972149848937988
OneEmbedding,said,leaves,260,260_MM_him,mm,MatchMatch,obj,Brad said that Jeffrey leaves,him,6.462528705596924
OneEmbedding,said,leaves,260,260_MF_him,mf,MatchMismatch,obj,Brad said that Laura leaves,him,4.252592086791992
OneEmbedding,said,leaves,260,260_FM_him,fm,MismatchMatch,obj,Rachel said that Jeffrey leaves,him,6.705440998077393
OneEmbedding,said,leaves,260,260_FF_him,ff,MismatchMismatch,obj,Rachel said that Laura leaves,him,5.554105281829834
OneEmbedding,said,leaves,260,260_MM_his,mm,MatchMatch,poss,Brad said that Jeffrey leaves,his,4.436621189117432
OneEmbedding,said,leaves,260,260_MF_his,mf,MatchMismatch,poss,Brad said that Laura leaves,his,6.458880424499512
OneEmbedding,said,leaves,260,260_FM_his,fm,MismatchMatch,poss,Rachel said that Jeffrey leaves,his,3.852175712585449
OneEmbedding,said,leaves,260,260_FF_his,ff,MismatchMismatch,poss,Rachel said that Laura leaves,his,7.9073286056518555
OneEmbedding,isn't asserting,might help,261,261_MM_him,mm,MatchMatch,obj,John isn't asserting that Christopher might help,him,3.6901302337646484
OneEmbedding,isn't asserting,might help,261,261_MF_him,mf,MatchMismatch,obj,John isn't asserting that Florence might help,him,4.567265510559082
OneEmbedding,isn't asserting,might help,261,261_FM_him,fm,MismatchMatch,obj,Danielle isn't asserting that Christopher might help,him,5.150700569152832
OneEmbedding,isn't asserting,might help,261,261_FF_him,ff,MismatchMismatch,obj,Danielle isn't asserting that Florence might help,him,6.004797458648682
OneEmbedding,isn't asserting,might help,261,261_MM_his,mm,MatchMatch,poss,John isn't asserting that Christopher might help,his,6.178107738494873
OneEmbedding,isn't asserting,might help,261,261_MF_his,mf,MatchMismatch,poss,John isn't asserting that Florence might help,his,6.629244327545166
OneEmbedding,isn't asserting,might help,261,261_FM_his,fm,MismatchMatch,poss,Danielle isn't asserting that Christopher might help,his,6.558503150939941
OneEmbedding,isn't asserting,might help,261,261_FF_his,ff,MismatchMismatch,poss,Danielle isn't asserting that Florence might help,his,8.034006118774414
OneEmbedding,wasn't confessing,remembers,262,262_MM_him,mm,MatchMatch,obj,The husband wasn't confessing that Derek remembers,him,2.9095911979675293
OneEmbedding,wasn't confessing,remembers,262,262_MF_him,mf,MatchMismatch,obj,The husband wasn't confessing that Ellen remembers,him,2.7643308639526367
OneEmbedding,wasn't confessing,remembers,262,262_FM_him,fm,MismatchMatch,obj,Cynthia wasn't confessing that Derek remembers,him,4.74605131149292
OneEmbedding,wasn't confessing,remembers,262,262_FF_him,ff,MismatchMismatch,obj,Cynthia wasn't confessing that Ellen remembers,him,5.744595527648926
OneEmbedding,wasn't confessing,remembers,262,262_MM_his,mm,MatchMatch,poss,The husband wasn't confessing that Derek remembers,his,3.907083511352539
OneEmbedding,wasn't confessing,remembers,262,262_MF_his,mf,MatchMismatch,poss,The husband wasn't confessing that Ellen remembers,his,4.951669216156006
OneEmbedding,wasn't confessing,remembers,262,262_FM_his,fm,MismatchMatch,poss,Cynthia wasn't confessing that Derek remembers,his,4.562963485717773
OneEmbedding,wasn't confessing,remembers,262,262_FF_his,ff,MismatchMismatch,poss,Cynthia wasn't confessing that Ellen remembers,his,8.939945220947266
OneEmbedding,denies,thinks about,263,263_MM_him,mm,MatchMatch,obj,Chad denies that Curtis thinks about,him,5.490560531616211
OneEmbedding,denies,thinks about,263,263_MF_him,mf,MatchMismatch,obj,Chad denies that Claire thinks about,him,3.273876190185547
OneEmbedding,denies,thinks about,263,263_FM_him,fm,MismatchMatch,obj,Samantha denies that Curtis thinks about,him,5.860841274261475
OneEmbedding,denies,thinks about,263,263_FF_him,ff,MismatchMismatch,obj,Samantha denies that Claire thinks about,him,5.251321792602539
OneEmbedding,denies,thinks about,263,263_MM_his,mm,MatchMatch,poss,Chad denies that Curtis thinks about,his,3.7853152751922607
OneEmbedding,denies,thinks about,263,263_MF_his,mf,MatchMismatch,poss,Chad denies that Claire thinks about,his,7.373481750488281
OneEmbedding,denies,thinks about,263,263_FM_his,fm,MismatchMatch,poss,Samantha denies that Curtis thinks about,his,4.210524082183838
OneEmbedding,denies,thinks about,263,263_FF_his,ff,MismatchMismatch,poss,Samantha denies that Claire thinks about,his,9.126883506774902
OneEmbedding,has found out,hadn't upset,264,264_MM_him,mm,MatchMatch,obj,Derek has found out that Adam hadn't upset,him,5.040616035461426
OneEmbedding,has found out,hadn't upset,264,264_MF_him,mf,MatchMismatch,obj,Derek has found out that Sally hadn't upset,him,2.9617693424224854
OneEmbedding,has found out,hadn't upset,264,264_FM_him,fm,MismatchMatch,obj,Jacqueline has found out that Adam hadn't upset,him,7.379761219024658
OneEmbedding,has found out,hadn't upset,264,264_FF_him,ff,MismatchMismatch,obj,Jacqueline has found out that Sally hadn't upset,him,4.740411281585693
OneEmbedding,has found out,hadn't upset,264,264_MM_his,mm,MatchMatch,poss,Derek has found out that Adam hadn't upset,his,3.339257001876831
OneEmbedding,has found out,hadn't upset,264,264_MF_his,mf,MatchMismatch,poss,Derek has found out that Sally hadn't upset,his,5.446991443634033
OneEmbedding,has found out,hadn't upset,264,264_FM_his,fm,MismatchMatch,poss,Jacqueline has found out that Adam hadn't upset,his,3.466094970703125
OneEmbedding,has found out,hadn't upset,264,264_FF_his,ff,MismatchMismatch,poss,Jacqueline has found out that Sally hadn't upset,his,7.8988871574401855
OneEmbedding,doesn't remember,visits,265,265_MM_him,mm,MatchMatch,obj,Carl doesn't remember that Alexander visits,him,1.7162483930587769
OneEmbedding,doesn't remember,visits,265,265_MF_him,mf,MatchMismatch,obj,Carl doesn't remember that Ann visits,him,1.4146723747253418
OneEmbedding,doesn't remember,visits,265,265_FM_him,fm,MismatchMatch,obj,Andrea doesn't remember that Alexander visits,him,3.770731210708618
OneEmbedding,doesn't remember,visits,265,265_FF_him,ff,MismatchMismatch,obj,Andrea doesn't remember that Ann visits,him,3.0330557823181152
OneEmbedding,doesn't remember,visits,265,265_MM_his,mm,MatchMatch,poss,Carl doesn't remember that Alexander visits,his,3.6808695793151855
OneEmbedding,doesn't remember,visits,265,265_MF_his,mf,MatchMismatch,poss,Carl doesn't remember that Ann visits,his,4.775757789611816
OneEmbedding,doesn't remember,visits,265,265_FM_his,fm,MismatchMatch,poss,Andrea doesn't remember that Alexander visits,his,4.7326579093933105
OneEmbedding,doesn't remember,visits,265,265_FF_his,ff,MismatchMismatch,poss,Andrea doesn't remember that Ann visits,his,6.500710964202881
OneEmbedding,was confessing,has concealed,266,266_MM_him,mm,MatchMatch,obj,This ex-husband was confessing that this guy has concealed,him,9.116290092468262
OneEmbedding,was confessing,has concealed,266,266_MF_him,mf,MatchMismatch,obj,This ex-husband was confessing that Amanda has concealed,him,8.132794380187988
OneEmbedding,was confessing,has concealed,266,266_FM_him,fm,MismatchMatch,obj,Julia was confessing that this guy has concealed,him,8.2684965133667
OneEmbedding,was confessing,has concealed,266,266_FF_him,ff,MismatchMismatch,obj,Julia was confessing that Amanda has concealed,him,8.66456413269043
OneEmbedding,was confessing,has concealed,266,266_MM_his,mm,MatchMatch,poss,This ex-husband was confessing that this guy has concealed,his,3.093945264816284
OneEmbedding,was confessing,has concealed,266,266_MF_his,mf,MatchMismatch,poss,This ex-husband was confessing that Amanda has concealed,his,4.293751239776611
OneEmbedding,was confessing,has concealed,266,266_FM_his,fm,MismatchMatch,poss,Julia was confessing that this guy has concealed,his,2.761604070663452
OneEmbedding,was confessing,has concealed,266,266_FF_his,ff,MismatchMismatch,poss,Julia was confessing that Amanda has concealed,his,6.39215087890625
OneEmbedding,has speculated,shocks,267,267_MM_him,mm,MatchMatch,obj,Paul has speculated that Curtis shocks,him,4.169388771057129
OneEmbedding,has speculated,shocks,267,267_MF_him,mf,MatchMismatch,obj,Paul has speculated that Sally shocks,him,2.396622657775879
OneEmbedding,has speculated,shocks,267,267_FM_him,fm,MismatchMatch,obj,Gina has speculated that Curtis shocks,him,5.198288917541504
OneEmbedding,has speculated,shocks,267,267_FF_him,ff,MismatchMismatch,obj,Gina has speculated that Sally shocks,him,3.4938392639160156
OneEmbedding,has speculated,shocks,267,267_MM_his,mm,MatchMatch,poss,Paul has speculated that Curtis shocks,his,3.457340717315674
OneEmbedding,has speculated,shocks,267,267_MF_his,mf,MatchMismatch,poss,Paul has speculated that Sally shocks,his,7.104248046875
OneEmbedding,has speculated,shocks,267,267_FM_his,fm,MismatchMatch,poss,Gina has speculated that Curtis shocks,his,4.088597774505615
OneEmbedding,has speculated,shocks,267,267_FF_his,ff,MismatchMismatch,poss,Gina has speculated that Sally shocks,his,8.306610107421875
OneEmbedding,remembered,will hinder,268,268_MM_him,mm,MatchMatch,obj,William remembered that Paul will hinder,him,2.5858657360076904
OneEmbedding,remembered,will hinder,268,268_MF_him,mf,MatchMismatch,obj,William remembered that that daughter will hinder,him,2.7482776641845703
OneEmbedding,remembered,will hinder,268,268_FM_him,fm,MismatchMatch,obj,Denise remembered that Paul will hinder,him,4.897646903991699
OneEmbedding,remembered,will hinder,268,268_FF_him,ff,MismatchMismatch,obj,Denise remembered that that daughter will hinder,him,4.953099727630615
OneEmbedding,remembered,will hinder,268,268_MM_his,mm,MatchMatch,poss,William remembered that Paul will hinder,his,3.3145673274993896
OneEmbedding,remembered,will hinder,268,268_MF_his,mf,MatchMismatch,poss,William remembered that that daughter will hinder,his,3.208530902862549
OneEmbedding,remembered,will hinder,268,268_FM_his,fm,MismatchMatch,poss,Denise remembered that Paul will hinder,his,4.462029457092285
OneEmbedding,remembered,will hinder,268,268_FF_his,ff,MismatchMismatch,poss,Denise remembered that that daughter will hinder,his,5.689759254455566
OneEmbedding,can reveal,had exposed,269,269_MM_him,mm,MatchMatch,obj,Michael can reveal that that ex-boyfriend had exposed,him,5.18250036239624
OneEmbedding,can reveal,had exposed,269,269_MF_him,mf,MatchMismatch,obj,Michael can reveal that the woman had exposed,him,8.78741455078125
OneEmbedding,can reveal,had exposed,269,269_FM_him,fm,MismatchMatch,obj,Carol can reveal that that ex-boyfriend had exposed,him,7.04325008392334
OneEmbedding,can reveal,had exposed,269,269_FF_him,ff,MismatchMismatch,obj,Carol can reveal that the woman had exposed,him,7.628090858459473
OneEmbedding,can reveal,had exposed,269,269_MM_his,mm,MatchMatch,poss,Michael can reveal that that ex-boyfriend had exposed,his,3.3950984477996826
OneEmbedding,can reveal,had exposed,269,269_MF_his,mf,MatchMismatch,poss,Michael can reveal that the woman had exposed,his,8.589115142822266
OneEmbedding,can reveal,had exposed,269,269_FM_his,fm,MismatchMatch,poss,Carol can reveal that that ex-boyfriend had exposed,his,3.8010573387145996
OneEmbedding,can reveal,had exposed,269,269_FF_his,ff,MismatchMismatch,poss,Carol can reveal that the woman had exposed,his,9.614895820617676
OneEmbedding,hates,fights,270,270_MM_him,mm,MatchMatch,obj,Adam hates that Scott fights,him,3.858456611633301
OneEmbedding,hates,fights,270,270_MF_him,mf,MatchMismatch,obj,Adam hates that Sarah fights,him,3.983748197555542
OneEmbedding,hates,fights,270,270_FM_him,fm,MismatchMatch,obj,Suzanne hates that Scott fights,him,4.906062126159668
OneEmbedding,hates,fights,270,270_FF_him,ff,MismatchMismatch,obj,Suzanne hates that Sarah fights,him,5.898812294006348
OneEmbedding,hates,fights,270,270_MM_his,mm,MatchMatch,poss,Adam hates that Scott fights,his,5.820878028869629
OneEmbedding,hates,fights,270,270_MF_his,mf,MatchMismatch,poss,Adam hates that Sarah fights,his,7.614684581756592
