exp,verb,frameNum,uid,gender,cond,pronoun,sent,target,/data/gpt2-large_surp
simple,was complaining about,148,148_M_him,m,Match,obj,This boy was complaining about,him,8.424539566040039
simple,was complaining about,148,148_M_his,m,Match,poss,This boy was complaining about,his,2.754744529724121
simple,was complaining about,148,148_F_him,f,Mismatch,obj,Erin was complaining about,him,7.141005516052246
simple,was complaining about,148,148_F_his,f,Mismatch,poss,Erin was complaining about,his,4.399872779846191
simple,fled from,149,149_M_him,m,Match,obj,Dennis fled from,him,8.207832336425781
simple,fled from,149,149_M_his,m,Match,poss,Dennis fled from,his,3.658646821975708
simple,fled from,149,149_F_him,f,Mismatch,obj,Paula fled from,him,8.206032752990723
simple,fled from,149,149_F_his,f,Mismatch,poss,Paula fled from,his,3.7715561389923096
simple,criticizes,150,150_M_him,m,Match,obj,Stephen criticizes,him,6.790876388549805
simple,criticizes,150,150_M_his,m,Match,poss,Stephen criticizes,his,5.566891670227051
simple,criticizes,150,150_F_him,f,Mismatch,obj,The waitress criticizes,him,2.639415740966797
simple,criticizes,150,150_F_his,f,Mismatch,poss,The waitress criticizes,his,4.892717361450195
simple,had forgotten,151,151_M_him,m,Match,obj,Dennis had forgotten,him,7.311699390411377
simple,had forgotten,151,151_M_his,m,Match,poss,Dennis had forgotten,his,3.7386510372161865
simple,had forgotten,151,151_F_him,f,Mismatch,obj,Paula had forgotten,him,7.298005104064941
simple,had forgotten,151,151_F_his,f,Mismatch,poss,Paula had forgotten,his,4.071867942810059
simple,hadn't hugged,152,152_M_him,m,Match,obj,William hadn't hugged,him,3.791522979736328
simple,hadn't hugged,152,152_M_his,m,Match,poss,William hadn't hugged,his,3.4289188385009766
simple,hadn't hugged,152,152_F_him,f,Mismatch,obj,This girlfriend hadn't hugged,him,2.407318353652954
simple,hadn't hugged,152,152_F_his,f,Mismatch,poss,This girlfriend hadn't hugged,his,7.873805999755859
simple,caught,153,153_M_him,m,Match,obj,Eric caught,him,4.745466232299805
simple,caught,153,153_M_his,m,Match,poss,Eric caught,his,4.909721374511719
simple,caught,153,153_F_him,f,Mismatch,obj,Diane caught,him,4.176825523376465
simple,caught,153,153_F_his,f,Mismatch,poss,Diane caught,his,6.21678352355957
simple,had stunned,154,154_M_him,m,Match,obj,Charles had stunned,him,4.140525817871094
simple,had stunned,154,154_M_his,m,Match,poss,Charles had stunned,his,4.3923468589782715
simple,had stunned,154,154_F_him,f,Mismatch,obj,Kristin had stunned,him,4.902431964874268
simple,had stunned,154,154_F_his,f,Mismatch,poss,Kristin had stunned,his,6.955864429473877
simple,hasn't complained about,155,155_M_him,m,Match,obj,Alexander hasn't complained about,him,8.794395446777344
simple,hasn't complained about,155,155_M_his,m,Match,poss,Alexander hasn't complained about,his,2.4337568283081055
simple,hasn't complained about,155,155_F_him,f,Mismatch,obj,Cindy hasn't complained about,him,7.24500036239624
simple,hasn't complained about,155,155_F_his,f,Mismatch,poss,Cindy hasn't complained about,his,6.229019641876221
simple,couldn't aggravate,156,156_M_him,m,Match,obj,Robert couldn't aggravate,him,4.237799644470215
simple,couldn't aggravate,156,156_M_his,m,Match,poss,Robert couldn't aggravate,his,2.8117289543151855
simple,couldn't aggravate,156,156_F_him,f,Mismatch,obj,Connie couldn't aggravate,him,3.4764459133148193
simple,couldn't aggravate,156,156_F_his,f,Mismatch,poss,Connie couldn't aggravate,his,5.036384582519531
simple,loses,157,157_M_him,m,Match,obj,Roger loses,him,10.186962127685547
simple,loses,157,157_M_his,m,Match,poss,Roger loses,his,2.4286983013153076
simple,loses,157,157_F_him,f,Mismatch,obj,Martha loses,him,9.350443840026855
simple,loses,157,157_F_his,f,Mismatch,poss,Martha loses,his,5.607082366943359
simple,sounds like,158,158_M_him,m,Match,obj,Guy sounds like,him,8.066961288452148
simple,sounds like,158,158_M_his,m,Match,poss,Guy sounds like,his,6.691725730895996
simple,sounds like,158,158_F_him,f,Mismatch,obj,The girlfriend sounds like,him,11.273488998413086
simple,sounds like,158,158_F_his,f,Mismatch,poss,The girlfriend sounds like,his,10.678637504577637
simple,is thinking about,159,159_M_him,m,Match,obj,Larry is thinking about,him,8.067665100097656
simple,is thinking about,159,159_M_his,m,Match,poss,Larry is thinking about,his,5.135672092437744
simple,is thinking about,159,159_F_him,f,Mismatch,obj,Christine is thinking about,him,8.470097541809082
simple,is thinking about,159,159_F_his,f,Mismatch,poss,Christine is thinking about,his,8.543998718261719
simple,hadn't talked about,160,160_M_him,m,Match,obj,Dan hadn't talked about,him,6.730518817901611
simple,hadn't talked about,160,160_M_his,m,Match,poss,Dan hadn't talked about,his,4.043193817138672
simple,hadn't talked about,160,160_F_him,f,Mismatch,obj,This wife hadn't talked about,him,5.280322074890137
simple,hadn't talked about,160,160_F_his,f,Mismatch,poss,This wife hadn't talked about,his,6.973222255706787
simple,harms,161,161_M_him,m,Match,obj,Todd harms,him,6.845883369445801
simple,harms,161,161_M_his,m,Match,poss,Todd harms,his,3.9842453002929688
simple,harms,161,161_F_him,f,Mismatch,obj,This grandmother harms,him,6.551971912384033
simple,harms,161,161_F_his,f,Mismatch,poss,This grandmother harms,his,7.696314334869385
simple,had approached,162,162_M_him,m,Match,obj,This boyfriend had approached,him,4.102035045623779
simple,had approached,162,162_M_his,m,Match,poss,This boyfriend had approached,his,6.300033092498779
simple,had approached,162,162_F_him,f,Mismatch,obj,Naomi had approached,him,3.217618942260742
simple,had approached,162,162_F_his,f,Mismatch,poss,Naomi had approached,his,7.517778396606445
simple,distracted,163,163_M_him,m,Match,obj,Derek distracted,him,4.905279636383057
simple,distracted,163,163_M_his,m,Match,poss,Derek distracted,his,6.794882297515869
simple,distracted,163,163_F_him,f,Mismatch,obj,Colleen distracted,him,4.2609429359436035
simple,distracted,163,163_F_his,f,Mismatch,poss,Colleen distracted,his,8.9468355178833
simple,was escaping from,164,164_M_him,m,Match,obj,Carlos was escaping from,him,6.959373950958252
simple,was escaping from,164,164_M_his,m,Match,poss,Carlos was escaping from,his,3.979921579360962
simple,was escaping from,164,164_F_him,f,Mismatch,obj,Lisa was escaping from,him,6.448517799377441
simple,was escaping from,164,164_F_his,f,Mismatch,poss,Lisa was escaping from,his,6.6401543617248535
simple,insults,165,165_M_him,m,Match,obj,Carl insults,him,3.1908693313598633
simple,insults,165,165_M_his,m,Match,poss,Carl insults,his,4.836855888366699
simple,insults,165,165_F_him,f,Mismatch,obj,Irene insults,him,4.047909736633301
simple,insults,165,165_F_his,f,Mismatch,poss,Irene insults,his,5.594279766082764
simple,forgave,166,166_M_him,m,Match,obj,Raymond forgave,him,2.565119504928589
simple,forgave,166,166_M_his,m,Match,poss,Raymond forgave,his,3.5953867435455322
simple,forgave,166,166_F_him,f,Mismatch,obj,Stephanie forgave,him,1.9997695684432983
simple,forgave,166,166_F_his,f,Mismatch,poss,Stephanie forgave,his,6.59285306930542
simple,hadn't returned to,167,167_M_him,m,Match,obj,Noah hadn't returned to,him,7.2691755294799805
simple,hadn't returned to,167,167_M_his,m,Match,poss,Noah hadn't returned to,his,2.9436874389648438
simple,hadn't returned to,167,167_F_him,f,Mismatch,obj,Bethany hadn't returned to,him,7.450258731842041
simple,hadn't returned to,167,167_F_his,f,Mismatch,poss,Bethany hadn't returned to,his,5.9629130363464355
simple,had struck,168,168_M_him,m,Match,obj,Douglas had struck,him,4.134848117828369
simple,had struck,168,168_M_his,m,Match,poss,Douglas had struck,his,5.050394535064697
simple,had struck,168,168_F_him,f,Mismatch,obj,Jill had struck,him,4.8981757164001465
simple,had struck,168,168_F_his,f,Mismatch,poss,Jill had struck,his,6.866471290588379
simple,is researching,169,169_M_him,m,Match,obj,Rodney is researching,him,10.623806953430176
simple,is researching,169,169_M_his,m,Match,poss,Rodney is researching,his,5.894487380981445
simple,is researching,169,169_F_him,f,Mismatch,obj,Victoria is researching,him,10.629228591918945
simple,is researching,169,169_F_his,f,Mismatch,poss,Victoria is researching,his,8.604362487792969
simple,isn't praising,170,170_M_him,m,Match,obj,Chad isn't praising,him,4.093924522399902
simple,isn't praising,170,170_M_his,m,Match,poss,Chad isn't praising,his,3.867064952850342
simple,isn't praising,170,170_F_him,f,Mismatch,obj,Tanya isn't praising,him,3.569014549255371
simple,isn't praising,170,170_F_his,f,Mismatch,poss,Tanya isn't praising,his,6.5100178718566895
simple,annoys,171,171_M_him,m,Match,obj,Raymond annoys,him,5.898122787475586
simple,annoys,171,171_M_his,m,Match,poss,Raymond annoys,his,5.254593849182129
simple,annoys,171,171_F_him,f,Mismatch,obj,Tara annoys,him,3.5564541816711426
simple,annoys,171,171_F_his,f,Mismatch,poss,Tara annoys,his,7.1394124031066895
simple,fights,172,172_M_him,m,Match,obj,Kenneth fights,him,7.28225040435791
simple,fights,172,172_M_his,m,Match,poss,Kenneth fights,his,5.307246685028076
simple,fights,172,172_F_him,f,Mismatch,obj,April fights,him,10.128233909606934
simple,fights,172,172_F_his,f,Mismatch,poss,April fights,his,8.292362213134766
simple,overwhelmed,173,173_M_him,m,Match,obj,Paul overwhelmed,him,5.511277675628662
simple,overwhelmed,173,173_M_his,m,Match,poss,Paul overwhelmed,his,5.531148433685303
simple,overwhelmed,173,173_F_him,f,Mismatch,obj,Janet overwhelmed,him,4.751406192779541
simple,overwhelmed,173,173_F_his,f,Mismatch,poss,Janet overwhelmed,his,7.106171607971191
simple,insulted,174,174_M_him,m,Match,obj,Bruce insulted,him,3.0160834789276123
simple,insulted,174,174_M_his,m,Match,poss,Bruce insulted,his,4.912612438201904
simple,insulted,174,174_F_him,f,Mismatch,obj,Kimberley insulted,him,3.8591384887695312
simple,insulted,174,174_F_his,f,Mismatch,poss,Kimberley insulted,his,5.337184429168701
simple,is returning to,175,175_M_him,m,Match,obj,Jerry is returning to,him,12.021454811096191
simple,is returning to,175,175_M_his,m,Match,poss,Jerry is returning to,his,3.728222370147705
simple,is returning to,175,175_F_him,f,Mismatch,obj,Maria is returning to,him,10.237859725952148
simple,is returning to,175,175_F_his,f,Mismatch,poss,Maria is returning to,his,5.75437593460083
simple,has scanned,176,176_M_him,m,Match,obj,Todd has scanned,him,9.626811027526855
simple,has scanned,176,176_M_his,m,Match,poss,Todd has scanned,his,4.337619304656982
simple,has scanned,176,176_F_him,f,Mismatch,obj,Monica has scanned,him,10.384859085083008
simple,has scanned,176,176_F_his,f,Mismatch,poss,Monica has scanned,his,7.365133762359619
simple,scared,177,177_M_him,m,Match,obj,Gary scared,him,6.286237716674805
simple,scared,177,177_M_his,m,Match,poss,Gary scared,his,7.854012966156006
simple,scared,177,177_F_him,f,Mismatch,obj,Tamara scared,him,4.6315484046936035
simple,scared,177,177_F_his,f,Mismatch,poss,Tamara scared,his,7.102818489074707
simple,hasn't talked about,178,178_M_him,m,Match,obj,Noah hasn't talked about,him,6.737636089324951
simple,hasn't talked about,178,178_M_his,m,Match,poss,Noah hasn't talked about,his,3.803528308868408
simple,hasn't talked about,178,178_F_him,f,Mismatch,obj,The woman hasn't talked about,him,6.378209114074707
simple,hasn't talked about,178,178_F_his,f,Mismatch,poss,The woman hasn't talked about,his,7.990997791290283
simple,wasn't writing,179,179_M_him,m,Match,obj,Adam wasn't writing,him,7.901680946350098
simple,wasn't writing,179,179_M_his,m,Match,poss,Adam wasn't writing,his,4.89111852645874
simple,wasn't writing,179,179_F_him,f,Mismatch,obj,Maria wasn't writing,him,8.20163631439209
simple,wasn't writing,179,179_F_his,f,Mismatch,poss,Maria wasn't writing,his,7.381831169128418
simple,might lose,180,180_M_him,m,Match,obj,Scott might lose,him,9.154783248901367
simple,might lose,180,180_M_his,m,Match,poss,Scott might lose,his,1.6736454963684082
simple,might lose,180,180_F_him,f,Mismatch,obj,That ex-girlfriend might lose,him,8.20609188079834
simple,might lose,180,180_F_his,f,Mismatch,poss,That ex-girlfriend might lose,his,5.272912979125977
simple,wasn't referencing,181,181_M_him,m,Match,obj,Brad wasn't referencing,him,7.1096978187561035
simple,wasn't referencing,181,181_M_his,m,Match,poss,Brad wasn't referencing,his,5.395739555358887
simple,wasn't referencing,181,181_F_him,f,Mismatch,obj,Ann wasn't referencing,him,7.544798851013184
simple,wasn't referencing,181,181_F_his,f,Mismatch,poss,Ann wasn't referencing,his,5.775013446807861
simple,meets,182,182_M_him,m,Match,obj,The boy meets,him,6.561250686645508
simple,meets,182,182_M_his,m,Match,poss,The boy meets,his,3.3524763584136963
simple,meets,182,182_F_him,f,Mismatch,obj,Meredith meets,him,5.746532917022705
simple,meets,182,182_F_his,f,Mismatch,poss,Meredith meets,his,6.231822967529297
simple,is embarrassing,183,183_M_him,m,Match,obj,Frank is embarrassing,him,6.113006114959717
simple,is embarrassing,183,183_M_his,m,Match,poss,Frank is embarrassing,his,6.337835788726807
simple,is embarrassing,183,183_F_him,f,Mismatch,obj,Melanie is embarrassing,him,6.179214000701904
simple,is embarrassing,183,183_F_his,f,Mismatch,poss,Melanie is embarrassing,his,8.302181243896484
simple,knows,184,184_M_him,m,Match,obj,Carlos knows,him,7.795538902282715
simple,knows,184,184_M_his,m,Match,poss,Carlos knows,his,5.7108659744262695
simple,knows,184,184_F_him,f,Mismatch,obj,Naomi knows,him,8.602867126464844
simple,knows,184,184_F_his,f,Mismatch,poss,Naomi knows,his,8.263591766357422
simple,upset,185,185_M_him,m,Match,obj,Noah upset,him,5.588624477386475
simple,upset,185,185_M_his,m,Match,poss,Noah upset,his,5.643616676330566
simple,upset,185,185_F_him,f,Mismatch,obj,Tara upset,him,5.941649436950684
simple,upset,185,185_F_his,f,Mismatch,poss,Tara upset,his,6.639805793762207
simple,noticed,186,186_M_him,m,Match,obj,Curtis noticed,him,7.753857135772705
simple,noticed,186,186_M_his,m,Match,poss,Curtis noticed,his,5.765244483947754
simple,noticed,186,186_F_him,f,Mismatch,obj,Wendy noticed,him,6.614842891693115
simple,noticed,186,186_F_his,f,Mismatch,poss,Wendy noticed,his,6.992208480834961
simple,alarmed,187,187_M_him,m,Match,obj,George alarmed,him,6.308566570281982
simple,alarmed,187,187_M_his,m,Match,poss,George alarmed,his,5.590774059295654
simple,alarmed,187,187_F_him,f,Mismatch,obj,Martha alarmed,him,4.888481140136719
simple,alarmed,187,187_F_his,f,Mismatch,poss,Martha alarmed,his,7.276869773864746
simple,discovered,188,188_M_him,m,Match,obj,Carl discovered,him,7.225470542907715
simple,discovered,188,188_M_his,m,Match,poss,Carl discovered,his,5.654096603393555
simple,discovered,188,188_F_him,f,Mismatch,obj,Irene discovered,him,7.909493923187256
simple,discovered,188,188_F_his,f,Mismatch,poss,Irene discovered,his,7.404847145080566
simple,was astounding,189,189_M_him,m,Match,obj,Adam was astounding,him,10.984911918640137
simple,was astounding,189,189_M_his,m,Match,poss,Adam was astounding,his,10.07295036315918
simple,was astounding,189,189_F_him,f,Mismatch,obj,Natalie was astounding,him,13.128610610961914
simple,was astounding,189,189_F_his,f,Mismatch,poss,Natalie was astounding,his,12.461342811584473
simple,has cared for,190,190_M_him,m,Match,obj,Joel has cared for,him,3.0314319133758545
simple,has cared for,190,190_M_his,m,Match,poss,Joel has cared for,his,4.025989055633545
simple,has cared for,190,190_F_him,f,Mismatch,obj,Carmen has cared for,him,3.6307363510131836
simple,has cared for,190,190_F_his,f,Mismatch,poss,Carmen has cared for,his,5.430638790130615
simple,met,191,191_M_him,m,Match,obj,Dan met,him,6.4674811363220215
simple,met,191,191_M_his,m,Match,poss,Dan met,his,4.289684295654297
simple,met,191,191_F_him,f,Mismatch,obj,Margaret met,him,5.269299030303955
simple,met,191,191_F_his,f,Mismatch,poss,Margaret met,his,7.227417945861816
simple,is disgusting,192,192_M_him,m,Match,obj,Lawrence is disgusting,him,14.012367248535156
simple,is disgusting,192,192_M_his,m,Match,poss,Lawrence is disgusting,his,11.663396835327148
simple,is disgusting,192,192_F_him,f,Mismatch,obj,Ann is disgusting,him,14.524128913879395
simple,is disgusting,192,192_F_his,f,Mismatch,poss,Ann is disgusting,his,12.212858200073242
simple,had chosen,193,193_M_him,m,Match,obj,Douglas had chosen,him,6.828019142150879
simple,had chosen,193,193_M_his,m,Match,poss,Douglas had chosen,his,4.926065921783447
simple,had chosen,193,193_F_him,f,Mismatch,obj,The daughter had chosen,him,5.38565731048584
simple,had chosen,193,193_F_his,f,Mismatch,poss,The daughter had chosen,his,8.485160827636719
simple,has disagreed with,194,194_M_him,m,Match,obj,This nephew has disagreed with,him,4.426475524902344
simple,has disagreed with,194,194_M_his,m,Match,poss,This nephew has disagreed with,his,3.365483045578003
simple,has disagreed with,194,194_F_him,f,Mismatch,obj,That daughter has disagreed with,him,3.7739169597625732
simple,has disagreed with,194,194_F_his,f,Mismatch,poss,That daughter has disagreed with,his,5.560979843139648
simple,exposes,195,195_M_him,m,Match,obj,The nephew exposes,him,5.825718402862549
simple,exposes,195,195_M_his,m,Match,poss,The nephew exposes,his,3.2462007999420166
simple,exposes,195,195_F_him,f,Mismatch,obj,That waitress exposes,him,4.249429225921631
simple,exposes,195,195_F_his,f,Mismatch,poss,That waitress exposes,his,5.038239479064941
simple,scares,196,196_M_him,m,Match,obj,James scares,him,4.458672523498535
simple,scares,196,196_M_his,m,Match,poss,James scares,his,5.343306064605713
simple,scares,196,196_F_him,f,Mismatch,obj,Heidi scares,him,4.568980693817139
simple,scares,196,196_F_his,f,Mismatch,poss,Heidi scares,his,7.989253044128418
simple,shouldn't attack,197,197_M_him,m,Match,obj,Alan shouldn't attack,him,4.607831954956055
simple,shouldn't attack,197,197_M_his,m,Match,poss,Alan shouldn't attack,his,6.277676105499268
simple,shouldn't attack,197,197_F_him,f,Mismatch,obj,The dancer shouldn't attack,him,4.917786598205566
simple,shouldn't attack,197,197_F_his,f,Mismatch,poss,The dancer shouldn't attack,his,7.6923298835754395
simple,hasn't found,198,198_M_him,m,Match,obj,Raymond hasn't found,him,8.660161972045898
simple,hasn't found,198,198_M_his,m,Match,poss,Raymond hasn't found,his,2.6212422847747803
simple,hasn't found,198,198_F_him,f,Mismatch,obj,Janice hasn't found,him,6.548072814941406
simple,hasn't found,198,198_F_his,f,Mismatch,poss,Janice hasn't found,his,8.079113006591797
simple,forgot,199,199_M_him,m,Match,obj,Joel forgot,him,9.065848350524902
simple,forgot,199,199_M_his,m,Match,poss,Joel forgot,his,3.396526575088501
simple,forgot,199,199_F_him,f,Mismatch,obj,Heather forgot,him,7.74754524230957
simple,forgot,199,199_F_his,f,Mismatch,poss,Heather forgot,his,6.062116622924805
simple,leads,200,200_M_him,m,Match,obj,Noah leads,him,5.929001331329346
simple,leads,200,200_M_his,m,Match,poss,Noah leads,his,5.071477890014648
simple,leads,200,200_F_him,f,Mismatch,obj,Elizabeth leads,him,5.295417785644531
simple,leads,200,200_F_his,f,Mismatch,poss,Elizabeth leads,his,7.995159149169922
simple,hasn't escaped from,201,201_M_him,m,Match,obj,William hasn't escaped from,him,7.808664321899414
simple,hasn't escaped from,201,201_M_his,m,Match,poss,William hasn't escaped from,his,2.660064458847046
simple,hasn't escaped from,201,201_F_him,f,Mismatch,obj,Patricia hasn't escaped from,him,7.054267406463623
simple,hasn't escaped from,201,201_F_his,f,Mismatch,poss,Patricia hasn't escaped from,his,5.732766628265381
simple,didn't investigate,202,202_M_him,m,Match,obj,This father didn't investigate,him,6.674348831176758
simple,didn't investigate,202,202_M_his,m,Match,poss,This father didn't investigate,his,3.8429839611053467
simple,didn't investigate,202,202_F_him,f,Mismatch,obj,Stacy didn't investigate,him,6.88041353225708
simple,didn't investigate,202,202_F_his,f,Mismatch,poss,Stacy didn't investigate,his,6.015743732452393
simple,distracts,203,203_M_him,m,Match,obj,George distracts,him,4.283520698547363
simple,distracts,203,203_M_his,m,Match,poss,George distracts,his,5.11971378326416
simple,distracts,203,203_F_him,f,Mismatch,obj,Jill distracts,him,4.008501052856445
simple,distracts,203,203_F_his,f,Mismatch,poss,Jill distracts,his,8.004780769348145
simple,exposes,204,204_M_him,m,Match,obj,Liam exposes,him,5.413947582244873
simple,exposes,204,204_M_his,m,Match,poss,Liam exposes,his,3.8511927127838135
simple,exposes,204,204_F_him,f,Mismatch,obj,Barbara exposes,him,10.856902122497559
simple,exposes,204,204_F_his,f,Mismatch,poss,Barbara exposes,his,8.990767478942871
simple,isn't boasting about,205,205_M_him,m,Match,obj,This boy isn't boasting about,him,8.628971099853516
simple,isn't boasting about,205,205_M_his,m,Match,poss,This boy isn't boasting about,his,1.9298993349075317
simple,isn't boasting about,205,205_F_him,f,Mismatch,obj,Sarah isn't boasting about,him,9.143377304077148
simple,isn't boasting about,205,205_F_his,f,Mismatch,poss,Sarah isn't boasting about,his,6.584426403045654
simple,would talk about,206,206_M_him,m,Match,obj,Alan would talk about,him,7.303618907928467
simple,would talk about,206,206_M_his,m,Match,poss,Alan would talk about,his,3.4240877628326416
simple,would talk about,206,206_F_him,f,Mismatch,obj,That daughter would talk about,him,5.3828864097595215
simple,would talk about,206,206_F_his,f,Mismatch,poss,That daughter would talk about,his,6.441590785980225
simple,will care for,207,207_M_him,m,Match,obj,That guy will care for,him,4.722507476806641
simple,will care for,207,207_M_his,m,Match,poss,That guy will care for,his,4.500852108001709
simple,will care for,207,207_F_him,f,Mismatch,obj,Leslie will care for,him,3.8126654624938965
simple,will care for,207,207_F_his,f,Mismatch,poss,Leslie will care for,his,3.990023612976074
simple,disliked,208,208_M_him,m,Match,obj,Charles disliked,him,4.766016006469727
simple,disliked,208,208_M_his,m,Match,poss,Charles disliked,his,4.665146827697754
simple,disliked,208,208_F_him,f,Mismatch,obj,Tracy disliked,him,4.419045925140381
simple,disliked,208,208_F_his,f,Mismatch,poss,Tracy disliked,his,5.724801063537598
simple,thought about,209,209_M_him,m,Match,obj,Bruce thought about,him,7.296076774597168
simple,thought about,209,209_M_his,m,Match,poss,Bruce thought about,his,4.7348737716674805
simple,thought about,209,209_F_him,f,Mismatch,obj,Judy thought about,him,6.673402786254883
simple,thought about,209,209_F_his,f,Mismatch,poss,Judy thought about,his,6.420379161834717
simple,hides,210,210_M_him,m,Match,obj,Ronald hides,him,9.019082069396973
simple,hides,210,210_M_his,m,Match,poss,Ronald hides,his,3.0111868381500244
simple,hides,210,210_F_him,f,Mismatch,obj,Emily hides,him,8.486443519592285
simple,hides,210,210_F_his,f,Mismatch,poss,Emily hides,his,5.483189105987549
simple,hasn't chosen,211,211_M_him,m,Match,obj,Roger hasn't chosen,him,8.848698616027832
simple,hasn't chosen,211,211_M_his,m,Match,poss,Roger hasn't chosen,his,3.9117205142974854
simple,hasn't chosen,211,211_F_him,f,Mismatch,obj,The niece hasn't chosen,him,6.753385066986084
simple,hasn't chosen,211,211_F_his,f,Mismatch,poss,The niece hasn't chosen,his,8.964289665222168
simple,might attack,212,212_M_him,m,Match,obj,Curtis might attack,him,4.451791286468506
simple,might attack,212,212_M_his,m,Match,poss,Curtis might attack,his,6.147547245025635
simple,might attack,212,212_F_him,f,Mismatch,obj,Stacey might attack,him,3.7818820476531982
simple,might attack,212,212_F_his,f,Mismatch,poss,Stacey might attack,his,6.95367956161499
simple,had met,213,213_M_him,m,Match,obj,Peter had met,him,4.185428142547607
simple,had met,213,213_M_his,m,Match,poss,Peter had met,his,4.563078880310059
simple,had met,213,213_F_him,f,Mismatch,obj,Ella had met,him,4.079183101654053
simple,had met,213,213_F_his,f,Mismatch,poss,Ella had met,his,6.331425666809082
simple,was talking to,214,214_M_him,m,Match,obj,Todd was talking to,him,4.750555515289307
simple,was talking to,214,214_M_his,m,Match,poss,Todd was talking to,his,4.216663360595703
simple,was talking to,214,214_F_him,f,Mismatch,obj,Nicole was talking to,him,3.69679856300354
simple,was talking to,214,214_F_his,f,Mismatch,poss,Nicole was talking to,his,6.979172229766846
simple,is describing,215,215_M_him,m,Match,obj,Stephen is describing,him,8.603655815124512
simple,is describing,215,215_M_his,m,Match,poss,Stephen is describing,his,4.981998443603516
simple,is describing,215,215_F_him,f,Mismatch,obj,Pamela is describing,him,8.260512351989746
simple,is describing,215,215_F_his,f,Mismatch,poss,Pamela is describing,his,7.698648452758789
simple,would forgive,216,216_M_him,m,Match,obj,Wayne would forgive,him,2.7432894706726074
simple,would forgive,216,216_M_his,m,Match,poss,Wayne would forgive,his,4.773801326751709
simple,would forgive,216,216_F_him,f,Mismatch,obj,Katherine would forgive,him,3.002807378768921
simple,would forgive,216,216_F_his,f,Mismatch,poss,Katherine would forgive,his,6.193244457244873
simple,isn't choosing,217,217_M_him,m,Match,obj,Steven isn't choosing,him,8.299127578735352
simple,isn't choosing,217,217_M_his,m,Match,poss,Steven isn't choosing,his,4.402003288269043
simple,isn't choosing,217,217_F_him,f,Mismatch,obj,Laura isn't choosing,him,8.235742568969727
simple,isn't choosing,217,217_F_his,f,Mismatch,poss,Laura isn't choosing,his,8.397014617919922
simple,isn't hurting,218,218_M_him,m,Match,obj,The boyfriend isn't hurting,him,6.11351203918457
simple,isn't hurting,218,218_M_his,m,Match,poss,The boyfriend isn't hurting,his,6.143165111541748
simple,isn't hurting,218,218_F_him,f,Mismatch,obj,Carolyn isn't hurting,him,7.336434364318848
simple,isn't hurting,218,218_F_his,f,Mismatch,poss,Carolyn isn't hurting,his,8.883660316467285
simple,won't heal,219,219_M_him,m,Match,obj,Stephen won't heal,him,4.560537815093994
simple,won't heal,219,219_M_his,m,Match,poss,Stephen won't heal,his,5.560390472412109
simple,won't heal,219,219_F_him,f,Mismatch,obj,Amelia won't heal,him,7.765950679779053
simple,won't heal,219,219_F_his,f,Mismatch,poss,Amelia won't heal,his,9.253312110900879
simple,has disliked,220,220_M_him,m,Match,obj,Richard has disliked,him,5.438096046447754
simple,has disliked,220,220_M_his,m,Match,poss,Richard has disliked,his,4.798244953155518
simple,has disliked,220,220_F_him,f,Mismatch,obj,Janice has disliked,him,5.000369071960449
simple,has disliked,220,220_F_his,f,Mismatch,poss,Janice has disliked,his,6.480936527252197
simple,might astound,221,221_M_him,m,Match,obj,That nephew might astound,him,4.892575263977051
simple,might astound,221,221_M_his,m,Match,poss,That nephew might astound,his,3.63836407661438
simple,might astound,221,221_F_him,f,Mismatch,obj,The girl might astound,him,5.426045894622803
simple,might astound,221,221_F_his,f,Mismatch,poss,The girl might astound,his,8.319561004638672
simple,hadn't revealed,222,222_M_him,m,Match,obj,Russell hadn't revealed,him,8.960028648376465
simple,hadn't revealed,222,222_M_his,m,Match,poss,Russell hadn't revealed,his,3.3325319290161133
simple,hadn't revealed,222,222_F_him,f,Mismatch,obj,Tracy hadn't revealed,him,8.806459426879883
simple,hadn't revealed,222,222_F_his,f,Mismatch,poss,Tracy hadn't revealed,his,4.915805339813232
simple,lost,223,223_M_him,m,Match,obj,Edward lost,him,9.818408012390137
simple,lost,223,223_M_his,m,Match,poss,Edward lost,his,1.9168391227722168
simple,lost,223,223_F_him,f,Mismatch,obj,Michelle lost,him,9.239863395690918
simple,lost,223,223_F_his,f,Mismatch,poss,Michelle lost,his,5.076038360595703
simple,had concealed,224,224_M_him,m,Match,obj,Derek had concealed,him,7.9729204177856445
simple,had concealed,224,224_M_his,m,Match,poss,Derek had concealed,his,2.804816246032715
simple,had concealed,224,224_F_him,f,Mismatch,obj,That mother had concealed,him,6.139790058135986
simple,had concealed,224,224_F_his,f,Mismatch,poss,That mother had concealed,his,5.82187557220459
simple,can boast about,225,225_M_him,m,Match,obj,Theodore can boast about,him,8.41928482055664
simple,can boast about,225,225_M_his,m,Match,poss,Theodore can boast about,his,2.6597046852111816
simple,can boast about,225,225_F_him,f,Mismatch,obj,Michelle can boast about,him,8.45766830444336
simple,can boast about,225,225_F_his,f,Mismatch,poss,Michelle can boast about,his,6.172228813171387
simple,aggravated,226,226_M_him,m,Match,obj,Timothy aggravated,him,8.381646156311035
simple,aggravated,226,226_M_his,m,Match,poss,Timothy aggravated,his,4.589614391326904
