exp,verbMatrix,verbEmbed,frameNum,uid,gender,cond,pronoun,sent,target,/data/EleutherAI/gpt-j-6B_surp
TwoEmbedding,warned,watches,50,50_FMM_him,fmm,MismatchMatchMatch,obj,That sister warned Dennis that Joseph watches,him,4.984375953674316
TwoEmbedding,warned,watches,50,50_FMF_him,fmf,MismatchMatchMismatch,obj,That sister warned Dennis that Laura watches,him,3.920212745666504
TwoEmbedding,warned,watches,50,50_FFM_him,ffm,MismatchMismatchMatch,obj,That sister warned Linda that Joseph watches,him,8.833150863647461
TwoEmbedding,warned,watches,50,50_FFF_him,fff,MismatchMismatchMismatch,obj,That sister warned Linda that Laura watches,him,6.723876476287842
TwoEmbedding,warned,watches,50,50_MMM_his,mmm,MatchMatchMatch,poss,Brad warned Dennis that Joseph watches,his,4.23995304107666
TwoEmbedding,warned,watches,50,50_MMF_his,mmf,MatchMatchMismatch,poss,Brad warned Dennis that Laura watches,his,4.879271507263184
TwoEmbedding,warned,watches,50,50_MFM_his,mfm,MatchMismatchMatch,poss,Brad warned Linda that Joseph watches,his,5.310347557067871
TwoEmbedding,warned,watches,50,50_MFF_his,mff,MatchMismatchMismatch,poss,Brad warned Linda that Laura watches,his,6.182165145874023
TwoEmbedding,warned,watches,50,50_FMM_his,fmm,MismatchMatchMatch,poss,That sister warned Dennis that Joseph watches,his,4.7927680015563965
TwoEmbedding,warned,watches,50,50_FMF_his,fmf,MismatchMatchMismatch,poss,That sister warned Dennis that Laura watches,his,5.678497314453125
TwoEmbedding,warned,watches,50,50_FFM_his,ffm,MismatchMismatchMatch,poss,That sister warned Linda that Joseph watches,his,5.474377155303955
TwoEmbedding,warned,watches,50,50_FFF_his,fff,MismatchMismatchMismatch,poss,That sister warned Linda that Laura watches,his,8.12148666381836
TwoEmbedding,informs,led,51,51_MMM_him,mmm,MatchMatchMatch,obj,Wayne informs Rodney that this boy led,him,1.795546531677246
TwoEmbedding,informs,led,51,51_MMF_him,mmf,MatchMatchMismatch,obj,Wayne informs Rodney that that granddaughter led,him,1.7286478281021118
TwoEmbedding,informs,led,51,51_MFM_him,mfm,MatchMismatchMatch,obj,Wayne informs Connie that this boy led,him,2.093353271484375
TwoEmbedding,informs,led,51,51_MFF_him,mff,MatchMismatchMismatch,obj,Wayne informs Connie that that granddaughter led,him,2.226632833480835
TwoEmbedding,informs,led,51,51_FMM_him,fmm,MismatchMatchMatch,obj,Amanda informs Rodney that this boy led,him,3.6132075786590576
TwoEmbedding,informs,led,51,51_FMF_him,fmf,MismatchMatchMismatch,obj,Amanda informs Rodney that that granddaughter led,him,2.520094156265259
TwoEmbedding,informs,led,51,51_FFM_him,ffm,MismatchMismatchMatch,obj,Amanda informs Connie that this boy led,him,6.377061367034912
TwoEmbedding,informs,led,51,51_FFF_him,fff,MismatchMismatchMismatch,obj,Amanda informs Connie that that granddaughter led,him,4.936047077178955
TwoEmbedding,informs,led,51,51_MMM_his,mmm,MatchMatchMatch,poss,Wayne informs Rodney that this boy led,his,4.534412860870361
TwoEmbedding,informs,led,51,51_MMF_his,mmf,MatchMatchMismatch,poss,Wayne informs Rodney that that granddaughter led,his,6.394864559173584
TwoEmbedding,informs,led,51,51_MFM_his,mfm,MatchMismatchMatch,poss,Wayne informs Connie that this boy led,his,4.708238124847412
TwoEmbedding,informs,led,51,51_MFF_his,mff,MatchMismatchMismatch,poss,Wayne informs Connie that that granddaughter led,his,6.306755065917969
TwoEmbedding,informs,led,51,51_FMM_his,fmm,MismatchMatchMatch,poss,Amanda informs Rodney that this boy led,his,4.999547481536865
TwoEmbedding,informs,led,51,51_FMF_his,fmf,MismatchMatchMismatch,poss,Amanda informs Rodney that that granddaughter led,his,7.197581768035889
TwoEmbedding,informs,led,51,51_FFM_his,ffm,MismatchMismatchMatch,poss,Amanda informs Connie that this boy led,his,5.543003559112549
TwoEmbedding,informs,led,51,51_FFF_his,fff,MismatchMismatchMismatch,poss,Amanda informs Connie that that granddaughter led,his,8.85837459564209
TwoEmbedding,advises,has hired,52,52_MMM_him,mmm,MatchMatchMatch,obj,Carl advises Matt that Gregory has hired,him,3.7907941341400146
TwoEmbedding,advises,has hired,52,52_MMF_him,mmf,MatchMatchMismatch,obj,Carl advises Matt that Jill has hired,him,2.8756017684936523
TwoEmbedding,advises,has hired,52,52_MFM_him,mfm,MatchMismatchMatch,obj,Carl advises Carmen that Gregory has hired,him,5.031628131866455
TwoEmbedding,advises,has hired,52,52_MFF_him,mff,MatchMismatchMismatch,obj,Carl advises Carmen that Jill has hired,him,4.157159805297852
TwoEmbedding,advises,has hired,52,52_FMM_him,fmm,MismatchMatchMatch,obj,Donna advises Matt that Gregory has hired,him,4.000420093536377
TwoEmbedding,advises,has hired,52,52_FMF_him,fmf,MismatchMatchMismatch,obj,Donna advises Matt that Jill has hired,him,3.190032958984375
TwoEmbedding,advises,has hired,52,52_FFM_him,ffm,MismatchMismatchMatch,obj,Donna advises Carmen that Gregory has hired,him,6.33294677734375
TwoEmbedding,advises,has hired,52,52_FFF_him,fff,MismatchMismatchMismatch,obj,Donna advises Carmen that Jill has hired,him,6.376616477966309
TwoEmbedding,advises,has hired,52,52_MMM_his,mmm,MatchMatchMatch,poss,Carl advises Matt that Gregory has hired,his,5.660427570343018
TwoEmbedding,advises,has hired,52,52_MMF_his,mmf,MatchMatchMismatch,poss,Carl advises Matt that Jill has hired,his,6.7990946769714355
TwoEmbedding,advises,has hired,52,52_MFM_his,mfm,MatchMismatchMatch,poss,Carl advises Carmen that Gregory has hired,his,6.2132062911987305
TwoEmbedding,advises,has hired,52,52_MFF_his,mff,MatchMismatchMismatch,poss,Carl advises Carmen that Jill has hired,his,8.016585350036621
TwoEmbedding,advises,has hired,52,52_FMM_his,fmm,MismatchMatchMatch,poss,Donna advises Matt that Gregory has hired,his,5.829224109649658
TwoEmbedding,advises,has hired,52,52_FMF_his,fmf,MismatchMatchMismatch,poss,Donna advises Matt that Jill has hired,his,7.420173645019531
TwoEmbedding,advises,has hired,52,52_FFM_his,ffm,MismatchMismatchMatch,poss,Donna advises Carmen that Gregory has hired,his,6.425510406494141
TwoEmbedding,advises,has hired,52,52_FFF_his,fff,MismatchMismatchMismatch,poss,Donna advises Carmen that Jill has hired,his,10.224074363708496
TwoEmbedding,shows,is researching,53,53_MMM_him,mmm,MatchMatchMatch,obj,Omar shows Adam that Frank is researching,him,5.622532367706299
TwoEmbedding,shows,is researching,53,53_MMF_him,mmf,MatchMatchMismatch,obj,Omar shows Adam that Susan is researching,him,3.937113046646118
TwoEmbedding,shows,is researching,53,53_MFM_him,mfm,MatchMismatchMatch,obj,Omar shows Carla that Frank is researching,him,7.866955280303955
TwoEmbedding,shows,is researching,53,53_MFF_him,mff,MatchMismatchMismatch,obj,Omar shows Carla that Susan is researching,him,5.526268482208252
TwoEmbedding,shows,is researching,53,53_FMM_him,fmm,MismatchMatchMatch,obj,Anne shows Adam that Frank is researching,him,4.746095657348633
TwoEmbedding,shows,is researching,53,53_FMF_him,fmf,MismatchMatchMismatch,obj,Anne shows Adam that Susan is researching,him,3.073481559753418
TwoEmbedding,shows,is researching,53,53_FFM_him,ffm,MismatchMismatchMatch,obj,Anne shows Carla that Frank is researching,him,8.07705020904541
TwoEmbedding,shows,is researching,53,53_FFF_him,fff,MismatchMismatchMismatch,obj,Anne shows Carla that Susan is researching,him,6.549952507019043
TwoEmbedding,shows,is researching,53,53_MMM_his,mmm,MatchMatchMatch,poss,Omar shows Adam that Frank is researching,his,4.529240131378174
TwoEmbedding,shows,is researching,53,53_MMF_his,mmf,MatchMatchMismatch,poss,Omar shows Adam that Susan is researching,his,4.252702713012695
TwoEmbedding,shows,is researching,53,53_MFM_his,mfm,MatchMismatchMatch,poss,Omar shows Carla that Frank is researching,his,4.925209999084473
TwoEmbedding,shows,is researching,53,53_MFF_his,mff,MatchMismatchMismatch,poss,Omar shows Carla that Susan is researching,his,6.225074291229248
TwoEmbedding,shows,is researching,53,53_FMM_his,fmm,MismatchMatchMatch,poss,Anne shows Adam that Frank is researching,his,4.036019325256348
TwoEmbedding,shows,is researching,53,53_FMF_his,fmf,MismatchMatchMismatch,poss,Anne shows Adam that Susan is researching,his,3.738473892211914
TwoEmbedding,shows,is researching,53,53_FFM_his,ffm,MismatchMismatchMatch,poss,Anne shows Carla that Frank is researching,his,4.830986499786377
TwoEmbedding,shows,is researching,53,53_FFF_his,fff,MismatchMismatchMismatch,poss,Anne shows Carla that Susan is researching,his,7.710870742797852
TwoEmbedding,warns,did question,54,54_MMM_him,mmm,MatchMatchMatch,obj,Patrick warns Martin that Walter did question,him,2.6614272594451904
TwoEmbedding,warns,did question,54,54_MMF_him,mmf,MatchMatchMismatch,obj,Patrick warns Martin that Marie did question,him,2.652940273284912
TwoEmbedding,warns,did question,54,54_MFM_him,mfm,MatchMismatchMatch,obj,Patrick warns Alice that Walter did question,him,4.078188419342041
TwoEmbedding,warns,did question,54,54_MFF_him,mff,MatchMismatchMismatch,obj,Patrick warns Alice that Marie did question,him,4.139595985412598
TwoEmbedding,warns,did question,54,54_FMM_him,fmm,MismatchMatchMatch,obj,Tamara warns Martin that Walter did question,him,3.231170415878296
TwoEmbedding,warns,did question,54,54_FMF_him,fmf,MismatchMatchMismatch,obj,Tamara warns Martin that Marie did question,him,2.964611053466797
TwoEmbedding,warns,did question,54,54_FFM_him,ffm,MismatchMismatchMatch,obj,Tamara warns Alice that Walter did question,him,5.213151931762695
TwoEmbedding,warns,did question,54,54_FFF_him,fff,MismatchMismatchMismatch,obj,Tamara warns Alice that Marie did question,him,5.047450065612793
TwoEmbedding,warns,did question,54,54_MMM_his,mmm,MatchMatchMatch,poss,Patrick warns Martin that Walter did question,his,3.1573538780212402
TwoEmbedding,warns,did question,54,54_MMF_his,mmf,MatchMatchMismatch,poss,Patrick warns Martin that Marie did question,his,2.7092957496643066
TwoEmbedding,warns,did question,54,54_MFM_his,mfm,MatchMismatchMatch,poss,Patrick warns Alice that Walter did question,his,4.855891227722168
TwoEmbedding,warns,did question,54,54_MFF_his,mff,MatchMismatchMismatch,poss,Patrick warns Alice that Marie did question,his,5.08636474609375
TwoEmbedding,warns,did question,54,54_FMM_his,fmm,MismatchMatchMatch,poss,Tamara warns Martin that Walter did question,his,3.6031153202056885
TwoEmbedding,warns,did question,54,54_FMF_his,fmf,MismatchMatchMismatch,poss,Tamara warns Martin that Marie did question,his,3.1111347675323486
TwoEmbedding,warns,did question,54,54_FFM_his,ffm,MismatchMismatchMatch,poss,Tamara warns Alice that Walter did question,his,5.528741359710693
TwoEmbedding,warns,did question,54,54_FFF_his,fff,MismatchMismatchMismatch,poss,Tamara warns Alice that Marie did question,his,6.264723777770996
TwoEmbedding,warned,won't hear,55,55_MMM_him,mmm,MatchMatchMatch,obj,The nephew warned Chad that Gregory won't hear,him,4.701413154602051
TwoEmbedding,warned,won't hear,55,55_MMF_him,mmf,MatchMatchMismatch,obj,The nephew warned Chad that this grandmother won't hear,him,6.9218220710754395
TwoEmbedding,warned,won't hear,55,55_MFM_him,mfm,MatchMismatchMatch,obj,The nephew warned Lisa that Gregory won't hear,him,5.331933498382568
TwoEmbedding,warned,won't hear,55,55_MFF_him,mff,MatchMismatchMismatch,obj,The nephew warned Lisa that this grandmother won't hear,him,7.483048439025879
TwoEmbedding,warned,won't hear,55,55_FMM_him,fmm,MismatchMatchMatch,obj,Rachel warned Chad that Gregory won't hear,him,4.23455286026001
TwoEmbedding,warned,won't hear,55,55_FMF_him,fmf,MismatchMatchMismatch,obj,Rachel warned Chad that this grandmother won't hear,him,6.209644794464111
TwoEmbedding,warned,won't hear,55,55_FFM_him,ffm,MismatchMismatchMatch,obj,Rachel warned Lisa that Gregory won't hear,him,6.4757914543151855
TwoEmbedding,warned,won't hear,55,55_FFF_him,fff,MismatchMismatchMismatch,obj,Rachel warned Lisa that this grandmother won't hear,him,9.165058135986328
TwoEmbedding,warned,won't hear,55,55_MMM_his,mmm,MatchMatchMatch,poss,The nephew warned Chad that Gregory won't hear,his,5.5467424392700195
TwoEmbedding,warned,won't hear,55,55_MMF_his,mmf,MatchMatchMismatch,poss,The nephew warned Chad that this grandmother won't hear,his,7.41774845123291
TwoEmbedding,warned,won't hear,55,55_MFM_his,mfm,MatchMismatchMatch,poss,The nephew warned Lisa that Gregory won't hear,his,6.459039688110352
TwoEmbedding,warned,won't hear,55,55_MFF_his,mff,MatchMismatchMismatch,poss,The nephew warned Lisa that this grandmother won't hear,his,8.13676929473877
TwoEmbedding,warned,won't hear,55,55_FMM_his,fmm,MismatchMatchMatch,poss,Rachel warned Chad that Gregory won't hear,his,5.575808525085449
TwoEmbedding,warned,won't hear,55,55_FMF_his,fmf,MismatchMatchMismatch,poss,Rachel warned Chad that this grandmother won't hear,his,7.043702602386475
TwoEmbedding,warned,won't hear,55,55_FFM_his,ffm,MismatchMismatchMatch,poss,Rachel warned Lisa that Gregory won't hear,his,6.825193881988525
TwoEmbedding,warned,won't hear,55,55_FFF_his,fff,MismatchMismatchMismatch,poss,Rachel warned Lisa that this grandmother won't hear,his,10.201995849609375
TwoEmbedding,advised,can praise,56,56_MMM_him,mmm,MatchMatchMatch,obj,Liam advised the nephew that Patrick can praise,him,2.6265032291412354
TwoEmbedding,advised,can praise,56,56_MMF_him,mmf,MatchMatchMismatch,obj,Liam advised the nephew that the dancer can praise,him,3.0087924003601074
TwoEmbedding,advised,can praise,56,56_MFM_him,mfm,MatchMismatchMatch,obj,Liam advised Jennifer that Patrick can praise,him,3.7225499153137207
TwoEmbedding,advised,can praise,56,56_MFF_him,mff,MatchMismatchMismatch,obj,Liam advised Jennifer that the dancer can praise,him,3.8175978660583496
TwoEmbedding,advised,can praise,56,56_FMM_him,fmm,MismatchMatchMatch,obj,Brenda advised the nephew that Patrick can praise,him,2.847325086593628
TwoEmbedding,advised,can praise,56,56_FMF_him,fmf,MismatchMatchMismatch,obj,Brenda advised the nephew that the dancer can praise,him,3.0139777660369873
TwoEmbedding,advised,can praise,56,56_FFM_him,ffm,MismatchMismatchMatch,obj,Brenda advised Jennifer that Patrick can praise,him,5.186620235443115
TwoEmbedding,advised,can praise,56,56_FFF_him,fff,MismatchMismatchMismatch,obj,Brenda advised Jennifer that the dancer can praise,him,4.933560371398926
TwoEmbedding,advised,can praise,56,56_MMM_his,mmm,MatchMatchMatch,poss,Liam advised the nephew that Patrick can praise,his,3.708524465560913
TwoEmbedding,advised,can praise,56,56_MMF_his,mmf,MatchMatchMismatch,poss,Liam advised the nephew that the dancer can praise,his,3.9442899227142334
TwoEmbedding,advised,can praise,56,56_MFM_his,mfm,MatchMismatchMatch,poss,Liam advised Jennifer that Patrick can praise,his,4.556608200073242
TwoEmbedding,advised,can praise,56,56_MFF_his,mff,MatchMismatchMismatch,poss,Liam advised Jennifer that the dancer can praise,his,5.147582530975342
TwoEmbedding,advised,can praise,56,56_FMM_his,fmm,MismatchMatchMatch,poss,Brenda advised the nephew that Patrick can praise,his,4.301290988922119
TwoEmbedding,advised,can praise,56,56_FMF_his,fmf,MismatchMatchMismatch,poss,Brenda advised the nephew that the dancer can praise,his,4.490485668182373
TwoEmbedding,advised,can praise,56,56_FFM_his,ffm,MismatchMismatchMatch,poss,Brenda advised Jennifer that Patrick can praise,his,5.028825759887695
TwoEmbedding,advised,can praise,56,56_FFF_his,fff,MismatchMismatchMismatch,poss,Brenda advised Jennifer that the dancer can praise,his,6.545320987701416
TwoEmbedding,shows,is questioning,57,57_MMM_him,mmm,MatchMatchMatch,obj,Richard shows Kevin that Carlos is questioning,him,3.3807055950164795
TwoEmbedding,shows,is questioning,57,57_MMF_him,mmf,MatchMatchMismatch,obj,Richard shows Kevin that Suzanne is questioning,him,2.846702814102173
TwoEmbedding,shows,is questioning,57,57_MFM_him,mfm,MatchMismatchMatch,obj,Richard shows Amy that Carlos is questioning,him,4.619024753570557
TwoEmbedding,shows,is questioning,57,57_MFF_him,mff,MatchMismatchMismatch,obj,Richard shows Amy that Suzanne is questioning,him,4.617438316345215
TwoEmbedding,shows,is questioning,57,57_FMM_him,fmm,MismatchMatchMatch,obj,Colleen shows Kevin that Carlos is questioning,him,3.3432745933532715
TwoEmbedding,shows,is questioning,57,57_FMF_him,fmf,MismatchMatchMismatch,obj,Colleen shows Kevin that Suzanne is questioning,him,2.883714437484741
TwoEmbedding,shows,is questioning,57,57_FFM_him,ffm,MismatchMismatchMatch,obj,Colleen shows Amy that Carlos is questioning,him,6.817857265472412
TwoEmbedding,shows,is questioning,57,57_FFF_him,fff,MismatchMismatchMismatch,obj,Colleen shows Amy that Suzanne is questioning,him,7.121664047241211
TwoEmbedding,shows,is questioning,57,57_MMM_his,mmm,MatchMatchMatch,poss,Richard shows Kevin that Carlos is questioning,his,3.1521496772766113
TwoEmbedding,shows,is questioning,57,57_MMF_his,mmf,MatchMatchMismatch,poss,Richard shows Kevin that Suzanne is questioning,his,3.170593023300171
TwoEmbedding,shows,is questioning,57,57_MFM_his,mfm,MatchMismatchMatch,poss,Richard shows Amy that Carlos is questioning,his,3.882899045944214
TwoEmbedding,shows,is questioning,57,57_MFF_his,mff,MatchMismatchMismatch,poss,Richard shows Amy that Suzanne is questioning,his,4.701591968536377
TwoEmbedding,shows,is questioning,57,57_FMM_his,fmm,MismatchMatchMatch,poss,Colleen shows Kevin that Carlos is questioning,his,3.4547500610351562
TwoEmbedding,shows,is questioning,57,57_FMF_his,fmf,MismatchMatchMismatch,poss,Colleen shows Kevin that Suzanne is questioning,his,3.230849504470825
TwoEmbedding,shows,is questioning,57,57_FFM_his,ffm,MismatchMismatchMatch,poss,Colleen shows Amy that Carlos is questioning,his,4.198384761810303
TwoEmbedding,shows,is questioning,57,57_FFF_his,fff,MismatchMismatchMismatch,poss,Colleen shows Amy that Suzanne is questioning,his,7.642592430114746
TwoEmbedding,warns,appreciates,58,58_MMM_him,mmm,MatchMatchMatch,obj,Phillip warns James that Dennis appreciates,him,3.028383255004883
TwoEmbedding,warns,appreciates,58,58_MMF_him,mmf,MatchMatchMismatch,obj,Phillip warns James that Holly appreciates,him,2.262747049331665
TwoEmbedding,warns,appreciates,58,58_MFM_him,mfm,MatchMismatchMatch,obj,Phillip warns Barbara that Dennis appreciates,him,7.8756937980651855
TwoEmbedding,warns,appreciates,58,58_MFF_him,mff,MatchMismatchMismatch,obj,Phillip warns Barbara that Holly appreciates,him,5.096374034881592
TwoEmbedding,warns,appreciates,58,58_FMM_him,fmm,MismatchMatchMatch,obj,Julie warns James that Dennis appreciates,him,3.6608645915985107
TwoEmbedding,warns,appreciates,58,58_FMF_him,fmf,MismatchMatchMismatch,obj,Julie warns James that Holly appreciates,him,2.492938995361328
TwoEmbedding,warns,appreciates,58,58_FFM_him,ffm,MismatchMismatchMatch,obj,Julie warns Barbara that Dennis appreciates,him,9.549310684204102
TwoEmbedding,warns,appreciates,58,58_FFF_him,fff,MismatchMismatchMismatch,obj,Julie warns Barbara that Holly appreciates,him,7.393992900848389
TwoEmbedding,warns,appreciates,58,58_MMM_his,mmm,MatchMatchMatch,poss,Phillip warns James that Dennis appreciates,his,2.295764446258545
TwoEmbedding,warns,appreciates,58,58_MMF_his,mmf,MatchMatchMismatch,poss,Phillip warns James that Holly appreciates,his,2.769944667816162
TwoEmbedding,warns,appreciates,58,58_MFM_his,mfm,MatchMismatchMatch,poss,Phillip warns Barbara that Dennis appreciates,his,5.012845516204834
TwoEmbedding,warns,appreciates,58,58_MFF_his,mff,MatchMismatchMismatch,poss,Phillip warns Barbara that Holly appreciates,his,5.130187034606934
TwoEmbedding,warns,appreciates,58,58_FMM_his,fmm,MismatchMatchMatch,poss,Julie warns James that Dennis appreciates,his,2.9057040214538574
TwoEmbedding,warns,appreciates,58,58_FMF_his,fmf,MismatchMatchMismatch,poss,Julie warns James that Holly appreciates,his,2.5492942333221436
TwoEmbedding,warns,appreciates,58,58_FFM_his,ffm,MismatchMismatchMatch,poss,Julie warns Barbara that Dennis appreciates,his,5.3790202140808105
TwoEmbedding,warns,appreciates,58,58_FFF_his,fff,MismatchMismatchMismatch,poss,Julie warns Barbara that Holly appreciates,his,7.574329853057861
TwoEmbedding,warned,hasn't known,59,59_MMM_him,mmm,MatchMatchMatch,obj,Andrew warned Bruce that Mitchell hasn't known,him,3.2898330688476562
TwoEmbedding,warned,hasn't known,59,59_MMF_him,mmf,MatchMatchMismatch,obj,Andrew warned Bruce that Tara hasn't known,him,3.8558151721954346
TwoEmbedding,warned,hasn't known,59,59_MFM_him,mfm,MatchMismatchMatch,obj,Andrew warned Angela that Mitchell hasn't known,him,4.099976539611816
TwoEmbedding,warned,hasn't known,59,59_MFF_him,mff,MatchMismatchMismatch,obj,Andrew warned Angela that Tara hasn't known,him,4.714881420135498
TwoEmbedding,warned,hasn't known,59,59_FMM_him,fmm,MismatchMatchMatch,obj,Anne warned Bruce that Mitchell hasn't known,him,3.5244717597961426
TwoEmbedding,warned,hasn't known,59,59_FMF_him,fmf,MismatchMatchMismatch,obj,Anne warned Bruce that Tara hasn't known,him,4.371530055999756
TwoEmbedding,warned,hasn't known,59,59_FFM_him,ffm,MismatchMismatchMatch,obj,Anne warned Angela that Mitchell hasn't known,him,5.295500755310059
TwoEmbedding,warned,hasn't known,59,59_FFF_him,fff,MismatchMismatchMismatch,obj,Anne warned Angela that Tara hasn't known,him,5.456567764282227
TwoEmbedding,warned,hasn't known,59,59_MMM_his,mmm,MatchMatchMatch,poss,Andrew warned Bruce that Mitchell hasn't known,his,5.262267589569092
TwoEmbedding,warned,hasn't known,59,59_MMF_his,mmf,MatchMatchMismatch,poss,Andrew warned Bruce that Tara hasn't known,his,7.507637023925781
TwoEmbedding,warned,hasn't known,59,59_MFM_his,mfm,MatchMismatchMatch,poss,Andrew warned Angela that Mitchell hasn't known,his,5.024203300476074
TwoEmbedding,warned,hasn't known,59,59_MFF_his,mff,MatchMismatchMismatch,poss,Andrew warned Angela that Tara hasn't known,his,8.513226509094238
TwoEmbedding,warned,hasn't known,59,59_FMM_his,fmm,MismatchMatchMatch,poss,Anne warned Bruce that Mitchell hasn't known,his,5.260214328765869
TwoEmbedding,warned,hasn't known,59,59_FMF_his,fmf,MismatchMatchMismatch,poss,Anne warned Bruce that Tara hasn't known,his,7.888099193572998
TwoEmbedding,warned,hasn't known,59,59_FFM_his,ffm,MismatchMismatchMatch,poss,Anne warned Angela that Mitchell hasn't known,his,5.126434803009033
TwoEmbedding,warned,hasn't known,59,59_FFF_his,fff,MismatchMismatchMismatch,poss,Anne warned Angela that Tara hasn't known,his,9.514147758483887
TwoEmbedding,told,does reference,60,60_MMM_him,mmm,MatchMatchMatch,obj,Douglas told Andrew that this boyfriend does reference,him,6.1742329597473145
TwoEmbedding,told,does reference,60,60_MMF_him,mmf,MatchMatchMismatch,obj,Douglas told Andrew that Angela does reference,him,4.448858261108398
TwoEmbedding,told,does reference,60,60_MFM_him,mfm,MatchMismatchMatch,obj,Douglas told Sabrina that this boyfriend does reference,him,7.131050109863281
TwoEmbedding,told,does reference,60,60_MFF_him,mff,MatchMismatchMismatch,obj,Douglas told Sabrina that Angela does reference,him,5.385391712188721
TwoEmbedding,told,does reference,60,60_FMM_him,fmm,MismatchMatchMatch,obj,Diana told Andrew that this boyfriend does reference,him,7.142764091491699
TwoEmbedding,told,does reference,60,60_FMF_him,fmf,MismatchMatchMismatch,obj,Diana told Andrew that Angela does reference,him,4.985522747039795
TwoEmbedding,told,does reference,60,60_FFM_him,ffm,MismatchMismatchMatch,obj,Diana told Sabrina that this boyfriend does reference,him,8.364676475524902
TwoEmbedding,told,does reference,60,60_FFF_him,fff,MismatchMismatchMismatch,obj,Diana told Sabrina that Angela does reference,him,7.6218438148498535
TwoEmbedding,told,does reference,60,60_MMM_his,mmm,MatchMatchMatch,poss,Douglas told Andrew that this boyfriend does reference,his,4.494845867156982
TwoEmbedding,told,does reference,60,60_MMF_his,mmf,MatchMatchMismatch,poss,Douglas told Andrew that Angela does reference,his,5.519608497619629
TwoEmbedding,told,does reference,60,60_MFM_his,mfm,MatchMismatchMatch,poss,Douglas told Sabrina that this boyfriend does reference,his,4.313285827636719
TwoEmbedding,told,does reference,60,60_MFF_his,mff,MatchMismatchMismatch,poss,Douglas told Sabrina that Angela does reference,his,6.7830023765563965
TwoEmbedding,told,does reference,60,60_FMM_his,fmm,MismatchMatchMatch,poss,Diana told Andrew that this boyfriend does reference,his,4.223560810089111
TwoEmbedding,told,does reference,60,60_FMF_his,fmf,MismatchMatchMismatch,poss,Diana told Andrew that Angela does reference,his,6.247880458831787
TwoEmbedding,told,does reference,60,60_FFM_his,ffm,MismatchMismatchMatch,poss,Diana told Sabrina that this boyfriend does reference,his,4.4648919105529785
TwoEmbedding,told,does reference,60,60_FFF_his,fff,MismatchMismatchMismatch,poss,Diana told Sabrina that Angela does reference,his,9.515380859375
TwoEmbedding,alerts,might like,61,61_MMM_him,mmm,MatchMatchMatch,obj,That nephew alerts Christopher that Brett might like,him,3.1664679050445557
TwoEmbedding,alerts,might like,61,61_MMF_him,mmf,MatchMatchMismatch,obj,That nephew alerts Christopher that that ex-girlfriend might like,him,4.430212020874023
TwoEmbedding,alerts,might like,61,61_MFM_him,mfm,MatchMismatchMatch,obj,That nephew alerts that actress that Brett might like,him,5.625882625579834
TwoEmbedding,alerts,might like,61,61_MFF_him,mff,MatchMismatchMismatch,obj,That nephew alerts that actress that that ex-girlfriend might like,him,5.062105178833008
TwoEmbedding,alerts,might like,61,61_FMM_him,fmm,MismatchMatchMatch,obj,Jennifer alerts Christopher that Brett might like,him,3.1560404300689697
TwoEmbedding,alerts,might like,61,61_FMF_him,fmf,MismatchMatchMismatch,obj,Jennifer alerts Christopher that that ex-girlfriend might like,him,3.436812162399292
TwoEmbedding,alerts,might like,61,61_FFM_him,ffm,MismatchMismatchMatch,obj,Jennifer alerts that actress that Brett might like,him,8.032097816467285
TwoEmbedding,alerts,might like,61,61_FFF_him,fff,MismatchMismatchMismatch,obj,Jennifer alerts that actress that that ex-girlfriend might like,him,4.969944477081299
TwoEmbedding,alerts,might like,61,61_MMM_his,mmm,MatchMatchMatch,poss,That nephew alerts Christopher that Brett might like,his,6.897186756134033
TwoEmbedding,alerts,might like,61,61_MMF_his,mmf,MatchMatchMismatch,poss,That nephew alerts Christopher that that ex-girlfriend might like,his,7.687546730041504
TwoEmbedding,alerts,might like,61,61_MFM_his,mfm,MatchMismatchMatch,poss,That nephew alerts that actress that Brett might like,his,7.587046146392822
TwoEmbedding,alerts,might like,61,61_MFF_his,mff,MatchMismatchMismatch,poss,That nephew alerts that actress that that ex-girlfriend might like,his,7.541737079620361
TwoEmbedding,alerts,might like,61,61_FMM_his,fmm,MismatchMatchMatch,poss,Jennifer alerts Christopher that Brett might like,his,6.6162543296813965
TwoEmbedding,alerts,might like,61,61_FMF_his,fmf,MismatchMatchMismatch,poss,Jennifer alerts Christopher that that ex-girlfriend might like,his,6.660333633422852
TwoEmbedding,alerts,might like,61,61_FFM_his,ffm,MismatchMismatchMatch,poss,Jennifer alerts that actress that Brett might like,his,8.280060768127441
TwoEmbedding,alerts,might like,61,61_FFF_his,fff,MismatchMismatchMismatch,poss,Jennifer alerts that actress that that ex-girlfriend might like,his,7.573558807373047
TwoEmbedding,told,wasn't noticing,62,62_MMM_him,mmm,MatchMatchMatch,obj,Paul told Steve that William wasn't noticing,him,3.7829232215881348
TwoEmbedding,told,wasn't noticing,62,62_MMF_him,mmf,MatchMatchMismatch,obj,Paul told Steve that Cheryl wasn't noticing,him,4.00148868560791
TwoEmbedding,told,wasn't noticing,62,62_MFM_him,mfm,MatchMismatchMatch,obj,Paul told Eva that William wasn't noticing,him,5.429116725921631
